section,arm,eval_index,reason,score,n_scored,n_hypotheses,n_fit_segments,n_heldout_segments,forward_px,n_forward,reverse_px,n_reverse,feet,feet_inside,nn_median_ft
S5,ROUTEB,007336,valid,-,000000,000000,000358,000358,12.991,000398,246.383,013599,000001,000000,-
S5,G334A,007537,valid,0.621,000073,564372,000163,000162,0.955,000073,171.012,009378,000001,000000,-
S5,G334B,007537,no_valid_h,0.150,000072,1700912,000369,000368,-,000000,-,000000,000001,000000,-
S5,ROUTEA,007537,valid,-,000000,000000,000163,000162,29.226,000398,246.635,009378,000001,000000,-
S5,ROUTEB,007537,valid,-,000000,000000,000369,000368,27.684,000398,269.144,014760,000001,000000,-
S5,G334A,007738,no_valid_h,0.093,000398,619148,000162,000161,-,000000,-,000000,000001,000000,-
S5,G334B,007738,no_valid_h,-1.000,000027,1691792,000370,000370,-,000000,-,000000,000001,000000,-
S5,ROUTEA,007738,valid,-,000000,000000,000162,000161,29.226,000398,240.996,009128,000001,000000,-
S5,ROUTEB,007738,valid,-,000000,000000,000370,000370,12.433,000398,282.258,014215,000001,000000,-
S5,G334A,007939,valid,0.802,000073,539904,000162,000162,9.171,000073,363.496,008628,000001,000000,-
S5,G334B,007939,valid,0.792,000072,1694204,000360,000359,0.000,000072,320.865,013886,000001,000000,-
S5,ROUTEA,007939,valid,-,000000,000000,000162,000162,30.595,000398,299.746,008628,000001,000000,-
S5,ROUTEB,007939,valid,-,000000,000000,000360,000359,16.477,000398,250.167,013886,000001,000000,-
S6,G334A,000097,no_valid_h,-1.000,000000,611088,000239,000238,-,000000,-,000000,000001,000000,-
S6,G334B,000097,implausible_scale,-1.000,000000,1536296,000799,000798,-,000000,-,000000,000001,000000,-
S6,ROUTEA,000097,valid,-,000000,000000,000239,000238,13.370,000398,360.342,009767,000001,000000,-
S6,ROUTEB,000097,valid,-,000000,000000,000799,000798,13.244,000398,415.230,022662,000001,000000,-
S6,G334A,000292,valid,0.606,000074,608048,000226,000225,12.162,000074,290.172,009265,000001,000000,-
S6,G334B,000292,no_valid_h,-1.000,000000,1699272,000822,000821,-,000000,-,000000,000001,000000,-
S6,ROUTEA,000292,valid,-,000000,000000,000226,000225,11.207,000398,349.894,009265,000001,000000,-
S6,ROUTEB,000292,valid,-,000000,000000,000822,000821,11.334,000398,430.414,022877,000001,000000,-
S6,G334A,000487,no_valid_h,-1.000,000000,638884,000230,000230,-,000000,-,000000,000001,000000,-
S6,G334B,000487,no_valid_h,-1.000,000000,1765700,000809,000808,-,000000,-,000000,000001,000000,-
S6,ROUTEA,000487,valid,-,000000,000000,000230,000230,34.127,000398,369.732,009480,000001,000000,-
S6,ROUTEB,000487,valid,-,000000,000000,000809,000808,32.758,000398,416.934,023212,000001,000000,-
S6,G334A,000682,implausible_scale,-1.000,000000,582824,000226,000225,-,000000,-,000000,000001,000000,-
S6,G334B,000682,no_valid_h,-1.000,000000,1779668,000804,000804,-,000000,-,000000,000001,000000,-
S6,ROUTEA,000682,valid,-,000000,000000,000226,000225,26.614,000398,380.911,009402,000001,000000,-
S6,ROUTEB,000682,valid,-,000000,000000,000804,000804,2.739,000398,421.876,022402,000001,000000,-
S6,G334A,000877,no_valid_h,-1.000,000000,587492,000238,000237,-,000000,-,000000,000001,000000,-
S6,G334B,000877,no_valid_h,-1.000,000000,1751244,000818,000817,-,000000,-,000000,000001,000000,-
S6,ROUTEA,000877,valid,-,000000,000000,000238,000237,30.974,000398,358.322,009495,000001,000000,-
S6,ROUTEB,000877,valid,-,000000,000000,000818,000817,30.974,000398,407.044,023524,000001,000000,-
S6,G334A,001072,no_valid_h,-1.000,000000,549096,000228,000228,-,000000,-,000000,000001,000000,-
S6,G334B,001072,no_valid_h,-1.000,000000,1512628,000800,000799,-,000000,-,000000,000001,000000,-
S6,ROUTEA,001072,valid,-,000000,000000,000228,000228,55.783,000398,381.121,009167,000001,000000,-
S6,ROUTEB,001072,valid,-,000000,000000,000800,000799,24.163,000398,422.123,021978,000001,000000,-
S6,G334A,001267,no_valid_h,-1.000,000000,617940,000241,000240,-,000000,-,000000,000001,000000,-
S6,G334B,001267,no_valid_h,-1.000,000000,1837244,000810,000810,-,000000,-,000000,000001,000000,-
S6,ROUTEA,001267,valid,-,000000,000000,000241,000240,29.352,000398,361.417,009725,000001,000000,-
S6,ROUTEB,001267,valid,-,000000,000000,000810,000810,54.828,000398,414.221,023383,000001,000000,-
S6,G334A,001462,no_valid_h,-1.000,000000,611136,000240,000240,-,000000,-,000000,000001,000000,-
S6,G334B,001462,no_valid_h,-1.000,000000,1910328,000812,000812,-,000000,-,000000,000001,000000,-
S6,ROUTEA,001462,valid,-,000000,000000,000240,000240,21.712,000398,383.664,009997,000001,000000,-
S6,ROUTEB,001462,valid,-,000000,000000,000812,000812,19.802,000398,431.546,023098,000001,000000,-
S6,G334A,001657,no_valid_h,-1.000,000000,580056,000237,000236,-,000000,-,000000,000001,000000,-
S6,G334B,001657,valid,0.410,000109,1675512,000827,000826,1.369,000109,574.403,023660,000001,000000,-
S6,ROUTEA,001657,valid,-,000000,000000,000237,000236,46.795,000398,397.728,009911,000001,000000,-
S6,ROUTEB,001657,valid,-,000000,000000,000827,000826,30.630,000398,425.611,023660,000001,000000,-
S6,G334A,001852,no_valid_h,-1.000,000000,586968,000256,000256,-,000000,-,000000,000001,000000,-
S6,G334B,001852,no_valid_h,-1.000,000000,1845040,000854,000854,-,000000,-,000000,000001,000000,-
S6,ROUTEA,001852,valid,-,000000,000000,000256,000256,26.361,000398,360.237,010401,000001,000000,-
S6,ROUTEB,001852,valid,-,000000,000000,000854,000854,36.290,000398,412.829,024328,000001,000000,-
S6,G334A,002047,valid,0.314,000092,587356,000186,000186,12.324,000092,257.428,007769,000001,000000,-
S6,G334B,002047,no_valid_h,-1.000,000000,1829264,000739,000739,-,000000,-,000000,000001,000000,-
S6,ROUTEA,002047,valid,-,000000,000000,000186,000186,25.785,000398,425.950,007769,000001,000000,-
S6,ROUTEB,002047,valid,-,000000,000000,000739,000739,24.991,000398,466.689,020574,000001,000000,-
S6,G334A,002242,no_valid_h,0.085,000092,610972,000155,000155,-,000000,-,000000,000001,000000,-
S6,G334B,002242,no_valid_h,-1.000,000000,1816312,000647,000646,-,000000,-,000000,000001,000000,-
S6,ROUTEA,002242,valid,-,000000,000000,000155,000155,48.522,000398,462.358,006599,000001,000000,-
S6,ROUTEB,002242,valid,-,000000,000000,000647,000646,29.893,000398,472.701,017998,000001,000000,-
S6,G334A,002437,implausible_scale,-1.000,000000,531728,000192,000191,-,000000,-,000000,000001,000000,-
S6,G334B,002437,no_valid_h,-1.000,000000,1709780,000728,000727,-,000000,-,000000,000001,000000,-
S6,ROUTEA,002437,valid,-,000000,000000,000192,000191,44.885,000398,405.866,008185,000001,000000,-
S6,ROUTEB,002437,valid,-,000000,000000,000728,000727,39.064,000398,453.893,020720,000001,000000,-
S6,G334A,002632,no_valid_h,-1.000,000000,581636,000185,000185,-,000000,-,000000,000001,000000,-
S6,G334B,002632,no_valid_h,-1.000,000000,1785280,000740,000740,-,000000,-,000000,000001,000000,-
S6,ROUTEA,002632,valid,-,000000,000000,000185,000185,14.325,000398,387.820,007876,000001,000000,-
S6,ROUTEB,002632,valid,-,000000,000000,000740,000740,8.054,000398,439.621,021176,000001,000000,-
S6,G334A,002827,no_valid_h,-1.000,000000,649400,000207,000206,-,000000,-,000000,000001,000000,-
S6,G334B,002827,no_valid_h,-1.000,000000,1803840,000750,000750,-,000000,-,000000,000001,000000,-
S6,ROUTEA,002827,valid,-,000000,000000,000207,000206,30.560,000398,284.340,009046,000001,000000,-
S6,ROUTEB,002827,valid,-,000000,000000,000750,000750,16.748,000398,335.786,021543,000001,000000,-
S6,G334A,003022,no_valid_h,-1.000,000000,624160,000196,000196,-,000000,-,000000,000001,000000,-
S6,G334B,003022,implausible_scale,-1.000,000000,1668592,000733,000732,-,000000,-,000000,000001,000000,-
S6,ROUTEA,003022,valid,-,000000,000000,000196,000196,26.280,000398,295.136,008431,000001,000000,-
S6,ROUTEB,003022,valid,-,000000,000000,000733,000732,16.351,000398,345.175,020937,000001,000000,-
S6,G334A,003217,no_valid_h,-1.000,000000,607832,000195,000195,-,000000,-,000000,000001,000000,-
S6,G334B,003217,no_valid_h,-1.000,000000,1722960,000737,000737,-,000000,-,000000,000001,000000,-
S6,ROUTEA,003217,valid,-,000000,000000,000195,000195,19.613,000398,269.688,008351,000001,000000,-
S6,ROUTEB,003217,valid,-,000000,000000,000737,000737,8.198,000398,348.448,020939,000001,000000,-
S6,G334A,003412,no_valid_h,-1.000,000000,604392,000187,000187,-,000000,-,000000,000001,000000,-
S6,G334B,003412,no_valid_h,-1.000,000000,1578356,000730,000729,-,000000,-,000000,000001,000000,-
S6,ROUTEA,003412,valid,-,000000,000000,000187,000187,20.838,000398,270.707,008164,000001,000000,-
S6,ROUTEB,003412,valid,-,000000,000000,000730,000729,9.009,000398,343.546,020167,000001,000000,-
S6,G334A,003607,no_valid_h,-1.000,000000,559340,000195,000195,-,000000,-,000000,000001,000000,-
S6,G334B,003607,implausible_scale,-1.000,000000,1757676,000742,000742,-,000000,-,000000,000001,000000,-
S6,ROUTEA,003607,valid,-,000000,000000,000195,000195,32.730,000398,279.716,008282,000001,000000,-
S6,ROUTEB,003607,valid,-,000000,000000,000742,000742,11.495,000398,369.902,021254,000001,000000,-
S6,G334A,003802,valid,0.495,000076,579264,000196,000196,7.928,000076,457.563,008200,000001,000000,-
S6,G334B,003802,no_valid_h,-1.000,000000,1805848,000742,000741,-,000000,-,000000,000001,000000,-
S6,ROUTEA,003802,valid,-,000000,000000,000196,000196,11.460,000398,282.641,008200,000001,000000,-
S6,ROUTEB,003802,valid,-,000000,000000,000742,000741,11.909,000398,357.378,020813,000001,000000,-
S6,G334A,003997,no_valid_h,-1.000,000000,585996,000194,000193,-,000000,-,000000,000001,000000,-
S6,G334B,003997,no_valid_h,-1.000,000000,1741668,000734,000733,-,000000,-,000000,000001,000000,-
S6,ROUTEA,003997,valid,-,000000,000000,000194,000193,21.424,000398,292.272,008374,000001,000000,-
S6,ROUTEB,003997,valid,-,000000,000000,000734,000733,10.793,000398,357.291,020988,000001,000000,-
S6,G334A,004192,no_valid_h,-1.000,000000,605596,000207,000206,-,000000,-,000000,000001,000000,-
S6,G334B,004192,no_valid_h,-1.000,000000,1853348,000756,000755,-,000000,-,000000,000001,000000,-
S6,ROUTEA,004192,valid,-,000000,000000,000207,000206,20.055,000398,308.500,008738,000001,000000,-
S6,ROUTEB,004192,valid,-,000000,000000,000756,000755,17.783,000398,355.940,021279,000001,000000,-
S6,G334A,004387,valid,0.580,000078,560056,000198,000197,3.072,000078,717.166,008272,000001,000000,-
S6,G334B,004387,no_valid_h,-1.000,000000,1819196,000740,000740,-,000000,-,000000,000001,000000,-
S6,ROUTEA,004387,valid,-,000000,000000,000198,000197,18.928,000398,277.652,008272,000001,000000,-
S6,ROUTEB,004387,valid,-,000000,000000,000740,000740,20.090,000398,349.950,020544,000001,000000,-
S6,G334A,004582,no_valid_h,-1.000,000000,523660,000212,000212,-,000000,-,000000,000001,000000,-
S6,G334B,004582,no_valid_h,-1.000,000000,1581260,000759,000758,-,000000,-,000000,000001,000000,-
S6,ROUTEA,004582,valid,-,000000,000000,000212,000212,25.027,000398,289.551,008698,000001,000000,-
S6,ROUTEB,004582,valid,-,000000,000000,000759,000758,17.064,000398,334.136,021475,000001,000000,-
S6,G334A,004777,no_valid_h,-1.000,000000,606384,000199,000199,-,000000,-,000000,000001,000000,-
S6,G334B,004777,implausible_scale,-1.000,000000,1809948,000746,000745,-,000000,-,000000,000001,000000,-
S6,ROUTEA,004777,valid,-,000000,000000,000199,000199,20.947,000398,287.202,008215,000001,000000,-
S6,ROUTEB,004777,valid,-,000000,000000,000746,000745,16.000,000398,349.403,020470,000001,000000,-
S6,G334A,004972,no_valid_h,-1.000,000000,653188,000197,000196,-,000000,-,000000,000001,000000,-
S6,G334B,004972,no_valid_h,-1.000,000000,1876276,000749,000749,-,000000,-,000000,000001,000000,-
S6,ROUTEA,004972,valid,-,000000,000000,000197,000196,22.973,000398,298.096,008230,000001,000000,-
S6,ROUTEB,004972,valid,-,000000,000000,000749,000749,16.495,000398,339.474,020948,000001,000000,-
S6,G334A,005167,valid,0.323,000101,564300,000190,000189,2.865,000101,94.545,007892,000001,000000,-
S6,G334B,005167,no_valid_h,-1.000,000000,1878632,000736,000735,-,000000,-,000000,000001,000000,-
S6,ROUTEA,005167,valid,-,000000,000000,000190,000189,26.442,000398,315.209,007892,000001,000000,-
S6,ROUTEB,005167,valid,-,000000,000000,000736,000735,21.902,000398,346.200,020585,000001,000000,-
S6,G334A,005362,no_valid_h,-1.000,000000,609436,000192,000191,-,000000,-,000000,000001,000000,-
S6,G334B,005362,no_valid_h,-1.000,000000,1861900,000768,000768,-,000000,-,000000,000001,000000,-
S6,ROUTEA,005362,valid,-,000000,000000,000192,000191,19.883,000398,299.111,008097,000001,000000,-
S6,ROUTEB,005362,valid,-,000000,000000,000768,000768,16.235,000398,359.875,021666,000001,000000,-
S6,G334A,005557,valid,0.566,000074,610964,000201,000201,21.333,000074,314.264,008907,000001,000000,-
S6,G334B,005557,valid,0.582,000071,1881568,000748,000747,2.865,000071,703.347,021361,000001,000000,-
S6,ROUTEA,005557,valid,-,000000,000000,000201,000201,14.234,000398,281.864,008907,000001,000000,-
S6,ROUTEB,005557,valid,-,000000,000000,000748,000747,10.540,000398,363.601,021361,000001,000000,-
S6,G334A,005752,implausible_scale,-1.000,000000,562040,000206,000205,-,000000,-,000000,000001,000000,-
S6,G334B,005752,no_valid_h,-1.000,000000,1762232,000757,000757,-,000000,-,000000,000001,000000,-
S6,ROUTEA,005752,valid,-,000000,000000,000206,000205,23.081,000398,294.842,008721,000001,000000,-
S6,ROUTEB,005752,valid,-,000000,000000,000757,000757,12.559,000398,366.466,021752,000001,000000,-
S6,G334A,005947,no_valid_h,-1.000,000000,581680,000195,000195,-,000000,-,000000,000001,000000,-
S6,G334B,005947,no_valid_h,-1.000,000000,1739100,000732,000731,-,000000,-,000000,000001,000000,-
S6,ROUTEA,005947,valid,-,000000,000000,000195,000195,18.738,000398,320.328,008416,000001,000000,-
S6,ROUTEB,005947,valid,-,000000,000000,000732,000731,9.090,000398,360.680,021123,000001,000000,-
S6,G334A,006142,valid,0.615,000077,597348,000208,000207,25.279,000077,231.885,008576,000001,000000,-
S6,G334B,006142,no_valid_h,-1.000,000000,1867488,000770,000769,-,000000,-,000000,000001,000000,-
S6,ROUTEA,006142,valid,-,000000,000000,000208,000207,17.369,000398,302.184,008576,000001,000000,-
S6,ROUTEB,006142,valid,-,000000,000000,000770,000769,8.469,000398,348.798,022221,000001,000000,-
S6,G334A,006337,no_valid_h,-1.000,000000,554376,000218,000218,-,000000,-,000000,000001,000000,-
S6,G334B,006337,no_valid_h,-1.000,000000,1856184,000775,000775,-,000000,-,000000,000001,000000,-
S6,ROUTEA,006337,valid,-,000000,000000,000218,000218,18.145,000398,283.845,009697,000001,000000,-
S6,ROUTEB,006337,valid,-,000000,000000,000775,000775,12.766,000398,369.657,022052,000001,000000,-
S6,G334A,006532,no_valid_h,-1.000,000000,582272,000212,000211,-,000000,-,000000,000001,000000,-
S6,G334B,006532,no_valid_h,-1.000,000000,1850232,000785,000785,-,000000,-,000000,000001,000000,-
S6,ROUTEA,006532,valid,-,000000,000000,000212,000211,25.964,000398,300.284,008995,000001,000000,-
S6,ROUTEB,006532,valid,-,000000,000000,000785,000785,12.289,000398,356.088,022575,000001,000000,-
S6,G334A,006727,no_valid_h,-1.000,000000,625940,000205,000205,-,000000,-,000000,000001,000000,-
S6,G334B,006727,no_valid_h,-1.000,000000,1695328,000771,000771,-,000000,-,000000,000001,000000,-
S6,ROUTEA,006727,valid,-,000000,000000,000205,000205,25.964,000398,275.208,008747,000001,000000,-
S6,ROUTEB,006727,valid,-,000000,000000,000771,000771,7.640,000398,361.818,021919,000001,000000,-
S6,G334A,006922,no_valid_h,-1.000,000000,600684,000195,000195,-,000000,-,000000,000001,000000,-
S6,G334B,006922,no_valid_h,-1.000,000000,1897940,000740,000740,-,000000,-,000000,000001,000000,-
S6,ROUTEA,006922,valid,-,000000,000000,000195,000195,21.010,000398,287.792,008793,000001,000000,-
S6,ROUTEB,006922,valid,-,000000,000000,000740,000740,15.298,000398,363.682,020780,000001,000000,-
S6,G334A,007117,no_valid_h,0.225,000076,610532,000197,000196,-,000000,-,000000,000001,000000,-
S6,G334B,007117,no_valid_h,-1.000,000000,1839692,000764,000763,-,000000,-,000000,000001,000000,-
S6,ROUTEA,007117,valid,-,000000,000000,000197,000196,29.605,000398,301.512,008438,000001,000000,-
S6,ROUTEB,007117,valid,-,000000,000000,000764,000763,9.487,000398,373.888,021763,000001,000000,-
S6,G334A,007312,implausible_scale,-1.000,000000,611656,000214,000213,-,000000,-,000000,000001,000000,-
S6,G334B,007312,no_valid_h,-1.000,000000,1872520,000769,000768,-,000000,-,000000,000001,000000,-
S6,ROUTEA,007312,valid,-,000000,000000,000214,000213,39.362,000398,284.476,009378,000001,000000,-
S6,ROUTEB,007312,valid,-,000000,000000,000769,000768,9.550,000398,338.764,022617,000001,000000,-
S6,G334A,007507,implausible_scale,-1.000,000000,619616,000205,000205,-,000000,-,000000,000001,000000,-
S6,G334B,007507,implausible_scale,-1.000,000000,1815688,000772,000771,-,000000,-,000000,000001,000000,-
S6,ROUTEA,007507,valid,-,000000,000000,000205,000205,30.072,000398,308.776,008722,000001,000000,-
S6,ROUTEB,007507,valid,-,000000,000000,000772,000771,11.460,000398,355.848,021907,000001,000000,-
S6,G334A,007702,no_valid_h,-1.000,000000,511168,000206,000206,-,000000,-,000000,000001,000000,-
S6,G334B,007702,implausible_scale,-1.000,000000,1850772,000766,000766,-,000000,-,000000,000001,000000,-
S6,ROUTEA,007702,valid,-,000000,000000,000206,000206,24.595,000398,307.165,009147,000001,000000,-
S6,ROUTEB,007702,valid,-,000000,000000,000766,000766,14.325,000398,357.169,022675,000001,000000,-
