card_id,draw_kind,section_id,frame,source_path,receiver_path,receiver_bytes,receiver_sha256_rehash,receiver_sha256_landed,receiver_rehash_equal,decoded_path,decoded_bytes,decoded_sha256_rehash,decoded_sha256_landed,decoded_rehash_equal,native_width,native_height,actual_pts_s,landed_status,status
1080p30_10,1080p30,Y1cgaIWW8gk_s2784,1337,/workspace/g364_scratch/val/Y1cgaIWW8gk_s2784.mp4,C:/Users/neelj/g402_receiver/Y1cgaIWW8gk_s2784.mp4,68904225,22a91f62f26f48260e14d5c5a0646b8dcb15cbe0394e696558211ab64370e6a6,22a91f62f26f48260e14d5c5a0646b8dcb15cbe0394e696558211ab64370e6a6,1,C:/Users/neelj/g406_frames/1080p30_10.png,1543025,0ffdae12bdeebb4f335eaa82e1da0683394119198d0bb5f8711dcd381e44426d,0ffdae12bdeebb4f335eaa82e1da0683394119198d0bb5f8711dcd381e44426d,1,1920,1080,44.566667,OK,REHASH_EQUAL
1080p30_11,1080p30,Y1cgaIWW8gk_s2784,1595,/workspace/g364_scratch/val/Y1cgaIWW8gk_s2784.mp4,C:/Users/neelj/g402_receiver/Y1cgaIWW8gk_s2784.mp4,68904225,22a91f62f26f48260e14d5c5a0646b8dcb15cbe0394e696558211ab64370e6a6,22a91f62f26f48260e14d5c5a0646b8dcb15cbe0394e696558211ab64370e6a6,1,C:/Users/neelj/g406_frames/1080p30_11.png,1553422,e1a8f092478a4bad6e2ff2c055448cb09baa712b843e5d0557eed9b08695edbb,e1a8f092478a4bad6e2ff2c055448cb09baa712b843e5d0557eed9b08695edbb,1,1920,1080,53.166667,OK,REHASH_EQUAL
1080p30_12,1080p30,tFnl0NVn6FA_s2774,1586,/workspace/g364_scratch/val/tFnl0NVn6FA_s2774.mp4,C:/Users/neelj/g402_receiver/tFnl0NVn6FA_s2774.mp4,69117769,989b21a52bd79e7ae078f3ce3b366fdc093a5ac95997fa20a764abfebf945350,989b21a52bd79e7ae078f3ce3b366fdc093a5ac95997fa20a764abfebf945350,1,C:/Users/neelj/g406_frames/1080p30_12.png,1759308,60a6d10784678d09e2a8a06385007c0b74ce31c80fe87a33265ab037afc2eb1f,60a6d10784678d09e2a8a06385007c0b74ce31c80fe87a33265ab037afc2eb1f,1,1920,1080,52.866667,OK,REHASH_EQUAL
1080p30_13,1080p30,tFnl0NVn6FA_s2774,1844,/workspace/g364_scratch/val/tFnl0NVn6FA_s2774.mp4,C:/Users/neelj/g402_receiver/tFnl0NVn6FA_s2774.mp4,69117769,989b21a52bd79e7ae078f3ce3b366fdc093a5ac95997fa20a764abfebf945350,989b21a52bd79e7ae078f3ce3b366fdc093a5ac95997fa20a764abfebf945350,1,C:/Users/neelj/g406_frames/1080p30_13.png,2035989,cbf26a8973acb5a62e98214732e9fb83a49a94a250e2cb670d2bf899cf59c5e5,cbf26a8973acb5a62e98214732e9fb83a49a94a250e2cb670d2bf899cf59c5e5,1,1920,1080,61.466667,OK,REHASH_EQUAL
1080p30_14,1080p30,tFnl0NVn6FA_s90,1936,/workspace/g364_scratch/val/tFnl0NVn6FA_s90.mp4,C:/Users/neelj/g402_receiver/tFnl0NVn6FA_s90.mp4,65212592,f7b6d933bc6f93b65843014bfc0a230c678f645b31cb8995d4616f86e1209e5b,f7b6d933bc6f93b65843014bfc0a230c678f645b31cb8995d4616f86e1209e5b,1,C:/Users/neelj/g406_frames/1080p30_14.png,1734003,a6e3aad1cceca2e0f4dfa79ab0fac6320c0afab786f8ccd6c44f2b0d4a1b90ab,a6e3aad1cceca2e0f4dfa79ab0fac6320c0afab786f8ccd6c44f2b0d4a1b90ab,1,1920,1080,64.533333,OK,REHASH_EQUAL
1080p30_15,1080p30,tZeqmc_-_sA_s2574,2004,/workspace/g364_scratch/val/tZeqmc_-_sA_s2574.mp4,C:/Users/neelj/g402_receiver/tZeqmc_-_sA_s2574.mp4,75846958,fa1af41f9feec5521f0115083f0ae6150d9679e320030b1b5cd332a5d801f90b,fa1af41f9feec5521f0115083f0ae6150d9679e320030b1b5cd332a5d801f90b,1,C:/Users/neelj/g406_frames/1080p30_15.png,1749051,8a27ee6ac382d1c87c31b15b885d33c22da9e5f1f3f90a6bfcd48e57ac8cf0f6,8a27ee6ac382d1c87c31b15b885d33c22da9e5f1f3f90a6bfcd48e57ac8cf0f6,1,1920,1080,66.8,OK,REHASH_EQUAL
1080p30_16,1080p30,yZ5u2sOpiNU_s3933,2031,/workspace/data/footage_corpus/nba__yZ5u2sOpiNU_s3933.mp4,C:/Users/neelj/g402_receiver/nba__yZ5u2sOpiNU_s3933.mp4,64267541,352e09fc2a2ea29bd9b42ccb32d9c944d26de241880a7d7a9aa37cec0dbb6eed,352e09fc2a2ea29bd9b42ccb32d9c944d26de241880a7d7a9aa37cec0dbb6eed,1,C:/Users/neelj/g406_frames/1080p30_16.png,1735473,6f49af0664fea4c8fd3989f6d49f4ca24f6fd86e3d83151c4013d6503afbe594,6f49af0664fea4c8fd3989f6d49f4ca24f6fd86e3d83151c4013d6503afbe594,1,1920,1080,67.7677,OK,REHASH_EQUAL
1080p30_17,1080p30,yZ5u2sOpiNU_s5214,2104,/workspace/data/footage_corpus/nba__yZ5u2sOpiNU_s5214.mp4,C:/Users/neelj/g402_receiver/nba__yZ5u2sOpiNU_s5214.mp4,62680969,2ed233becd5ae41aa1762008c279fbbd66977741ee00dbe3e00405deb9b42f10,2ed233becd5ae41aa1762008c279fbbd66977741ee00dbe3e00405deb9b42f10,1,C:/Users/neelj/g406_frames/1080p30_17.png,2211859,1941a2538703e3334d9efbfaaa7702bb0aabadb2879b2e5a7317f2fea1e230d8,1941a2538703e3334d9efbfaaa7702bb0aabadb2879b2e5a7317f2fea1e230d8,1,1920,1080,70.203467,OK,REHASH_EQUAL
1080p30_18,1080p30,yZ5u2sOpiNU_s90,2299,/workspace/data/footage_corpus/nba__yZ5u2sOpiNU_s90.mp4,C:/Users/neelj/g402_receiver/nba__yZ5u2sOpiNU_s90.mp4,74361691,1c98e777689a974d4fff1fa6f68f7c57cbfb072f293200e063d0b8173fc1b732,1c98e777689a974d4fff1fa6f68f7c57cbfb072f293200e063d0b8173fc1b732,1,C:/Users/neelj/g406_frames/1080p30_18.png,2026543,bab6efdca92da53b23bcf6e0f4e90d156c0c9f5eaca1d38785e6d7f892d767e3,bab6efdca92da53b23bcf6e0f4e90d156c0c9f5eaca1d38785e6d7f892d767e3,1,1920,1080,76.709967,OK,REHASH_EQUAL
1080p30_19,1080p30,4JS090XPhmM_s2388,2373,/workspace/data/footage_corpus/ncaa_basketball__4JS090XPhmM_s2388.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__4JS090XPhmM_s2388.mp4,66778666,89420d570a4a4c75ada21a1aee4a231ec8ba9b4fdb785ea8843f075691adfde9,89420d570a4a4c75ada21a1aee4a231ec8ba9b4fdb785ea8843f075691adfde9,1,C:/Users/neelj/g406_frames/1080p30_19.png,1465367,48981e6888924faab15108ad004bacc9638f8f2c1c467320ccec6a2b39ee5d88,48981e6888924faab15108ad004bacc9638f8f2c1c467320ccec6a2b39ee5d88,1,1920,1080,79.1791,OK,REHASH_EQUAL
1080p30_20,1080p30,4JS090XPhmM_s3537,2447,/workspace/data/footage_corpus/ncaa_basketball__4JS090XPhmM_s3537.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__4JS090XPhmM_s3537.mp4,63404198,25a78d9554165483c59a08b5a4d42635ac5d30a0fcc4f9ba74b44f599126235d,25a78d9554165483c59a08b5a4d42635ac5d30a0fcc4f9ba74b44f599126235d,1,C:/Users/neelj/g406_frames/1080p30_20.png,2206510,80164b0a40950abead873bc5382047b74997e5c85c67a060c2c340d3f4716da9,80164b0a40950abead873bc5382047b74997e5c85c67a060c2c340d3f4716da9,1,1920,1080,81.648233,OK,REHASH_EQUAL
1080p30_21,1080p30,4JS090XPhmM_s3537,2708,/workspace/data/footage_corpus/ncaa_basketball__4JS090XPhmM_s3537.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__4JS090XPhmM_s3537.mp4,63404198,25a78d9554165483c59a08b5a4d42635ac5d30a0fcc4f9ba74b44f599126235d,25a78d9554165483c59a08b5a4d42635ac5d30a0fcc4f9ba74b44f599126235d,1,C:/Users/neelj/g406_frames/1080p30_21.png,1867003,2da92a1bb9d3cc877176f896f1a4bc22e7d0322fd422ea12a66caba64e1bd81c,2da92a1bb9d3cc877176f896f1a4bc22e7d0322fd422ea12a66caba64e1bd81c,1,1920,1080,90.356933,OK,REHASH_EQUAL
1080p30_22,1080p30,4JS090XPhmM_s4686,2781,/workspace/data/footage_corpus/ncaa_basketball__4JS090XPhmM_s4686.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__4JS090XPhmM_s4686.mp4,64513325,898fb2bcd40278b2707fe72e27bd1e098e857ba450ba0aa2abd569cea73a6006,898fb2bcd40278b2707fe72e27bd1e098e857ba450ba0aa2abd569cea73a6006,1,C:/Users/neelj/g406_frames/1080p30_22.png,1519172,911b2b6a534b46d1c3ac86bf2cb7ba9e4724022e2fde2525573c2d0b88adab3a,911b2b6a534b46d1c3ac86bf2cb7ba9e4724022e2fde2525573c2d0b88adab3a,1,1920,1080,92.7927,OK,REHASH_EQUAL
1080p30_23,1080p30,3eeaJz1PJTM_s1331,2948,/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s1331.mp4,C:/Users/neelj/g402_receiver/wnba__3eeaJz1PJTM_s1331.mp4,71255359,50c101c60ab17142c2952c0ccf5a84eb1f892c12cbdde497ea212612d0ba823e,50c101c60ab17142c2952c0ccf5a84eb1f892c12cbdde497ea212612d0ba823e,1,C:/Users/neelj/g406_frames/1080p30_23.png,1478467,f3aa34b74e226ab7c2c61eb5167ffbbe0b67d1d2c63d7460d051fd68102d0a7f,f3aa34b74e226ab7c2c61eb5167ffbbe0b67d1d2c63d7460d051fd68102d0a7f,1,1920,1080,98.266667,OK,REHASH_EQUAL
1080p30_24,1080p30,3eeaJz1PJTM_s2572,3023,/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s2572.mp4,C:/Users/neelj/g402_receiver/wnba__3eeaJz1PJTM_s2572.mp4,70877597,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,1,C:/Users/neelj/g406_frames/1080p30_24.png,1487917,11ceb2f37bb15854d8a42eb62115bd9f3cc3a865edada3d4beb64621fd0f2e9c,11ceb2f37bb15854d8a42eb62115bd9f3cc3a865edada3d4beb64621fd0f2e9c,1,1920,1080,100.766667,OK,REHASH_EQUAL
1080p30_25,1080p30,3eeaJz1PJTM_s3813,3098,/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s3813.mp4,C:/Users/neelj/g402_receiver/wnba__3eeaJz1PJTM_s3813.mp4,67932625,3a5c08bd887cea3503f9b777920ca1ef3817e931e2093a9a56a099708ff35ea6,3a5c08bd887cea3503f9b777920ca1ef3817e931e2093a9a56a099708ff35ea6,1,C:/Users/neelj/g406_frames/1080p30_25.png,1918343,a57f6c5c895d88ac5d1be4414621bb56b449b59dfc9a0d5589951af621ca7b93,a57f6c5c895d88ac5d1be4414621bb56b449b59dfc9a0d5589951af621ca7b93,1,1920,1080,103.266667,OK,REHASH_EQUAL
1080p30_26,1080p30,3eeaJz1PJTM_s90,3286,/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s90.mp4,C:/Users/neelj/g402_receiver/wnba__3eeaJz1PJTM_s90.mp4,68766082,049a0328fc4000ff937c6ae9f43540110e7f6564555e70287718efb85a34e48f,049a0328fc4000ff937c6ae9f43540110e7f6564555e70287718efb85a34e48f,1,C:/Users/neelj/g406_frames/1080p30_26.png,2147544,1ca064bad731e5bbf721fb70977db3bdd600f9797b2ac93ec15d23fbb011748a,1ca064bad731e5bbf721fb70977db3bdd600f9797b2ac93ec15d23fbb011748a,1,1920,1080,109.533333,OK,REHASH_EQUAL
1080p30_27,1080p30,J8pMOFvFlsU_s1384,3364,/workspace/data/footage_corpus/wnba__J8pMOFvFlsU_s1384.mp4,C:/Users/neelj/g402_receiver/wnba__J8pMOFvFlsU_s1384.mp4,42176869,4c1d058692f70800de83c62d500663c409836f17583b63eee686417819291104,4c1d058692f70800de83c62d500663c409836f17583b63eee686417819291104,1,C:/Users/neelj/g406_frames/1080p30_27.png,970083,b74acb0bce226ac7477b4702167a955b39c40bf97b5fedd763d6d0fc522d7481,b74acb0bce226ac7477b4702167a955b39c40bf97b5fedd763d6d0fc522d7481,1,1920,1080,112.133333,OK,REHASH_EQUAL
1080p30_28,1080p30,J8pMOFvFlsU_s3972,3439,/workspace/data/footage_corpus/wnba__J8pMOFvFlsU_s3972.mp4,C:/Users/neelj/g402_receiver/wnba__J8pMOFvFlsU_s3972.mp4,44234735,3de8f9f051dcc218266201eb853db4a06f52025bdd70cadd3e6532e1d1b422f2,3de8f9f051dcc218266201eb853db4a06f52025bdd70cadd3e6532e1d1b422f2,1,C:/Users/neelj/g406_frames/1080p30_28.png,1209015,1fa90cbc82a477173d644ff2073720ca00501aeeeaab37347ebc163091fcaa0e,1fa90cbc82a477173d644ff2073720ca00501aeeeaab37347ebc163091fcaa0e,1,1920,1080,114.633333,OK,REHASH_EQUAL
1080p30_29,1080p30,J8pMOFvFlsU_s90,3783,/workspace/data/footage_corpus/wnba__J8pMOFvFlsU_s90.mp4,C:/Users/neelj/g402_receiver/wnba__J8pMOFvFlsU_s90.mp4,44642137,59c10e316187abf81295f6d2c8310d6cfc9991b588f007aa59d9e8f2c29b4450,59c10e316187abf81295f6d2c8310d6cfc9991b588f007aa59d9e8f2c29b4450,1,C:/Users/neelj/g406_frames/1080p30_29.png,1174896,7ca30149da85ab90aaf5bf60627fadcb4f7e76ea6c20b6c1328f7a79f40c5e3f,7ca30149da85ab90aaf5bf60627fadcb4f7e76ea6c20b6c1328f7a79f40c5e3f,1,1920,1080,126.1,OK,REHASH_EQUAL
720p60_00,720p60,acb-jHcR5UxPGuE_s1393,232,/workspace/data/footage_corpus/basketball__acb-jHcR5UxPGuE_s1393.mp4,C:/Users/neelj/g402_receiver/basketball__acb-jHcR5UxPGuE_s1393.mp4,56995485,cc7a0d0220ddacd665990cc9d7b480a8642d3bc5b528dcac63e8bd463a0f67dc,cc7a0d0220ddacd665990cc9d7b480a8642d3bc5b528dcac63e8bd463a0f67dc,1,C:/Users/neelj/g406_frames/720p60_00.png,918851,f579a36bae554f7878356795896a7f94ec64f5fae73f3cdd4a804d3752cf682b,f579a36bae554f7878356795896a7f94ec64f5fae73f3cdd4a804d3752cf682b,1,1280,720,3.866667,OK,REHASH_EQUAL
720p60_01,720p60,acb-jHcR5UxPGuE_s90,537,/workspace/data/footage_corpus/basketball__acb-jHcR5UxPGuE_s90.mp4,C:/Users/neelj/g402_receiver/basketball__acb-jHcR5UxPGuE_s90.mp4,55642588,ac6851c4ec10a7af7a9835c7a23e052ade96195ed63eff715915fd7be28e8eed,ac6851c4ec10a7af7a9835c7a23e052ade96195ed63eff715915fd7be28e8eed,1,C:/Users/neelj/g406_frames/720p60_01.png,933803,b4a5ab26c7d721bfe456f2eecd7f4869bbdad6e63ae35a333ad6c8997bd78683,b4a5ab26c7d721bfe456f2eecd7f4869bbdad6e63ae35a333ad6c8997bd78683,1,1280,720,8.95,OK,REHASH_EQUAL
720p60_02,720p60,3gBeJyl7Szg_s2302,751,/workspace/data/footage_corpus/nba__3gBeJyl7Szg_s2302.mp4,C:/Users/neelj/g402_receiver/nba__3gBeJyl7Szg_s2302.mp4,50300132,c5b29bf4785c36f82b93ae763cec6a3eafb62aad11f25cb598fecfb69b11c4c0,c5b29bf4785c36f82b93ae763cec6a3eafb62aad11f25cb598fecfb69b11c4c0,1,C:/Users/neelj/g406_frames/720p60_02.png,816183,4dda7e04d027b134de3b020a35644bde64cd78410703fd0323eec1726d58741f,4dda7e04d027b134de3b020a35644bde64cd78410703fd0323eec1726d58741f,1,1280,720,12.516667,OK,REHASH_EQUAL
720p60_03,720p60,3gBeJyl7Szg_s90,966,/workspace/data/footage_corpus/nba__3gBeJyl7Szg_s90.mp4,C:/Users/neelj/g402_receiver/nba__3gBeJyl7Szg_s90.mp4,53285520,72e32ee1bee191d1175bd2fe2615adcba2ff37276822f17aa28c8a9e80c53fbb,72e32ee1bee191d1175bd2fe2615adcba2ff37276822f17aa28c8a9e80c53fbb,1,C:/Users/neelj/g406_frames/720p60_03.png,1115464,cfb705e4b2345a2f85176a3e521e761028803491c829dbba76c275333d9f9d12,cfb705e4b2345a2f85176a3e521e761028803491c829dbba76c275333d9f9d12,1,1280,720,16.1,OK,REHASH_EQUAL
720p60_04,720p60,Kh7Fj4ogPN4_s3606,1173,/workspace/data/footage_corpus/nba__Kh7Fj4ogPN4_s3606.mp4,C:/Users/neelj/g402_receiver/nba__Kh7Fj4ogPN4_s3606.mp4,54541208,04ea3cc7355238a1635dae07c262371876d546c912a51ddce47dbda2602819eb,04ea3cc7355238a1635dae07c262371876d546c912a51ddce47dbda2602819eb,1,C:/Users/neelj/g406_frames/720p60_04.png,842973,fd0f259b45d3d24da1a4b056764f6dabaf3c67f4a5b7b1bc48f45db68bd48a63,fd0f259b45d3d24da1a4b056764f6dabaf3c67f4a5b7b1bc48f45db68bd48a63,1,1280,720,19.569556,OK,REHASH_EQUAL
720p60_05,720p60,Kh7Fj4ogPN4_s3606,1755,/workspace/data/footage_corpus/nba__Kh7Fj4ogPN4_s3606.mp4,C:/Users/neelj/g402_receiver/nba__Kh7Fj4ogPN4_s3606.mp4,54541208,04ea3cc7355238a1635dae07c262371876d546c912a51ddce47dbda2602819eb,04ea3cc7355238a1635dae07c262371876d546c912a51ddce47dbda2602819eb,1,C:/Users/neelj/g406_frames/720p60_05.png,1022443,5aa7147dad502b03a92890bfea66fa971dfa312efd4bfd9db56a3bca04937fed,5aa7147dad502b03a92890bfea66fa971dfa312efd4bfd9db56a3bca04937fed,1,1280,720,29.279256,OK,REHASH_EQUAL
720p60_06,720p60,Kh7Fj4ogPN4_s5950,1968,/workspace/data/footage_corpus/nba__Kh7Fj4ogPN4_s5950.mp4,C:/Users/neelj/g402_receiver/nba__Kh7Fj4ogPN4_s5950.mp4,54056259,83fa214abc8f82813c17d35794bac5902578b0d74e12d943acde1b41e5675c23,83fa214abc8f82813c17d35794bac5902578b0d74e12d943acde1b41e5675c23,1,C:/Users/neelj/g406_frames/720p60_06.png,1040796,6491c9f9c0acf1ea41dcdf7a36be36f0e6cc710fa8652666f39709dd5f7a6d14,6491c9f9c0acf1ea41dcdf7a36be36f0e6cc710fa8652666f39709dd5f7a6d14,1,1280,720,32.8328,OK,REHASH_EQUAL
720p60_07,720p60,Ktu6yFS9iMo_s2532,2183,/workspace/data/footage_corpus/nba__Ktu6yFS9iMo_s2532.mp4,C:/Users/neelj/g402_receiver/nba__Ktu6yFS9iMo_s2532.mp4,46239769,b8a9ec95176c333ef6aa473c35b43a072f2c648efbb6d1a973c314b5c04a0e9c,b8a9ec95176c333ef6aa473c35b43a072f2c648efbb6d1a973c314b5c04a0e9c,1,C:/Users/neelj/g406_frames/720p60_07.png,1083482,c7bdaf64957fcdb94fca0d7be8ccf231a896fc03a61345721aaf3c429b6aa58a,c7bdaf64957fcdb94fca0d7be8ccf231a896fc03a61345721aaf3c429b6aa58a,1,1280,720,36.419711,OK,REHASH_EQUAL
720p60_08,720p60,Ktu6yFS9iMo_s6195,2397,/workspace/data/footage_corpus/nba__Ktu6yFS9iMo_s6195.mp4,C:/Users/neelj/g402_receiver/nba__Ktu6yFS9iMo_s6195.mp4,45328752,dce9d31c4a8eec01d6c25d9121ef8ef5df2928241cad4634eedb5a1855d9c95a,dce9d31c4a8eec01d6c25d9121ef8ef5df2928241cad4634eedb5a1855d9c95a,1,C:/Users/neelj/g406_frames/720p60_08.png,496571,2779b640a484c46eee5b6eb0f6af08d2656869e3eec708df3753e2165050fb82,2779b640a484c46eee5b6eb0f6af08d2656869e3eec708df3753e2165050fb82,1,1280,720,39.989944,OK,REHASH_EQUAL
