unit,box_id,card_id,section_id,frame,position_source,source_branch,route,crop_width,crop_height,stored_xyxy,native_padded_xyxy,native_detector_xyxy,clipped,within_padded_crop_bound,legacy_identical,box_frame,box_crop_origin_y_px,box_padding_px,box_receipt_status,box_receipt_reason
real_row,1080p30_03_r00,1080p30_03,UCVSlzgun0o_s2298,735,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1920,1020,149.0 259.0 257.0 477.0,149.0 319.0 257.0 537.0,164.0 334.0 242.0 522.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_03_r01,1080p30_03,UCVSlzgun0o_s2298,735,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1920,1020,1197.0 729.0 1311.0 863.0,1197.0 789.0 1311.0 923.0,1212.0 804.0 1296.0 908.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_03_r02,1080p30_03,UCVSlzgun0o_s2298,735,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1920,1020,759.43353 308.41528 876.71564 554.8299,759.43353 368.41528 876.71564 614.8299,774.43353 383.41528 861.71564 599.8299,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_04_r00,1080p30_04,UCVSlzgun0o_s90,820,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,580.0 196.0 671.0 390.0,580.0 256.0 671.0 450.0,595.0 271.0 656.0 435.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_04_r01,1080p30_04,UCVSlzgun0o_s90,820,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,588.0 197.0 681.0 385.0,588.0 257.0 681.0 445.0,603.0 272.0 666.0 430.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_04_r02,1080p30_04,UCVSlzgun0o_s90,820,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,601.0 252.0 707.0 381.0,601.0 312.0 707.0 441.0,616.0 327.0 692.0 426.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_05_r00,1080p30_05,UzaYBYy3GZg_s90,908,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,1527.0 727.0 1665.0 909.0,1527.0 787.0 1665.0 969.0,1542.0 802.0 1650.0 954.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_05_r01,1080p30_05,UzaYBYy3GZg_s90,908,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1920,1020,1152.0 307.0 1272.0 538.0,1152.0 367.0 1272.0 598.0,1167.0 382.0 1257.0 583.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_05_r02,1080p30_05,UzaYBYy3GZg_s90,908,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1920,1020,1383.0 276.0 1491.0 519.0,1383.0 336.0 1491.0 579.0,1398.0 351.0 1476.0 564.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_05_r03,1080p30_05,UzaYBYy3GZg_s90,908,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,750.0 142.0 837.0 331.0,750.0 202.0 837.0 391.0,765.0 217.0 822.0 376.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_06_r00,1080p30_06,Vm0FqeGo-8g_s1317,960,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,906.0 551.0 1081.0 838.0,906.0 611.0 1081.0 898.0,921.0 626.0 1066.0 883.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_06_r01,1080p30_06,Vm0FqeGo-8g_s1317,960,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1920,1020,1366.0 439.0 1476.0 711.0,1366.0 499.0 1476.0 771.0,1381.0 514.0 1461.0 756.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_06_r02,1080p30_06,Vm0FqeGo-8g_s1317,960,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1920,1020,528.0 609.0 654.0 874.0,528.0 669.0 654.0 934.0,543.0 684.0 639.0 919.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,1080p30_06_r03,1080p30_06,Vm0FqeGo-8g_s1317,960,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1920,1020,1494.0 186.0 1605.0 384.0,1494.0 246.0 1605.0 444.0,1509.0 261.0 1590.0 429.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,1080p30_06_r04,1080p30_06,Vm0FqeGo-8g_s1317,960,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1920,1020,939.0 210.0 1077.0 413.0,939.0 270.0 1077.0 473.0,954.0 285.0 1062.0 458.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_06_r05,1080p30_06,Vm0FqeGo-8g_s1317,960,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,prediction,1920,1020,500.0832 342.5832 621.5085 584.31335,500.0832 402.5832 621.5085 644.31335,515.0832 417.5832 606.5085 629.31335,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_07_r00,1080p30_07,Vm0FqeGo-8g_s90,1067,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,714.0 335.0 859.0 566.0,714.0 395.0 859.0 626.0,729.0 410.0 844.0 611.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_07_r01,1080p30_07,Vm0FqeGo-8g_s90,1067,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1920,1020,1407.0 255.0 1561.0 464.0,1407.0 315.0 1561.0 524.0,1422.0 330.0 1546.0 509.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,1080p30_07_r02,1080p30_07,Vm0FqeGo-8g_s90,1067,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1920,1020,1309.0 664.0 1423.0 903.0,1309.0 724.0 1423.0 963.0,1324.0 739.0 1408.0 948.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,1080p30_07_r03,1080p30_07,Vm0FqeGo-8g_s90,1067,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,prediction,1920,1020,1187.5714 168.22739 1274.5714 347.14407,1187.5714 228.22739 1274.5714 407.14407,1202.5714 243.22739 1259.5714 392.14407,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_07_r04,1080p30_07,Vm0FqeGo-8g_s90,1067,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,1674.5056 325.33295 1775.7146 539.32263,1674.5056 385.33295 1775.7146 599.32263,1689.5056 400.33295 1760.7146 584.32263,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_07_r05,1080p30_07,Vm0FqeGo-8g_s90,1067,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1920,1020,193.0 552.0 313.0 806.0,193.0 612.0 313.0 866.0,208.0 627.0 298.0 851.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_08_r00,1080p30_08,X5w3V6rh26s_s90,1145,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,468.0 598.0 599.0 907.0,468.0 658.0 599.0 967.0,483.0 673.0 584.0 952.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_10_r00,1080p30_10,Y1cgaIWW8gk_s2784,1337,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1920,1020,1198.0 341.0 1873.0 1027.0,1198.0 401.0 1873.0 1080,1213.0 416.0 1858.0 1072.0,1,1,1,topcut60_pad15,60,15,BOUND,
real_row,1080p30_10_r01,1080p30_10,Y1cgaIWW8gk_s2784,1337,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,prediction,1920,1020,729.0 249.0 885.0 609.0,729.0 309.0 885.0 669.0,744.0 324.0 870.0 654.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_11_r00,1080p30_11,Y1cgaIWW8gk_s2784,1595,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,1042.0 330.0 1285.0 750.0,1042.0 390.0 1285.0 810.0,1057.0 405.0 1270.0 795.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_11_r01,1080p30_11,Y1cgaIWW8gk_s2784,1595,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,888.0 379.0 972.0 586.0,888.0 439.0 972.0 646.0,903.0 454.0 957.0 631.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_11_r02,1080p30_11,Y1cgaIWW8gk_s2784,1595,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,678.0 299.0 923.0 765.0,678.0 359.0 923.0 825.0,693.0 374.0 908.0 810.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_11_r03,1080p30_11,Y1cgaIWW8gk_s2784,1595,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,314.7 552.48096 737.7 780.1476,314.7 612.48096 737.7 840.1476,329.7 627.48096 722.7 825.1476,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_11_r04,1080p30_11,Y1cgaIWW8gk_s2784,1595,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,1359.4058 563.9529 1471.9751 818.72974,1359.4058 623.9529 1471.9751 878.72974,1374.4058 638.9529 1456.9751 863.72974,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_12_r00,1080p30_12,tFnl0NVn6FA_s2774,1586,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1920,1020,1284.0 489.0 1410.0 742.0,1284.0 549.0 1410.0 802.0,1299.0 564.0 1395.0 787.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,1080p30_12_r01,1080p30_12,tFnl0NVn6FA_s2774,1586,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,882.0 352.0 984.0 523.0,882.0 412.0 984.0 583.0,897.0 427.0 969.0 568.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_12_r02,1080p30_12,tFnl0NVn6FA_s2774,1586,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1920,1020,862.0 449.0 1018.0 716.0,862.0 509.0 1018.0 776.0,877.0 524.0 1003.0 761.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_12_r03,1080p30_12,tFnl0NVn6FA_s2774,1586,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1920,1020,1677.0 574.0 1863.0 879.0,1677.0 634.0 1863.0 939.0,1692.0 649.0 1848.0 924.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,1080p30_12_r04,1080p30_12,tFnl0NVn6FA_s2774,1586,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,prediction,1920,1020,1417.3569 299.39536 1538.9221 520.3954,1417.3569 359.39536 1538.9221 580.3954,1432.3569 374.39536 1523.9221 565.3954,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_12_r05,1080p30_12,tFnl0NVn6FA_s2774,1586,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,prediction,1920,1020,1316.0 379.0 1421.0 523.0,1316.0 439.0 1421.0 583.0,1331.0 454.0 1406.0 568.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_13_r00,1080p30_13,tFnl0NVn6FA_s2774,1844,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,1608.0 537.0 1740.0 880.0,1608.0 597.0 1740.0 940.0,1623.0 612.0 1725.0 925.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_13_r01,1080p30_13,tFnl0NVn6FA_s2774,1844,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1920,1020,1740.0 211.0 1854.0 427.0,1740.0 271.0 1854.0 487.0,1755.0 286.0 1839.0 472.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_13_r02,1080p30_13,tFnl0NVn6FA_s2774,1844,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1920,1020,619.0 367.0 748.0 703.0,619.0 427.0 748.0 763.0,634.0 442.0 733.0 748.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,1080p30_13_r03,1080p30_13,tFnl0NVn6FA_s2774,1844,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,prediction,1920,1020,1471.1915 198.04605 1579.4987 474.2604,1471.1915 258.04605000000004 1579.4987 534.2604,1486.1915 273.04605000000004 1564.4987 519.2604,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_14_r00,1080p30_14,tFnl0NVn6FA_s90,1936,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,-15.0 158.0 487.0 1021.0,0 218.0 487.0 1080,0 233.0 472.0 1066.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_14_r01,1080p30_14,tFnl0NVn6FA_s90,1936,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,548.0 162.0 978.0 1027.0,548.0 222.0 978.0 1080,563.0 237.0 963.0 1072.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_14_r02,1080p30_14,tFnl0NVn6FA_s90,1936,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1920,1020,1108.0 582.0 1210.0 751.0,1108.0 642.0 1210.0 811.0,1123.0 657.0 1195.0 796.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_14_r03,1080p30_14,tFnl0NVn6FA_s90,1936,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1920,1020,502.0 543.0 591.0 726.0,502.0 603.0 591.0 786.0,517.0 618.0 576.0 771.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_15_r00,1080p30_15,tZeqmc_-_sA_s2574,2004,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,852.0 159.0 948.0 323.0,852.0 219.0 948.0 383.0,867.0 234.0 933.0 368.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_15_r01,1080p30_15,tZeqmc_-_sA_s2574,2004,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,890.3843 433.27515 1050.5521 733.4955,890.3843 493.27515 1050.5521 793.4955,905.3843 508.27515 1035.5521 778.4955,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_15_r02,1080p30_15,tZeqmc_-_sA_s2574,2004,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1920,1020,915.0 420.0 1017.0 721.0,915.0 480.0 1017.0 781.0,930.0 495.0 1002.0 766.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_15_r03,1080p30_15,tZeqmc_-_sA_s2574,2004,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,900.86255 420.29724 1045.1267 706.24194,900.86255 480.29724 1045.1267 766.24194,915.86255 495.29724 1030.1267 751.24194,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_15_r04,1080p30_15,tZeqmc_-_sA_s2574,2004,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1920,1020,1290.0 101.0 1407.0 329.0,1290.0 161.0 1407.0 389.0,1305.0 176.0 1392.0 374.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_16_r00,1080p30_16,yZ5u2sOpiNU_s3933,2031,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,234.0 -15.0 764.0 353.0,234.0 60 764.0 413.0,249.0 60 749.0 398.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_17_r00,1080p30_17,yZ5u2sOpiNU_s5214,2104,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1920,1020,411.0 272.0 516.0 549.0,411.0 332.0 516.0 609.0,426.0 347.0 501.0 594.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,1080p30_17_r01,1080p30_17,yZ5u2sOpiNU_s5214,2104,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1920,1020,202.0 426.0 369.0 738.0,202.0 486.0 369.0 798.0,217.0 501.0 354.0 783.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,1080p30_17_r02,1080p30_17,yZ5u2sOpiNU_s5214,2104,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1920,1020,1041.0 460.0 1176.0 813.0,1041.0 520.0 1176.0 873.0,1056.0 535.0 1161.0 858.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_17_r03,1080p30_17,yZ5u2sOpiNU_s5214,2104,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1920,1020,128.0 146.0 230.0 371.0,128.0 206.0 230.0 431.0,143.0 221.0 215.0 416.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_18_r00,1080p30_18,yZ5u2sOpiNU_s90,2299,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1920,1020,192.0 122.0 294.0 393.0,192.0 182.0 294.0 453.0,207.0 197.0 279.0 438.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_18_r01,1080p30_18,yZ5u2sOpiNU_s90,2299,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1920,1020,747.0 916.0 852.0 1035.0,747.0 976.0 852.0 1080,762.0 991.0 837.0 1080,1,1,1,topcut60_pad15,60,15,BOUND,
real_row,1080p30_18_r02,1080p30_18,yZ5u2sOpiNU_s90,2299,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1920,1020,239.0 176.0 423.0 469.0,239.0 236.0 423.0 529.0,254.0 251.0 408.0 514.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,1080p30_18_r03,1080p30_18,yZ5u2sOpiNU_s90,2299,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,retained_point,1920,1020,855.0 108.0 1027.0 394.0,855.0 168.0 1027.0 454.0,870.0 183.0 1012.0 439.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_18_r04,1080p30_18,yZ5u2sOpiNU_s90,2299,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,retained_point,1920,1020,384.0 120.0 507.0 366.0,384.0 180.0 507.0 426.0,399.0 195.0 492.0 411.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_18_r05,1080p30_18,yZ5u2sOpiNU_s90,2299,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,retained_point,1920,1020,1224.0 354.0 1389.0 650.0,1224.0 414.0 1389.0 710.0,1239.0 429.0 1374.0 695.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_18_r06,1080p30_18,yZ5u2sOpiNU_s90,2299,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,1809.0 451.0 1935.0 685.0,1809.0 511.0 1920 745.0,1824.0 526.0 1920 730.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_19_r00,1080p30_19,4JS090XPhmM_s2388,2373,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,187.0 584.0 343.0 712.0,187.0 644.0 343.0 772.0,202.0 659.0 328.0 757.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_19_r01,1080p30_19,4JS090XPhmM_s2388,2373,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,176.40585 555.86414 268.22067 783.3456,176.40585 615.86414 268.22067 843.3456,191.40585 630.86414 253.22066999999998 828.3456,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_19_r02,1080p30_19,4JS090XPhmM_s2388,2373,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1920,1020,-15.0 611.0 66.0 875.0,0 671.0 66.0 935.0,0 686.0 51.0 920.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_20_r00,1080p30_20,4JS090XPhmM_s3537,2447,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1920,1020,876.0 393.0 1005.0 684.0,876.0 453.0 1005.0 744.0,891.0 468.0 990.0 729.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_20_r01,1080p30_20,4JS090XPhmM_s3537,2447,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1920,1020,871.1482 383.76294 1048.1301 708.6188,871.1482 443.76294 1048.1301 768.6188,886.1482 458.76294 1033.1301 753.6188,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_21_r00,1080p30_21,4JS090XPhmM_s3537,2708,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,1863.0 44.0 1935.0 375.0,1863.0 104.0 1920 435.0,1878.0 119.0 1920 420.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_21_r01,1080p30_21,4JS090XPhmM_s3537,2708,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,1484.0 300.0 1617.0 652.0,1484.0 360.0 1617.0 712.0,1499.0 375.0 1602.0 697.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
