unit,box_id,card_id,section_id,frame,position_source,source_branch,route,crop_width,crop_height,stored_xyxy,native_padded_xyxy,native_detector_xyxy,clipped,within_padded_crop_bound,legacy_identical,box_frame,box_crop_origin_y_px,box_padding_px,box_receipt_status,box_receipt_reason
real_row,720p60_16_r01,720p60_16,FyMWTVsJvv8_s4332,4515,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,491.0 20.0 783.0 519.0,491.0 80.0 783.0 579.0,506.0 95.0 768.0 564.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_16_r02,720p60_16,FyMWTVsJvv8_s4332,4515,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,383.0 181.0 473.0 318.0,383.0 241.0 473.0 378.0,398.0 256.0 458.0 363.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_16_r03,720p60_16,FyMWTVsJvv8_s4332,4515,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,172.32056 125.09308 494.8423 584.0931,172.32056 185.09308 494.8423 644.0931,187.32056 200.09308 479.8423 629.0931,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_16_r04,720p60_16,FyMWTVsJvv8_s4332,4515,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,154.0 63.0 267.0 298.0,154.0 123.0 267.0 358.0,169.0 138.0 252.0 343.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_16_r05,720p60_16,FyMWTVsJvv8_s4332,4515,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,816.62915 -29.879608 1340.3884 573.4092,816.62915 60 1280 633.4092,831.62915 60 1280 618.4092,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_16_r06,720p60_16,FyMWTVsJvv8_s4332,4515,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,493.8307 112.643364 599.3395 349.3182,493.8307 172.64336400000002 599.3395 409.3182,508.8307 187.64336400000002 584.3395 394.3182,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_16_r07,720p60_16,FyMWTVsJvv8_s4332,4515,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,581.0 158.0 712.0 317.0,581.0 218.0 712.0 377.0,596.0 233.0 697.0 362.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_16_r08,720p60_16,FyMWTVsJvv8_s4332,4515,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,381.0 59.0 480.0 213.0,381.0 119.0 480.0 273.0,396.0 134.0 465.0 258.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_17_r00,720p60_17,Ge4uewCFUFQ_s2382,4729,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,97.0 323.0 189.0 457.0,97.0 383.0 189.0 517.0,112.0 398.0 174.0 502.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_17_r01,720p60_17,Ge4uewCFUFQ_s2382,4729,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,-4.55101 319.54303 78.041275 459.55994,0 379.54303 78.041275 519.55994,10.44899 394.54303 63.041275 504.55994,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_17_r02,720p60_17,Ge4uewCFUFQ_s2382,4729,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,prediction,1280,660,539.4708 277.8948 643.7969 455.31937,539.4708 337.8948 643.7969 515.3193699999999,554.4708 352.8948 628.7969 500.31937,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_18_r00,720p60_18,Ge4uewCFUFQ_s4674,4944,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,689.0 250.0 809.0 503.0,689.0 310.0 809.0 563.0,704.0 325.0 794.0 548.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_18_r01,720p60_18,Ge4uewCFUFQ_s4674,4944,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1280,660,1184.0 402.0 1294.0 643.0,1184.0 462.0 1280 703.0,1199.0 477.0 1279.0 688.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_20_r00,720p60_20,KZK9rv9TnGE_s1474,5365,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1280,660,481.0 152.0 598.0 383.0,481.0 212.0 598.0 443.0,496.0 227.0 583.0 428.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,720p60_20_r01,720p60_20,KZK9rv9TnGE_s1474,5365,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1280,660,748.0 226.0 850.0 414.0,748.0 286.0 850.0 474.0,763.0 301.0 835.0 459.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_20_r02,720p60_20,KZK9rv9TnGE_s1474,5365,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1280,660,570.0 280.0 699.0 519.0,570.0 340.0 699.0 579.0,585.0 355.0 684.0 564.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,720p60_20_r03,720p60_20,KZK9rv9TnGE_s1474,5365,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1280,660,258.0 169.0 409.0 337.0,258.0 229.0 409.0 397.0,273.0 244.0 394.0 382.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,720p60_20_r04,720p60_20,KZK9rv9TnGE_s1474,5365,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1280,660,337.0 132.0 416.0 303.0,337.0 192.0 416.0 363.0,352.0 207.0 401.0 348.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,720p60_20_r05,720p60_20,KZK9rv9TnGE_s1474,5365,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,prediction,1280,660,167.261 26.039604 251.6314 177.7858,167.261 86.039604 251.6314 237.7858,182.261 101.039604 236.6314 222.7858,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_21_r00,720p60_21,KZK9rv9TnGE_s4242,5579,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1280,660,574.0 269.0 692.0 520.0,574.0 329.0 692.0 580.0,589.0 344.0 677.0 565.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_21_r01,720p60_21,KZK9rv9TnGE_s4242,5579,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1280,660,669.0 219.0 791.0 419.0,669.0 279.0 791.0 479.0,684.0 294.0 776.0 464.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_22_r00,720p60_22,KZK9rv9TnGE_s90,5793,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,996.4097 595.15704 1090.7378 698.3193,996.4097 655.15704 1090.7378 720,1011.4097 670.15704 1075.7378 720,1,0,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_22_r01,720p60_22,KZK9rv9TnGE_s90,5793,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,1148.6562 402.81845 1354.0618 721.97156,1148.6562 462.81845 1280 720,1163.6562 477.81845 1280 720,1,0,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_23_r00,720p60_23,dAy3tnlu3EQ_s4326,6008,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,0.0 216.0 80.0 406.0,0 276.0 80.0 466.0,15.0 291.0 65.0 451.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_23_r01,720p60_23,dAy3tnlu3EQ_s4326,6008,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1280,660,200.0 289.0 325.0 465.0,200.0 349.0 325.0 525.0,215.0 364.0 310.0 510.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,720p60_23_r02,720p60_23,dAy3tnlu3EQ_s4326,6008,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,187.0 136.0 273.0 301.0,187.0 196.0 273.0 361.0,202.0 211.0 258.0 346.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_23_r03,720p60_23,dAy3tnlu3EQ_s4326,6008,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,556.0 204.0 652.0 386.0,556.0 264.0 652.0 446.0,571.0 279.0 637.0 431.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_23_r04,720p60_23,dAy3tnlu3EQ_s4326,6008,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,prediction,1280,660,525.844 109.422874 594.2799 285.9077,525.844 169.42287399999998 594.2799 345.9077,540.844 184.42287399999998 579.2799 330.9077,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_23_r05,720p60_23,dAy3tnlu3EQ_s4326,6008,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,prediction,1280,660,691.0 211.0 759.0 373.0,691.0 271.0 759.0 433.0,706.0 286.0 744.0 418.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_23_r06,720p60_23,dAy3tnlu3EQ_s4326,6008,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1280,660,-0.8247566 34.335243 80.41524 199.25525,0 94.33524299999999 80.41524 259.25525,14.1752434 109.33524299999999 65.41524 244.25525,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_24_r00,720p60_24,qTXrSRHHR2M_s2262,6313,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1280,660,306.0 267.0 394.0 470.0,306.0 327.0 394.0 530.0,321.0 342.0 379.0 515.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,720p60_24_r01,720p60_24,qTXrSRHHR2M_s2262,6313,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1280,660,771.0 330.0 862.0 506.0,771.0 390.0 862.0 566.0,786.0 405.0 847.0 551.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,720p60_24_r02,720p60_24,qTXrSRHHR2M_s2262,6313,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1280,660,301.0 162.0 373.0 302.0,301.0 222.0 373.0 362.0,316.0 237.0 358.0 347.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_24_r03,720p60_24,qTXrSRHHR2M_s2262,6313,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1280,660,617.2798 119.089294 692.1964 245.3393,617.2798 179.089294 692.1964 305.3393,632.2798 194.089294 677.1964 290.3393,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_24_r04,720p60_24,qTXrSRHHR2M_s2262,6313,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,432.0728 433.90967 521.0506 547.2985,432.0728 493.90967 521.0506 607.2985,447.0728 508.90967 506.05060000000003 592.2985,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_25_r00,720p60_25,s-0Y7aLxXgM_s1275,6338,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,prediction,1280,660,765.06696 188.35306 838.7895 355.80356,765.06696 248.35306 838.7895 415.80356,780.06696 263.35306 823.7895 400.80356,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_25_r01,720p60_25,s-0Y7aLxXgM_s1275,6338,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,prediction,1280,660,301.9904 -89.83229 412.78476 46.169052,301.9904 60 412.78476 106.169052,316.9904 60 397.78476 91.169052,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_26_r00,720p60_26,s-0Y7aLxXgM_s4830,6547,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1280,660,810.0 45.0 926.0 243.0,810.0 105.0 926.0 303.0,825.0 120.0 911.0 288.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,720p60_26_r01,720p60_26,s-0Y7aLxXgM_s4830,6547,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,34.0 310.0 127.0 471.0,34.0 370.0 127.0 531.0,49.0 385.0 112.0 516.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_26_r02,720p60_26,s-0Y7aLxXgM_s4830,6547,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1280,660,973.0 143.0 1077.0 335.0,973.0 203.0 1077.0 395.0,988.0 218.0 1062.0 380.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_26_r03,720p60_26,s-0Y7aLxXgM_s4830,6547,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1280,660,263.0 122.0 367.0 266.0,263.0 182.0 367.0 326.0,278.0 197.0 352.0 311.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,720p60_26_r04,720p60_26,s-0Y7aLxXgM_s4830,6547,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,prediction,1280,660,911.28253 130.97824 1004.0573 331.18546,911.28253 190.97824 1004.0573 391.18546,926.28253 205.97824 989.0573 376.18546,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_28_r00,720p60_28,xv0WyG7_99c_s4530,6975,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1280,660,878.0 234.0 962.0 402.0,878.0 294.0 962.0 462.0,893.0 309.0 947.0 447.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,720p60_28_r01,720p60_28,xv0WyG7_99c_s4530,6975,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1280,660,843.0 233.0 937.0 404.0,843.0 293.0 937.0 464.0,858.0 308.0 922.0 449.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_28_r02,720p60_28,xv0WyG7_99c_s4530,6975,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1280,660,582.0 296.0 693.0 491.0,582.0 356.0 693.0 551.0,597.0 371.0 678.0 536.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_28_r03,720p60_28,xv0WyG7_99c_s4530,6975,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1280,660,504.0 301.0 625.0 525.0,504.0 361.0 625.0 585.0,519.0 376.0 610.0 570.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_29_r00,720p60_29,xv0WyG7_99c_s4530,7557,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,371.0 75.0 692.0 668.0,371.0 135.0 692.0 720,386.0 150.0 677.0 713.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_29_r01,720p60_29,xv0WyG7_99c_s4530,7557,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,126.0 209.0 440.0 668.0,126.0 269.0 440.0 720,141.0 284.0 425.0 713.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_29_r02,720p60_29,xv0WyG7_99c_s4530,7557,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,640.0 131.0 1044.0 669.0,640.0 191.0 1044.0 720,655.0 206.0 1029.0 714.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_29_r03,720p60_29,xv0WyG7_99c_s4530,7557,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,680.0 148.0 920.0 671.0,680.0 208.0 920.0 720,695.0 223.0 905.0 716.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
