source_frame,signed_distance_frames,acquired_g222_unchanged,matches,inliers,inlier_ratio,rms_reprojection_px,render_path
52000,32401,True,350,310,0.8857142857142857,0.5011486411094666,acquired_renders/frame_052000.jpg
54000,34401,True,287,258,0.8989547038327527,0.49884751439094543,acquired_renders/frame_054000.jpg
56000,36401,True,739,671,0.9079837618403248,0.5196743607521057,acquired_renders/frame_056000.jpg
58000,38401,True,612,574,0.9379084967320261,0.5186300277709961,acquired_renders/frame_058000.jpg
60000,40401,True,383,334,0.8720626631853786,0.4351188838481903,acquired_renders/frame_060000.jpg
62000,42401,True,264,209,0.7916666666666666,0.35243165493011475,acquired_renders/frame_062000.jpg
64000,44401,True,539,507,0.9406307977736549,0.5482159852981567,acquired_renders/frame_064000.jpg
66000,46401,True,312,265,0.8493589743589743,0.4804439842700958,acquired_renders/frame_066000.jpg
68000,48401,True,315,260,0.8253968253968254,0.34088635444641113,acquired_renders/frame_068000.jpg
70000,50401,True,87,50,0.5747126436781609,1.4003139734268188,acquired_renders/frame_070000.jpg
72000,52401,True,221,187,0.8461538461538461,0.7588157057762146,acquired_renders/frame_072000.jpg
74000,54401,True,482,395,0.8195020746887967,0.5350982546806335,acquired_renders/frame_074000.jpg
76000,56401,True,539,499,0.9257884972170687,0.43470069766044617,acquired_renders/frame_076000.jpg
78000,58401,True,181,131,0.7237569060773481,0.3309136629104614,acquired_renders/frame_078000.jpg
80000,60401,True,375,284,0.7573333333333333,0.5925236344337463,acquired_renders/frame_080000.jpg
82000,62401,True,244,182,0.7459016393442623,0.45829328894615173,acquired_renders/frame_082000.jpg
84000,64401,True,357,311,0.8711484593837535,0.4947943389415741,acquired_renders/frame_084000.jpg
86000,66401,True,352,312,0.8863636363636364,0.39085179567337036,acquired_renders/frame_086000.jpg
88000,68401,True,149,118,0.7919463087248322,0.39296433329582214,acquired_renders/frame_088000.jpg
90000,70401,True,557,496,0.8904847396768402,0.4996319115161896,acquired_renders/frame_090000.jpg
92000,72401,True,453,409,0.9028697571743929,0.6945767402648926,acquired_renders/frame_092000.jpg
94000,74401,True,181,113,0.6243093922651933,0.3926239311695099,acquired_renders/frame_094000.jpg
96000,76401,True,308,248,0.8051948051948052,0.3392985463142395,acquired_renders/frame_096000.jpg
98000,78401,True,367,331,0.9019073569482289,0.5517556071281433,acquired_renders/frame_098000.jpg
100000,80401,True,260,221,0.85,0.6343245506286621,acquired_renders/frame_100000.jpg
102000,82401,True,548,497,0.906934306569343,0.3887919783592224,acquired_renders/frame_102000.jpg
104000,84401,True,656,624,0.9512195121951219,0.39375853538513184,acquired_renders/frame_104000.jpg
106000,86401,True,322,282,0.8757763975155279,0.4088447391986847,acquired_renders/frame_106000.jpg
108000,88401,True,140,92,0.6571428571428571,0.423849880695343,acquired_renders/frame_108000.jpg
110000,90401,True,330,298,0.9030303030303031,0.40265509486198425,acquired_renders/frame_110000.jpg
112000,92401,True,391,357,0.9130434782608695,0.4482799470424652,acquired_renders/frame_112000.jpg
114000,94401,True,130,100,0.7692307692307693,0.27889084815979004,acquired_renders/frame_114000.jpg
116000,96401,True,533,501,0.9399624765478424,0.5757217407226562,acquired_renders/frame_116000.jpg
118000,98401,True,405,333,0.8222222222222222,0.5655037760734558,acquired_renders/frame_118000.jpg
120000,100401,True,273,243,0.8901098901098901,0.38197165727615356,acquired_renders/frame_120000.jpg
122000,102401,True,292,225,0.7705479452054794,0.4929548501968384,acquired_renders/frame_122000.jpg
124000,104401,True,124,88,0.7096774193548387,1.2470663785934448,acquired_renders/frame_124000.jpg
126000,106401,True,137,114,0.8321167883211679,0.46627047657966614,acquired_renders/frame_126000.jpg
128000,108401,True,237,199,0.8396624472573839,0.6092791557312012,acquired_renders/frame_128000.jpg
130000,110401,True,224,175,0.78125,0.6967836022377014,acquired_renders/frame_130000.jpg
132000,112401,True,115,86,0.7478260869565218,0.4384867548942566,acquired_renders/frame_132000.jpg
134000,114401,True,261,222,0.8505747126436781,0.6661705374717712,acquired_renders/frame_134000.jpg
136000,116401,True,127,98,0.7716535433070866,0.4383756220340729,acquired_renders/frame_136000.jpg
138000,118401,True,119,86,0.7226890756302521,0.5314493179321289,acquired_renders/frame_138000.jpg
140000,120401,True,114,89,0.7807017543859649,0.4280489683151245,acquired_renders/frame_140000.jpg
142000,122401,True,441,416,0.9433106575963719,0.5132791996002197,acquired_renders/frame_142000.jpg
144000,124401,True,652,620,0.950920245398773,0.5185481905937195,acquired_renders/frame_144000.jpg
146000,126401,True,308,234,0.7597402597402597,0.42196112871170044,acquired_renders/frame_146000.jpg
148000,128401,True,115,65,0.5652173913043478,0.32621529698371887,acquired_renders/frame_148000.jpg
150000,130401,True,289,246,0.8512110726643599,0.4317792057991028,acquired_renders/frame_150000.jpg
152000,132401,True,232,193,0.8318965517241379,0.5049585103988647,acquired_renders/frame_152000.jpg
154000,134401,True,277,246,0.8880866425992779,0.39906543493270874,acquired_renders/frame_154000.jpg
156000,136401,True,249,206,0.8273092369477911,0.32673704624176025,acquired_renders/frame_156000.jpg
158000,138401,True,299,266,0.8896321070234113,0.499606192111969,acquired_renders/frame_158000.jpg
160000,140401,True,334,300,0.8982035928143712,0.39614373445510864,acquired_renders/frame_160000.jpg
162000,142401,True,245,198,0.8081632653061225,0.6696102619171143,acquired_renders/frame_162000.jpg
164000,144401,True,199,164,0.8241206030150754,0.37196066975593567,acquired_renders/frame_164000.jpg
166000,146401,True,328,282,0.8597560975609756,0.44550850987434387,acquired_renders/frame_166000.jpg
168000,148401,True,276,236,0.855072463768116,0.4501033127307892,acquired_renders/frame_168000.jpg
170000,150401,True,309,266,0.86084142394822,0.48365333676338196,acquired_renders/frame_170000.jpg
172000,152401,True,259,223,0.861003861003861,0.31369122862815857,acquired_renders/frame_172000.jpg
174000,154401,True,254,215,0.8464566929133859,0.35741981863975525,acquired_renders/frame_174000.jpg
