"table_id","tracking_csv","recoverability_bucket","evidence_code"
"0022500101","data/tracking/0022500101/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500119","data/tracking/0022500119/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500127","data/tracking/0022500127/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500136","data/tracking/0022500136/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500138","data/tracking/0022500138/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500139","data/tracking/0022500139/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500148","data/tracking/0022500148/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500151","data/tracking/0022500151/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500153","data/tracking/0022500153/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500154","data/tracking/0022500154/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500156","data/tracking/0022500156/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500157","data/tracking/0022500157/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500158","data/tracking/0022500158/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500159","data/tracking/0022500159/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500160","data/tracking/0022500160/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500161","data/tracking/0022500161/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500162","data/tracking/0022500162/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500163","data/tracking/0022500163/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500164","data/tracking/0022500164/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500171","data/tracking/0022500171/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500174","data/tracking/0022500174/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500175","data/tracking/0022500175/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500176","data/tracking/0022500176/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500177","data/tracking/0022500177/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500178","data/tracking/0022500178/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500181","data/tracking/0022500181/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500188","data/tracking/0022500188/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500214","data/tracking/0022500214/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500216","data/tracking/0022500216/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500217","data/tracking/0022500217/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500219","data/tracking/0022500219/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500222","data/tracking/0022500222/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500223","data/tracking/0022500223/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500224","data/tracking/0022500224/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500225","data/tracking/0022500225/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500227","data/tracking/0022500227/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500309","data/tracking/0022500309/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500318","data/tracking/0022500318/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500319","data/tracking/0022500319/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500320","data/tracking/0022500320/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500321","data/tracking/0022500321/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500323","data/tracking/0022500323/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500325","data/tracking/0022500325/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500326","data/tracking/0022500326/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500330","data/tracking/0022500330/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500331","data/tracking/0022500331/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500332","data/tracking/0022500332/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500334","data/tracking/0022500334/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500338","data/tracking/0022500338/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500339","data/tracking/0022500339/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500340","data/tracking/0022500340/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500341","data/tracking/0022500341/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500342","data/tracking/0022500342/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500343","data/tracking/0022500343/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500344","data/tracking/0022500344/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500345","data/tracking/0022500345/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500347","data/tracking/0022500347/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500348","data/tracking/0022500348/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500349","data/tracking/0022500349/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500350","data/tracking/0022500350/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500351","data/tracking/0022500351/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500352","data/tracking/0022500352/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500353","data/tracking/0022500353/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500354","data/tracking/0022500354/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500356","data/tracking/0022500356/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500358","data/tracking/0022500358/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500359","data/tracking/0022500359/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500361","data/tracking/0022500361/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500369","data/tracking/0022500369/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500371","data/tracking/0022500371/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500375","data/tracking/0022500375/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500376","data/tracking/0022500376/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500377","data/tracking/0022500377/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500378","data/tracking/0022500378/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500379","data/tracking/0022500379/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500381","data/tracking/0022500381/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500382","data/tracking/0022500382/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500383","data/tracking/0022500383/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500384","data/tracking/0022500384/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500385","data/tracking/0022500385/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500478","data/tracking/0022500478/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500480","data/tracking/0022500480/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500481","data/tracking/0022500481/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500482","data/tracking/0022500482/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500484","data/tracking/0022500484/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500485","data/tracking/0022500485/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500486","data/tracking/0022500486/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500487","data/tracking/0022500487/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500488","data/tracking/0022500488/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500489","data/tracking/0022500489/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500490","data/tracking/0022500490/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500491","data/tracking/0022500491/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500492","data/tracking/0022500492/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500493","data/tracking/0022500493/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500494","data/tracking/0022500494/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500496","data/tracking/0022500496/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500497","data/tracking/0022500497/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500503","data/tracking/0022500503/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500507","data/tracking/0022500507/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500508","data/tracking/0022500508/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500509","data/tracking/0022500509/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500510","data/tracking/0022500510/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500511","data/tracking/0022500511/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500512","data/tracking/0022500512/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500513","data/tracking/0022500513/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500514","data/tracking/0022500514/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500517","data/tracking/0022500517/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500519","data/tracking/0022500519/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500526","data/tracking/0022500526/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500527","data/tracking/0022500527/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500564","data/tracking/0022500564/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500565","data/tracking/0022500565/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500566","data/tracking/0022500566/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500567","data/tracking/0022500567/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500570","data/tracking/0022500570/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500574","data/tracking/0022500574/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500575","data/tracking/0022500575/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500576","data/tracking/0022500576/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500577","data/tracking/0022500577/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500582","data/tracking/0022500582/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500584","data/tracking/0022500584/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500585","data/tracking/0022500585/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500586","data/tracking/0022500586/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500591","data/tracking/0022500591/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500592","data/tracking/0022500592/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500593","data/tracking/0022500593/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500594","data/tracking/0022500594/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500601","data/tracking/0022500601/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500609","data/tracking/0022500609/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500621","data/tracking/0022500621/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500622","data/tracking/0022500622/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500623","data/tracking/0022500623/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500629","data/tracking/0022500629/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500630","data/tracking/0022500630/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500634","data/tracking/0022500634/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500702","data/tracking/0022500702/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500710","data/tracking/0022500710/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500712","data/tracking/0022500712/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500713","data/tracking/0022500713/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500715","data/tracking/0022500715/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500717","data/tracking/0022500717/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500718","data/tracking/0022500718/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500719","data/tracking/0022500719/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500720","data/tracking/0022500720/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500721","data/tracking/0022500721/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500722","data/tracking/0022500722/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500723","data/tracking/0022500723/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500724","data/tracking/0022500724/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500725","data/tracking/0022500725/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500728","data/tracking/0022500728/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500729","data/tracking/0022500729/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500732","data/tracking/0022500732/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500733","data/tracking/0022500733/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500734","data/tracking/0022500734/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500735","data/tracking/0022500735/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500736","data/tracking/0022500736/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500737","data/tracking/0022500737/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500738","data/tracking/0022500738/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500739","data/tracking/0022500739/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500740","data/tracking/0022500740/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500741","data/tracking/0022500741/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500742","data/tracking/0022500742/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500743","data/tracking/0022500743/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500744","data/tracking/0022500744/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500745","data/tracking/0022500745/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500746","data/tracking/0022500746/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500747","data/tracking/0022500747/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500748","data/tracking/0022500748/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500749","data/tracking/0022500749/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
