arm,true_template,decision_id,frame_start,frame_end,selection_subset,scoring_subset,winner,bootstrap_wins,distinctive_groups,fit_group_wins,selection_cost_nba,selection_cost_wnba,selection_cost_fiba,selection_cost_ncaa,fit_cost_nba,fit_cost_wnba,fit_cost_fiba,fit_cost_ncaa,validation_cost_nba,validation_cost_wnba,validation_cost_fiba,validation_cost_ncaa
a,NBA,000017,000085,000089,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=2,court_length=0,lane_width=4;wnba:arc_radius=0,corner_straight=1,court_length=2,lane_width=1;fiba:arc_radius=0,corner_straight=1,court_length=3,lane_width=0;ncaa:arc_radius=0,corner_straight=1,court_length=0,lane_width=0",1.033822,1.188014,1.160806,1.111334,1.033822,1.188014,1.160806,1.111334,1.033822,1.188014,1.160806,1.111334
a,NBA,000018,000090,000094,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=3,court_length=2,lane_width=4;wnba:arc_radius=0,corner_straight=2,court_length=1,lane_width=0;fiba:arc_radius=0,corner_straight=0,court_length=0,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=1",1.035100,1.125211,1.120551,1.149514,1.035100,1.125211,1.120551,1.149514,1.035100,1.125211,1.120551,1.149514
a,NBA,000019,000095,000099,validation,validation,UNKNOWN,000095,000004,"nba:arc_radius=5,corner_straight=4,court_length=2,lane_width=4;wnba:arc_radius=0,corner_straight=1,court_length=0,lane_width=0;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=0",1.037679,1.118961,1.137320,1.157743,1.037679,1.118961,1.137320,1.157743,1.037679,1.118961,1.137320,1.157743
a,NBA,000020,000100,000104,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=1,court_length=2,lane_width=4;wnba:arc_radius=0,corner_straight=2,court_length=0,lane_width=1;fiba:arc_radius=0,corner_straight=1,court_length=3,lane_width=0;ncaa:arc_radius=0,corner_straight=1,court_length=0,lane_width=0",1.033961,1.112092,1.168450,1.124576,1.033961,1.112092,1.168450,1.124576,1.033961,1.112092,1.168450,1.124576
a,NBA,000021,000105,000109,validation,validation,UNKNOWN,000095,000004,"nba:arc_radius=5,corner_straight=3,court_length=2,lane_width=4;wnba:arc_radius=0,corner_straight=0,court_length=0,lane_width=0;fiba:arc_radius=0,corner_straight=2,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=1",1.033492,1.104976,1.101550,1.143911,1.033492,1.104976,1.101550,1.143911,1.033492,1.104976,1.101550,1.143911
a,NBA,000022,000110,000114,validation,validation,UNKNOWN,000089,000004,"nba:arc_radius=5,corner_straight=2,court_length=1,lane_width=5;wnba:arc_radius=0,corner_straight=1,court_length=0,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=1,court_length=3,lane_width=0",1.033549,1.115496,1.132912,1.137510,1.033549,1.115496,1.132912,1.137510,1.033549,1.115496,1.132912,1.137510
a,NBA,000023,000115,000119,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=2,court_length=1,lane_width=5;wnba:arc_radius=0,corner_straight=0,court_length=3,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=2,court_length=0,lane_width=0",1.033109,1.221177,1.133497,1.186500,1.033109,1.221177,1.133497,1.186500,1.033109,1.221177,1.133497,1.186500
a,NBA,000024,000120,000124,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=3,court_length=4,lane_width=4;wnba:arc_radius=0,corner_straight=0,court_length=0,lane_width=1;fiba:arc_radius=0,corner_straight=2,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=0",1.033271,1.124123,1.164286,1.162731,1.033271,1.124123,1.164286,1.162731,1.033271,1.124123,1.164286,1.162731
a,NBA,000025,000125,000129,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=2,court_length=3,lane_width=4;wnba:arc_radius=0,corner_straight=1,court_length=0,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=0,lane_width=1;ncaa:arc_radius=0,corner_straight=1,court_length=2,lane_width=0",1.034863,1.115964,1.150863,1.145035,1.034863,1.115964,1.150863,1.145035,1.034863,1.115964,1.150863,1.145035
a,NBA,000026,000130,000134,validation,validation,UNKNOWN,000100,000002,"nba:arc_radius=5,corner_straight=1,court_length=1,lane_width=4;wnba:arc_radius=0,corner_straight=3,court_length=0,lane_width=1;fiba:arc_radius=0,corner_straight=1,court_length=2,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=0",1.034631,1.119485,1.103322,1.118888,1.034631,1.119485,1.103322,1.118888,1.034631,1.119485,1.103322,1.118888
a,NBA,000027,000135,000139,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=3,court_length=2,lane_width=4;wnba:arc_radius=0,corner_straight=1,court_length=1,lane_width=0;fiba:arc_radius=0,corner_straight=0,court_length=2,lane_width=0;ncaa:arc_radius=0,corner_straight=1,court_length=0,lane_width=1",1.032846,1.111889,1.150786,1.155553,1.032846,1.111889,1.150786,1.155553,1.032846,1.111889,1.150786,1.155553
a,NBA,000028,000140,000144,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=3,court_length=0,lane_width=4;wnba:arc_radius=0,corner_straight=0,court_length=3,lane_width=1;fiba:arc_radius=0,corner_straight=1,court_length=2,lane_width=0;ncaa:arc_radius=0,corner_straight=1,court_length=0,lane_width=0",1.035332,1.119959,1.139174,1.117058,1.035332,1.119959,1.139174,1.117058,1.035332,1.119959,1.139174,1.117058
a,NBA,000029,000145,000149,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=4,court_length=0,lane_width=5;wnba:arc_radius=0,corner_straight=0,court_length=2,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=0",1.031461,1.177436,1.165279,1.114516,1.031461,1.177436,1.165279,1.114516,1.031461,1.177436,1.165279,1.114516
a,NBA,000030,000150,000154,validation,validation,UNKNOWN,000100,000002,"nba:arc_radius=5,corner_straight=2,court_length=1,lane_width=3;wnba:arc_radius=0,corner_straight=2,court_length=1,lane_width=1;fiba:arc_radius=0,corner_straight=1,court_length=2,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=1",1.038441,1.116122,1.169748,1.132858,1.038441,1.116122,1.169748,1.132858,1.038441,1.116122,1.169748,1.132858
a,NBA,000031,000155,000159,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=5,court_length=1,lane_width=4;wnba:arc_radius=0,corner_straight=0,court_length=2,lane_width=0;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.032242,1.166651,1.143306,1.155359,1.032242,1.166651,1.143306,1.155359,1.032242,1.166651,1.143306,1.155359
a,NBA,000032,000160,000164,validation,validation,UNKNOWN,000100,000002,"nba:arc_radius=5,corner_straight=2,court_length=2,lane_width=3;wnba:arc_radius=0,corner_straight=1,court_length=0,lane_width=1;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=2,court_length=2,lane_width=1",1.033567,1.111183,1.136091,1.103770,1.033567,1.111183,1.136091,1.103770,1.033567,1.111183,1.136091,1.103770
a,NBA,000033,000165,000169,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=4,court_length=2,lane_width=3;wnba:arc_radius=0,corner_straight=1,court_length=0,lane_width=1;fiba:arc_radius=0,corner_straight=0,court_length=2,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.032976,1.180843,1.127995,1.121793,1.032976,1.180843,1.127995,1.121793,1.032976,1.180843,1.127995,1.121793
a,NBA,000034,000170,000174,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=4,court_length=1,lane_width=4;wnba:arc_radius=0,corner_straight=0,court_length=3,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=1,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=0",1.035704,1.176180,1.141212,1.127795,1.035704,1.176180,1.141212,1.127795,1.035704,1.176180,1.141212,1.127795
a,NBA,000035,000175,000179,validation,validation,UNKNOWN,000095,000002,"nba:arc_radius=5,corner_straight=2,court_length=1,lane_width=3;wnba:arc_radius=0,corner_straight=3,court_length=3,lane_width=2;fiba:arc_radius=0,corner_straight=0,court_length=0,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.032793,1.103286,1.120653,1.126889,1.032793,1.103286,1.120653,1.126889,1.032793,1.103286,1.120653,1.126889
a,NBA,000036,000180,000184,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=3,court_length=2,lane_width=5;wnba:arc_radius=0,corner_straight=1,court_length=2,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=0,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.033804,1.100460,1.157378,1.122662,1.033804,1.100460,1.157378,1.122662,1.033804,1.100460,1.157378,1.122662
a,NBA,000037,000185,000189,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=4,court_length=2,lane_width=5;wnba:arc_radius=0,corner_straight=0,court_length=0,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=2,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.033233,1.133122,1.167626,1.162434,1.033233,1.133122,1.167626,1.162434,1.033233,1.133122,1.167626,1.162434
a,NBA,000038,000190,000194,validation,validation,UNKNOWN,000095,000004,"nba:arc_radius=5,corner_straight=3,court_length=4,lane_width=5;wnba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=0,lane_width=0;ncaa:arc_radius=0,corner_straight=1,court_length=0,lane_width=0",1.034115,1.226554,1.161948,1.133579,1.034115,1.226554,1.161948,1.133579,1.034115,1.226554,1.161948,1.133579
a,NBA,000039,000195,000199,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=4,court_length=2,lane_width=5;wnba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.033503,1.139630,1.142601,1.127297,1.033503,1.139630,1.142601,1.127297,1.033503,1.139630,1.142601,1.127297
b,NBA,000000,000000,000004,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=5,court_length=1,lane_width=4;wnba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;fiba:arc_radius=0,corner_straight=0,court_length=2,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.032662,1.153665,1.179728,1.227696,1.032662,1.153665,1.179728,1.227696,1.032662,1.153665,1.179728,1.227696
b,NBA,000001,000005,000009,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=2,court_length=1,lane_width=3;wnba:arc_radius=0,corner_straight=1,court_length=2,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=1,lane_width=1;ncaa:arc_radius=0,corner_straight=1,court_length=1,lane_width=1",1.038236,1.189034,1.152313,1.196709,1.038236,1.189034,1.152313,1.196709,1.038236,1.189034,1.152313,1.196709
b,NBA,000002,000010,000014,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=4,court_length=2,lane_width=3;wnba:arc_radius=0,corner_straight=0,court_length=0,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=0,lane_width=2;ncaa:arc_radius=0,corner_straight=0,court_length=3,lane_width=0",1.033655,1.133798,1.144448,1.153495,1.033655,1.133798,1.144448,1.153495,1.033655,1.133798,1.144448,1.153495
b,NBA,000003,000015,000019,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=5,court_length=0,lane_width=4;wnba:arc_radius=0,corner_straight=0,court_length=2,lane_width=1;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=0",1.034412,1.120835,1.129496,1.143587,1.034412,1.120835,1.129496,1.143587,1.034412,1.120835,1.129496,1.143587
b,NBA,000004,000020,000024,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=4,court_length=1,lane_width=4;wnba:arc_radius=0,corner_straight=0,court_length=0,lane_width=1;fiba:arc_radius=0,corner_straight=0,court_length=4,lane_width=0;ncaa:arc_radius=0,corner_straight=1,court_length=0,lane_width=0",1.035459,1.123258,1.125029,1.126626,1.035459,1.123258,1.125029,1.126626,1.035459,1.123258,1.125029,1.126626
b,NBA,000005,000025,000029,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=3,court_length=1,lane_width=4;wnba:arc_radius=0,corner_straight=0,court_length=1,lane_width=1;fiba:arc_radius=0,corner_straight=1,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=1,court_length=2,lane_width=0",1.033249,1.158673,1.124053,1.140253,1.033249,1.158673,1.124053,1.140253,1.033249,1.158673,1.124053,1.140253
b,NBA,000006,000030,000034,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=3,court_length=1,lane_width=3;wnba:arc_radius=0,corner_straight=1,court_length=3,lane_width=2;fiba:arc_radius=0,corner_straight=1,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=0",1.033688,1.094152,1.099634,1.139641,1.033688,1.094152,1.099634,1.139641,1.033688,1.094152,1.099634,1.139641
b,NBA,000007,000035,000039,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=3,court_length=1,lane_width=4;wnba:arc_radius=0,corner_straight=0,court_length=0,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=3,lane_width=1;ncaa:arc_radius=0,corner_straight=1,court_length=1,lane_width=0",1.034981,1.118345,1.153032,1.149071,1.034981,1.118345,1.153032,1.149071,1.034981,1.118345,1.153032,1.149071
b,NBA,000008,000040,000044,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=1,court_length=2,lane_width=4;wnba:arc_radius=0,corner_straight=1,court_length=2,lane_width=1;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=3,court_length=0,lane_width=0",1.033889,1.148465,1.148794,1.105851,1.033889,1.148465,1.148794,1.105851,1.033889,1.148465,1.148794,1.105851
b,NBA,000009,000045,000049,validation,validation,UNKNOWN,000096,000003,"nba:arc_radius=5,corner_straight=3,court_length=1,lane_width=4;wnba:arc_radius=0,corner_straight=1,court_length=2,lane_width=1;fiba:arc_radius=0,corner_straight=1,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.034682,1.111803,1.178904,1.149664,1.034682,1.111803,1.178904,1.149664,1.034682,1.111803,1.178904,1.149664
b,NBA,000010,000050,000054,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=5,court_length=1,lane_width=2;wnba:arc_radius=0,corner_straight=0,court_length=2,lane_width=1;fiba:arc_radius=0,corner_straight=0,court_length=0,lane_width=2;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=0",1.033294,1.135306,1.171349,1.168330,1.033294,1.135306,1.171349,1.168330,1.033294,1.135306,1.171349,1.168330
b,NBA,000011,000055,000059,validation,validation,UNKNOWN,000095,000003,"nba:arc_radius=5,corner_straight=3,court_length=0,lane_width=2;wnba:arc_radius=0,corner_straight=1,court_length=1,lane_width=2;fiba:arc_radius=0,corner_straight=0,court_length=3,lane_width=1;ncaa:arc_radius=0,corner_straight=1,court_length=1,lane_width=0",1.035224,1.192027,1.145796,1.101361,1.035224,1.192027,1.145796,1.101361,1.035224,1.192027,1.145796,1.101361
b,NBA,000012,000060,000064,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=2,court_length=1,lane_width=3;wnba:arc_radius=0,corner_straight=1,court_length=1,lane_width=1;fiba:arc_radius=0,corner_straight=1,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=1,court_length=2,lane_width=1",1.035077,1.144567,1.150002,1.143483,1.035077,1.144567,1.150002,1.143483,1.035077,1.144567,1.150002,1.143483
b,NBA,000013,000065,000069,validation,validation,UNKNOWN,000091,000003,"nba:arc_radius=5,corner_straight=4,court_length=2,lane_width=4;wnba:arc_radius=0,corner_straight=0,court_length=0,lane_width=1;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=1,court_length=2,lane_width=0",1.034597,1.144905,1.174858,1.115124,1.034597,1.144905,1.174858,1.115124,1.034597,1.144905,1.174858,1.115124
b,NBA,000014,000070,000074,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=3,court_length=1,lane_width=5;wnba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;fiba:arc_radius=0,corner_straight=2,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=0",1.033862,1.136372,1.128644,1.124019,1.033862,1.136372,1.128644,1.124019,1.033862,1.136372,1.128644,1.124019
b,NBA,000015,000075,000079,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=4,court_length=1,lane_width=3;wnba:arc_radius=0,corner_straight=1,court_length=0,lane_width=2;fiba:arc_radius=0,corner_straight=0,court_length=4,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=0",1.034940,1.170487,1.168316,1.151035,1.034940,1.170487,1.168316,1.151035,1.034940,1.170487,1.168316,1.151035
b,NBA,000016,000080,000084,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=5,court_length=2,lane_width=5;wnba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.035824,1.135855,1.134771,1.169216,1.035824,1.135855,1.134771,1.169216,1.035824,1.135855,1.134771,1.169216
b,NBA,000017,000085,000089,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=3,court_length=0,lane_width=4;wnba:arc_radius=0,corner_straight=1,court_length=2,lane_width=1;fiba:arc_radius=0,corner_straight=1,court_length=3,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=0",1.033635,1.186079,1.159187,1.108415,1.033635,1.186079,1.159187,1.108415,1.033635,1.186079,1.159187,1.108415
b,NBA,000018,000090,000094,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=3,court_length=2,lane_width=4;wnba:arc_radius=0,corner_straight=2,court_length=1,lane_width=0;fiba:arc_radius=0,corner_straight=0,court_length=0,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=1",1.035857,1.123383,1.118905,1.146887,1.035857,1.123383,1.118905,1.146887,1.035857,1.123383,1.118905,1.146887
