file,line,pattern,readers_row_id
domains/mlb/profiles/attribute_registry.py,257,CLS,R241
domains/mlb/profiles/attribute_registry.py,258,CLS,R241
domains/mlb/profiles/attribute_registry.py,261,CLS,R241
domains/mlb/profiles/attribute_registry.py,262,CLS,R241
domains/mlb/profiles/attribute_registry.py,265,CLS,R241
domains/mlb/profiles/attribute_registry.py,266,CLS,R241
domains/mlb/profiles/attribute_registry.py,268,CLS,R241
domains/mlb/profiles/attribute_registry.py,271,CLS,R241
domains/mlb/profiles/attribute_registry.py,272,CLS,R241
domains/mlb/profiles/attribute_registry.py,274,CLS,R241
domains/mlb/profiles/attribute_registry.py,277,CLS,R241
domains/mlb/profiles/attribute_registry.py,278,CLS,R241
domains/mlb/profiles/attribute_registry.py,280,CLS,R241
domains/mlb/profiles/attribute_registry.py,283,CLS,R241
domains/mlb/profiles/attribute_registry.py,284,CLS,R241
domains/mlb/profiles/attribute_registry.py,286,CLS,R241
domains/mlb/profiles/attribute_registry.py,289,CLS,R241
domains/mlb/profiles/attribute_registry.py,290,CLS,R241
domains/mlb/profiles/attribute_registry.py,292,CLS,R241
domains/mlb/profiles/attribute_registry.py,335,CLS,R241
domains/mlb/profiles/attribute_registry.py,336,CLS,R241
domains/mlb/profiles/attribute_registry.py,337,CLS,R241
domains/mlb/profiles/attribute_registry.py,339,CLS,R241
domains/mlb/profiles/attribute_registry.py,342,CLS,R241
domains/mlb/profiles/attribute_registry.py,343,CLS,R241
domains/mlb/profiles/attribute_registry.py,345,CLS,R241
domains/mlb/profiles/attribute_registry.py,348,CLS,R241
domains/mlb/profiles/attribute_registry.py,349,CLS,R241
domains/mlb/profiles/attribute_registry.py,351,CLS,R241
domains/mlb/profiles/attribute_registry.py,443,CLS,R241
domains/mlb/profiles/attribute_registry.py,444,CLS,R241
domains/mlb/profiles/attribute_registry.py,445,CLS,R241
domains/mlb/profiles/attribute_registry.py,446,CLS,R241
domains/mlb/profiles/attribute_registry.py,447,CLS,R241
domains/mlb/profiles/attribute_registry.py,496,CLS,R241
domains/mlb/profiles/attribute_registry.py,497,CLS,R241
domains/mlb/profiles/attribute_registry.py,498,CLS,R241
domains/mlb/profiles/attribute_registry.py,500,CLS,R241
domains/mlb/profiles/ingredients_batter_grid.py,41,CLS,R242
domains/mlb/profiles/ingredients_batter_grid.py,44,CLS,R242
domains/mlb/profiles/ingredients_batter_grid.py,59,CLS,R242
domains/mlb/profiles/ingredients_batter_grid.py,62,CLS,R242
domains/mlb/profiles/ingredients_batter_grid.py,77,CLS,R242
domains/mlb/profiles/ingredients_batter_grid.py,80,CLS,R242
domains/mlb/profiles/ingredients_batter_zones.py,86,CLS,R243
domains/mlb/profiles/ingredients_batter_zones.py,89,CLS,R243
domains/mlb/profiles/ingredients_pitcher_grid.py,36,BALL_QUOTED,R244
domains/mlb/profiles/ingredients_pitcher_grid.py,67,CLS,R244
domains/mlb/profiles/ingredients_pitcher_grid.py,68,CLS,R244
domains/mlb/profiles/ingredients_pitcher_grid.py,72,CLS,R244
domains/mlb/profiles/ingredients_pitcher_grid.py,76,CLS,R244
domains/mlb/profiles/ingredients_pitcher_grid.py,79,CLS,R244
domains/mlb/profiles/ingredients_pitcher_grid.py,85,CLS,R244
domains/mlb/profiles/ingredients_pitcher_grid.py,86,CLS,R244
domains/mlb/profiles/ingredients_pitcher_grid.py,124,CLS,R244
domains/mlb/profiles/ingredients_pitcher_grid.py,127,CLS,R244
domains/mlb/profiles/ingredients_pitcher_grid.py,143,CLS,R244
domains/mlb/profiles/ingredients_pitcher_grid.py,146,CLS,R244
domains/mlb/profiles/ingredients_pitcher_grid.py,161,CLS,R244
domains/mlb/profiles/ingredients_pitcher_grid.py,164,CLS,R244
domains/mlb/profiles/ingredients_pitcher_grid.py,185,CLS,R244
domains/mlb/profiles/ingredients_pitcher_grid.py,188,CLS,R244
domains/mlb/profiles/ingredients_pitcher_grid.py,196,CLS,R244
domains/mlb/profiles/ingredients_pitcher_grid.py,199,CLS,R244
domains/mlb/profiles/ingredients_pitcher_zones.py,132,CLS,R245
domains/mlb/profiles/ingredients_pitcher_zones.py,133,CLS,R245
domains/mlb/profiles/ingredients_pitcher_zones.py,182,CLS,R245
domains/mlb/profiles/ingredients_pitcher_zones.py,186,CLS,R245
domains/mlb/profiles/ingredients_pitcher_zones.py,188,CLS,R245
domains/mlb/profiles/test_ingredients_batted_ball.py,82,BALL_QUOTED,R246
domains/mlb/profiles/test_ingredients_batted_ball.py,93,BALL_QUOTED,R246
domains/mlb/profiles/test_ingredients_grid.py,58,BALL_QUOTED,R247
domains/mlb/profiles/test_ingredients_grid.py,61,BALL_QUOTED,R247
domains/mlb/profiles/test_ingredients_zones.py,68,BALL_QUOTED,R248
domains/mlb/savant_backfill.py,181,BALL_QUOTED,R249
domains/mlb/test_claims_shift_framing.py,16,BALL_QUOTED,R250
domains/mlb/test_prereg_shift_framing.py,23,BALL_QUOTED,R251
domains/mlb/test_prereg_shift_framing.py,25,BALL_QUOTED,R251
domains/mlb/test_prereg_shift_framing.py,97,BALL_QUOTED,R251
domains/mlb/test_savant_backfill.py,22,BALL_QUOTED,R252
domains/mlb/test_savant_backfill.py,105,BALL_QUOTED,R252
domains/mlb/test_savant_backfill.py,108,BALL_QUOTED,R252
domains/mlb/test_weather_totals_gate.py,21,CLS,R253
domains/mlb/test_weather_totals_gate.py,22,CLS,R253
domains/mlb/test_weather_totals_gate.py,27,CLS,R253
domains/mlb/test_weather_totals_gate.py,28,CLS,R253
domains/mlb/test_weather_totals_gate.py,42,CLS,R253
domains/mlb/test_weather_totals_gate.py,43,CLS,R253
domains/mlb/test_weather_totals_gate.py,53,CLS,R253
domains/mlb/test_weather_totals_gate.py,54,CLS,R253
domains/soccer/chain_engine/match_sim.py,36,CLS,R254
domains/soccer/chain_engine/match_sim.py,42,CLS,R254
domains/soccer/chain_engine/shot_model.py,61,CLS,R255
domains/soccer/chain_engine/shot_model.py,88,CLS,R255
domains/soccer/tracking/adapter.py,16,CLS,R256
domains/soccer/tracking/adapter.py,113,CLS,R256
domains/soccer/tracking/adapter.py,129,CLS,R256
domains/soccer/tracking/coverage_ceiling.py,36,CLS,R257
domains/soccer/tracking/coverage_ceiling.py,40,CLS,R257
domains/soccer/tracking/geometry.py,51,CLS,R258
domains/soccer/tracking/geometry.py,53,CLS,R258
domains/soccer/tracking/geometry.py,60,CLS,R258
domains/soccer/tracking/geometry.py,71,CLS,R258
domains/soccer/tracking/geometry.py,74,CLS,R258
domains/soccer/tracking/geometry.py,75,CLS,R258
domains/soccer/tracking/geometry.py,76,CLS,R258
domains/soccer/tracking/pressing.py,4,CLS,R259
domains/soccer/tracking/pressing.py,5,BALL_QUOTED|CLS,R259
domains/soccer/tracking/pressing.py,33,BALL_QUOTED,R259
domains/soccer/tracking/pressing.py,44,CLS,R259
domains/soccer/tracking/pressing.py,126,CLS,R259
domains/soccer/tracking/quality_probe.py,36,CLS,R260
domains/soccer/tracking/test_adapter.py,171,CLS,R261
domains/soccer/tracking/test_adapter.py,174,CLS,R261
domains/soccer/tracking/test_adapter.py,224,CLS,R261
domains/soccer/tracking/test_adapter.py,278,CLS,R261
domains/soccer/tracking/test_coverage_ceiling.py,11,CLS,R262
domains/soccer/tracking/test_coverage_ceiling.py,12,CLS,R262
domains/soccer/tracking/test_coverage_ceiling.py,13,CLS,R262
domains/soccer/tracking/test_coverage_ceiling.py,25,CLS,R262
domains/soccer/tracking/test_pressing.py,21,CLS,R263
domains/soccer/tracking/test_pressing.py,25,CLS,R263
domains/soccer/tracking/test_pressing.py,27,CLS,R263
domains/soccer/tracking/test_pressing.py,29,BALL_QUOTED|CLS,R263
domains/soccer/tracking/test_pressing.py,62,BALL_QUOTED|CLS,R263
domains/soccer/tracking/test_quality_probe.py,15,CLS,R264
domains/soccer/tracking/test_quality_probe.py,38,CLS,R264
domains/tennis/mcp_2026.py,83,CLS,R265
domains/tennis/mcp_2026.py,84,CLS,R265
domains/tennis/mcp_2026.py,86,CLS,R265
domains/tennis/point_engine/point_model.py,56,CLS,R266
domains/tennis/point_engine/point_model.py,76,CLS,R266
domains/tennis/tracking/adapter.py,18,CLS,R267
domains/tennis/tracking/adapter.py,233,CLS,R267
domains/tennis/tracking/ball.py,16,CLS,R268
domains/tennis/tracking/ball.py,246,BALL_QUOTED|CLS,R268
domains/tennis/tracking/quality_probe.py,60,CLS,R269
domains/tennis/tracking/quality_probe.py,65,BALL_QUOTED|CLS,R269
domains/tennis/tracking/rally_features.py,4,CLS,R270
domains/tennis/tracking/rally_features.py,26,CLS,R270
domains/tennis/tracking/rally_features.py,48,CLS,R270
domains/tennis/tracking/rally_features.py,126,BALL_QUOTED|CLS,R270
domains/tennis/tracking/test_adapter.py,80,BALL_QUOTED|CLS,R271
domains/tennis/tracking/test_adapter.py,97,CLS,R271
domains/tennis/tracking/test_adapter.py,116,BALL_QUOTED|CLS,R271
domains/tennis/tracking/test_adapter.py,317,CLS,R271
domains/tennis/tracking/test_adapter.py,321,CLS,R271
domains/tennis/tracking/test_adapter.py,331,CLS,R271
domains/tennis/tracking/test_quality_probe.py,18,CLS,R272
domains/tennis/tracking/test_quality_probe.py,19,CLS,R272
domains/tennis/tracking/test_quality_probe.py,22,BALL_QUOTED|CLS,R272
domains/tennis/tracking/test_rally_features.py,28,CLS,R273
domains/tennis/tracking/test_rally_features.py,50,CLS,R273
domains/tennis/tracking/test_rally_features.py,53,BALL_QUOTED|CLS,R273
domains/tennis/tracking/test_rally_features.py,64,BALL_QUOTED|CLS,R273
domains/tennis/tracking/test_rally_features.py,118,CLS,R273
domains/tennis/tracking/test_rally_features.py,120,CLS,R273
domains/tennis/tracking/test_rally_features.py,122,BALL_QUOTED|CLS,R273
scripts/audit_completed.py,46,BALL_COL,R5
scripts/audit_completed.py,58,BALL_COL,R5
scripts/audit_completed.py,59,BALL_COL,R5
scripts/audit_phase_g.py,7,BALL_COL,R6
scripts/audit_phase_g.py,128,BALL_COL,R6
scripts/audit_phase_g.py,129,BALL_COL,R6
scripts/audit_phase_g.py,131,BALL_COL,R6
scripts/audit_phase_g.py,293,BALL_QUOTED,R6
scripts/backfill_pbp_context.py,332,BALL_COL,R7
scripts/backfill_pbp_context.py,334,BALL_COL,R7
scripts/batch_season.py,120,BALL_COL,R8
scripts/betting_backtest.py,90,CLS,R132
scripts/betting_backtest.py,91,CLS,R132
scripts/betting_backtest.py,93,CLS,R132
scripts/bot_guards/watch.py,69,CLS,R133
scripts/build_brain.py,217,BALL_QUOTED,R147
scripts/build_clutch_cv.py,237,CLS,R148
scripts/build_cv_fatigue_trajectories.py,108,CLS,R149
scripts/build_possession_type_intel.py,120,CLS,R150
scripts/build_quarter_momentum.py,222,CLS,R151
scripts/build_sequential_possession.py,158,CLS,R134
scripts/build_sequential_possession.py,500,CLS,R134
scripts/build_sequential_possession.py,517,CLS,R134
scripts/build_sequential_possession.py,520,CLS,R134
scripts/build_sequential_possession.py,521,CLS,R134
scripts/build_shot_clock_buckets.py,188,CLS,R152
scripts/build_tipoff_predictability.py,159,CLS,R153
scripts/build_trade_intel.py,202,CLS,R154
scripts/compare_to_lines.py,360,CLS,R135
scripts/compare_to_lines.py,361,CLS,R135
scripts/compare_to_lines.py,362,CLS,R135
scripts/compare_to_lines.py,383,CLS,R135
scripts/compare_to_lines.py,384,CLS,R135
scripts/consolidate_game_data.py,28,BALL_COL,R28
scripts/cv_fix_anchor_intel.py,70,BALL_COL,R39
scripts/eval_live_shot_quality.py,86,CLS,R155
scripts/execute_loop/L18_bankroll_manager.py,103,CLS,R278
scripts/execute_loop/L18_bankroll_manager.py,104,CLS,R278
scripts/execute_loop/L20_injury_feed.py,400,CLS,R136
scripts/execute_loop/L20_injury_feed.py,401,CLS,R136
scripts/execute_loop/L21_lineup_watcher.py,160,CLS,R137
scripts/execute_loop/L21_lineup_watcher.py,161,CLS,R137
scripts/execute_loop/L21_lineup_watcher.py,163,CLS,R137
scripts/execute_loop/L37_postmortem.py,199,CLS,R138
scripts/execute_loop/L37_postmortem.py,200,CLS,R138
scripts/execute_loop/L37_postmortem.py,201,CLS,R138
scripts/execute_loop/L37_postmortem.py,202,CLS,R138
scripts/execute_loop/L37_postmortem.py,203,CLS,R138
scripts/full_game_pipeline.py,492,BALL_COL,R9
scripts/full_game_pipeline.py,494,BALL_COL,R9
scripts/full_game_pipeline.py,664,BALL_COL,R9
scripts/generate_html_dashboard.py,282,CLS,R139
scripts/generate_html_dashboard.py,283,CLS,R139
scripts/label_ball_yolo.py,173,BALL_QUOTED,R98
scripts/master_pipeline.py,115,BALL_COL,R10
scripts/master_pipeline.py,116,BALL_COL,R10
scripts/master_pipeline.py,133,BALL_QUOTED,R10
scripts/parse_rotowire_lineups.py,106,CLS,R140
scripts/parse_rotowire_lineups.py,109,CLS,R140
scripts/parse_rotowire_lineups.py,113,CLS,R140
scripts/platformkit/adapter_interface_spec.py,90,CLS,R103
scripts/platformkit/adapter_interface_spec.py,94,CLS,R103
scripts/platformkit/adapter_interface_spec.py,95,CLS,R103
scripts/platformkit/adapter_interface_spec.py,96,CLS,R103
scripts/platformkit/adapter_interface_spec.py,99,CLS,R103
scripts/platformkit/adapter_interface_spec.py,106,CLS,R103
scripts/platformkit/adapter_interface_spec.py,110,CLS,R103
scripts/platformkit/adapter_interface_spec.py,111,CLS,R103
scripts/platformkit/adapter_interface_spec.py,117,CLS,R103
scripts/platformkit/adapter_interface_spec.py,121,CLS,R103
scripts/platformkit/adapter_interface_spec.py,192,CLS,R103
scripts/platformkit/adapter_interface_spec.py,193,CLS,R103
scripts/platformkit/adapter_interface_spec.py,197,CLS,R103
scripts/platformkit/adapter_interface_spec.py,206,CLS,R103
scripts/platformkit/adapter_interface_spec.py,207,CLS,R103
scripts/platformkit/adapter_interface_spec.py,208,CLS,R103
scripts/platformkit/adapter_interface_spec.py,234,CLS,R103
scripts/platformkit/adapter_interface_spec.py,235,CLS,R103
scripts/platformkit/adapter_interface_spec.py,239,CLS,R103
scripts/platformkit/analytics_showcase/mlb_count_leverage.py,108,CLS,R205
scripts/platformkit/analytics_showcase/mlb_count_leverage.py,109,CLS,R205
scripts/platformkit/analytics_showcase/mlb_count_leverage.py,111,CLS,R205
scripts/platformkit/analytics_showcase/mlb_count_leverage.py,113,CLS,R205
scripts/platformkit/analytics_showcase/mlb_count_leverage.py,148,CLS,R205
scripts/platformkit/analytics_showcase/mlb_count_leverage.py,149,CLS,R205
scripts/platformkit/analytics_showcase/mlb_count_leverage.py,152,CLS,R205
scripts/platformkit/analytics_showcase/mlb_count_leverage.py,158,CLS,R205
scripts/platformkit/analytics_showcase/mlb_count_leverage.py,159,CLS,R205
scripts/platformkit/analytics_showcase/mlb_count_leverage.py,160,CLS,R205
scripts/platformkit/analytics_showcase/mlb_count_leverage.py,216,CLS,R205
scripts/platformkit/analytics_showcase/mlb_count_leverage.py,217,CLS,R205
scripts/platformkit/analytics_showcase/mlb_count_leverage.py,223,CLS,R205
scripts/platformkit/analytics_showcase/mlb_count_leverage.py,224,CLS,R205
scripts/platformkit/analytics_showcase/mlb_pitch_atlas.py,44,BALL_QUOTED,R206
scripts/platformkit/analytics_showcase/mlb_pitch_atlas.py,45,BALL_QUOTED,R206
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,36,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,72,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,110,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,146,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,183,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,221,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,258,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,295,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,332,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,369,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,404,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,435,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,463,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,500,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,537,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,574,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,611,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,641,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,677,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,695,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,750,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,805,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,860,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,915,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,970,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,1025,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,1080,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,1135,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,1190,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,1245,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,1300,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,1355,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,1410,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,1465,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,1520,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,1575,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,1630,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,1685,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,1740,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,1795,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,1850,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,1905,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,1960,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,2015,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,2070,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,2125,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,2180,BALL_QUOTED,R207
scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,2235,BALL_QUOTED,R207
