frame_key,section,frame_index,sheet,sheet_scale,strip_complete,bytes,sha256
a6f1af31cd51b74a01622e221fa16e25ea46baef68c38baceca52a5beab0a447,ql7kzzTRo4M_s2850,896,a6f1af31cd51.jpg,0.500000,1,149735,fbd1a83af0b503d07edeafe2e34299d0ac3cc16350af21912e7a32b42a1d9a37
a96a6444cb96d4708787718cf06a56f233e05165228a3d8934dddfe75ae6c586,QXFM3hlaDAk_s1375,1002,a96a6444cb96.jpg,0.500000,1,118449,38c6f2227c8de6cc0280deba3d35ca1e928ecede56d0d3248b2172493113fc62
aa91021cefdd02c12338276777974911b85e0566916b068af8242b597a029967,7HQqWMaKxpA_s5550,1583,aa91021cefdd.jpg,0.500000,1,111337,97bb2e0a7211a17119b9e8a498e931386f961c0d5dda5d6b200fdf6be300eb87
aacddd6cd90e57e7fcbe7f3919d6f2dca795ee7ccdeec66ff7daa6cde6fec30b,UPco-jzOoEg_s1443,7267,aacddd6cd90e.jpg,0.500000,1,125180,f0a1a242912b24692fdba87bf39e7df7bf9497f6a5ec16cceed025f6ed0e05b9
af67077cefd271e066176b12875c4031bcd1211693597711585854433ece6521,XCaGht2GmPg_s1416,2984,af67077cefd2.jpg,0.500000,1,185298,6f4bd558107a49c9fe7f682d101c85dfadc4bc5ff4d19234d29634ea1f4202ae
b082cf8e4bcef37e53ab0182022ab0504498d7f6b2bdd2df9d7a8f7420e0dd2e,ignUn4xeR90_s90,1380,b082cf8e4bce.jpg,0.500000,1,108299,ed792d170105b11f2f3f6dd1d069509538db90dac66c02a7d71a70294cc52ca3
b5af795b24f0271b547e247141425df728248e93bb187093e4012bdbd5d7d689,jFUMvm_epUE_s5410,969,b5af795b24f0.jpg,0.500000,1,107032,05e7d2e60a3963f316e01b0db42344327be0fb62351aa7ffde021fe457428810
b685ece1187f37ea3d428170a271c8c643f7e2cdd55e80290fe40dfd5709d4d8,QXFM3hlaDAk_s1375,2302,b685ece1187f.jpg,0.500000,1,147584,178dfa10d9a7de66b4751d408bab0720d03a581b7b8a94dedaea7122aef574d3
ba519d9d2c6cc66d6b2e83fe3936ef7d2327db67407f5617d258d37d7501da89,gkwmu8Hf364_s1180,1206,ba519d9d2c6c.jpg,0.500000,1,154628,f987891f014543387277852e7557eb441575e76bfbd0d371ccbcb4495230ff44
bf4d06695caf7c86b3e689ccc03e1853b3fde9e3f66718f4a04b441621db3180,jFUMvm_epUE_s5410,2269,bf4d06695caf.jpg,0.500000,1,69636,4f47adbfc3c7702dce8c7f4c0f319b1816d393d95ab450a8462be06111717b7b
bf8ec16d7fd8e14da89f623712b40018b2f542f700d3a368701e381f3c5ff357,14Mh4JjtLVg_s1414,878,bf8ec16d7fd8.jpg,0.500000,1,190713,339508d101ddaa83cba5191480595576bb1a14e894ba7b5f5f730dfd5851fff8
c54a334623a1b8d9e571e62eac965c8ede6739d5bed935015abab370472fcb0b,FaMCJR6tFm0_s2576,3782,c54a334623a1.jpg,0.500000,1,141037,a91a93205c7671d034684d7c4be1e18ccda4fe10e3c0fe39d696707cd1467211
cd43f357d0f405237d1005725db6374793466d20bba8d24110118abeb6281ee6,jFUMvm_epUE_s5410,3569,cd43f357d0f4.jpg,0.500000,1,185353,7b6c135b38bf4966e2e7dfdcc774bd632c94736e8c1afd7fff311cfc286f7abb
d9ae8fcaf95541bb40037ac07beb28673c9fab0f83955e9ec184c8b60ff08add,FaMCJR6tFm0_s2576,5949,d9ae8fcaf955.jpg,0.500000,1,144351,037058beb8e78be4a3b2ee5a075db59ef6d1d3bd3245c1c2618c083e51a56ca1
da9f320e8c5402ac323908238adc6481878775a1cfae9beed39d18e1b350feda,EqseleqhpTk_s4005,3660,da9f320e8c54.jpg,0.500000,1,155623,fd66dc968863de62620abc392080e1ee3fb112982c4e000fd0fff61c09980aa9
e24c7bccdd36b89de777b8443592ec70a1c5093b7680d1c68e876a692890cbb5,ql7kzzTRo4M_s2850,3493,e24c7bccdd36.jpg,0.500000,1,152258,89109e00adcd1ab97eee5bfcbd51f1de5fed97b160baf3246026c45bba59f62a
e693a224674439428df3b06babc0394b865cf061341e63709669896e64629496,QXFM3hlaDAk_s1375,3602,e693a2246744.jpg,0.500000,1,108665,ff95094c9bd092b768fe3982718fcc363cebbbe2ee96e4f1301b52074840c6bd
ec6d39d3cc722123b0f94eee47278fdb728cb214321cc4164947334284c04dd4,ql7kzzTRo4M_s2850,6090,ec6d39d3cc72.jpg,0.500000,1,134616,b8f59f036d216f5e2d685a21650942ec674295ae45ff3d9badd4c18d2687eea2
f2316aba3940f10cee830921bf5e82c7d51db779ffad708534d36f1aedf52573,_fl2i6vToTM_s3097,6271,f2316aba3940.jpg,0.500000,1,166685,e5ca3e7c210721c0418c1a0b57f2b91295204ca538ffc8f2513079061a385fcd
f297b0aac67862980d7ffc44bf7fc8822efe13c8b211466c1c7f38face902752,i2y-_7B0IUg_s90,6103,f297b0aac678.jpg,0.500000,1,193318,7d947c3937707bddccafc845315b10efc8a8f317f6ef8639f57db15f08612b1d
f2e679257cd086616909e7edf8a0c9570e8076d3e37b09819f8ea2a010413712,7HQqWMaKxpA_s5550,283,f2e679257cd0.jpg,0.500000,1,150841,68d476c3069d26a03afb2615d2ba5c4368e34eb28c4ef9e577778ec4d9921583
