kind,competition,game,section_id,source_tree,source_path,source_bytes,source_sha256,width,height,avg_fps,r_fps,codec_name,duration_s,usable_start_s,usable_span_s,frame_cap,eligible,reason,draw_kind,draw_order,population,window_start_s,start_frame,frames,window_end_s
1080p30,UNDECLARED,Y1cgaIWW8gk,Y1cgaIWW8gk_s2784,g364_scratch_val,/workspace/g364_scratch/val/Y1cgaIWW8gk_s2784.mp4,68904225,22a91f62f26f48260e14d5c5a0646b8dcb15cbe0394e696558211ab64370e6a6,1920,1080,30.0,30.0,h264,135.067,0.0,135.067,300,YES,,1080p30,10,40,44.378613,1331,300,54.378613
1080p30,UNDECLARED,qrWmO434a0k,qrWmO434a0k_s2804,g364_scratch_val,/workspace/g364_scratch/val/qrWmO434a0k_s2804.mp4,74235194,2c33e311213b951f10b58648bd8a7b179ddc0212f49af4a27910c9e233a822f3,1920,1080,30.0,30.0,h264,135.067,0.0,135.067,300,YES,,1080p30,11,40,48.413032,1452,300,58.413032
1080p30,UNDECLARED,tFnl0NVn6FA,tFnl0NVn6FA_s2774,g364_scratch_val,/workspace/g364_scratch/val/tFnl0NVn6FA_s2774.mp4,69117769,989b21a52bd79e7ae078f3ce3b366fdc093a5ac95997fa20a764abfebf945350,1920,1080,30.0,30.0,h264,135.1,0.0,135.1,300,YES,,1080p30,12,40,52.46129,1574,300,62.46129
1080p30,UNDECLARED,tFnl0NVn6FA,tFnl0NVn6FA_s90,g364_scratch_val,/workspace/g364_scratch/val/tFnl0NVn6FA_s90.mp4,65212592,f7b6d933bc6f93b65843014bfc0a230c678f645b31cb8995d4616f86e1209e5b,1920,1080,30.0,30.0,h264,136.034,0.0,136.034,300,YES,,1080p30,13,40,56.918581,1708,300,66.918581
1080p30,UNDECLARED,tZeqmc_-,tZeqmc_-_sA_s2574,g364_scratch_val,/workspace/g364_scratch/val/tZeqmc_-_sA_s2574.mp4,75846958,fa1af41f9feec5521f0115083f0ae6150d9679e320030b1b5cd332a5d801f90b,1920,1080,30.0,30.0,h264,135.034,0.0,135.034,300,YES,,1080p30,14,40,60.500323,1815,300,70.500323
1080p30,nba,yZ5u2sOpiNU,yZ5u2sOpiNU_s1371,footage_corpus,/workspace/g402_scratch/srcs/nba__yZ5u2sOpiNU_s1371.mp4,69403189,aca1476c9b90f46dd527f54447fb0820950ee644880bd6f6eb87bfec2abb0aad,1920,1080,29.97003,29.97003,h264,130.066,0.0,130.066,300,YES,,1080p30,15,40,61.969548,1857,300,71.969548
1080p30,nba,yZ5u2sOpiNU,yZ5u2sOpiNU_s3933,footage_corpus,/workspace/g402_scratch/srcs/nba__yZ5u2sOpiNU_s3933.mp4,64267541,352e09fc2a2ea29bd9b42ccb32d9c944d26de241880a7d7a9aa37cec0dbb6eed,1920,1080,29.97003,29.97003,h264,130.092,0.0,130.092,300,YES,,1080p30,16,40,65.856903,1974,300,75.856903
1080p30,nba,yZ5u2sOpiNU,yZ5u2sOpiNU_s5214,footage_corpus,/workspace/g402_scratch/srcs/nba__yZ5u2sOpiNU_s5214.mp4,62680969,2ed233becd5ae41aa1762008c279fbbd66977741ee00dbe3e00405deb9b42f10,1920,1080,29.97003,29.97003,h264,130.072,0.0,130.072,300,YES,,1080p30,17,40,69.719226,2089,300,79.719226
1080p30,nba,yZ5u2sOpiNU,yZ5u2sOpiNU_s90,footage_corpus,/workspace/g402_scratch/srcs/nba__yZ5u2sOpiNU_s90.mp4,74361691,1c98e777689a974d4fff1fa6f68f7c57cbfb072f293200e063d0b8173fc1b732,1920,1080,29.97003,29.97003,h264,130.087,0.0,130.087,300,YES,,1080p30,18,40,73.60171,2206,300,83.60171
1080p30,ncaa_basketball,4JS090XPhmM,4JS090XPhmM_s2388,footage_bridge,/workspace/g402_scratch/srcs/ncaa_basketball__4JS090XPhmM_s2388.mp4,66778666,89420d570a4a4c75ada21a1aee4a231ec8ba9b4fdb785ea8843f075691adfde9,1920,1080,29.97003,29.97003,h264,130.083,0.0,130.083,300,YES,,1080p30,19,40,77.472903,2322,300,87.472903
1080p30,ncaa_basketball,4JS090XPhmM,4JS090XPhmM_s3537,footage_bridge,/workspace/g402_scratch/srcs/ncaa_basketball__4JS090XPhmM_s3537.mp4,63404198,25a78d9554165483c59a08b5a4d42635ac5d30a0fcc4f9ba74b44f599126235d,1920,1080,29.97003,29.97003,h264,130.064,0.0,130.064,300,YES,,1080p30,20,40,81.333677,2438,300,91.333677
1080p30,ncaa_basketball,4JS090XPhmM,4JS090XPhmM_s4686,footage_bridge,/workspace/g402_scratch/srcs/ncaa_basketball__4JS090XPhmM_s4686.mp4,64513325,898fb2bcd40278b2707fe72e27bd1e098e857ba450ba0aa2abd569cea73a6006,1920,1080,29.97003,29.97003,h264,130.045,0.0,130.045,300,YES,,1080p30,21,40,85.193226,2553,300,95.193226
1080p30,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s1331,footage_corpus,/workspace/g402_scratch/srcs/wnba__3eeaJz1PJTM_s1331.mp4,71255359,50c101c60ab17142c2952c0ccf5a84eb1f892c12cbdde497ea212612d0ba823e,1920,1080,30.0,30.0,h264,130.034,0.0,130.034,300,YES,,1080p30,22,40,89.057484,2672,300,99.057484
1080p30,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s2572,footage_corpus,/workspace/g402_scratch/srcs/wnba__3eeaJz1PJTM_s2572.mp4,70877597,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,1920,1080,30.0,30.0,h264,130.066,0.0,130.066,300,YES,,1080p30,23,40,92.954323,2789,300,102.954323
1080p30,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s3813,footage_corpus,/workspace/g402_scratch/srcs/wnba__3eeaJz1PJTM_s3813.mp4,67932625,3a5c08bd887cea3503f9b777920ca1ef3817e931e2093a9a56a099708ff35ea6,1920,1080,30.0,30.0,h264,130.1,0.0,130.1,300,YES,,1080p30,24,40,96.854839,2906,300,106.854839
1080p30,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s6295,footage_corpus,/workspace/g402_scratch/srcs/wnba__3eeaJz1PJTM_s6295.mp4,63899908,2c1e70f510d0fc55e0b0b4cccaf4c14a6e3aec1fe20ef5d62bb1f74859776b33,1920,1080,30.0,30.0,h264,130.034,0.0,130.034,300,YES,,1080p30,25,40,100.673677,3020,300,110.673677
1080p30,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s90,footage_corpus,/workspace/g402_scratch/srcs/wnba__3eeaJz1PJTM_s90.mp4,68766082,049a0328fc4000ff937c6ae9f43540110e7f6564555e70287718efb85a34e48f,1920,1080,30.0,30.0,h264,130.033,0.0,130.033,300,YES,,1080p30,26,40,104.544871,3136,300,114.544871
1080p30,wnba,J8pMOFvFlsU,J8pMOFvFlsU_s1384,footage_corpus,/workspace/data/footage_corpus/wnba__J8pMOFvFlsU_s1384.mp4,42176869,4c1d058692f70800de83c62d500663c409836f17583b63eee686417819291104,1920,1080,30.0,30.0,h264,130.033,0.0,130.033,300,YES,,1080p30,27,40,108.416903,3253,300,118.416903
1080p30,wnba,J8pMOFvFlsU,J8pMOFvFlsU_s3972,footage_corpus,/workspace/data/footage_corpus/wnba__J8pMOFvFlsU_s3972.mp4,44234735,3de8f9f051dcc218266201eb853db4a06f52025bdd70cadd3e6532e1d1b422f2,1920,1080,30.0,30.0,h264,130.067,0.0,130.067,300,YES,,1080p30,28,40,112.320742,3370,300,122.320742
1080p30,wnba,J8pMOFvFlsU,J8pMOFvFlsU_s90,footage_corpus,/workspace/data/footage_corpus/wnba__J8pMOFvFlsU_s90.mp4,44642137,59c10e316187abf81295f6d2c8310d6cfc9991b588f007aa59d9e8f2c29b4450,1920,1080,30.0,30.0,h264,130.067,0.0,130.067,300,YES,,1080p30,29,40,116.193871,3486,300,126.193871
720p60,basketball,acb-jHcR5UxPGuE,acb-jHcR5UxPGuE_s1393,footage_corpus,/workspace/data/footage_corpus/basketball__acb-jHcR5UxPGuE_s1393.mp4,56995485,cc7a0d0220ddacd665990cc9d7b480a8642d3bc5b528dcac63e8bd463a0f67dc,1280,720,60.0,60.0,h264,130.016,0.0,130.016,600,YES,,720p60,0,79,3.871484,232,600,13.871484
720p60,basketball,acb-jHcR5UxPGuE,acb-jHcR5UxPGuE_s90,footage_corpus,/workspace/data/footage_corpus/basketball__acb-jHcR5UxPGuE_s90.mp4,55642588,ac6851c4ec10a7af7a9835c7a23e052ade96195ed63eff715915fd7be28e8eed,1280,720,60.0,60.0,h264,130.033,0.0,130.033,600,YES,,720p60,1,79,7.744065,465,600,17.744065
720p60,nba,3gBeJyl7Szg,3gBeJyl7Szg_s2302,footage_corpus,/workspace/data/footage_corpus/nba__3gBeJyl7Szg_s2302.mp4,50300132,c5b29bf4785c36f82b93ae763cec6a3eafb62aad11f25cb598fecfb69b11c4c0,1280,720,60.0,60.0,h264,130.016,0.0,130.016,600,YES,,720p60,2,79,11.614452,697,600,21.614452
720p60,nba,3gBeJyl7Szg,3gBeJyl7Szg_s90,footage_corpus,/workspace/data/footage_corpus/nba__3gBeJyl7Szg_s90.mp4,53285520,72e32ee1bee191d1175bd2fe2615adcba2ff37276822f17aa28c8a9e80c53fbb,1280,720,60.0,60.0,h264,130.117,0.0,130.117,600,YES,,720p60,3,79,15.498968,930,600,25.498968
720p60,nba,Kh7Fj4ogPN4,Kh7Fj4ogPN4_s3606,footage_corpus,/workspace/data/footage_corpus/nba__Kh7Fj4ogPN4_s3606.mp4,54541208,04ea3cc7355238a1635dae07c262371876d546c912a51ddce47dbda2602819eb,1280,720,59.940065,59.94006,h264,130.049,0.0,130.049,600,YES,,720p60,4,79,19.362742,1161,600,29.362742
720p60,nba,Kh7Fj4ogPN4,Kh7Fj4ogPN4_s5950,footage_corpus,/workspace/data/footage_corpus/nba__Kh7Fj4ogPN4_s5950.mp4,54056259,83fa214abc8f82813c17d35794bac5902578b0d74e12d943acde1b41e5675c23,1280,720,59.940062,59.94006,h264,130.024,0.0,130.024,600,YES,,720p60,5,79,23.230452,1392,600,33.230452
720p60,nba,Ktu6yFS9iMo,Ktu6yFS9iMo_s2532,footage_corpus,/workspace/data/footage_corpus/nba__Ktu6yFS9iMo_s2532.mp4,46239769,b8a9ec95176c333ef6aa473c35b43a072f2c648efbb6d1a973c314b5c04a0e9c,1280,720,59.940065,59.94006,h264,130.026,0.0,130.026,600,YES,,720p60,6,79,27.102645,1625,600,37.102645
720p60,nba,Ktu6yFS9iMo,Ktu6yFS9iMo_s6195,footage_corpus,/workspace/data/footage_corpus/nba__Ktu6yFS9iMo_s6195.mp4,45328752,dce9d31c4a8eec01d6c25d9121ef8ef5df2928241cad4634eedb5a1855d9c95a,1280,720,59.940065,59.94006,h264,130.052,0.0,130.052,600,YES,,720p60,7,79,30.981161,1857,600,40.981161
720p60,nba,L7o4UCIIqS4,L7o4UCIIqS4_s2656,footage_corpus,/workspace/data/footage_corpus/nba__L7o4UCIIqS4_s2656.mp4,54975598,b1eebfff7d799fedb2a8f485ba98a6fa26021926e7da36bdb4b6a30f1e33d3b0,1280,720,59.940062,59.94006,h264,130.067,0.0,130.067,600,YES,,720p60,8,79,34.858161,2089,600,44.858161
720p60,nba,L7o4UCIIqS4,L7o4UCIIqS4_s5222,footage_corpus,/workspace/data/footage_corpus/nba__L7o4UCIIqS4_s5222.mp4,46736475,683cc5b0c45ba119f7f545359536042468c67f351fbad50babbe5601f7fbc862,1280,720,59.940062,59.94006,h264,130.047,0.0,130.047,600,YES,,720p60,9,79,38.724839,2321,600,48.724839
720p60,nba,oL9Uaie2v2A,oL9Uaie2v2A_s2438,footage_corpus,/workspace/data/footage_corpus/nba__oL9Uaie2v2A_s2438.mp4,50026054,083be07558717cdfc7f4aa2375b99132e90b1130a2a3fe9452e66eafb5693744,1280,720,59.940065,59.94006,h264,130.049,0.0,130.049,600,YES,,720p60,10,79,42.598032,2553,600,52.598032
720p60,nba,oL9Uaie2v2A,oL9Uaie2v2A_s5960,footage_corpus,/workspace/data/footage_corpus/nba__oL9Uaie2v2A_s5960.mp4,40086716,973783b470a0e9999cb2cc543c966313b80a5a6b5c3a9e8c6bee80bd754c676f,1280,720,59.940065,59.94006,h264,130.034,0.0,130.034,600,YES,,720p60,11,79,46.464774,2785,600,56.464774
720p60,ncaa_basketball,6rQ2sV4upfc,6rQ2sV4upfc_s1509,footage_corpus,/workspace/g402_scratch/srcs/ncaa_basketball__6rQ2sV4upfc_s1509.mp4,50953115,d10e7b95e85fbad71589d18da9098e31dfa312df913c1b701396038528056c0a,1280,720,59.940062,59.94006,h264,130.07,0.0,130.07,600,YES,,720p60,12,79,50.351935,3018,600,60.351935
720p60,ncaa_basketball,6rQ2sV4upfc,6rQ2sV4upfc_s90,footage_corpus,/workspace/g402_scratch/srcs/ncaa_basketball__6rQ2sV4upfc_s90.mp4,54041007,8cf60bd1df8a9b74c7126efcf14219fd356040e62923f4f07fdb089661ffcee5,1280,720,59.940065,59.94006,h264,130.037,0.0,130.037,600,YES,,720p60,13,79,54.210258,3249,600,64.210258
720p60,ncaa_basketball,7blRl4zVfrY,7blRl4zVfrY_s3489,footage_corpus,/workspace/g402_scratch/srcs/ncaa_basketball__7blRl4zVfrY_s3489.mp4,56326299,b5d027dbca93a647b4545a8a1e5b9f7da80e078b394f74fd504c5c0e8e7b31ea,1280,720,59.940062,59.94006,h264,130.032,0.0,130.032,600,YES,,720p60,14,79,58.08,3481,600,68.08
720p60,ncaa_basketball,7blRl4zVfrY,7blRl4zVfrY_s90,footage_corpus,/workspace/g402_scratch/srcs/ncaa_basketball__7blRl4zVfrY_s90.mp4,57345020,38864a8e2c87e4535209cfe37a3c2913bb321f19e39de735cc310f9b8cf83698,1280,720,59.940065,59.94006,h264,130.037,0.0,130.037,600,YES,,720p60,15,79,61.954581,3714,600,71.954581
720p60,ncaa_basketball,FyMWTVsJvv8,FyMWTVsJvv8_s4332,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__FyMWTVsJvv8_s4332.mp4,57043679,378f11f7d00dc6c7f75b4c1ca6f7331b5950a3d6491d14fb254ef62f1bf9cf80,1280,720,59.940065,59.94006,h264,130.024,0.0,130.024,600,YES,,720p60,16,79,65.819613,3945,600,75.819613
720p60,ncaa_basketball,Ge4uewCFUFQ,Ge4uewCFUFQ_s2382,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,56676340,b175030e1237c857424b6d449d8138dde0f94f389227f0a4afa4dbda195a13de,1280,720,59.940062,59.94006,h264,130.026,0.0,130.026,600,YES,,720p60,17,79,69.692516,4177,600,79.692516
720p60,ncaa_basketball,Ge4uewCFUFQ,Ge4uewCFUFQ_s4674,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__Ge4uewCFUFQ_s4674.mp4,56750617,081a5b8634af9e6ef013ebb6215c2fcf698308f6e35ca8e045daf1c4a5d69932,1280,720,59.940065,59.94006,h264,130.033,0.0,130.033,600,YES,,720p60,18,79,73.568613,4410,600,83.568613
720p60,ncaa_basketball,IpR4pT8iN0Y,IpR4pT8iN0Y_s2432,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__IpR4pT8iN0Y_s2432.mp4,50526631,d2e9618fca2988d0e74654b65178e7b219551eeb90c17275e5f2e5f8a94765fe,1280,720,59.940065,59.94006,h264,130.026,0.0,130.026,600,YES,,720p60,19,79,77.436129,4642,600,87.436129
720p60,ncaa_basketball,KZK9rv9TnGE,KZK9rv9TnGE_s1474,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s1474.mp4,56938793,4c74ce17817b717b4daa4b06b745f47b1c3ac745799a586c20bf074168caf7d1,1280,720,59.940062,59.94006,h264,130.019,0.0,130.019,600,YES,,720p60,20,79,81.303194,4873,600,91.303194
720p60,ncaa_basketball,KZK9rv9TnGE,KZK9rv9TnGE_s4242,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s4242.mp4,57308946,89f5a7ef57147b8f06215865b7c502a0334f39dd7e52519815af4b407d3f1060,1280,720,59.940062,59.94006,h264,130.018,0.0,130.018,600,YES,,720p60,21,79,85.174065,5105,600,95.174065
720p60,ncaa_basketball,KZK9rv9TnGE,KZK9rv9TnGE_s90,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s90.mp4,57656755,b66f1198f2b4c2e10e6c195e15717ef045775ad12d35aa5d582997f5298debdd,1280,720,59.940065,59.94006,h264,130.02,0.0,130.02,600,YES,,720p60,22,79,89.047097,5337,600,99.047097
720p60,ncaa_basketball,dAy3tnlu3EQ,dAy3tnlu3EQ_s4326,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__dAy3tnlu3EQ_s4326.mp4,56393316,4b29aa56d687868bea366ecde8382fff8eac24f2dce52041ef01edca2ccb92ea,1280,720,59.940065,59.94006,h264,130.035,0.0,130.035,600,YES,,720p60,23,79,92.930323,5570,600,102.930323
720p60,ncaa_basketball,qTXrSRHHR2M,qTXrSRHHR2M_s2262,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__qTXrSRHHR2M_s2262.mp4,56808008,7f076a1a4b3935c5912f35f831aada9b130f176f40736535837f96917162894b,1280,720,59.940065,59.94006,h264,130.039,0.0,130.039,600,YES,,720p60,24,79,96.805645,5803,600,106.805645
720p60,ncaa_basketball,qTXrSRHHR2M,qTXrSRHHR2M_s4434,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__qTXrSRHHR2M_s4434.mp4,57333697,1b93f3a24ea0835ab220f08bae0c87baecaecc51db43b6150ab83ee7597dcb22,1280,720,59.940065,59.94006,h264,130.027,0.0,130.027,600,YES,,720p60,25,79,100.667806,6034,600,110.667806
720p60,ncaa_basketball,s-0Y7aLxXgM,s-0Y7aLxXgM_s1275,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__s-0Y7aLxXgM_s1275.mp4,55405416,f237a5cb4ab3e88218e632df9961a586bff4d955d7721926152028501a271b84,1280,720,59.940062,59.94006,h264,130.02,0.0,130.02,600,YES,,720p60,26,79,104.533548,6266,600,114.533548
720p60,ncaa_basketball,s-0Y7aLxXgM,s-0Y7aLxXgM_s4830,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__s-0Y7aLxXgM_s4830.mp4,54805277,57712e03d9af9728fa4927f3e8d2ade44d855fb2abc719e86d8c64d4c883d0b2,1280,720,59.940065,59.94006,h264,130.038,0.0,130.038,600,YES,,720p60,27,79,108.421419,6499,600,118.421419
720p60,wnba,xv0WyG7_99c,xv0WyG7_99c_s1200,footage_corpus,/workspace/data/footage_corpus/wnba__xv0WyG7_99c_s1200.mp4,54435376,19161e47d3317d67f754340c00c03406830879b772e2d41c2fc00913dc894b53,1280,720,59.940065,59.94006,h264,130.045,0.0,130.045,600,YES,,720p60,28,79,112.300161,6731,600,122.300161
720p60,wnba,xv0WyG7_99c,xv0WyG7_99c_s4530,footage_corpus,/workspace/data/footage_corpus/wnba__xv0WyG7_99c_s4530.mp4,52154279,5398cdc3ed36f2123eef01738d010d8234294e1e15d7bb3246a245054929b45c,1280,720,59.940065,59.94006,h264,130.039,0.0,130.039,600,YES,,720p60,29,79,116.166774,6963,600,126.166774
