draw_kind,section_id,sealed_start_frame,sealed_end_frame_exclusive,frame,player_id,position_source,source_branch,matched_event_id,matched_event_valid,repeated_coordinate,x_position,y_position,bbox_x1,bbox_y1,bbox_x2,bbox_y2,target_weight,mask_reason
1080p30,9sq-YMlIo9Q_s2346,,,124,4,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,124_351_849_585_994,1,0,391,824,849.0,351.0,994.0,585.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,124,5,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,124_183_1545_397_1659,1,0,35,1113,1545.0,183.0,1659.0,397.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,124,6,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,124_106_747_331_861,1,0,874,268,747.0,106.0,861.0,331.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,127,1,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,,0,1,150,1016,666.0,205.0,759.0,408.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,127,2,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,127_363_630_678_765,1,0,530,743,630.0,363.0,765.0,678.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,127,4,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,127_344_843_580_987,1,0,410,803,843.0,344.0,987.0,580.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,127,6,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,127_102_756_336_868,1,0,862,281,756.0,102.0,868.0,336.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,127,7,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,127_182_1548_397_1668,1,0,29,1118,1548.0,182.0,1668.0,397.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,127,8,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,127_81_1015_293_1114,1,0,662,471,1015.0,81.0,1114.0,293.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,127,3,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,0,0,892,272,666.2599,205.3884,759.56616,408.22623,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,127,5,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,0,0,1,1150,1553.252,183.01059,1667.252,396.66824,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,130,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,150,1016,626.0,364.0,744.0,664.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,130,3,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,130_204_673_416_772,1,0,887,275,673.0,204.0,772.0,416.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,130,4,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,130_335_820_583_991,1,0,417,797,820.0,335.0,991.0,583.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,130,6,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,130_118_764_339_878,1,0,850,293,764.0,118.0,878.0,339.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,130,7,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,130_186_1560_402_1680,1,0,9,1139,1560.0,186.0,1680.0,402.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,130,8,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,0,0,646,489,1015.0,81.0,1114.0,293.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,130,5,PREDICTION,src/tracking/advanced_tracker.py:flow_gapfill_batched,,0,0,15,1134,1562.5316,182.99484,1676.5316,396.6525,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,133,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,150,1016,590.0,363.0,738.0,642.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,133,4,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,133_325_790_580_987,1,0,447,767,790.0,325.0,987.0,580.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,133,6,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,133_116_778_341_888,1,0,836,307,778.0,116.0,888.0,341.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,133,7,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,,0,1,9,1139,683.0,196.0,782.0,425.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,133,8,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,133_84_1036_298_1135,1,0,637,496,1036.0,84.0,1135.0,298.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,133,3,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,0,0,867,298,681.969,203.55034,778.76697,412.00677,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,136,2,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,663,591,582.0,365.0,743.0,645.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,136,4,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,136_320_784_579_931,1,0,492,722,784.0,320.0,931.0,579.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,136,6,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,136_117_792_339_902,1,0,824,319,792.0,117.0,902.0,339.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,136,7,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,,0,1,9,1139,696.0,188.0,794.0,427.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,136,8,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,0,0,613,523,1043.7999,85.56905,1142.7999,299.40237,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,136,3,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,0,0,860,304,690.0088,201.87004,786.80676,410.32648,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,136,5,PREDICTION,src/tracking/advanced_tracker.py:flow_gapfill_batched,,0,0,11,1138,1581.091,182.96335,1695.091,396.621,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,139,2,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,139_359_589_638_735,1,0,677,573,589.0,359.0,735.0,638.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,139,3,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,139_194_705_427_809,1,0,836,329,705.0,194.0,809.0,427.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,139,4,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,139_320_783_576_884,1,0,531,682,783.0,320.0,884.0,576.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,139,6,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,816,326,805.0,118.0,910.0,336.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,139,8,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,139_84_1057_300_1161,1,0,614,520,1057.0,84.0,1161.0,300.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,139,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,0,150,1016,263.59665,568.77466,384.52164,837.2434,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,142,3,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,142_207_711_423_823,1,0,828,335,711.0,207.0,823.0,423.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,142,4,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,604,603,733.0,308.0,870.0,560.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,142,6,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,799,345,814.0,123.0,922.0,343.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,142,9,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,591,600,798.0,314.0,921.0,521.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,142,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,150,1016,121.665215,650.4813,242.59018,918.9501,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,142,5,PREDICTION,src/tracking/advanced_tracker.py:flow_gapfill_batched,,0,0,0,1150,1599.6503,182.93185,1713.6503,396.5895,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,145,4,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,593,611,721.0,309.0,918.0,552.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,145,6,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,789,354,829.0,121.0,934.0,340.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,145,8,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,586,548,1081.0,92.0,1183.0,306.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,148,2,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,148_363_567_573_703,1,0,825,393,567.0,363.0,703.0,573.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,148,4,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,638,562,708.0,305.0,890.0,541.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,148,8,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,579,555,1092.0,86.0,1197.0,303.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,148,10,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,822,334,746.0,199.0,846.0,397.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,151,4,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,637,570,684.0,295.0,876.0,558.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,151,8,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,564,571,1104.0,94.0,1209.0,307.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,151,10,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,793,368,753.0,207.0,856.0,417.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,154,4,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,686,511,670.0,286.0,873.0,534.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,154,10,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,779,383,756.0,195.0,864.0,423.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,154,3,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,0,828,335,569.7327,419.78406,691.06854,667.93884,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,154,8,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,534,603,1116.3931,94.29663,1220.729,308.8162,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,157,3,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,807,426,542.0,360.0,695.0,604.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,157,4,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,157_307_705_525_885,1,0,668,526,705.0,307.0,885.0,525.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,157,5,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,,0,0,0,1150,766.0,205.0,871.0,416.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,157,6,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,734,411,871.0,126.0,979.0,351.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,157,8,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,542,593,1125.0,98.0,1232.0,309.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,160,4,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,160_307_709_514_883,1,0,683,507,709.0,307.0,883.0,514.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,160,5,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,,0,1,0,1150,541.0,351.0,730.0,624.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,160,8,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,534,600,1134.0,94.0,1242.0,308.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,160,10,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,763,398,774.0,199.0,882.0,419.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,160,3,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,804,446,523.3759,372.91565,663.71344,618.57715,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,163,2,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,792,441,546.0,337.0,705.0,606.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,163,4,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,163_307_717_514_894,1,0,671,519,717.0,307.0,894.0,514.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,163,5,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,,0,1,0,1150,780.0,198.0,896.0,413.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,163,6,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,717,427,888.0,129.0,1002.0,348.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,163,8,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,505,632,1145.6783,95.94089,1252.695,309.1826,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,166,2,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,840,391,533.0,328.0,674.0,598.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,166,4,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,166_307_713_514_902,1,0,668,521,713.0,307.0,902.0,514.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,166,5,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,,0,1,0,1150,781.0,201.0,913.0,411.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,166,8,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,726,500,603.0,315.0,753.0,595.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,166,9,PREDICTION,src/tracking/advanced_tracker.py:flow_gapfill_batched,,0,0,586,605,798.0,314.0,921.0,521.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,169,2,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,867,363,513.0,324.0,663.0,596.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,169,4,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,169_294_712_516_910,1,0,660,530,712.0,294.0,910.0,516.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,169,5,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,,0,1,0,1150,786.0,197.0,917.0,415.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,169,6,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,708,435,900.0,128.0,1014.0,345.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,172,2,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,906,325,474.0,330.0,650.0,598.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,172,4,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,172_286_711_517_913,1,0,658,533,711.0,286.0,913.0,517.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,172,5,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,,0,1,0,1150,590.0,374.0,748.0,604.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,172,8,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,0,726,500,334.1421,470.6773,467.11102,724.22614,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,175,2,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,911,323,474.0,333.0,638.0,602.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,175,4,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,175_197_720_517_914,1,0,651,540,720.0,197.0,914.0,517.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,175,5,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,,0,1,0,1150,568.0,384.0,745.0,604.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,175,6,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,699,444,903.0,133.0,1024.0,348.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,178,2,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,943,284,474.0,337.0,620.0,588.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,178,4,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,178_290_630_540_786,1,0,764,438,630.0,290.0,786.0,540.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,178,6,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,687,457,922.0,125.0,1024.0,350.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,178,5,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,0,1150,526.1874,436.56592,687.20825,658.82715,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,181,2,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,897,330,474.0,331.0,676.0,589.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,181,4,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,181_298_621_548_778,1,0,765,439,621.0,298.0,778.0,548.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,181,6,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,673,472,930.0,123.0,1026.0,358.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,181,5,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,0,1150,472.2824,491.00958,633.3033,713.2708,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,184,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,0,150,1016,378.0,441.0,525.0,644.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,184,2,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,184_345_489_599_663,1,0,882,350,489.0,345.0,663.0,599.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,184,4,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,184_298_609_552_798,1,0,754,452,609.0,298.0,798.0,552.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,184,6,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,669,479,923.0,136.0,1017.0,369.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30,9sq-YMlIo9Q_s2346,,,184,7,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,184_206_1527_420_1653,1,0,1,1152,1527.0,206.0,1653.0,420.0,1,CANDIDATE_ONLY
1080p30,9sq-YMlIo9Q_s2346,,,184,5,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,0,1150,418.37744,545.45325,579.3983,767.7145,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
