card_id,draw_kind,section_id,sealed_start_frame,sealed_end_frame_exclusive,frame,player_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,native_width,native_height,box_within_frame,position_source,matched_event_id,matched_event_valid,repeated_coordinate,target_weight,mask_reason
1080p30_11,1080p30,Y1cgaIWW8gk_s2784,1331,1631,1595,3,888,379,972,586,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_11,1080p30,Y1cgaIWW8gk_s2784,1331,1631,1595,4,678,299,923,765,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_11,1080p30,Y1cgaIWW8gk_s2784,1331,1631,1595,6,314,552,737,780,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_11,1080p30,Y1cgaIWW8gk_s2784,1331,1631,1595,10,1359,563,1471,818,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_12,1080p30,tFnl0NVn6FA_s2774,1574,1874,1586,3,1284,489,1410,742,1920,1080,1,DETECTION,1586_489_1284_742_1410,1,0,1,CANDIDATE_ONLY
1080p30_12,1080p30,tFnl0NVn6FA_s2774,1574,1874,1586,4,882,352,984,523,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_12,1080p30,tFnl0NVn6FA_s2774,1574,1874,1586,5,862,449,1018,716,1920,1080,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_12,1080p30,tFnl0NVn6FA_s2774,1574,1874,1586,6,1677,574,1863,879,1920,1080,1,DETECTION,1586_574_1677_879_1863,1,0,1,CANDIDATE_ONLY
1080p30_12,1080p30,tFnl0NVn6FA_s2774,1574,1874,1586,7,1417,299,1538,520,1920,1080,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_12,1080p30,tFnl0NVn6FA_s2774,1574,1874,1586,8,1316,379,1421,523,1920,1080,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_13,1080p30,tFnl0NVn6FA_s2774,1574,1874,1844,5,1608,537,1740,880,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_13,1080p30,tFnl0NVn6FA_s2774,1574,1874,1844,7,1740,211,1854,427,1920,1080,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_13,1080p30,tFnl0NVn6FA_s2774,1574,1874,1844,10,619,367,748,703,1920,1080,1,DETECTION,1844_367_619_703_748,1,0,1,CANDIDATE_ONLY
1080p30_13,1080p30,tFnl0NVn6FA_s2774,1574,1874,1844,9,1471,198,1579,474,1920,1080,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_14,1080p30,tFnl0NVn6FA_s90,1708,2008,1936,2,-15,158,487,1021,1920,1080,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_14,1080p30,tFnl0NVn6FA_s90,1708,2008,1936,4,548,162,978,1027,1920,1080,1,CLAMP,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_14,1080p30,tFnl0NVn6FA_s90,1708,2008,1936,8,1108,582,1210,751,1920,1080,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_14,1080p30,tFnl0NVn6FA_s90,1708,2008,1936,10,502,543,591,726,1920,1080,1,SUBPIXEL,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_15,1080p30,tZeqmc_-_sA_s2574,1815,2115,2004,10,852,159,948,323,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_15,1080p30,tZeqmc_-_sA_s2574,1815,2115,2004,5,890,433,1050,733,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_15,1080p30,tZeqmc_-_sA_s2574,1815,2115,2004,3,915,420,1017,721,1920,1080,1,SUBPIXEL,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_15,1080p30,tZeqmc_-_sA_s2574,1815,2115,2004,6,900,420,1045,706,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_15,1080p30,tZeqmc_-_sA_s2574,1815,2115,2004,9,1290,101,1407,329,1920,1080,1,SUBPIXEL,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_16,1080p30,yZ5u2sOpiNU_s3933,1974,2274,2031,1,234,-15,764,353,1920,1080,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_17,1080p30,yZ5u2sOpiNU_s5214,2089,2389,2104,1,411,272,516,549,1920,1080,1,DETECTION,2104_272_411_549_516,1,0,1,CANDIDATE_ONLY
1080p30_17,1080p30,yZ5u2sOpiNU_s5214,2089,2389,2104,2,202,426,369,738,1920,1080,1,DETECTION,2104_426_202_738_369,1,0,1,CANDIDATE_ONLY
1080p30_17,1080p30,yZ5u2sOpiNU_s5214,2089,2389,2104,5,1041,460,1176,813,1920,1080,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_17,1080p30,yZ5u2sOpiNU_s5214,2089,2389,2104,8,128,146,230,371,1920,1080,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_18,1080p30,yZ5u2sOpiNU_s90,2206,2506,2299,2,192,122,294,393,1920,1080,1,SUBPIXEL,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_18,1080p30,yZ5u2sOpiNU_s90,2206,2506,2299,3,747,916,852,1035,1920,1080,1,DETECTION,2299_916_747_1035_852,1,0,1,CANDIDATE_ONLY
1080p30_18,1080p30,yZ5u2sOpiNU_s90,2206,2506,2299,4,239,176,423,469,1920,1080,1,DETECTION,2299_176_239_469_423,1,0,1,CANDIDATE_ONLY
1080p30_18,1080p30,yZ5u2sOpiNU_s90,2206,2506,2299,5,855,108,1027,394,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_18,1080p30,yZ5u2sOpiNU_s90,2206,2506,2299,6,384,120,507,366,1920,1080,1,CLAMP,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_18,1080p30,yZ5u2sOpiNU_s90,2206,2506,2299,8,1224,354,1389,650,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_18,1080p30,yZ5u2sOpiNU_s90,2206,2506,2299,9,1809,451,1935,685,1920,1080,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_19,1080p30,4JS090XPhmM_s2388,2322,2622,2373,2,187,584,343,712,1920,1080,1,CLAMP,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_19,1080p30,4JS090XPhmM_s2388,2322,2622,2373,7,176,555,268,783,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_19,1080p30,4JS090XPhmM_s2388,2322,2622,2373,10,-15,611,66,875,1920,1080,0,SUBPIXEL,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_20,1080p30,4JS090XPhmM_s3537,2438,2738,2447,8,876,393,1005,684,1920,1080,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_20,1080p30,4JS090XPhmM_s3537,2438,2738,2447,4,871,383,1048,708,1920,1080,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_21,1080p30,4JS090XPhmM_s3537,2438,2738,2708,2,1863,44,1935,375,1920,1080,0,CLAMP,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_21,1080p30,4JS090XPhmM_s3537,2438,2738,2708,3,1484,300,1617,652,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_21,1080p30,4JS090XPhmM_s3537,2438,2738,2708,8,1764,4,1905,263,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_21,1080p30,4JS090XPhmM_s3537,2438,2738,2708,7,594,628,732,932,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_22,1080p30,4JS090XPhmM_s4686,2553,2853,2781,4,693,73,1145,843,1920,1080,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_22,1080p30,4JS090XPhmM_s4686,2553,2853,2781,8,286,71,1075,847,1920,1080,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_22,1080p30,4JS090XPhmM_s4686,2553,2853,2781,10,-15,281,438,1006,1920,1080,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_23,1080p30,3eeaJz1PJTM_s1331,2672,2972,2948,4,800,498,927,618,1920,1080,1,DETECTION,2948_498_800_618_927,1,0,1,CANDIDATE_ONLY
1080p30_23,1080p30,3eeaJz1PJTM_s1331,2672,2972,2948,6,-15,615,201,873,1920,1080,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_24,1080p30,3eeaJz1PJTM_s2572,2789,3089,3023,2,247,360,360,524,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_24,1080p30,3eeaJz1PJTM_s2572,2789,3089,3023,3,1185,423,1407,750,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_24,1080p30,3eeaJz1PJTM_s2572,2789,3089,3023,7,850,54,1099,353,1920,1080,1,CLAMP,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_24,1080p30,3eeaJz1PJTM_s2572,2789,3089,3023,8,1495,117,1672,379,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_24,1080p30,3eeaJz1PJTM_s2572,2789,3089,3023,10,423,45,547,153,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_24,1080p30,3eeaJz1PJTM_s2572,2789,3089,3023,5,1005,117,1184,311,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_25,1080p30,3eeaJz1PJTM_s3813,2906,3206,3098,4,334,463,512,814,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_25,1080p30,3eeaJz1PJTM_s3813,2906,3206,3098,3,296,162,431,409,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_25,1080p30,3eeaJz1PJTM_s3813,2906,3206,3098,5,691,371,901,645,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_25,1080p30,3eeaJz1PJTM_s3813,2906,3206,3098,9,920,419,1109,722,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_25,1080p30,3eeaJz1PJTM_s3813,2906,3206,3098,7,1271,403,1427,708,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_25,1080p30,3eeaJz1PJTM_s3813,2906,3206,3098,10,759,421,930,718,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_25,1080p30,3eeaJz1PJTM_s3813,2906,3206,3098,6,297,161,425,404,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_26,1080p30,3eeaJz1PJTM_s90,3136,3436,3286,5,1495,927,1576,1035,1920,1080,1,SUBPIXEL,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_26,1080p30,3eeaJz1PJTM_s90,3136,3436,3286,6,1545,930,1623,1035,1920,1080,1,SUBPIXEL,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_26,1080p30,3eeaJz1PJTM_s90,3136,3436,3286,7,387,772,467,918,1920,1080,1,SUBPIXEL,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_27,1080p30,J8pMOFvFlsU_s1384,3253,3553,3364,6,1680,241,1929,664,1920,1080,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_27,1080p30,J8pMOFvFlsU_s1384,3253,3553,3364,7,945,462,1167,874,1920,1080,1,CLAMP,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_27,1080p30,J8pMOFvFlsU_s1384,3253,3553,3364,8,424,144,639,681,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_27,1080p30,J8pMOFvFlsU_s1384,3253,3553,3364,2,563,220,795,682,1920,1080,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_27,1080p30,J8pMOFvFlsU_s1384,3253,3553,3364,3,970,485,1183,695,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_28,1080p30,J8pMOFvFlsU_s3972,3370,3670,3439,1,362,289,510,609,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_28,1080p30,J8pMOFvFlsU_s3972,3370,3670,3439,3,22,471,178,656,1920,1080,1,CLAMP,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_28,1080p30,J8pMOFvFlsU_s3972,3370,3670,3439,10,331,258,484,435,1920,1080,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_29,1080p30,J8pMOFvFlsU_s90,3486,3786,3783,7,382,289,643,732,1920,1080,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
1080p30_29,1080p30,J8pMOFvFlsU_s90,3486,3786,3783,9,197,38,358,359,1920,1080,1,DETECTION,3783_38_197_359_358,1,0,1,CANDIDATE_ONLY
720p60_01,720p60,acb-jHcR5UxPGuE_s90,465,1065,537,3,1125,260,1203,415,1280,720,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_01,720p60,acb-jHcR5UxPGuE_s90,465,1065,537,9,504,176,595,302,1280,720,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_02,720p60,3gBeJyl7Szg_s2302,697,1297,751,3,330,2,516,584,1280,720,1,DETECTION,751_2_330_584_516,1,0,1,CANDIDATE_ONLY
720p60_02,720p60,3gBeJyl7Szg_s2302,697,1297,751,1,449,-5,1055,632,1280,720,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_03,720p60,3gBeJyl7Szg_s90,930,1530,966,1,850,270,970,540,1280,720,1,DETECTION,966_270_850_540_970,1,0,1,CANDIDATE_ONLY
720p60_03,720p60,3gBeJyl7Szg_s90,930,1530,966,6,848,270,966,539,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_04,720p60,Kh7Fj4ogPN4_s3606,1161,1761,1173,4,1099,320,1293,599,1280,720,0,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_04,720p60,Kh7Fj4ogPN4_s3606,1161,1761,1173,5,1171,-13,1295,176,1280,720,0,DETECTION,1173_-13_1171_176_1295,1,0,1,CANDIDATE_ONLY
720p60_04,720p60,Kh7Fj4ogPN4_s3606,1161,1761,1173,9,1167,135,1293,320,1280,720,0,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_04,720p60,Kh7Fj4ogPN4_s3606,1161,1761,1173,1,81,12,282,495,1280,720,1,SUBPIXEL,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_05,720p60,Kh7Fj4ogPN4_s3606,1161,1761,1755,7,373,338,485,563,1280,720,1,CLAMP,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
