kind,competition,game,section_id,source_tree,source_path,source_bytes,source_sha256,width,height,avg_fps,r_fps,codec_name,duration_s,usable_start_s,usable_span_s,frame_cap,eligible,reason
OTHER_1920x1080_59.94,nba,H1-Ns9IU-JM,H1-Ns9IU-JM_s1498,footage_corpus,/workspace/data/footage_corpus/nba__H1-Ns9IU-JM_s1498.mp4,79709513,8b0a6c13b1e67180a2a908e62517358f977a5525a6fe9c40b2b9dbca793f8e9d,1920,1080,59.940065,59.94006,h264,130.027,0.0,130.027,300,,KIND_NOT_TARGETED
OTHER_1920x1080_59.94,nba,H1-Ns9IU-JM,H1-Ns9IU-JM_s2906,footage_corpus,/workspace/data/footage_corpus/nba__H1-Ns9IU-JM_s2906.mp4,81490546,779d531cb4563290d6379dc09296d97c76f8d4eaa26bb7d419370155a3593bd5,1920,1080,59.940065,59.94006,h264,130.033,0.0,130.033,300,,KIND_NOT_TARGETED
OTHER_1920x1080_59.94,nba,H1-Ns9IU-JM,H1-Ns9IU-JM_s4314,footage_corpus,/workspace/data/footage_corpus/nba__H1-Ns9IU-JM_s4314.mp4,82140964,f5deecf1dd3524771c6e4bbb432d11a9cebaf8b1769ff547f469946398319ae4,1920,1080,59.940062,59.94006,h264,130.023,0.0,130.023,300,,KIND_NOT_TARGETED
OTHER_1920x1080_59.94,nba,H1-Ns9IU-JM,H1-Ns9IU-JM_s5722,footage_corpus,/workspace/data/footage_corpus/nba__H1-Ns9IU-JM_s5722.mp4,68891654,30f9b7f8566878acad32de4f97eda3195cac47d22ed16a9d4ed04b02864223d1,1920,1080,59.940062,59.94006,h264,130.063,0.0,130.063,300,,KIND_NOT_TARGETED
OTHER_1920x1080_59.94,nba,H1-Ns9IU-JM,H1-Ns9IU-JM_s90,footage_corpus,/workspace/data/footage_corpus/nba__H1-Ns9IU-JM_s90.mp4,69118919,1493b3cb648cb243df4cde0eaa7660c288ba5c8d9841c21da4917037a3d7e0a2,1920,1080,59.940065,59.94006,h264,130.02,0.0,130.02,300,,KIND_NOT_TARGETED
720p60,nba,Kh7Fj4ogPN4,Kh7Fj4ogPN4_s1262,footage_corpus,/workspace/data/footage_corpus/nba__Kh7Fj4ogPN4_s1262.mp4,52342554,67dc1cdf87df3b49f408acd4d1ba819004df73123ed12d88dbbe78bfb9d90ccc,1280,720,59.940065,59.94006,h264,130.058,0.0,130.058,600,YES,
720p60,nba,Kh7Fj4ogPN4,Kh7Fj4ogPN4_s2434,footage_corpus,/workspace/data/footage_corpus/nba__Kh7Fj4ogPN4_s2434.mp4,54189024,5d5b0cb46579d50cdf55a42cf21efc8e4e1f204d9e1530ae54d84da849ce1aa8,1280,720,59.940065,59.94006,h264,130.045,0.0,130.045,600,YES,
720p60,nba,Kh7Fj4ogPN4,Kh7Fj4ogPN4_s3606,footage_corpus,/workspace/data/footage_corpus/nba__Kh7Fj4ogPN4_s3606.mp4,54541208,04ea3cc7355238a1635dae07c262371876d546c912a51ddce47dbda2602819eb,1280,720,59.940065,59.94006,h264,130.049,0.0,130.049,600,YES,
720p60,nba,Kh7Fj4ogPN4,Kh7Fj4ogPN4_s4778,footage_corpus,/workspace/data/footage_corpus/nba__Kh7Fj4ogPN4_s4778.mp4,56755801,0dc93ea6b35313f3be5f2e596996661b3c1d2e1d0675e97c808b9c98eb1fb611,1280,720,59.940062,59.94006,h264,130.036,0.0,130.036,600,YES,
720p60,nba,Kh7Fj4ogPN4,Kh7Fj4ogPN4_s5950,footage_corpus,/workspace/data/footage_corpus/nba__Kh7Fj4ogPN4_s5950.mp4,54056259,83fa214abc8f82813c17d35794bac5902578b0d74e12d943acde1b41e5675c23,1280,720,59.940062,59.94006,h264,130.024,0.0,130.024,600,YES,
720p60,nba,Kh7Fj4ogPN4,Kh7Fj4ogPN4_s90,footage_corpus,/workspace/data/footage_corpus/nba__Kh7Fj4ogPN4_s90.mp4,55862107,d3ca9ac7fa07f99e31292e96a31dbcebd76192c929e917da537a8a83b29b7d33,1280,720,59.940065,59.94006,h264,130.036,0.0,130.036,600,YES,
720p60,nba,Ktu6yFS9iMo,Ktu6yFS9iMo_s1311,footage_corpus,/workspace/data/footage_corpus/nba__Ktu6yFS9iMo_s1311.mp4,50470689,1197fcf502f403dc95fdc58b5e9b51dfac11c409e428c0660cdd07a5903a317f,1280,720,59.940062,59.94006,h264,130.057,0.0,130.057,600,YES,
720p60,nba,Ktu6yFS9iMo,Ktu6yFS9iMo_s2532,footage_corpus,/workspace/data/footage_corpus/nba__Ktu6yFS9iMo_s2532.mp4,46239769,b8a9ec95176c333ef6aa473c35b43a072f2c648efbb6d1a973c314b5c04a0e9c,1280,720,59.940065,59.94006,h264,130.026,0.0,130.026,600,YES,
720p60,nba,Ktu6yFS9iMo,Ktu6yFS9iMo_s3753,footage_corpus,/workspace/data/footage_corpus/nba__Ktu6yFS9iMo_s3753.mp4,42990518,7380d9b776d5997e3c13973b67e6ea1c806e34d16dc163c6da5b1049785445e6,1280,720,59.940062,59.94006,h264,130.062,0.0,130.062,600,YES,
720p60,nba,Ktu6yFS9iMo,Ktu6yFS9iMo_s4974,footage_corpus,/workspace/data/footage_corpus/nba__Ktu6yFS9iMo_s4974.mp4,52661744,591657277a6e8f9bfd9756af307fcad23a1c58ca6af1a0648311efebc1741ea4,1280,720,59.940065,59.94006,h264,130.049,0.0,130.049,600,YES,
720p60,nba,Ktu6yFS9iMo,Ktu6yFS9iMo_s6195,footage_corpus,/workspace/data/footage_corpus/nba__Ktu6yFS9iMo_s6195.mp4,45328752,dce9d31c4a8eec01d6c25d9121ef8ef5df2928241cad4634eedb5a1855d9c95a,1280,720,59.940065,59.94006,h264,130.052,0.0,130.052,600,YES,
720p60,nba,Ktu6yFS9iMo,Ktu6yFS9iMo_s90,footage_corpus,/workspace/data/footage_corpus/nba__Ktu6yFS9iMo_s90.mp4,49108375,1f027d374ff5bf37a49c6aae9e5d11b2f428f7341f148bfff2b8e7c4d812a88f,1280,720,59.940065,59.94006,h264,130.07,0.0,130.07,600,YES,
720p60,nba,L7o4UCIIqS4,L7o4UCIIqS4_s1373,footage_corpus,/workspace/data/footage_corpus/nba__L7o4UCIIqS4_s1373.mp4,57231693,e5303e583b81b2b91d62e352ccd67d548de3d5ea553b8a86a8e46994d99d37b5,1280,720,59.940062,59.94006,h264,130.035,0.0,130.035,600,YES,
720p60,nba,L7o4UCIIqS4,L7o4UCIIqS4_s2656,footage_corpus,/workspace/data/footage_corpus/nba__L7o4UCIIqS4_s2656.mp4,54975598,b1eebfff7d799fedb2a8f485ba98a6fa26021926e7da36bdb4b6a30f1e33d3b0,1280,720,59.940062,59.94006,h264,130.067,0.0,130.067,600,YES,
720p60,nba,L7o4UCIIqS4,L7o4UCIIqS4_s3939,footage_corpus,/workspace/data/footage_corpus/nba__L7o4UCIIqS4_s3939.mp4,57778870,d38e8535819ca49611ad4c67ec977832e1c779400abd81c133c3ac87d9f9b2ce,1280,720,59.940065,59.94006,h264,130.048,0.0,130.048,600,YES,
720p60,nba,L7o4UCIIqS4,L7o4UCIIqS4_s5222,footage_corpus,/workspace/data/footage_corpus/nba__L7o4UCIIqS4_s5222.mp4,46736475,683cc5b0c45ba119f7f545359536042468c67f351fbad50babbe5601f7fbc862,1280,720,59.940062,59.94006,h264,130.047,0.0,130.047,600,YES,
720p60,nba,L7o4UCIIqS4,L7o4UCIIqS4_s90,footage_corpus,/workspace/data/footage_corpus/nba__L7o4UCIIqS4_s90.mp4,57633942,e4ca0b46e5640acd52596c86eeffa7450b72f1bf7638ea3176b875f43970ab1b,1280,720,59.940065,59.94006,h264,130.037,0.0,130.037,600,YES,
720p60,nba,oL9Uaie2v2A,oL9Uaie2v2A_s1264,footage_corpus,/workspace/data/footage_corpus/nba__oL9Uaie2v2A_s1264.mp4,55386861,b9408f943e1cda85b55ed6efb85f15a2f65135f0210f440628f9d79409e6c98f,1280,720,59.940065,59.94006,h264,130.026,0.0,130.026,600,YES,
720p60,nba,oL9Uaie2v2A,oL9Uaie2v2A_s2438,footage_corpus,/workspace/data/footage_corpus/nba__oL9Uaie2v2A_s2438.mp4,50026054,083be07558717cdfc7f4aa2375b99132e90b1130a2a3fe9452e66eafb5693744,1280,720,59.940065,59.94006,h264,130.049,0.0,130.049,600,YES,
720p60,nba,oL9Uaie2v2A,oL9Uaie2v2A_s3612,footage_corpus,/workspace/data/footage_corpus/nba__oL9Uaie2v2A_s3612.mp4,52870843,6daa30e114439d58fde7fac9fa0f4a5d372fda172f3ec07c01c3dbc6e22f1b84,1280,720,59.940062,59.94006,h264,130.038,0.0,130.038,600,YES,
720p60,nba,oL9Uaie2v2A,oL9Uaie2v2A_s4786,footage_corpus,/workspace/data/footage_corpus/nba__oL9Uaie2v2A_s4786.mp4,52169707,4170cd97cecc2f77d27e6606afe0cdc01b623032ec72eac72aee40c3bda8e839,1280,720,59.940062,59.94006,h264,130.028,0.0,130.028,600,YES,
720p60,nba,oL9Uaie2v2A,oL9Uaie2v2A_s5960,footage_corpus,/workspace/data/footage_corpus/nba__oL9Uaie2v2A_s5960.mp4,40086716,973783b470a0e9999cb2cc543c966313b80a5a6b5c3a9e8c6bee80bd754c676f,1280,720,59.940065,59.94006,h264,130.034,0.0,130.034,600,YES,
720p60,nba,oL9Uaie2v2A,oL9Uaie2v2A_s90,footage_corpus,/workspace/data/footage_corpus/nba__oL9Uaie2v2A_s90.mp4,42737967,a8224d631936fe1330e98be0b081daed32386ef42af33c7ac161b5aa3cf9864b,1280,720,59.940065,59.94006,h264,130.02,0.0,130.02,600,YES,
OTHER_1280x720_23.98,nba,spBCthmSgks,spBCthmSgks_s1395,footage_corpus,/workspace/data/footage_corpus/nba__spBCthmSgks_s1395.mp4,35479793,24cb079e9c539710ffe40992d8741ca7abaa8880cc52813b6766ca7ad2469b6d,1280,720,23.976025,23.976024,h264,130.191,0.0,130.191,300,,KIND_NOT_TARGETED
OTHER_1280x720_23.98,nba,spBCthmSgks,spBCthmSgks_s2700,footage_corpus,/workspace/data/footage_corpus/nba__spBCthmSgks_s2700.mp4,35546196,f5194c9b5df95939d1189506ea11d8dbf629ae965803e890eaefaeed2034020d,1280,720,23.976027,23.976024,h264,130.244,0.0,130.244,300,,KIND_NOT_TARGETED
OTHER_1280x720_23.98,nba,spBCthmSgks,spBCthmSgks_s4005,footage_corpus,/workspace/data/footage_corpus/nba__spBCthmSgks_s4005.mp4,34779310,b9d4098cded1894fc68f7ee09a09de40f52dd3f1a7a1ce31e51666a44616ef2f,1280,720,23.976027,23.976024,h264,130.09,0.0,130.09,300,,KIND_NOT_TARGETED
OTHER_1280x720_23.98,nba,spBCthmSgks,spBCthmSgks_s5310,footage_corpus,/workspace/data/footage_corpus/nba__spBCthmSgks_s5310.mp4,35866968,015600cd9afcb9bac55accfca8c94ab90599a956ed9b299a9d213488ae4ef489,1280,720,23.976026,23.976024,h264,130.101,0.0,130.101,300,,KIND_NOT_TARGETED
OTHER_1280x720_23.98,nba,spBCthmSgks,spBCthmSgks_s6615,footage_corpus,/workspace/data/footage_corpus/nba__spBCthmSgks_s6615.mp4,35458450,fa777919e0831fa385b578e145e19aa2ea83fbc9a532d28d929303f8f03ca5a2,1280,720,23.976026,23.976024,h264,130.114,0.0,130.114,300,,KIND_NOT_TARGETED
OTHER_1280x720_23.98,nba,spBCthmSgks,spBCthmSgks_s90,footage_corpus,/workspace/data/footage_corpus/nba__spBCthmSgks_s90.mp4,36078319,7c4390edbb420b0707a7adfcca20d6ca3023ecac4a2a8e8a62c82a04834a1be3,1280,720,23.976026,23.976024,h264,130.095,0.0,130.095,300,,KIND_NOT_TARGETED
1080p30,nba,yZ5u2sOpiNU,yZ5u2sOpiNU_s1371,footage_corpus,/workspace/data/footage_corpus/nba__yZ5u2sOpiNU_s1371.mp4,69403189,aca1476c9b90f46dd527f54447fb0820950ee644880bd6f6eb87bfec2abb0aad,1920,1080,29.97003,29.97003,h264,130.066,0.0,130.066,300,YES,
1080p30,nba,yZ5u2sOpiNU,yZ5u2sOpiNU_s2652,footage_corpus,/workspace/data/footage_corpus/nba__yZ5u2sOpiNU_s2652.mp4,61348353,f01606979d06d5cef38c67b5ac78dd4d25fefd7f3f041fddbd2ba399a0ceae06,1920,1080,29.97003,29.97003,h264,130.079,0.0,130.079,300,YES,
1080p30,nba,yZ5u2sOpiNU,yZ5u2sOpiNU_s3933,footage_corpus,/workspace/data/footage_corpus/nba__yZ5u2sOpiNU_s3933.mp4,64267541,352e09fc2a2ea29bd9b42ccb32d9c944d26de241880a7d7a9aa37cec0dbb6eed,1920,1080,29.97003,29.97003,h264,130.092,0.0,130.092,300,YES,
1080p30,nba,yZ5u2sOpiNU,yZ5u2sOpiNU_s5214,footage_corpus,/workspace/data/footage_corpus/nba__yZ5u2sOpiNU_s5214.mp4,62680969,2ed233becd5ae41aa1762008c279fbbd66977741ee00dbe3e00405deb9b42f10,1920,1080,29.97003,29.97003,h264,130.072,0.0,130.072,300,YES,
1080p30,nba,yZ5u2sOpiNU,yZ5u2sOpiNU_s90,footage_corpus,/workspace/data/footage_corpus/nba__yZ5u2sOpiNU_s90.mp4,74361691,1c98e777689a974d4fff1fa6f68f7c57cbfb072f293200e063d0b8173fc1b732,1920,1080,29.97003,29.97003,h264,130.087,0.0,130.087,300,YES,
OTHER_1280x720_30.00,nba,zKcsXawOrxU,zKcsXawOrxU_s1553,footage_corpus,/workspace/data/footage_corpus/nba__zKcsXawOrxU_s1553.mp4,32805297,2b44f31d6960774193bf69841bd11f967fe0744dd3f8911f81019402b8e3eb90,1280,720,30.0,30.0,h264,130.034,0.0,130.034,300,,KIND_NOT_TARGETED
OTHER_1280x720_30.00,nba,zKcsXawOrxU,zKcsXawOrxU_s3016,footage_corpus,/workspace/data/footage_corpus/nba__zKcsXawOrxU_s3016.mp4,32873394,b55b1919f49ce38a35d43d4769c0a45b01318f7062c07c92f25926e3b32ec02b,1280,720,30.0,30.0,h264,130.033,0.0,130.033,300,,KIND_NOT_TARGETED
OTHER_1280x720_30.00,nba,zKcsXawOrxU,zKcsXawOrxU_s4479,footage_corpus,/workspace/data/footage_corpus/nba__zKcsXawOrxU_s4479.mp4,31938064,f6fd7060a14153b84b3afbeb86a57ca9c06a1b6d9067a7198ae9039898cc273e,1280,720,30.0,30.0,h264,130.1,0.0,130.1,300,,KIND_NOT_TARGETED
OTHER_1280x720_30.00,nba,zKcsXawOrxU,zKcsXawOrxU_s5942,footage_corpus,/workspace/data/footage_corpus/nba__zKcsXawOrxU_s5942.mp4,30543785,71955e74dabf608649fe0b67524ca0e323007e21e2ed481ec7347210fb28f42d,1280,720,30.0,30.0,h264,130.067,0.0,130.067,300,,KIND_NOT_TARGETED
OTHER_1280x720_30.00,nba,zKcsXawOrxU,zKcsXawOrxU_s7405,footage_corpus,/workspace/data/footage_corpus/nba__zKcsXawOrxU_s7405.mp4,12476757,fd3831ccde533445675b6a67ce9cdc99e453a7c4afd70415cc132e6bc266ef73,1280,720,30.0,30.0,h264,130.1,0.0,130.1,300,,KIND_NOT_TARGETED
OTHER_1280x720_30.00,nba,zKcsXawOrxU,zKcsXawOrxU_s90,footage_corpus,/workspace/data/footage_corpus/nba__zKcsXawOrxU_s90.mp4,31084652,81ac5652f6f9e8eff1e301792db926843376b0f38a7d63dd1143a27093ac0c36,1280,720,30.0,30.0,h264,130.033,0.0,130.033,300,,KIND_NOT_TARGETED
720p60,ncaa_basketball,6rQ2sV4upfc,6rQ2sV4upfc_s1509,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__6rQ2sV4upfc_s1509.mp4,50953115,d10e7b95e85fbad71589d18da9098e31dfa312df913c1b701396038528056c0a,1280,720,59.940062,59.94006,h264,130.07,0.0,130.07,600,YES,
720p60,ncaa_basketball,6rQ2sV4upfc,6rQ2sV4upfc_s2928,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__6rQ2sV4upfc_s2928.mp4,52460899,48797240284ab6b9869d00fc56579276c39fa5207b50172801e4b87c1bdf5142,1280,720,59.940065,59.94006,h264,130.022,0.0,130.022,600,YES,
720p60,ncaa_basketball,6rQ2sV4upfc,6rQ2sV4upfc_s4347,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__6rQ2sV4upfc_s4347.mp4,52188825,9a32663c2072337b85422e463836421bbe65681c4751dd5fbb347661f09c462c,1280,720,59.940062,59.94006,h264,130.023,0.0,130.023,600,YES,
720p60,ncaa_basketball,6rQ2sV4upfc,6rQ2sV4upfc_s90,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__6rQ2sV4upfc_s90.mp4,54041007,8cf60bd1df8a9b74c7126efcf14219fd356040e62923f4f07fdb089661ffcee5,1280,720,59.940065,59.94006,h264,130.037,0.0,130.037,600,YES,
720p60,ncaa_basketball,7blRl4zVfrY,7blRl4zVfrY_s1223,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__7blRl4zVfrY_s1223.mp4,57860776,d9fc9b14e006eff7cb040e240ee188dbd34d2cd655fe79116d47945a06ad8a72,1280,720,59.940065,59.94006,h264,130.035,0.0,130.035,600,YES,
720p60,ncaa_basketball,7blRl4zVfrY,7blRl4zVfrY_s2356,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__7blRl4zVfrY_s2356.mp4,56478743,ef4ade8f1b46410ad2a452d389a19c9e7a3a7ec2fedff7389f446e3285981ea7,1280,720,59.940065,59.94006,h264,130.017,0.0,130.017,600,YES,
720p60,ncaa_basketball,7blRl4zVfrY,7blRl4zVfrY_s3489,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__7blRl4zVfrY_s3489.mp4,56326299,b5d027dbca93a647b4545a8a1e5b9f7da80e078b394f74fd504c5c0e8e7b31ea,1280,720,59.940062,59.94006,h264,130.032,0.0,130.032,600,YES,
720p60,ncaa_basketball,7blRl4zVfrY,7blRl4zVfrY_s4622,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__7blRl4zVfrY_s4622.mp4,57365595,48cdbeead4a88963828d2012bddd6361600cc1f725be589c010ec69f9f7e411d,1280,720,59.940062,59.94006,h264,130.031,0.0,130.031,600,YES,
720p60,ncaa_basketball,7blRl4zVfrY,7blRl4zVfrY_s90,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__7blRl4zVfrY_s90.mp4,57345020,38864a8e2c87e4535209cfe37a3c2913bb321f19e39de735cc310f9b8cf83698,1280,720,59.940065,59.94006,h264,130.037,0.0,130.037,600,YES,
720p60,ncaa_basketball,FyMWTVsJvv8,FyMWTVsJvv8_s1504,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__FyMWTVsJvv8_s1504.mp4,53641555,559d259fd7d71507ee61d4bc24886a71c071fb196fbd48b93618b0e787f1a3f9,1280,720,59.940065,59.94006,h264,130.032,0.0,130.032,600,YES,
720p60,ncaa_basketball,FyMWTVsJvv8,FyMWTVsJvv8_s2918,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__FyMWTVsJvv8_s2918.mp4,56239809,b7e7601c42f7c162ec6b1c562b2888c81a4ce467ba0cb2d1c31c01a5c1e54978,1280,720,59.940062,59.94006,h264,130.029,0.0,130.029,600,YES,
720p60,ncaa_basketball,FyMWTVsJvv8,FyMWTVsJvv8_s4332,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__FyMWTVsJvv8_s4332.mp4,57043679,378f11f7d00dc6c7f75b4c1ca6f7331b5950a3d6491d14fb254ef62f1bf9cf80,1280,720,59.940065,59.94006,h264,130.024,0.0,130.024,600,YES,
720p60,ncaa_basketball,FyMWTVsJvv8,FyMWTVsJvv8_s90,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__FyMWTVsJvv8_s90.mp4,58427269,99dcfaa96a4a419dc4df9c1eb80f5494c8b3fa8bd51be462570eb0b80a673957,1280,720,59.940065,59.94006,h264,130.019,0.0,130.019,600,YES,
720p60,ncaa_basketball,Ge4uewCFUFQ,Ge4uewCFUFQ_s1236,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__Ge4uewCFUFQ_s1236.mp4,55626245,21ab04dc4cc4ba7cb2c20ce2ec78045eef4729ac35ab7c3dbe6b93f3cff62ed2,1280,720,59.940065,59.94006,h264,130.032,0.0,130.032,600,YES,
720p60,ncaa_basketball,Ge4uewCFUFQ,Ge4uewCFUFQ_s2382,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,56676340,b175030e1237c857424b6d449d8138dde0f94f389227f0a4afa4dbda195a13de,1280,720,59.940062,59.94006,h264,130.026,0.0,130.026,600,YES,
720p60,ncaa_basketball,Ge4uewCFUFQ,Ge4uewCFUFQ_s3528,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__Ge4uewCFUFQ_s3528.mp4,56956229,0d5e0e4aea944300c7c6015fe780406323f099344e27688498d35ab5b7d22313,1280,720,59.940065,59.94006,h264,130.021,0.0,130.021,600,YES,
720p60,ncaa_basketball,Ge4uewCFUFQ,Ge4uewCFUFQ_s4674,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__Ge4uewCFUFQ_s4674.mp4,56750617,081a5b8634af9e6ef013ebb6215c2fcf698308f6e35ca8e045daf1c4a5d69932,1280,720,59.940065,59.94006,h264,130.033,0.0,130.033,600,YES,
