window_id,record_type,stage,n,share_per_mille,detail,ball_x_min,ball_x_max,ball_y_min,ball_y_max,player_x_min,player_x_max,player_y_min,player_y_max,source_height,join_source,ratio_x,ratio_y,ball_shift,share_per_mille_of_eligible
fiba-jFUMvm_epUE_s6740,stage,prerequisite_available,000000,0000,full_frame_denominator,,,,,,,,,1080,px,,,p30,
fiba-jFUMvm_epUE_s6740,stage,motion_agreement,000000,0000,full_frame_denominator,,,,,,,,,1080,px,,,p30,
fiba-jFUMvm_epUE_s6740,stage,accepted_ownership,000000,0000,full_frame_denominator,,,,,,,,,1080,px,,,p30,
fiba-jFUMvm_epUE_s6740,coordinate,detected_ball_vs_player_px,000000,,image_px_ranges,,,,,,,,,1080,px,,,p30,
fiba-jFUMvm_epUE_s6740,exclusion,missing_px_header,000000,0000,px_ball_rows_excluded,,,,,,,,,1080,px,,,p30,
fiba-jFUMvm_epUE_s6740,exclusion,missing_px_coordinate,000000,0000,px_ball_rows_excluded,,,,,,,,,1080,px,,,p30,
eurocup-Y6POC6V1Y5E_s1221,stage,frames,000060,1000,full_frame_denominator,,,,,,,,,1080,px,1.091297,2.212333,0,60000
eurocup-Y6POC6V1Y5E_s1221,stage,any_ball_row,000011,0183,full_frame_denominator,,,,,,,,,1080,px,1.091297,2.212333,0,11000
eurocup-Y6POC6V1Y5E_s1221,stage,detected_ball,000006,0100,full_frame_denominator,,,,,,,,,1080,px,1.091297,2.212333,0,6000
eurocup-Y6POC6V1Y5E_s1221,stage,player_rows,000006,0100,full_frame_denominator,,,,,,,,,1080,px,1.091297,2.212333,0,6000
eurocup-Y6POC6V1Y5E_s1221,stage,player_within_radius,000002,0033,full_frame_denominator,,,,,,,,,1080,px,1.091297,2.212333,0,2000
eurocup-Y6POC6V1Y5E_s1221,stage,prerequisite_available,000001,0017,full_frame_denominator,,,,,,,,,1080,px,1.091297,2.212333,0,1000
eurocup-Y6POC6V1Y5E_s1221,stage,motion_agreement,000000,0000,full_frame_denominator,,,,,,,,,1080,px,1.091297,2.212333,0,0
eurocup-Y6POC6V1Y5E_s1221,stage,accepted_ownership,000000,0000,full_frame_denominator,,,,,,,,,1080,px,1.091297,2.212333,0,0
eurocup-Y6POC6V1Y5E_s1221,coordinate,detected_ball_vs_player_px,000007,,image_px_ranges,794.000,1670.000,535.000,840.000,581.500,1518.000,568.626,910.347,1080,px,1.091297,2.212333,0,
eurocup-Y6POC6V1Y5E_s1221,age,detected_ball_age_frames,000006,0100,age=0,,,,,,,,,1080,px,1.091297,2.212333,0,
eurocup-Y6POC6V1Y5E_s1221,exclusion,missing_px_header,000000,0000,px_ball_rows_excluded,,,,,,,,,1080,px,,,0,
eurocup-Y6POC6V1Y5E_s1221,exclusion,missing_px_coordinate,000009,0150,px_ball_rows_excluded,,,,,,,,,1080,px,,,0,
eurocup-Y6POC6V1Y5E_s1221,stage,frames,000060,1000,full_frame_denominator,,,,,,,,,1080,court_map,,,0,
eurocup-Y6POC6V1Y5E_s1221,stage,any_ball_row,000020,0333,full_frame_denominator,,,,,,,,,1080,court_map,,,0,
eurocup-Y6POC6V1Y5E_s1221,stage,detected_ball,000010,0167,full_frame_denominator,,,,,,,,,1080,court_map,,,0,
eurocup-Y6POC6V1Y5E_s1221,stage,player_rows,000010,0167,full_frame_denominator,,,,,,,,,1080,court_map,,,0,
eurocup-Y6POC6V1Y5E_s1221,stage,player_within_radius,000000,0000,full_frame_denominator,,,,,,,,,1080,court_map,,,0,
eurocup-Y6POC6V1Y5E_s1221,stage,prerequisite_available,000000,0000,full_frame_denominator,,,,,,,,,1080,court_map,,,0,
eurocup-Y6POC6V1Y5E_s1221,stage,motion_agreement,000000,0000,full_frame_denominator,,,,,,,,,1080,court_map,,,0,
eurocup-Y6POC6V1Y5E_s1221,stage,accepted_ownership,000000,0000,full_frame_denominator,,,,,,,,,1080,court_map,,,0,
eurocup-Y6POC6V1Y5E_s1221,coordinate,detected_ball_vs_player_px,000011,,image_px_ranges,226.000,947.000,75.000,367.000,581.500,1518.000,568.626,910.347,1080,court_map,,,0,
eurocup-Y6POC6V1Y5E_s1221,age,detected_ball_age_frames,000010,0167,age=0,,,,,,,,,1080,court_map,,,0,
eurocup-Y6POC6V1Y5E_s1221,stage,frames,000060,1000,full_frame_denominator,,,,,,,,,1080,px,1.439402,1.387098,m30,60000
eurocup-Y6POC6V1Y5E_s1221,stage,any_ball_row,000012,0200,full_frame_denominator,,,,,,,,,1080,px,1.439402,1.387098,m30,12000
eurocup-Y6POC6V1Y5E_s1221,stage,detected_ball,000009,0150,full_frame_denominator,,,,,,,,,1080,px,1.439402,1.387098,m30,9000
eurocup-Y6POC6V1Y5E_s1221,stage,player_rows,000009,0150,full_frame_denominator,,,,,,,,,1080,px,1.439402,1.387098,m30,9000
eurocup-Y6POC6V1Y5E_s1221,stage,player_within_radius,000003,0050,full_frame_denominator,,,,,,,,,1080,px,1.439402,1.387098,m30,3000
eurocup-Y6POC6V1Y5E_s1221,stage,prerequisite_available,000001,0017,full_frame_denominator,,,,,,,,,1080,px,1.439402,1.387098,m30,1000
eurocup-Y6POC6V1Y5E_s1221,stage,motion_agreement,000000,0000,full_frame_denominator,,,,,,,,,1080,px,1.439402,1.387098,m30,0
eurocup-Y6POC6V1Y5E_s1221,stage,accepted_ownership,000000,0000,full_frame_denominator,,,,,,,,,1080,px,1.439402,1.387098,m30,0
eurocup-Y6POC6V1Y5E_s1221,coordinate,detected_ball_vs_player_px,000009,,image_px_ranges,794.000,1028.000,535.000,840.000,581.500,1518.000,568.626,910.347,1080,px,1.439402,1.387098,m30,
eurocup-Y6POC6V1Y5E_s1221,age,detected_ball_age_frames,000009,0150,age=0,,,,,,,,,1080,px,1.439402,1.387098,m30,
eurocup-Y6POC6V1Y5E_s1221,exclusion,missing_px_header,000000,0000,px_ball_rows_excluded,,,,,,,,,1080,px,,,m30,
eurocup-Y6POC6V1Y5E_s1221,exclusion,missing_px_coordinate,000009,0150,px_ball_rows_excluded,,,,,,,,,1080,px,,,m30,
eurocup-Y6POC6V1Y5E_s1221,stage,frames,000060,1000,full_frame_denominator,,,,,,,,,1080,px,1.531233,2.212333,p30,
eurocup-Y6POC6V1Y5E_s1221,stage,any_ball_row,000011,0183,full_frame_denominator,,,,,,,,,1080,px,1.531233,2.212333,p30,
eurocup-Y6POC6V1Y5E_s1221,stage,detected_ball,000005,0083,full_frame_denominator,,,,,,,,,1080,px,1.531233,2.212333,p30,
eurocup-Y6POC6V1Y5E_s1221,stage,player_rows,000005,0083,full_frame_denominator,,,,,,,,,1080,px,1.531233,2.212333,p30,
eurocup-Y6POC6V1Y5E_s1221,stage,player_within_radius,000000,0000,full_frame_denominator,,,,,,,,,1080,px,1.531233,2.212333,p30,
eurocup-Y6POC6V1Y5E_s1221,stage,prerequisite_available,000000,0000,full_frame_denominator,,,,,,,,,1080,px,1.531233,2.212333,p30,
eurocup-Y6POC6V1Y5E_s1221,stage,motion_agreement,000000,0000,full_frame_denominator,,,,,,,,,1080,px,1.531233,2.212333,p30,
eurocup-Y6POC6V1Y5E_s1221,stage,accepted_ownership,000000,0000,full_frame_denominator,,,,,,,,,1080,px,1.531233,2.212333,p30,
eurocup-Y6POC6V1Y5E_s1221,coordinate,detected_ball_vs_player_px,000005,,image_px_ranges,794.000,1670.000,638.000,840.000,581.500,1518.000,568.626,910.347,1080,px,1.531233,2.212333,p30,
eurocup-Y6POC6V1Y5E_s1221,age,detected_ball_age_frames,000005,0083,age=0,,,,,,,,,1080,px,1.531233,2.212333,p30,
eurocup-Y6POC6V1Y5E_s1221,exclusion,missing_px_header,000000,0000,px_ball_rows_excluded,,,,,,,,,1080,px,,,p30,
eurocup-Y6POC6V1Y5E_s1221,exclusion,missing_px_coordinate,000010,0167,px_ball_rows_excluded,,,,,,,,,1080,px,,,p30,
eurocup-Y6POC6V1Y5E_s2352,stage,frames,000060,1000,full_frame_denominator,,,,,,,,,1080,px,0.811336,0.292776,0,10000
eurocup-Y6POC6V1Y5E_s2352,stage,any_ball_row,000018,0300,full_frame_denominator,,,,,,,,,1080,px,0.811336,0.292776,0,3000
eurocup-Y6POC6V1Y5E_s2352,stage,detected_ball,000018,0300,full_frame_denominator,,,,,,,,,1080,px,0.811336,0.292776,0,3000
eurocup-Y6POC6V1Y5E_s2352,stage,player_rows,000018,0300,full_frame_denominator,,,,,,,,,1080,px,0.811336,0.292776,0,3000
eurocup-Y6POC6V1Y5E_s2352,stage,player_within_radius,000006,0100,full_frame_denominator,,,,,,,,,1080,px,0.811336,0.292776,0,1000
eurocup-Y6POC6V1Y5E_s2352,stage,prerequisite_available,000006,0100,full_frame_denominator,,,,,,,,,1080,px,0.811336,0.292776,0,1000
eurocup-Y6POC6V1Y5E_s2352,stage,motion_agreement,000002,0033,full_frame_denominator,,,,,,,,,1080,px,0.811336,0.292776,0,333
eurocup-Y6POC6V1Y5E_s2352,stage,accepted_ownership,000002,0033,full_frame_denominator,,,,,,,,,1080,px,0.811336,0.292776,0,333
eurocup-Y6POC6V1Y5E_s2352,coordinate,detected_ball_vs_player_px,000019,,image_px_ranges,-71.000,1454.000,768.000,980.000,31.136,1910.752,307.897,1032.000,1080,px,0.811336,0.292776,0,
eurocup-Y6POC6V1Y5E_s2352,age,detected_ball_age_frames,000018,0300,age=0,,,,,,,,,1080,px,0.811336,0.292776,0,
eurocup-Y6POC6V1Y5E_s2352,exclusion,missing_px_header,000000,0000,px_ball_rows_excluded,,,,,,,,,1080,px,,,0,
eurocup-Y6POC6V1Y5E_s2352,exclusion,missing_px_coordinate,000002,0033,px_ball_rows_excluded,,,,,,,,,1080,px,,,0,
eurocup-Y6POC6V1Y5E_s2352,stage,frames,000060,1000,full_frame_denominator,,,,,,,,,1080,court_map,,,0,30000
eurocup-Y6POC6V1Y5E_s2352,stage,any_ball_row,000020,0333,full_frame_denominator,,,,,,,,,1080,court_map,,,0,10000
eurocup-Y6POC6V1Y5E_s2352,stage,detected_ball,000020,0333,full_frame_denominator,,,,,,,,,1080,court_map,,,0,10000
eurocup-Y6POC6V1Y5E_s2352,stage,player_rows,000020,0333,full_frame_denominator,,,,,,,,,1080,court_map,,,0,10000
eurocup-Y6POC6V1Y5E_s2352,stage,player_within_radius,000002,0033,full_frame_denominator,,,,,,,,,1080,court_map,,,0,1000
eurocup-Y6POC6V1Y5E_s2352,stage,prerequisite_available,000002,0033,full_frame_denominator,,,,,,,,,1080,court_map,,,0,1000
eurocup-Y6POC6V1Y5E_s2352,stage,motion_agreement,000001,0017,full_frame_denominator,,,,,,,,,1080,court_map,,,0,500
eurocup-Y6POC6V1Y5E_s2352,stage,accepted_ownership,000001,0017,full_frame_denominator,,,,,,,,,1080,court_map,,,0,500
eurocup-Y6POC6V1Y5E_s2352,coordinate,detected_ball_vs_player_px,000021,,image_px_ranges,13.000,876.000,332.000,475.000,31.136,1910.752,307.897,1032.000,1080,court_map,,,0,
eurocup-Y6POC6V1Y5E_s2352,age,detected_ball_age_frames,000020,0333,age=0,,,,,,,,,1080,court_map,,,0,
eurocup-Y6POC6V1Y5E_s2352,stage,frames,000060,1000,full_frame_denominator,,,,,,,,,1080,px,0.747493,0.193343,m30,30000
eurocup-Y6POC6V1Y5E_s2352,stage,any_ball_row,000016,0267,full_frame_denominator,,,,,,,,,1080,px,0.747493,0.193343,m30,8000
eurocup-Y6POC6V1Y5E_s2352,stage,detected_ball,000016,0267,full_frame_denominator,,,,,,,,,1080,px,0.747493,0.193343,m30,8000
eurocup-Y6POC6V1Y5E_s2352,stage,player_rows,000016,0267,full_frame_denominator,,,,,,,,,1080,px,0.747493,0.193343,m30,8000
eurocup-Y6POC6V1Y5E_s2352,stage,player_within_radius,000003,0050,full_frame_denominator,,,,,,,,,1080,px,0.747493,0.193343,m30,1500
eurocup-Y6POC6V1Y5E_s2352,stage,prerequisite_available,000002,0033,full_frame_denominator,,,,,,,,,1080,px,0.747493,0.193343,m30,1000
eurocup-Y6POC6V1Y5E_s2352,stage,motion_agreement,000000,0000,full_frame_denominator,,,,,,,,,1080,px,0.747493,0.193343,m30,0
eurocup-Y6POC6V1Y5E_s2352,stage,accepted_ownership,000000,0000,full_frame_denominator,,,,,,,,,1080,px,0.747493,0.193343,m30,0
eurocup-Y6POC6V1Y5E_s2352,coordinate,detected_ball_vs_player_px,000017,,image_px_ranges,49.000,1454.000,768.000,908.000,31.136,1910.752,307.897,1032.000,1080,px,0.747493,0.193343,m30,
eurocup-Y6POC6V1Y5E_s2352,age,detected_ball_age_frames,000016,0267,age=0,,,,,,,,,1080,px,0.747493,0.193343,m30,
eurocup-Y6POC6V1Y5E_s2352,exclusion,missing_px_header,000000,0000,px_ball_rows_excluded,,,,,,,,,1080,px,,,m30,
eurocup-Y6POC6V1Y5E_s2352,exclusion,missing_px_coordinate,000004,0067,px_ball_rows_excluded,,,,,,,,,1080,px,,,m30,
eurocup-Y6POC6V1Y5E_s2352,stage,frames,000060,1000,full_frame_denominator,,,,,,,,,1080,px,0.244199,0.309348,p30,20000
eurocup-Y6POC6V1Y5E_s2352,stage,any_ball_row,000018,0300,full_frame_denominator,,,,,,,,,1080,px,0.244199,0.309348,p30,6000
eurocup-Y6POC6V1Y5E_s2352,stage,detected_ball,000018,0300,full_frame_denominator,,,,,,,,,1080,px,0.244199,0.309348,p30,6000
eurocup-Y6POC6V1Y5E_s2352,stage,player_rows,000018,0300,full_frame_denominator,,,,,,,,,1080,px,0.244199,0.309348,p30,6000
eurocup-Y6POC6V1Y5E_s2352,stage,player_within_radius,000003,0050,full_frame_denominator,,,,,,,,,1080,px,0.244199,0.309348,p30,1000
eurocup-Y6POC6V1Y5E_s2352,stage,prerequisite_available,000003,0050,full_frame_denominator,,,,,,,,,1080,px,0.244199,0.309348,p30,1000
eurocup-Y6POC6V1Y5E_s2352,stage,motion_agreement,000000,0000,full_frame_denominator,,,,,,,,,1080,px,0.244199,0.309348,p30,0
eurocup-Y6POC6V1Y5E_s2352,stage,accepted_ownership,000000,0000,full_frame_denominator,,,,,,,,,1080,px,0.244199,0.309348,p30,0
eurocup-Y6POC6V1Y5E_s2352,coordinate,detected_ball_vs_player_px,000019,,image_px_ranges,-71.000,388.000,756.000,980.000,31.136,1910.752,307.897,1032.000,1080,px,0.244199,0.309348,p30,
eurocup-Y6POC6V1Y5E_s2352,age,detected_ball_age_frames,000018,0300,age=0,,,,,,,,,1080,px,0.244199,0.309348,p30,
eurocup-Y6POC6V1Y5E_s2352,exclusion,missing_px_header,000000,0000,px_ball_rows_excluded,,,,,,,,,1080,px,,,p30,
eurocup-Y6POC6V1Y5E_s2352,exclusion,missing_px_coordinate,000002,0033,px_ball_rows_excluded,,,,,,,,,1080,px,,,p30,
eurocup-Y6POC6V1Y5E_s3483,stage,frames,000060,1000,full_frame_denominator,,,,,,,,,1080,px,0.288935,1.839241,0,60000
eurocup-Y6POC6V1Y5E_s3483,stage,any_ball_row,000011,0183,full_frame_denominator,,,,,,,,,1080,px,0.288935,1.839241,0,11000
eurocup-Y6POC6V1Y5E_s3483,stage,detected_ball,000002,0033,full_frame_denominator,,,,,,,,,1080,px,0.288935,1.839241,0,2000
eurocup-Y6POC6V1Y5E_s3483,stage,player_rows,000002,0033,full_frame_denominator,,,,,,,,,1080,px,0.288935,1.839241,0,2000
eurocup-Y6POC6V1Y5E_s3483,stage,player_within_radius,000001,0017,full_frame_denominator,,,,,,,,,1080,px,0.288935,1.839241,0,1000
eurocup-Y6POC6V1Y5E_s3483,stage,prerequisite_available,000001,0017,full_frame_denominator,,,,,,,,,1080,px,0.288935,1.839241,0,1000
eurocup-Y6POC6V1Y5E_s3483,stage,motion_agreement,000000,0000,full_frame_denominator,,,,,,,,,1080,px,0.288935,1.839241,0,0
eurocup-Y6POC6V1Y5E_s3483,stage,accepted_ownership,000000,0000,full_frame_denominator,,,,,,,,,1080,px,0.288935,1.839241,0,0
eurocup-Y6POC6V1Y5E_s3483,coordinate,detected_ball_vs_player_px,000002,,image_px_ranges,224.000,258.000,416.000,511.000,220.500,1514.910,507.147,867.078,1080,px,0.288935,1.839241,0,
eurocup-Y6POC6V1Y5E_s3483,age,detected_ball_age_frames,000002,0033,age=0,,,,,,,,,1080,px,0.288935,1.839241,0,
eurocup-Y6POC6V1Y5E_s3483,exclusion,missing_px_header,000000,0000,px_ball_rows_excluded,,,,,,,,,1080,px,,,0,
eurocup-Y6POC6V1Y5E_s3483,exclusion,missing_px_coordinate,000010,0167,px_ball_rows_excluded,,,,,,,,,1080,px,,,0,
