input_path,bytes,width_px,height_px,sha256
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_015.jpg,55914,512,640,40497a839815e52222fc825a5868cea3a90f058aedf5cf3923624fedb79b5079
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_016.jpg,53516,512,640,8c47c5b014db73eaad3fe75dd06289503f47bd51a2ec2b16b29b797bf49a387e
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_017.jpg,53129,512,640,0667b36df42ffdac718ad08916778e3ece2d56465cb954421e2e9156af96980f
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_018.jpg,54737,512,640,bf0ddaa148f183e6c4efea9a8c2eb6b0b3b729995edfe5f0d8c59c3f5c357770
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_019.jpg,66220,512,640,00de171a59ea4e5d696b4866e39c6e3e2cfa95b0ca01156d802069a65109e8e3
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_020.jpg,51678,512,640,586c3983f42d8b5448107a02d335d9aff1145fff7b1acdc1d332ee699b5f924a
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_021.jpg,57837,512,640,64bbaa14ebca1c13ea36c7cc055520dbcdda98a09e6951b4aa6154591d03009d
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_022.jpg,66052,512,640,6f5e478634faac442242410b862c3686d24e8e464e15133da6315b7859c7f1b2
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_023.jpg,49238,512,640,48393cc85600495f184e30069c72513c9097c23345b6d00dbd2f15e558bd38fd
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_024.jpg,53248,512,640,fa9b1f9be4dfbd77f1f524098c7396d1b528b96be401f1287281b7e0599d6ff7
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_025.jpg,41823,512,640,0b84d0ca12e7e7e3d09285db903b92f64f18d84803c1d925218c247a079059c8
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_026.jpg,72172,512,640,6ad45b8ff6e7133955fa086699ce82451fe8b8569766ee449db4436405714f5a
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_027.jpg,39523,512,640,f79e2de755577603c2169e0c156dc33145eaf6125af8677c88a05792b1a18c1e
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_028.jpg,59358,512,640,74e0c391bfd134248a9f627f03fbbf186bbef06720e6adca5adfa1c35d55a3b6
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_029.jpg,58037,512,640,aa717fe2a6e910672af8274366b64e94124221a875266481b09f821beb02067e
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_030.jpg,50812,512,640,9db76f327ae472af3ba0e6f68ac8884a687fe0269ea12112cda5115bc8cba28f
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_031.jpg,54735,512,640,12737c90e58e7bcd7bfd5db5b517437c9c0201f324278e1c8ce8910683f34d8c
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_032.jpg,63175,512,640,fb885d7b8e9451248b84d9eb284e8ec482fca3dff684b8fda6bbd0fed984eee0
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_033.jpg,61056,512,640,9123e07af8c08ff89138e3bee592c754d3be07a463a7d29f43e547d599702681
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_034.jpg,53335,512,640,2208ef2bf0d24d3f88f0d6cc9254e02b70283d90c9955da273d99f6cd82a35e4
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_035.jpg,29330,512,640,6fa15d20c20a23f96ab1f60855d41279e12ac8518b77cfb3fe9f98371a7a52a2
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_036.jpg,50261,512,640,aaf9ad843b07938d2870426980c737dfe4b7213299806d234181a667b3fe1f1d
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_037.jpg,34530,512,640,912a448c9e03624c9aa65d39ae6977a2e027365220677cc4a0693ac054d7a5b3
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_038.jpg,44045,512,640,b59bb7ced16260dbd6a254ea011760954ab45e31ce84076eec3b7491b64167c4
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_039.jpg,54277,512,640,853fb8f37ebe22d4ec1f8e6b260ec3d32ec73fbae795574ad8fb1103613b0dd2
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_040.jpg,36603,512,640,5b132e0b77e936138e3cf6bd6264b723abe0b6041e65624ff3b80b982fab9fd9
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_041.jpg,66834,512,640,a34acf9083acf2e109ecfcccf33bedb4947c29c65d18045882db80901f44cbc6
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_042.jpg,42932,512,640,550f4313a5cd639800eb936be2a9a525982f8459a5b21c75c5e779aa52f29f86
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_043.jpg,71088,512,640,112bea6fd4c791e7ba35a4ae9fdd7f0982e4eccf6d70f3755a9dd8bf64921eb8
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_044.jpg,44022,512,640,27e069207194c5cf5959996ff348988a04b55afc4567b0e85e2c86c7e374d8f1
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_045.jpg,23564,512,640,0ba75c5c42655ec2838c7e3e38b0fb7932a159356b5b51617cd8afd118341064
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_046.jpg,29710,512,640,27d0254a3f9f02b89fdebba3f491fc086a32532cfa279a355ea166258b1dfcc7
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_047.jpg,70912,512,640,2950a7928d3ec49deabde8937b5b1c0304f8b5090c6ab59342fe36dc12662335
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_048.jpg,58060,512,640,a9e9e21b1d64270824cee1f113ab06a654d0eea10c4405b75aa457d326b05993
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_049.jpg,58167,512,640,559741b7957b3ac72df55286d812f3b9305e2307e1c9dd848755e9bf3427056d
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_050.jpg,62341,512,640,5a323c548b44b226893ea067bd549d892f18d64b5701676682aff61190840a7b
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_051.jpg,49477,512,640,4d7aa1ac07ae698f59bfe7642ef7753d51eb1208ca83d89abdf133d0d3c78e55
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_052.jpg,53301,512,640,ce957951df02a1bef1b905a8a7b0a4f95708d59ab331c96b724bd8ab710ccac9
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_053.jpg,50875,512,640,41e5f5ef77acad9d91eefc5b2d02dc9effd3b84877e92450c3988112e5e89973
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_054.jpg,53462,512,640,cb3fa6a60def1527776d3e2d7d8208b2204beb35b8af3511daaa1dd0bb1d4334
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_055.jpg,45976,512,640,82253db61a275043c592ccb6985465ec9f369866b5584a8c7e3f2441d9855c18
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_056.jpg,55325,512,640,5d4961b2fdec6f83c611fa0b045a2d03b94c320cae2da294fbf3db9adb1ce763
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_057.jpg,66866,512,640,93aa40baf84a3fb805bef718249ed7fcd8a585474236e4bd050be514968e5b5f
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_058.jpg,66117,512,640,8e4875b77de0fbd5901b48848e9d14ba94b61979780566102c19105883d3b11a
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_059.jpg,31118,512,640,9dbda43469d134a6a4add1d8598b40a0a38acbf2ddff458af86908a537b7bedc
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_060.jpg,61197,512,640,925faca0196920ae07520d09bc60af5635754c45361aa61c6f78a86f30174e78
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_061.jpg,52572,512,640,c8e6a3f749b0281beeec7c52f17f2bffbb12e219496fcd6b42ea98f728a5c619
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_062.jpg,67985,512,640,0c9caf3f506a1eb889148367398950eaffb90ffb7f4d58c653218c3a09b74bf7
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_063.jpg,45495,512,640,d68a4d415974e253e5b06814f5e0ea42fd5da4ddc796ed5e17e4e83c311a0e47
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_064.jpg,64847,512,640,94cbdc3f0eafdb4eb6c42053f01a7421f29f3bedee9645815fed092f79634519
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_065.jpg,44448,512,640,b7eb8f4c3df0979f1547aaa2000db7b2145ad30a994c457af31d7dfff776ad18
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_066.jpg,37983,512,640,1cdb76e6a0aa800aac51f4ce3a90f05d64c650f8eab1563c7eeb62b84d87d0eb
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_067.jpg,50258,512,640,0602ac4e20c7e00ddbc14ea10340f1317e704d2c0b8a5901b0a7e0ba79cef4d9
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_068.jpg,42447,512,640,f370b1d465709399dcc792313a49fab8a5eedf612d542f036a5aabcd1d22757c
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_069.jpg,37517,512,640,6591a2cb356f846a376051daf4940c157fa103566586d2dbbb143705ab78f623
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_070.jpg,36422,512,640,c610d2415dfa29d1582c9ce197aba78361ead78b0406f174102df8f0b08519c5
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_071.jpg,26265,512,640,22d10155af93c1f6229d9fea91d34d385e158863298a4a34a26e5d2d97df7b2b
C:\Users\neelj\nba-track-a5\docs\evidence\tracking\g273_detector_precision_blind_sample_artifact\blind_renders\blind_072.jpg,61781,512,640,dba3f15eab0087b696c305d585a7d0968fefb334397fca0592404521db559560
