# prereg_sha256=7125552f4c772e15c05057a5beaf460b1dc152496007cd20ea14c521f893cc30 k_launch=18
event_id,ts,div,home,away,p_model,p_close,y,loss_model,loss_close,d
20190821-E1-fulham-millwall,2019-08-21T12:00:00,E1,Fulham,Millwall,0.4673256863975742,0.4692307831032507,1,0.28374192437181545,0.28171596160518847,-0.0020259627666269764
20190821-E1-leeds-brentford,2019-08-21T12:00:00,E1,Leeds,Brentford,0.5508068523945643,0.5459183834831397,0,0.3033881886448073,0.2980268814248444,-0.005361307219962919
20190821-E1-preston-stoke,2019-08-21T12:00:00,E1,Preston,Stoke,0.401365624086762,0.4089775656730983,1,0.3583631160250319,0.34930751787769687,-0.009055598147335031
20190821-E1-qpr-swansea,2019-08-21T12:00:00,E1,QPR,Swansea,0.5312343186412141,0.5282051167622903,1,0.21974126401976682,0.2225904118492841,0.0028491478295172845
20190821-E1-west_brom-reading,2019-08-21T12:00:00,E1,West Brom,Reading,0.5212595359252904,0.5205128163589137,0,0.2717115037930491,0.27093359199388817,-0.0007779117991609241
20190823-D1-fc_koln-dortmund,2019-08-23T12:00:00,D1,FC Koln,Dortmund,0.6768915268805982,0.6666666666666667,1,0.10439908540155121,0.11111111111111106,0.006712025709559852
20190824-D1-augsburg-union_berlin,2019-08-24T12:00:00,D1,Augsburg,Union Berlin,0.5272997743742339,0.5230769164933726,0,0.278045052055118,0.2736094605682147,-0.0044355914869032564
20190824-D1-fortuna_dusseldorf-leverkusen,2019-08-24T12:00:00,D1,Fortuna Dusseldorf,Leverkusen,0.676604124956403,0.6589327034509845,1,0.10458489199521381,0.11632690077525405,0.011742008780040239
20190824-D1-hoffenheim-werder_bremen,2019-08-24T12:00:00,D1,Hoffenheim,Werder Bremen,0.6322415099199071,0.6151960696230161,1,0.13524630702598978,0.1480740648335747,0.01282775780758491
20190824-D1-mainz-m_gladbach,2019-08-24T12:00:00,D1,Mainz,M'gladbach,0.5658939334216072,0.5498721350822321,1,0.188448077040164,0.2026150947754283,0.014167017735264298
20190824-D1-paderborn-freiburg,2019-08-24T12:00:00,D1,Paderborn,Freiburg,0.6533652363296465,0.6372315130862208,1,0.12015565938480183,0.13160097509771276,0.011445315712910936
20190824-D1-schalke_04-bayern_munich,2019-08-24T12:00:00,D1,Schalke 04,Bayern Munich,0.66749414202403,0.6494117624619428,1,0.11056014558833592,0.12291211230004125,0.012351966711705326
20190824-E1-barnsley-luton,2019-08-24T12:00:00,E1,Barnsley,Luton,0.5638532374155308,0.5572519134910637,1,0.1902239985129133,0.1960258681073245,0.005801869594411202
20190824-E1-blackburn-cardiff,2019-08-24T12:00:00,E1,Blackburn,Cardiff,0.5269294967511026,0.5230769164933726,0,0.2776546945463702,0.2736094605682147,-0.0040452339781554825
20190824-E1-charlton-brentford,2019-08-24T12:00:00,E1,Charlton,Brentford,0.49419355226060163,0.49743589994391657,0,0.244227267095952,0.24744247455301419,0.0032152074570621914
20190824-E1-derby-west_brom,2019-08-24T12:00:00,E1,Derby,West Brom,0.5362316706280985,0.5307692168967493,0,0.2875444045846015,0.28171596160518847,-0.00582844297941304
20190824-E1-fulham-nott_m_forest,2019-08-24T12:00:00,E1,Fulham,Nott'm Forest,0.5256561231038133,0.5256410166278315,1,0.22500211354890476,0.22501644510587726,1.4331556972502213e-05
20190824-E1-huddersfield-reading,2019-08-24T12:00:00,E1,Huddersfield,Reading,0.4516394466583669,0.4552429494414207,0,0.20397818977787585,0.2072461430161239,0.0032679532382480503
20190824-E1-hull-bristol_city,2019-08-24T12:00:00,E1,Hull,Bristol City,0.5318182401141471,0.5282051167622903,1,0.2191941602898144,0.2225904118492841,0.0033962515594697096
20190824-E1-middlesbrough-millwall,2019-08-24T12:00:00,E1,Middlesbrough,Millwall,0.4043867547345018,0.41353383997780735,0,0.16352864740470213,0.17101023680679078,0.007481589402088651
20190824-E1-preston-sheffield_weds,2019-08-24T12:00:00,E1,Preston,Sheffield Weds,0.454187492541136,0.4589743660281633,1,0.2979112932985325,0.2927087366146278,-0.00520255668390468
20190824-E1-qpr-wigan,2019-08-24T12:00:00,E1,QPR,Wigan,0.5333181089349895,0.5307692168967493,1,0.21779198744801428,0.22017752781168992,0.0023855403636756367
20190824-E1-stoke-leeds,2019-08-24T12:00:00,E1,Stoke,Leeds,0.4560975580793601,0.46153846624099776,1,0.2958298663272351,0.28994082333809706,-0.00588904298913806
20190824-I1-fiorentina-napoli,2019-08-24T12:00:00,I1,Fiorentina,Napoli,0.5634517757282387,0.5634517757282387,1,0.190574352114828,0.190574352114828,0.0
20190824-I1-parma-juventus,2019-08-24T12:00:00,I1,Parma,Juventus,0.598460645028978,0.565989844336875,0,0.35815514364850043,0.32034450389248004,-0.03781063975602039
20190825-D1-hertha-wolfsburg,2019-08-25T12:00:00,D1,Hertha,Wolfsburg,0.5599142976839523,0.5484694014088105,1,0.19367542538300897,0.2038798814641179,0.010204456081108926
20190825-D1-rb_leipzig-ein_frankfurt,2019-08-25T12:00:00,D1,RB Leipzig,Ein Frankfurt,0.6972513533275786,0.6719817715694812,1,0.09165674306198265,0.10759595818269599,0.015939215120713335
20190825-E1-swansea-birmingham,2019-08-25T12:00:00,E1,Swansea,Birmingham,0.5147625094467113,0.5128205159555369,1,0.23545542223845292,0.23734384967382927,0.0018884274353763442
20190825-I1-cagliari-brescia,2019-08-25T12:00:00,I1,Cagliari,Brescia,0.49215833690135696,0.47692308350662754,0,0.2422198285815096,0.22745562758146962,-0.014764201000039973
20190825-I1-roma-genoa,2019-08-25T12:00:00,I1,Roma,Genoa,0.623763779287211,0.5804020102760207,1,0.14155369377624244,0.17606247298040467,0.03450877920416223
20190825-I1-sampdoria-lazio,2019-08-25T12:00:00,I1,Sampdoria,Lazio,0.6123960712030486,0.5510204193344812,1,0.15023680561883215,0.2015826638545851,0.05134585823575294
20190825-I1-spal-atalanta,2019-08-25T12:00:00,I1,Spal,Atalanta,0.5193773663655128,0.4871794840444631,1,0.23099811596175052,0.2629848815849031,0.03198676562315256
20190825-I1-torino-sassuolo,2019-08-25T12:00:00,I1,Torino,Sassuolo,0.5079125688866628,0.4666666829687918,1,0.2421500398597234,0.28444442705551126,0.042294387195787875
20190825-I1-udinese-milan,2019-08-25T12:00:00,I1,Udinese,Milan,0.50181368199033,0.4589743660281633,0,0.2518169714326921,0.21065746867095445,-0.04115950276173766
20190825-I1-verona-bologna,2019-08-25T12:00:00,I1,Verona,Bologna,0.4905683129660637,0.47179488323770963,0,0.2406572696863698,0.22259041184928405,-0.018066857837085754
20190826-I1-inter-lecce,2019-08-26T12:00:00,I1,Inter,Lecce,0.6341012091214024,0.606879606087992,1,0.13388192516641967,0.15454364410953236,0.020661718943112695
20190830-D1-m_gladbach-rb_leipzig,2019-08-30T12:00:00,D1,M'gladbach,RB Leipzig,0.6368820042971032,0.6170731601652681,1,0.131854678803289,0.14663296466581438,0.014778285862525387
20190830-E1-cardiff-fulham,2019-08-30T12:00:00,E1,Cardiff,Fulham,0.5470554183444759,0.5410256339718367,0,0.29926963074004953,0.2927087366146278,-0.006560894125421712
20190830-I1-bologna-spal,2019-08-30T12:00:00,I1,Bologna,Spal,0.4722897615558756,0.4589743660281633,0,0.22305761887050582,0.21065746867095445,-0.012400150199551374
20190831-D1-bayern_munich-mainz,2019-08-31T12:00:00,D1,Bayern Munich,Mainz,0.8181064887905851,0.790737565234368,1,0.03308524942008954,0.04379076660404039,0.010705517183950852
20190831-D1-freiburg-fc_koln,2019-08-31T12:00:00,D1,Freiburg,FC Koln,0.5749853056871455,0.565989844336875,1,0.1806374903818492,0.18836481521872994,0.007727324836880739
20190831-D1-leverkusen-hoffenheim,2019-08-31T12:00:00,D1,Leverkusen,Hoffenheim,0.6992671664908412,0.6808988809194279,0,0.4889745701321298,0.46362328603732916,-0.02535128409480064
20190831-D1-schalke_04-hertha,2019-08-31T12:00:00,D1,Schalke 04,Hertha,0.5351702145101109,0.5282051167622903,1,0.21606672947857627,0.2225904118492841,0.006523682370707828
20190831-D1-union_berlin-dortmund,2019-08-31T12:00:00,D1,Union Berlin,Dortmund,0.6831784239668837,0.665898618270993,1,0.10037591104010772,0.11162373327323169,0.011247822233123969
20190831-D1-wolfsburg-paderborn,2019-08-31T12:00:00,D1,Wolfsburg,Paderborn,0.6913257320307213,0.6719817715694812,0,0.47793126776781275,0.45155950132165845,-0.0263717664461543
20190831-E1-birmingham-stoke,2019-08-31T12:00:00,E1,Birmingham,Stoke,0.3801815985859044,0.3872549084059232,1,0.38417485073152496,0.37545654727263367,-0.008718303458891297
20190831-E1-brentford-derby,2019-08-31T12:00:00,E1,Brentford,Derby,0.5319734861773976,0.5282051167622903,1,0.21904881764093864,0.2225904118492841,0.003541594208345461
20190831-E1-bristol_city-middlesbrough,2019-08-31T12:00:00,E1,Bristol City,Middlesbrough,0.5170357316161779,0.5128205159555369,1,0.23325448453552056,0.23734384967382927,0.004089365138308709
20190831-E1-leeds-swansea,2019-08-31T12:00:00,E1,Leeds,Swansea,0.6226377270692113,0.6093366061701497,0,0.38767773916991366,0.3712910996189562,-0.016386639550957482
20190831-E1-luton-huddersfield,2019-08-31T12:00:00,E1,Luton,Huddersfield,0.4812256552340356,0.47948718364108645,1,0.26912682078735567,0.27093359199388806,0.001806771206532387
20190831-E1-millwall-hull,2019-08-31T12:00:00,E1,Millwall,Hull,0.49229169766955316,0.489743584178922,0,0.24235111559437073,0.23984877824441686,-0.002502337349953865
20190831-E1-nott_m_forest-preston,2019-08-31T12:00:00,E1,Nott'm Forest,Preston,0.45305011591879724,0.4552429494414207,0,0.20525440753403562,0.2072461430161239,0.0019917354820882804
20190831-E1-reading-charlton,2019-08-31T12:00:00,E1,Reading,Charlton,0.5277852290073627,0.5230769164933726,0,0.2785572479583543,0.2736094605682147,-0.004947787390139569
20190831-E1-sheffield_weds-qpr,2019-08-31T12:00:00,E1,Sheffield Weds,QPR,0.49118337439892684,0.4910485865665397,1,0.2588943584880626,0.25903154123591704,0.0001371827478544585
20190831-E1-west_brom-blackburn,2019-08-31T12:00:00,E1,West Brom,Blackburn,0.5580738212867808,0.5510204193344812,1,0.19529874743206813,0.2015826638545851,0.006283916422516966
20190831-E1-wigan-barnsley,2019-08-31T12:00:00,E1,Wigan,Barnsley,0.5459553033964591,0.5396419379638492,0,0.29806719330671977,0.2912134212093789,-0.006853772097340893
20190831-I1-juventus-napoli,2019-08-31T12:00:00,I1,Juventus,Napoli,0.5061959949820051,0.4936061289063413,1,0.24384239537181196,0.25643475268122096,0.012592357309408997
20190831-I1-milan-brescia,2019-08-31T12:00:00,I1,Milan,Brescia,0.555057313641559,0.5358974335461678,0,0.30808862142698396,0.28718605928136937,-0.02090256214561459
20190901-D1-ein_frankfurt-fortuna_dusseldorf,2019-09-01T12:00:00,D1,Ein Frankfurt,Fortuna Dusseldorf,0.6550196021534941,0.6404761968286129,1,0.1190114748983335,0.12925736504681828,0.010245890148484788
20190901-D1-werder_bremen-augsburg,2019-09-01T12:00:00,D1,Werder Bremen,Augsburg,0.6752362047670438,0.6589327034509845,1,0.10547152269411349,0.11632690077525405,0.010855378081140565
20190901-I1-atalanta-torino,2019-09-01T12:00:00,I1,Atalanta,Torino,0.5865174148826399,0.5696202462882001,1,0.17096784819533498,0.18522673240502957,0.014258884209694594
20190901-I1-cagliari-inter,2019-09-01T12:00:00,I1,Cagliari,Inter,0.5621342554580682,0.5535714372601521,1,0.19172641024326031,0.19929846162996628,0.007572051386705969
20190901-I1-genoa-fiorentina,2019-09-01T12:00:00,I1,Genoa,Fiorentina,0.5516932819767069,0.5484694014088105,1,0.20097891342481647,0.2038798814641179,0.002900968039301427
20190901-I1-lazio-roma,2019-09-01T12:00:00,I1,Lazio,Roma,0.6396734115410457,0.6198547084104693,0,0.4091820734325601,0.3842198595386279,-0.02496221389393216
20190901-I1-lecce-verona,2019-09-01T12:00:00,I1,Lecce,Verona,0.48401813932471793,0.4820512837755453,0,0.23427355919536205,0.2323734401896513,-0.001900119005710743
20190901-I1-sassuolo-sampdoria,2019-09-01T12:00:00,I1,Sassuolo,Sampdoria,0.5634695664900095,0.5535714372601521,1,0.19055881938042027,0.19929846162996628,0.008739642249546015
20190901-I1-udinese-parma,2019-09-01T12:00:00,I1,Udinese,Parma,0.4981720382464533,0.4948717844478398,1,0.2518313031977191,0.25515451414690954,0.003323210949190414
20190913-D1-fortuna_dusseldorf-wolfsburg,2019-09-13T12:00:00,D1,Fortuna Dusseldorf,Wolfsburg,0.5786012313066579,0.5696202462882001,0,0.3347793848695806,0.3244672249814297,-0.010312159888150874
20190913-E1-derby-cardiff,2019-09-13T12:00:00,E1,Derby,Cardiff,0.5193227702051662,0.5179487162244547,0,0.2696961396535678,0.2682708726385607,-0.0014252670150071145
20190914-D1-augsburg-ein_frankfurt,2019-09-14T12:00:00,D1,Augsburg,Ein Frankfurt,0.6533579888757582,0.6380952467453452,1,0.12016068387625894,0.13097505042831256,0.010814366552053617
20190914-D1-dortmund-leverkusen,2019-09-14T12:00:00,D1,Dortmund,Leverkusen,0.6849571937596891,0.6681922181814729,1,0.09925196976377007,0.11009640407533129,0.010844434311561221
20190914-D1-fc_koln-m_gladbach,2019-09-14T12:00:00,D1,FC Koln,M'gladbach,0.6208958288441668,0.6093366061701497,0,0.3855116302760849,0.3712910996189562,-0.01422053065712875
20190914-D1-mainz-hertha,2019-09-14T12:00:00,D1,Mainz,Hertha,0.5722378750502822,0.5634517757282387,1,0.18298043554149795,0.190574352114828,0.007593916573330056
20190914-D1-rb_leipzig-bayern_munich,2019-09-14T12:00:00,D1,RB Leipzig,Bayern Munich,0.68824971384859,0.6719817715694812,0,0.47368766861266604,0.45155950132165845,-0.022128167291007583
20190914-D1-union_berlin-werder_bremen,2019-09-14T12:00:00,D1,Union Berlin,Werder Bremen,0.6406307757845676,0.6246973368413001,1,0.1291462393132017,0.14085208897401252,0.011705849660810813
20190914-E1-blackburn-millwall,2019-09-14T12:00:00,E1,Blackburn,Millwall,0.42645538643257375,0.4329113968364933,0,0.1818641966173558,0.1874122775109238,0.00554808089356798
20190914-E1-charlton-birmingham,2019-09-14T12:00:00,E1,Charlton,Birmingham,0.4200803737983977,0.4267676871062029,0,0.17646752045060152,0.18213065875797788,0.005663138307376359
20190914-E1-fulham-west_brom,2019-09-14T12:00:00,E1,Fulham,West Brom,0.6029116973796225,0.5910224343269016,0,0.36350251483717744,0.3493075178776967,-0.014194996959480732
20190914-E1-hull-wigan,2019-09-14T12:00:00,E1,Hull,Wigan,0.5543414357661703,0.5484694014088105,1,0.19861155587495846,0.2038798814641179,0.005268325589159434
20190914-E1-middlesbrough-reading,2019-09-14T12:00:00,E1,Middlesbrough,Reading,0.520131630327137,0.5153846160899958,0,0.27053691286676557,0.2656213025022323,-0.004915610364533252
20190914-E1-preston-brentford,2019-09-14T12:00:00,E1,Preston,Brentford,0.49708136183110596,0.49614394720959093,0,0.2470898802798669,0.24615881635271336,-0.0009310639271535304
20190914-E1-qpr-luton,2019-09-14T12:00:00,E1,QPR,Luton,0.5958247198633978,0.5874999936670063,1,0.16335765707350086,0.1701562552247198,0.006798598151218943
20190914-E1-stoke-bristol_city,2019-09-14T12:00:00,E1,Stoke,Bristol City,0.49085380388163097,0.4936061289063413,1,0.2592298490218046,0.25643475268122096,-0.0027950963405836693
20190914-E1-swansea-nott_m_forest,2019-09-14T12:00:00,E1,Swansea,Nott'm Forest,0.546496872968673,0.5421994803816259,0,0.2986588321645379,0.29398027652610514,-0.00467855563843278
20190914-I1-fiorentina-juventus,2019-09-14T12:00:00,I1,Fiorentina,Juventus,0.5178385177109642,0.5179487162244547,0,0.26815673042508864,0.2682708726385607,0.00011414221347205711
20190914-I1-inter-udinese,2019-09-14T12:00:00,I1,Inter,Udinese,0.5962416544217721,0.5804020102760207,0,0.35550411046761193,0.336866493532446,-0.018637616935165913
20190914-I1-napoli-sampdoria,2019-09-14T12:00:00,I1,Napoli,Sampdoria,0.6815249202347599,0.66281753721202,0,0.4644762169009958,0.43932708763580747,-0.025149129265188308
20190915-D1-hoffenheim-freiburg,2019-09-15T12:00:00,D1,Hoffenheim,Freiburg,0.5715833299069573,0.5609137071196023,1,0.18354084321361103,0.1927967725954504,0.009255929381839362
20190915-D1-paderborn-schalke_04,2019-09-15T12:00:00,D1,Paderborn,Schalke 04,0.6294785017810638,0.6151960696230161,1,0.13728618064240514,0.1480740648335747,0.01078788419116955
20190915-E1-barnsley-leeds,2019-09-15T12:00:00,E1,Barnsley,Leeds,0.6202722018365289,0.606879606087992,0,0.38473760437113563,0.3683028562855163,-0.016434748085619344
20190915-E1-huddersfield-sheffield_weds,2019-09-15T12:00:00,E1,Huddersfield,Sheffield Weds,0.4187654264505554,0.4242424196813096,0,0.17536448239031555,0.17998163065705242,0.00461714826673687
20190915-I1-brescia-bologna,2019-09-15T12:00:00,I1,Brescia,Bologna,0.5731237560251671,0.5597964402832751,1,0.18222332767006108,0.19377917398727615,0.011555846317215068
20190915-I1-genoa-atalanta,2019-09-15T12:00:00,I1,Genoa,Atalanta,0.5965126850458862,0.5829145707571398,1,0.16280201332888025,0.17396025528670092,0.01115824195782067
20190915-I1-parma-cagliari,2019-09-15T12:00:00,I1,Parma,Cagliari,0.4190158185782146,0.4242424196813096,1,0.33754261906234195,0.3314967912944332,-0.00604582776790874
20190915-I1-roma-sassuolo,2019-09-15T12:00:00,I1,Roma,Sassuolo,0.6664572780403555,0.6462264158900584,1,0.11125074737224873,0.12515574881399397,0.013905001441745238
20190915-I1-spal-lazio,2019-09-15T12:00:00,I1,Spal,Lazio,0.5679284226111916,0.5597964402832751,1,0.18668584798725305,0.19377917398727615,0.0070933260000231035
20190915-I1-verona-milan,2019-09-15T12:00:00,I1,Verona,Milan,0.45152517724463753,0.4578005196183742,0,0.20387498568580134,0.2095813157628534,0.005706330077052069
20190916-I1-torino-lecce,2019-09-16T12:00:00,I1,Torino,Lecce,0.6106843367561361,0.5910224343269016,1,0.15156668564700965,0.1672626492238935,0.015695963576883853
