Season,Date,Match,Score,Odds_1,Odds_2
2023-2024,02.12.2023,Phoenix Suns - Memphis Grizzlies,116:109,1.21,4.60
2023-2024,02.12.2023,Sacramento Kings - Denver Nuggets,123:117,1.63,2.31
2023-2024,02.12.2023,Utah Jazz - Portland Trail Blazers,118:113 AET,1.82,2.03
2023-2024,01.12.2023,Boston Celtics - Philadelphia 76ers,125:119,1.15,5.72
2023-2024,01.12.2023,Dallas Mavericks - Memphis Grizzlies,94:108,1.42,2.96
2023-2024,01.12.2023,New Orleans Pelicans - San Antonio Spurs,121:106,1.13,6.47
2023-2024,01.12.2023,Orlando Magic - Washington Wizards,130:125,1.20,4.76
2023-2024,01.12.2023,Phoenix Suns - Denver Nuggets,111:119,1.96,1.88
2023-2024,01.12.2023,Toronto Raptors - New York Knicks,106:119,1.80,2.06
2023-2024,30.11.2023,Brooklyn Nets - Charlotte Hornets,128:129,1.26,4.09
2023-2024,30.11.2023,Chicago Bulls - Milwaukee Bucks,120:113 AET,4.86,1.20
2023-2024,30.11.2023,Cleveland Cavaliers - Portland Trail Blazers,95:103,1.15,5.74
2023-2024,30.11.2023,Golden State Warriors - Los Angeles Clippers,120:114,1.77,2.10
2023-2024,30.11.2023,Miami Heat - Indiana Pacers,142:132,1.59,2.42
2023-2024,30.11.2023,Minnesota Timberwolves - Utah Jazz,101:90,1.15,5.70
2023-2024,30.11.2023,New York Knicks - Detroit Pistons,118:112,1.10,7.55
2023-2024,30.11.2023,Oklahoma City Thunder - Los Angeles Lakers,133:110,1.50,2.68
2023-2024,30.11.2023,San Antonio Spurs - Atlanta Hawks,135:137,3.06,1.40
2023-2024,29.11.2023,Denver Nuggets - Houston Rockets,134:124,1.22,4.52
2023-2024,29.11.2023,Detroit Pistons - Los Angeles Lakers,107:133,3.53,1.32
2023-2024,29.11.2023,Memphis Grizzlies - Utah Jazz,105:91,1.61,2.38
2023-2024,29.11.2023,New Orleans Pelicans - Philadelphia 76ers,124:114,1.74,2.16
2023-2024,29.11.2023,Orlando Magic - Washington Wizards,139:120,1.23,4.37
2023-2024,29.11.2023,Sacramento Kings - Los Angeles Clippers,117:131,2.03,1.82
2023-2024,29.11.2023,Toronto Raptors - Phoenix Suns,112:105,2.34,1.64
2023-2024,28.11.2023,Boston Celtics - Chicago Bulls,124:97,1.13,6.29
2023-2024,28.11.2023,Brooklyn Nets - Toronto Raptors,115:103,1.82,2.04
2023-2024,28.11.2023,Cleveland Cavaliers - Atlanta Hawks,128:105,1.55,2.54
2023-2024,28.11.2023,Dallas Mavericks - Houston Rockets,121:115,1.58,2.46
2023-2024,28.11.2023,Miami Heat - Milwaukee Bucks,124:131,2.59,1.52
2023-2024,28.11.2023,Minnesota Timberwolves - Oklahoma City Thunder,106:103,1.66,2.29
2023-2024,28.11.2023,New York Knicks - Charlotte Hornets,115:91,1.16,5.47
2023-2024,28.11.2023,Sacramento Kings - Golden State Warriors,124:123,1.78,2.10
2023-2024,27.11.2023,Detroit Pistons - Washington Wizards,107:126,1.75,2.12
2023-2024,27.11.2023,Indiana Pacers - Portland Trail Blazers,110:114,1.15,5.84
2023-2024,27.11.2023,Los Angeles Clippers - Denver Nuggets,104:113,1.18,5.08
2023-2024,27.11.2023,Philadelphia 76ers - Los Angeles Lakers,138:94,1.46,2.80
2023-2024,27.11.2023,Utah Jazz - New Orleans Pelicans,114:112,2.98,1.41
2023-2024,26.11.2023,Boston Celtics - Atlanta Hawks,113:103,1.34,3.38
2023-2024,26.11.2023,Brooklyn Nets - Chicago Bulls,118:109,1.67,2.27
2023-2024,26.11.2023,Cleveland Cavaliers - Toronto Raptors,105:102,1.64,2.31
2023-2024,26.11.2023,Denver Nuggets - San Antonio Spurs,132:120,1.18,5.04
2023-2024,26.11.2023,Memphis Grizzlies - Minnesota Timberwolves,97:119,3.05,1.40
2023-2024,26.11.2023,Milwaukee Bucks - Portland Trail Blazers,108:102,1.12,6.63
2023-2024,26.11.2023,New York Knicks - Phoenix Suns,113:116,1.47,2.78
2023-2024,26.11.2023,Orlando Magic - Charlotte Hornets,130:117,1.38,3.10
2023-2024,25.11.2023,Brooklyn Nets - Miami Heat,112:97,1.34,3.36
2023-2024,25.11.2023,Cleveland Cavaliers - Los Angeles Lakers,115:121,1.56,2.49
2023-2024,25.11.2023,Los Angeles Clippers - Dallas Mavericks,107:88,1.84,2.01
2023-2024,25.11.2023,Oklahoma City Thunder - Philadelphia 76ers,123:127,1.98,1.86
2023-2024,25.11.2023,Utah Jazz - New Orleans Pelicans,105:100,2.26,1.67
2023-2024,25.11.2023,Washington Wizards - Atlanta Hawks,108:136,3.74,1.29
2023-2024,24.11.2023,Golden State Warriors - San Antonio Spurs,118:112,1.21,4.63
2023-2024,24.11.2023,Houston Rockets - Denver Nuggets,105:86,2.24,1.69
2023-2024,24.11.2023,Indiana Pacers - Detroit Pistons,136:113,1.25,4.16
2023-2024,24.11.2023,Los Angeles Clippers - New Orleans Pelicans,106:116,1.49,2.73
2023-2024,24.11.2023,Memphis Grizzlies - Phoenix Suns,89:110,2.41,1.60
2023-2024,24.11.2023,Milwaukee Bucks - Washington Wizards,131:128,1.11,7.07
2023-2024,24.11.2023,Minnesota Timberwolves - Sacramento Kings,111:124,1.54,2.57
2023-2024,24.11.2023,New York Knicks - Miami Heat,100:98,1.49,2.71
2023-2024,24.11.2023,Orlando Magic - Boston Celtics,113:96,2.76,1.47
2023-2024,24.11.2023,Toronto Raptors - Chicago Bulls,121:108,1.49,2.69
2023-2024,22.11.2023,Atlanta Hawks - Brooklyn Nets,147:145 AET,1.64,2.32
2023-2024,22.11.2023,Boston Celtics - Milwaukee Bucks,119:116,1.41,2.98
2023-2024,22.11.2023,Charlotte Hornets - Washington Wizards,117:114,1.58,2.47
2023-2024,22.11.2023,Cleveland Cavaliers - Miami Heat,96:129,1.83,2.02
2023-2024,22.11.2023,Houston Rockets - Memphis Grizzlies,111:91,1.48,2.75
2023-2024,22.11.2023,Indiana Pacers - Toronto Raptors,131:132,1.70,2.22
2023-2024,22.11.2023,Los Angeles Lakers - Dallas Mavericks,101:104,1.94,1.90
2023-2024,22.11.2023,Minnesota Timberwolves - Philadelphia 76ers,112:99,1.37,3.25
2023-2024,22.11.2023,New Orleans Pelicans - Sacramento Kings,117:112,2.01,1.84
2023-2024,22.11.2023,Oklahoma City Thunder - Chicago Bulls,116:102,1.33,3.43
2023-2024,22.11.2023,Orlando Magic - Denver Nuggets,124:119,2.37,1.62
2023-2024,22.11.2023,Phoenix Suns - Golden State Warriors,123:115,1.70,2.20
2023-2024,22.11.2023,Portland Trail Blazers - Utah Jazz,121:105,2.35,1.63
2023-2024,22.11.2023,San Antonio Spurs - Los Angeles Clippers,102:109,3.80,1.29
2023-2024,21.11.2023,Atlanta Hawks - Indiana Pacers,152:157,1.62,2.36
2023-2024,21.11.2023,Los Angeles Lakers - Utah Jazz,131:99,1.32,3.46
2023-2024,21.11.2023,Orlando Magic - Toronto Raptors,126:107,1.81,2.04
2023-2024,21.11.2023,Philadelphia 76ers - Cleveland Cavaliers,119:122 AET,1.30,3.67
2023-2024,21.11.2023,Phoenix Suns - Portland Trail Blazers,120:107,1.13,6.44
2023-2024,20.11.2023,Charlotte Hornets - Boston Celtics,121:118 AET,3.85,1.28
2023-2024,20.11.2023,Chicago Bulls - Miami Heat,100:118,2.05,1.81
2023-2024,20.11.2023,Detroit Pistons - Denver Nuggets,103:107,4.42,1.22
2023-2024,20.11.2023,Golden State Warriors - Houston Rockets,121:116,1.35,3.35
2023-2024,20.11.2023,Minnesota Timberwolves - New York Knicks,117:100,1.74,2.16
2023-2024,20.11.2023,New Orleans Pelicans - Sacramento Kings,129:93,2.04,1.82
2023-2024,20.11.2023,San Antonio Spurs - Los Angeles Clippers,99:124,3.94,1.27
2023-2024,20.11.2023,Washington Wizards - Milwaukee Bucks,129:142,4.58,1.21
2023-2024,19.11.2023,Brooklyn Nets - Philadelphia 76ers,99:121,2.40,1.61
2023-2024,19.11.2023,Cleveland Cavaliers - Denver Nuggets,121:109,2.55,1.54
2023-2024,19.11.2023,Dallas Mavericks - Sacramento Kings,113:129,1.83,2.03
2023-2024,19.11.2023,Indiana Pacers - Orlando Magic,116:128,1.54,2.56
2023-2024,19.11.2023,Los Angeles Lakers - Houston Rockets,105:104,1.42,2.92
2023-2024,19.11.2023,Memphis Grizzlies - Boston Celtics,100:102,5.70,1.15
2023-2024,19.11.2023,Portland Trail Blazers - Oklahoma City Thunder,91:134,3.24,1.36
2023-2024,19.11.2023,Toronto Raptors - Detroit Pistons,142:113,1.23,4.38
2023-2024,19.11.2023,Utah Jazz - Phoenix Suns,137:140 AET,2.61,1.52
2023-2024,18.11.2023,Charlotte Hornets - New York Knicks,108:122,3.10,1.39
2023-2024,18.11.2023,Chicago Bulls - Miami Heat,102:97,2.09,1.79
2023-2024,18.11.2023,Golden State Warriors - Oklahoma City Thunder,123:130 AET,1.77,2.11
2023-2024,18.11.2023,Milwaukee Bucks - Dallas Mavericks,132:125,1.79,2.08
2023-2024,18.11.2023,New Orleans Pelicans - Minnesota Timberwolves,120:121,3.37,1.34
2023-2024,18.11.2023,San Antonio Spurs - Memphis Grizzlies,108:120,2.29,1.66
2023-2024,17.11.2023,Atlanta Hawks - Philadelphia 76ers,116:126,2.02,1.83
2023-2024,17.11.2023,Charlotte Hornets - Milwaukee Bucks,99:130,3.89,1.28
2023-2024,17.11.2023,Chicago Bulls - Orlando Magic,97:103,1.60,2.40
2023-2024,17.11.2023,Cleveland Cavaliers - Detroit Pistons,108:100,1.26,4.04
2023-2024,17.11.2023,Los Angeles Clippers - Houston Rockets,106:100,1.34,3.38
2023-2024,17.11.2023,New Orleans Pelicans - Denver Nuggets,115:110,2.61,1.52
2023-2024,17.11.2023,Portland Trail Blazers - Los Angeles Lakers,95:107,4.26,1.24
2023-2024,17.11.2023,San Antonio Spurs - Sacramento Kings,120:129,3.81,1.28
2023-2024,17.11.2023,Toronto Raptors - Boston Celtics,105:108,4.09,1.26
2023-2024,17.11.2023,Utah Jazz - Phoenix Suns,128:131,2.71,1.49
2023-2024,17.11.2023,Washington Wizards - New York Knicks,99:120,3.27,1.36
2023-2024,16.11.2023,Golden State Warriors - Oklahoma City Thunder,109:128,2.33,1.63
2023-2024,16.11.2023,Miami Heat - Brooklyn Nets,122:115,1.62,2.39
2023-2024,15.11.2023,Atlanta Hawks - New York Knicks,114:116,1.83,2.01
2023-2024,15.11.2023,Chicago Bulls - Orlando Magic,94:96,1.76,2.11
2023-2024,15.11.2023,Los Angeles Lakers - Sacramento Kings,110:125,1.93,1.91
2023-2024,15.11.2023,Philadelphia 76ers - Boston Celtics,107:117,1.96,1.88
2023-2024,15.11.2023,Phoenix Suns - Minnesota Timberwolves,133:115,1.56,2.55
2023-2024,15.11.2023,Portland Trail Blazers - Cleveland Cavaliers,95:109,4.51,1.22
2023-2024,15.11.2023,Toronto Raptors - Milwaukee Bucks,112:128,1.97,1.87
2023-2024,15.11.2023,Washington Wizards - Dallas Mavericks,117:130,2.49,1.56
2023-2024,14.11.2023,Brooklyn Nets - Orlando Magic,124:104,1.70,2.21
2023-2024,14.11.2023,Charlotte Hornets - Miami Heat,105:111,3.00,1.41
2023-2024,14.11.2023,Denver Nuggets - Los Angeles Clippers,111:108,1.53,2.57
2023-2024,14.11.2023,Detroit Pistons - Atlanta Hawks,120:126,2.57,1.53
2023-2024,14.11.2023,Golden State Warriors - Minnesota Timberwolves,101:104,2.29,1.66
2023-2024,14.11.2023,Los Angeles Lakers - Memphis Grizzlies,134:107,1.39,3.11
2023-2024,14.11.2023,New Orleans Pelicans - Dallas Mavericks,131:110,2.37,1.62
2023-2024,14.11.2023,Oklahoma City Thunder - San Antonio Spurs,123:87,1.20,4.67
2023-2024,14.11.2023,Philadelphia 76ers - Indiana Pacers,126:132,1.44,2.88
2023-2024,14.11.2023,Utah Jazz - Portland Trail Blazers,115:99,1.38,3.16
2023-2024,13.11.2023,Boston Celtics - New York Knicks,114:98,1.23,4.36
2023-2024,13.11.2023,Milwaukee Bucks - Chicago Bulls,118:109,1.23,4.35
2023-2024,13.11.2023,Sacramento Kings - Cleveland Cavaliers,132:120,1.89,1.94
2023-2024,13.11.2023,Toronto Raptors - Washington Wizards,111:107,1.29,3.79
2023-2024,12.11.2023,Brooklyn Nets - Washington Wizards,102:94,1.36,3.23
2023-2024,12.11.2023,Chicago Bulls - Detroit Pistons,119:108,1.39,3.10
2023-2024,12.11.2023,Golden State Warriors - Minnesota Timberwolves,110:116,1.65,2.31
2023-2024,12.11.2023,Houston Rockets - Denver Nuggets,107:104,2.64,1.51
2023-2024,12.11.2023,Los Angeles Clippers - Memphis Grizzlies,101:105,1.29,3.77
2023-2024,12.11.2023,Los Angeles Lakers - Portland Trail Blazers,116:110,1.27,3.94
2023-2024,12.11.2023,New Orleans Pelicans - Dallas Mavericks,124:136,2.36,1.62
2023-2024,12.11.2023,New York Knicks - Charlotte Hornets,129:107,1.19,4.98
2023-2024,12.11.2023,Philadelphia 76ers - Indiana Pacers,137:126,1.38,3.16
2023-2024,12.11.2023,Phoenix Suns - Oklahoma City Thunder,99:111,1.61,2.38
2023-2024,12.11.2023,San Antonio Spurs - Miami Heat,113:118,2.05,1.80
2023-2024,11.11.2023,Atlanta Hawks - Miami Heat,109:117,1.33,3.46
2023-2024,11.11.2023,Boston Celtics - Toronto Raptors,117:94,1.25,4.10
2023-2024,11.11.2023,Golden State Warriors - Cleveland Cavaliers,110:118,1.55,2.52
2023-2024,11.11.2023,Orlando Magic - Milwaukee Bucks,112:97,2.11,1.77
2023-2024,10.11.2023,Boston Celtics - Brooklyn Nets,121:107,1.15,5.68
2023-2024,10.11.2023,Dallas Mavericks - Los Angeles Clippers,144:126,1.84,2.00
2023-2024,10.11.2023,Detroit Pistons - Philadelphia 76ers,106:114,3.94,1.27
2023-2024,10.11.2023,Houston Rockets - New Orleans Pelicans,104:101,1.69,2.25
2023-2024,10.11.2023,Memphis Grizzlies - Utah Jazz,121:127,1.50,2.68
2023-2024,10.11.2023,Phoenix Suns - Los Angeles Lakers,119:122,1.76,2.11
2023-2024,10.11.2023,Sacramento Kings - Oklahoma City Thunder,105:98,2.04,1.81
2023-2024,10.11.2023,San Antonio Spurs - Minnesota Timberwolves,110:117,3.35,1.34
2023-2024,10.11.2023,Washington Wizards - Charlotte Hornets,117:124,1.67,2.27
2023-2024,09.11.2023,Indiana Pacers - Milwaukee Bucks,126:124,1.97,1.87
2023-2024,09.11.2023,Orlando Magic - Atlanta Hawks,119:120,2.35,1.63
2023-2024,08.11.2023,Brooklyn Nets - Los Angeles Clippers,100:93,2.78,1.47
2023-2024,08.11.2023,Charlotte Hornets - Washington Wizards,116:132,1.75,2.12
2023-2024,08.11.2023,Chicago Bulls - Phoenix Suns,115:116 AET,1.95,1.88
2023-2024,08.11.2023,Dallas Mavericks - Toronto Raptors,116:127,1.57,2.48
2023-2024,08.11.2023,Denver Nuggets - Golden State Warriors,108:105,1.53,2.58
2023-2024,08.11.2023,Houston Rockets - Los Angeles Lakers,128:94,2.10,1.77
2023-2024,08.11.2023,Indiana Pacers - Utah Jazz,134:118,1.43,2.93
2023-2024,08.11.2023,Memphis Grizzlies - Miami Heat,102:108,2.06,1.79
2023-2024,08.11.2023,Milwaukee Bucks - Detroit Pistons,120:118,1.14,5.90
2023-2024,08.11.2023,Minnesota Timberwolves - New Orleans Pelicans,122:101,1.24,4.28
2023-2024,08.11.2023,New York Knicks - San Antonio Spurs,126:105,1.25,4.10
2023-2024,08.11.2023,Oklahoma City Thunder - Cleveland Cavaliers,128:120,2.10,1.77
2023-2024,08.11.2023,Philadelphia 76ers - Boston Celtics,106:103,2.23,1.70
2023-2024,08.11.2023,Sacramento Kings - Portland Trail Blazers,121:118 AET,1.30,3.63
2023-2024,06.11.2023,Brooklyn Nets - Milwaukee Bucks,125:129,2.65,1.51
2023-2024,06.11.2023,Chicago Bulls - Utah Jazz,130:113,1.56,2.52
2023-2024,06.11.2023,Denver Nuggets - New Orleans Pelicans,134:116,1.39,3.08
2023-2024,06.11.2023,Detroit Pistons - Golden State Warriors,109:120,4.09,1.26
2023-2024,06.11.2023,Houston Rockets - Sacramento Kings,122:97,2.11,1.77
2023-2024,06.11.2023,Indiana Pacers - San Antonio Spurs,152:111,1.26,4.02
2023-2024,06.11.2023,Miami Heat - Los Angeles Lakers,108:107,1.81,2.05
2023-2024,06.11.2023,Minnesota Timberwolves - Boston Celtics,114:109 AET,2.35,1.62
2023-2024,06.11.2023,New York Knicks - Los Angeles Clippers,111:97,1.83,2.02
2023-2024,06.11.2023,Oklahoma City Thunder - Atlanta Hawks,126:117,1.89,1.95
2023-2024,06.11.2023,Orlando Magic - Dallas Mavericks,102:117,1.94,1.89
2023-2024,06.11.2023,Philadelphia 76ers - Washington Wizards,146:128,1.17,5.28
2023-2024,05.11.2023,Cleveland Cavaliers - Golden State Warriors,115:104,1.87,1.98
2023-2024,05.11.2023,Dallas Mavericks - Charlotte Hornets,124:118,1.17,5.36
2023-2024,05.11.2023,Detroit Pistons - Phoenix Suns,106:120,2.35,1.63
2023-2024,05.11.2023,Portland Trail Blazers - Memphis Grizzlies,100:112,2.34,1.64
2023-2024,05.11.2023,San Antonio Spurs - Toronto Raptors,116:123 AET,2.43,1.59
2023-2024,04.11.2023,Brooklyn Nets - Boston Celtics,114:124,4.65,1.21
2023-2024,04.11.2023,Denver Nuggets - Chicago Bulls,123:101,1.24,4.20
2023-2024,04.11.2023,Houston Rockets - Sacramento Kings,107:89,2.16,1.73
2023-2024,04.11.2023,Indiana Pacers - Charlotte Hornets,124:125,1.51,2.65
2023-2024,04.11.2023,Minnesota Timberwolves - Utah Jazz,123:95,1.32,3.52
2023-2024,04.11.2023,New Orleans Pelicans - Atlanta Hawks,105:123,1.77,2.11
2023-2024,04.11.2023,Orlando Magic - Los Angeles Lakers,120:101,2.37,1.62
2023-2024,04.11.2023,Philadelphia 76ers - Phoenix Suns,112:100,1.39,3.05
2023-2024,03.11.2023,Chicago Bulls - Brooklyn Nets,107:109,1.58,2.44
2023-2024,03.11.2023,Denver Nuggets - Dallas Mavericks,125:114,1.43,2.90
2023-2024,03.11.2023,Indiana Pacers - Cleveland Cavaliers,121:116,2.13,1.75
2023-2024,03.11.2023,Miami Heat - Washington Wizards,121:114,1.25,4.12
2023-2024,03.11.2023,Milwaukee Bucks - New York Knicks,110:105,1.46,2.78
2023-2024,03.11.2023,Oklahoma City Thunder - Golden State Warriors,139:141,2.99,1.41
2023-2024,03.11.2023,Portland Trail Blazers - Memphis Grizzlies,115:113 AET,2.38,1.61
2023-2024,02.11.2023,New Orleans Pelicans - Detroit Pistons,125:116,1.53,2.56
2023-2024,02.11.2023,Philadelphia 76ers - Toronto Raptors,114:99,1.33,3.39
2023-2024,02.11.2023,Phoenix Suns - San Antonio Spurs,121:132,1.20,4.77
2023-2024,02.11.2023,Utah Jazz - Orlando Magic,113:115,2.05,1.81
2023-2024,01.11.2023,Atlanta Hawks - Washington Wizards,130:121,1.22,4.40
2023-2024,01.11.2023,Boston Celtics - Indiana Pacers,155:104,1.13,6.32
2023-2024,01.11.2023,Dallas Mavericks - Chicago Bulls,114:105,1.62,2.36
2023-2024,01.11.2023,Detroit Pistons - Portland Trail Blazers,101:110,1.64,2.32
2023-2024,01.11.2023,Golden State Warriors - Sacramento Kings,102:101,1.38,3.15
2023-2024,01.11.2023,Houston Rockets - Charlotte Hornets,128:119,1.68,2.24
2023-2024,01.11.2023,Los Angeles Lakers - Los Angeles Clippers,130:125 AET,1.66,2.28
2023-2024,01.11.2023,Miami Heat - Brooklyn Nets,105:109,1.38,3.15
2023-2024,01.11.2023,Minnesota Timberwolves - Denver Nuggets,110:89,2.11,1.76
2023-2024,01.11.2023,New York Knicks - Cleveland Cavaliers,89:95,1.46,2.78
2023-2024,01.11.2023,Oklahoma City Thunder - New Orleans Pelicans,106:110,1.63,2.35
2023-2024,01.11.2023,Toronto Raptors - Milwaukee Bucks,130:111,2.52,1.55
2023-2024,01.11.2023,Utah Jazz - Memphis Grizzlies,133:109,1.77,2.09
2023-2024,31.10.2023,Cleveland Cavaliers - New York Knicks,91:109,2.11,1.77
2023-2024,31.10.2023,Los Angeles Clippers - Orlando Magic,118:102,1.40,3.05
2023-2024,31.10.2023,Phoenix Suns - San Antonio Spurs,114:115,1.34,3.33
2023-2024,30.10.2023,Atlanta Hawks - Minnesota Timberwolves,127:113,2.14,1.74
2023-2024,30.10.2023,Charlotte Hornets - Brooklyn Nets,121:133,2.04,1.80
2023-2024,30.10.2023,Denver Nuggets - Utah Jazz,110:102,1.26,3.99
2023-2024,30.10.2023,Indiana Pacers - Chicago Bulls,105:112,1.65,2.30
2023-2024,30.10.2023,Los Angeles Lakers - Orlando Magic,106:103,1.61,2.39
2023-2024,30.10.2023,Memphis Grizzlies - Dallas Mavericks,110:125,1.83,2.00
2023-2024,30.10.2023,Milwaukee Bucks - Miami Heat,122:114,1.33,3.46
2023-2024,30.10.2023,New Orleans Pelicans - Golden State Warriors,102:130,1.64,2.34
2023-2024,30.10.2023,Oklahoma City Thunder - Detroit Pistons,124:112,1.38,3.11
2023-2024,30.10.2023,Toronto Raptors - Portland Trail Blazers,91:99,1.22,4.45
2023-2024,30.10.2023,Washington Wizards - Boston Celtics,107:126,4.86,1.19
2023-2024,29.10.2023,Houston Rockets - Golden State Warriors,95:106,3.18,1.36
2023-2024,29.10.2023,Los Angeles Clippers - San Antonio Spurs,123:83,1.25,4.09
2023-2024,29.10.2023,Milwaukee Bucks - Atlanta Hawks,110:127,1.39,3.06
2023-2024,29.10.2023,Oklahoma City Thunder - Denver Nuggets,95:128,2.38,1.62
2023-2024,29.10.2023,Philadelphia 76ers - Portland Trail Blazers,126:98,1.23,4.24
2023-2024,29.10.2023,Sacramento Kings - Los Angeles Lakers,132:127 AET,1.73,2.15
2023-2024,28.10.2023,Cleveland Cavaliers - Indiana Pacers,113:125,2.44,1.59
2023-2024,28.10.2023,Detroit Pistons - Chicago Bulls,118:102,2.17,1.71
2023-2024,28.10.2023,Minnesota Timberwolves - Miami Heat,106:90,1.29,3.68
2023-2024,28.10.2023,New Orleans Pelicans - New York Knicks,96:87,1.68,2.24
2023-2024,28.10.2023,Phoenix Suns - Utah Jazz,126:104,1.46,2.77
2023-2024,28.10.2023,Toronto Raptors - Philadelphia 76ers,107:114,2.64,1.51
2023-2024,28.10.2023,Washington Wizards - Memphis Grizzlies,113:106,1.92,1.90
2023-2024,27.10.2023,Atlanta Hawks - New York Knicks,120:126,1.95,1.89
2023-2024,27.10.2023,Boston Celtics - Miami Heat,119:111,1.28,3.84
2023-2024,27.10.2023,Charlotte Hornets - Detroit Pistons,99:111,1.55,2.53
2023-2024,27.10.2023,Chicago Bulls - Toronto Raptors,104:103 AET,1.74,2.15
2023-2024,27.10.2023,Cleveland Cavaliers - Oklahoma City Thunder,105:108,1.70,2.22
2023-2024,27.10.2023,Dallas Mavericks - Brooklyn Nets,125:120,1.42,2.94
2023-2024,27.10.2023,Memphis Grizzlies - Denver Nuggets,104:108,2.79,1.46
2023-2024,27.10.2023,Portland Trail Blazers - Orlando Magic,97:102,2.41,1.60
2023-2024,27.10.2023,Sacramento Kings - Golden State Warriors,114:122,1.65,2.30
2023-2024,27.10.2023,San Antonio Spurs - Houston Rockets,126:122 AET,1.66,2.30
2023-2024,27.10.2023,Utah Jazz - Los Angeles Clippers,120:118,2.48,1.56
2023-2024,26.10.2023,Los Angeles Lakers - Phoenix Suns,100:95,1.40,3.02
2023-2024,26.10.2023,Milwaukee Bucks - Philadelphia 76ers,118:117,1.41,3.00
2023-2024,25.10.2023,Brooklyn Nets - Cleveland Cavaliers,113:114,2.05,1.80
2023-2024,25.10.2023,Charlotte Hornets - Atlanta Hawks,116:110,2.51,1.56
2023-2024,25.10.2023,Chicago Bulls - Oklahoma City Thunder,104:124,1.71,2.20
2023-2024,25.10.2023,Indiana Pacers - Washington Wizards,143:120,1.51,2.63
2023-2024,25.10.2023,Los Angeles Clippers - Portland Trail Blazers,123:111,1.22,4.47
2023-2024,25.10.2023,Memphis Grizzlies - New Orleans Pelicans,104:111,1.86,1.98
2023-2024,25.10.2023,Miami Heat - Detroit Pistons,103:102,1.22,4.42
2023-2024,25.10.2023,New York Knicks - Boston Celtics,104:108,2.47,1.58
2023-2024,25.10.2023,Orlando Magic - Houston Rockets,116:86,1.55,2.54
2023-2024,25.10.2023,San Antonio Spurs - Dallas Mavericks,119:126,2.62,1.52
2023-2024,25.10.2023,Toronto Raptors - Minnesota Timberwolves,97:94,1.88,1.95
2023-2024,25.10.2023,Utah Jazz - Sacramento Kings,114:130,2.04,1.81
2023-2024,24.10.2023,Denver Nuggets - Los Angeles Lakers,119:107,1.51,2.63
2023-2024,24.10.2023,Golden State Warriors - Phoenix Suns,104:108,1.68,2.24
