Season,Date,Match,Score,Odds_1,Odds_2
2022-2023,09.01.2023,Memphis Grizzlies - San Antonio Spurs,121:113,1.18,5.10
2022-2023,09.01.2023,New York Knicks - Milwaukee Bucks,107:111,1.90,1.94
2022-2023,09.01.2023,Sacramento Kings - Orlando Magic,136:111,1.40,3.08
2022-2023,09.01.2023,Washington Wizards - New Orleans Pelicans,112:132,1.81,2.05
2022-2023,08.01.2023,Detroit Pistons - Philadelphia 76ers,111:123,2.80,1.45
2022-2023,08.01.2023,Houston Rockets - Minnesota Timberwolves,96:104,2.39,1.61
2022-2023,08.01.2023,Indiana Pacers - Charlotte Hornets,116:111,1.48,2.72
2022-2023,08.01.2023,Los Angeles Clippers - Atlanta Hawks,108:112,1.74,2.15
2022-2023,08.01.2023,Memphis Grizzlies - Utah Jazz,123:118,1.45,2.83
2022-2023,08.01.2023,Miami Heat - Brooklyn Nets,101:102,2.13,1.76
2022-2023,08.01.2023,Oklahoma City Thunder - Dallas Mavericks,120:109,1.56,2.51
2022-2023,08.01.2023,Phoenix Suns - Cleveland Cavaliers,98:112,2.92,1.43
2022-2023,08.01.2023,Toronto Raptors - Portland Trail Blazers,117:105,1.66,2.29
2022-2023,07.01.2023,Chicago Bulls - Utah Jazz,126:118,2.19,1.71
2022-2023,07.01.2023,Dallas Mavericks - New Orleans Pelicans,127:117,1.26,4.01
2022-2023,07.01.2023,Golden State Warriors - Orlando Magic,101:115,1.40,3.07
2022-2023,07.01.2023,Sacramento Kings - Los Angeles Lakers,134:136,1.33,3.41
2022-2023,07.01.2023,San Antonio Spurs - Boston Celtics,116:121,8.84,1.07
2022-2023,06.01.2023,Denver Nuggets - Cleveland Cavaliers,121:108,1.48,2.72
2022-2023,06.01.2023,Indiana Pacers - Portland Trail Blazers,108:99,1.87,1.97
2022-2023,06.01.2023,Los Angeles Lakers - Atlanta Hawks,130:114,2.23,1.69
2022-2023,06.01.2023,Milwaukee Bucks - Charlotte Hornets,109:138,1.20,4.70
2022-2023,06.01.2023,Minnesota Timberwolves - Los Angeles Clippers,128:115,1.46,2.78
2022-2023,06.01.2023,New Orleans Pelicans - Brooklyn Nets,102:108,2.57,1.53
2022-2023,06.01.2023,Oklahoma City Thunder - Washington Wizards,127:110,1.90,1.94
2022-2023,06.01.2023,Philadelphia 76ers - Chicago Bulls,112:126,1.51,2.66
2022-2023,06.01.2023,Phoenix Suns - Miami Heat,96:104,1.97,1.88
2022-2023,06.01.2023,San Antonio Spurs - Detroit Pistons,121:109,1.84,2.00
2022-2023,06.01.2023,Toronto Raptors - New York Knicks,108:112,1.58,2.45
2022-2023,05.01.2023,Dallas Mavericks - Boston Celtics,95:124,2.28,1.65
2022-2023,05.01.2023,Denver Nuggets - Los Angeles Clippers,122:91,1.52,2.59
2022-2023,05.01.2023,Houston Rockets - Utah Jazz,114:131,3.23,1.36
2022-2023,05.01.2023,Orlando Magic - Memphis Grizzlies,115:123,3.12,1.39
2022-2023,04.01.2023,Charlotte Hornets - Memphis Grizzlies,107:131,3.35,1.34
2022-2023,04.01.2023,Chicago Bulls - Brooklyn Nets,121:112,2.69,1.50
2022-2023,04.01.2023,Cleveland Cavaliers - Phoenix Suns,90:88,1.49,2.72
2022-2023,04.01.2023,Golden State Warriors - Detroit Pistons,119:122,1.38,3.16
2022-2023,04.01.2023,Los Angeles Lakers - Miami Heat,112:109,3.87,1.27
2022-2023,04.01.2023,Minnesota Timberwolves - Portland Trail Blazers,113:106,2.03,1.82
2022-2023,04.01.2023,New Orleans Pelicans - Houston Rockets,119:108,1.35,3.31
2022-2023,04.01.2023,New York Knicks - San Antonio Spurs,117:114,1.21,4.52
2022-2023,04.01.2023,Orlando Magic - Oklahoma City Thunder,126:115,2.00,1.84
2022-2023,04.01.2023,Philadelphia 76ers - Indiana Pacers,129:126 AET,1.51,2.63
2022-2023,04.01.2023,Sacramento Kings - Atlanta Hawks,117:120,1.83,2.02
2022-2023,04.01.2023,Toronto Raptors - Milwaukee Bucks,101:104 AET,1.47,2.74
2022-2023,03.01.2023,Milwaukee Bucks - Washington Wizards,123:113,1.34,3.41
2022-2023,03.01.2023,Oklahoma City Thunder - Boston Celtics,150:117,5.44,1.16
2022-2023,03.01.2023,Utah Jazz - Sacramento Kings,115:117,1.64,2.31
2022-2023,02.01.2023,Brooklyn Nets - San Antonio Spurs,139:103,1.13,6.35
2022-2023,02.01.2023,Charlotte Hornets - Los Angeles Lakers,115:121,1.78,2.09
2022-2023,02.01.2023,Cleveland Cavaliers - Chicago Bulls,145:134 AET,1.59,2.43
2022-2023,02.01.2023,Golden State Warriors - Atlanta Hawks,143:141 AET,1.82,2.03
2022-2023,02.01.2023,Houston Rockets - Dallas Mavericks,106:111,3.28,1.35
2022-2023,02.01.2023,Indiana Pacers - Toronto Raptors,122:114,2.09,1.78
2022-2023,02.01.2023,Los Angeles Clippers - Miami Heat,100:110,1.95,1.89
2022-2023,02.01.2023,Minnesota Timberwolves - Denver Nuggets,124:111,2.47,1.58
2022-2023,02.01.2023,New York Knicks - Phoenix Suns,102:83,1.72,2.19
2022-2023,02.01.2023,Philadelphia 76ers - New Orleans Pelicans,120:111,1.50,2.68
2022-2023,02.01.2023,Portland Trail Blazers - Detroit Pistons,135:106,1.23,4.37
2022-2023,01.01.2023,Denver Nuggets - Boston Celtics,123:111,2.37,1.62
2022-2023,01.01.2023,Memphis Grizzlies - Sacramento Kings,118:108,1.57,2.48
2022-2023,01.01.2023,Milwaukee Bucks - Washington Wizards,95:118,1.72,2.17
2022-2023,31.12.2022,Charlotte Hornets - Brooklyn Nets,106:123,3.04,1.40
2022-2023,31.12.2022,Chicago Bulls - Cleveland Cavaliers,102:103,1.98,1.86
2022-2023,31.12.2022,Houston Rockets - New York Knicks,88:108,2.37,1.62
2022-2023,31.12.2022,Indiana Pacers - Los Angeles Clippers,131:130,2.21,1.70
2022-2023,31.12.2022,Memphis Grizzlies - New Orleans Pelicans,116:101,1.40,3.07
2022-2023,31.12.2022,Minnesota Timberwolves - Detroit Pistons,104:116,1.37,3.23
2022-2023,31.12.2022,Oklahoma City Thunder - Philadelphia 76ers,96:115,2.21,1.70
2022-2023,31.12.2022,San Antonio Spurs - Dallas Mavericks,125:126,3.35,1.34
2022-2023,31.12.2022,Utah Jazz - Miami Heat,123:126,1.56,2.50
2022-2023,30.12.2022,Atlanta Hawks - Los Angeles Lakers,121:130,1.42,2.95
2022-2023,30.12.2022,Chicago Bulls - Detroit Pistons,132:118,1.34,3.39
2022-2023,30.12.2022,Denver Nuggets - Miami Heat,124:119,1.56,2.50
2022-2023,30.12.2022,Golden State Warriors - Portland Trail Blazers,118:112,1.95,1.88
2022-2023,30.12.2022,Milwaukee Bucks - Minnesota Timberwolves,123:114,1.32,3.47
2022-2023,30.12.2022,New Orleans Pelicans - Philadelphia 76ers,127:116,1.98,1.86
2022-2023,30.12.2022,Orlando Magic - Washington Wizards,100:119,2.57,1.54
2022-2023,30.12.2022,Sacramento Kings - Utah Jazz,126:125,1.65,2.31
2022-2023,30.12.2022,Toronto Raptors - Phoenix Suns,113:104,1.76,2.12
2022-2023,29.12.2022,Boston Celtics - Los Angeles Clippers,116:110,1.37,3.20
2022-2023,29.12.2022,Charlotte Hornets - Oklahoma City Thunder,121:113,1.72,2.18
2022-2023,29.12.2022,Dallas Mavericks - Houston Rockets,129:114,1.21,4.61
2022-2023,29.12.2022,Indiana Pacers - Cleveland Cavaliers,135:126,2.44,1.58
2022-2023,29.12.2022,San Antonio Spurs - New York Knicks,122:115,2.63,1.52
2022-2023,29.12.2022,Toronto Raptors - Memphis Grizzlies,106:119,2.50,1.56
2022-2023,28.12.2022,Atlanta Hawks - Brooklyn Nets,107:108,3.48,1.32
2022-2023,28.12.2022,Chicago Bulls - Milwaukee Bucks,119:113 AET,2.19,1.71
2022-2023,28.12.2022,Detroit Pistons - Orlando Magic,121:101,1.93,1.91
2022-2023,28.12.2022,Golden State Warriors - Utah Jazz,112:107,2.53,1.55
2022-2023,28.12.2022,Miami Heat - Los Angeles Lakers,112:98,1.25,4.05
2022-2023,28.12.2022,New Orleans Pelicans - Minnesota Timberwolves,119:118,1.40,3.04
2022-2023,28.12.2022,Sacramento Kings - Denver Nuggets,127:126,1.70,2.22
2022-2023,28.12.2022,Washington Wizards - Phoenix Suns,127:102,2.15,1.74
2022-2023,27.12.2022,Boston Celtics - Houston Rockets,126:102,1.07,9.56
2022-2023,27.12.2022,Dallas Mavericks - New York Knicks,126:121 AET,1.46,2.79
2022-2023,27.12.2022,Golden State Warriors - Charlotte Hornets,110:105,1.49,2.69
2022-2023,27.12.2022,Indiana Pacers - Atlanta Hawks,129:114,2.04,1.81
2022-2023,27.12.2022,Memphis Grizzlies - Phoenix Suns,108:125,1.31,3.55
2022-2023,27.12.2022,Oklahoma City Thunder - San Antonio Spurs,130:114,1.38,3.18
2022-2023,27.12.2022,Orlando Magic - Los Angeles Lakers,110:129,1.67,2.27
2022-2023,27.12.2022,Sacramento Kings - Denver Nuggets,106:113,2.31,1.65
2022-2023,27.12.2022,Toronto Raptors - Los Angeles Clippers,113:124,1.60,2.41
2022-2023,27.12.2022,Washington Wizards - Philadelphia 76ers,116:111,2.60,1.52
2022-2023,26.12.2022,Chicago Bulls - Houston Rockets,118:133,1.37,3.22
2022-2023,26.12.2022,Cleveland Cavaliers - Brooklyn Nets,117:125,1.76,2.10
2022-2023,26.12.2022,Detroit Pistons - Los Angeles Clippers,131:142 AET,2.82,1.45
2022-2023,26.12.2022,Miami Heat - Minnesota Timberwolves,113:110,1.91,1.93
2022-2023,26.12.2022,New Orleans Pelicans - Indiana Pacers,113:93,1.77,2.10
2022-2023,26.12.2022,Portland Trail Blazers - Charlotte Hornets,124:113,1.47,2.76
2022-2023,26.12.2022,San Antonio Spurs - Utah Jazz,126:122,2.60,1.52
2022-2023,25.12.2022,Boston Celtics - Milwaukee Bucks,139:118,1.47,2.77
2022-2023,25.12.2022,Dallas Mavericks - Los Angeles Lakers,124:115,1.33,3.43
2022-2023,25.12.2022,Denver Nuggets - Phoenix Suns,128:125 AET,1.57,2.49
2022-2023,25.12.2022,Golden State Warriors - Memphis Grizzlies,123:109,3.28,1.35
2022-2023,25.12.2022,New York Knicks - Philadelphia 76ers,112:119,2.09,1.78
2022-2023,23.12.2022,Atlanta Hawks - Detroit Pistons,130:105,1.22,4.42
2022-2023,23.12.2022,Boston Celtics - Minnesota Timberwolves,121:109,1.22,4.41
2022-2023,23.12.2022,Brooklyn Nets - Milwaukee Bucks,118:100,1.75,2.12
2022-2023,23.12.2022,Cleveland Cavaliers - Toronto Raptors,107:118,1.52,2.61
2022-2023,23.12.2022,Denver Nuggets - Portland Trail Blazers,120:107,1.46,2.80
2022-2023,23.12.2022,Houston Rockets - Dallas Mavericks,106:112,3.20,1.37
2022-2023,23.12.2022,Los Angeles Lakers - Charlotte Hornets,130:134,1.69,2.23
2022-2023,23.12.2022,Miami Heat - Indiana Pacers,108:111,1.42,2.94
2022-2023,23.12.2022,New York Knicks - Chicago Bulls,117:118,1.43,2.91
2022-2023,23.12.2022,Oklahoma City Thunder - New Orleans Pelicans,125:128 AET,1.79,2.06
2022-2023,23.12.2022,Orlando Magic - San Antonio Spurs,133:113,1.43,2.92
2022-2023,23.12.2022,Philadelphia 76ers - Los Angeles Clippers,119:114,1.60,2.41
2022-2023,23.12.2022,Phoenix Suns - Memphis Grizzlies,100:125,2.25,1.67
2022-2023,23.12.2022,Sacramento Kings - Washington Wizards,111:125,1.31,3.59
2022-2023,22.12.2022,New Orleans Pelicans - San Antonio Spurs,126:117,1.27,3.84
2022-2023,22.12.2022,Utah Jazz - Washington Wizards,120:112,1.37,3.25
2022-2023,21.12.2022,Atlanta Hawks - Chicago Bulls,108:110,1.50,2.68
2022-2023,21.12.2022,Boston Celtics - Indiana Pacers,112:117,1.22,4.38
2022-2023,21.12.2022,Brooklyn Nets - Golden State Warriors,143:113,1.18,5.25
2022-2023,21.12.2022,Cleveland Cavaliers - Milwaukee Bucks,114:106,1.75,2.15
2022-2023,21.12.2022,Houston Rockets - Orlando Magic,110:116,1.88,1.95
2022-2023,21.12.2022,Los Angeles Clippers - Charlotte Hornets,126:105,1.26,3.96
2022-2023,21.12.2022,Minnesota Timberwolves - Dallas Mavericks,99:104,2.17,1.73
2022-2023,21.12.2022,New York Knicks - Toronto Raptors,106:113,1.76,2.11
2022-2023,21.12.2022,Oklahoma City Thunder - Portland Trail Blazers,101:98,2.42,1.59
2022-2023,21.12.2022,Philadelphia 76ers - Detroit Pistons,113:93,1.15,5.84
2022-2023,21.12.2022,Sacramento Kings - Los Angeles Lakers,134:120,1.30,3.65
2022-2023,20.12.2022,Denver Nuggets - Memphis Grizzlies,105:91,2.00,1.83
2022-2023,20.12.2022,Detroit Pistons - Utah Jazz,111:126,2.19,1.71
2022-2023,20.12.2022,Miami Heat - Chicago Bulls,103:113,1.83,2.02
2022-2023,20.12.2022,New York Knicks - Golden State Warriors,132:94,1.43,2.92
2022-2023,20.12.2022,Phoenix Suns - Washington Wizards,110:113,1.36,3.28
2022-2023,19.12.2022,Atlanta Hawks - Orlando Magic,126:125,1.28,3.85
2022-2023,19.12.2022,Cleveland Cavaliers - Utah Jazz,122:99,1.39,3.10
2022-2023,19.12.2022,Houston Rockets - San Antonio Spurs,105:124,1.53,2.58
2022-2023,19.12.2022,Minnesota Timberwolves - Dallas Mavericks,116:106,2.82,1.45
2022-2023,19.12.2022,New Orleans Pelicans - Milwaukee Bucks,119:128,1.91,1.91
2022-2023,19.12.2022,Oklahoma City Thunder - Portland Trail Blazers,123:121,2.52,1.56
2022-2023,19.12.2022,Philadelphia 76ers - Toronto Raptors,104:101 AET,1.38,3.14
2022-2023,19.12.2022,Phoenix Suns - Los Angeles Lakers,130:104,1.16,5.41
2022-2023,19.12.2022,Sacramento Kings - Charlotte Hornets,119:125,1.21,4.66
2022-2023,18.12.2022,Boston Celtics - Orlando Magic,92:95,1.19,4.96
2022-2023,18.12.2022,Denver Nuggets - Charlotte Hornets,119:115,1.25,4.08
2022-2023,18.12.2022,Detroit Pistons - Brooklyn Nets,121:124,3.75,1.29
2022-2023,18.12.2022,Indiana Pacers - New York Knicks,106:109,1.92,1.92
2022-2023,18.12.2022,Los Angeles Lakers - Washington Wizards,119:117,1.67,2.27
2022-2023,18.12.2022,Minnesota Timberwolves - Chicago Bulls,150:126,2.05,1.81
2022-2023,18.12.2022,Toronto Raptors - Golden State Warriors,110:126,1.43,2.91
2022-2023,17.12.2022,Cleveland Cavaliers - Dallas Mavericks,100:99 AET,1.27,3.90
2022-2023,17.12.2022,Houston Rockets - Portland Trail Blazers,95:107,2.30,1.65
2022-2023,17.12.2022,Los Angeles Clippers - Washington Wizards,102:93,1.50,2.70
2022-2023,17.12.2022,Milwaukee Bucks - Utah Jazz,123:97,1.77,2.11
2022-2023,17.12.2022,Oklahoma City Thunder - Memphis Grizzlies,115:109,5.25,1.17
2022-2023,17.12.2022,Phoenix Suns - New Orleans Pelicans,118:114,1.67,2.27
2022-2023,17.12.2022,San Antonio Spurs - Miami Heat,101:111,3.57,1.31
2022-2023,16.12.2022,Boston Celtics - Orlando Magic,109:117,1.10,7.38
2022-2023,16.12.2022,Charlotte Hornets - Atlanta Hawks,106:125,1.71,2.19
2022-2023,16.12.2022,Chicago Bulls - New York Knicks,91:114,1.69,2.23
2022-2023,16.12.2022,Cleveland Cavaliers - Indiana Pacers,118:112,1.30,3.65
2022-2023,16.12.2022,Dallas Mavericks - Portland Trail Blazers,130:110,1.56,2.52
2022-2023,16.12.2022,Detroit Pistons - Sacramento Kings,113:122,2.96,1.42
2022-2023,16.12.2022,Los Angeles Lakers - Denver Nuggets,126:108,2.08,1.79
2022-2023,16.12.2022,Oklahoma City Thunder - Minnesota Timberwolves,110:112,1.54,2.57
2022-2023,16.12.2022,Philadelphia 76ers - Golden State Warriors,118:106,1.25,4.15
2022-2023,16.12.2022,Toronto Raptors - Brooklyn Nets,116:119,1.98,1.86
2022-2023,15.12.2022,Houston Rockets - Miami Heat,108:111,2.23,1.69
2022-2023,15.12.2022,Los Angeles Clippers - Phoenix Suns,95:111,2.98,1.42
2022-2023,15.12.2022,Memphis Grizzlies - Milwaukee Bucks,142:101,1.66,2.29
2022-2023,15.12.2022,Utah Jazz - New Orleans Pelicans,132:129 AET,1.97,1.87
2022-2023,14.12.2022,Charlotte Hornets - Detroit Pistons,134:141 AET,1.54,2.56
2022-2023,14.12.2022,Chicago Bulls - New York Knicks,120:128 AET,1.63,2.36
2022-2023,14.12.2022,Dallas Mavericks - Cleveland Cavaliers,90:105,1.72,2.17
2022-2023,14.12.2022,Denver Nuggets - Washington Wizards,141:128,1.16,5.65
2022-2023,14.12.2022,Indiana Pacers - Golden State Warriors,125:119,2.03,1.82
2022-2023,14.12.2022,Los Angeles Clippers - Minnesota Timberwolves,99:88,1.36,3.25
2022-2023,14.12.2022,Oklahoma City Thunder - Miami Heat,108:110,2.19,1.72
2022-2023,14.12.2022,Orlando Magic - Atlanta Hawks,135:124,2.25,1.69
2022-2023,14.12.2022,San Antonio Spurs - Portland Trail Blazers,112:128,3.35,1.34
2022-2023,14.12.2022,Toronto Raptors - Sacramento Kings,123:124,1.52,2.62
2022-2023,13.12.2022,Houston Rockets - Phoenix Suns,111:97,3.13,1.38
2022-2023,13.12.2022,Los Angeles Lakers - Boston Celtics,118:122 AET,2.46,1.58
2022-2023,13.12.2022,Milwaukee Bucks - Golden State Warriors,128:111,1.70,2.21
2022-2023,13.12.2022,Philadelphia 76ers - Sacramento Kings,123:103,1.56,2.51
2022-2023,13.12.2022,Utah Jazz - New Orleans Pelicans,121:100,2.09,1.78
2022-2023,12.12.2022,Dallas Mavericks - Oklahoma City Thunder,121:114,1.27,3.83
2022-2023,12.12.2022,Indiana Pacers - Miami Heat,82:87,2.37,1.62
2022-2023,12.12.2022,Los Angeles Clippers - Boston Celtics,113:93,2.48,1.57
2022-2023,12.12.2022,Memphis Grizzlies - Atlanta Hawks,128:103,1.23,4.32
2022-2023,12.12.2022,Portland Trail Blazers - Minnesota Timberwolves,133:112,1.58,2.44
2022-2023,12.12.2022,San Antonio Spurs - Cleveland Cavaliers,112:111,4.29,1.23
2022-2023,12.12.2022,Washington Wizards - Brooklyn Nets,100:112,2.79,1.46
2022-2023,11.12.2022,Atlanta Hawks - Chicago Bulls,123:122 AET,1.64,2.31
2022-2023,11.12.2022,Detroit Pistons - Los Angeles Lakers,117:124,2.74,1.48
2022-2023,11.12.2022,Houston Rockets - Milwaukee Bucks,97:92,4.58,1.21
2022-2023,11.12.2022,New Orleans Pelicans - Phoenix Suns,129:124 AET,1.61,2.39
2022-2023,11.12.2022,New York Knicks - Sacramento Kings,112:99,1.72,2.16
2022-2023,11.12.2022,Orlando Magic - Toronto Raptors,111:99,3.13,1.38
2022-2023,11.12.2022,Philadelphia 76ers - Charlotte Hornets,131:113,1.19,4.94
2022-2023,10.12.2022,Chicago Bulls - Dallas Mavericks,144:115,1.51,2.65
2022-2023,10.12.2022,Cleveland Cavaliers - Oklahoma City Thunder,110:102,1.52,2.62
2022-2023,10.12.2022,Denver Nuggets - Utah Jazz,115:110,1.16,5.50
2022-2023,10.12.2022,Golden State Warriors - Boston Celtics,123:107,2.17,1.73
2022-2023,10.12.2022,Indiana Pacers - Brooklyn Nets,133:136,1.31,3.63
2022-2023,10.12.2022,Miami Heat - San Antonio Spurs,111:115,1.13,6.33
2022-2023,10.12.2022,Portland Trail Blazers - Minnesota Timberwolves,124:118,1.48,2.74
2022-2023,10.12.2022,Washington Wizards - Los Angeles Clippers,107:114,2.70,1.50
2022-2023,09.12.2022,Brooklyn Nets - Atlanta Hawks,120:116,1.33,3.45
2022-2023,09.12.2022,Charlotte Hornets - New York Knicks,102:121,2.43,1.59
2022-2023,09.12.2022,Cleveland Cavaliers - Sacramento Kings,95:106,1.61,2.38
2022-2023,09.12.2022,Dallas Mavericks - Milwaukee Bucks,105:106,1.94,1.89
2022-2023,09.12.2022,Indiana Pacers - Washington Wizards,121:111,1.58,2.44
2022-2023,09.12.2022,Memphis Grizzlies - Detroit Pistons,114:103,1.18,5.11
2022-2023,09.12.2022,New Orleans Pelicans - Phoenix Suns,128:117,1.98,1.86
2022-2023,09.12.2022,Orlando Magic - Toronto Raptors,113:109,3.80,1.28
2022-2023,09.12.2022,Philadelphia 76ers - Los Angeles Lakers,133:122 AET,1.51,2.63
2022-2023,09.12.2022,Utah Jazz - Minnesota Timberwolves,108:118,1.92,1.92
2022-2023,08.12.2022,Miami Heat - Los Angeles Clippers,115:110,1.38,3.13
2022-2023,08.12.2022,Portland Trail Blazers - Denver Nuggets,120:121,2.07,1.79
2022-2023,08.12.2022,San Antonio Spurs - Houston Rockets,118:109,2.10,1.78
2022-2023,07.12.2022,Brooklyn Nets - Charlotte Hornets,122:116,1.20,4.82
2022-2023,07.12.2022,Chicago Bulls - Washington Wizards,115:111,1.50,2.68
2022-2023,07.12.2022,Memphis Grizzlies - Oklahoma City Thunder,123:102,1.28,3.82
2022-2023,07.12.2022,Milwaukee Bucks - Sacramento Kings,126:113,1.40,3.05
2022-2023,07.12.2022,Minnesota Timberwolves - Indiana Pacers,121:115,1.51,2.65
2022-2023,07.12.2022,New Orleans Pelicans - Detroit Pistons,104:98,1.18,5.28
2022-2023,07.12.2022,New York Knicks - Atlanta Hawks,113:89,1.74,2.15
2022-2023,07.12.2022,Orlando Magic - Los Angeles Clippers,116:111 AET,3.14,1.38
2022-2023,07.12.2022,Phoenix Suns - Boston Celtics,98:125,1.78,2.10
2022-2023,07.12.2022,Toronto Raptors - Los Angeles Lakers,126:113,1.13,6.49
2022-2023,07.12.2022,Utah Jazz - Golden State Warriors,124:123,1.45,2.81
2022-2023,06.12.2022,Cleveland Cavaliers - Los Angeles Lakers,116:102,1.45,2.82
2022-2023,06.12.2022,Denver Nuggets - Dallas Mavericks,115:116,1.54,2.58
2022-2023,06.12.2022,Miami Heat - Detroit Pistons,96:116,1.32,3.51
2022-2023,05.12.2022,Atlanta Hawks - Oklahoma City Thunder,114:121,1.41,2.98
2022-2023,05.12.2022,Charlotte Hornets - Los Angeles Clippers,117:119,2.98,1.42
2022-2023,05.12.2022,Dallas Mavericks - Phoenix Suns,130:111,1.65,2.30
2022-2023,05.12.2022,Golden State Warriors - Indiana Pacers,104:112,1.13,6.11
2022-2023,05.12.2022,Houston Rockets - Philadelphia 76ers,132:123 AET,3.68,1.30
2022-2023,05.12.2022,Memphis Grizzlies - Miami Heat,101:93,2.74,1.48
2022-2023,05.12.2022,Orlando Magic - Milwaukee Bucks,102:109,4.96,1.19
2022-2023,05.12.2022,Toronto Raptors - Boston Celtics,110:116,1.83,2.02
2022-2023,04.12.2022,Brooklyn Nets - Boston Celtics,92:103,2.14,1.74
2022-2023,04.12.2022,Detroit Pistons - Memphis Grizzlies,112:122,3.18,1.37
2022-2023,04.12.2022,New Orleans Pelicans - Denver Nuggets,121:106,1.79,2.08
2022-2023,04.12.2022,New York Knicks - Cleveland Cavaliers,92:81,2.20,1.71
2022-2023,04.12.2022,Portland Trail Blazers - Indiana Pacers,116:100,1.49,2.70
2022-2023,04.12.2022,Sacramento Kings - Chicago Bulls,110:101,1.67,2.26
2022-2023,04.12.2022,San Antonio Spurs - Phoenix Suns,95:133,4.83,1.20
2022-2023,04.12.2022,Washington Wizards - Los Angeles Lakers,119:130,1.83,2.02
2022-2023,03.12.2022,Charlotte Hornets - Milwaukee Bucks,96:105,2.05,1.81
2022-2023,03.12.2022,Golden State Warriors - Houston Rockets,120:101,1.17,5.38
2022-2023,03.12.2022,Los Angeles Clippers - Sacramento Kings,96:123,2.37,1.62
2022-2023,03.12.2022,Minnesota Timberwolves - Oklahoma City Thunder,128:135,1.48,2.73
2022-2023,03.12.2022,New York Knicks - Dallas Mavericks,100:121,2.00,1.84
2022-2023,03.12.2022,Toronto Raptors - Orlando Magic,121:108,1.16,5.54
2022-2023,03.12.2022,Utah Jazz - Portland Trail Blazers,111:116,1.50,2.68
2022-2023,02.12.2022,Atlanta Hawks - Denver Nuggets,117:109,2.62,1.52
2022-2023,02.12.2022,Boston Celtics - Miami Heat,116:120 AET,1.36,3.25
2022-2023,02.12.2022,Brooklyn Nets - Toronto Raptors,114:105,1.80,2.06
2022-2023,02.12.2022,Charlotte Hornets - Washington Wizards,117:116,2.44,1.58
2022-2023,02.12.2022,Cleveland Cavaliers - Orlando Magic,107:96,1.17,5.34
2022-2023,02.12.2022,Golden State Warriors - Chicago Bulls,119:111,1.35,3.33
2022-2023,02.12.2022,Memphis Grizzlies - Philadelphia 76ers,117:109,1.51,2.62
2022-2023,02.12.2022,Milwaukee Bucks - Los Angeles Lakers,129:133,1.27,3.92
2022-2023,02.12.2022,Phoenix Suns - Houston Rockets,121:122,1.15,5.83
2022-2023,02.12.2022,San Antonio Spurs - New Orleans Pelicans,99:117,3.34,1.34
2022-2023,02.12.2022,Utah Jazz - Indiana Pacers,139:119,1.58,2.45
2022-2023,01.12.2022,Detroit Pistons - Dallas Mavericks,131:125 AET,3.59,1.31
2022-2023,30.11.2022,Boston Celtics - Miami Heat,134:121,1.22,4.43
2022-2023,30.11.2022,Brooklyn Nets - Washington Wizards,113:107,1.46,2.80
2022-2023,30.11.2022,Cleveland Cavaliers - Philadelphia 76ers,113:85,1.61,2.40
2022-2023,30.11.2022,Denver Nuggets - Houston Rockets,120:100,1.15,5.75
2022-2023,30.11.2022,Los Angeles Lakers - Portland Trail Blazers,128:109,1.42,2.97
2022-2023,30.11.2022,Minnesota Timberwolves - Memphis Grizzlies,109:101,2.27,1.67
2022-2023,30.11.2022,New Orleans Pelicans - Toronto Raptors,126:108,2.18,1.72
2022-2023,30.11.2022,New York Knicks - Milwaukee Bucks,103:109,2.93,1.43
2022-2023,30.11.2022,Oklahoma City Thunder - San Antonio Spurs,119:111,1.69,2.23
2022-2023,30.11.2022,Orlando Magic - Atlanta Hawks,108:125,3.02,1.40
2022-2023,30.11.2022,Phoenix Suns - Chicago Bulls,132:113,1.46,2.77
2022-2023,30.11.2022,Sacramento Kings - Indiana Pacers,137:114,1.54,2.57
2022-2023,30.11.2022,Utah Jazz - Los Angeles Clippers,125:112,1.34,3.38
2022-2023,29.11.2022,Dallas Mavericks - Golden State Warriors,116:113,1.91,1.93
2022-2023,29.11.2022,Detroit Pistons - New York Knicks,110:140,2.56,1.54
2022-2023,29.11.2022,Portland Trail Blazers - Los Angeles Clippers,112:118,1.57,2.46
2022-2023,28.11.2022,Boston Celtics - Charlotte Hornets,140:105,1.16,5.48
2022-2023,28.11.2022,Brooklyn Nets - Orlando Magic,109:102,1.15,5.76
2022-2023,28.11.2022,Denver Nuggets - Houston Rockets,129:113,1.16,5.45
2022-2023,28.11.2022,Los Angeles Lakers - Indiana Pacers,115:116,1.61,2.39
2022-2023,28.11.2022,New Orleans Pelicans - Oklahoma City Thunder,105:101,1.47,2.76
2022-2023,28.11.2022,Philadelphia 76ers - Atlanta Hawks,104:101,1.69,2.23
2022-2023,28.11.2022,Sacramento Kings - Phoenix Suns,117:122,1.92,1.91
2022-2023,28.11.2022,Toronto Raptors - Cleveland Cavaliers,100:88,1.50,2.67
2022-2023,28.11.2022,Utah Jazz - Chicago Bulls,107:114,1.76,2.11
2022-2023,28.11.2022,Washington Wizards - Minnesota Timberwolves,142:127,1.87,1.97
2022-2023,27.11.2022,Atlanta Hawks - Miami Heat,98:106,1.58,2.47
2022-2023,27.11.2022,Boston Celtics - Washington Wizards,130:121,1.30,3.67
2022-2023,27.11.2022,Brooklyn Nets - Portland Trail Blazers,111:97,1.31,3.55
2022-2023,27.11.2022,Detroit Pistons - Cleveland Cavaliers,94:102,3.46,1.33
