frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,dribble_count,lineup_id,homography_valid,team_abbrev
2241,74.7,5,green,1226,415,0.4213,0.5878,95.03,17.38,181.4,backcourt,1,,76.0,165.7,none,165.1,165.1,1014.0,413.4,0,0,left,76.0,619.0,-13.0,1293.0,668.0,383.0,231.0,1340.03,1096.8,94.98,1,0,1,8,1.0,fast_break,1,0.0,23.3,,,,,0.0,0.0,fast_break,,,0.0,0,unknown,-89.48436111392014,448.2494401453321,183.425431412574,,,0,8,1,OKC
2241,74.7,6,white,1150,415,0.3952,0.5878,0.0,0.0,0.0,mid_range,0,,76.0,196.8,none,0.0,0.0,1106.0,327.0,0,0,left,76.0,505.0,-15.0,794.0,593.0,383.0,231.0,1340.03,1020.9,0.0,0,0,1,8,1.0,fast_break,1,0.0,23.3,,,,,0.0,0.0,fast_break,,,0.0,0,unknown,-89.48436111392014,448.2494401453321,183.425431412574,,,0,8,1,HOU
2241,74.7,7,white,1062,239,0.3649,0.3385,0.0,0.0,0.0,mid_range,0,,,196.8,none,0.0,0.0,1106.0,327.0,0,0,left,76.0,-4.0,-13.0,310.0,268.0,383.0,231.0,1340.03,938.0,0.0,0,0,1,8,1.0,fast_break,1,0.0,23.3,,,,,0.0,0.0,fast_break,,,0.0,0,unknown,-89.48436111392014,448.2494401453321,183.425431412574,,,0,8,1,HOU
2241,74.7,1,green,1103,526,0.379,0.745,47.7,47.7,103.7,mid_range,0,,120.5,165.7,none,165.1,165.1,1014.0,413.4,0,0,left,76.0,513.3947143554688,-21.4051513671875,793.5297241210938,637.0784301757812,383.0,231.0,1340.03,987.3,3.04,0,0,1,8,0.933,fast_break,1,0.0,23.3,,,,,0.0,0.0,fast_break,,,0.0,0,unknown,-89.48436111392014,448.2494401453321,183.425431412574,,,0,8,1,OKC
2244,74.8,1,green,1317,370,0.4526,0.5241,88.27,40.57,323.9,backcourt,0,,,101.5,none,8.1,8.1,890.7,384.7,0,0,left,162.0,604.0,-13.0,1292.0,668.0,723.0,395.0,377.49,1186.2,-70.58,0,0,1,9,1.0,fast_break,1,264.8,23.2,,,,,0.0,0.1,double_team,,,0.0,0,unknown,-89.46054614217353,447.9955567512578,211.08186931983417,,,0,9,1,OKC
2244,74.8,3,green,577,401,0.1983,0.568,0.0,-8.72,0.0,3pt_arc,0,146.1,,,none,8.1,8.1,890.7,384.7,0,0,left,162.0,-15.0,-13.0,96.0,656.0,723.0,395.0,377.49,448.6,0.0,0,0,1,9,1.0,fast_break,1,264.8,23.2,,,,,0.0,0.1,double_team,,,0.0,0,unknown,-89.46054614217353,447.9955567512578,211.08186931983417,,,0,9,1,OKC
2244,74.8,4,green,778,383,0.2674,0.5425,8.36,8.36,23.5,3pt_arc,1,56.3,162.0,,shot,8.1,8.1,890.7,384.7,0,0,left,162.0,-13.0,-4.0,627.0,667.0,723.0,395.0,377.49,647.7,-7.81,0,0,1,9,1.0,fast_break,1,264.8,23.2,,,,,0.0,0.1,double_team,,,0.0,0,unknown,-89.46054614217353,447.9955567512578,211.08186931983417,,,0,9,1,OKC
2244,74.8,6,white,940,383,0.323,0.5425,70.81,70.81,188.7,mid_range,0,,162.0,188.7,none,0.0,0.0,1001.0,311.0,0,0,left,162.0,536.0,-15.0,786.0,538.0,723.0,395.0,377.49,809.6,70.35,0,0,1,9,1.0,fast_break,1,264.8,23.2,,,,,0.0,0.1,double_team,,,0.0,0,unknown,-89.46054614217353,447.9955567512578,211.08186931983417,,,0,9,1,HOU
2244,74.8,7,white,1062,239,0.3649,0.3385,0.0,0.0,0.0,mid_range,0,,,188.7,none,0.0,0.0,1001.0,311.0,0,0,left,162.0,13.0,-13.0,302.0,270.0,723.0,395.0,377.49,938.0,0.0,0,0,1,9,1.0,fast_break,1,264.8,23.2,,,,,0.0,0.1,double_team,,,0.0,0,unknown,-89.46054614217353,447.9955567512578,211.08186931983417,,,0,9,1,HOU
2247,74.9,1,green,1317,370,0.4526,0.5241,0.0,-88.27,0.0,backcourt,0,,,93.7,none,35.7,35.7,1125.0,364.0,0,0,left,,612.0,-14.0,1285.0,668.0,536.0,452.0,195.49,1186.2,0.0,0,0,1,10,1.0,spot_up,0,0.0,23.1,,,,,0.0,0.0,half_court,,,0.0,0,unknown,-89.03197305984258,468.4206342002743,78.50336156992118,,,0,10,1,OKC
2247,74.9,3,green,577,401,0.1983,0.568,0.0,0.0,0.0,3pt_arc,0,65.4,,,none,35.7,35.7,1125.0,364.0,0,0,left,,-15.0,-13.0,96.0,656.0,536.0,452.0,195.49,448.6,0.0,0,0,1,10,1.0,spot_up,0,0.0,23.1,,,,,0.0,0.0,half_court,,,0.0,0,unknown,-89.03197305984258,468.4206342002743,78.50336156992118,,,0,10,1,OKC
2247,74.9,6,white,940,383,0.323,0.5425,0.0,-70.81,0.0,mid_range,0,,,188.7,none,0.0,0.0,1001.0,311.0,0,0,left,,546.0,-15.0,776.0,529.0,536.0,452.0,195.49,809.6,0.0,0,0,1,10,1.0,spot_up,0,0.0,23.1,,,,,0.0,0.0,half_court,,,0.0,0,unknown,-89.03197305984258,468.4206342002743,78.50336156992118,,,0,10,1,HOU
2247,74.9,5,green,1481,321,0.5089,0.4547,90.59,-4.44,339.8,backcourt,0,,,78.4,none,35.7,35.7,1125.0,364.0,0,0,left,,888.1083679199219,-39.29244995117188,1393.975128173828,597.7515563964844,536.0,452.0,195.49,1298.4,84.2,0,0,1,10,0.933,spot_up,0,0.0,23.1,,,,,0.0,0.0,half_court,,,0.0,0,unknown,-89.03197305984258,468.4206342002743,78.50336156992118,,,0,10,1,OKC
2247,74.9,7,white,1062,239,0.3649,0.3385,0.0,0.0,0.0,mid_range,0,,,188.7,none,0.0,0.0,1001.0,311.0,0,0,left,,13.7967529296875,-12.494430541992188,304.9706726074219,270.33164978027344,536.0,452.0,195.49,938.0,0.0,0,0,1,10,0.933,spot_up,0,0.0,23.1,,,,,0.0,0.0,half_court,,,0.0,0,unknown,-89.03197305984258,468.4206342002743,78.50336156992118,,,0,10,1,HOU
2250,75.0,1,green,1046,295,0.3595,0.4178,93.73,93.73,195.5,mid_range,1,,89.6,188.1,none,77.7,77.7,1013.4,345.4,0,0,right,89.6,609.0,-7.0,1280.0,665.0,1704.0,376.0,1170.47,916.9,88.57,1,0,1,11,1.0,fast_break,0,0.0,23.0,,,,,0.0,0.0,fast_break,,,0.0,0,unknown,-89.49366026966959,466.30029620347545,259.0420386303694,,,0,8,1,OKC
2250,75.0,2,green,1409,352,0.4842,0.4986,0.0,0.0,0.0,backcourt,0,,,179.9,none,77.7,77.7,1013.4,345.4,0,0,right,89.6,500.0,-15.0,770.0,553.0,1704.0,376.0,1170.47,1278.1,0.0,0,0,1,11,1.0,fast_break,0,0.0,23.0,,,,,0.0,0.0,fast_break,,,0.0,0,unknown,-89.49366026966959,466.30029620347545,259.0420386303694,,,0,8,1,OKC
2250,75.0,3,green,604,363,0.2076,0.5142,15.54,15.54,305.4,3pt_arc,0,,,175.1,none,77.7,77.7,1013.4,345.4,0,0,right,89.6,54.0,-15.0,511.0,281.0,1704.0,376.0,1170.47,473.2,-8.73,0,0,1,11,1.0,fast_break,0,0.0,23.0,,,,,0.0,0.0,fast_break,,,0.0,0,unknown,-89.49366026966959,466.30029620347545,259.0420386303694,,,0,8,1,OKC
2250,75.0,4,green,778,383,0.2674,0.5425,0.0,-8.36,0.0,3pt_arc,0,,52.4,175.1,none,77.7,77.7,1013.4,345.4,0,0,right,89.6,-7.0,-1.0,636.0,665.0,1704.0,376.0,1170.47,647.7,0.0,0,0,1,11,1.0,fast_break,0,0.0,23.0,,,,,0.0,0.0,fast_break,,,0.0,0,unknown,-89.49366026966959,466.30029620347545,259.0420386303694,,,0,8,1,OKC
2250,75.0,6,white,1082,377,0.3718,0.534,47.38,47.38,357.6,mid_range,0,,89.6,,none,0.0,0.0,947.5,360.5,0,0,right,89.6,463.0,-12.0,599.0,313.0,1704.0,376.0,1170.47,951.4,-47.27,0,0,1,11,1.0,fast_break,0,0.0,23.0,,,,,0.0,0.0,fast_break,,,0.0,0,unknown,-89.49366026966959,466.30029620347545,259.0420386303694,,,0,8,1,HOU
2250,75.0,5,green,1230,334,0.4227,0.4731,83.78,-6.81,177.0,backcourt,0,,154.1,179.9,none,77.7,77.7,1013.4,345.4,0,0,right,89.6,946.4123229980468,-54.8924560546875,1452.2790832519531,582.1515502929688,1704.0,376.0,1170.47,1099.2,83.73,0,0,1,11,0.867,fast_break,0,0.0,23.0,,,,,0.0,0.0,fast_break,,,0.0,0,unknown,-89.49366026966959,466.30029620347545,259.0420386303694,,,0,8,1,OKC
2250,75.0,7,white,813,344,0.2794,0.4873,90.08,90.08,157.1,3pt_arc,0,,52.4,,none,0.0,0.0,947.5,360.5,0,0,right,89.6,15.8897705078125,-12.029312133789062,307.0636901855469,270.79676818847656,1704.0,376.0,1170.47,682.1,83.45,0,0,1,11,0.867,fast_break,0,0.0,23.0,,,,,0.0,0.0,fast_break,,,0.0,0,unknown,-89.49366026966959,466.30029620347545,259.0420386303694,,,0,8,1,HOU
2253,75.1,1,green,1046,295,0.3595,0.4178,0.0,-93.73,0.0,mid_range,1,,111.0,,none,41.9,41.9,978.3,318.0,0,0,left,111.0,-15.0,-14.0,95.0,657.0,38.0,448.0,1667.56,916.9,0.0,0,0,1,12,1.0,spot_up,1,307.5,22.9,,,,,0.0,0.1,double_team,,,0.0,0,unknown,-89.03510358903627,434.8980823053273,326.7294157420037,,,0,11,1,OKC
2253,75.1,2,green,1409,352,0.4842,0.4986,0.0,0.0,0.0,backcourt,0,,,9.2,none,41.9,41.9,978.3,318.0,0,0,left,111.0,969.0,-13.0,1295.0,614.0,38.0,448.0,1667.56,1278.1,0.0,0,0,1,12,1.0,spot_up,1,307.5,22.9,,,,,0.0,0.1,double_team,,,0.0,0,unknown,-89.03510358903627,434.8980823053273,326.7294157420037,,,0,11,1,OKC
2253,75.1,4,green,480,307,0.1649,0.4348,102.51,102.51,194.3,3pt_arc,0,,,,none,41.9,41.9,978.3,318.0,0,0,left,111.0,-12.0,-1.0,635.0,667.0,38.0,448.0,1667.56,352.1,95.17,0,0,1,12,1.0,spot_up,1,307.5,22.9,,,,,0.0,0.1,double_team,,,0.0,0,unknown,-89.03510358903627,434.8980823053273,326.7294157420037,,,0,11,1,OKC
2253,75.1,6,white,1100,392,0.378,0.5552,7.81,-39.57,39.8,mid_range,0,,111.0,,none,0.0,0.0,956.5,368.0,0,0,left,111.0,532.0,-14.0,759.0,523.0,38.0,448.0,1667.56,969.8,-6.2,0,0,1,12,1.0,spot_up,1,307.5,22.9,,,,,0.0,0.1,double_team,,,0.0,0,unknown,-89.03510358903627,434.8980823053273,326.7294157420037,,,0,11,1,HOU
2253,75.1,7,white,813,344,0.2794,0.4873,0.0,-90.08,0.0,3pt_arc,0,,,,none,0.0,0.0,956.5,368.0,0,0,left,111.0,17.9827880859375,-11.564193725585938,309.1567077636719,271.2618865966797,38.0,448.0,1667.56,682.1,0.0,0,0,1,12,0.8,spot_up,1,307.5,22.9,,,,,0.0,0.1,double_team,,,0.0,0,unknown,-89.03510358903627,434.8980823053273,326.7294157420037,,,0,11,1,HOU
2256,75.2,2,green,1409,352,0.4842,0.4986,0.0,0.0,0.0,backcourt,0,,,,none,176.9,176.9,1059.2,382.2,0,0,left,,967.0,-13.0,1295.0,623.0,671.0,388.0,635.84,1278.1,0.0,0,0,1,13,1.0,spot_up,0,0.0,22.8,,,,,0.0,0.0,half_court,,,0.0,0,unknown,-88.81957677048753,433.0252113615284,114.3624841360915,,,0,12,1,OKC
2256,75.2,3,green,809,317,0.278,0.449,70.03,54.49,347.4,3pt_arc,0,155.2,27.3,135.8,none,176.9,176.9,1059.2,382.2,0,0,left,,-4.0,-13.0,505.0,273.0,671.0,388.0,635.84,679.0,-69.05,0,0,1,13,1.0,spot_up,0,0.0,22.8,,,,,0.0,0.0,half_court,,,0.0,0,unknown,-88.81957677048753,433.0252113615284,114.3624841360915,,,0,12,1,OKC
2256,75.2,4,green,674,302,0.2316,0.4278,64.69,-37.82,358.5,3pt_arc,0,86.1,145.2,135.8,none,176.9,176.9,1059.2,382.2,0,0,left,,461.0,-13.0,670.0,302.0,671.0,388.0,635.84,545.4,-64.54,0,0,1,13,1.0,spot_up,0,0.0,22.8,,,,,0.0,0.0,half_court,,,0.0,0,unknown,-88.81957677048753,433.0252113615284,114.3624841360915,,,0,12,1,OKC
2256,75.2,6,white,884,364,0.3038,0.5156,72.6,64.79,187.4,mid_range,0,,88.5,73.8,none,0.0,0.0,884.0,364.0,0,0,left,,538.0,-11.0,744.0,526.0,671.0,388.0,635.84,753.1,72.13,0,0,1,13,1.0,spot_up,0,0.0,22.8,,,,,0.0,0.0,half_court,,,0.0,0,unknown,-88.81957677048753,433.0252113615284,114.3624841360915,,,0,12,1,HOU
2256,75.2,5,green,1345,558,0.4622,0.7904,83.93,0.15,62.8,backcourt,0,,,,none,176.9,176.9,1059.2,382.2,0,0,left,,1063.0202331542969,-86.09246826171875,1568.8869934082031,550.9515380859375,671.0,388.0,635.84,1231.2,-50.23,0,0,1,13,0.733,spot_up,0,0.0,22.8,,,,,0.0,0.0,half_court,,,0.0,0,unknown,-88.81957677048753,433.0252113615284,114.3624841360915,,,0,12,1,OKC
2259,75.3,1,green,1046,295,0.3595,0.4178,0.0,0.0,0.0,mid_range,0,,176.1,64.8,none,54.0,54.0,1077.7,343.3,0,0,left,,-15.0,-12.0,93.0,656.0,671.0,388.0,0.0,916.9,0.0,0,0,1,14,1.0,cut,0,0.0,22.7,,,,,0.0,0.1,half_court,,,0.0,0,unknown,-88.81957677048753,433.0252113615284,114.3624841360915,,,0,13,1,OKC
2259,75.3,2,green,1409,352,0.4842,0.4986,0.0,0.0,0.0,backcourt,0,,,,none,54.0,54.0,1077.7,343.3,0,0,left,,602.0,-12.0,1268.0,667.0,671.0,388.0,0.0,1278.1,0.0,0,0,1,14,1.0,cut,0,0.0,22.7,,,,,0.0,0.1,half_court,,,0.0,0,unknown,-88.81957677048753,433.0252113615284,114.3624841360915,,,0,13,1,OKC
