section_id,kind,identifiable,detected,status
XzIzQZBrPBY_s398,COAST,0,0,UNIDENTIFIABLE
eaKqXq9dfig_s259,COAST,1,0,UNIDENTIFIABLE
eaKqXq9dfig_s90,COAST,1,0,UNIDENTIFIABLE
fXLNra4sjjU_s90,COAST,1,0,UNIDENTIFIABLE
h6j_iLYRx8U_s2758,COAST,1,0,UNIDENTIFIABLE
0KIBu1jQBL8_s1205,ID_MERGE,1,0,UNIDENTIFIABLE
0KIBu1jQBL8_s3435,ID_MERGE,1,0,UNIDENTIFIABLE
0KIBu1jQBL8_s5665,ID_MERGE,1,0,UNIDENTIFIABLE
1E5Rw89keTg_s312,ID_MERGE,1,0,UNIDENTIFIABLE
1E5Rw89keTg_s90,ID_MERGE,1,0,UNIDENTIFIABLE
6FlZaoWSfFw_s584,ID_MERGE,1,0,UNIDENTIFIABLE
9F5q5jCbrMI_s1270,ID_MERGE,1,0,UNIDENTIFIABLE
9F5q5jCbrMI_s3630,ID_MERGE,1,0,UNIDENTIFIABLE
9F5q5jCbrMI_s90,ID_MERGE,1,0,UNIDENTIFIABLE
EqseleqhpTk_s2700,ID_MERGE,1,0,UNIDENTIFIABLE
EqseleqhpTk_s5310,ID_MERGE,1,1,REJECT
G8bPOW37Sp0_s320,ID_MERGE,1,0,UNIDENTIFIABLE
G8bPOW37Sp0_s90,ID_MERGE,1,0,UNIDENTIFIABLE
GNjSxoeDT-E_s2244,ID_MERGE,1,0,UNIDENTIFIABLE
GNjSxoeDT-E_s4398,ID_MERGE,1,1,REJECT
GNjSxoeDT-E_s90,ID_MERGE,1,0,UNIDENTIFIABLE
HUSo3PzP7lo_s402,ID_MERGE,1,0,UNIDENTIFIABLE
N-eE7ZwTuno_s1308,ID_MERGE,1,0,UNIDENTIFIABLE
N-eE7ZwTuno_s3744,ID_MERGE,1,0,UNIDENTIFIABLE
N-eE7ZwTuno_s90,ID_MERGE,1,1,REJECT
RIrGQJ_jsGQ_s2730,ID_MERGE,1,0,UNIDENTIFIABLE
RIrGQJ_jsGQ_s5370,ID_MERGE,1,0,UNIDENTIFIABLE
XCaGht2GmPg_s1416,ID_MERGE,1,0,UNIDENTIFIABLE
XCaGht2GmPg_s4068,ID_MERGE,1,0,UNIDENTIFIABLE
XCaGht2GmPg_s90,ID_MERGE,1,0,UNIDENTIFIABLE
XzIzQZBrPBY_s398,ID_MERGE,1,0,UNIDENTIFIABLE
eaKqXq9dfig_s259,ID_MERGE,1,0,UNIDENTIFIABLE
eaKqXq9dfig_s90,ID_MERGE,1,0,UNIDENTIFIABLE
fXLNra4sjjU_s90,ID_MERGE,1,0,UNIDENTIFIABLE
h6j_iLYRx8U_s2758,ID_MERGE,1,0,UNIDENTIFIABLE
