"snapshot_utc","table","sport","source_key","source_present","retained_locations","source_files","source_match_count","gate_eligible","memo_cited","committed_memo_paths"
"2026-09-02T22:59:52Z","football_h-_3BmAh9po","football","football_h-_3BmAh9po","True","data/footage_corpus","soccer__football_h-_3BmAh9po.mp4","1","False","True","docs/evidence/tracking/g108_relabel_and_recompute_2026-09-02.md;docs/evidence/tracking/g99_corpus_sport_audit_2026-09-02.md;docs/evidence/tracking/reingest_720p_2026-09-02.md"
"2026-09-02T22:59:52Z","football_iaDDTxNEOfE","football","football_iaDDTxNEOfE","False","","","0","False","True","docs/evidence/tracking/corpus_mislabel_2026-09-01.md"
"2026-09-02T22:59:52Z","football_J9WamaxtwdQ","football","football_J9WamaxtwdQ","False","","","0","False","False",""
"2026-09-02T22:59:52Z","football_jK1AuQzymVE","football","football_jK1AuQzymVE","False","","","0","False","False",""
"2026-09-02T22:59:52Z","football_kXfNJsCLLIA","football","football_kXfNJsCLLIA","False","","","0","False","False",""
"2026-09-02T22:59:52Z","football_L3WOKdFhdkQ","football","football_L3WOKdFhdkQ","False","","","0","False","True","docs/evidence/tracking/corpus_mislabel_2026-09-01.md"
"2026-09-02T22:59:52Z","football_lsYEcWf4Zbg","football","football_lsYEcWf4Zbg","False","","","0","False","True","docs/evidence/tracking/confounder_findings_2026-09-01.md"
"2026-09-02T22:59:52Z","football_m8UWuQoflJo","football","football_m8UWuQoflJo","False","","","0","False","False",""
"2026-09-02T22:59:52Z","football_O-vEbXeVc_0","football","football_O-vEbXeVc_0","False","","","0","False","True","docs/evidence/tracking/g35_gapfinder_2026-09-02.md"
"2026-09-02T22:59:52Z","football_owXX5PI64gU","football","football_owXX5PI64gU","False","","","0","False","False",""
"2026-09-02T22:59:52Z","football_P_TdW-vpywo","football","football_P_TdW-vpywo","False","","","0","False","False",""
"2026-09-02T22:59:52Z","football_qzjIo3_M_3U","football","football_qzjIo3_M_3U","False","","","0","False","False",""
"2026-09-02T22:59:52Z","football_r3nqqnCyZw8","football","football_r3nqqnCyZw8","False","","","0","False","False",""
"2026-09-02T22:59:52Z","football_S3ZqSGRVU3w","football","football_S3ZqSGRVU3w","True","data/footage_corpus","football__football_S3ZqSGRVU3w.mp4","1","False","False",""
"2026-09-02T22:59:52Z","football_tEpTKZKk7ks","football","football_tEpTKZKk7ks","False","","","0","False","False",""
"2026-09-02T22:59:52Z","football_tKc73Meexzo","football","football_tKc73Meexzo","False","","","0","False","False",""
"2026-09-02T22:59:52Z","football_TqKwnvxbKDw","football","football_TqKwnvxbKDw","False","","","0","False","False",""
"2026-09-02T22:59:52Z","football_VEoXn84p9o8","football","football_VEoXn84p9o8","False","","","0","False","True","docs/evidence/tracking/corpus_mislabel_2026-09-01.md"
"2026-09-02T22:59:52Z","football_wHZt1eY3A9s","football","football_wHZt1eY3A9s","True","data/footage_corpus","football__football_wHZt1eY3A9s_1080p.mp4;football__football_wHZt1eY3A9s.mp4","2","False","True","docs/evidence/tracking/FOOTBALL_WAVE_6D_SCALE_SOURCE.md;docs/evidence/tracking/FOOTBALL_WAVE_6F_FIELD_ROI.md;docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/corpus_sibling_variants_2026-09-04.md;docs/evidence/tracking/gapfinder_2026-09-02/highres_copies_never_tracked.md"
"2026-09-02T22:59:52Z","football_wPk3WVHBib4","football","football_wPk3WVHBib4","True","data/footage_corpus","football__football_wPk3WVHBib4.mp4","1","False","False",""
"2026-09-02T22:59:52Z","football_xnHO7JWdRcQ","football","football_xnHO7JWdRcQ","False","","","0","False","False",""
"2026-09-02T22:59:52Z","football_yahhMkUWd7c","football","football_yahhMkUWd7c","False","","","0","False","True","docs/evidence/tracking/g50b_null_degenerate_metrics_2026-09-02.md;docs/evidence/tracking/g80_insufficient_data_verdict_2026-09-02.md"
"2026-09-02T22:59:52Z","football_yaLoyksqqFY","football","football_yaLoyksqqFY","False","","","0","False","False",""
"2026-09-02T22:59:52Z","football_Z8Ezd95NnjM","football","football_Z8Ezd95NnjM","False","","","0","False","True","docs/evidence/tracking/g50b_null_degenerate_metrics_2026-09-02.md;docs/evidence/tracking/g80_insufficient_data_verdict_2026-09-02.md"
"2026-09-02T22:59:52Z","football_ZHJWGNGE0Cg","football","football_ZHJWGNGE0Cg","False","","","0","False","False",""
"2026-09-02T22:59:52Z","g89_tennis_09","tennis","tennis_09","True","data/footage_corpus","tennis__tennis_09.mp4","1","True","True","docs/evidence/tracking/g107_jump_statistic_policy_2026-09-02.md"
"2026-09-02T22:59:52Z","g89_tennis_10","tennis","tennis_10","True","data/footage_corpus","tennis__tennis_10.mp4","1","True","True","docs/evidence/tracking/g107_jump_statistic_policy_2026-09-02.md"
"2026-09-02T22:59:52Z","g89_tennis_nyYk2nPZAwY_720p","tennis","tennis_nyYk2nPZAwY_720p","True","data/footage_corpus","tennis__tennis_nyYk2nPZAwY_720p.mp4","1","True","True","docs/evidence/tracking/g107_jump_statistic_policy_2026-09-02.md"
"2026-09-02T22:59:52Z","kbo_01","kbo","kbo_01","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_02","kbo","kbo_02","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_03","kbo","kbo_03","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_04","kbo","kbo_04","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_05","kbo","kbo_05","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_06","kbo","kbo_06","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_07","kbo","kbo_07","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_08","kbo","kbo_08","False","","","0","False","True","docs/evidence/tracking/g50b_null_degenerate_metrics_2026-09-02.md;docs/evidence/tracking/g80_insufficient_data_verdict_2026-09-02.md"
"2026-09-02T22:59:52Z","kbo_09","kbo","kbo_09","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_10","kbo","kbo_10","False","","","0","False","True","docs/evidence/tracking/EVIDENCE_DURABILITY_AUDIT_2026-09-02.md;docs/evidence/tracking/g109_eligible_table_census_2026-09-02.md;docs/evidence/tracking/g47_contract_rejection_census_2026-09-02.md"
"2026-09-02T22:59:52Z","kbo_1IwwT5ysVSY","kbo","kbo_1IwwT5ysVSY","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_2WqtNa-uUZU","kbo","kbo_2WqtNa-uUZU","True","data/footage_corpus","kbo__kbo_2WqtNa-uUZU.mp4","1","False","True","docs/evidence/tracking/g99_corpus_sport_audit_2026-09-02.md"
"2026-09-02T22:59:52Z","kbo_2ZtgAvs67so","kbo","kbo_2ZtgAvs67so","False","","","0","False","True","docs/evidence/tracking/baseball_cut_detector_2026-09-01.md;docs/evidence/tracking/corpus_mislabel_2026-09-01.md"
"2026-09-02T22:59:52Z","kbo_64cdlFkEuCc","kbo","kbo_64cdlFkEuCc","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_8yxSFxuR2Lk","kbo","kbo_8yxSFxuR2Lk","True","data/footage_corpus","kbo__kbo_8yxSFxuR2Lk.mp4","1","False","True","docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/reingest_720p_2026-09-02.md"
"2026-09-02T22:59:52Z","kbo_9Hv-cd-BmSY","kbo","kbo_9Hv-cd-BmSY","True","data/footage_corpus","kbo__kbo_9Hv-cd-BmSY.mp4","1","False","True","docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/reingest_720p_2026-09-02.md"
"2026-09-02T22:59:52Z","kbo_ahHGpSJWcIU","kbo","kbo_ahHGpSJWcIU","True","data/footage_corpus","kbo__kbo_ahHGpSJWcIU.mp4","1","False","True","docs/evidence/tracking/baseball_cut_detector_2026-09-01.md"
"2026-09-02T22:59:52Z","kbo_bGQwZl43E9Y","kbo","kbo_bGQwZl43E9Y","True","data/footage_corpus","kbo__kbo_bGQwZl43E9Y.mp4","1","False","True","docs/evidence/tracking/reingest_720p_2026-09-02.md"
"2026-09-02T22:59:52Z","kbo_cyRosVcG7zI","kbo","kbo_cyRosVcG7zI","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_eeH8RMtS24U","kbo","kbo_eeH8RMtS24U","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_FA3W5xMyYRY","kbo","kbo_FA3W5xMyYRY","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_FDSWjM_OaTs","kbo","kbo_FDSWjM_OaTs","True","data/footage_corpus","kbo__kbo_FDSWjM_OaTs.mp4","1","False","True","docs/evidence/tracking/baseball_cut_detector_2026-09-01.md;docs/evidence/tracking/reingest_720p_2026-09-02.md"
"2026-09-02T22:59:52Z","kbo_fy6pf01O2gE","kbo","kbo_fy6pf01O2gE","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_h7IUxRgXbL8","kbo","kbo_h7IUxRgXbL8","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_hl_xGuMseB8","kbo","kbo_hl_xGuMseB8","False","","","0","False","True","docs/evidence/tracking/ingest_regate_2026-09-02.md"
"2026-09-02T22:59:52Z","kbo_Lh8n_DUXyGE","kbo","kbo_Lh8n_DUXyGE","True","data/footage_corpus","kbo__kbo_Lh8n_DUXyGE.mp4","1","False","False",""
"2026-09-02T22:59:52Z","kbo_lIxmDQyQDtc","kbo","kbo_lIxmDQyQDtc","True","data/footage_corpus","kbo__kbo_lIxmDQyQDtc.mp4","1","False","True","docs/evidence/tracking/reingest_720p_2026-09-02.md"
"2026-09-02T22:59:52Z","kbo_lrK_Hv6BEE0","kbo","kbo_lrK_Hv6BEE0","True","data/footage_corpus","kbo__kbo_lrK_Hv6BEE0.mp4","1","False","True","docs/evidence/tracking/baseball_cut_detector_2026-09-01.md;docs/evidence/tracking/baseball_s4_packet_2026-09-01.md"
"2026-09-02T22:59:52Z","kbo_OJfFKo9Dq2A","kbo","kbo_OJfFKo9Dq2A","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_qLQbGFQ0-EQ","kbo","kbo_qLQbGFQ0-EQ","True","data/footage_corpus","kbo__kbo_qLQbGFQ0-EQ.mp4","1","False","True","docs/evidence/tracking/reingest_720p_2026-09-02.md"
"2026-09-02T22:59:52Z","kbo_QrO9d2csjsg","kbo","kbo_QrO9d2csjsg","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_tHih8xD7MSY","kbo","kbo_tHih8xD7MSY","True","data/footage_corpus","kbo__kbo_tHih8xD7MSY.mp4","1","False","False",""
"2026-09-02T22:59:52Z","kbo_tzC71aneg9c","kbo","kbo_tzC71aneg9c","True","data/footage_corpus","kbo__kbo_tzC71aneg9c.mp4","1","False","True","docs/evidence/tracking/reingest_720p_2026-09-02.md"
"2026-09-02T22:59:52Z","kbo_UuivYJVZYtY","kbo","kbo_UuivYJVZYtY","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_vPUqzscNQIk","kbo","kbo_vPUqzscNQIk","False","","","0","False","False",""
"2026-09-02T22:59:52Z","kbo_W-tKSex-WPU","kbo","kbo_W-tKSex-WPU","True","data/footage_corpus","kbo__kbo_W-tKSex-WPU.mp4","1","False","True","docs/evidence/tracking/reingest_720p_2026-09-02.md"
"2026-09-02T22:59:52Z","kbo_Y4HqKr58TZk","kbo","kbo_Y4HqKr58TZk","False","","","0","False","True","docs/evidence/tracking/g105_recover_lost_gpu_hours_2026-09-0X.md"
"2026-09-02T22:59:52Z","mlb_2026-08-30_03d78bee","baseball","mlb_2026-08-30_03d78bee","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_2026-08-30_08b16ce9","baseball","mlb_2026-08-30_08b16ce9","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_2026-08-30_0f36e8cc","baseball","mlb_2026-08-30_0f36e8cc","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_2026-08-30_10893dca","baseball","mlb_2026-08-30_10893dca","False","","","0","False","True","docs/evidence/tracking/g105_recover_lost_gpu_hours_2026-09-0X.md"
"2026-09-02T22:59:52Z","mlb_2026-08-30_1c6706c6","baseball","mlb_2026-08-30_1c6706c6","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_2026-08-30_2143de43","baseball","mlb_2026-08-30_2143de43","False","","","0","False","True","docs/evidence/tracking/g50b_null_degenerate_metrics_2026-09-02.md;docs/evidence/tracking/g80_insufficient_data_verdict_2026-09-02.md"
"2026-09-02T22:59:52Z","mlb_2026-08-30_2b814fad","baseball","mlb_2026-08-30_2b814fad","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_2026-08-30_3a02d9b3","baseball","mlb_2026-08-30_3a02d9b3","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_2026-08-30_7e8080e5","baseball","mlb_2026-08-30_7e8080e5","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_2026-08-30_f8812b72","baseball","mlb_2026-08-30_f8812b72","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_231Mmqijar8","baseball","mlb_231Mmqijar8","True","data/footage_corpus","mlb__mlb_231Mmqijar8.mp4","1","False","True","docs/evidence/tracking/corpus_mislabel_2026-09-01.md;docs/evidence/tracking/g109_eligible_table_census_2026-09-02.md;docs/evidence/tracking/g99_corpus_sport_audit_2026-09-02.md"
"2026-09-02T22:59:52Z","mlb_2iosUkpL0Bc","baseball","mlb_2iosUkpL0Bc","True","data/footage_corpus","mlb__mlb_2iosUkpL0Bc.mp4","1","False","True","docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/baseball_footage_acq_2026-09-01.md;docs/evidence/tracking/baseball_night_pitchview_2026-09-01.md;docs/evidence/tracking/baseball_scale_validation_2026-09-01.md;docs/evidence/tracking/g33b_baseball_scale_bins_2026-09-02.md;docs/evidence/tracking/g64_segment_bisect/g64_segment_count_bisect_2026-09-02.md;docs/evidence/tracking/gapfinder_2026-09-02/corpus_resolution.md"
"2026-09-02T22:59:52Z","mlb_3Oc4S_1np98","baseball","mlb_3Oc4S_1np98","True","data/footage_corpus","mlb__mlb_3Oc4S_1np98.mp4","1","False","True","docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/baseball_footage_acq_2026-09-01.md;docs/evidence/tracking/baseball_night_pitchview_2026-09-01.md;docs/evidence/tracking/baseball_scale_validation_2026-09-01.md;docs/evidence/tracking/gapfinder_2026-09-02/corpus_resolution.md"
"2026-09-02T22:59:52Z","mlb_5IA4jaKNOYg","baseball","mlb_5IA4jaKNOYg","True","data/footage_corpus","mlb__mlb_5IA4jaKNOYg.mp4","1","False","True","docs/evidence/tracking/baseball_cut_detector_2026-09-01.md;docs/evidence/tracking/reingest_720p_2026-09-02.md"
"2026-09-02T22:59:52Z","mlb_5WpMyA0Xj6Y","baseball","mlb_5WpMyA0Xj6Y","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_6SEjheAAtcs","baseball","mlb_6SEjheAAtcs","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_7T-rpI5l0ro","baseball","mlb_7T-rpI5l0ro","True","data/footage_corpus","mlb__mlb_7T-rpI5l0ro.mp4","1","False","True","docs/evidence/tracking/reingest_720p_2026-09-02.md"
"2026-09-02T22:59:52Z","mlb_A5AkcaXA2fk","baseball","mlb_A5AkcaXA2fk","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_ARtRmUHC7dw","baseball","mlb_ARtRmUHC7dw","True","data/footage_corpus","mlb__mlb_ARtRmUHC7dw.mp4","1","False","True","docs/evidence/tracking/baseball_footage_acq_2026-09-01.md;docs/evidence/tracking/baseball_scale_validation_2026-09-01.md;docs/evidence/tracking/g33b_baseball_scale_bins_2026-09-02.md;docs/evidence/tracking/g64_segment_bisect/g64_segment_count_bisect_2026-09-02.md;docs/evidence/tracking/gapfinder_2026-09-02/corpus_resolution.md"
"2026-09-02T22:59:52Z","mlb_cC3rQWxcOqk","baseball","mlb_cC3rQWxcOqk","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_dSX2ujmGBgg","baseball","mlb_dSX2ujmGBgg","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_dVNOESziFWQ","baseball","mlb_dVNOESziFWQ","True","data/footage_corpus","mlb__mlb_dVNOESziFWQ.mp4","1","False","False",""
"2026-09-02T22:59:52Z","mlb_FGtFanovws4","baseball","mlb_FGtFanovws4","True","data/footage_corpus","mlb__mlb_FGtFanovws4.mp4","1","False","True","docs/evidence/tracking/g105_recover_lost_gpu_hours_2026-09-0X.md;docs/evidence/tracking/g35_gapfinder_2026-09-02.md"
"2026-09-02T22:59:52Z","mlb_Fu9kVrQRg0M","baseball","mlb_Fu9kVrQRg0M","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_gDv5xF2AA2E","baseball","mlb_gDv5xF2AA2E","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_gMm3EODDb6w","baseball","mlb_gMm3EODDb6w","True","data/footage_corpus","mlb__mlb_gMm3EODDb6w.mp4","1","False","True","docs/evidence/tracking/baseball_footage_acq_2026-09-01.md;docs/evidence/tracking/baseball_scale_validation_2026-09-01.md;docs/evidence/tracking/g35_gapfinder_2026-09-02.md;docs/evidence/tracking/gapfinder_2026-09-02/corpus_resolution.md"
"2026-09-02T22:59:52Z","mlb_MUbgCYez-LY","baseball","mlb_MUbgCYez-LY","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_NiSezRTvsew","baseball","mlb_NiSezRTvsew","True","data/footage_corpus","mlb__mlb_NiSezRTvsew.mp4","1","False","True","docs/evidence/tracking/reingest_720p_2026-09-02.md"
"2026-09-02T22:59:52Z","mlb_nLoG6gvC-Nk","baseball","mlb_nLoG6gvC-Nk","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_PPj97yvNGOo","baseball","mlb_PPj97yvNGOo","True","data/footage_corpus","mlb__mlb_PPj97yvNGOo.mp4","1","False","True","docs/evidence/tracking/baseball_footage_acq2_2026-09-02.md"
"2026-09-02T22:59:52Z","mlb_ptIBgr6U1Y8","baseball","mlb_ptIBgr6U1Y8","True","data/footage_corpus","mlb__mlb_ptIBgr6U1Y8.mp4","1","False","True","docs/evidence/tracking/baseball_footage_acq2_2026-09-02.md"
"2026-09-02T22:59:52Z","mlb_QqHhEShXAX0","baseball","mlb_QqHhEShXAX0","False","","","0","False","True","docs/evidence/tracking/baseball_cut_detector_2026-09-01.md;docs/evidence/tracking/corpus_mislabel_2026-09-01.md"
"2026-09-02T22:59:52Z","mlb_VxQlqZhLJso","baseball","mlb_VxQlqZhLJso","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_x6YpMlNYbrU","baseball","mlb_x6YpMlNYbrU","True","data/footage_corpus","mlb__mlb_x6YpMlNYbrU.mp4","1","False","True","docs/evidence/tracking/baseball_cut_detector_2026-09-01.md;docs/evidence/tracking/baseball_s4_packet_2026-09-01.md"
"2026-09-02T22:59:52Z","mlb_yihNr8zCgkA","baseball","mlb_yihNr8zCgkA","False","","","0","False","False",""
"2026-09-02T22:59:52Z","mlb_Z5u9T4b1qxk","baseball","mlb_Z5u9T4b1qxk","False","","","0","False","False",""
"2026-09-02T22:59:52Z","ncaa_basketball_IB-_u4gW3ds","basketball","ncaa_basketball_IB-_u4gW3ds","True","data/footage_corpus","ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p.mp4;ncaa_basketball__ncaa_basketball_IB-_u4gW3ds.mp4","2","False","True","docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md;docs/evidence/tracking/basketball_floor_gate_2026-09-02.md;docs/evidence/tracking/basketball_imagepx_features_2026-09-02.md;docs/evidence/tracking/basketball_imagepx_relabel_2026-09-01.md;docs/evidence/tracking/corpus_sibling_variants_2026-09-04.md;docs/evidence/tracking/g47_contract_rejection_census_2026-09-02.md;docs/evidence/tracking/gapfinder_2026-09-02/highres_copies_never_tracked.md;docs/evidence/tracking/reingest_720p_2026-09-02.md"
"2026-09-02T22:59:52Z","ncaa_basketball_mRkuGgeECak","basketball","ncaa_basketball_mRkuGgeECak","True","data/footage_corpus","ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4","1","False","False",""
"2026-09-02T22:59:52Z","ncaa_basketball_sRtHQbywiTE","basketball","ncaa_basketball_sRtHQbywiTE","True","data/footage_corpus","ncaa_basketball__ncaa_basketball_sRtHQbywiTE.mp4","1","False","True","docs/evidence/tracking/basketball_floor_gate_2026-09-02.md;docs/evidence/tracking/basketball_imagepx_features_2026-09-02.md"
"2026-09-02T22:59:52Z","ncaa_basketball_tiUvyvWOCxo","basketball","ncaa_basketball_tiUvyvWOCxo","True","data/footage_corpus","ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4","1","False","True","docs/evidence/tracking/basketball_floor_gate_2026-09-02.md;docs/evidence/tracking/basketball_imagepx_features_2026-09-02.md"
"2026-09-02T22:59:52Z","ncaa_basketball_WFl3V7ZY4ss","basketball","ncaa_basketball_WFl3V7ZY4ss","True","data/footage_corpus","ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4","1","False","True","docs/evidence/tracking/reingest_720p_2026-09-02.md"
"2026-09-02T22:59:52Z","ncaa_basketball_zqBCKovJCQU","basketball","ncaa_basketball_zqBCKovJCQU","True","data/footage_corpus","ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4","1","False","True","docs/evidence/tracking/basketball_floor_gate_2026-09-02.md;docs/evidence/tracking/basketball_imagepx_features_2026-09-02.md"
"2026-09-02T22:59:52Z","npb_01","npb","npb_01","True","data/footage_corpus","npb__npb_01_720p.mp4","1","False","True","docs/evidence/tracking/TRACKING_GAPS_2026-09-01.md"
"2026-09-02T22:59:52Z","npb_02","npb","npb_02","False","","","0","False","False",""
"2026-09-02T22:59:52Z","npb_03","npb","npb_03","False","","","0","False","False",""
"2026-09-02T22:59:52Z","npb_04","npb","npb_04","False","","","0","False","False",""
"2026-09-02T22:59:52Z","npb_05","npb","npb_05","False","","","0","False","False",""
"2026-09-02T22:59:52Z","npb_06","npb","npb_06","False","","","0","False","True","docs/evidence/tracking/g50b_null_degenerate_metrics_2026-09-02.md;docs/evidence/tracking/g80_insufficient_data_verdict_2026-09-02.md"
"2026-09-02T22:59:52Z","npb_07","npb","npb_07","False","","","0","False","False",""
"2026-09-02T22:59:52Z","npb_08","npb","npb_08","False","","","0","False","False",""
"2026-09-02T22:59:52Z","npb_09","npb","npb_09","False","","","0","False","False",""
"2026-09-02T22:59:52Z","npb_10","npb","npb_10","False","","","0","False","False",""
"2026-09-02T22:59:52Z","npb_2iFIuWxu6HI","npb","npb_2iFIuWxu6HI","False","","","0","False","False",""
"2026-09-02T22:59:52Z","npb_3PwJwWdTMek","npb","npb_3PwJwWdTMek","True","data/footage_corpus","npb__npb_3PwJwWdTMek.mp4","1","False","False",""
"2026-09-02T22:59:52Z","npb_aEpT4HU_ilg","npb","npb_aEpT4HU_ilg","False","","","0","False","False",""
"2026-09-02T22:59:52Z","npb_Arpw32zVTuc","npb","npb_Arpw32zVTuc","False","","","0","False","False",""
"2026-09-02T22:59:52Z","npb_cHZcTsFreJY","npb","npb_cHZcTsFreJY","True","data/footage_corpus","npb__npb_cHZcTsFreJY.mp4","1","False","False",""
"2026-09-02T22:59:52Z","npb_dTLgOoX4nhc","npb","npb_dTLgOoX4nhc","False","","","0","False","False",""
"2026-09-02T22:59:52Z","npb_HQfhD5Iwm7U","npb","npb_HQfhD5Iwm7U","True","data/footage_corpus","npb__npb_HQfhD5Iwm7U.mp4","1","False","True","docs/evidence/tracking/reingest_720p_2026-09-02.md"
"2026-09-02T22:59:52Z","npb_jm2Ocr-LAtc","npb","npb_jm2Ocr-LAtc","True","data/footage_corpus","npb__npb_jm2Ocr-LAtc.mp4","1","False","True","docs/evidence/tracking/reingest_720p_2026-09-02.md"
