draw_j,source_name,arm,endpoint,frame_index,pts_s,offset_from_endpoint
2,nba__1rZZ_7buX_Y_s5474.mp4,C_proposed_pts_stop,last_admitted,5986,99.938233,-3
2,nba__1rZZ_7buX_Y_s5474.mp4,C_proposed_pts_stop,last_admitted,5987,99.954922,-2
2,nba__1rZZ_7buX_Y_s5474.mp4,C_proposed_pts_stop,last_admitted,5988,99.971622,-1
2,nba__1rZZ_7buX_Y_s5474.mp4,C_proposed_pts_stop,last_admitted,5989,99.988311,0
2,nba__1rZZ_7buX_Y_s5474.mp4,C_proposed_pts_stop,last_admitted,5990,100.005011,1
2,nba__1rZZ_7buX_Y_s5474.mp4,C_proposed_pts_stop,last_admitted,5991,100.021711,2
2,nba__1rZZ_7buX_Y_s5474.mp4,C_proposed_pts_stop,last_admitted,5992,100.038400,3
2,nba__1rZZ_7buX_Y_s5474.mp4,C_proposed_pts_stop,first_excluded,5987,99.954922,-3
2,nba__1rZZ_7buX_Y_s5474.mp4,C_proposed_pts_stop,first_excluded,5988,99.971622,-2
2,nba__1rZZ_7buX_Y_s5474.mp4,C_proposed_pts_stop,first_excluded,5989,99.988311,-1
2,nba__1rZZ_7buX_Y_s5474.mp4,C_proposed_pts_stop,first_excluded,5990,100.005011,0
2,nba__1rZZ_7buX_Y_s5474.mp4,C_proposed_pts_stop,first_excluded,5991,100.021711,1
2,nba__1rZZ_7buX_Y_s5474.mp4,C_proposed_pts_stop,first_excluded,5992,100.038400,2
2,nba__1rZZ_7buX_Y_s5474.mp4,C_proposed_pts_stop,first_excluded,5993,100.055100,3
3,nba__3gBeJyl7Szg_s1196.mp4,A_legacy_frame_cap_3000,last_admitted,2996,49.933333,-3
3,nba__3gBeJyl7Szg_s1196.mp4,A_legacy_frame_cap_3000,last_admitted,2997,49.950000,-2
3,nba__3gBeJyl7Szg_s1196.mp4,A_legacy_frame_cap_3000,last_admitted,2998,49.966667,-1
3,nba__3gBeJyl7Szg_s1196.mp4,A_legacy_frame_cap_3000,last_admitted,2999,49.983333,0
3,nba__3gBeJyl7Szg_s1196.mp4,A_legacy_frame_cap_3000,last_admitted,3000,50.000000,1
3,nba__3gBeJyl7Szg_s1196.mp4,A_legacy_frame_cap_3000,last_admitted,3001,50.016667,2
3,nba__3gBeJyl7Szg_s1196.mp4,A_legacy_frame_cap_3000,last_admitted,3002,50.033333,3
3,nba__3gBeJyl7Szg_s1196.mp4,A_legacy_frame_cap_3000,first_excluded,2997,49.950000,-3
3,nba__3gBeJyl7Szg_s1196.mp4,A_legacy_frame_cap_3000,first_excluded,2998,49.966667,-2
3,nba__3gBeJyl7Szg_s1196.mp4,A_legacy_frame_cap_3000,first_excluded,2999,49.983333,-1
3,nba__3gBeJyl7Szg_s1196.mp4,A_legacy_frame_cap_3000,first_excluded,3000,50.000000,0
3,nba__3gBeJyl7Szg_s1196.mp4,A_legacy_frame_cap_3000,first_excluded,3001,50.016667,1
3,nba__3gBeJyl7Szg_s1196.mp4,A_legacy_frame_cap_3000,first_excluded,3002,50.033333,2
3,nba__3gBeJyl7Szg_s1196.mp4,A_legacy_frame_cap_3000,first_excluded,3003,50.050000,3
3,nba__3gBeJyl7Szg_s1196.mp4,B_g401_fps_frame_cap,last_admitted,5996,99.933333,-3
3,nba__3gBeJyl7Szg_s1196.mp4,B_g401_fps_frame_cap,last_admitted,5997,99.950000,-2
3,nba__3gBeJyl7Szg_s1196.mp4,B_g401_fps_frame_cap,last_admitted,5998,99.966667,-1
3,nba__3gBeJyl7Szg_s1196.mp4,B_g401_fps_frame_cap,last_admitted,5999,99.983333,0
3,nba__3gBeJyl7Szg_s1196.mp4,B_g401_fps_frame_cap,last_admitted,6000,100.000000,1
3,nba__3gBeJyl7Szg_s1196.mp4,B_g401_fps_frame_cap,last_admitted,6001,100.016667,2
3,nba__3gBeJyl7Szg_s1196.mp4,B_g401_fps_frame_cap,last_admitted,6002,100.033333,3
3,nba__3gBeJyl7Szg_s1196.mp4,B_g401_fps_frame_cap,first_excluded,5997,99.950000,-3
3,nba__3gBeJyl7Szg_s1196.mp4,B_g401_fps_frame_cap,first_excluded,5998,99.966667,-2
3,nba__3gBeJyl7Szg_s1196.mp4,B_g401_fps_frame_cap,first_excluded,5999,99.983333,-1
3,nba__3gBeJyl7Szg_s1196.mp4,B_g401_fps_frame_cap,first_excluded,6000,100.000000,0
3,nba__3gBeJyl7Szg_s1196.mp4,B_g401_fps_frame_cap,first_excluded,6001,100.016667,1
3,nba__3gBeJyl7Szg_s1196.mp4,B_g401_fps_frame_cap,first_excluded,6002,100.033333,2
3,nba__3gBeJyl7Szg_s1196.mp4,B_g401_fps_frame_cap,first_excluded,6003,100.050000,3
3,nba__3gBeJyl7Szg_s1196.mp4,C_proposed_pts_stop,last_admitted,5996,99.933333,-3
3,nba__3gBeJyl7Szg_s1196.mp4,C_proposed_pts_stop,last_admitted,5997,99.950000,-2
3,nba__3gBeJyl7Szg_s1196.mp4,C_proposed_pts_stop,last_admitted,5998,99.966667,-1
3,nba__3gBeJyl7Szg_s1196.mp4,C_proposed_pts_stop,last_admitted,5999,99.983333,0
3,nba__3gBeJyl7Szg_s1196.mp4,C_proposed_pts_stop,last_admitted,6000,100.000000,1
3,nba__3gBeJyl7Szg_s1196.mp4,C_proposed_pts_stop,last_admitted,6001,100.016667,2
3,nba__3gBeJyl7Szg_s1196.mp4,C_proposed_pts_stop,last_admitted,6002,100.033333,3
3,nba__3gBeJyl7Szg_s1196.mp4,C_proposed_pts_stop,first_excluded,5997,99.950000,-3
3,nba__3gBeJyl7Szg_s1196.mp4,C_proposed_pts_stop,first_excluded,5998,99.966667,-2
3,nba__3gBeJyl7Szg_s1196.mp4,C_proposed_pts_stop,first_excluded,5999,99.983333,-1
3,nba__3gBeJyl7Szg_s1196.mp4,C_proposed_pts_stop,first_excluded,6000,100.000000,0
3,nba__3gBeJyl7Szg_s1196.mp4,C_proposed_pts_stop,first_excluded,6001,100.016667,1
3,nba__3gBeJyl7Szg_s1196.mp4,C_proposed_pts_stop,first_excluded,6002,100.033333,2
3,nba__3gBeJyl7Szg_s1196.mp4,C_proposed_pts_stop,first_excluded,6003,100.050000,3
4,nba__3gBeJyl7Szg_s4514.mp4,A_legacy_frame_cap_3000,last_admitted,2996,49.933333,-3
4,nba__3gBeJyl7Szg_s4514.mp4,A_legacy_frame_cap_3000,last_admitted,2997,49.950000,-2
4,nba__3gBeJyl7Szg_s4514.mp4,A_legacy_frame_cap_3000,last_admitted,2998,49.966667,-1
4,nba__3gBeJyl7Szg_s4514.mp4,A_legacy_frame_cap_3000,last_admitted,2999,49.983333,0
4,nba__3gBeJyl7Szg_s4514.mp4,A_legacy_frame_cap_3000,last_admitted,3000,50.000000,1
4,nba__3gBeJyl7Szg_s4514.mp4,A_legacy_frame_cap_3000,last_admitted,3001,50.016667,2
4,nba__3gBeJyl7Szg_s4514.mp4,A_legacy_frame_cap_3000,last_admitted,3002,50.033333,3
4,nba__3gBeJyl7Szg_s4514.mp4,A_legacy_frame_cap_3000,first_excluded,2997,49.950000,-3
4,nba__3gBeJyl7Szg_s4514.mp4,A_legacy_frame_cap_3000,first_excluded,2998,49.966667,-2
4,nba__3gBeJyl7Szg_s4514.mp4,A_legacy_frame_cap_3000,first_excluded,2999,49.983333,-1
4,nba__3gBeJyl7Szg_s4514.mp4,A_legacy_frame_cap_3000,first_excluded,3000,50.000000,0
4,nba__3gBeJyl7Szg_s4514.mp4,A_legacy_frame_cap_3000,first_excluded,3001,50.016667,1
4,nba__3gBeJyl7Szg_s4514.mp4,A_legacy_frame_cap_3000,first_excluded,3002,50.033333,2
4,nba__3gBeJyl7Szg_s4514.mp4,A_legacy_frame_cap_3000,first_excluded,3003,50.050000,3
4,nba__3gBeJyl7Szg_s4514.mp4,B_g401_fps_frame_cap,last_admitted,5996,99.933333,-3
4,nba__3gBeJyl7Szg_s4514.mp4,B_g401_fps_frame_cap,last_admitted,5997,99.950000,-2
4,nba__3gBeJyl7Szg_s4514.mp4,B_g401_fps_frame_cap,last_admitted,5998,99.966667,-1
4,nba__3gBeJyl7Szg_s4514.mp4,B_g401_fps_frame_cap,last_admitted,5999,99.983333,0
4,nba__3gBeJyl7Szg_s4514.mp4,B_g401_fps_frame_cap,last_admitted,6000,100.000000,1
4,nba__3gBeJyl7Szg_s4514.mp4,B_g401_fps_frame_cap,last_admitted,6001,100.016667,2
4,nba__3gBeJyl7Szg_s4514.mp4,B_g401_fps_frame_cap,last_admitted,6002,100.033333,3
4,nba__3gBeJyl7Szg_s4514.mp4,B_g401_fps_frame_cap,first_excluded,5997,99.950000,-3
4,nba__3gBeJyl7Szg_s4514.mp4,B_g401_fps_frame_cap,first_excluded,5998,99.966667,-2
4,nba__3gBeJyl7Szg_s4514.mp4,B_g401_fps_frame_cap,first_excluded,5999,99.983333,-1
4,nba__3gBeJyl7Szg_s4514.mp4,B_g401_fps_frame_cap,first_excluded,6000,100.000000,0
4,nba__3gBeJyl7Szg_s4514.mp4,B_g401_fps_frame_cap,first_excluded,6001,100.016667,1
4,nba__3gBeJyl7Szg_s4514.mp4,B_g401_fps_frame_cap,first_excluded,6002,100.033333,2
4,nba__3gBeJyl7Szg_s4514.mp4,B_g401_fps_frame_cap,first_excluded,6003,100.050000,3
4,nba__3gBeJyl7Szg_s4514.mp4,C_proposed_pts_stop,last_admitted,5996,99.933333,-3
4,nba__3gBeJyl7Szg_s4514.mp4,C_proposed_pts_stop,last_admitted,5997,99.950000,-2
4,nba__3gBeJyl7Szg_s4514.mp4,C_proposed_pts_stop,last_admitted,5998,99.966667,-1
4,nba__3gBeJyl7Szg_s4514.mp4,C_proposed_pts_stop,last_admitted,5999,99.983333,0
4,nba__3gBeJyl7Szg_s4514.mp4,C_proposed_pts_stop,last_admitted,6000,100.000000,1
4,nba__3gBeJyl7Szg_s4514.mp4,C_proposed_pts_stop,last_admitted,6001,100.016667,2
4,nba__3gBeJyl7Szg_s4514.mp4,C_proposed_pts_stop,last_admitted,6002,100.033333,3
4,nba__3gBeJyl7Szg_s4514.mp4,C_proposed_pts_stop,first_excluded,5997,99.950000,-3
4,nba__3gBeJyl7Szg_s4514.mp4,C_proposed_pts_stop,first_excluded,5998,99.966667,-2
4,nba__3gBeJyl7Szg_s4514.mp4,C_proposed_pts_stop,first_excluded,5999,99.983333,-1
4,nba__3gBeJyl7Szg_s4514.mp4,C_proposed_pts_stop,first_excluded,6000,100.000000,0
4,nba__3gBeJyl7Szg_s4514.mp4,C_proposed_pts_stop,first_excluded,6001,100.016667,1
4,nba__3gBeJyl7Szg_s4514.mp4,C_proposed_pts_stop,first_excluded,6002,100.033333,2
4,nba__3gBeJyl7Szg_s4514.mp4,C_proposed_pts_stop,first_excluded,6003,100.050000,3
5,nba__FnbFGnX4Qgo_s2822.mp4,A_legacy_frame_cap_3000,last_admitted,2996,49.983267,-3
5,nba__FnbFGnX4Qgo_s2822.mp4,A_legacy_frame_cap_3000,last_admitted,2997,49.999944,-2
5,nba__FnbFGnX4Qgo_s2822.mp4,A_legacy_frame_cap_3000,last_admitted,2998,50.016633,-1
5,nba__FnbFGnX4Qgo_s2822.mp4,A_legacy_frame_cap_3000,last_admitted,2999,50.033311,0
5,nba__FnbFGnX4Qgo_s2822.mp4,A_legacy_frame_cap_3000,last_admitted,3000,50.050000,1
5,nba__FnbFGnX4Qgo_s2822.mp4,A_legacy_frame_cap_3000,last_admitted,3001,50.066678,2
5,nba__FnbFGnX4Qgo_s2822.mp4,A_legacy_frame_cap_3000,last_admitted,3002,50.083367,3
5,nba__FnbFGnX4Qgo_s2822.mp4,A_legacy_frame_cap_3000,first_excluded,2997,49.999944,-3
5,nba__FnbFGnX4Qgo_s2822.mp4,A_legacy_frame_cap_3000,first_excluded,2998,50.016633,-2
5,nba__FnbFGnX4Qgo_s2822.mp4,A_legacy_frame_cap_3000,first_excluded,2999,50.033311,-1
5,nba__FnbFGnX4Qgo_s2822.mp4,A_legacy_frame_cap_3000,first_excluded,3000,50.050000,0
5,nba__FnbFGnX4Qgo_s2822.mp4,A_legacy_frame_cap_3000,first_excluded,3001,50.066678,1
5,nba__FnbFGnX4Qgo_s2822.mp4,A_legacy_frame_cap_3000,first_excluded,3002,50.083367,2
5,nba__FnbFGnX4Qgo_s2822.mp4,A_legacy_frame_cap_3000,first_excluded,3003,50.100044,3
5,nba__FnbFGnX4Qgo_s2822.mp4,B_g401_fps_frame_cap,last_admitted,5991,99.949844,-3
5,nba__FnbFGnX4Qgo_s2822.mp4,B_g401_fps_frame_cap,last_admitted,5992,99.966533,-2
5,nba__FnbFGnX4Qgo_s2822.mp4,B_g401_fps_frame_cap,last_admitted,5993,99.983211,-1
5,nba__FnbFGnX4Qgo_s2822.mp4,B_g401_fps_frame_cap,last_admitted,5994,99.999900,0
5,nba__FnbFGnX4Qgo_s2822.mp4,B_g401_fps_frame_cap,last_admitted,5995,100.016578,1
5,nba__FnbFGnX4Qgo_s2822.mp4,B_g401_fps_frame_cap,last_admitted,5996,100.033267,2
5,nba__FnbFGnX4Qgo_s2822.mp4,B_g401_fps_frame_cap,last_admitted,5997,100.049944,3
5,nba__FnbFGnX4Qgo_s2822.mp4,B_g401_fps_frame_cap,first_excluded,5992,99.966533,-3
5,nba__FnbFGnX4Qgo_s2822.mp4,B_g401_fps_frame_cap,first_excluded,5993,99.983211,-2
5,nba__FnbFGnX4Qgo_s2822.mp4,B_g401_fps_frame_cap,first_excluded,5994,99.999900,-1
5,nba__FnbFGnX4Qgo_s2822.mp4,B_g401_fps_frame_cap,first_excluded,5995,100.016578,0
5,nba__FnbFGnX4Qgo_s2822.mp4,B_g401_fps_frame_cap,first_excluded,5996,100.033267,1
5,nba__FnbFGnX4Qgo_s2822.mp4,B_g401_fps_frame_cap,first_excluded,5997,100.049944,2
5,nba__FnbFGnX4Qgo_s2822.mp4,B_g401_fps_frame_cap,first_excluded,5998,100.066633,3
5,nba__FnbFGnX4Qgo_s2822.mp4,C_proposed_pts_stop,last_admitted,5991,99.949844,-3
5,nba__FnbFGnX4Qgo_s2822.mp4,C_proposed_pts_stop,last_admitted,5992,99.966533,-2
5,nba__FnbFGnX4Qgo_s2822.mp4,C_proposed_pts_stop,last_admitted,5993,99.983211,-1
5,nba__FnbFGnX4Qgo_s2822.mp4,C_proposed_pts_stop,last_admitted,5994,99.999900,0
5,nba__FnbFGnX4Qgo_s2822.mp4,C_proposed_pts_stop,last_admitted,5995,100.016578,1
5,nba__FnbFGnX4Qgo_s2822.mp4,C_proposed_pts_stop,last_admitted,5996,100.033267,2
5,nba__FnbFGnX4Qgo_s2822.mp4,C_proposed_pts_stop,last_admitted,5997,100.049944,3
