geometry,sigma_px,draw,seed,baseline_gap_px,a_gap_px,b_gap_px,a_improvement_px,b_improvement_px,n_supports,n_kept,rounds_run,n_fev,status
G3_TIGHT,1.00,36,109330795,1.194366,1.275828,1.238536,-0.081462,-0.044170,455,455,2,9,ok
G3_TIGHT,1.00,37,3273420557,1.049992,0.956536,0.961948,0.093456,0.088044,454,454,2,6,ok
G3_TIGHT,1.00,38,2692649504,0.612706,0.468760,0.482209,0.143945,0.130496,456,456,2,8,ok
G3_TIGHT,1.00,39,7294803,2.105650,1.203214,1.455350,0.902436,0.650300,456,456,3,13,ok
G4_OFF_AXIS,0.00,0,1387425510,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,1,1641639856,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,2,4178516867,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,3,827460805,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,4,1545615725,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,5,1509104505,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,6,1017315475,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,7,1278715919,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,8,2876524232,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,9,2184836175,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,10,3606911208,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,11,1875957017,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,12,949316066,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,13,2535031013,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,14,4281987849,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,15,2083402288,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,16,1872757296,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,17,2286578390,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,18,3696899890,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,19,388494461,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,20,311709605,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,21,1976056460,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,22,2863863142,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,23,2996550311,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,24,1912525352,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,25,621283192,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,26,2549868944,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,27,2539177679,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,28,2707775692,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,29,3693416371,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,30,3055566613,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,31,4278063009,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,32,2126171240,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,33,2400639865,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,34,2585061757,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,35,2146117395,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,36,974112766,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,37,3766980055,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,38,2578800671,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.00,39,2933433532,0.000000,0.000000,0.000000,0.000000,0.000000,524,524,1,2,ok
G4_OFF_AXIS,0.25,0,1198885166,0.084703,0.093425,0.092302,-0.008722,-0.007599,523,523,2,8,ok
G4_OFF_AXIS,0.25,1,3349239706,0.157793,0.167321,0.184471,-0.009528,-0.026678,524,524,2,7,ok
G4_OFF_AXIS,0.25,2,1992093011,0.270184,0.088147,0.145658,0.182037,0.124526,524,524,2,7,ok
G4_OFF_AXIS,0.25,3,2782268014,0.145045,0.147758,0.143056,-0.002713,0.001989,524,524,2,6,ok
G4_OFF_AXIS,0.25,4,4129020643,0.262245,0.154920,0.198573,0.107324,0.063672,524,524,3,9,ok
G4_OFF_AXIS,0.25,5,3026062126,0.262890,0.140720,0.172787,0.122171,0.090103,524,524,2,7,ok
G4_OFF_AXIS,0.25,6,2463566552,0.182412,0.119240,0.134204,0.063172,0.048208,524,524,2,7,ok
G4_OFF_AXIS,0.25,7,1163407572,0.399477,0.312875,0.340904,0.086602,0.058573,523,523,2,7,ok
G4_OFF_AXIS,0.25,8,1405183762,0.398857,0.387755,0.390759,0.011102,0.008098,524,524,2,8,ok
G4_OFF_AXIS,0.25,9,1615801144,0.453598,0.225429,0.297131,0.228169,0.156467,524,524,2,6,ok
G4_OFF_AXIS,0.25,10,95914327,0.408423,0.197083,0.276911,0.211339,0.131512,524,524,2,7,ok
G4_OFF_AXIS,0.25,11,339451271,0.316806,0.178657,0.222755,0.138149,0.094051,524,524,2,7,ok
G4_OFF_AXIS,0.25,12,3263016647,0.265482,0.219647,0.227050,0.045834,0.038432,524,524,2,7,ok
G4_OFF_AXIS,0.25,13,2329609101,0.258568,0.185434,0.214626,0.073134,0.043942,524,524,2,6,ok
G4_OFF_AXIS,0.25,14,1446204863,0.370055,0.238678,0.267032,0.131377,0.103023,524,524,2,7,ok
G4_OFF_AXIS,0.25,15,1359029014,0.229224,0.214904,0.204669,0.014320,0.024555,524,524,3,9,ok
G4_OFF_AXIS,0.25,16,1578946023,0.428037,0.350314,0.360744,0.077723,0.067293,523,523,2,7,ok
G4_OFF_AXIS,0.25,17,3765851518,0.193370,0.087875,0.115608,0.105495,0.077762,523,523,2,7,ok
G4_OFF_AXIS,0.25,18,2056374309,0.630963,0.341354,0.426656,0.289609,0.204307,524,524,2,7,ok
G4_OFF_AXIS,0.25,19,1976132248,0.186923,0.216083,0.205680,-0.029160,-0.018757,524,524,2,6,ok
G4_OFF_AXIS,0.25,20,1936178796,0.198164,0.201002,0.199067,-0.002837,-0.000903,523,523,2,5,ok
G4_OFF_AXIS,0.25,21,1114205340,0.376507,0.355485,0.367149,0.021022,0.009358,524,524,2,6,ok
G4_OFF_AXIS,0.25,22,1312660837,0.187885,0.090888,0.114891,0.096998,0.072994,524,524,2,7,ok
G4_OFF_AXIS,0.25,23,2332294949,0.406512,0.298600,0.327136,0.107912,0.079377,524,524,2,7,ok
G4_OFF_AXIS,0.25,24,2765566277,0.187645,0.108704,0.085519,0.078941,0.102125,523,523,2,7,ok
G4_OFF_AXIS,0.25,25,1459828825,0.314133,0.263536,0.287990,0.050597,0.026143,524,524,2,7,ok
G4_OFF_AXIS,0.25,26,4481232,0.221001,0.191741,0.199259,0.029260,0.021743,524,524,2,6,ok
G4_OFF_AXIS,0.25,27,2410798131,0.094137,0.130469,0.108218,-0.036333,-0.014082,524,524,2,8,ok
G4_OFF_AXIS,0.25,28,1170701357,0.283911,0.310898,0.303946,-0.026988,-0.020035,524,524,2,7,ok
G4_OFF_AXIS,0.25,29,3649692048,0.203331,0.189686,0.191403,0.013645,0.011928,524,524,2,7,ok
G4_OFF_AXIS,0.25,30,1142732651,0.258223,0.165326,0.187904,0.092898,0.070320,524,524,2,7,ok
G4_OFF_AXIS,0.25,31,157492344,0.261308,0.102573,0.143500,0.158735,0.117808,524,524,2,8,ok
G4_OFF_AXIS,0.25,32,2508457353,0.437657,0.177094,0.257569,0.260563,0.180089,524,524,3,10,ok
G4_OFF_AXIS,0.25,33,3368424035,0.592899,0.284506,0.357605,0.308393,0.235293,524,524,3,9,ok
G4_OFF_AXIS,0.25,34,2412643414,0.215752,0.146795,0.178741,0.068957,0.037011,524,524,2,6,ok
G4_OFF_AXIS,0.25,35,325377437,0.235996,0.240413,0.250145,-0.004416,-0.014149,523,523,2,7,ok
G4_OFF_AXIS,0.25,36,1895520074,0.329454,0.350692,0.344144,-0.021238,-0.014690,524,524,2,6,ok
G4_OFF_AXIS,0.25,37,1800662610,0.392037,0.249642,0.284105,0.142395,0.107932,524,524,2,7,ok
G4_OFF_AXIS,0.25,38,3068427327,0.180942,0.153060,0.161322,0.027881,0.019619,524,524,2,7,ok
G4_OFF_AXIS,0.25,39,748764310,0.257843,0.200950,0.214108,0.056893,0.043735,524,524,2,7,ok
G4_OFF_AXIS,0.50,0,3670878155,0.350626,0.284737,0.291704,0.065889,0.058923,524,524,2,8,ok
G4_OFF_AXIS,0.50,1,2829371197,0.806070,0.747083,0.766480,0.058986,0.039590,524,524,2,6,ok
G4_OFF_AXIS,0.50,2,3111872199,0.716833,0.694564,0.695152,0.022268,0.021681,524,524,2,7,ok
G4_OFF_AXIS,0.50,3,2928940509,0.577099,0.443578,0.486443,0.133521,0.090656,524,524,2,7,ok
G4_OFF_AXIS,0.50,4,3434993928,0.731877,0.574997,0.603611,0.156880,0.128266,524,524,2,6,ok
G4_OFF_AXIS,0.50,5,1862114309,0.472173,0.370956,0.406101,0.101217,0.066072,523,523,2,6,ok
G4_OFF_AXIS,0.50,6,3260909002,0.911892,0.816868,0.854612,0.095024,0.057280,524,524,2,6,ok
G4_OFF_AXIS,0.50,7,883942563,1.082278,1.112604,1.099229,-0.030326,-0.016951,523,523,2,7,ok
G4_OFF_AXIS,0.50,8,148955580,0.852832,0.759110,0.774717,0.093722,0.078115,524,524,2,7,ok
G4_OFF_AXIS,0.50,9,2026339137,0.263500,0.284535,0.272558,-0.021036,-0.009059,523,523,2,6,ok
G4_OFF_AXIS,0.50,10,3019731838,0.831160,0.463544,0.579085,0.367616,0.252075,524,524,2,7,ok
G4_OFF_AXIS,0.50,11,1086113823,0.347849,0.349248,0.346240,-0.001399,0.001610,523,523,2,6,ok
G4_OFF_AXIS,0.50,12,3354759541,0.404591,0.351092,0.363625,0.053499,0.040966,523,523,2,8,ok
G4_OFF_AXIS,0.50,13,340694868,0.259541,0.162301,0.176755,0.097240,0.082786,524,524,3,10,ok
G4_OFF_AXIS,0.50,14,2189110477,0.398349,0.398093,0.396300,0.000256,0.002049,524,524,2,8,ok
G4_OFF_AXIS,0.50,15,1788024709,0.701481,0.576259,0.628131,0.125222,0.073350,524,524,2,7,ok
G4_OFF_AXIS,0.50,16,1749980885,0.320023,0.332939,0.325862,-0.012916,-0.005838,524,524,2,7,ok
G4_OFF_AXIS,0.50,17,2328998558,0.315467,0.414913,0.353945,-0.099446,-0.038478,524,524,2,8,ok
G4_OFF_AXIS,0.50,18,2632404372,0.330043,0.111831,0.138141,0.218211,0.191902,524,524,3,9,ok
G4_OFF_AXIS,0.50,19,2148989246,0.956841,0.476242,0.607302,0.480599,0.349539,525,525,2,8,ok
G4_OFF_AXIS,0.50,20,2974263680,0.371362,0.320880,0.308586,0.050482,0.062776,525,525,2,7,ok
G4_OFF_AXIS,0.50,21,4226210178,0.468193,0.410378,0.447542,0.057815,0.020652,523,523,2,8,ok
G4_OFF_AXIS,0.50,22,1509158131,0.884167,0.645900,0.712755,0.238267,0.171412,523,523,2,7,ok
G4_OFF_AXIS,0.50,23,110652361,0.373066,0.227693,0.256799,0.145373,0.116267,524,524,2,7,ok
G4_OFF_AXIS,0.50,24,2826661792,0.424814,0.439270,0.433380,-0.014456,-0.008567,524,524,2,6,ok
G4_OFF_AXIS,0.50,25,3917140737,0.419740,0.420348,0.427772,-0.000607,-0.008032,523,523,2,8,ok
G4_OFF_AXIS,0.50,26,1835820176,0.373565,0.409462,0.397000,-0.035897,-0.023434,523,523,2,7,ok
G4_OFF_AXIS,0.50,27,164299471,0.524169,0.434639,0.438890,0.089530,0.085279,523,523,2,7,ok
G4_OFF_AXIS,0.50,28,463954816,0.648916,0.247590,0.314190,0.401326,0.334726,523,523,3,12,ok
G4_OFF_AXIS,0.50,29,1215169494,0.391191,0.470735,0.437914,-0.079544,-0.046723,523,523,3,9,ok
G4_OFF_AXIS,0.50,30,3878340189,0.370573,0.195056,0.249593,0.175516,0.120979,523,523,2,6,ok
G4_OFF_AXIS,0.50,31,255480783,0.540243,0.455957,0.474951,0.084286,0.065292,525,525,2,6,ok
G4_OFF_AXIS,0.50,32,2572800422,0.534757,0.456832,0.470463,0.077925,0.064293,524,524,3,9,ok
G4_OFF_AXIS,0.50,33,275808378,0.629945,0.236354,0.346907,0.393591,0.283038,523,523,3,11,ok
G4_OFF_AXIS,0.50,34,1567799372,0.912775,0.422252,0.523460,0.490523,0.389315,524,524,2,7,ok
G4_OFF_AXIS,0.50,35,3693419736,1.237406,0.786674,0.940301,0.450732,0.297104,523,523,2,7,ok
G4_OFF_AXIS,0.50,36,1550905436,0.970495,0.473423,0.544228,0.497072,0.426267,524,524,3,11,ok
G4_OFF_AXIS,0.50,37,1858059569,0.203771,0.225883,0.200660,-0.022112,0.003112,524,524,2,6,ok
G4_OFF_AXIS,0.50,38,3629376618,0.516182,0.418622,0.453906,0.097560,0.062276,524,524,3,9,ok
G4_OFF_AXIS,0.50,39,3258087167,0.519541,0.506155,0.513046,0.013385,0.006494,523,523,2,6,ok
G4_OFF_AXIS,1.00,0,2240602242,1.437472,0.710375,1.023078,0.727097,0.414394,526,526,3,11,ok
G4_OFF_AXIS,1.00,1,1828408411,0.973477,0.859555,0.879960,0.113922,0.093517,524,524,2,7,ok
G4_OFF_AXIS,1.00,2,1840965813,1.515035,1.489375,1.460658,0.025660,0.054377,523,523,3,9,ok
G4_OFF_AXIS,1.00,3,677298613,0.942004,0.652701,0.707939,0.289302,0.234065,524,524,3,9,ok
G4_OFF_AXIS,1.00,4,2730291216,2.243038,1.438805,1.873190,0.804233,0.369848,524,524,3,11,ok
G4_OFF_AXIS,1.00,5,1909452061,0.645153,0.946245,0.850586,-0.301092,-0.205433,524,524,2,7,ok
G4_OFF_AXIS,1.00,6,1305567898,0.906923,0.487018,0.697345,0.419905,0.209578,524,524,3,10,ok
G4_OFF_AXIS,1.00,7,1534675515,1.168615,0.960621,1.003403,0.207993,0.165212,523,523,2,7,ok
G4_OFF_AXIS,1.00,8,165024209,0.823356,0.742690,0.771552,0.080665,0.051804,524,524,2,8,ok
G4_OFF_AXIS,1.00,9,2366729872,1.327642,1.176693,1.235949,0.150949,0.091693,525,525,2,6,ok
G4_OFF_AXIS,1.00,10,4125762559,0.941711,0.777896,0.853911,0.163815,0.087800,523,523,2,7,ok
G4_OFF_AXIS,1.00,11,1064753563,0.847195,0.805294,0.828715,0.041901,0.018480,524,524,2,7,ok
G4_OFF_AXIS,1.00,12,1430981336,1.550228,1.008367,1.176252,0.541861,0.373976,522,522,2,8,ok
G4_OFF_AXIS,1.00,13,3712541378,1.036835,0.764781,0.834167,0.272055,0.202668,524,524,2,7,ok
G4_OFF_AXIS,1.00,14,2121411520,0.530836,0.470818,0.492640,0.060018,0.038196,526,526,3,10,ok
G4_OFF_AXIS,1.00,15,669515122,0.735431,0.709093,0.709543,0.026338,0.025888,525,525,2,6,ok
G4_OFF_AXIS,1.00,16,3088961980,0.941280,0.407860,0.562947,0.533420,0.378334,523,523,2,8,ok
G4_OFF_AXIS,1.00,17,1485176377,1.641177,0.715227,0.935642,0.925951,0.705535,524,524,2,8,ok
G4_OFF_AXIS,1.00,18,2050498850,0.635974,0.618313,0.540948,0.017661,0.095026,523,523,3,13,ok
G4_OFF_AXIS,1.00,19,2883938924,1.337341,0.549537,0.738540,0.787805,0.598802,522,522,3,10,ok
G4_OFF_AXIS,1.00,20,2723077402,0.923528,0.647365,0.642710,0.276164,0.280818,525,525,3,9,ok
G4_OFF_AXIS,1.00,21,1624319738,1.013583,0.636409,0.761551,0.377174,0.252032,522,522,3,9,ok
G4_OFF_AXIS,1.00,22,1689680152,1.724189,1.192500,1.264370,0.531689,0.459820,522,522,3,11,ok
G4_OFF_AXIS,1.00,23,280684471,0.583311,0.644164,0.616619,-0.060853,-0.033308,524,524,2,7,ok
G4_OFF_AXIS,1.00,24,1387586769,1.360092,1.382205,1.368651,-0.022112,-0.008559,524,524,2,6,ok
G4_OFF_AXIS,1.00,25,2338513924,1.274109,0.894575,0.893566,0.379534,0.380543,523,523,3,13,ok
G4_OFF_AXIS,1.00,26,2029201125,1.049842,0.972909,0.993245,0.076933,0.056596,523,523,3,9,ok
G4_OFF_AXIS,1.00,27,42315340,1.263908,1.021852,1.062796,0.242056,0.201112,525,525,3,11,ok
G4_OFF_AXIS,1.00,28,2419347826,1.292633,0.649363,0.856848,0.643269,0.435785,524,524,2,9,ok
G4_OFF_AXIS,1.00,29,1934682355,1.158719,1.074199,1.113118,0.084520,0.045601,524,524,2,8,ok
G4_OFF_AXIS,1.00,30,533451426,1.893103,1.218314,1.345994,0.674790,0.547109,523,523,3,15,ok
G4_OFF_AXIS,1.00,31,3628575414,1.480945,0.983555,1.129118,0.497390,0.351826,526,526,2,9,ok
G4_OFF_AXIS,1.00,32,2929653172,1.002335,0.881504,0.951462,0.120831,0.050873,523,523,3,11,ok
G4_OFF_AXIS,1.00,33,2878020094,0.981465,0.655642,0.686489,0.325823,0.294976,524,524,3,10,ok
G4_OFF_AXIS,1.00,34,2289948674,2.998909,1.617763,2.238754,1.381146,0.760156,524,524,3,12,ok
G4_OFF_AXIS,1.00,35,2493137832,1.006725,0.678421,0.768440,0.328304,0.238284,523,523,2,7,ok
G4_OFF_AXIS,1.00,36,699336030,1.408404,1.224596,1.295169,0.183808,0.113235,525,525,3,10,ok
G4_OFF_AXIS,1.00,37,4282907491,0.534037,0.474544,0.487249,0.059493,0.046788,524,524,2,7,ok
G4_OFF_AXIS,1.00,38,3645059940,1.640480,0.828529,1.039915,0.811951,0.600565,524,524,3,13,ok
G4_OFF_AXIS,1.00,39,771040977,1.823601,1.200850,1.312319,0.622751,0.511282,523,523,3,13,ok
