source_row,frame,track_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,geometry_evaluable,off_frame,off_frame_reasons
263,2334,7,446.18915,383.6784,611.55536,649.9882,True,False,
264,2340,6,613.0,390.0,708.0,485.0,True,False,
265,2346,7,486.0,294.0,635.0,483.0,True,False,
266,2346,6,608.43713,384.60248,703.9596,481.85474,True,False,
267,2352,7,503.66235,267.57117,641.97974,458.24182,True,False,
268,2352,6,603.5448,380.18372,699.06726,477.43597,True,False,
269,2358,7,517.3571,228.35944,655.6745,419.0301,True,False,
270,2358,6,598.65247,375.76495,694.1749,473.0172,True,False,
271,2364,7,531.0519,189.1477,669.36926,379.81836,True,False,
272,2364,6,593.76013,371.3462,689.2826,468.59845,True,False,
273,2370,9,213.0,-15.0,1231.0,667.0,True,True,y_min_lt_0
274,2370,7,544.74664,149.93599,683.064,340.60663,True,False,
275,2370,6,588.8678,366.92743,684.39026,464.1797,True,False,
276,2376,9,178.0,-15.0,1177.0,667.0,True,True,y_min_lt_0
277,2376,7,558.4414,110.72427,696.7588,301.39493,True,False,
278,2376,6,583.97546,362.50867,679.4979,459.76093,True,False,
279,2382,9,173.0,-15.0,1158.0,668.0,True,True,y_min_lt_0
280,2382,7,572.13617,71.51256,710.45355,262.18323,True,False,
281,2382,6,579.0831,358.0899,674.6056,455.34216,True,False,
282,2388,9,127.0,-14.0,1146.0,668.0,True,True,y_min_lt_0
283,2388,7,585.83093,32.300842,724.1483,222.9715,True,False,
284,2388,6,574.1908,353.67114,669.71326,450.9234,True,False,
285,2394,9,115.0,-15.0,1129.0,668.0,True,True,y_min_lt_0
286,2394,7,599.5257,-6.9108734,737.8431,183.75978,True,True,y_min_lt_0
287,2400,9,92.0,-13.0,1109.0,668.0,True,True,y_min_lt_0
288,2406,9,84.0,-13.0,1103.0,667.0,True,True,y_min_lt_0
289,2412,8,808.0,249.0,936.0,502.0,True,False,
290,2412,9,84.0,-15.0,1097.0,666.0,True,True,y_min_lt_0
291,2418,8,820.0,244.0,954.0,498.0,True,False,
292,2418,9,70.0,-13.0,1101.0,667.0,True,True,y_min_lt_0
293,2424,8,832.0,248.0,963.0,503.0,True,False,
294,2424,9,105.0,-13.0,1102.0,668.0,True,True,y_min_lt_0
295,2430,6,392.0,321.0,527.0,473.0,True,False,
296,2430,9,123.0,-14.0,1135.0,667.0,True,True,y_min_lt_0
297,2436,7,908.0,350.0,1033.0,534.0,True,False,
298,2436,9,130.0,-13.0,1133.0,667.0,True,True,y_min_lt_0
299,2436,6,392.0,321.0,527.0,473.0,True,False,
300,2442,7,897.0,345.0,1024.0,535.0,True,False,
301,2442,9,131.0,-14.0,1136.0,667.0,True,True,y_min_lt_0
302,2442,6,392.0,321.0,527.0,473.0,True,False,
303,2448,7,875.0,346.0,992.0,503.0,True,False,
304,2448,9,131.0,-15.0,1144.0,667.0,True,True,y_min_lt_0
305,2448,6,392.0,321.0,527.0,473.0,True,False,
306,2454,7,868.0,345.0,977.0,495.0,True,False,
307,2454,9,139.0,-15.0,1134.0,668.0,True,True,y_min_lt_0
308,2454,6,392.0,321.0,527.0,473.0,True,False,
309,2460,7,853.0,343.0,962.0,489.0,True,False,
310,2460,9,147.0,-13.0,1139.0,667.0,True,True,y_min_lt_0
311,2460,6,392.0,321.0,527.0,473.0,True,False,
312,2466,7,850.0,344.0,957.0,483.0,True,False,
313,2466,9,162.0,-15.0,1146.0,668.0,True,True,y_min_lt_0
314,2466,6,392.0,321.0,527.0,473.0,True,False,
315,2472,7,844.0,344.0,951.0,478.0,True,False,
316,2472,9,172.0,-14.0,1186.0,669.0,True,True,y_min_lt_0
317,2472,6,392.0,321.0,527.0,473.0,True,False,
318,2478,7,844.0,345.0,947.0,472.0,True,False,
319,2478,9,180.0,-15.0,1197.0,666.0,True,True,y_min_lt_0
320,2478,6,392.0,321.0,527.0,473.0,True,False,
321,2484,7,841.0,344.0,944.0,462.0,True,False,
322,2484,9,184.0,-14.0,1219.0,667.0,True,True,y_min_lt_0
323,2490,9,209.0,-13.0,1242.0,666.0,True,True,y_min_lt_0
324,2490,7,835.4106,337.08087,939.71344,462.8166,True,False,
325,2496,9,221.0,-13.0,1229.0,666.0,True,True,y_min_lt_0
326,2496,7,831.59375,333.4752,935.8966,459.2109,True,False,
327,2502,7,871.0,348.0,988.0,471.0,True,False,
328,2502,9,230.0,-14.0,1267.0,667.0,True,True,y_min_lt_0
329,2508,6,448.0,389.0,535.0,475.0,True,False,
330,2508,9,244.0,-13.0,1281.0,668.0,True,True,x_max_gt_width;y_min_lt_0
331,2508,7,880.798,347.8266,993.5657,471.73853,True,False,
332,2514,9,255.0,-15.0,1273.0,668.0,True,True,y_min_lt_0
333,2514,6,449.2736,390.0073,539.0165,479.77872,True,False,
334,2514,7,891.31946,349.06937,1004.08704,472.9813,True,False,
335,2520,9,271.0,-15.0,1279.0,668.0,True,True,y_min_lt_0
336,2520,6,451.93436,392.9175,541.67725,482.68893,True,False,
337,2520,7,901.8408,350.31213,1014.6085,474.22406,True,False,
338,2526,7,940.0,363.0,1047.0,488.0,True,False,
339,2526,9,274.0,-14.0,1280.0,666.0,True,True,y_min_lt_0
340,2526,6,454.59512,395.82773,544.338,485.59915,True,False,
341,2532,9,282.0,-13.0,1295.0,667.0,True,True,x_max_gt_width;y_min_lt_0
342,2532,7,955.10333,366.99127,1063.6763,491.69452,True,False,
343,2532,6,457.2559,398.73795,546.9988,488.50937,True,False,
344,2538,9,289.0,-15.0,1295.0,668.0,True,True,x_max_gt_width;y_min_lt_0
345,2538,6,459.91666,401.64816,549.65955,491.4196,True,False,
346,2544,9,282.0,-15.0,1293.0,667.0,True,True,x_max_gt_width;y_min_lt_0
347,2544,7,988.4833,375.4521,1097.0563,500.15533,True,False,
348,2544,6,462.57742,404.55838,552.3203,494.3298,True,False,
349,2550,8,425.0,322.0,552.0,445.0,True,False,
350,2550,9,295.0,-15.0,1295.0,667.0,True,True,x_max_gt_width;y_min_lt_0
351,2556,9,299.0,-14.0,1274.0,668.0,True,True,y_min_lt_0
352,2556,7,1021.86316,383.9129,1130.4362,508.61615,True,False,
353,2562,9,245.0,-14.0,1265.0,667.0,True,True,y_min_lt_0
354,2562,7,1038.5531,388.1433,1147.1261,512.84656,True,False,
355,2568,9,207.0,-15.0,1231.0,667.0,True,True,y_min_lt_0
356,2568,7,1055.243,392.37372,1163.816,517.07697,True,False,
357,2574,9,199.0,-15.0,1206.0,667.0,True,True,y_min_lt_0
358,2574,7,1071.933,396.60413,1180.506,521.3074,True,False,
359,2580,9,220.0,-15.0,1233.0,667.0,True,True,y_min_lt_0
360,2580,8,419.4678,306.68494,521.6709,410.9046,True,False,
361,2586,8,449.0,318.0,542.0,412.0,True,False,
362,2586,9,219.0,-15.0,1224.0,667.0,True,True,y_min_lt_0
363,2592,8,462.0,321.0,563.0,414.0,True,False,
364,2592,9,216.0,-15.0,1231.0,667.0,True,True,y_min_lt_0
365,2598,8,473.0,323.0,570.0,418.0,True,False,
366,2598,9,202.0,-15.0,1199.0,666.0,True,True,y_min_lt_0
367,2604,8,485.0,328.0,585.0,423.0,True,False,
368,2604,9,194.0,-15.0,1223.0,666.0,True,True,y_min_lt_0
369,2610,9,120.0,-15.0,1198.0,668.0,True,True,y_min_lt_0
370,2610,8,497.7879,330.22205,596.7703,425.325,True,False,
371,2616,8,500.0,330.0,601.0,429.0,True,False,
372,2616,9,169.0,-15.0,1159.0,667.0,True,True,y_min_lt_0
373,2622,9,95.0,-14.0,1185.0,668.0,True,True,y_min_lt_0
374,2622,8,510.88275,333.70947,611.07623,431.15155,True,False,
375,2628,6,505.0,282.0,618.0,432.0,True,False,
376,2628,9,153.0,-15.0,1158.0,667.0,True,True,y_min_lt_0
377,2634,9,151.0,-15.0,1157.0,667.0,True,True,y_min_lt_0
378,2634,6,509.5857,281.6738,621.5857,430.84048,True,False,
379,2640,7,837.0,355.0,957.0,501.0,True,False,
380,2640,9,153.0,-13.0,1172.0,669.0,True,True,y_min_lt_0
381,2640,6,513.8809,280.89285,625.8809,430.05954,True,False,
382,2646,7,854.0,356.0,969.0,508.0,True,False,
383,2646,9,150.0,-13.0,1175.0,668.0,True,True,y_min_lt_0
384,2646,6,518.17615,280.1119,630.17615,429.2786,True,False,
385,2652,7,864.0,355.0,985.0,518.0,True,False,
386,2652,9,168.0,-15.0,1163.0,667.0,True,True,y_min_lt_0
387,2652,6,522.4714,279.33096,634.4714,428.49765,True,False,
388,2658,7,865.0,354.0,1003.0,530.0,True,False,
389,2658,9,116.0,-14.0,1165.0,668.0,True,True,y_min_lt_0
390,2658,6,526.7666,278.55002,638.7666,427.7167,True,False,
391,2664,6,489.0,310.0,593.0,432.0,True,False,
392,2664,7,865.0,355.0,1042.0,553.0,True,False,
393,2664,9,146.0,-15.0,1165.0,668.0,True,True,y_min_lt_0
394,2670,7,860.0,349.0,985.0,517.0,True,False,
395,2670,9,136.0,-15.0,1163.0,667.0,True,True,y_min_lt_0
396,2670,6,484.5836,309.6538,590.2107,437.1792,True,False,
397,2676,7,855.0,346.0,994.0,523.0,True,False,
398,2676,9,151.0,-14.0,1160.0,667.0,True,True,y_min_lt_0
399,2676,6,480.66306,312.1989,586.29016,439.7243,True,False,
400,2682,9,123.0,-13.0,1156.0,668.0,True,True,y_min_lt_0
401,2682,7,852.88837,344.0786,991.8997,520.2931,True,False,
402,2682,6,476.74252,314.74402,582.3696,442.2694,True,False,
403,2688,7,848.0,345.0,982.0,502.0,True,False,
404,2688,9,146.0,-12.0,1151.0,668.0,True,True,y_min_lt_0
405,2688,6,472.822,317.28912,578.4491,444.8145,True,False,
406,2694,7,847.0,352.0,976.0,483.0,True,False,
407,2694,9,168.0,-15.0,1178.0,666.0,True,True,y_min_lt_0
408,2694,6,468.90146,319.83423,574.52856,447.35962,True,False,
409,2700,9,180.0,-13.0,1193.0,667.0,True,True,y_min_lt_0
410,2700,7,840.4033,338.87463,972.73865,485.9146,True,False,
411,2700,6,464.98093,322.37933,570.60803,449.90472,True,False,
412,2706,9,201.0,-13.0,1182.0,668.0,True,True,y_min_lt_0
413,2706,7,835.75183,333.35962,968.08716,480.3996,True,False,
414,2706,6,461.0604,324.92444,566.6875,452.44983,True,False,
415,2712,7,400.0,392.0,498.0,480.0,True,False,
416,2712,9,209.0,-15.0,1219.0,667.0,True,True,y_min_lt_0
417,2718,8,454.0,359.0,584.0,476.0,True,False,
418,2718,9,222.0,-13.0,1263.0,669.0,True,True,y_min_lt_0
419,2724,8,444.0,383.0,530.0,485.0,True,False,
420,2724,9,241.0,-14.0,1271.0,667.0,True,True,y_min_lt_0
421,2730,8,428.0,394.0,523.0,494.0,True,False,
422,2730,9,258.0,-15.0,1277.0,666.0,True,True,y_min_lt_0
423,2736,8,416.0,390.0,503.0,502.0,True,False,
424,2736,9,272.0,-15.0,1285.0,668.0,True,True,x_max_gt_width;y_min_lt_0
425,2742,9,276.0,-13.0,1291.0,668.0,True,True,x_max_gt_width;y_min_lt_0
426,2742,8,400.35495,400.13065,490.16275,507.03348,True,False,
427,2748,9,286.0,-13.0,1295.0,668.0,True,True,x_max_gt_width;y_min_lt_0
428,2748,8,385.7326,406.42526,475.5404,513.32806,True,False,
429,2754,9,298.0,-13.0,1295.0,668.0,True,True,x_max_gt_width;y_min_lt_0
430,2754,8,371.11026,412.71988,460.91806,519.6227,True,False,
