draw_kind,section_id,frame,slot,player_id,landed_position_source,derived_same_invocation_state,derived_branch,stored_box_derived_branch,trace_box_derived_branch,current_box_projection_minus_prior_position_px,branch_guard_px,stored_box_y1,stored_box_x1,stored_box_y2,stored_box_x2,pre_call_box_y2,stored_pre_call_box_y1,stored_pre_call_box_x1,stored_pre_call_box_y2,stored_pre_call_box_x2,stored_box_projection_x,stored_box_projection_y,trace_box_projection_x,trace_box_projection_y,archived_head_x,archived_foot_y,archived_foot_clipped,observed_x,observed_y,expected_x,expected_y,position_equals_current_box_projection,position_equals_prior_evaluated_tick,backprojected_image_x,backprojected_image_y,backprojected_minus_archived_foot_y,backprojection_inside_stored_box,frame_w,frame_h,map_w,map_h,classification_reason,classification
1080p30,yZ5u2sOpiNU_s90,2398,4,5,CLAMP,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,8.000,750,498.0,1606.0,753.0,1810.0,753.0,498.0,1606.0,753.0,1810.0,949,363,949,363,1708,738,0,949,371,949,363,0,1,1707.305,751.230,13.230,1,1920,1020,3404,1711,,STALE_BOX
1080p30,yZ5u2sOpiNU_s90,2398,5,6,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,8.062,750,42.1777,1114.6,194.386,1197.33,194.361,42.1526,1111.35,194.361,1194.08,634,56,635,56,1155,179,0,636,64,635,56,0,0,1154.740,192.863,13.863,1,1920,1020,3404,1711,,FRAME_MISMATCH
1080p30,yZ5u2sOpiNU_s90,2398,7,8,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,155.206,750,65.0,669.0,240.0,805.0,658.0,397.0,1263.0,658.0,1445.0,752,307,407,74,737,225,0,407,74,407,74,1,0,736.085,223.939,-1.061,1,1920,1020,3404,1711,,BRANCH_MISMATCH
1080p30,yZ5u2sOpiNU_s90,2398,9,10,,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,8.000,750,152.0,1280.0,351.0,1425.0,351.0,152.0,1280.0,351.0,1425.0,745,142,745,142,1352,336,0,745,150,745,142,0,1,1350.327,349.949,13.949,1,1920,1020,3404,1711,,STALE_BOX
720p60,3gBeJyl7Szg_s2302,775,0,1,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,90.139,1500,3.05765,524.152,640.311,1129.94,638.387,1.13367,505.489,638.387,1111.28,783,1327,777,1317,826,625,0,712,1376,777,1317,0,0,677.785,610.995,-14.005,1,1280,660,3404,1711,,FRAME_MISMATCH
720p60,3gBeJyl7Szg_s2302,775,3,4,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,155.724,1500,-8.0,290.0,587.0,479.0,569.843,-13.9828,301.432,569.843,497.475,1631,1584,1027,1514,384,572,0,1027,1514,1027,1514,1,0,385.051,572.115,0.115,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s2302,775,5,6,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,0.000,1500,-4.0,301.0,586.0,535.0,586.0,-4.0,301.0,586.0,535.0,1185,1524,1185,1524,418,571,0,641,1457,1185,1524,0,0,418.512,586.070,15.070,0,1280,660,3404,1711,,FRAME_MISMATCH
720p60,3gBeJyl7Szg_s2302,1171,0,1,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,1085.524,1500,147.0,578.0,412.0,723.0,411.892,147.054,569.287,411.892,720.587,606,294,613,295,650,397,0,613,295,613,295,1,0,649.237,396.518,-0.482,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s2302,1171,1,2,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,1.000,1500,260.0,844.0,555.0,956.0,555.0,259.0,843.0,555.0,956.0,935,420,936,420,900,540,0,936,420,936,420,1,0,899.776,539.691,-0.309,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s2302,1171,2,3,,RETAINED_PRIOR_POSITION,SUBPIXEL_UNMOVED_FRESH_WRITE,SUBPIXEL_UNMOVED_FRESH_WRITE,SUBPIXEL_UNMOVED_FRESH_WRITE,0.000,1500,345.0,349.0,590.0,457.0,590.0,345.0,349.0,590.0,457.0,311,442,311,442,403,575,0,311,442,311,442,1,1,402.666,574.147,-0.853,1,1280,660,3404,1711,,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s2302,1171,3,4,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,1.000,1500,486.0,947.0,675.0,1089.0,675.0,487.0,946.0,675.0,1088.0,1106,532,1107,532,1018,660,0,1107,532,1107,532,1,0,1017.403,659.717,-0.283,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s2302,1171,5,6,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,1.000,1500,356.0,426.0,593.0,534.0,593.0,356.0,428.0,593.0,535.0,408,446,407,446,480,578,0,407,446,407,446,1,0,479.808,577.163,-0.837,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s2302,1171,6,7,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,3.000,1500,149.0,494.0,405.0,607.0,405.0,147.0,490.0,405.0,606.0,490,288,493,288,550,390,0,493,288,493,288,1,0,549.818,389.240,-0.760,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s2302,1171,7,8,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,2.000,1500,306.0,237.0,592.0,381.0,592.0,306.0,237.0,592.0,377.0,192,442,194,442,309,577,0,194,442,194,442,1,0,308.153,575.997,-1.003,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s2302,1171,8,9,SUBPIXEL,RETAINED_PRIOR_POSITION,SUBPIXEL_UNMOVED_FRESH_WRITE,SUBPIXEL_UNMOVED_FRESH_WRITE,SUBPIXEL_UNMOVED_FRESH_WRITE,0.000,1500,64.0,1024.0,243.0,1120.0,243.0,61.0,1024.0,243.0,1120.0,1106,165,1106,165,1072,228,0,1106,165,1106,165,1,1,1071.810,227.310,-0.690,1,1280,660,3404,1711,,FRAME_MISMATCH
720p60,3gBeJyl7Szg_s2302,1171,9,10,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,1.414,1500,70.0,288.0,313.0,427.0,314.0,71.0,282.0,314.0,430.0,266,215,267,214,357,298,0,267,214,267,214,1,0,356.613,297.679,-0.321,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s2302,1171,10,0,,RETAINED_PRIOR_POSITION,SUBPIXEL_UNMOVED_FRESH_WRITE,SUBPIXEL_UNMOVED_FRESH_WRITE,SUBPIXEL_UNMOVED_FRESH_WRITE,0.000,1500,78.0,1171.0,262.0,1265.0,263.0,79.0,1171.0,263.0,1265.0,1286,181,1286,181,1218,247,0,1286,181,1286,181,1,1,1217.874,246.865,-0.135,1,1280,660,3404,1711,,FRAME_MISMATCH
720p60,3gBeJyl7Szg_s90,1266,1,2,SUBPIXEL,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,32.573,1500,280.0,1009.0,476.0,1187.0,471.0,292.0,1006.0,471.0,1154.0,1489,255,1531,260,1098,461,0,1531,260,1531,260,1,0,1097.718,460.701,-0.299,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s90,1266,3,4,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,610.079,1500,97.0,655.0,242.0,748.0,606.448,322.478,-712.781,606.448,-545.201,-1555,411,706,83,701,227,0,706,83,706,83,1,0,700.454,225.483,-1.517,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s90,1266,4,5,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,25.456,1500,90.0,327.0,285.0,455.0,312.0,108.0,324.0,312.0,455.0,150,134,168,116,391,270,0,168,116,168,116,1,0,390.762,269.241,-0.759,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s90,1266,5,6,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,32.757,1500,-15.0,873.0,178.0,993.0,191.0,-14.0,842.0,191.0,982.0,1054,49,1086,42,933,163,0,1086,42,1086,42,1,0,932.785,162.975,-0.025,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s90,1266,7,8,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,13.038,1500,292.969,1020.88,466.346,1166.7,462.451,289.074,1013.66,462.451,1159.48,1495,247,1513,250,1093,451,0,1524,265,1513,250,0,0,1092.704,465.792,14.792,1,1280,660,3404,1711,,FRAME_MISMATCH
720p60,3gBeJyl7Szg_s90,1266,8,9,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,,1500,-14.0,1121.0,112.0,1191.0,507.617,224.197,1430.75,507.617,1494.76,2153,288,1420,2,1156,97,0,1420,2,1420,2,1,0,1155.914,95.968,-1.032,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s90,1266,10,0,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,,1500,568.0,1159.0,674.0,1261.0,321.367,182.172,2690.87,321.367,2798.88,3159,116,2027,499,1210,659,0,2027,499,2027,499,1,0,1210.179,658.376,-0.624,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s90,1512,0,1,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,38.639,1500,288.0,1085.0,468.0,1183.0,461.0,286.0,1073.0,461.0,1165.0,1565,245,1603,252,1134,453,0,1603,252,1603,252,1,0,1134.016,452.797,-0.203,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s90,1512,1,2,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,2.236,1500,159.0,565.0,343.0,665.0,345.0,154.0,571.0,345.0,657.0,540,155,542,154,615,328,0,542,154,542,154,1,0,614.748,327.923,-0.077,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s90,1512,2,3,PREDICTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,60.083,1500,147.0,666.0,328.0,811.0,289.427,105.864,617.798,289.427,719.296,645,115,768,141,738,313,0,768,141,768,141,1,0,737.753,312.594,-0.406,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s90,1512,3,4,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,29.411,1500,258.0,965.0,444.0,1045.0,434.0,261.0,950.0,434.0,1038.0,1286,222,1314,231,1005,429,0,1314,231,1314,231,1,0,1004.963,428.467,-0.533,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s90,1512,5,6,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,26.019,1500,583.0,1199.0,673.0,1293.0,674.0,572.0,1183.0,674.0,1289.0,2099,499,2125,498,1246,658,0,2125,498,2125,498,1,0,1246.097,657.723,-0.277,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s90,1512,6,7,PREDICTION,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,230.152,1500,45.3164,270.276,195.749,351.42,237.0,84.0,427.0,237.0,502.0,311,84,82,61,310,180,0,73,70,82,61,0,0,309.046,193.963,13.963,1,1280,660,3404,1711,,FRAME_MISMATCH
720p60,3gBeJyl7Szg_s90,1512,7,8,PREDICTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,34.059,1500,573.0,1041.0,675.0,1143.0,674.0,562.0,1031.0,674.0,1129.0,1671,499,1705,501,1092,660,0,1705,501,1705,501,1,0,1091.861,659.686,-0.314,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,3gBeJyl7Szg_s90,1512,8,9,DETECTION,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,12.042,1500,52.0,1120.0,208.0,1194.0,208.0,52.0,1120.0,208.0,1194.0,1471,55,1471,55,1157,193,0,1479,64,1471,55,0,1,1156.986,206.647,13.647,1,1280,660,3404,1711,,STALE_BOX
720p60,6rQ2sV4upfc_s1509,3096,2,3,PREDICTION,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,1.414,1500,237.49,650.297,438.328,752.244,432.0,231.0,659.0,432.0,764.0,779,1174,778,1173,701,423,0,887,1084,778,1173,0,0,694.483,441.851,18.851,0,1280,660,3404,1711,,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s1509,3096,3,4,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,25.456,1500,274.105,427.223,491.04,584.56,481.0,283.0,439.0,481.0,598.0,99,1674,117,1656,505,476,0,282,1524,117,1656,0,0,502.350,492.628,16.628,0,1280,660,3404,1711,,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s1509,3096,4,5,,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,59.034,1500,276.643,1091.0,412.71,1205.0,412.775,276.708,1091.0,412.775,1205.0,1878,335,1878,335,1148,397,0,1924,298,1878,335,0,1,1144.493,413.685,16.685,0,1280,660,3404,1711,,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s1509,3096,5,6,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,287.063,1500,298.18,410.785,514.638,568.357,511.156,294.699,426.48,511.156,584.052,335,1482,258,1539,489,499,0,712,1208,258,1539,0,0,614.481,468.068,-30.932,0,1280,660,3404,1711,,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s1509,3096,6,7,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,4.243,1500,274.805,1097.57,410.049,1208.99,411.0,275.0,1097.0,411.0,1207.0,1882,333,1879,336,1152,395,0,1926,297,1879,336,0,0,1151.090,410.935,15.935,0,1280,660,3404,1711,,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s1509,3096,7,8,PREDICTION,RETAINED_PRIOR_POSITION,CLAMP_GUARD_REPRODUCED,RETAINED_WITHOUT_GUARD,CLAMP_GUARD_REPRODUCED,2076.555,1500,-12.0,273.0,667.0,1004.0,473.617,256.14,422.106,473.617,621.3,28,1731,1831,310,638,652,0,199,1594,1831,310,0,1,515.140,476.708,-175.292,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,6rQ2sV4upfc_s1509,3108,0,1,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,9.055,1500,122.578,905.289,318.221,996.191,328.968,133.325,860.842,328.968,951.743,884,1125,992,1043,950,303,0,1080,971,992,1043,0,0,943.187,321.921,18.921,0,1280,660,3404,1711,,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s1509,3108,1,2,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,48.600,1500,592.263,759.298,677.306,842.807,677.71,592.668,753.432,677.71,836.941,2127,90,2136,84,800,660,1,2083,124,2136,84,0,0,766.081,658.718,-1.282,1,1280,660,3404,1711,,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s1509,3108,2,3,PREDICTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,10.817,1500,-12.0,272.0,667.0,1004.0,667.0,-12.0,273.0,667.0,995.0,1822,316,1831,310,638,652,0,1831,310,1831,310,1,0,637.727,652.140,0.140,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,6rQ2sV4upfc_s1509,3108,3,4,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,285.044,1500,281.45,402.187,498.385,559.524,494.713,277.777,414.705,494.713,572.042,61,1697,6,1736,480,483,0,182,1596,6,1736,0,0,475.967,500.525,17.525,0,1280,660,3404,1711,,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s1509,3108,6,7,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,61.074,1500,272.819,1101.04,408.063,1212.46,409.056,273.812,1099.3,409.056,1210.73,1879,336,1879,336,1156,393,0,1924,298,1879,336,0,0,1144.493,413.685,20.685,0,1280,660,3404,1711,,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s1509,3108,7,8,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,112.161,1500,26.5138,354.258,594.483,957.319,603.311,35.3411,344.39,603.311,947.451,1569,522,1553,537,655,579,0,1623,480,1553,537,0,0,649.979,596.649,17.649,0,1280,660,3404,1711,,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s90,3741,0,1,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,4.000,1500,19.1414,794.951,157.026,874.773,165.525,27.6407,813.32,165.525,893.142,1315,1349,1270,1330,834,142,0,1231,1310,1270,1330,0,0,835.390,158.949,16.949,0,1280,660,3404,1711,,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s90,3741,1,2,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,9.849,1500,103.0,276.0,253.0,349.0,272.0,116.0,251.0,272.0,327.0,862,1142,871,1146,312,238,0,871,1146,871,1146,1,0,363.271,252.136,14.136,0,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,6rQ2sV4upfc_s90,3741,4,5,PREDICTION,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,,1500,405.047,1263.49,570.942,1345.78,565.734,399.84,1239.47,565.734,1321.77,958,1264,955,1259,1279,555,1,968,1268,955,1259,0,0,1276.554,560.495,5.495,1,1280,660,3404,1711,,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s90,3741,8,9,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,165.024,1500,60.6059,897.62,203.023,995.703,204.78,62.3631,899.768,204.78,997.851,2017,1641,1981,1626,946,188,0,1805,1542,1981,1626,0,0,945.709,202.561,14.561,1,1280,660,3404,1711,,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s90,3741,9,10,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,69.354,1500,74.2175,869.735,209.89,969.453,209.982,74.31,872.808,209.982,972.526,1552,1439,1523,1427,919,194,0,1438,1385,1523,1427,0,0,918.588,208.504,14.504,1,1280,660,3404,1711,,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s90,3741,10,0,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,43.139,1500,579.0,724.0,674.0,822.0,674.0,579.0,724.0,674.0,822.0,684,1030,684,1030,773,659,0,625,979,684,1030,0,0,932.030,622.622,-36.378,0,1280,660,3404,1711,,FRAME_MISMATCH
720p60,7blRl4zVfrY_s90,4110,3,4,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,0.000,1500,76.0,641.0,521.0,799.0,521.0,76.0,641.0,521.0,799.0,293,360,293,360,720,506,0,293,374,293,360,0,0,719.840,520.879,14.879,1,1280,660,3404,1711,,FRAME_MISMATCH
720p60,7blRl4zVfrY_s90,4110,5,6,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,6.325,1500,201.0,915.0,407.0,1003.0,400.0,202.0,913.0,400.0,1001.0,607,268,609,274,959,392,0,609,274,609,274,1,0,958.174,391.239,-0.761,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,7blRl4zVfrY_s90,4110,8,9,PREDICTION,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,12.000,1500,201.0,1101.0,378.0,1187.0,378.0,201.0,1101.0,378.0,1187.0,826,261,826,261,1144,363,0,826,273,826,261,0,1,1143.822,377.092,14.092,1,1280,660,3404,1711,,STALE_BOX
720p60,7blRl4zVfrY_s90,4110,9,10,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,1.414,1500,106.0,530.0,548.0,704.0,549.0,103.0,533.0,549.0,701.0,143,382,144,381,617,533,0,144,381,144,381,1,0,616.951,532.467,-0.533,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,7blRl4zVfrY_s90,4260,4,5,DETECTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,1.000,1500,38.0,381.0,666.0,780.0,665.0,36.0,371.0,665.0,790.0,79,490,79,491,580,651,0,79,491,79,491,1,0,579.383,650.501,-0.499,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,7blRl4zVfrY_s90,4260,6,7,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,0.000,1500,-13.0,644.0,665.0,1215.0,665.0,-13.0,644.0,665.0,1215.0,568,491,568,491,929,650,0,556,493,568,491,0,0,919.549,651.500,1.500,1,1280,660,3404,1711,,FRAME_MISMATCH
720p60,7blRl4zVfrY_s90,4260,7,8,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,21.840,1500,9.73024,662.433,388.326,979.551,398.97,20.3745,667.113,398.97,984.231,440,259,434,250,820,373,0,434,263,434,250,0,0,819.895,387.881,14.881,1,1280,660,3404,1711,,FRAME_MISMATCH
720p60,Ge4uewCFUFQ_s2382,4525,1,2,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,,1500,116.0,235.0,315.0,313.0,307.0,122.0,236.0,307.0,310.0,493,909,499,911,274,300,0,499,911,499,911,1,0,308.097,345.570,45.570,0,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,Ge4uewCFUFQ_s2382,4525,2,3,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,2.000,1500,114.0,690.0,286.0,769.0,284.0,114.0,691.0,284.0,765.0,95,745,93,745,729,271,0,93,745,93,745,1,0,727.354,272.881,1.881,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,Ge4uewCFUFQ_s2382,4525,3,4,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,3.162,1500,78.0,503.0,224.0,609.0,220.0,70.0,499.0,220.0,605.0,234,803,231,802,556,209,0,231,802,231,802,1,0,546.341,242.244,33.244,0,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,Ge4uewCFUFQ_s2382,4525,4,5,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,6.325,1500,118.0,326.0,298.0,420.0,298.0,117.0,320.0,298.0,415.0,384,864,378,862,373,283,0,378,862,378,862,1,0,377.591,295.311,12.311,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,Ge4uewCFUFQ_s4674,4968,0,1,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,13.038,1500,247.0,672.0,491.0,816.0,488.0,247.0,672.0,488.0,811.0,881,806,882,793,744,476,0,882,793,882,793,1,0,743.872,475.976,-0.024,1,1280,660,3404,1711,,BRANCH_MISMATCH
720p60,Ge4uewCFUFQ_s4674,4968,2,3,,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,154.042,1500,248.0,676.0,502.0,808.0,502.0,248.0,676.0,502.0,808.0,840,689,840,689,742,487,0,788,544,840,689,0,1,741.843,501.956,14.956,1,1280,660,3404,1711,,STALE_BOX
720p60,Ge4uewCFUFQ_s4674,4968,4,5,SUBPIXEL,RETAINED_PRIOR_POSITION,SUBPIXEL_UNMOVED_FRESH_WRITE,SUBPIXEL_UNMOVED_FRESH_WRITE,SUBPIXEL_UNMOVED_FRESH_WRITE,0.000,1500,163.0,-15.0,396.0,89.0,396.0,164.0,-15.0,396.0,89.0,376,336,376,336,37,381,0,376,336,376,336,1,1,28.160,379.325,-1.675,1,1280,660,3404,1711,,FRAME_MISMATCH
720p60,Ge4uewCFUFQ_s4674,4968,5,6,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,NON_BOX_WRITE,NON_BOX_WRITE,0.000,1500,172.0,522.0,352.0,632.0,352.0,172.0,522.0,352.0,632.0,813,1026,813,1026,577,337,0,790,975,813,1026,0,0,575.305,350.990,13.990,1,1280,660,3404,1711,,FRAME_MISMATCH
720p60,Ge4uewCFUFQ_s4674,4968,8,9,,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,RETAINED_WITHOUT_GUARD,41.146,1500,164.0,-12.0,393.0,90.0,393.0,164.0,-12.0,393.0,90.0,381,344,381,344,39,378,0,363,307,381,344,0,1,42.174,393.875,15.875,0,1280,660,3404,1711,,STALE_BOX
720p60,KZK9rv9TnGE_s1474,4987,1,2,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,NON_BOX_WRITE,DETECTION_FRESH_BOX,352.230,1500,186.0,200.0,369.0,278.0,373.0,213.0,212.0,373.0,355.0,1649,430,1504,109,239,354,0,1504,109,1504,109,1,0,238.920,353.925,-0.075,1,1280,660,3404,1711,,BRANCH_MISMATCH
