frame_index,arm,box_index,x1,y1,x2,y2,score,class,slot,n_boxes
004615,single_repeat,000000,000867/000002,000195/000004,002655/000002,001011/000001,001951/002048,000000,000002,000001
004815,single_repeat,000000,000885/000002,000045/000001,002685/000002,002019/000002,001947/002048,000000,000002,000001
005016,single_repeat,000000,000459/000001,000255/000004,002703/000002,002019/000002,001951/002048,000000,000002,000001
005217,single_repeat,000000,000909/000002,000087/000001,001344/000001,002019/000002,001953/002048,000000,000002,000001
005417,single_repeat,000000,003615/000008,000111/000002,002685/000002,001008/000001,001949/002048,000000,000002,000001
005618,single_repeat,000000,003645/000008,000111/000004,001347/000001,002019/000002,001963/002048,000000,000002,000001
005819,single_repeat,000000,001827/000004,000093/000004,005397/000004,004041/000004,000979/001024,000000,000002,000001
006019,single_repeat,000000,003705/000008,000069/000004,002733/000002,004023/000004,001955/002048,000000,000002,000001
006220,single_repeat,000000,000903/000002,000207/000004,001347/000001,002019/000002,000121/000128,000000,000002,000001
006421,single_repeat,000000,000453/000001,000042/000001,001347/000001,002019/000002,001947/002048,000000,000002,000001
006621,single_repeat,000000,000903/000002,000159/000004,001344/000001,004035/000004,000979/001024,000000,000002,000001
006822,single_repeat,000000,000903/000002,000087/000002,002691/000002,001008/000001,001945/002048,000000,000002,000001
007022,single_repeat,000000,001815/000004,000033/000001,005397/000004,001008/000001,001953/002048,000000,000002,000001
007223,single_repeat,000000,001815/000004,000219/000004,005391/000004,002019/000002,000971/001024,000000,000002,000001
007424,single_repeat,000000,000897/000002,000087/000002,002697/000002,002019/000002,001927/002048,000000,000002,000001
007624,single_repeat,000000,003423/000008,000018/000001,002655/000002,002019/000002,001955/002048,000000,000002,000001
007825,single_repeat,000000,003261/000008,000195/000004,001302/000001,001008/000001,000489/000512,000000,000002,000001
000000,single_repeat,000000,001704/000001,001845/000004,001920/000001,001020/000001,001767/002048,000000,000003,000012
000000,single_repeat,000001,002127/000004,000225/000004,004617/000004,004029/000004,001749/002048,000000,000003,000012
000000,single_repeat,000002,000000/000001,000072/000001,002325/000008,002025/000002,000837/001024,000000,000003,000012
000000,single_repeat,000003,003159/000002,005811/000016,003597/000002,001443/000002,000393/000512,000000,000003,000012
000000,single_repeat,000004,000909/000004,005013/000008,001755/000004,001017/000001,000173/000256,000000,000003,000012
000000,single_repeat,000005,002883/000002,001137/000002,003423/000002,001677/000002,001323/002048,000000,000003,000012
000000,single_repeat,000006,003063/000008,002751/000004,004809/000008,004065/000004,001191/002048,000000,000003,000012
000000,single_repeat,000007,001788/000001,000003/000016,001920/000001,005739/000016,001837/004096,000000,000003,000012
000000,single_repeat,000008,004461/000004,001119/000002,005631/000004,001677/000002,000869/002048,000000,000003,000012
000000,single_repeat,000009,001098/000001,004449/000008,001410/000001,001020/000001,001661/004096,000000,000003,000012
000000,single_repeat,000010,005673/000004,004551/000008,001731/000001,002031/000002,000703/002048,000000,000003,000012
000000,single_repeat,000011,000378/000001,000684/000001,000843/000001,001017/000001,001017/004096,000000,000003,000012
000100,single_repeat,000000,003327/000002,002379/000004,003579/000002,003357/000004,000833/001024,000000,000003,000015
000100,single_repeat,000001,005379/000004,002001/000004,005877/000004,003015/000004,001595/002048,000000,000003,000015
000100,single_repeat,000002,001239/000002,000474/000001,001533/000002,001629/000002,000187/000256,000000,000003,000015
000100,single_repeat,000003,001431/000001,002337/000008,001500/000001,003987/000008,000167/000256,000000,000003,000015
000100,single_repeat,000004,003039/000004,001881/000004,003771/000004,002781/000004,000275/000512,000000,000003,000015
000100,single_repeat,000005,002019/000002,004539/000016,001098/000001,000903/000002,000265/000512,000000,000003,000015
000100,single_repeat,000006,000939/000001,004947/000016,001014/000001,000933/000002,000065/000128,000000,000003,000015
000100,single_repeat,000007,000903/000002,001371/000004,001113/000002,001983/000004,000247/000512,000000,000003,000015
000100,single_repeat,000008,001215/000001,002847/000004,002601/000002,004065/000004,000235/000512,000000,000003,000015
000100,single_repeat,000009,000639/000001,000645/000002,003015/000004,002037/000004,001841/004096,000000,000003,000015
000100,single_repeat,000010,002475/000008,001005/000008,002937/000008,002505/000008,000199/000512,000000,000003,000015
000100,single_repeat,000011,000798/000001,002391/000008,000924/000001,003693/000008,000633/002048,000000,000003,000015
000100,single_repeat,000012,002439/000002,000711/000001,002601/000002,001677/000002,000551/002048,000000,000003,000015
000100,single_repeat,000013,000795/000001,004773/000016,000888/000001,000465/000001,002037/008192,000000,000003,000015
000100,single_repeat,000014,001518/000001,005127/000032,001569/000001,002385/000008,001967/008192,000000,000003,000015
000200,single_repeat,000000,000735/000002,000777/000002,002049/000004,001209/000002,001589/002048,000000,000003,000009
000200,single_repeat,000001,002595/000002,000987/000004,002811/000002,000426/000001,001565/002048,000000,000003,000009
000200,single_repeat,000002,001035/000001,000606/000001,001230/000001,001653/000002,000095/000128,000000,000003,000009
000200,single_repeat,000003,002121/000004,001053/000002,002649/000004,000795/000001,001419/002048,000000,000003,000009
000200,single_repeat,000004,002001/000002,000231/000001,002205/000002,001599/000004,001321/002048,000000,000003,000009
000200,single_repeat,000005,004533/000004,001413/000008,004875/000004,000345/000001,000527/001024,000000,000003,000009
000200,single_repeat,000006,001773/000002,000957/000001,001953/000002,001020/000001,001825/004096,000000,000003,000009
000200,single_repeat,000007,002073/000002,002421/000004,002265/000002,001653/000002,001249/004096,000000,000003,000009
000200,single_repeat,000008,001329/000002,002415/000016,000714/000001,004689/000016,002043/008192,000000,000003,000009
000301,single_repeat,000000,002757/000002,004983/000016,002949/000002,002067/000004,000835/001024,000000,000003,000009
000301,single_repeat,000001,001665/000001,002181/000004,001803/000001,003147/000004,001561/002048,000000,000003,000009
000301,single_repeat,000002,002109/000002,000897/000004,002247/000002,000819/000002,001539/002048,000000,000003,000009
000301,single_repeat,000003,003015/000004,002829/000008,003393/000004,005403/000008,000755/001024,000000,000003,000009
000301,single_repeat,000004,001590/000001,004227/000016,001674/000001,000477/000001,001239/002048,000000,000003,000009
000301,single_repeat,000005,001983/000004,002265/000004,002319/000004,003309/000004,000301/000512,000000,000003,000009
000301,single_repeat,000006,003513/000004,002061/000008,003957/000004,003525/000008,000557/001024,000000,000003,000009
000301,single_repeat,000007,001521/000001,001077/000008,001587/000001,002361/000008,002043/008192,000000,000003,000009
000301,single_repeat,000008,006099/000008,003615/000008,000849/000001,005409/000008,001007/004096,000000,000003,000009
000401,single_repeat,000000,002709/000002,002301/000004,003015/000002,003303/000004,001795/002048,000000,000003,000012
000401,single_repeat,000001,001077/000001,002757/000004,001182/000001,003333/000004,001415/002048,000000,000003,000012
000401,single_repeat,000002,001785/000002,001221/000004,001941/000002,000921/000002,001187/002048,000000,000003,000012
000401,single_repeat,000003,004497/000004,000390/000001,004923/000004,001215/000002,000133/000256,000000,000003,000012
000401,single_repeat,000004,000879/000001,000753/000004,000936/000001,001539/000004,000001/000002,000000,000003,000012
000401,single_repeat,000005,000858/000001,001641/000004,001977/000002,000675/000001,000063/000128,000000,000003,000012
000401,single_repeat,000006,001731/000004,001185/000004,000525/000001,000498/000001,001861/004096,000000,000003,000012
000401,single_repeat,000007,001872/000001,000429/000001,001920/000001,000564/000001,000421/001024,000000,000003,000012
000401,single_repeat,000008,004245/000004,000777/000002,004899/000004,001215/000002,000313/001024,000000,000003,000012
000401,single_repeat,000009,000000/000001,001437/000004,004959/000032,002865/000004,001055/004096,000000,000003,000012
000401,single_repeat,000010,001566/000001,001173/000008,001626/000001,001341/000004,000065/000256,000000,000003,000012
000401,single_repeat,000011,001737/000004,004689/000016,002277/000004,001995/000004,001013/004096,000000,000003,000012
000501,single_repeat,000000,000855/000002,003831/000008,000510/000001,005505/000008,001623/002048,000000,000003,000015
000501,single_repeat,000001,000924/000001,001305/000002,001035/000001,000837/000001,000397/000512,000000,000003,000015
000501,single_repeat,000002,002829/000002,000912/000001,002997/000002,001020/000001,001575/002048,000000,000003,000015
000501,single_repeat,000003,002745/000008,001311/000002,003495/000008,001803/000002,001555/002048,000000,000003,000015
000501,single_repeat,000004,004719/000004,002589/000008,005319/000004,004041/000008,001417/002048,000000,000003,000015
000501,single_repeat,000005,001839/000002,001179/000004,002055/000002,001845/000004,000039/000064,000000,000003,000015
000501,single_repeat,000006,001689/000002,000531/000002,001887/000002,001767/000004,000607/001024,000000,000003,000015
000501,single_repeat,000007,003669/000004,000474/000001,004065/000004,000696/000001,000541/001024,000000,000003,000015
000501,single_repeat,000008,001113/000001,000933/000004,001209/000001,001965/000004,000251/000512,000000,000003,000015
000501,single_repeat,000009,005319/000004,000999/000004,005625/000004,003213/000008,000493/001024,000000,000003,000015
000501,single_repeat,000010,002439/000002,002583/000008,002673/000002,004005/000008,000399/001024,000000,000003,000015
000501,single_repeat,000011,003507/000002,004983/000032,003645/000002,002769/000008,000099/000256,000000,000003,000015
000501,single_repeat,000012,001695/000008,003231/000008,002313/000008,004887/000008,000381/001024,000000,000003,000015
000501,single_repeat,000013,002793/000002,005361/000032,002919/000002,002451/000008,001381/004096,000000,000003,000015
000501,single_repeat,000014,001485/000001,001311/000008,001551/000001,001269/000004,000523/002048,000000,000003,000015
000601,single_repeat,000000,003201/000002,001653/000004,003417/000002,002595/000004,001711/002048,000000,000003,000012
000601,single_repeat,000001,001179/000001,002175/000004,001272/000001,001575/000002,001665/002048,000000,000003,000012
000601,single_repeat,000002,004179/000004,001533/000002,004599/000004,002037/000002,000805/001024,000000,000003,000012
000601,single_repeat,000003,002607/000004,000681/000001,002949/000004,001671/000002,000337/000512,000000,000003,000012
000601,single_repeat,000004,002733/000004,001677/000004,000786/000001,002649/000004,001267/002048,000000,000003,000012
000601,single_repeat,000005,001164/000001,005091/000016,001254/000001,000531/000001,000137/000256,000000,000003,000012
000601,single_repeat,000006,004449/000008,001887/000004,005061/000008,002733/000004,000515/001024,000000,000003,000012
000601,single_repeat,000007,001458/000001,005037/000032,001521/000001,001317/000004,000811/002048,000000,000003,000012
000601,single_repeat,000008,003873/000004,004917/000016,004137/000004,001245/000002,001577/004096,000000,000003,000012
000601,single_repeat,000009,000999/000001,001077/000004,001140/000001,003393/000008,001513/004096,000000,000003,000012
000601,single_repeat,000010,000363/000001,005847/000016,000837/000002,002307/000004,000673/002048,000000,000003,000012
000601,single_repeat,000011,006117/000008,003303/000008,000846/000001,004845/000008,000611/002048,000000,000003,000012
000701,single_repeat,000000,002493/000004,001773/000004,002913/000004,002655/000004,001661/002048,000000,000003,000014
000701,single_repeat,000001,000840/000001,002475/000004,001887/000002,000837/000001,001571/002048,000000,000003,000014
000701,single_repeat,000002,001854/000001,002559/000004,001920/000001,003711/000004,000365/000512,000000,000003,000014
000701,single_repeat,000003,001218/000001,000426/000001,001356/000001,000660/000001,000567/001024,000000,000003,000014
000701,single_repeat,000004,002853/000002,000945/000001,003069/000002,001020/000001,000557/001024,000000,000003,000014
000701,single_repeat,000005,002403/000002,003375/000008,002577/000002,005295/000008,000129/000256,000000,000003,000014
000701,single_repeat,000006,001863/000002,001179/000004,002055/000002,000432/000001,001813/004096,000000,000003,000014
000701,single_repeat,000007,000000/000001,003519/000004,002673/000032,001020/000001,000199/000512,000000,000003,000014
000701,single_repeat,000008,001491/000002,000591/000002,000831/000001,001983/000004,000727/002048,000000,000003,000014
000701,single_repeat,000009,003099/000002,001497/000008,003291/000002,002979/000008,001435/004096,000000,000003,000014
000701,single_repeat,000010,002421/000008,000825/000002,002805/000008,000549/000001,000339/001024,000000,000003,000014
000701,single_repeat,000011,003573/000004,001401/000004,003939/000004,000573/000001,001349/004096,000000,000003,000014
000701,single_repeat,000012,001209/000004,001647/000004,002829/000008,002511/000004,000633/002048,000000,000003,000014
000701,single_repeat,000013,000906/000001,002097/000004,000984/000001,002583/000004,000031/000128,000000,000003,000014
000802,single_repeat,000000,001749/000001,001659/000008,001881/000001,001611/000004,000803/001024,000000,000003,000011
000802,single_repeat,000001,003147/000002,001533/000004,003369/000002,002547/000004,001505/002048,000000,000003,000011
000802,single_repeat,000002,000888/000001,000999/000002,000987/000001,000795/000001,000187/000256,000000,000003,000011
000802,single_repeat,000003,001221/000001,002073/000008,001422/000001,004851/000008,000363/000512,000000,000003,000011
000802,single_repeat,000004,002331/000004,002559/000008,002637/000004,004161/000008,000277/000512,000000,000003,000011
000802,single_repeat,000005,001146/000001,004545/000016,001215/000001,001983/000004,000549/001024,000000,000003,000011
000802,single_repeat,000006,000768/000001,000378/000001,000882/000001,002655/000004,000033/000064,000000,000003,000011
000802,single_repeat,000007,001653/000002,001365/000004,001797/000002,000567/000001,000469/001024,000000,000003,000011
000802,single_repeat,000008,001668/000001,000861/000008,001728/000001,000171/000001,001845/004096,000000,000003,000011
000802,single_repeat,000009,002379/000004,000861/000002,001473/000002,002661/000004,000819/002048,000000,000003,000011
000802,single_repeat,000010,001221/000001,003063/000008,001389/000001,004851/000008,001841/008192,000000,000003,000011
000902,single_repeat,000000,000792/000001,003999/000032,000876/000001,002595/000008,000405/000512,000000,000003,000015
000902,single_repeat,000001,004371/000004,000486/000001,005193/000004,000837/000001,001561/002048,000000,000003,000015
000902,single_repeat,000002,001329/000001,003021/000032,001395/000001,001053/000004,000761/001024,000000,000003,000015
000902,single_repeat,000003,002181/000002,001671/000008,002343/000002,000771/000002,000685/001024,000000,000003,000015
000902,single_repeat,000004,001899/000004,001269/000004,002523/000004,000570/000001,001345/002048,000000,000003,000015
000902,single_repeat,000005,002253/000002,001815/000002,002493/000002,001020/000001,000601/001024,000000,000003,000015
000902,single_repeat,000006,000897/000001,000435/000001,001035/000001,001503/000002,000265/000512,000000,000003,000015
000902,single_repeat,000007,000981/000001,003381/000008,001125/000001,005037/000008,000497/001024,000000,000003,000015
000902,single_repeat,000008,000459/000008,002385/000008,001041/000008,004227/000008,001821/004096,000000,000003,000015
000902,single_repeat,000009,001845/000002,000345/000016,001989/000002,000429/000002,000883/002048,000000,000003,000015
000902,single_repeat,000010,000897/000001,000420/000001,002259/000002,003009/000004,000367/001024,000000,000003,000015
000902,single_repeat,000011,005505/000004,000633/000016,005775/000004,000441/000002,001385/004096,000000,000003,000015
000902,single_repeat,000012,001815/000008,000819/000008,002673/000008,002235/000008,001249/004096,000000,000003,000015
000902,single_repeat,000013,001689/000004,001917/000002,002109/000004,001020/000001,001215/004096,000000,000003,000015
000902,single_repeat,000014,001845/000032,004773/000016,001995/000016,000438/000001,001049/004096,000000,000003,000015
001002,single_repeat,000000,004695/000004,002559/000008,005151/000004,004041/000008,001549/002048,000000,000003,000012
001002,single_repeat,000001,001644/000001,001983/000004,001824/000001,002811/000004,000773/001024,000000,000003,000012
001002,single_repeat,000002,001149/000002,001509/000002,003231/000004,002031/000002,001517/002048,000000,000003,000012
001002,single_repeat,000003,003093/000004,002025/000004,003543/000004,003003/000004,001377/002048,000000,000003,000012
001002,single_repeat,000004,002655/000002,000771/000002,002871/000002,002463/000004,000559/001024,000000,000003,000012
001002,single_repeat,000005,003231/000004,003207/000008,003567/000004,004869/000008,000869/002048,000000,000003,000012
001002,single_repeat,000006,004305/000004,000402/000001,004683/000004,002313/000004,001649/004096,000000,000003,000012
001002,single_repeat,000007,003117/000002,002763/000004,003435/000002,003375/000004,001417/004096,000000,000003,000012
001002,single_repeat,000008,002157/000002,003207/000008,002337/000002,004077/000008,000689/002048,000000,000003,000012
001002,single_repeat,000009,005319/000004,005691/000016,005865/000004,001215/000002,001189/004096,000000,000003,000012
001002,single_repeat,000010,002895/000002,000879/000004,003003/000002,000759/000002,001121/004096,000000,000003,000012
001002,single_repeat,000011,003171/000004,000801/000002,003567/000004,000726/000001,001037/004096,000000,000003,000012
001102,single_repeat,000000,001644/000001,001539/000004,001740/000001,000561/000001,000863/001024,000000,000003,000019
001102,single_repeat,000001,001845/000002,005055/000016,002031/000002,002061/000004,000107/000128,000000,000003,000019
001102,single_repeat,000002,003309/000002,000570/000001,003507/000002,000777/000001,000807/001024,000000,000003,000019
001102,single_repeat,000003,000717/000001,002025/000004,001671/000002,002811/000004,000803/001024,000000,000003,000019
001102,single_repeat,000004,001524/000001,000618/000001,001641/000001,001677/000002,001571/002048,000000,000003,000019
001102,single_repeat,000005,003009/000004,001749/000004,003483/000004,002403/000004,000751/001024,000000,000003,000019
001102,single_repeat,000006,002751/000002,000927/000002,002949/000002,000645/000001,000677/001024,000000,000003,000019
001102,single_repeat,000007,005211/000004,002619/000016,005403/000004,005061/000016,000655/001024,000000,000003,000019
001102,single_repeat,000008,000525/000002,000615/000004,000330/000001,001143/000004,000305/000512,000000,000003,000019
001102,single_repeat,000009,004371/000008,000909/000001,005421/000008,001020/000001,001165/002048,000000,000003,000019
001102,single_repeat,000010,000432/000001,002025/000004,000507/000001,001467/000002,000557/001024,000000,000003,000019
001102,single_repeat,000011,001719/000002,003681/000004,000948/000001,001020/000001,000549/001024,000000,000003,000019
001102,single_repeat,000012,001608/000001,002391/000016,001662/000001,004695/000016,001837/004096,000000,000003,000019
001102,single_repeat,000013,001038/000001,001833/000002,001113/000001,002031/000002,001461/004096,000000,000003,000019
001102,single_repeat,000014,000945/000001,001833/000002,002079/000002,001017/000001,000083/000256,000000,000003,000019
001102,single_repeat,000015,005493/000008,003747/000004,006039/000008,004065/000004,001293/004096,000000,000003,000019
001102,single_repeat,000016,002061/000008,000159/000004,002481/000008,001977/000016,000557/002048,000000,000003,000019
001102,single_repeat,000017,003015/000004,003747/000004,003411/000004,004077/000004,001943/008192,000000,000003,000019
001102,single_repeat,000018,002721/000004,003747/000004,001545/000002,001020/000001,001903/008192,000000,000003,000019
001202,single_repeat,000000,002097/000004,003627/000008,002619/000004,005583/000008,000825/001024,000000,000003,000013
001202,single_repeat,000001,001278/000001,000897/000002,001425/000001,002649/000004,000815/001024,000000,000003,000013
001202,single_repeat,000002,002019/000032,000486/000001,005751/000032,002907/000004,001537/002048,000000,000003,000013
001202,single_repeat,000003,000927/000001,001203/000004,001005/000001,000921/000002,001375/002048,000000,000003,000013
001202,single_repeat,000004,001617/000002,000993/000004,000870/000001,001671/000004,001365/002048,000000,000003,000013
001202,single_repeat,000005,002601/000008,000957/000002,000873/000002,001431/000002,000677/001024,000000,000003,000013
001202,single_repeat,000006,000207/000004,000933/000004,003855/000032,001677/000004,001603/004096,000000,000003,000013
001202,single_repeat,000007,002649/000004,000861/000002,002937/000004,002523/000004,001569/004096,000000,000003,000013
001202,single_repeat,000008,001641/000001,005739/000016,001731/000001,000552/000001,000381/001024,000000,000003,000013
001202,single_repeat,000009,001245/000002,000861/000002,001473/000002,000630/000001,000581/002048,000000,000003,000013
001202,single_repeat,000010,004173/000004,000444/000001,004701/000004,000657/000001,001117/004096,000000,000003,000013
001202,single_repeat,000011,000966/000001,001737/000004,001173/000001,002631/000004,001909/008192,000000,000003,000013
001202,single_repeat,000012,004635/000004,001557/000002,004965/000004,001020/000001,001841/008192,000000,000003,000013
001303,single_repeat,000000,003945/000004,000723/000002,005397/000004,001683/000002,000705/001024,000000,000003,000018
001303,single_repeat,000001,004287/000008,000381/000004,002247/000002,001689/000002,000339/000512,000000,000003,000018
001303,single_repeat,000002,000021/000032,001485/000002,004983/000032,001857/000002,000327/000512,000000,000003,000018
001303,single_repeat,000003,000081/000008,001125/000002,001893/000008,003399/000004,000321/000512,000000,000003,000018
001303,single_repeat,000004,000246/000001,003633/000016,001197/000002,002145/000004,000525/001024,000000,000003,000018
001303,single_repeat,000005,000789/000002,000459/000001,000609/000001,000837/000001,000125/000256,000000,000003,000018
001303,single_repeat,000006,000417/000004,000231/000002,003093/000008,003561/000008,000475/001024,000000,000003,000018
001303,single_repeat,000007,002463/000008,001161/000002,004059/000008,001689/000002,000469/001024,000000,000003,000018
001303,single_repeat,000008,002793/000002,002079/000004,003387/000002,003363/000004,001603/004096,000000,000003,000018
001303,single_repeat,000009,001563/000016,001797/000004,004857/000016,003039/000004,000199/000512,000000,000003,000018
001303,single_repeat,000010,001809/000004,003687/000032,002457/000004,002841/000008,000381/001024,000000,000003,000018
001303,single_repeat,000011,001074/000001,000723/000004,001281/000001,001875/000004,000367/001024,000000,000003,000018
001303,single_repeat,000012,000204/000001,000705/000001,001497/000004,001857/000002,000089/000256,000000,000003,000018
001303,single_repeat,000013,001677/000001,000441/000001,001920/000001,002961/000004,000581/002048,000000,000003,000018
001303,single_repeat,000014,001713/000008,002817/000004,002913/000008,003381/000004,001111/004096,000000,000003,000018
001303,single_repeat,000015,001728/000001,002331/000004,001920/000001,000879/000001,000483/002048,000000,000003,000018
001303,single_repeat,000016,002475/000002,004815/000016,002949/000002,002913/000004,000929/004096,000000,000003,000018
001303,single_repeat,000017,002331/000002,000333/000004,002709/000002,000318/000001,001841/008192,000000,000003,000018
001403,single_repeat,000000,002277/000004,000627/000001,002643/000004,001671/000002,001679/002048,000000,000003,000012
001403,single_repeat,000001,000987/000001,001677/000004,001104/000001,002589/000004,001661/002048,000000,000003,000012
001403,single_repeat,000002,001110/000001,002001/000004,001242/000001,002739/000004,000397/000512,000000,000003,000012
001403,single_repeat,000003,002721/000002,001449/000008,002835/000002,002709/000008,001485/002048,000000,000003,000012
001403,single_repeat,000004,004587/000004,000465/000002,004827/000004,001527/000004,001321/002048,000000,000003,000012
001403,single_repeat,000005,001629/000001,000273/000002,001719/000001,002463/000008,001147/002048,000000,000003,000012
001403,single_repeat,000006,000930/000001,000795/000002,001026/000001,000627/000001,000535/001024,000000,000003,000012
