frame_index,arm,box_index,x1,y1,x2,y2,score,class,slot,n_boxes
003808,nmsord,000000,002115/000002,001209/000002,002427/000002,001665/000002,001677/002048,000000,000003,000015
003808,nmsord,000001,001443/000001,005403/000016,001524/000001,000534/000001,000405/000512,000000,000003,000015
003808,nmsord,000002,004467/000004,000975/000004,004773/000004,000831/000002,001449/002048,000000,000003,000015
003808,nmsord,000003,000660/000001,001803/000004,001443/000002,000678/000001,001389/002048,000000,000003,000015
003808,nmsord,000004,001581/000001,001275/000004,001668/000001,000999/000002,000691/001024,000000,000003,000015
003808,nmsord,000005,000870/000001,000444/000001,000978/000001,001311/000002,000607/001024,000000,000003,000015
003808,nmsord,000006,000819/000001,000795/000001,000900/000001,001020/000001,000525/001024,000000,000003,000015
003808,nmsord,000007,000999/000001,000348/000001,002235/000002,002307/000004,000257/000512,000000,000003,000015
003808,nmsord,000008,003519/000004,002331/000008,003801/000004,003609/000008,000493/001024,000000,000003,000015
003808,nmsord,000009,001884/000001,000795/000002,001920/000001,000615/000001,001731/004096,000000,000003,000015
003808,nmsord,000010,000690/000001,005529/000008,000822/000001,001833/000002,000727/002048,000000,000003,000015
003808,nmsord,000011,000867/000001,000447/000001,001893/000002,000651/000001,000339/001024,000000,000003,000015
003808,nmsord,000012,001383/000002,005517/000008,001641/000002,000834/000001,001269/004096,000000,000003,000015
003808,nmsord,000013,001785/000001,000222/000001,001857/000001,001815/000004,001179/004096,000000,000003,000015
003808,nmsord,000014,001653/000002,000897/000004,001755/000002,001497/000004,001001/004096,000000,000003,000015
003908,nmsord,000000,003303/000002,000600/000001,003501/000002,000840/000001,000417/000512,000000,000003,000015
003908,nmsord,000001,003777/000004,001107/000004,004113/000004,000957/000002,000831/001024,000000,000003,000015
003908,nmsord,000002,004797/000004,000552/000001,005175/000004,003225/000004,001633/002048,000000,000003,000015
003908,nmsord,000003,005115/000004,000462/000001,005505/000004,000660/000001,000093/000128,000000,000003,000015
003908,nmsord,000004,000399/000001,000903/000004,000483/000001,003351/000008,001339/002048,000000,000003,000015
003908,nmsord,000005,002907/000002,000843/000002,003147/000002,002595/000004,000627/001024,000000,000003,000015
003908,nmsord,000006,001575/000001,002919/000004,001665/000001,003351/000004,000313/000512,000000,000003,000015
003908,nmsord,000007,001494/000001,001713/000004,001572/000001,001293/000002,000311/000512,000000,000003,000015
003908,nmsord,000008,001317/000001,000447/000002,002769/000002,003081/000008,001229/002048,000000,000003,000015
003908,nmsord,000009,000348/000001,003927/000032,003285/000008,002475/000008,000557/001024,000000,000003,000015
003908,nmsord,000010,002835/000004,000099/000001,001521/000002,002061/000008,001661/004096,000000,000003,000015
003908,nmsord,000011,001785/000008,002751/000008,002997/000008,004167/000008,000703/002048,000000,000003,000015
003908,nmsord,000012,002355/000008,000705/000002,002979/000008,002109/000004,000157/000512,000000,000003,000015
003908,nmsord,000013,000885/000004,002745/000008,001335/000004,003969/000008,000307/001024,000000,000003,000015
003908,nmsord,000014,001758/000001,000939/000001,001824/000001,001017/000001,000969/004096,000000,000003,000015
