section_identity,retained,retention_status,receiver_path,pod_source_path,bytes,pc_sha256,pod_sha256,digest_match,probe_status,measured_width,measured_height,codec_name,avg_frame_rate_rational,r_frame_rate_rational,measured_fps,decoded_pts_count,first_pts,last_pts,sealed_start_pts,sealed_stop_pts,sealed_start_frame,sealed_stop_frame,sealed_source_frames,pod_measured_height,pod_measured_fps,probe_agreement
gleague-dd_QSkmUWyU_s4845,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-dd_QSkmUWyU_s4845.mp4,/workspace/data/footage_corpus/basketball__gleague-dd_QSkmUWyU_s4845.mp4,68952559,a912d38f53e38b2e40c03e608438b7934df7dff8cc7e11be783f765c0a826ffd,a912d38f53e38b2e40c03e608438b7934df7dff8cc7e11be783f765c0a826ffd,1,OK,1920,1080,h264,30/1,30/1,30.0,3901,0.0,130.0,64.0,66.0,1920,1980,60,1080,30.0,AGREE
gleague-dd_QSkmUWyU_s6430,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-dd_QSkmUWyU_s6430.mp4,/workspace/data/footage_corpus/basketball__gleague-dd_QSkmUWyU_s6430.mp4,63028997,a3b654f93e9e539ed3f38e77fc1c9b0ddd01c8684f5dc0a3366213e1000506c4,a3b654f93e9e539ed3f38e77fc1c9b0ddd01c8684f5dc0a3366213e1000506c4,1,OK,1920,1080,h264,30/1,30/1,30.0,3901,0.0,130.0,64.0,66.0,1920,1980,60,1080,30.0,AGREE
gleague-dd_QSkmUWyU_s8015,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-dd_QSkmUWyU_s8015.mp4,/workspace/data/footage_corpus/basketball__gleague-dd_QSkmUWyU_s8015.mp4,52354299,3b50dcaf26822bcff13f5c3abde63f2b4e5fd1796dba02cf89c3e9df8cff84b9,3b50dcaf26822bcff13f5c3abde63f2b4e5fd1796dba02cf89c3e9df8cff84b9,1,OK,1920,1080,h264,30/1,30/1,30.0,3901,0.0,130.066667,64.033333,66.033333,1921,1981,60,1080,30.0,AGREE
gleague-dd_QSkmUWyU_s90,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-dd_QSkmUWyU_s90.mp4,/workspace/data/footage_corpus/basketball__gleague-dd_QSkmUWyU_s90.mp4,43201565,ee9914c2ae8a3a32e273d48be91963b9652877b70bd7298aed25fcc9ebe8c452,ee9914c2ae8a3a32e273d48be91963b9652877b70bd7298aed25fcc9ebe8c452,1,OK,1920,1080,h264,30/1,30/1,30.0,3901,0.0,130.0,64.0,66.0,1920,1980,60,1080,30.0,AGREE
gleague-iUn3klfUOkM_s1390,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-iUn3klfUOkM_s1390.mp4,/workspace/data/footage_corpus/basketball__gleague-iUn3klfUOkM_s1390.mp4,30177297,f691d0066e074ac7350d4e237d4d84b0cc5b2d7a0070a71a2ca2bfe490812a2b,f691d0066e074ac7350d4e237d4d84b0cc5b2d7a0070a71a2ca2bfe490812a2b,1,OK,1280,720,h264,30000/1001,30000/1001,29.97002997002997,3897,0.0,130.0299,63.998267,65.998267,1919,1978,59,720,29.97002997002997,AGREE
gleague-iUn3klfUOkM_s2690,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-iUn3klfUOkM_s2690.mp4,/workspace/data/footage_corpus/basketball__gleague-iUn3klfUOkM_s2690.mp4,25316851,e9ed1c29e49c7785bc058d43c4a2169e8310b09fdfcb2baa368c207047450984,e9ed1c29e49c7785bc058d43c4a2169e8310b09fdfcb2baa368c207047450984,1,OK,1280,720,h264,30000/1001,30000/1001,29.97002997002997,3897,0.0,129.996533,63.998267,65.998267,1919,1978,59,720,29.97002997002997,AGREE
gleague-iUn3klfUOkM_s3990,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-iUn3klfUOkM_s3990.mp4,/workspace/data/footage_corpus/basketball__gleague-iUn3klfUOkM_s3990.mp4,22002506,f5bf0e49f168cc1a1e07a33aefc7784b2f598388d7577600a4e3be2efc696eed,f5bf0e49f168cc1a1e07a33aefc7784b2f598388d7577600a4e3be2efc696eed,1,OK,1280,720,h264,30000/1001,30000/1001,29.97002997002997,3897,0.0,130.096633,64.031633,66.031633,1920,1979,59,720,29.97002997002997,AGREE
gleague-iUn3klfUOkM_s90,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-iUn3klfUOkM_s90.mp4,/workspace/data/footage_corpus/basketball__gleague-iUn3klfUOkM_s90.mp4,27525731,8260899b69e3f2418f93633bcda697db5d9be93600efd2c31f72c5c3537f87f1,8260899b69e3f2418f93633bcda697db5d9be93600efd2c31f72c5c3537f87f1,1,OK,1280,720,h264,30000/1001,30000/1001,29.97002997002997,3897,0.0,129.996533,63.998267,65.998267,1919,1978,59,720,29.97002997002997,AGREE
gleague-oA9IHkrPNws_s1190,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-oA9IHkrPNws_s1190.mp4,/workspace/data/footage_corpus/basketball__gleague-oA9IHkrPNws_s1190.mp4,59894823,94611f60eef92b558303c0d76a1eb2107594eed12836d3b9d937dafeeca33d3a,94611f60eef92b558303c0d76a1eb2107594eed12836d3b9d937dafeeca33d3a,1,OK,1280,720,h264,1164096/19421,60000/1001,59.940064878224604,7793,0.0,130.046578,64.031633,66.031633,3839,3958,119,720,59.940064878224604,AGREE
gleague-oA9IHkrPNws_s2290,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-oA9IHkrPNws_s2290.mp4,/workspace/data/footage_corpus/basketball__gleague-oA9IHkrPNws_s2290.mp4,59836284,3e2b4770fccb3233aa95f4e9932f65f0e08222c1c4f9f640cbd9a03a2a2ac19e,3e2b4770fccb3233aa95f4e9932f65f0e08222c1c4f9f640cbd9a03a2a2ac19e,1,OK,1280,720,h264,725040000/12096083,60000/1001,59.94006489538803,7793,0.0,130.046578,64.031633,66.031633,3839,3958,119,720,59.94006489538803,AGREE
gleague-oA9IHkrPNws_s3390,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-oA9IHkrPNws_s3390.mp4,/workspace/data/footage_corpus/basketball__gleague-oA9IHkrPNws_s3390.mp4,54309464,888453df7045eb31e4828bc8e529e4b358b6487ee125d8889b07da00e1b60509,888453df7045eb31e4828bc8e529e4b358b6487ee125d8889b07da00e1b60509,1,OK,1280,720,h264,175567500/2929051,60000/1001,59.940062498058246,7794,0.0,130.013211,64.014944,66.014944,3838,3957,119,720,59.940062498058246,AGREE
gleague-oA9IHkrPNws_s4490,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-oA9IHkrPNws_s4490.mp4,/workspace/data/footage_corpus/basketball__gleague-oA9IHkrPNws_s4490.mp4,56382936,bff578ffb1ae17eea9a8058c409d049e5029ede84202121ab75c636b2461acd7,bff578ffb1ae17eea9a8058c409d049e5029ede84202121ab75c636b2461acd7,1,OK,1280,720,h264,44386875/740521,60000/1001,59.94006246953159,7794,0.0,130.079944,64.048311,66.048311,3840,3959,119,720,59.94006246953159,AGREE
gleague-oA9IHkrPNws_s90,1,RETAINED_OFF_POD,C:\Users\neelj\g407_receiver\basketball__gleague-oA9IHkrPNws_s90.mp4,/workspace/data/footage_corpus/basketball__gleague-oA9IHkrPNws_s90.mp4,60032643,7c0599920fdcc0005fd7a9e9707864cb79187c8acfb2d89b2b3b6a1980ae29e5,7c0599920fdcc0005fd7a9e9707864cb79187c8acfb2d89b2b3b6a1980ae29e5,1,OK,1280,720,h264,716040000/11945933,60000/1001,59.940064957672206,7793,0.0,130.0299,64.014944,66.014944,3838,3957,119,720,59.940064957672206,AGREE
mn5dZWT3HBQ_s1785,0,PRUNED_BEFORE_CENSUS,,,UNKNOWN,UNKNOWN,PRUNED,UNKNOWN,SOURCE_NOT_RETAINED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
mn5dZWT3HBQ_s3480,0,PRUNED_BEFORE_CENSUS,,,UNKNOWN,UNKNOWN,PRUNED,UNKNOWN,SOURCE_NOT_RETAINED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
mn5dZWT3HBQ_s90,0,PRUNED_BEFORE_CENSUS,,,UNKNOWN,UNKNOWN,PRUNED,UNKNOWN,SOURCE_NOT_RETAINED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
