box_id,card_id,draw_kind,section_id,sealed_start_frame,sealed_end_frame_exclusive,frame,player_id,position_source,source_branch,matched_event_id,matched_event_valid,repeated_coordinate,x_position,y_position,bbox_x1,bbox_y1,bbox_x2,bbox_y2,target_weight,mask_reason,native_width,native_height,native_form,transform_status,clip_left,clip_top,clip_right,clip_bottom,original_bbox_x1,original_bbox_y1,original_bbox_x2,original_bbox_y2,native_bbox_x1,native_bbox_y1,native_bbox_x2,native_bbox_y2,nominal_detector_form
720p60_12_r00,720p60_12,720p60,6rQ2sV4upfc_s1509,3018,3618,3390,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,645,1248,773.0,60.0,1136.0,405.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,1,0,0,773.0,-12.0,1136.0,345.0,773.0,60.0,1136.0,405.0,yes
720p60_12_r01,720p60_12,720p60,6rQ2sV4upfc_s1509,3018,3618,3390,2,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,334,1411,929.0,98.0,1280,720,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,1,1,929.0,38.0,1295.0,667.0,929.0,98.0,1280,720,yes
720p60_12_r02,720p60_12,720p60,6rQ2sV4upfc_s1509,3018,3618,3390,3,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,483,1432,172.0,60.0,586.0,430.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,1,0,0,172.0,-14.0,586.0,370.0,172.0,60.0,586.0,430.0,yes
720p60_12_r03,720p60_12,720p60,6rQ2sV4upfc_s1509,3018,3618,3390,4,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1826,313,301.0,60.0,987.0,720,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,1,0,1,301.0,-13.0,987.0,665.0,301.0,60.0,987.0,720,yes
720p60_12_r04,720p60_12,720p60,6rQ2sV4upfc_s1509,3018,3618,3390,8,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,712,1208,782.04346,60.0,1135.4049,408.72467,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,1,0,0,782.04346,-13.576523,1135.4049,348.72467,782.04346,60.0,1135.4049,408.72467,yes
720p60_13_r00,720p60_13,720p60,6rQ2sV4upfc_s90,3249,3849,3603,4,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,786,1070,808.25696,598.04425,920.64404,720,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,1,808.25696,538.04425,920.64404,668.0246,808.25696,598.04425,920.64404,720,yes
720p60_14_r00,720p60_14,720p60,7blRl4zVfrY_s3489,3481,4081,3817,3,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1060,1137,825.0,128.0,983.0,413.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,825.0,68.0,983.0,353.0,825.0,128.0,983.0,413.0,yes
720p60_14_r01,720p60_14,720p60,7blRl4zVfrY_s3489,3481,4081,3817,5,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1449,896,281.0,366.0,399.0,617.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,281.0,306.0,399.0,557.0,281.0,366.0,399.0,617.0,yes
720p60_14_r02,720p60_14,720p60,7blRl4zVfrY_s3489,3481,4081,3817,6,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,3817_-15_1001_137_1117,1,0,646,1396,1001.0,60.0,1117.0,197.0,1,CANDIDATE_ONLY,1280,720,padded,OK,0,1,0,0,1001.0,-15.0,1117.0,137.0,1001.0,60.0,1117.0,197.0,yes
720p60_14_r03,720p60_14,720p60,7blRl4zVfrY_s3489,3481,4081,3817,10,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,0,0,902,1236,212.0,169.0,307.0,340.0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,212.0,109.0,307.0,280.0,212.0,169.0,307.0,340.0,yes
720p60_16_r00,720p60_16,720p60,FyMWTVsJvv8_s4332,3945,4545,4515,7,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1062,1162,841.0,60.0,1280,671.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,1,1,0,841.0,-13.0,1295.0,611.0,841.0,60.0,1280,671.0,yes
720p60_16_r01,720p60_16,720p60,FyMWTVsJvv8_s4332,3945,4545,4515,8,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,1932,1486,491.0,80.0,783.0,579.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,491.0,20.0,783.0,519.0,491.0,80.0,783.0,579.0,yes
720p60_16_r02,720p60_16,720p60,FyMWTVsJvv8_s4332,3945,4545,4515,10,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,2406,1224,383.0,241.0,473.0,378.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,383.0,181.0,473.0,318.0,383.0,241.0,473.0,378.0,yes
720p60_16_r03,720p60_16,720p60,FyMWTVsJvv8_s4332,3945,4545,4515,2,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,588,1155,172.32056,185.09308,494.8423,644.0931,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,172.32056,125.09308,494.8423,584.0931,172.32056,185.09308,494.8423,644.0931,yes
720p60_16_r04,720p60_16,720p60,FyMWTVsJvv8_s4332,3945,4545,4515,4,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,2250,1277,154.0,123.0,267.0,358.0,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,0,0,0,154.0,63.0,267.0,298.0,154.0,123.0,267.0,358.0,yes
720p60_16_r05,720p60_16,720p60,FyMWTVsJvv8_s4332,3945,4545,4515,5,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,1,2592,1622,816.62915,60.0,1280,633.4092,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION,1280,720,padded,OK,0,1,1,0,816.62915,-29.879608,1340.3884,573.4092,816.62915,60.0,1280,633.4092,yes
