card_id,section_id,frame,receiver_path,source_bytes,source_sha256,decoded_width,decoded_height,decoded_bgr_sha256,actual_pts_s,g406_actual_pts_s,pts_delta_s,pts_status,frame_index_equal,dimensions_equal,status
1080p30_12,tFnl0NVn6FA_s2774,1586,C:/Users/neelj/g402_receiver/tFnl0NVn6FA_s2774.mp4,69117769,989b21a52bd79e7ae078f3ce3b366fdc093a5ac95997fa20a764abfebf945350,1920,1080,50ce772e0b5a240e02d2949ebf44157840ff2bd9a0cd4c8e79ad12d711c18017,52.866667,52.866667,3.3333333249174757e-07,EXACT,1,1,OK
1080p30_13,tFnl0NVn6FA_s2774,1844,C:/Users/neelj/g402_receiver/tFnl0NVn6FA_s2774.mp4,69117769,989b21a52bd79e7ae078f3ce3b366fdc093a5ac95997fa20a764abfebf945350,1920,1080,8c26dc4c80a5ea529a4b47b89e20abd5776d4c660a2676630da9e135318ea982,61.466667,61.466667,3.3333333249174757e-07,EXACT,1,1,OK
1080p30_14,tFnl0NVn6FA_s90,1936,C:/Users/neelj/g402_receiver/tFnl0NVn6FA_s90.mp4,65212592,f7b6d933bc6f93b65843014bfc0a230c678f645b31cb8995d4616f86e1209e5b,1920,1080,8eef19f33d219d32042376af61a00b17dcbfdf6ae9928eb97d4f3ff006fc058f,64.533333,64.533333,3.3333333249174757e-07,EXACT,1,1,OK
1080p30_15,tZeqmc_-_sA_s2574,2004,C:/Users/neelj/g402_receiver/tZeqmc_-_sA_s2574.mp4,75846958,fa1af41f9feec5521f0115083f0ae6150d9679e320030b1b5cd332a5d801f90b,1920,1080,6cedb170e819e2d919a66019b662ad7f2c85182e4e8488cda6018b69e70bee3c,66.800000,66.8,0.0,EXACT,1,1,OK
1080p30_16,yZ5u2sOpiNU_s3933,2031,C:/Users/neelj/g402_receiver/nba__yZ5u2sOpiNU_s3933.mp4,64267541,352e09fc2a2ea29bd9b42ccb32d9c944d26de241880a7d7a9aa37cec0dbb6eed,1920,1080,817dbf95f4e3fc9c1feb3535442124f6746ea35444eba7d7e5573f88fdb0ae89,67.767700,67.7677,0.0,EXACT,1,1,OK
1080p30_17,yZ5u2sOpiNU_s5214,2104,C:/Users/neelj/g402_receiver/nba__yZ5u2sOpiNU_s5214.mp4,62680969,2ed233becd5ae41aa1762008c279fbbd66977741ee00dbe3e00405deb9b42f10,1920,1080,a497cfdfb9047474df41cc723ed18544863e6553991016024d6e853d1692b875,70.203467,70.203467,3.3333333249174757e-07,EXACT,1,1,OK
1080p30_18,yZ5u2sOpiNU_s90,2299,C:/Users/neelj/g402_receiver/nba__yZ5u2sOpiNU_s90.mp4,74361691,1c98e777689a974d4fff1fa6f68f7c57cbfb072f293200e063d0b8173fc1b732,1920,1080,0246ddee24d297ac6e850e1b87a05d15a22670a9a6c2490bff47bfee58b65703,76.709967,76.709967,3.3333333249174757e-07,EXACT,1,1,OK
1080p30_19,4JS090XPhmM_s2388,2373,C:/Users/neelj/g402_receiver/ncaa_basketball__4JS090XPhmM_s2388.mp4,66778666,89420d570a4a4c75ada21a1aee4a231ec8ba9b4fdb785ea8843f075691adfde9,1920,1080,a4370289a8cce6df2fa0f0e320d5cbb4c11ca10262eb1e1996a772ee553aa03e,79.179100,79.1791,0.0,EXACT,1,1,OK
1080p30_20,4JS090XPhmM_s3537,2447,C:/Users/neelj/g402_receiver/ncaa_basketball__4JS090XPhmM_s3537.mp4,63404198,25a78d9554165483c59a08b5a4d42635ac5d30a0fcc4f9ba74b44f599126235d,1920,1080,b9896c9591d3c7d93e8bc95f9609e5c4ec27fb7c7b7b0aa8fdcaee9b43bde758,81.614867,81.648233,0.03336633333333339,UNKNOWN,1,1,UNKNOWN
1080p30_21,4JS090XPhmM_s3537,2708,C:/Users/neelj/g402_receiver/ncaa_basketball__4JS090XPhmM_s3537.mp4,63404198,25a78d9554165483c59a08b5a4d42635ac5d30a0fcc4f9ba74b44f599126235d,1920,1080,f26a76863c5c423cae7bad0cbee313e2c88e56632c73c7aea17bac46517e8f69,90.356933,90.356933,3.333333467026023e-07,EXACT,1,1,OK
1080p30_22,4JS090XPhmM_s4686,2781,C:/Users/neelj/g402_receiver/ncaa_basketball__4JS090XPhmM_s4686.mp4,64513325,898fb2bcd40278b2707fe72e27bd1e098e857ba450ba0aa2abd569cea73a6006,1920,1080,a7281dc320bc6ce0778fdca44bf30ad07a908ff9634a0b071ec93a30d976f338,92.792700,92.7927,1.4210854715202004e-14,EXACT,1,1,OK
1080p30_23,3eeaJz1PJTM_s1331,2948,C:/Users/neelj/g402_receiver/wnba__3eeaJz1PJTM_s1331.mp4,71255359,50c101c60ab17142c2952c0ccf5a84eb1f892c12cbdde497ea212612d0ba823e,1920,1080,b5bb1ceb722f6b2fa9a3a9839100d724ff043f71e654db36d831ca0acdc9f862,98.266667,98.266667,3.3333333249174757e-07,EXACT,1,1,OK
1080p30_24,3eeaJz1PJTM_s2572,3023,C:/Users/neelj/g402_receiver/wnba__3eeaJz1PJTM_s2572.mp4,70877597,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,1920,1080,97a1ccb73ba5197be625153cda7c738026842a0e4bf033181405dbc2d5437ff2,100.766667,100.766667,3.3333333249174757e-07,EXACT,1,1,OK
1080p30_25,3eeaJz1PJTM_s3813,3098,C:/Users/neelj/g402_receiver/wnba__3eeaJz1PJTM_s3813.mp4,67932625,3a5c08bd887cea3503f9b777920ca1ef3817e931e2093a9a56a099708ff35ea6,1920,1080,250f9491a928b32d13ec68392a4991655630329928e0c9902b6f6f4b9fb08a09,103.266667,103.266667,3.3333333249174757e-07,EXACT,1,1,OK
1080p30_26,3eeaJz1PJTM_s90,3286,C:/Users/neelj/g402_receiver/wnba__3eeaJz1PJTM_s90.mp4,68766082,049a0328fc4000ff937c6ae9f43540110e7f6564555e70287718efb85a34e48f,1920,1080,24ba8e5b692b000f6dbdf8169207088956a05fac1b51d7d4eeb2632df6634e9b,109.533333,109.533333,3.333333467026023e-07,EXACT,1,1,OK
1080p30_27,J8pMOFvFlsU_s1384,3364,C:/Users/neelj/g402_receiver/wnba__J8pMOFvFlsU_s1384.mp4,42176869,4c1d058692f70800de83c62d500663c409836f17583b63eee686417819291104,1920,1080,e4067ba1ac5f06e42f91a23c0f8a0a9bd64dfe82eb435bb8859fb6b623d0572c,112.133333,112.133333,3.333333467026023e-07,EXACT,1,1,OK
1080p30_28,J8pMOFvFlsU_s3972,3439,C:/Users/neelj/g402_receiver/wnba__J8pMOFvFlsU_s3972.mp4,44234735,3de8f9f051dcc218266201eb853db4a06f52025bdd70cadd3e6532e1d1b422f2,1920,1080,27deab384a0d05022fac10cf5b8d9fb045c7523f08c21c23abcfb5655e1bc62b,114.633333,114.633333,3.333333467026023e-07,EXACT,1,1,OK
1080p30_29,J8pMOFvFlsU_s90,3783,C:/Users/neelj/g402_receiver/wnba__J8pMOFvFlsU_s90.mp4,44642137,59c10e316187abf81295f6d2c8310d6cfc9991b588f007aa59d9e8f2c29b4450,1920,1080,8180180a4d474ba4ffdf81bc07de839151783046a4d16dd242e6247d30df7350,126.100000,126.1,1.4210854715202004e-14,EXACT,1,1,OK
720p60_00,acb-jHcR5UxPGuE_s1393,232,C:/Users/neelj/g402_receiver/basketball__acb-jHcR5UxPGuE_s1393.mp4,56995485,cc7a0d0220ddacd665990cc9d7b480a8642d3bc5b528dcac63e8bd463a0f67dc,1280,720,39fae1d07f778ea11fe9afd52ad2973393c0721c0995cce77f643c0055677b28,3.866667,3.866667,3.33333333379926e-07,EXACT,1,1,OK
720p60_01,acb-jHcR5UxPGuE_s90,537,C:/Users/neelj/g402_receiver/basketball__acb-jHcR5UxPGuE_s90.mp4,55642588,ac6851c4ec10a7af7a9835c7a23e052ade96195ed63eff715915fd7be28e8eed,1280,720,560e70386006237314c47c43312f98922327f9aca06d360cbfafefe190e925cc,8.950000,8.95,1.7763568394002505e-15,EXACT,1,1,OK
720p60_02,3gBeJyl7Szg_s2302,751,C:/Users/neelj/g402_receiver/nba__3gBeJyl7Szg_s2302.mp4,50300132,c5b29bf4785c36f82b93ae763cec6a3eafb62aad11f25cb598fecfb69b11c4c0,1280,720,b4654cc7e90adb406595ec3264e111a8d76150830ed2b1bbdc879a962d370c1d,12.516667,12.516667,3.3333333249174757e-07,EXACT,1,1,OK
720p60_03,3gBeJyl7Szg_s90,966,C:/Users/neelj/g402_receiver/nba__3gBeJyl7Szg_s90.mp4,53285520,72e32ee1bee191d1175bd2fe2615adcba2ff37276822f17aa28c8a9e80c53fbb,1280,720,5919c3677df2c58c4c50f338f5455d0d19b0a159c1c8c2bcb3aa11cde67c6cf6,16.100000,16.1,0.0,EXACT,1,1,OK
720p60_04,Kh7Fj4ogPN4_s3606,1173,C:/Users/neelj/g402_receiver/nba__Kh7Fj4ogPN4_s3606.mp4,54541208,04ea3cc7355238a1635dae07c262371876d546c912a51ddce47dbda2602819eb,1280,720,656d8372d07c35caea59218d94b2b9bf3891d13f4385a8147830691f577ac3a3,19.569556,19.569556,4.444444421380922e-07,EXACT,1,1,OK
720p60_05,Kh7Fj4ogPN4_s3606,1755,C:/Users/neelj/g402_receiver/nba__Kh7Fj4ogPN4_s3606.mp4,54541208,04ea3cc7355238a1635dae07c262371876d546c912a51ddce47dbda2602819eb,1280,720,75f57e49005c01e13b976350c57c07e039a88630353c196f2939daa2f1a33501,29.279256,29.279256,4.444444421380922e-07,EXACT,1,1,OK
720p60_06,Kh7Fj4ogPN4_s5950,1968,C:/Users/neelj/g402_receiver/nba__Kh7Fj4ogPN4_s5950.mp4,54056259,83fa214abc8f82813c17d35794bac5902578b0d74e12d943acde1b41e5675c23,1280,720,ad5edaacd27ce0eac088119991e518d2d392abe23688047e73d4c8d89c0878b8,32.832800,32.8328,0.0,EXACT,1,1,OK
720p60_07,Ktu6yFS9iMo_s2532,2183,C:/Users/neelj/g402_receiver/nba__Ktu6yFS9iMo_s2532.mp4,46239769,b8a9ec95176c333ef6aa473c35b43a072f2c648efbb6d1a973c314b5c04a0e9c,1280,720,0f324c7a05a2aaa60bc2ce891116e6b32f7e62096a1dca18c47d5ed42a0bb426,36.419711,36.419711,1.1111111319905831e-07,EXACT,1,1,OK
720p60_08,Ktu6yFS9iMo_s6195,2397,C:/Users/neelj/g402_receiver/nba__Ktu6yFS9iMo_s6195.mp4,45328752,dce9d31c4a8eec01d6c25d9121ef8ef5df2928241cad4634eedb5a1855d9c95a,1280,720,b04719873f9968e2def711b804d1cfeb2c9d4b420b9284d976553ae5f03d0f3c,39.989944,39.989944,4.444444456908059e-07,EXACT,1,1,OK
720p60_09,L7o4UCIIqS4_s2656,2611,C:/Users/neelj/g402_receiver/nba__L7o4UCIIqS4_s2656.mp4,54975598,b1eebfff7d799fedb2a8f485ba98a6fa26021926e7da36bdb4b6a30f1e33d3b0,1280,720,176ddcccd436327ef34df56f05c3db3577f867c55c4d8e641d61e981c690fde3,43.560178,43.560178,2.2222221929268926e-07,EXACT,1,1,OK
720p60_10,L7o4UCIIqS4_s5222,2885,C:/Users/neelj/g402_receiver/nba__L7o4UCIIqS4_s5222.mp4,46736475,683cc5b0c45ba119f7f545359536042468c67f351fbad50babbe5601f7fbc862,1280,720,2eccff004c4c6632de161426d1b07be3b4ae4df469d27de20d865e4064a72398,48.131411,48.131411,1.1111111319905831e-07,EXACT,1,1,OK
720p60_11,oL9Uaie2v2A_s5960,3175,C:/Users/neelj/g402_receiver/nba__oL9Uaie2v2A_s5960.mp4,40086716,973783b470a0e9999cb2cc543c966313b80a5a6b5c3a9e8c6bee80bd754c676f,1280,720,8d51a8a8df4cc14c5a0e751c446455700240e3e259ab826d1c305a99aaf25618,52.969578,52.969578,2.2222221929268926e-07,EXACT,1,1,OK
720p60_12,6rQ2sV4upfc_s1509,3390,C:/Users/neelj/g402_receiver/ncaa_basketball__6rQ2sV4upfc_s1509.mp4,50953115,d10e7b95e85fbad71589d18da9098e31dfa312df913c1b701396038528056c0a,1280,720,1e41cb627428c4cbaffde996872aaa19c289665ca4674914e8c37df99bcb16fe,56.556500,56.5565,0.0,EXACT,1,1,OK
720p60_13,6rQ2sV4upfc_s90,3603,C:/Users/neelj/g402_receiver/ncaa_basketball__6rQ2sV4upfc_s90.mp4,54041007,8cf60bd1df8a9b74c7126efcf14219fd356040e62923f4f07fdb089661ffcee5,1280,720,4aaac1ebd32ee95b2db151bcbe3cc5aad0e00f9fa5c45eee1aa4fa1b50ddf8e7,60.110044,60.110044,4.444444456908059e-07,EXACT,1,1,OK
720p60_14,7blRl4zVfrY_s3489,3817,C:/Users/neelj/g402_receiver/ncaa_basketball__7blRl4zVfrY_s3489.mp4,56326299,b5d027dbca93a647b4545a8a1e5b9f7da80e078b394f74fd504c5c0e8e7b31ea,1280,720,6bea9b8b7f22f9645a6df923083720bf0558d5aaa2af8b4fd3419a1f4fcbde32,63.680278,63.680278,2.2222221929268926e-07,EXACT,1,1,OK
720p60_15,7blRl4zVfrY_s90,4032,C:/Users/neelj/g402_receiver/ncaa_basketball__7blRl4zVfrY_s90.mp4,57345020,38864a8e2c87e4535209cfe37a3c2913bb321f19e39de735cc310f9b8cf83698,1280,720,0cbb439b6ecbf046bbcd7372c3579e60fec85ac4bf187295f7c666860f8d8f79,67.267200,67.2672,0.0,EXACT,1,1,OK
720p60_16,FyMWTVsJvv8_s4332,4515,C:/Users/neelj/g402_receiver/ncaa_basketball__FyMWTVsJvv8_s4332.mp4,57043679,378f11f7d00dc6c7f75b4c1ca6f7331b5950a3d6491d14fb254ef62f1bf9cf80,1280,720,63342a7b52f06ea24dd38b22503d8dde67514eebf95fee88519b6d4297963672,75.325244,75.325244,4.4444445279623324e-07,EXACT,1,1,OK
720p60_17,Ge4uewCFUFQ_s2382,4729,C:/Users/neelj/g402_receiver/ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,56676340,b175030e1237c857424b6d449d8138dde0f94f389227f0a4afa4dbda195a13de,1280,720,d14be5263861f7f8816423f15e4bf6f1457f6ff554866e986e2e7d7beee42c86,78.895489,78.895489,1.1111110609363095e-07,EXACT,1,1,OK
720p60_18,Ge4uewCFUFQ_s4674,4944,C:/Users/neelj/g402_receiver/ncaa_basketball__Ge4uewCFUFQ_s4674.mp4,56750617,081a5b8634af9e6ef013ebb6215c2fcf698308f6e35ca8e045daf1c4a5d69932,1280,720,080dd44e30bcd22679b1ae661f9fdee7c879b174301e450fc20895656cf37ebc,82.482400,82.4824,0.0,EXACT,1,1,OK
720p60_19,IpR4pT8iN0Y_s2432,5152,C:/Users/neelj/g402_receiver/ncaa_basketball__IpR4pT8iN0Y_s2432.mp4,50526631,d2e9618fca2988d0e74654b65178e7b219551eeb90c17275e5f2e5f8a94765fe,1280,720,92b69dd9f0a0e96db9d2d5a9d622e76c4225f11c0b2fdfac0a636e020208efba,85.952533,85.952533,3.3333333249174757e-07,EXACT,1,1,OK
720p60_20,KZK9rv9TnGE_s1474,5365,C:/Users/neelj/g402_receiver/ncaa_basketball__KZK9rv9TnGE_s1474.mp4,56938793,4c74ce17817b717b4daa4b06b745f47b1c3ac745799a586c20bf074168caf7d1,1280,720,9ecc3f926abaec0f301106820a48de597393d4da5ddc48021bb4c8da68d0a94a,89.506089,89.506089,1.1111110609363095e-07,EXACT,1,1,OK
720p60_21,KZK9rv9TnGE_s4242,5579,C:/Users/neelj/g402_receiver/ncaa_basketball__KZK9rv9TnGE_s4242.mp4,57308946,89f5a7ef57147b8f06215865b7c502a0334f39dd7e52519815af4b407d3f1060,1280,720,a54ce03d89a21df49cf5c629dc4c85146ca109594583cb0f3eab65a963276038,93.076322,93.076322,2.2222222639811662e-07,EXACT,1,1,OK
720p60_22,KZK9rv9TnGE_s90,5793,C:/Users/neelj/g402_receiver/ncaa_basketball__KZK9rv9TnGE_s90.mp4,57656755,b66f1198f2b4c2e10e6c195e15717ef045775ad12d35aa5d582997f5298debdd,1280,720,aa7a41030922e4e497f590a18d9d080fbd424cbdfa4f213af8829422c69cd4b4,96.646544,96.646544,4.444444385853785e-07,EXACT,1,1,OK
720p60_23,dAy3tnlu3EQ_s4326,6008,C:/Users/neelj/g402_receiver/ncaa_basketball__dAy3tnlu3EQ_s4326.mp4,56393316,4b29aa56d687868bea366ecde8382fff8eac24f2dce52041ef01edca2ccb92ea,1280,720,145254bed544424806117c9e59b6016e3cd3e5311ebfa503725aa142faa08c2f,100.233467,100.233467,3.3333333249174757e-07,EXACT,1,1,OK
720p60_24,qTXrSRHHR2M_s2262,6313,C:/Users/neelj/g402_receiver/ncaa_basketball__qTXrSRHHR2M_s2262.mp4,56808008,7f076a1a4b3935c5912f35f831aada9b130f176f40736535837f96917162894b,1280,720,969b4f3acd6fdf93ff32247924741aeb9f000b9d0ac57ab243219536e32dc0b5,105.321878,105.321878,2.222222121872619e-07,EXACT,1,1,OK
720p60_25,s-0Y7aLxXgM_s1275,6338,C:/Users/neelj/g402_receiver/ncaa_basketball__s-0Y7aLxXgM_s1275.mp4,55405416,f237a5cb4ab3e88218e632df9961a586bff4d955d7721926152028501a271b84,1280,720,f522c238534107ad18aa626f263caf86d5e6457e1b0e9f613300113389b8caab,105.738967,105.738967,3.3333333249174757e-07,EXACT,1,1,OK
720p60_26,s-0Y7aLxXgM_s4830,6547,C:/Users/neelj/g402_receiver/ncaa_basketball__s-0Y7aLxXgM_s4830.mp4,54805277,57712e03d9af9728fa4927f3e8d2ade44d855fb2abc719e86d8c64d4c883d0b2,1280,720,88632594ac2d9304d7aa9f9bf2999624bd06781753345bb1e977a11a73443d09,109.225778,109.225778,2.2222222639811662e-07,EXACT,1,1,OK
720p60_27,xv0WyG7_99c_s1200,6761,C:/Users/neelj/g402_receiver/wnba__xv0WyG7_99c_s1200.mp4,54435376,19161e47d3317d67f754340c00c03406830879b772e2d41c2fc00913dc894b53,1280,720,c0d171e949a81e44438343a46331484911315f2cf6c39d175fce58c6bd3e00cb,112.796011,112.796011,1.1111112030448567e-07,EXACT,1,1,OK
720p60_28,xv0WyG7_99c_s4530,6975,C:/Users/neelj/g402_receiver/wnba__xv0WyG7_99c_s4530.mp4,52154279,5398cdc3ed36f2123eef01738d010d8234294e1e15d7bb3246a245054929b45c,1280,720,7d1ac02fb85d04858587b15293860a7a8b90d022edb17ff63f5ab93d43928a31,116.366244,116.366244,4.4444445279623324e-07,EXACT,1,1,OK
720p60_29,xv0WyG7_99c_s4530,7557,C:/Users/neelj/g402_receiver/wnba__xv0WyG7_99c_s4530.mp4,52154279,5398cdc3ed36f2123eef01738d010d8234294e1e15d7bb3246a245054929b45c,1280,720,d6a559d0f99d3e3f146239a51786597792a0fa511aa9cf6e7578a4cdfee8f55d,126.075944,126.075944,4.444444385853785e-07,EXACT,1,1,OK
