G376 strip 2 of 10 -- declared ticks 13549..13628 of 135497
O observed  D scheduled_no_detection (evaluated, no track row)  N not_scheduled (declaration over-counts)  U unknown
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3444     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3450     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3456     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3462     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3468     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3474     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3480     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3486     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3492     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3498     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3504     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3510     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3516     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3522     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3528     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3534     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3540     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3546     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3552     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3558     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3564     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3570     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3576     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3582     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3588     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3594     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3600     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3606     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3612     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3618     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3624     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3630     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3636     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3642     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3648     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3654     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3660     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3666     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3672     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3678     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3684     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3690     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3696     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3702     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3708     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3714     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3720     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3726     N BEYOND_ROUTE_CAP
acb-8Oh7-GrvKvE_s6440    SEALED34  frame=3732     N BEYOND_ROUTE_CAP
