game,player_snapshot_date,team_snapshot_date,league_mean_field,filled_fast_sim_fields,transform
401810056,2025-11-10,2025-11-08,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810056,2025-11-10,2025-11-08,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810056,2025-11-10,2025-11-08,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810056,2025-11-10,2025-11-08,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810056,2025-11-10,2025-11-08,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810056,2025-11-10,2025-11-08,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401809798,2025-11-20,2025-11-14,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401809798,2025-11-20,2025-11-14,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401809798,2025-11-20,2025-11-14,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401809798,2025-11-20,2025-11-14,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401809798,2025-11-20,2025-11-14,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401809798,2025-11-20,2025-11-14,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810130,2025-11-22,2025-11-21,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810130,2025-11-22,2025-11-21,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810130,2025-11-22,2025-11-21,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810130,2025-11-22,2025-11-21,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810130,2025-11-22,2025-11-21,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810130,2025-11-22,2025-11-21,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810156,2025-11-29,2025-11-26,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810156,2025-11-29,2025-11-26,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810156,2025-11-29,2025-11-26,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810156,2025-11-29,2025-11-26,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810156,2025-11-29,2025-11-26,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810156,2025-11-29,2025-11-26,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810179,2025-12-02,2025-12-02,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810179,2025-12-02,2025-12-02,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810183,2025-12-02,2025-12-02,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810179,2025-12-02,2025-12-02,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810183,2025-12-02,2025-12-02,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810183,2025-12-02,2025-12-02,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810179,2025-12-02,2025-12-02,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810179,2025-12-02,2025-12-02,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810183,2025-12-02,2025-12-02,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810179,2025-12-02,2025-12-02,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810183,2025-12-02,2025-12-02,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810183,2025-12-02,2025-12-02,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401836800,2025-12-13,2025-12-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401836800,2025-12-13,2025-12-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401836800,2025-12-13,2025-12-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401836800,2025-12-13,2025-12-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401836800,2025-12-13,2025-12-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401836800,2025-12-13,2025-12-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810233,2025-12-17,2025-12-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810233,2025-12-17,2025-12-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810233,2025-12-17,2025-12-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810233,2025-12-17,2025-12-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810233,2025-12-17,2025-12-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810233,2025-12-17,2025-12-07,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810249,2025-12-19,2025-12-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810249,2025-12-19,2025-12-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810249,2025-12-19,2025-12-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810249,2025-12-19,2025-12-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810249,2025-12-19,2025-12-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810249,2025-12-19,2025-12-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810253,2025-12-20,2025-12-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810253,2025-12-20,2025-12-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810253,2025-12-20,2025-12-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810255,2025-12-20,2025-12-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810253,2025-12-20,2025-12-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810255,2025-12-20,2025-12-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810253,2025-12-20,2025-12-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810255,2025-12-20,2025-12-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810253,2025-12-20,2025-12-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810255,2025-12-20,2025-12-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810255,2025-12-20,2025-12-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
401810255,2025-12-20,2025-12-19,ft_rate_q50,"ast_per_min,blk_per_min,dreb_per_min,fg3_pct,fg_mid,fg_paint,fg_rim,ft_pct,ft_share,height,int_d,oreb_per_min,perim_d,pf_per_min,self_create,stl_per_min,supp,tov_share,use_per_min,z_3,z_mid,z_paint,z_rim",date_mean_ft_rate_q50_scaled_baseline
