ytid,offset,sport,ledger_status,finished_at,retained,pool,source_path,source_bytes
0022400909,2400,nba,thin,1788829312,0,,,0
0022400909,2543,nba,thin,1788832836,0,,,0
0022400909,2734,nba,tracked,1788833890,0,,,0
0022400909,2925,nba,tracked,1788834890,0,,,0
0022400909,3116,nba,tracked,1788834646,0,,,0
0022400909,3307,nba,tracked,1788835804,0,,,0
0022400909,3498,nba,tracked,1788835144,0,,,0
0022400909,3689,nba,tracked,1788835329,0,,,0
0022400909,3880,nba,tracked,1788836094,0,,,0
0022400909,3900,nba,tracked,1788831922,0,,,0
0022400909,4071,nba,tracked,1788836313,0,,,0
0022400909,4262,nba,tracked,1788837468,0,,,0
0022400909,4453,nba,tracked,1788837535,0,,,0
0022400909,4644,nba,tracked,1788837746,0,,,0
0022400909,4835,nba,tracked,1788839554,0,,,0
0022400909,5026,nba,tracked,1788837351,0,,,0
0022400909,5217,nba,tracked,1788837900,0,,,0
0022400909,5400,nba,tracked,1788831991,0,,,0
0022400909,5408,nba,tracked,1788837399,0,,,0
0022400909,5599,nba,tracked,1788840236,0,,,0
0022401156,60,nba,tracked,1788840696,0,,,0
0022401156,247,nba,tracked,1788837277,0,,,0
0022401156,434,nba,tracked,1788840866,0,,,0
0022401156,621,nba,tracked,1788844025,0,,,0
0022401156,808,nba,tracked,1788844203,0,,,0
0022401156,995,nba,tracked,1788844231,0,,,0
0022401156,1182,nba,tracked,1788837698,0,,,0
0022401156,1369,nba,tracked,1788837277,0,,,0
0022401156,1556,nba,tracked,1788838579,0,,,0
0022401156,1743,nba,tracked,1788838759,0,,,0
0022401156,1930,nba,tracked,1788838707,0,,,0
0022401156,2117,nba,tracked,1788840212,0,,,0
0022401156,2304,nba,tracked,1788839396,0,,,0
0022401156,2491,nba,tracked,1788840082,0,,,0
0022401156,2678,nba,tracked,1788840579,0,,,0
0022401156,2865,nba,tracked,1788841029,0,,,0
0022401156,3052,nba,tracked,1788840580,0,,,0
0022401156,3239,nba,tracked,1788841147,0,,,0
0022401156,3426,nba,tracked,1788841060,0,,,0
0022401156,3613,nba,tracked,1788841815,0,,,0
0022401156,3800,nba,tracked,1788841889,0,,,0
0022401156,3987,nba,tracked,1788842249,0,,,0
0022401156,4174,nba,tracked,1788842102,0,,,0
0022401156,4361,nba,tracked,1788842526,0,,,0
0022401156,4548,nba,tracked,1788843442,0,,,0
0022401156,4735,nba,tracked,1788843442,0,,,0
0022401156,4922,nba,tracked,1788842662,0,,,0
0022401156,5109,nba,tracked,1788843707,0,,,0
0022401156,5296,nba,tracked,1788843707,0,,,0
0022401156,5483,nba,tracked,1788843783,0,,,0
0022401198,60,nba,tracked,1788847314,0,,,0
0022401198,968,nba,tracked,1788847262,0,,,0
0022401198,1876,nba,tracked,1788847314,0,,,0
0022401198,2784,nba,tracked,1788847395,0,,,0
0022500081,60,nba,tracked,1788848742,0,,,0
0022500081,357,nba,tracked,1788845805,0,,,0
0022500081,654,nba,tracked,1788849377,0,,,0
0022500081,951,nba,tracked,1788851464,0,,,0
0022500081,1248,nba,tracked,1788844231,0,,,0
0022500081,1545,nba,tracked,1788844026,0,,,0
0022500081,1842,nba,tracked,1788844801,0,,,0
0022500081,2139,nba,tracked,1788844922,0,,,0
0022500081,2436,nba,thin,1788845833,0,,,0
0022500081,2733,nba,tracked,1788845073,0,,,0
0022500081,3030,nba,tracked,1788845805,0,,,0
0022500081,3327,nba,tracked,1788845834,0,,,0
0022500081,3624,nba,tracked,1788847468,0,,,0
0022500081,3921,nba,tracked,1788847420,0,,,0
0022500081,4218,nba,tracked,1788847771,0,,,0
0022500081,4515,nba,thin,1788844922,0,,,0
0022500081,4812,nba,thin,1788844151,0,,,0
0022500081,5109,nba,tracked,1788847494,0,,,0
0022500081,5406,nba,tracked,1788848882,0,,,0
0022500081,5703,nba,tracked,1788848882,0,,,0
0022500081,6000,nba,tracked,1788850352,0,,,0
0022500081,6297,nba,tracked,1788849186,0,,,0
0022500081,6594,nba,tracked,1788849570,0,,,0
0022500081,6891,nba,tracked,1788849499,0,,,0
0022500081,7188,nba,tracked,1788851514,0,,,0
0022500081,7485,nba,tracked,1788850653,0,,,0
0022500081,7782,nba,tracked,1788850552,0,,,0
0022500081,8079,nba,tracked,1788850928,0,,,0
0022500081,8376,nba,tracked,1788851345,0,,,0
0022500081,8673,nba,thin,1788849571,0,,,0
0022500575,300,nba,tracked,1788818765,0,,,0
0022500575,900,nba,tracked,1788826108,0,,,0
0022500575,1500,nba,tracked,1788822389,0,,,0
0022500575,2100,nba,tracked,1788823673,0,,,0
0022500575,2700,nba,tracked,1788819597,0,,,0
0022500575,3300,nba,tracked,1788824136,0,,,0
0022500575,3900,nba,tracked,1788824462,0,,,0
0022500575,4500,nba,thin,1788821990,0,,,0
0022500575,5400,nba,tracked,1788819575,0,,,0
0022500575,6000,nba,tracked,1788823884,0,,,0
0022500575,6600,nba,tracked,1788825998,0,,,0
0022500575,7200,nba,tracked,1788826108,0,,,0
0022500575,8100,nba,tracked,1788819597,0,,,0
0022500575,8700,nba,tracked,1788826078,0,,,0
0022500575,9300,nba,thin,1788823458,0,,,0
0022500592,300,nba,thin,1788826192,0,,,0
0022500592,900,nba,tracked,1788828517,0,,,0
0022500592,1500,nba,tracked,1788829001,0,,,0
0022500592,2100,nba,tracked,1788828894,0,,,0
0022500592,2700,nba,thin,1788826192,0,,,0
0022500592,3300,nba,tracked,1788829506,0,,,0
0022500592,3900,nba,tracked,1788829143,0,,,0
0022500592,4500,nba,thin,1788828466,0,,,0
0022500592,5400,nba,tracked,1788829143,0,,,0
0022500592,6000,nba,tracked,1788828245,0,,,0
0022500592,6600,nba,tracked,1788829711,0,,,0
0022500592,7200,nba,tracked,1788829190,0,,,0
0022500592,8100,nba,tracked,1788829191,0,,,0
0022500592,8700,nba,tracked,1788829060,0,,,0
0022500592,9300,nba,thin,1788826613,0,,,0
0022500594,300,nba,tracked,1788818642,0,,,0
0022500594,900,nba,tracked,1788823087,0,,,0
0022500594,1500,nba,tracked,1788821665,0,,,0
0022500594,2100,nba,tracked,1788823407,0,,,0
0022500594,2700,nba,tracked,1788818723,0,,,0
0022500594,3300,nba,tracked,1788823303,0,,,0
0022500594,3900,nba,tracked,1788821875,0,,,0
0022500594,4500,nba,thin,1788822649,0,,,0
0022500594,5400,nba,tracked,1788819597,0,,,0
0022500594,6000,nba,tracked,1788822436,0,,,0
0022500594,6600,nba,tracked,1788821897,0,,,0
0022500594,7200,nba,tracked,1788826221,0,,,0
0022500594,8100,nba,tracked,1788819597,0,,,0
0022500594,8700,nba,tracked,1788826191,0,,,0
0022500594,9300,nba,tracked,1788821852,0,,,0
0022500594,9900,nba,tracked,1788826191,0,,,0
0022500621,300,nba,tracked,1788831513,0,,,0
0022500621,900,nba,tracked,1788851806,0,,,0
0022500621,1500,nba,tracked,1788831037,0,,,0
0022500621,2100,nba,thin,1788829084,0,,,0
0022500621,2700,nba,tracked,1788831513,0,,,0
0022500621,3300,nba,tracked,1788831676,0,,,0
0022500621,3900,nba,tracked,1788831728,0,,,0
0022500621,4500,nba,tracked,1788831307,0,,,0
0022500621,5400,nba,tracked,1788831679,0,,,0
0022500621,6000,nba,thin,1788829336,0,,,0
0022500621,6600,nba,tracked,1788831626,0,,,0
0022500621,7200,nba,thin,1788850181,0,,,0
0022500621,8100,nba,tracked,1788851612,0,,,0
0022500630,300,nba,tracked,1788819577,0,,,0
0022500630,1500,nba,tracked,1788826192,0,,,0
0022500630,2100,nba,tracked,1788828949,0,,,0
0022500630,2700,nba,tracked,1788819577,0,,,0
0022500630,3300,nba,tracked,1788829060,0,,,0
0022500630,3900,nba,tracked,1788828795,0,,,0
0022500630,4500,nba,tracked,1788827853,0,,,0
0022500630,5400,nba,tracked,1788851686,0,,,0
0022500630,6000,nba,tracked,1788851924,0,,,0
0022500630,6600,nba,tracked,1788852111,0,,,0
09B3g4Z5yFc,90,wnba,tracked,1789082800,0,,,0
09B3g4Z5yFc,1254,wnba,tracked,1789082498,0,,,0
09B3g4Z5yFc,2418,wnba,tracked,1789082518,0,,,0
09B3g4Z5yFc,3582,wnba,tracked,1789082740,0,,,0
09B3g4Z5yFc,4746,wnba,tracked,1789082720,0,,,0
0KIBu1jQBL8,90,ncaa_basketball,tracked,1788867163,0,,,0
0KIBu1jQBL8,155,ncaa_basketball,tracked,1789068561,0,,,0
0KIBu1jQBL8,1205,ncaa_basketball,tracked,1788865446,0,,,0
0KIBu1jQBL8,1270,ncaa_basketball,tracked,1789068499,0,,,0
0KIBu1jQBL8,2320,ncaa_basketball,tracked,1788865300,0,,,0
0KIBu1jQBL8,2385,ncaa_basketball,tracked,1789068520,0,,,0
0KIBu1jQBL8,3435,ncaa_basketball,tracked,1788866198,0,,,0
0KIBu1jQBL8,3500,ncaa_basketball,tracked,1789068601,0,,,0
0KIBu1jQBL8,4550,ncaa_basketball,tracked,1788866157,0,,,0
0KIBu1jQBL8,4615,ncaa_basketball,tracked,1789068581,0,,,0
0KIBu1jQBL8,5665,ncaa_basketball,tracked,1788866095,0,,,0
0KIBu1jQBL8,5730,ncaa_basketball,tracked,1789069445,0,,,0
1E5Rw89keTg,90,wnba,tracked,1788873017,0,,,0
1E5Rw89keTg,155,wnba,tracked,1789067544,0,,,0
1E5Rw89keTg,312,wnba,tracked,1788870575,0,,,0
1E5Rw89keTg,377,wnba,tracked,1789067564,0,,,0
1E5Rw89keTg,534,wnba,tracked,1788870838,0,,,0
1E5Rw89keTg,599,wnba,tracked,1789069627,0,,,0
1w-1LMPaxsI,90,ncaa_basketball,tracked,1789085405,0,,,0
1w-1LMPaxsI,1310,ncaa_basketball,tracked,1789085163,0,,,0
1w-1LMPaxsI,2530,ncaa_basketball,tracked,1789085183,0,,,0
1w-1LMPaxsI,3750,ncaa_basketball,tracked,1789085203,0,,,0
1w-1LMPaxsI,4970,ncaa_basketball,tracked,1789085224,0,,,0
1zPhldjbJnU,90,wnba,tracked,1788914005,0,,,0
1zPhldjbJnU,1196,wnba,tracked,1788913678,0,,,0
1zPhldjbJnU,2302,wnba,tracked,1788913821,0,,,0
1zPhldjbJnU,3408,wnba,tracked,1788913984,0,,,0
1zPhldjbJnU,4514,wnba,tracked,1788914045,0,,,0
1zPhldjbJnU,5620,wnba,tracked,1788914045,0,,,0
2bOgqv235pg,90,wnba,tracked,1789081666,0,,,0
2bOgqv235pg,1202,wnba,tracked,1789081523,0,,,0
2bOgqv235pg,2314,wnba,tracked,1789081565,0,,,0
2bOgqv235pg,3426,wnba,tracked,1789081625,0,,,0
2bOgqv235pg,4538,wnba,tracked,1789081665,0,,,0
3MBv6PIsCBg,90,nba,tracked,1789100918,1,live_corpus,/workspace/data/footage_corpus/nba__3MBv6PIsCBg_s90.mp4,89071223
3MBv6PIsCBg,1293,nba,tracked,1789100837,1,live_corpus,/workspace/data/footage_corpus/nba__3MBv6PIsCBg_s1293.mp4,95626450
3MBv6PIsCBg,2496,nba,tracked,1789100837,1,live_corpus,/workspace/data/footage_corpus/nba__3MBv6PIsCBg_s2496.mp4,100195037
3MBv6PIsCBg,3699,nba,tracked,1789100938,1,live_corpus,/workspace/data/footage_corpus/nba__3MBv6PIsCBg_s3699.mp4,79356189
3fT6aYz2N9w,90,nba,tracked,1788912226,0,,,0
3fT6aYz2N9w,1339,nba,tracked,1788911836,0,,,0
3fT6aYz2N9w,2588,nba,tracked,1788911919,0,,,0
3fT6aYz2N9w,3837,nba,thin,1788912164,0,,,0
3fT6aYz2N9w,5086,nba,tracked,1788912307,0,,,0
3fT6aYz2N9w,6335,nba,thin,1788911919,0,,,0
4PH6yOSvcs4,90,nba,tracked,1788859224,0,,,0
4PH6yOSvcs4,1511,nba,thin,1788857154,0,,,0
4PH6yOSvcs4,2932,nba,thin,1788857239,0,,,0
50pp-OqYVok,90,nba,tracked,1788913431,0,,,0
50pp-OqYVok,1420,nba,thin,1788912962,0,,,0
50pp-OqYVok,2750,nba,tracked,1788912900,0,,,0
50pp-OqYVok,4080,nba,tracked,1788913186,0,,,0
50pp-OqYVok,5410,nba,tracked,1788913267,0,,,0
50pp-OqYVok,6740,nba,thin,1788912595,0,,,0
5PNHcMafoX8,90,nba,tracked,1788879825,0,,,0
5PNHcMafoX8,1436,nba,tracked,1788879846,0,,,0
5PNHcMafoX8,2782,nba,tracked,1788879493,0,,,0
5PNHcMafoX8,4128,nba,tracked,1788880158,0,,,0
5PNHcMafoX8,5474,nba,tracked,1788879971,0,,,0
5PNHcMafoX8,6820,nba,tracked,1788879950,0,,,0
5TiTjV1JPW8,60,nba,tracked,1788853655,0,,,0
5TiTjV1JPW8,401,nba,tracked,1788853655,0,,,0
5TiTjV1JPW8,742,nba,tracked,1788853696,0,,,0
5U9k1U6nN-g,90,nba,tracked,1788876924,0,,,0
5U9k1U6nN-g,1207,nba,tracked,1788875665,0,,,0
5U9k1U6nN-g,2324,nba,tracked,1788875623,0,,,0
5U9k1U6nN-g,3441,nba,tracked,1788875834,0,,,0
5U9k1U6nN-g,4558,nba,tracked,1788876441,0,,,0
6FlZaoWSfFw,90,wnba,tracked,1788857307,0,,,0
6FlZaoWSfFw,155,wnba,tracked,1789064629,0,,,0
6FlZaoWSfFw,337,wnba,tracked,1788859711,0,,,0
6FlZaoWSfFw,402,wnba,tracked,1789064670,0,,,0
6FlZaoWSfFw,584,wnba,tracked,1788857435,0,,,0
6FlZaoWSfFw,649,wnba,tracked,1789064690,0,,,0
6cNq5d_NOXs,60,nba,tracked,1788854261,0,,,0
6cNq5d_NOXs,416,nba,tracked,1788854199,0,,,0
6cNq5d_NOXs,772,nba,tracked,1788854345,0,,,0
7Ci3zQ5Vm4M,90,wnba,tracked,1788916924,0,,,0
7Ci3zQ5Vm4M,1201,wnba,thin,1788913390,0,,,0
7Ci3zQ5Vm4M,2312,wnba,tracked,1788913370,0,,,0
7Ci3zQ5Vm4M,3423,wnba,tracked,1788916423,0,,,0
7Ci3zQ5Vm4M,5645,wnba,tracked,1788916744,0,,,0
7DT_8xZwDRU,90,nba,tracked,1789079692,0,,,0
7DT_8xZwDRU,1201,nba,tracked,1789079366,0,,,0
7DT_8xZwDRU,2312,nba,tracked,1789079366,0,,,0
7DT_8xZwDRU,3423,nba,tracked,1789079448,0,,,0
7DT_8xZwDRU,4534,nba,tracked,1789079427,0,,,0
7DT_8xZwDRU,5645,nba,tracked,1789079611,0,,,0
7WBKNCu3NLU,90,wnba,tracked,1788889315,0,,,0
7WBKNCu3NLU,308,wnba,tracked,1788880531,0,,,0
7WBKNCu3NLU,526,wnba,tracked,1788889041,0,,,0
850xnW8BoAU,90,ncaa_basketball,tracked,1788878416,0,,,0
850xnW8BoAU,1358,ncaa_basketball,tracked,1788878354,0,,,0
850xnW8BoAU,2626,ncaa_basketball,tracked,1788878229,0,,,0
850xnW8BoAU,3894,ncaa_basketball,tracked,1788878001,0,,,0
850xnW8BoAU,5162,ncaa_basketball,tracked,1788878977,0,,,0
8kHt2bFTK6g,90,wnba,tracked,1788873534,0,,,0
8kHt2bFTK6g,1255,wnba,tracked,1788873555,0,,,0
8kHt2bFTK6g,2420,wnba,tracked,1788873825,0,,,0
8kHt2bFTK6g,3585,wnba,tracked,1788873763,0,,,0
9F5q5jCbrMI,90,ncaa_basketball,tracked,1788870279,0,,,0
9F5q5jCbrMI,155,ncaa_basketball,tracked,1789063361,0,,,0
9F5q5jCbrMI,1270,ncaa_basketball,tracked,1788869944,0,,,0
9F5q5jCbrMI,1335,ncaa_basketball,tracked,1789063361,0,,,0
9F5q5jCbrMI,2450,ncaa_basketball,tracked,1788870047,0,,,0
9F5q5jCbrMI,2515,ncaa_basketball,tracked,1789063381,0,,,0
9F5q5jCbrMI,3630,ncaa_basketball,tracked,1788870110,0,,,0
9F5q5jCbrMI,3695,ncaa_basketball,tracked,1789063562,0,,,0
9F5q5jCbrMI,4810,ncaa_basketball,tracked,1788870258,0,,,0
9F5q5jCbrMI,4875,ncaa_basketball,tracked,1789063582,0,,,0
9sq-YMlIo9Q,90,ncaa_basketball,tracked,1788887471,1,retained_g364_val,/workspace/g364_scratch/val/9sq-YMlIo9Q_s90.mp4,65354306
9sq-YMlIo9Q,1218,ncaa_basketball,tracked,1788887058,0,,,0
9sq-YMlIo9Q,2346,ncaa_basketball,tracked,1788887874,1,retained_g364_val,/workspace/g364_scratch/val/9sq-YMlIo9Q_s2346.mp4,64995066
9sq-YMlIo9Q,3474,ncaa_basketball,tracked,1788887704,0,,,0
9sq-YMlIo9Q,4602,ncaa_basketball,tracked,1788887364,0,,,0
9sq-YMlIo9Q,5730,ncaa_basketball,tracked,1788887704,0,,,0
A0aHQ2A38IY,90,wnba,tracked,1789100135,1,live_corpus,/workspace/data/footage_corpus/wnba__A0aHQ2A38IY_s90.mp4,68061448
A0aHQ2A38IY,1475,wnba,tracked,1789100135,1,live_corpus,/workspace/data/footage_corpus/wnba__A0aHQ2A38IY_s1475.mp4,52696637
A0aHQ2A38IY,2860,wnba,tracked,1789100175,1,live_corpus,/workspace/data/footage_corpus/wnba__A0aHQ2A38IY_s2860.mp4,68429941
A0aHQ2A38IY,4245,wnba,tracked,1789100074,1,live_corpus,/workspace/data/footage_corpus/wnba__A0aHQ2A38IY_s4245.mp4,53206932
Cm4PtLhM1pQ,90,nba,tracked,1789081625,0,,,0
Cm4PtLhM1pQ,1149,nba,tracked,1789081300,0,,,0
Cm4PtLhM1pQ,2208,nba,tracked,1789081341,0,,,0
Cm4PtLhM1pQ,3267,nba,tracked,1789081361,0,,,0
Cm4PtLhM1pQ,4326,nba,tracked,1789081402,0,,,0
Cm4PtLhM1pQ,5385,nba,tracked,1789081523,0,,,0
DF774VFj7xs,90,ncaa_basketball,tracked,1789082921,0,,,0
DF774VFj7xs,1394,ncaa_basketball,tracked,1789082820,0,,,0
DF774VFj7xs,2698,ncaa_basketball,tracked,1789082800,0,,,0
DF774VFj7xs,4002,ncaa_basketball,tracked,1789082921,0,,,0
E-5WuXXdGSA,90,nba,tracked,1788892051,0,,,0
E-5WuXXdGSA,1391,nba,tracked,1788891989,0,,,0
E-5WuXXdGSA,2692,nba,tracked,1788891906,0,,,0
E-5WuXXdGSA,3993,nba,tracked,1788891906,0,,,0
E-5WuXXdGSA,5294,nba,tracked,1788892051,0,,,0
E-5WuXXdGSA,6595,nba,thin,1788891636,0,,,0
EqseleqhpTk,90,ncaa_basketball,tracked,1788869135,0,,,0
EqseleqhpTk,155,ncaa_basketball,tracked,1789067421,0,,,0
EqseleqhpTk,1395,ncaa_basketball,tracked,1788869155,0,,,0
EqseleqhpTk,1460,ncaa_basketball,tracked,1789067197,0,,,0
EqseleqhpTk,2700,ncaa_basketball,tracked,1788868723,0,,,0
EqseleqhpTk,2765,ncaa_basketball,tracked,1789067461,0,,,0
EqseleqhpTk,4005,ncaa_basketball,tracked,1788869135,0,,,0
EqseleqhpTk,4070,ncaa_basketball,tracked,1789067441,0,,,0
EqseleqhpTk,5310,ncaa_basketball,tracked,1788869089,0,,,0
EqseleqhpTk,5375,ncaa_basketball,tracked,1789067584,0,,,0
FZAUuuuREg0,90,nba,thin,1789094581,0,,,0
FZAUuuuREg0,1835,nba,thin,1789094481,0,,,0
FZAUuuuREg0,3580,nba,tracked,1789094722,0,,,0
FZAUuuuREg0,5325,nba,tracked,1789094742,0,,,0
FZAUuuuREg0,7070,nba,tracked,1789094762,0,,,0
Fu__lY_KbYU,90,ncaa_basketball,tracked,1789089074,0,,,0
Fu__lY_KbYU,1352,ncaa_basketball,tracked,1789089012,0,,,0
Fu__lY_KbYU,2614,ncaa_basketball,tracked,1789089053,0,,,0
Fu__lY_KbYU,3876,ncaa_basketball,tracked,1789089013,0,,,0
Fu__lY_KbYU,5138,ncaa_basketball,tracked,1789089074,0,,,0
G8bPOW37Sp0,90,wnba,tracked,1788859993,0,,,0
G8bPOW37Sp0,155,wnba,tracked,1789070217,0,,,0
G8bPOW37Sp0,320,wnba,tracked,1788860275,0,,,0
G8bPOW37Sp0,385,wnba,tracked,1789070439,0,,,0
G8bPOW37Sp0,550,wnba,tracked,1788860074,0,,,0
G8bPOW37Sp0,615,wnba,tracked,1789070762,0,,,0
GNjSxoeDT-E,90,ncaa_basketball,tracked,1788868431,0,,,0
GNjSxoeDT-E,155,ncaa_basketball,tracked,1789067136,0,,,0
GNjSxoeDT-E,1167,ncaa_basketball,tracked,1788867724,0,,,0
GNjSxoeDT-E,1232,ncaa_basketball,tracked,1789067075,0,,,0
GNjSxoeDT-E,2244,ncaa_basketball,tracked,1788867846,0,,,0
GNjSxoeDT-E,2309,ncaa_basketball,tracked,1789067157,0,,,0
GNjSxoeDT-E,3321,ncaa_basketball,tracked,1788868327,0,,,0
GNjSxoeDT-E,3386,ncaa_basketball,tracked,1789067177,0,,,0
GNjSxoeDT-E,4398,ncaa_basketball,tracked,1788868348,0,,,0
GNjSxoeDT-E,4463,ncaa_basketball,tracked,1789067544,0,,,0
GNjSxoeDT-E,5475,ncaa_basketball,tracked,1788868514,0,,,0
GNjSxoeDT-E,5540,ncaa_basketball,tracked,1789067523,0,,,0
GtwFiAa1gXI,90,ncaa_basketball,tracked,1789089436,0,,,0
GtwFiAa1gXI,1314,ncaa_basketball,tracked,1789089395,0,,,0
GtwFiAa1gXI,2538,ncaa_basketball,tracked,1789089375,0,,,0
GtwFiAa1gXI,3762,ncaa_basketball,tracked,1789089395,0,,,0
GtwFiAa1gXI,4986,ncaa_basketball,tracked,1789089476,0,,,0
H7AMXVGkPhE,90,wnba,tracked,1789082051,0,,,0
H7AMXVGkPhE,1346,wnba,tracked,1789081969,0,,,0
H7AMXVGkPhE,2602,wnba,tracked,1789082010,0,,,0
H7AMXVGkPhE,3858,wnba,tracked,1789081969,0,,,0
HUSo3PzP7lo,60,nba,tracked,1788853969,0,,,0
HUSo3PzP7lo,90,nba,tracked,1789059331,0,,,0
HUSo3PzP7lo,155,nba,tracked,1789063864,0,,,0
HUSo3PzP7lo,231,nba,tracked,1788853425,0,,,0
HUSo3PzP7lo,246,nba,tracked,1789059171,0,,,0
HUSo3PzP7lo,311,nba,tracked,1789063884,0,,,0
HUSo3PzP7lo,402,nba,tracked,1788853884,0,,,0
HUSo3PzP7lo,467,nba,tracked,1789063944,0,,,0
Hm7V4jOxlUI,90,nba,tracked,1788868431,0,,,0
Hm7V4jOxlUI,1271,nba,thin,1788867601,0,,,0
Hm7V4jOxlUI,2452,nba,thin,1788867621,0,,,0
Hm7V4jOxlUI,3633,nba,thin,1788867642,0,,,0
IeaneIKx1Ig,90,nba,tracked,1789100757,1,live_corpus,/workspace/data/footage_corpus/nba__IeaneIKx1Ig_s90.mp4,81165805
IeaneIKx1Ig,2277,nba,tracked,1789100697,1,live_corpus,/workspace/data/footage_corpus/nba__IeaneIKx1Ig_s2277.mp4,74025294
IeaneIKx1Ig,4464,nba,tracked,1789100717,1,live_corpus,/workspace/data/footage_corpus/nba__IeaneIKx1Ig_s4464.mp4,79162595
IeaneIKx1Ig,6651,nba,tracked,1789100717,1,live_corpus,/workspace/data/footage_corpus/nba__IeaneIKx1Ig_s6651.mp4,87853287
IeaneIKx1Ig,8838,nba,tracked,1789100737,1,live_corpus,/workspace/data/footage_corpus/nba__IeaneIKx1Ig_s8838.mp4,79466132
IeaneIKx1Ig,11025,nba,tracked,1789100717,1,live_corpus,/workspace/data/footage_corpus/nba__IeaneIKx1Ig_s11025.mp4,82139114
IwF-L57_Mes,90,wnba,tracked,1789082478,0,,,0
IwF-L57_Mes,155,wnba,tracked,1789084696,0,,,0
IwF-L57_Mes,1456,wnba,tracked,1789082376,0,,,0
IwF-L57_Mes,1521,wnba,tracked,1789084635,0,,,0
IwF-L57_Mes,2822,wnba,tracked,1789082397,0,,,0
IwF-L57_Mes,2887,wnba,tracked,1789084716,0,,,0
IwF-L57_Mes,4188,wnba,tracked,1789082417,0,,,0
IwF-L57_Mes,4253,wnba,tracked,1789084676,0,,,0
J6RT3BHHvPU,90,nba,tracked,1789078960,0,,,0
J6RT3BHHvPU,1352,nba,tracked,1789078960,0,,,0
J6RT3BHHvPU,2614,nba,tracked,1789078940,0,,,0
J6RT3BHHvPU,3876,nba,tracked,1789078980,0,,,0
J6RT3BHHvPU,5138,nba,tracked,1789078919,0,,,0
J8WABIinM64,90,nba,tracked,1789093858,0,,,0
J8WABIinM64,1385,nba,tracked,1789093797,0,,,0
J8WABIinM64,2680,nba,tracked,1789093858,0,,,0
J8WABIinM64,3975,nba,tracked,1789093858,0,,,0
J8WABIinM64,5270,nba,tracked,1789093858,0,,,0
KO5gQVMZlrw,90,nba,tracked,1789078552,0,,,0
KO5gQVMZlrw,3243,nba,tracked,1789078613,0,,,0
KO5gQVMZlrw,6396,nba,tracked,1789078572,0,,,0
KO5gQVMZlrw,9549,nba,tracked,1789078572,0,,,0
KO5gQVMZlrw,12702,nba,tracked,1789078572,0,,,0
KO5gQVMZlrw,15855,nba,tracked,1789078593,0,,,0
LPDnemFoqVk,90,nba,tracked,1789079936,0,,,0
LPDnemFoqVk,1162,nba,tracked,1789079814,0,,,0
LPDnemFoqVk,2234,nba,tracked,1789079773,0,,,0
LPDnemFoqVk,3306,nba,tracked,1789079834,0,,,0
LPDnemFoqVk,4378,nba,tracked,1789079936,0,,,0
LPDnemFoqVk,5450,nba,thin,1789079448,0,,,0
N-eE7ZwTuno,90,ncaa_basketball,tracked,1788855771,0,,,0
N-eE7ZwTuno,155,ncaa_basketball,tracked,1789064327,0,,,0
N-eE7ZwTuno,415,ncaa_basketball,tracked,1788855018,0,,,0
N-eE7ZwTuno,740,ncaa_basketball,tracked,1788855321,0,,,0
N-eE7ZwTuno,1065,ncaa_basketball,tracked,1788853531,0,,,0
