clip,source_clip,frame_index,stratum,role,role_claimed,stable_group_index,stable_group_length_px
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,9877,4,lane_right,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,12678,5,baseline,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,12678,5,free_throw,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,12678,5,lane_left,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,12678,5,lane_right,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,15688,6,baseline,true,53,613.767277
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,15688,6,free_throw,true,56,416.004871
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,15688,6,lane_left,true,61,161.645189
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,15688,6,lane_right,true,21,204.361970
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,18603,7,baseline,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,18603,7,free_throw,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,18603,7,lane_left,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,18603,7,lane_right,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,21635,8,baseline,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,21635,8,free_throw,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,21635,8,lane_left,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,21635,8,lane_right,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,23879,9,baseline,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,23879,9,free_throw,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,23879,9,lane_left,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,23879,9,lane_right,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,25968,10,baseline,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,25968,10,free_throw,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,25968,10,lane_left,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,25968,10,lane_right,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,28000,11,baseline,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,28000,11,free_throw,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,28000,11,lane_left,false,,
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,28000,11,lane_right,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,1557,0,baseline,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,1557,0,free_throw,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,1557,0,lane_left,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,1557,0,lane_right,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,3425,1,baseline,true,4,155.839918
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,3425,1,free_throw,true,57,143.267998
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,3425,1,lane_left,true,85,240.337785
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,3425,1,lane_right,true,26,241.563979
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,7203,2,baseline,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,7203,2,free_throw,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,7203,2,lane_left,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,7203,2,lane_right,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,8514,3,baseline,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,8514,3,free_throw,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,8514,3,lane_left,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,8514,3,lane_right,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,11663,4,baseline,true,68,290.841026
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,11663,4,free_throw,true,3,55.111806
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,11663,4,lane_left,true,46,637.499434
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,11663,4,lane_right,true,5,508.748222
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,12583,5,baseline,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,12583,5,free_throw,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,12583,5,lane_left,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,12583,5,lane_right,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,14816,6,baseline,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,14816,6,free_throw,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,14816,6,lane_left,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,14816,6,lane_right,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,18235,7,baseline,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,18235,7,free_throw,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,18235,7,lane_left,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,18235,7,lane_right,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,20661,8,baseline,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,20661,8,free_throw,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,20661,8,lane_left,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,20661,8,lane_right,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,23970,9,baseline,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,23970,9,free_throw,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,23970,9,lane_left,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,23970,9,lane_right,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,24967,10,baseline,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,24967,10,free_throw,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,24967,10,lane_left,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,24967,10,lane_right,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,28123,11,baseline,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,28123,11,free_throw,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,28123,11,lane_left,false,,
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,28123,11,lane_right,false,,
wnba__wnba_01,wnba__wnba_01.mp4,688,0,baseline,true,6,315.001409
wnba__wnba_01,wnba__wnba_01.mp4,688,0,free_throw,true,97,290.003189
wnba__wnba_01,wnba__wnba_01.mp4,688,0,lane_left,true,88,518.757173
wnba__wnba_01,wnba__wnba_01.mp4,688,0,lane_right,true,0,604.999921
wnba__wnba_01,wnba__wnba_01.mp4,3075,1,baseline,false,,
wnba__wnba_01,wnba__wnba_01.mp4,3075,1,free_throw,false,,
wnba__wnba_01,wnba__wnba_01.mp4,3075,1,lane_left,false,,
wnba__wnba_01,wnba__wnba_01.mp4,3075,1,lane_right,false,,
wnba__wnba_01,wnba__wnba_01.mp4,5255,2,baseline,false,,
wnba__wnba_01,wnba__wnba_01.mp4,5255,2,free_throw,false,,
wnba__wnba_01,wnba__wnba_01.mp4,5255,2,lane_left,false,,
wnba__wnba_01,wnba__wnba_01.mp4,5255,2,lane_right,false,,
wnba__wnba_01,wnba__wnba_01.mp4,7621,3,baseline,false,,
wnba__wnba_01,wnba__wnba_01.mp4,7621,3,free_throw,false,,
wnba__wnba_01,wnba__wnba_01.mp4,7621,3,lane_left,false,,
wnba__wnba_01,wnba__wnba_01.mp4,7621,3,lane_right,false,,
wnba__wnba_01,wnba__wnba_01.mp4,10106,4,baseline,false,,
wnba__wnba_01,wnba__wnba_01.mp4,10106,4,free_throw,false,,
wnba__wnba_01,wnba__wnba_01.mp4,10106,4,lane_left,false,,
wnba__wnba_01,wnba__wnba_01.mp4,10106,4,lane_right,false,,
wnba__wnba_01,wnba__wnba_01.mp4,12266,5,baseline,false,,
wnba__wnba_01,wnba__wnba_01.mp4,12266,5,free_throw,false,,
wnba__wnba_01,wnba__wnba_01.mp4,12266,5,lane_left,false,,
wnba__wnba_01,wnba__wnba_01.mp4,12266,5,lane_right,false,,
wnba__wnba_01,wnba__wnba_01.mp4,15550,6,baseline,false,,
wnba__wnba_01,wnba__wnba_01.mp4,15550,6,free_throw,false,,
wnba__wnba_01,wnba__wnba_01.mp4,15550,6,lane_left,false,,
wnba__wnba_01,wnba__wnba_01.mp4,15550,6,lane_right,false,,
wnba__wnba_01,wnba__wnba_01.mp4,17841,7,baseline,false,,
wnba__wnba_01,wnba__wnba_01.mp4,17841,7,free_throw,false,,
wnba__wnba_01,wnba__wnba_01.mp4,17841,7,lane_left,false,,
wnba__wnba_01,wnba__wnba_01.mp4,17841,7,lane_right,false,,
wnba__wnba_01,wnba__wnba_01.mp4,19526,8,baseline,false,,
wnba__wnba_01,wnba__wnba_01.mp4,19526,8,free_throw,false,,
wnba__wnba_01,wnba__wnba_01.mp4,19526,8,lane_left,false,,
wnba__wnba_01,wnba__wnba_01.mp4,19526,8,lane_right,false,,
wnba__wnba_01,wnba__wnba_01.mp4,23843,9,baseline,false,,
wnba__wnba_01,wnba__wnba_01.mp4,23843,9,free_throw,false,,
wnba__wnba_01,wnba__wnba_01.mp4,23843,9,lane_left,false,,
wnba__wnba_01,wnba__wnba_01.mp4,23843,9,lane_right,false,,
wnba__wnba_01,wnba__wnba_01.mp4,24705,10,baseline,true,68,610.002895
wnba__wnba_01,wnba__wnba_01.mp4,24705,10,free_throw,true,8,580.002089
wnba__wnba_01,wnba__wnba_01.mp4,24705,10,lane_left,true,69,64.421918
wnba__wnba_01,wnba__wnba_01.mp4,24705,10,lane_right,true,33,107.632047
wnba__wnba_01,wnba__wnba_01.mp4,27692,11,baseline,false,,
wnba__wnba_01,wnba__wnba_01.mp4,27692,11,free_throw,false,,
wnba__wnba_01,wnba__wnba_01.mp4,27692,11,lane_left,false,,
wnba__wnba_01,wnba__wnba_01.mp4,27692,11,lane_right,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,215,0,baseline,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,215,0,free_throw,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,215,0,lane_left,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,215,0,lane_right,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,2995,1,baseline,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,2995,1,free_throw,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,2995,1,lane_left,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,2995,1,lane_right,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,3517,2,baseline,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,3517,2,free_throw,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,3517,2,lane_left,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,3517,2,lane_right,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,5412,3,baseline,true,49,198.327980
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,5412,3,free_throw,true,7,195.847983
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,5412,3,lane_left,true,16,361.329075
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,5412,3,lane_right,true,61,311.303533
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,6494,4,baseline,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,6494,4,free_throw,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,6494,4,lane_left,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,6494,4,lane_right,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,7812,5,baseline,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,7812,5,free_throw,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,7812,5,lane_left,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,7812,5,lane_right,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,9661,6,baseline,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,9661,6,free_throw,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,9661,6,lane_left,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,9661,6,lane_right,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,11431,7,baseline,true,0,637.515054
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,11431,7,free_throw,true,103,637.510253
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,11431,7,lane_left,true,116,78.575169
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,11431,7,lane_right,true,105,115.004218
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,12069,8,baseline,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,12069,8,free_throw,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,12069,8,lane_left,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,12069,8,lane_right,false,,
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,13996,9,baseline,true,1,636.250642
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,13996,9,free_throw,true,71,620.010338
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,13996,9,lane_left,true,48,108.854480
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,13996,9,lane_right,true,21,183.651263
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,16122,10,baseline,true,0,637.500068
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,16122,10,free_throw,true,19,612.500077
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,16122,10,lane_left,true,20,306.256119
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,16122,10,lane_right,true,5,107.680262
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,17917,11,baseline,true,6,174.404694
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,17917,11,free_throw,true,7,169.400988
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,17917,11,lane_left,true,55,356.741170
wnba__wnba_01_1080p,wnba__wnba_01_1080p.mp4,17917,11,lane_right,true,59,336.484732
wnba__wnba_02,wnba__wnba_02.mp4,305,0,baseline,false,,
wnba__wnba_02,wnba__wnba_02.mp4,305,0,free_throw,false,,
wnba__wnba_02,wnba__wnba_02.mp4,305,0,lane_left,false,,
wnba__wnba_02,wnba__wnba_02.mp4,305,0,lane_right,false,,
wnba__wnba_02,wnba__wnba_02.mp4,4415,1,baseline,false,,
wnba__wnba_02,wnba__wnba_02.mp4,4415,1,free_throw,false,,
wnba__wnba_02,wnba__wnba_02.mp4,4415,1,lane_left,false,,
wnba__wnba_02,wnba__wnba_02.mp4,4415,1,lane_right,false,,
wnba__wnba_02,wnba__wnba_02.mp4,6416,2,baseline,false,,
wnba__wnba_02,wnba__wnba_02.mp4,6416,2,free_throw,false,,
wnba__wnba_02,wnba__wnba_02.mp4,6416,2,lane_left,false,,
wnba__wnba_02,wnba__wnba_02.mp4,6416,2,lane_right,false,,
wnba__wnba_02,wnba__wnba_02.mp4,7638,3,baseline,true,63,357.644275
wnba__wnba_02,wnba__wnba_02.mp4,7638,3,free_throw,true,73,208.000479
wnba__wnba_02,wnba__wnba_02.mp4,7638,3,lane_left,true,1,204.612118
wnba__wnba_02,wnba__wnba_02.mp4,7638,3,lane_right,true,20,268.122240
wnba__wnba_02,wnba__wnba_02.mp4,9906,4,baseline,false,,
wnba__wnba_02,wnba__wnba_02.mp4,9906,4,free_throw,false,,
wnba__wnba_02,wnba__wnba_02.mp4,9906,4,lane_left,false,,
wnba__wnba_02,wnba__wnba_02.mp4,9906,4,lane_right,false,,
wnba__wnba_02,wnba__wnba_02.mp4,12722,5,baseline,false,,
wnba__wnba_02,wnba__wnba_02.mp4,12722,5,free_throw,false,,
wnba__wnba_02,wnba__wnba_02.mp4,12722,5,lane_left,false,,
wnba__wnba_02,wnba__wnba_02.mp4,12722,5,lane_right,false,,
wnba__wnba_02,wnba__wnba_02.mp4,16675,6,baseline,true,0,637.500539
wnba__wnba_02,wnba__wnba_02.mp4,16675,6,free_throw,true,53,472.495390
wnba__wnba_02,wnba__wnba_02.mp4,16675,6,lane_left,true,59,276.252794
wnba__wnba_02,wnba__wnba_02.mp4,16675,6,lane_right,true,2,86.806975
wnba__wnba_02,wnba__wnba_02.mp4,16949,7,baseline,false,,
wnba__wnba_02,wnba__wnba_02.mp4,16949,7,free_throw,false,,
wnba__wnba_02,wnba__wnba_02.mp4,16949,7,lane_left,false,,
wnba__wnba_02,wnba__wnba_02.mp4,16949,7,lane_right,false,,
wnba__wnba_02,wnba__wnba_02.mp4,21586,8,baseline,false,,
wnba__wnba_02,wnba__wnba_02.mp4,21586,8,free_throw,false,,
wnba__wnba_02,wnba__wnba_02.mp4,21586,8,lane_left,false,,
wnba__wnba_02,wnba__wnba_02.mp4,21586,8,lane_right,false,,
wnba__wnba_02,wnba__wnba_02.mp4,21917,9,baseline,false,,
wnba__wnba_02,wnba__wnba_02.mp4,21917,9,free_throw,false,,
wnba__wnba_02,wnba__wnba_02.mp4,21917,9,lane_left,false,,
wnba__wnba_02,wnba__wnba_02.mp4,21917,9,lane_right,false,,
wnba__wnba_02,wnba__wnba_02.mp4,24323,10,baseline,false,,
wnba__wnba_02,wnba__wnba_02.mp4,24323,10,free_throw,false,,
wnba__wnba_02,wnba__wnba_02.mp4,24323,10,lane_left,false,,
wnba__wnba_02,wnba__wnba_02.mp4,24323,10,lane_right,false,,
wnba__wnba_02,wnba__wnba_02.mp4,28061,11,baseline,false,,
wnba__wnba_02,wnba__wnba_02.mp4,28061,11,free_throw,false,,
wnba__wnba_02,wnba__wnba_02.mp4,28061,11,lane_left,false,,
wnba__wnba_02,wnba__wnba_02.mp4,28061,11,lane_right,false,,
wnba__wnba_04,wnba__wnba_04.mp4,189,0,baseline,false,,
wnba__wnba_04,wnba__wnba_04.mp4,189,0,free_throw,false,,
wnba__wnba_04,wnba__wnba_04.mp4,189,0,lane_left,false,,
wnba__wnba_04,wnba__wnba_04.mp4,189,0,lane_right,false,,
wnba__wnba_04,wnba__wnba_04.mp4,3358,1,baseline,false,,
wnba__wnba_04,wnba__wnba_04.mp4,3358,1,free_throw,false,,
wnba__wnba_04,wnba__wnba_04.mp4,3358,1,lane_left,false,,
wnba__wnba_04,wnba__wnba_04.mp4,3358,1,lane_right,false,,
wnba__wnba_04,wnba__wnba_04.mp4,6338,2,baseline,false,,
wnba__wnba_04,wnba__wnba_04.mp4,6338,2,free_throw,false,,
wnba__wnba_04,wnba__wnba_04.mp4,6338,2,lane_left,false,,
wnba__wnba_04,wnba__wnba_04.mp4,6338,2,lane_right,false,,
wnba__wnba_04,wnba__wnba_04.mp4,9539,3,baseline,false,,
wnba__wnba_04,wnba__wnba_04.mp4,9539,3,free_throw,false,,
wnba__wnba_04,wnba__wnba_04.mp4,9539,3,lane_left,false,,
wnba__wnba_04,wnba__wnba_04.mp4,9539,3,lane_right,false,,
wnba__wnba_04,wnba__wnba_04.mp4,10536,4,baseline,false,,
wnba__wnba_04,wnba__wnba_04.mp4,10536,4,free_throw,false,,
wnba__wnba_04,wnba__wnba_04.mp4,10536,4,lane_left,false,,
wnba__wnba_04,wnba__wnba_04.mp4,10536,4,lane_right,false,,
wnba__wnba_04,wnba__wnba_04.mp4,13568,5,baseline,false,,
wnba__wnba_04,wnba__wnba_04.mp4,13568,5,free_throw,false,,
wnba__wnba_04,wnba__wnba_04.mp4,13568,5,lane_left,false,,
wnba__wnba_04,wnba__wnba_04.mp4,13568,5,lane_right,false,,
wnba__wnba_04,wnba__wnba_04.mp4,16620,6,baseline,false,,
wnba__wnba_04,wnba__wnba_04.mp4,16620,6,free_throw,false,,
wnba__wnba_04,wnba__wnba_04.mp4,16620,6,lane_left,false,,
wnba__wnba_04,wnba__wnba_04.mp4,16620,6,lane_right,false,,
wnba__wnba_04,wnba__wnba_04.mp4,17405,7,baseline,false,,
wnba__wnba_04,wnba__wnba_04.mp4,17405,7,free_throw,false,,
wnba__wnba_04,wnba__wnba_04.mp4,17405,7,lane_left,false,,
wnba__wnba_04,wnba__wnba_04.mp4,17405,7,lane_right,false,,
wnba__wnba_04,wnba__wnba_04.mp4,21405,8,baseline,false,,
wnba__wnba_04,wnba__wnba_04.mp4,21405,8,free_throw,false,,
wnba__wnba_04,wnba__wnba_04.mp4,21405,8,lane_left,false,,
wnba__wnba_04,wnba__wnba_04.mp4,21405,8,lane_right,false,,
wnba__wnba_04,wnba__wnba_04.mp4,22527,9,baseline,false,,
wnba__wnba_04,wnba__wnba_04.mp4,22527,9,free_throw,false,,
wnba__wnba_04,wnba__wnba_04.mp4,22527,9,lane_left,false,,
wnba__wnba_04,wnba__wnba_04.mp4,22527,9,lane_right,false,,
wnba__wnba_04,wnba__wnba_04.mp4,25738,10,baseline,true,0,637.500425
wnba__wnba_04,wnba__wnba_04.mp4,25738,10,free_throw,true,26,620.000144
wnba__wnba_04,wnba__wnba_04.mp4,25738,10,lane_left,true,45,46.580275
wnba__wnba_04,wnba__wnba_04.mp4,25738,10,lane_right,true,31,43.882601
wnba__wnba_04,wnba__wnba_04.mp4,27827,11,baseline,false,,
wnba__wnba_04,wnba__wnba_04.mp4,27827,11,free_throw,false,,
wnba__wnba_04,wnba__wnba_04.mp4,27827,11,lane_left,false,,
wnba__wnba_04,wnba__wnba_04.mp4,27827,11,lane_right,false,,
wnba__wnba_05,wnba__wnba_05.mp4,73,0,baseline,false,,
wnba__wnba_05,wnba__wnba_05.mp4,73,0,free_throw,false,,
wnba__wnba_05,wnba__wnba_05.mp4,73,0,lane_left,false,,
wnba__wnba_05,wnba__wnba_05.mp4,73,0,lane_right,false,,
wnba__wnba_05,wnba__wnba_05.mp4,3512,1,baseline,false,,
