source_name,validated_fps,fps_basis,avg_frame_rate,r_frame_rate,retained,pts_count,first_pts,last_pts,available_span_s,monotonic,rate_validated,uniform_steps,off_grid_steps,duplicate_pts_steps,dropped_frames,max_interval_error_s
nba__Ktu6yFS9iMo_s1311.mp4,59.94005994005994,TWO_READER_AGREEMENT,357435000/5963207,60000/1001,True,7793,0.0,130.0299,130.04658333333333,False,True,False,0,26,28,0.03336066666665221
nba__Ktu6yFS9iMo_s4974.mp4,59.94005994005994,TWO_READER_AGREEMENT,721440000/12036023,60000/1001,True,7794,0.0,130.0299,130.04658333333333,False,True,False,0,26,27,0.01668366666667214
nba__L7o4UCIIqS4_s1373.mp4,59.94005994005994,TWO_READER_AGREEMENT,355635000/5933177,60000/1001,True,7793,0.0,130.013222,130.02990533333335,True,True,False,0,0,1,0.01668266666666756
nba__L7o4UCIIqS4_s5222.mp4,59.94005994005994,TWO_READER_AGREEMENT,708570000/11821309,60000/1001,True,7794,0.0,130.0299,130.04658333333333,True,True,False,0,0,1,0.016683666666665035
nba__oL9Uaie2v2A_s1264.mp4,59.94005994005994,TWO_READER_AGREEMENT,88087500/1469593,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
nba__oL9Uaie2v2A_s2438.mp4,59.94005994005994,TWO_READER_AGREEMENT,360810000/6019513,60000/1001,True,7794,0.0,130.0299,130.04658333333333,True,True,False,0,0,1,0.016683666666665035
nba__oL9Uaie2v2A_s3612.mp4,59.94005994005994,TWO_READER_AGREEMENT,709650000/11839327,60000/1001,True,7793,0.0,130.013222,130.02990533333335,True,True,False,0,0,1,0.01668266666666756
nba__oL9Uaie2v2A_s4786.mp4,59.94005994005994,TWO_READER_AGREEMENT,70263000/1172221,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
nba__oL9Uaie2v2A_s5960.mp4,59.94005994005994,TWO_READER_AGREEMENT,22786875/380161,60000/1001,True,7793,0.0,130.013211,130.02989433333335,True,True,False,0,0,1,0.016683666666665035
nba__oL9Uaie2v2A_s90.mp4,59.94005994005994,TWO_READER_AGREEMENT,353970000/5905399,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
nba__spBCthmSgks_s1395.mp4,23.976023976023978,TWO_READER_AGREEMENT,7892500/329183,24000/1001,True,3118,0.0,130.13,130.17170833333333,True,True,False,0,0,3,0.12512466666666355
nba__spBCthmSgks_s2700.mp4,23.976023976023978,TWO_READER_AGREEMENT,96420000/4021517,24000/1001,True,3118,0.0,130.171711,130.21341933333332,True,True,False,0,0,4,0.16683566666665584
nba__spBCthmSgks_s4005.mp4,23.976023976023978,TWO_READER_AGREEMENT,94260000/3931427,24000/1001,True,3118,0.0,130.046589,130.08829733333334,True,True,False,0,0,1,0.04171366666667965
nba__spBCthmSgks_s5310.mp4,23.976023976023978,TWO_READER_AGREEMENT,57582000/2401649,24000/1001,True,3118,0.0,130.046589,130.08829733333334,True,True,False,0,0,1,0.04171366666667965
nba__spBCthmSgks_s6615.mp4,23.976023976023978,TWO_READER_AGREEMENT,281520000/11741729,24000/1001,True,3118,0.0,130.046578,130.08828633333334,True,True,False,0,0,1,0.041702666666679
nba__spBCthmSgks_s90.mp4,23.976023976023978,TWO_READER_AGREEMENT,18157500/757319,24000/1001,True,3118,0.0,130.046578,130.08828633333334,True,True,False,0,0,1,0.041702666666679
nba__zKcsXawOrxU_s1553.mp4,30.0,TWO_READER_AGREEMENT,30/1,30/1,True,3901,0.0,130.0,130.03333333333333,True,True,True,0,0,0,6.666666915108865e-07
nba__zKcsXawOrxU_s3016.mp4,30.0,TWO_READER_AGREEMENT,30/1,30/1,True,3901,0.0,130.0,130.03333333333333,True,True,True,0,0,0,6.666666915108865e-07
nba__zKcsXawOrxU_s4479.mp4,30.0,TWO_READER_AGREEMENT,30/1,30/1,True,3901,0.0,130.066667,130.10000033333333,True,True,False,0,0,2,0.06666666666666099
nba__zKcsXawOrxU_s5942.mp4,30.0,TWO_READER_AGREEMENT,30/1,30/1,True,3901,0.0,130.033333,130.06666633333333,True,True,False,0,0,1,0.03333266666666456
nba__zKcsXawOrxU_s7405.mp4,30.0,TWO_READER_AGREEMENT,30/1,30/1,True,3901,0.0,130.066667,130.10000033333333,True,True,False,0,0,2,0.06666666666666099
nba__zKcsXawOrxU_s90.mp4,30.0,TWO_READER_AGREEMENT,30/1,30/1,True,3901,0.0,130.0,130.03333333333333,True,True,True,0,0,0,6.666666915108865e-07
ncaa_basketball__6rQ2sV4upfc_s4347.mp4,59.94005994005994,TWO_READER_AGREEMENT,704250000/11749237,60000/1001,True,7793,0.0,129.996533,130.01321633333333,False,True,False,0,25,25,0.016683666666679246
ncaa_basketball__6rQ2sV4upfc_s90.mp4,59.94005994005994,TWO_READER_AGREEMENT,721800000/12042029,60000/1001,True,7793,0.0,130.013211,130.02989433333335,False,True,False,0,26,27,0.01668366666667214
ncaa_basketball__7blRl4zVfrY_s2356.mp4,59.94005994005994,TWO_READER_AGREEMENT,351450000/5863357,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__FyMWTVsJvv8_s4332.mp4,59.94005994005994,TWO_READER_AGREEMENT,719640000/12005993,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__FyMWTVsJvv8_s90.mp4,59.94005994005994,TWO_READER_AGREEMENT,726480000/12120107,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,59.94005994005994,TWO_READER_AGREEMENT,3630150/60563,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,59.94005994005994,TWO_READER_AGREEMENT,90247500/1505629,60000/1001,True,7793,0.0,129.996533,130.01321633333333,False,True,False,0,25,25,0.016683666666679246
ncaa_basketball__IpR4pT8iN0Y_s90.mp4,59.94005994005994,TWO_READER_AGREEMENT,22066875/368149,60000/1001,True,7793,0.0,130.063267,130.07995033333333,False,True,False,0,24,28,0.06673966666664871
ncaa_basketball__KZK9rv9TnGE_s2858.mp4,59.94005994005994,TWO_READER_AGREEMENT,178875000/2984231,60000/1001,True,7793,0.0,130.0299,130.04658333333333,True,True,False,0,0,2,0.033372666666650334
ncaa_basketball__KZK9rv9TnGE_s7010.mp4,59.94005994005994,TWO_READER_AGREEMENT,22066875/368149,60000/1001,True,7794,0.0,130.013222,130.02990533333335,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__dAy3tnlu3EQ_s2914.mp4,59.94005994005994,TWO_READER_AGREEMENT,178447500/2977099,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__qTXrSRHHR2M_s1176.mp4,59.94005994005994,TWO_READER_AGREEMENT,359595000/5999243,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__qTXrSRHHR2M_s2262.mp4,59.94005994005994,TWO_READER_AGREEMENT,353970000/5905399,60000/1001,True,7793,0.0,130.013211,130.02989433333335,True,True,False,0,0,1,0.016683666666665035
ncaa_basketball__qTXrSRHHR2M_s3348.mp4,59.94005994005994,TWO_READER_AGREEMENT,714690000/11923411,60000/1001,True,7793,0.0,130.013222,130.02990533333335,True,True,False,0,0,1,0.01668266666666756
ncaa_basketball__qTXrSRHHR2M_s4434.mp4,59.94005994005994,TWO_READER_AGREEMENT,720720000/12024011,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__qTXrSRHHR2M_s5520.mp4,59.94005994005994,TWO_READER_AGREEMENT,709650000/11839327,60000/1001,True,7793,0.0,130.0299,130.04658333333333,True,True,False,0,0,2,0.03336066666665221
ncaa_basketball__qTXrSRHHR2M_s90.mp4,59.94005994005994,TWO_READER_AGREEMENT,90247500/1505629,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__s-0Y7aLxXgM_s1275.mp4,59.94005994005994,TWO_READER_AGREEMENT,709290000/11833321,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__s-0Y7aLxXgM_s2460.mp4,59.94005994005994,TWO_READER_AGREEMENT,718200000/11981969,60000/1001,True,7793,0.0,130.013211,130.02989433333335,True,True,False,0,0,1,0.016683666666665035
ncaa_basketball__s-0Y7aLxXgM_s3645.mp4,59.94005994005994,TWO_READER_AGREEMENT,89313750/1490051,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__s-0Y7aLxXgM_s4830.mp4,59.94005994005994,TWO_READER_AGREEMENT,35343000/589639,60000/1001,True,7793,0.0,130.013211,130.02989433333335,True,True,False,0,0,1,0.016683666666665035
ncaa_basketball__s-0Y7aLxXgM_s90.mp4,59.94005994005994,TWO_READER_AGREEMENT,356490000/5947441,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
wnba__J8pMOFvFlsU_s1384.mp4,,,,,True,0,,,,,False,False,,,,
wnba__J8pMOFvFlsU_s2678.mp4,,,,,True,0,,,,,False,False,,,,
wnba__J8pMOFvFlsU_s3972.mp4,,,,,True,0,,,,,False,False,,,,
wnba__J8pMOFvFlsU_s90.mp4,,,,,True,0,,,,,False,False,,,,
wnba__xv0WyG7_99c_s1200.mp4,,,,,True,0,,,,,False,False,,,,
wnba__xv0WyG7_99c_s2310.mp4,,,,,True,0,,,,,False,False,,,,
wnba__xv0WyG7_99c_s3420.mp4,,,,,True,0,,,,,False,False,,,,
wnba__xv0WyG7_99c_s4530.mp4,,,,,True,0,,,,,False,False,,,,
