token,path,line,changed_by_proposal,alias_note
--frames,src/pipeline/tracking_pipeline.py,161,False,"argv value only, when the daemon passes its probe"
max_frames,src/pipeline/tracking_pipeline.py,161,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/pipeline/unified_pipeline.py,622,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/pipeline/unified_pipeline.py,631,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/pipeline/unified_pipeline.py,641,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/pipeline/unified_pipeline.py,1534,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/pipeline/unified_pipeline.py,1536,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/pipeline/unified_pipeline.py,1537,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/pipeline/unified_pipeline.py,1559,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/pipeline/unified_pipeline.py,1588,False,"preserved run_clip and pipeline name, untouched"
_VRAM_FLUSH_INTERVAL,src/pipeline/unified_pipeline.py,1656,False,must not move
max_frames,src/pipeline/unified_pipeline.py,1680,False,"preserved run_clip and pipeline name, untouched"
_VRAM_FLUSH_INTERVAL,src/pipeline/unified_pipeline.py,2084,False,must not move
evaluated_frames,src/pipeline/unified_pipeline.py,3063,False,"preserved alias, untouched"
--frames,src/pipeline/unified_pipeline.py,4782,False,"argv value only, when the daemon passes its probe"
max_frames,src/pipeline/unified_pipeline.py,4794,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/tracking/evaluate.py,50,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/tracking/evaluate.py,60,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/tracking/evaluate.py,77,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/tracking/evaluate.py,470,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/tracking/evaluate.py,479,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/tracking/evaluate.py,485,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/tracking/evaluate.py,493,False,"preserved run_clip and pipeline name, untouched"
--frames,src/tracking/evaluate.py,597,False,"argv value only, when the daemon passes its probe"
max_frames,src/tracking/evaluate.py,602,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/tracking/video_handler.py,37,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/tracking/video_handler.py,42,False,"preserved run_clip and pipeline name, untouched"
max_frames,src/tracking/video_handler.py,58,False,"preserved run_clip and pipeline name, untouched"
_VRAM_FLUSH_INTERVAL,tests/ingest/test_preflight_checks.py,63,False,must not move
_VRAM_FLUSH_INTERVAL,tests/ingest/test_preflight_checks.py,64,False,must not move
_VRAM_FLUSH_INTERVAL,tests/ingest/test_preflight_checks.py,66,False,must not move
decoded_frames,tests/platformkit/test_g309_multigame_census.py,60,False,"preserved alias, untouched"
decoded_frames,tests/platformkit/test_g309_multigame_census.py,63,False,"preserved alias, untouched"
decoded_frames,tests/platformkit/test_g309_multigame_census.py,94,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g310_instance_key.py,69,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g310_instance_key.py,90,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g310_instance_key.py,94,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g310_instance_key.py,95,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g310_instance_key.py,108,False,"preserved alias, untouched"
decoded_frames,tests/platformkit/test_g311_proxies.py,63,False,"preserved alias, untouched"
max_frames,tests/platformkit/test_g312_coverage_denominator.py,21,False,"preserved run_clip and pipeline name, untouched"
decoded_frames,tests/platformkit/test_g312_coverage_denominator.py,31,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g312_coverage_denominator.py,31,False,"preserved alias, untouched"
max_frames,tests/platformkit/test_g312_coverage_denominator.py,32,False,"preserved run_clip and pipeline name, untouched"
max_frames,tests/platformkit/test_g312_coverage_denominator.py,50,False,"preserved run_clip and pipeline name, untouched"
max_frames,tests/platformkit/test_g312_coverage_denominator.py,58,False,"preserved run_clip and pipeline name, untouched"
evaluated_frames,tests/platformkit/test_g312_coverage_denominator.py,71,False,"preserved alias, untouched"
max_frames,tests/platformkit/test_g312_coverage_denominator.py,73,False,"preserved run_clip and pipeline name, untouched"
max_frames,tests/platformkit/test_g312_coverage_denominator.py,83,False,"preserved run_clip and pipeline name, untouched"
evaluated_frames,tests/platformkit/test_g312_coverage_denominator.py,91,False,"preserved alias, untouched"
max_frames,tests/platformkit/test_g312_coverage_denominator.py,92,False,"preserved run_clip and pipeline name, untouched"
decoded_frames,tests/platformkit/test_g312_coverage_denominator.py,110,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g312_coverage_denominator.py,110,False,"preserved alias, untouched"
decoded_frames,tests/platformkit/test_g328_daemon_worker_accounting.py,42,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g328_daemon_worker_accounting.py,42,False,"preserved alias, untouched"
decoded_frames,tests/platformkit/test_g329_degenerate_resume.py,120,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g329_degenerate_resume.py,120,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,10,False,"preserved alias, untouched"
max_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,15,False,"preserved run_clip and pipeline name, untouched"
decoded_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,22,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,23,False,"preserved alias, untouched"
max_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,23,False,"preserved run_clip and pipeline name, untouched"
evaluated_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,39,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,40,False,"preserved alias, untouched"
decoded_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,41,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,63,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,67,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,70,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,75,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,76,False,"preserved alias, untouched"
evaluated_frame_count,tests/platformkit/test_g333_producer_diffs.py,246,False,"preserved sidecar name, untouched"
decoded_frames,tests/platformkit/test_g333_producer_diffs.py,248,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g333_producer_diffs.py,249,False,"preserved alias, untouched"
decoded_frames,tests/platformkit/test_g333_producer_diffs.py,250,False,"preserved alias, untouched"
max_frames,tests/platformkit/test_g333_producer_diffs.py,250,False,"preserved run_clip and pipeline name, untouched"
max_frames,tests/platformkit/test_g333_producer_diffs.py,252,False,"preserved run_clip and pipeline name, untouched"
max_frames,tests/platformkit/test_g333_producer_diffs.py,253,False,"preserved run_clip and pipeline name, untouched"
evaluated_frames,tests/platformkit/test_g333_producer_diffs.py,261,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g333_producer_diffs.py,266,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g333_producer_diffs.py,269,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g333_producer_diffs.py,271,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g333_producer_diffs.py,272,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g333_producer_diffs.py,276,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g333_producer_diffs.py,281,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g333_producer_diffs.py,284,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g336_track_id_continuity.py,40,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g366_gate_confirmation.py,92,False,"preserved alias, untouched"
decoded_frames,tests/platformkit/test_g366_gate_confirmation.py,93,False,"preserved alias, untouched"
decoded_frames,tests/platformkit/test_g370_admission_v0.py,141,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g370_admission_v0.py,141,False,"preserved alias, untouched"
decoded_frames,tests/platformkit/test_g370_admission_v0.py,145,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g370_admission_v0.py,146,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g370_admission_v0.py,188,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g370_admission_v0.py,190,False,"preserved alias, untouched"
decoded_frames,tests/platformkit/test_g376_declared_tick_observations.py,23,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g376_declared_tick_observations.py,23,False,"preserved alias, untouched"
evaluated_frames,tests/platformkit/test_g376_declared_tick_observations.py,129,False,"preserved alias, untouched"
build_command,tests/platformkit/test_g401_fps_cap_duration.py,7,False,signature gains an optional trailing argument
source_frame_count,tests/platformkit/test_g401_fps_cap_duration.py,194,False,"preserved alias, untouched"
build_command,tests/platformkit/test_g401_fps_cap_duration.py,219,False,signature gains an optional trailing argument
_VRAM_FLUSH_INTERVAL,tests/platformkit/test_g401_fps_cap_duration.py,257,False,must not move
_VRAM_FLUSH_INTERVAL,tests/platformkit/test_g401_fps_cap_duration.py,260,False,must not move
build_command,tests/platformkit/test_g401_fps_cap_duration.py,269,False,signature gains an optional trailing argument
--frames,tests/platformkit/test_g401_fps_cap_duration.py,269,False,"argv value only, when the daemon passes its probe"
_VRAM_FLUSH_INTERVAL,tests/platformkit/test_g401_fps_cap_duration.py,270,False,must not move
max_frames,tests/test_dengw.py,7,False,"preserved run_clip and pipeline name, untouched"
--frames,tests/test_hardening.py,1431,False,"argv value only, when the daemon passes its probe"
--frames,tests/test_hardening.py,1443,False,"argv value only, when the daemon passes its probe"
max_frames,tests/test_pipeline_e2e.py,160,False,"preserved run_clip and pipeline name, untouched"
max_frames,tests/test_pipeline_smoke.py,259,False,"preserved run_clip and pipeline name, untouched"
max_frames,tests/test_pipeline_smoke.py,282,False,"preserved run_clip and pipeline name, untouched"
--frames,tests/test_tracker.py,7,False,"argv value only, when the daemon passes its probe"
max_frames,tests/test_tracker.py,44,False,"preserved run_clip and pipeline name, untouched"
max_frames,tests/test_tracker.py,49,False,"preserved run_clip and pipeline name, untouched"
max_frames,tests/test_tracker.py,52,False,"preserved run_clip and pipeline name, untouched"
max_frames,tests/test_tracker.py,79,False,"preserved run_clip and pipeline name, untouched"
max_frames,tests/test_tracker.py,80,False,"preserved run_clip and pipeline name, untouched"
--frames,tests/test_tracker.py,104,False,"argv value only, when the daemon passes its probe"
--frames,tests/validate_pipeline.py,18,False,"argv value only, when the daemon passes its probe"
--frames,tests/validate_pipeline.py,498,False,"argv value only, when the daemon passes its probe"
--frames,tests/validate_pipeline.py,512,False,"argv value only, when the daemon passes its probe"
