name,pod_sha256,pc_sha256,bytes,raw_byte_match
nba__oL9Uaie2v2A_s2438.mp4,083be07558717cdfc7f4aa2375b99132e90b1130a2a3fe9452e66eafb5693744,083be07558717cdfc7f4aa2375b99132e90b1130a2a3fe9452e66eafb5693744,50026054,True
nba__oL9Uaie2v2A_s3612.mp4,6daa30e114439d58fde7fac9fa0f4a5d372fda172f3ec07c01c3dbc6e22f1b84,6daa30e114439d58fde7fac9fa0f4a5d372fda172f3ec07c01c3dbc6e22f1b84,52870843,True
nba__oL9Uaie2v2A_s4786.mp4,4170cd97cecc2f77d27e6606afe0cdc01b623032ec72eac72aee40c3bda8e839,4170cd97cecc2f77d27e6606afe0cdc01b623032ec72eac72aee40c3bda8e839,52169707,True
nba__oL9Uaie2v2A_s5960.mp4,973783b470a0e9999cb2cc543c966313b80a5a6b5c3a9e8c6bee80bd754c676f,973783b470a0e9999cb2cc543c966313b80a5a6b5c3a9e8c6bee80bd754c676f,40086716,True
nba__oL9Uaie2v2A_s90.mp4,a8224d631936fe1330e98be0b081daed32386ef42af33c7ac161b5aa3cf9864b,a8224d631936fe1330e98be0b081daed32386ef42af33c7ac161b5aa3cf9864b,42737967,True
nba__spBCthmSgks_s1395.mp4,24cb079e9c539710ffe40992d8741ca7abaa8880cc52813b6766ca7ad2469b6d,24cb079e9c539710ffe40992d8741ca7abaa8880cc52813b6766ca7ad2469b6d,35479793,True
nba__spBCthmSgks_s2700.mp4,f5194c9b5df95939d1189506ea11d8dbf629ae965803e890eaefaeed2034020d,f5194c9b5df95939d1189506ea11d8dbf629ae965803e890eaefaeed2034020d,35546196,True
nba__spBCthmSgks_s4005.mp4,b9d4098cded1894fc68f7ee09a09de40f52dd3f1a7a1ce31e51666a44616ef2f,b9d4098cded1894fc68f7ee09a09de40f52dd3f1a7a1ce31e51666a44616ef2f,34779310,True
nba__spBCthmSgks_s5310.mp4,015600cd9afcb9bac55accfca8c94ab90599a956ed9b299a9d213488ae4ef489,015600cd9afcb9bac55accfca8c94ab90599a956ed9b299a9d213488ae4ef489,35866968,True
nba__spBCthmSgks_s6615.mp4,fa777919e0831fa385b578e145e19aa2ea83fbc9a532d28d929303f8f03ca5a2,fa777919e0831fa385b578e145e19aa2ea83fbc9a532d28d929303f8f03ca5a2,35458450,True
nba__spBCthmSgks_s90.mp4,7c4390edbb420b0707a7adfcca20d6ca3023ecac4a2a8e8a62c82a04834a1be3,7c4390edbb420b0707a7adfcca20d6ca3023ecac4a2a8e8a62c82a04834a1be3,36078319,True
nba__zKcsXawOrxU_s1553.mp4,2b44f31d6960774193bf69841bd11f967fe0744dd3f8911f81019402b8e3eb90,2b44f31d6960774193bf69841bd11f967fe0744dd3f8911f81019402b8e3eb90,32805297,True
nba__zKcsXawOrxU_s3016.mp4,b55b1919f49ce38a35d43d4769c0a45b01318f7062c07c92f25926e3b32ec02b,b55b1919f49ce38a35d43d4769c0a45b01318f7062c07c92f25926e3b32ec02b,32873394,True
nba__zKcsXawOrxU_s4479.mp4,f6fd7060a14153b84b3afbeb86a57ca9c06a1b6d9067a7198ae9039898cc273e,f6fd7060a14153b84b3afbeb86a57ca9c06a1b6d9067a7198ae9039898cc273e,31938064,True
nba__zKcsXawOrxU_s5942.mp4,71955e74dabf608649fe0b67524ca0e323007e21e2ed481ec7347210fb28f42d,71955e74dabf608649fe0b67524ca0e323007e21e2ed481ec7347210fb28f42d,30543785,True
nba__zKcsXawOrxU_s7405.mp4,fd3831ccde533445675b6a67ce9cdc99e453a7c4afd70415cc132e6bc266ef73,fd3831ccde533445675b6a67ce9cdc99e453a7c4afd70415cc132e6bc266ef73,12476757,True
nba__zKcsXawOrxU_s90.mp4,81ac5652f6f9e8eff1e301792db926843376b0f38a7d63dd1143a27093ac0c36,81ac5652f6f9e8eff1e301792db926843376b0f38a7d63dd1143a27093ac0c36,31084652,True
ncaa_basketball__6rQ2sV4upfc_s4347.mp4,9a32663c2072337b85422e463836421bbe65681c4751dd5fbb347661f09c462c,9a32663c2072337b85422e463836421bbe65681c4751dd5fbb347661f09c462c,52188825,True
ncaa_basketball__6rQ2sV4upfc_s90.mp4,8cf60bd1df8a9b74c7126efcf14219fd356040e62923f4f07fdb089661ffcee5,8cf60bd1df8a9b74c7126efcf14219fd356040e62923f4f07fdb089661ffcee5,54041007,True
ncaa_basketball__7blRl4zVfrY_s2356.mp4,ef4ade8f1b46410ad2a452d389a19c9e7a3a7ec2fedff7389f446e3285981ea7,ef4ade8f1b46410ad2a452d389a19c9e7a3a7ec2fedff7389f446e3285981ea7,56478743,True
ncaa_basketball__dAy3tnlu3EQ_s2914.mp4,351c95528ab0c8b078a4a502485ea0b977b973d824b498e76cd3663728c40841,351c95528ab0c8b078a4a502485ea0b977b973d824b498e76cd3663728c40841,52008265,True
ncaa_basketball__FyMWTVsJvv8_s4332.mp4,378f11f7d00dc6c7f75b4c1ca6f7331b5950a3d6491d14fb254ef62f1bf9cf80,378f11f7d00dc6c7f75b4c1ca6f7331b5950a3d6491d14fb254ef62f1bf9cf80,57043679,True
ncaa_basketball__FyMWTVsJvv8_s90.mp4,99dcfaa96a4a419dc4df9c1eb80f5494c8b3fa8bd51be462570eb0b80a673957,99dcfaa96a4a419dc4df9c1eb80f5494c8b3fa8bd51be462570eb0b80a673957,58427269,True
ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,b175030e1237c857424b6d449d8138dde0f94f389227f0a4afa4dbda195a13de,b175030e1237c857424b6d449d8138dde0f94f389227f0a4afa4dbda195a13de,56676340,True
ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,b759425f9be982b2a38e48b165364e1c159031e2aec312f7ce9640424241b882,b759425f9be982b2a38e48b165364e1c159031e2aec312f7ce9640424241b882,53781321,True
ncaa_basketball__IpR4pT8iN0Y_s90.mp4,dd151d31a85857e0933192d1a032670f74c2b72f5753f4f4f82190ef82568594,dd151d31a85857e0933192d1a032670f74c2b72f5753f4f4f82190ef82568594,53555283,True
ncaa_basketball__KZK9rv9TnGE_s2858.mp4,c8cdc0843e0dc1fe9017db43d681a45712444f6f53debb7a73c82bc2439c332f,c8cdc0843e0dc1fe9017db43d681a45712444f6f53debb7a73c82bc2439c332f,56773280,True
ncaa_basketball__KZK9rv9TnGE_s7010.mp4,ff08f42fc407650ced673a86a2a45ce5fba92cacdfb39a428f7779a9d81f92cd,ff08f42fc407650ced673a86a2a45ce5fba92cacdfb39a428f7779a9d81f92cd,56448407,True
ncaa_basketball__qTXrSRHHR2M_s1176.mp4,09ce5c2bc7aa82e0ababd37f2fd1ef686efdc7034eee83299b9a58cc9751204b,09ce5c2bc7aa82e0ababd37f2fd1ef686efdc7034eee83299b9a58cc9751204b,55295560,True
ncaa_basketball__qTXrSRHHR2M_s2262.mp4,7f076a1a4b3935c5912f35f831aada9b130f176f40736535837f96917162894b,7f076a1a4b3935c5912f35f831aada9b130f176f40736535837f96917162894b,56808008,True
ncaa_basketball__qTXrSRHHR2M_s3348.mp4,7e6352279cc9219d846963128790e47545389adc81a425d0f808eb0d3e504e5e,7e6352279cc9219d846963128790e47545389adc81a425d0f808eb0d3e504e5e,47134657,True
ncaa_basketball__qTXrSRHHR2M_s4434.mp4,1b93f3a24ea0835ab220f08bae0c87baecaecc51db43b6150ab83ee7597dcb22,1b93f3a24ea0835ab220f08bae0c87baecaecc51db43b6150ab83ee7597dcb22,57333697,True
ncaa_basketball__qTXrSRHHR2M_s5520.mp4,02480104aababed82253f0937a7b43228e912275ac8650149762659919346672,02480104aababed82253f0937a7b43228e912275ac8650149762659919346672,53630393,True
ncaa_basketball__qTXrSRHHR2M_s90.mp4,ad2dc332ed60aaf82447225c3c00938ddf71eff73295c1119c6ffe2afc43f8dc,ad2dc332ed60aaf82447225c3c00938ddf71eff73295c1119c6ffe2afc43f8dc,57394972,True
ncaa_basketball__s-0Y7aLxXgM_s1275.mp4,f237a5cb4ab3e88218e632df9961a586bff4d955d7721926152028501a271b84,f237a5cb4ab3e88218e632df9961a586bff4d955d7721926152028501a271b84,55405416,True
ncaa_basketball__s-0Y7aLxXgM_s2460.mp4,00434a7138bfcb9d46297a9d0a851a4808c6cfae3d0b50cb6aef2d4ccaa212c0,00434a7138bfcb9d46297a9d0a851a4808c6cfae3d0b50cb6aef2d4ccaa212c0,55664026,True
ncaa_basketball__s-0Y7aLxXgM_s3645.mp4,bc72d87f7c2a7803d553efd4397d0257f495489c92bb207d9852c811e382e260,bc72d87f7c2a7803d553efd4397d0257f495489c92bb207d9852c811e382e260,56736244,True
ncaa_basketball__s-0Y7aLxXgM_s4830.mp4,57712e03d9af9728fa4927f3e8d2ade44d855fb2abc719e86d8c64d4c883d0b2,57712e03d9af9728fa4927f3e8d2ade44d855fb2abc719e86d8c64d4c883d0b2,54805277,True
ncaa_basketball__s-0Y7aLxXgM_s90.mp4,1085ecb1ab9e88f74725ec5dd0a06d90fc2d11b845997e89a09d9d4059d09a5d,1085ecb1ab9e88f74725ec5dd0a06d90fc2d11b845997e89a09d9d4059d09a5d,57272045,True
wnba__J8pMOFvFlsU_s1384.mp4,4c1d058692f70800de83c62d500663c409836f17583b63eee686417819291104,4c1d058692f70800de83c62d500663c409836f17583b63eee686417819291104,42176869,True
wnba__J8pMOFvFlsU_s2678.mp4,f670db517e54ca5792fc89db6b6518e1885bcbd1a484d63e901af41455b32c29,f670db517e54ca5792fc89db6b6518e1885bcbd1a484d63e901af41455b32c29,45300421,True
wnba__J8pMOFvFlsU_s3972.mp4,3de8f9f051dcc218266201eb853db4a06f52025bdd70cadd3e6532e1d1b422f2,3de8f9f051dcc218266201eb853db4a06f52025bdd70cadd3e6532e1d1b422f2,44234735,True
wnba__J8pMOFvFlsU_s90.mp4,59c10e316187abf81295f6d2c8310d6cfc9991b588f007aa59d9e8f2c29b4450,59c10e316187abf81295f6d2c8310d6cfc9991b588f007aa59d9e8f2c29b4450,44642137,True
wnba__xv0WyG7_99c_s1200.mp4,19161e47d3317d67f754340c00c03406830879b772e2d41c2fc00913dc894b53,19161e47d3317d67f754340c00c03406830879b772e2d41c2fc00913dc894b53,54435376,True
wnba__xv0WyG7_99c_s2310.mp4,5dfcca7e23fd7bb2d001ae14f1f83017df16b350be887d1bc36224f437cf8720,5dfcca7e23fd7bb2d001ae14f1f83017df16b350be887d1bc36224f437cf8720,56416669,True
wnba__xv0WyG7_99c_s3420.mp4,31fd82ac7628ba79864de6acaa2e07a31b555f2a317a8cec93cb5139eca7212d,31fd82ac7628ba79864de6acaa2e07a31b555f2a317a8cec93cb5139eca7212d,50969750,True
wnba__xv0WyG7_99c_s4530.mp4,5398cdc3ed36f2123eef01738d010d8234294e1e15d7bb3246a245054929b45c,5398cdc3ed36f2123eef01738d010d8234294e1e15d7bb3246a245054929b45c,52154279,True
