source_name,arm,admitted_frames,first_admitted_index,last_admitted_index,contiguous,admitted_index_list_sha256,termination_reason,draw_j
nba__H1-Ns9IU-JM_s90.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,6
nba__H1-Ns9IU-JM_s90.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,6
nba__H1-Ns9IU-JM_s90.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,6
nba__H1-Ns9IU-JM_s4314.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,7
nba__H1-Ns9IU-JM_s4314.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,7
nba__H1-Ns9IU-JM_s4314.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,7
nba__Kh7Fj4ogPN4_s1262.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,8
nba__Kh7Fj4ogPN4_s1262.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,8
nba__Kh7Fj4ogPN4_s1262.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,8
nba__Kh7Fj4ogPN4_s4778.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,9
nba__Kh7Fj4ogPN4_s4778.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,9
nba__Kh7Fj4ogPN4_s4778.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,9
nba__Ktu6yFS9iMo_s1311.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,10
nba__Ktu6yFS9iMo_s1311.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,10
nba__Ktu6yFS9iMo_s1311.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,10
nba__Ktu6yFS9iMo_s4974.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,11
nba__Ktu6yFS9iMo_s4974.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,11
nba__Ktu6yFS9iMo_s4974.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,11
nba__L7o4UCIIqS4_s1373.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,12
nba__L7o4UCIIqS4_s1373.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,12
nba__L7o4UCIIqS4_s1373.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,12
nba__L7o4UCIIqS4_s5222.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,13
nba__L7o4UCIIqS4_s5222.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,13
nba__L7o4UCIIqS4_s5222.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,13
nba__oL9Uaie2v2A_s2438.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,14
nba__oL9Uaie2v2A_s2438.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,14
nba__oL9Uaie2v2A_s2438.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,14
ncaa_basketball__6rQ2sV4upfc_s90.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,15
ncaa_basketball__6rQ2sV4upfc_s90.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,15
ncaa_basketball__6rQ2sV4upfc_s90.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,15
ncaa_basketball__6rQ2sV4upfc_s4347.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,16
ncaa_basketball__6rQ2sV4upfc_s4347.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,16
ncaa_basketball__6rQ2sV4upfc_s4347.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,16
ncaa_basketball__7blRl4zVfrY_s2356.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,17
ncaa_basketball__7blRl4zVfrY_s2356.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,17
ncaa_basketball__7blRl4zVfrY_s2356.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,17
ncaa_basketball__FyMWTVsJvv8_s90.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,18
ncaa_basketball__FyMWTVsJvv8_s90.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,18
ncaa_basketball__FyMWTVsJvv8_s90.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,18
ncaa_basketball__FyMWTVsJvv8_s4332.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,19
ncaa_basketball__FyMWTVsJvv8_s4332.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,19
ncaa_basketball__FyMWTVsJvv8_s4332.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,19
ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,20
ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,20
ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,20
ncaa_basketball__IpR4pT8iN0Y_s90.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,21
ncaa_basketball__IpR4pT8iN0Y_s90.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,21
ncaa_basketball__IpR4pT8iN0Y_s90.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,21
ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,22
ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,22
ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,22
ncaa_basketball__KZK9rv9TnGE_s2858.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,23
ncaa_basketball__KZK9rv9TnGE_s2858.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,23
ncaa_basketball__KZK9rv9TnGE_s2858.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,23
ncaa_basketball__KZK9rv9TnGE_s7010.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,24
ncaa_basketball__KZK9rv9TnGE_s7010.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,24
ncaa_basketball__KZK9rv9TnGE_s7010.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,24
ncaa_basketball__dAy3tnlu3EQ_s2914.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,25
ncaa_basketball__dAy3tnlu3EQ_s2914.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,25
ncaa_basketball__dAy3tnlu3EQ_s2914.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,25
ncaa_basketball__qTXrSRHHR2M_s1176.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,26
ncaa_basketball__qTXrSRHHR2M_s1176.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,26
ncaa_basketball__qTXrSRHHR2M_s1176.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,26
ncaa_basketball__qTXrSRHHR2M_s4434.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,27
ncaa_basketball__qTXrSRHHR2M_s4434.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,27
ncaa_basketball__qTXrSRHHR2M_s4434.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,27
ncaa_basketball__s-0Y7aLxXgM_s1275.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,28
ncaa_basketball__s-0Y7aLxXgM_s1275.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,28
ncaa_basketball__s-0Y7aLxXgM_s1275.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,28
ncaa_basketball__s-0Y7aLxXgM_s4830.mp4,A_legacy_frame_cap_3000,3000,0,2999,True,62e9ded1dbdbee6d6412977894478140be0213ae992eb30cf2e1f1e5164379cd,FRAME_CAP,29
ncaa_basketball__s-0Y7aLxXgM_s4830.mp4,B_g401_fps_frame_cap,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,FRAME_CAP,29
ncaa_basketball__s-0Y7aLxXgM_s4830.mp4,C_proposed_pts_stop,5995,0,5994,True,372a814d0cfe91d6d61bec5b527314c091afb7cab5c9348901a3018c98545336,DEADLINE,29
