section,frame,player_id,bbox_x1_milli_px,bbox_y1_milli_px,bbox_x2_milli_px,bbox_y2_milli_px
nba_0081,000606,000006,736000,098000,952000,668000
nba_0081,000606,000007,386000,040000,600000,670000
nba_0081,000606,000004,387101,047468,599010,670642
nba_0081,000606,000008,566087,077369,778913,668282
nba_0081,000609,000001,918000,067000,1198000,668000
nba_0081,000609,000002,567000,072000,778000,671000
nba_0081,000609,000004,385000,038000,599000,671000
nba_0081,000609,000006,735000,100000,954000,669000
nba_0081,000609,000008,566087,077137,778913,668050
nba_0081,000612,000001,918000,067000,1189000,667000
nba_0081,000612,000002,566000,070000,780000,671000
nba_0081,000612,000004,383000,037000,598000,670000
nba_0081,000612,000006,738000,099000,952000,669000
nba_0081,000612,000007,376922,037302,589872,665675
nba_0081,000612,000008,566087,076904,778913,667817
nba_0081,000615,000001,916000,067000,1186000,668000
nba_0081,000615,000002,566000,071000,778000,668000
nba_0081,000615,000004,381000,037000,594000,670000
nba_0081,000615,000006,740000,097000,950000,670000
nba_0081,000615,000007,373848,035745,586798,664118
nba_0081,000615,000008,566087,076671,778913,667584
nba_0081,000618,000001,917000,061000,1187000,668000
nba_0081,000618,000002,567000,069000,777000,669000
nba_0081,000618,000004,381000,035000,594000,670000
nba_0081,000618,000006,737000,095000,953000,669000
nba_0081,000618,000007,370775,034189,583725,662562
nba_0081,000618,000008,566087,076439,778913,667352
nba_0081,000621,000001,916000,058000,1187000,668000
nba_0081,000621,000002,567000,061000,775000,669000
nba_0081,000621,000006,738000,089000,954000,669000
nba_0081,000621,000007,380000,031000,595000,670000
nba_0081,000621,000008,566087,076206,778913,667119
nba_0081,000624,000001,916000,056000,1187000,668000
nba_0081,000624,000002,566000,059000,776000,668000
nba_0081,000624,000006,740000,085000,952000,668000
nba_0081,000624,000007,380000,028000,593000,670000
nba_0081,000624,000004,377917,034163,591230,667878
nba_0081,000627,000001,915000,055000,1187000,669000
nba_0081,000627,000002,567000,057000,776000,669000
nba_0081,000627,000004,380000,025000,595000,670000
nba_0081,000627,000006,737000,079000,951000,667000
nba_0081,000630,000001,913000,053000,1189000,669000
nba_0081,000630,000002,568000,058000,776000,669000
nba_0081,000630,000003,1145000,100000,1239000,307000
nba_0081,000630,000004,1191000,107000,1273000,299000
nba_0081,000630,000005,1233000,103000,1295000,297000
nba_0081,000630,000006,739000,076000,951000,667000
nba_0081,000630,000007,381000,023000,594000,670000
nba_0081,000630,000008,199000,096000,426000,671000
nba_0081,000633,000001,916000,051000,1190000,668000
nba_0081,000633,000002,567000,057000,776000,670000
nba_0081,000633,000005,1193000,104000,1275000,297000
nba_0081,000633,000006,740000,074000,954000,669000
nba_0081,000633,000007,381000,021000,596000,671000
nba_0081,000633,000008,199000,095000,426000,671000
nba_0081,000636,000001,916000,052000,1192000,669000
nba_0081,000636,000002,567000,057000,777000,670000
nba_0081,000636,000004,383000,021000,598000,671000
nba_0081,000636,000005,1195000,106000,1277000,298000
nba_0081,000636,000006,740000,074000,954000,669000
nba_0081,000636,000008,199000,096000,428000,671000
nba_0081,000639,000001,916000,052000,1191000,668000
nba_0081,000639,000002,568000,057000,776000,669000
nba_0081,000639,000005,1197000,106000,1279000,298000
nba_0081,000639,000006,739000,074000,955000,669000
nba_0081,000639,000007,384000,021000,600000,670000
nba_0081,000639,000008,199000,097000,427000,671000
nba_0081,000639,000004,403667,068407,590350,619653
nba_0081,000642,000001,915000,053000,1191000,668000
nba_0081,000642,000002,567000,058000,775000,669000
nba_0081,000642,000003,1143000,100000,1241000,308000
nba_0081,000642,000004,1195000,106000,1277000,299000
nba_0081,000642,000005,1237000,102000,1295000,299000
nba_0081,000642,000006,733000,077000,953000,667000
nba_0081,000642,000007,383000,021000,599000,670000
nba_0081,000642,000008,195000,097000,421000,671000
nba_0081,000645,000001,914000,054000,1192000,669000
nba_0081,000645,000002,565000,058000,773000,669000
nba_0081,000645,000005,1199000,107000,1275000,302000
nba_0081,000645,000006,733000,077000,951000,668000
nba_0081,000645,000007,381000,022000,598000,670000
nba_0081,000645,000009,315000,104000,371000,204000
nba_0081,000648,000001,913000,055000,1193000,669000
nba_0081,000648,000002,563000,056000,772000,670000
nba_0081,000648,000005,1197000,107000,1275000,302000
nba_0081,000648,000006,730000,077000,950000,669000
nba_0081,000648,000007,379000,024000,597000,670000
nba_0081,000648,000009,315000,104000,371000,204000
nba_0081,000651,000001,912000,057000,1192000,669000
nba_0081,000651,000002,561000,057000,769000,669000
nba_0081,000651,000003,1139000,105000,1233000,311000
nba_0081,000651,000004,1191000,111000,1277000,300000
nba_0081,000651,000005,1233000,109000,1295000,300000
nba_0081,000651,000006,727000,079000,949000,666000
nba_0081,000651,000007,374000,027000,594000,669000
nba_0081,000651,000009,314000,104000,371000,207000
nba_0081,000654,000001,914000,059000,1192000,668000
nba_0081,000654,000002,562000,060000,768000,669000
nba_0081,000654,000003,1134000,106000,1232000,311000
nba_0081,000654,000004,1233000,111000,1295000,302000
nba_0081,000654,000005,1191000,112000,1277000,302000
nba_0081,000654,000006,729000,084000,948000,666000
nba_0081,000654,000007,373000,032000,593000,669000
nba_0081,000654,000009,314000,104000,372000,211000
nba_0081,000657,000001,914000,060000,1194000,668000
nba_0081,000657,000002,562000,060000,768000,670000
nba_0081,000657,000003,1133000,107000,1231000,313000
nba_0081,000657,000004,1193000,113000,1275000,303000
nba_0081,000657,000005,1233000,112000,1295000,302000
nba_0081,000657,000006,730000,086000,950000,666000
nba_0081,000657,000007,372000,037000,595000,670000
nba_0081,000657,000009,314290,106015,371842,211257
nba_0081,000657,000008,181777,098052,408688,672475
nba_0081,000660,000001,916000,061000,1203000,668000
nba_0081,000660,000002,562000,062000,768000,670000
nba_0081,000660,000003,1129000,108000,1227000,313000
nba_0081,000660,000004,1233000,112000,1295000,303000
nba_0081,000660,000005,1192000,110000,1276000,307000
nba_0081,000660,000006,729000,085000,952000,666000
nba_0081,000660,000009,315000,108000,372000,213000
nba_0081,000660,000008,179266,098290,406176,672714
nba_0081,000663,000001,917000,060000,1211000,668000
nba_0081,000663,000002,561000,062000,769000,669000
nba_0081,000663,000004,372000,038000,592000,670000
nba_0081,000663,000005,1237000,112000,1295000,307000
nba_0081,000663,000006,728000,086000,953000,670000
nba_0081,000663,000009,315141,109458,372354,214551
nba_0081,000663,000007,369982,038877,591128,675771
nba_0081,000666,000001,925000,055000,1215000,669000
nba_0081,000666,000002,563000,063000,771000,669000
nba_0081,000666,000003,1193000,112000,1283000,307000
nba_0081,000666,000004,732000,084000,957000,669000
nba_0081,000666,000005,1134000,108000,1224000,267000
nba_0081,000666,000007,373000,039000,596000,670000
nba_0081,000666,000006,729345,087284,952559,670245
nba_0081,000666,000009,315409,111003,372622,216096
nba_0081,000666,000008,174243,098766,401153,673190
nba_0081,000669,000001,929000,055000,1219000,668000
nba_0081,000669,000002,566000,064000,772000,668000
nba_0081,000669,000003,1135000,108000,1221000,265000
nba_0081,000669,000005,1191000,107000,1285000,306000
nba_0081,000669,000006,732000,084000,959000,670000
nba_0081,000669,000009,373000,040000,598000,668000
nba_0081,000669,000004,526678,179665,712001,679228
nba_0081,000672,000001,937000,054000,1225000,669000
nba_0081,000672,000002,567000,063000,773000,669000
nba_0081,000672,000003,1134000,104000,1226000,278000
nba_0081,000672,000004,730000,083000,961000,670000
nba_0081,000672,000005,1194000,109000,1286000,304000
nba_0081,000672,000009,373000,038000,599000,669000
nba_0081,000672,000006,734090,085106,959576,669890
nba_0081,000675,000001,941000,054000,1229000,670000
nba_0081,000675,000002,568000,063000,774000,669000
nba_0081,000675,000003,1136000,105000,1230000,268000
nba_0081,000675,000004,731000,082000,964000,669000
nba_0081,000675,000005,1195000,112000,1281000,302000
nba_0081,000675,000009,372000,041000,599000,667000
nba_0081,000675,000006,735886,085278,961372,670063
nba_0081,000678,000001,944000,055000,1232000,670000
nba_0081,000678,000002,567000,064000,775000,669000
nba_0081,000678,000003,1136000,106000,1230000,265000
nba_0081,000678,000004,732000,084000,966000,669000
nba_0081,000678,000005,1195000,114000,1281000,303000
nba_0081,000678,000006,737683,085451,963168,670235
nba_0081,000681,000001,950000,055000,1234000,670000
nba_0081,000681,000002,569000,064000,777000,668000
nba_0081,000681,000003,1141000,107000,1231000,247000
nba_0081,000681,000004,735000,085000,969000,669000
nba_0081,000681,000005,1194000,113000,1282000,304000
nba_0081,000681,000009,367000,039000,602000,669000
nba_0081,000681,000006,739479,085623,964965,670407
nba_0081,000684,000001,953000,056000,1235000,670000
nba_0081,000684,000002,570000,065000,779000,669000
nba_0081,000684,000003,1139000,108000,1231000,238000
nba_0081,000684,000004,736000,087000,972000,666000
nba_0081,000684,000005,1195000,115000,1281000,305000
nba_0081,000684,000009,367000,041000,602000,668000
nba_0081,000684,000006,741275,085795,966761,670579
nba_0081,000687,000003,1143000,110000,1233000,241000
nba_0081,000687,000004,736000,088000,972000,667000
nba_0081,000687,000005,1198000,118000,1282000,305000
nba_0081,000687,000009,369000,040000,605000,668000
nba_0081,000687,000006,743072,085967,968557,670752
nba_0081,000690,000001,957000,055000,1241000,671000
nba_0081,000690,000002,574000,064000,782000,667000
nba_0081,000690,000003,1145000,109000,1235000,240000
nba_0081,000690,000004,740000,085000,972000,669000
nba_0081,000690,000005,1197000,116000,1283000,305000
nba_0081,000690,000009,373000,039000,608000,669000
nba_0081,000690,000006,744868,086140,970353,670924
nba_0081,000693,000001,958000,057000,1244000,671000
nba_0081,000693,000002,576000,065000,782000,668000
nba_0081,000693,000004,740000,085000,972000,668000
nba_0081,000693,000005,1199000,117000,1281000,306000
nba_0081,000693,000008,320000,104000,377000,215000
nba_0081,000693,000006,746664,086312,972150,671096
nba_0081,000696,000001,957000,060000,1247000,672000
nba_0081,000696,000002,578000,066000,784000,668000
nba_0081,000696,000004,740000,084000,971000,668000
nba_0081,000696,000005,1198000,117000,1282000,308000
nba_0081,000696,000008,322000,104000,378000,214000
nba_0081,000696,000009,383000,037000,609000,670000
nba_0081,000699,000001,958000,060000,1248000,672000
nba_0081,000699,000002,580000,067000,786000,668000
nba_0081,000699,000003,383000,037000,608000,670000
nba_0081,000699,000004,742000,084000,971000,668000
nba_0081,000699,000005,1197000,116000,1283000,307000
nba_0081,000699,000008,321868,102863,378331,213075
nba_0081,000702,000001,958000,059000,1249000,671000
nba_0081,000702,000002,581000,067000,788000,669000
nba_0081,000702,000004,740000,084000,971000,668000
nba_0081,000702,000005,1198000,114000,1282000,306000
nba_0081,000702,000009,384000,037000,611000,670000
nba_0081,000702,000003,345490,180696,503045,562635
nba_0081,000702,000008,322268,101934,378730,212146
nba_0081,000705,000001,958000,058000,1252000,671000
nba_0081,000705,000002,584000,067000,793000,668000
nba_0081,000705,000004,744000,083000,972000,668000
nba_0081,000705,000005,1197000,113000,1283000,304000
nba_0081,000705,000009,386000,038000,616000,670000
nba_0081,000705,000003,100631,243651,258186,625590
nba_0081,000705,000008,322668,101005,379130,211217
nba_0081,000708,000001,958000,058000,1250000,671000
nba_0081,000708,000002,584000,066000,793000,669000
nba_0081,000708,000004,743000,084000,972000,669000
nba_0081,000708,000005,1197000,111000,1283000,306000
nba_0081,000708,000009,386000,036000,614000,669000
nba_0081,000708,000003,-144228,306606,013327,688545
nba_0081,000708,000008,323068,100076,379530,210288
nba_0081,000711,000001,956000,057000,1248000,670000
nba_0081,000711,000002,584000,066000,793000,668000
nba_0081,000711,000005,1195000,112000,1277000,306000
nba_0081,000711,000008,744000,085000,971000,668000
nba_0081,000711,000009,385000,036000,614000,669000
nba_0081,000711,000004,743536,084027,972715,668726
nba_0081,000711,000003,-389087,369561,-231532,751500
nba_0081,000714,000001,951000,058000,1245000,670000
nba_0081,000714,000002,585000,066000,793000,669000
nba_0081,000714,000004,744000,085000,971000,669000
nba_0081,000714,000005,1192000,115000,1276000,306000
nba_0081,000714,000009,385000,037000,614000,669000
nba_0081,000714,000008,863720,185978,1048303,651384
nba_0081,000714,000003,-633946,432516,-476391,814454
nba_0081,000717,000001,950000,059000,1244000,669000
nba_0081,000717,000002,584000,064000,792000,669000
nba_0081,000717,000004,744000,085000,969000,669000
nba_0081,000717,000005,1191000,113000,1277000,307000
nba_0081,000717,000009,385000,036000,611000,668000
nba_0081,000717,000008,971350,232165,1155934,697572
nba_0081,000717,000003,-878805,495471,-721250,877409
nba_0081,000720,000001,941000,059000,1235000,669000
nba_0081,000720,000002,583000,063000,789000,670000
nba_0081,000720,000003,1135000,109000,1221000,242000
nba_0081,000720,000004,744000,084000,968000,669000
nba_0081,000720,000005,1191000,115000,1277000,307000
nba_0081,000720,000009,384000,035000,611000,669000
nba_0081,000720,000008,1078981,278353,1263564,743759
nba_0081,000723,000001,925000,061000,1227000,669000
nba_0081,000723,000002,582000,063000,788000,670000
nba_0081,000723,000003,1128000,110000,1218000,238000
nba_0081,000723,000004,742000,083000,967000,669000
nba_0081,000723,000005,1187000,116000,1277000,304000
nba_0081,000723,000009,384000,036000,608000,670000
nba_0081,000723,000008,1186612,324541,1371195,789947
nba_0081,000726,000001,923000,058000,1215000,669000
nba_0081,000726,000002,580000,063000,784000,668000
nba_0081,000726,000003,1237000,111000,1295000,303000
nba_0081,000726,000004,744000,082000,966000,669000
nba_0081,000726,000005,1183000,114000,1269000,303000
nba_0081,000726,000009,383000,036000,605000,669000
nba_0081,000726,000008,1294242,370728,1478825,836134
nba_0081,000729,000001,917000,058000,1195000,671000
nba_0081,000729,000002,576000,061000,779000,670000
nba_0081,000729,000003,1123000,107000,1213000,291000
nba_0081,000729,000004,738000,079000,964000,669000
nba_0081,000729,000005,1176000,113000,1268000,303000
nba_0081,000729,000009,380000,031000,604000,670000
nba_0081,000729,000008,1401872,416916,1586456,882322
nba_0081,000732,000001,908000,057000,1186000,671000
nba_0081,000732,000002,573000,059000,776000,670000
nba_0081,000732,000003,1114000,107000,1208000,297000
nba_0081,000732,000004,736000,079000,962000,670000
nba_0081,000732,000005,1175000,112000,1265000,306000
nba_0081,000732,000009,375000,029000,601000,669000
nba_0081,000732,000008,1509503,463103,1694086,928510
nba_0081,000735,000001,906000,056000,1169000,672000
nba_0081,000735,000002,572000,058000,774000,670000
nba_0081,000735,000003,1225000,108000,1295000,303000
nba_0081,000735,000004,734000,078000,960000,670000
nba_0081,000735,000005,1175000,113000,1261000,303000
nba_0081,000735,000009,371000,028000,601000,669000
nba_0081,000735,000008,1617133,509291,1801717,974697
nba_0081,000738,000001,903000,061000,1157000,670000
nba_0081,000738,000002,570000,058000,771000,670000
nba_0081,000738,000003,1223000,109000,1293000,307000
nba_0081,000738,000004,733000,082000,957000,668000
nba_0081,000738,000005,1169000,114000,1259000,303000
nba_0081,000738,000009,368000,028000,602000,669000
nba_0081,000741,000001,901000,062000,1149000,670000
nba_0081,000741,000002,568000,058000,768000,670000
nba_0081,000741,000003,1103000,105000,1197000,310000
nba_0081,000741,000004,729000,081000,954000,669000
nba_0081,000741,000005,1167000,118000,1253000,307000
nba_0081,000741,000009,370000,026000,599000,669000
nba_0081,000744,000001,896000,060000,1141000,672000
nba_0081,000744,000002,565000,053000,767000,670000
nba_0081,000744,000003,1217000,111000,1295000,310000
nba_0081,000744,000004,1101000,111000,1191000,313000
nba_0081,000744,000005,1164000,114000,1252000,306000
nba_0081,000744,000008,728000,081000,951000,669000
nba_0081,000744,000009,370000,024000,595000,669000
nba_0081,000747,000001,893000,062000,1139000,669000
nba_0081,000747,000002,563000,052000,765000,670000
nba_0081,000747,000003,1211000,113000,1295000,310000
nba_0081,000747,000004,1097000,110000,1191000,312000
nba_0081,000747,000005,1161000,111000,1251000,307000
nba_0081,000747,000009,370000,024000,587000,669000
nba_0081,000747,000008,702806,078223,920508,649316
nba_0081,000750,000001,887000,063000,1134000,672000
nba_0081,000750,000002,559000,052000,762000,670000
nba_0081,000750,000003,1208000,119000,1288000,307000
nba_0081,000750,000004,1095000,111000,1185000,312000
nba_0081,000750,000005,1157000,120000,1243000,307000
nba_0081,000750,000008,717000,079000,945000,670000
nba_0081,000750,000009,366000,024000,585000,669000
nba_0081,000753,000001,885000,063000,1127000,672000
nba_0081,000753,000002,556000,051000,760000,671000
nba_0081,000753,000003,1205000,118000,1283000,307000
nba_0081,000753,000004,1089000,110000,1181000,310000
nba_0081,000753,000005,1147000,118000,1237000,309000
nba_0081,000753,000009,365000,024000,586000,669000
nba_0081,000753,000008,702623,076774,927025,660819
nba_0081,000756,000001,882000,064000,1126000,672000
nba_0081,000756,000002,555000,052000,759000,671000
nba_0081,000756,000003,1203000,118000,1283000,305000
nba_0081,000756,000004,1085000,111000,1181000,312000
nba_0081,000756,000005,1145000,116000,1235000,307000
nba_0081,000756,000009,365000,023000,583000,668000
nba_0081,000756,000008,690784,073078,915186,657123
nba_0081,000759,000001,881000,061000,1124000,671000
nba_0081,000759,000002,552000,051000,757000,671000
nba_0081,000759,000003,1199000,114000,1281000,308000
nba_0081,000759,000004,1081000,109000,1175000,312000
nba_0081,000759,000005,1143000,114000,1233000,307000
nba_0081,000759,000008,711000,077000,933000,673000
nba_0081,000759,000009,362000,021000,577000,668000
nba_0081,000762,000001,879000,060000,1125000,670000
nba_0081,000762,000002,549000,052000,756000,672000
nba_0081,000762,000003,1196000,118000,1278000,308000
nba_0081,000762,000004,1078000,110000,1172000,313000
nba_0081,000762,000005,1143000,118000,1229000,306000
nba_0081,000762,000009,360000,022000,575000,668000
nba_0081,000762,000008,706076,078416,928838,670621
nba_0081,000765,000001,876000,062000,1125000,671000
nba_0081,000765,000002,548000,053000,756000,672000
nba_0081,000765,000003,1191000,120000,1273000,307000
nba_0081,000765,000004,1077000,112000,1167000,313000
nba_0081,000765,000005,1141000,118000,1227000,306000
nba_0081,000765,000009,358000,023000,574000,668000
nba_0081,000765,000008,703145,078645,925907,670850
nba_0081,000768,000001,877000,065000,1127000,671000
nba_0081,000768,000002,545000,055000,753000,671000
nba_0081,000768,000003,1187000,121000,1265000,308000
nba_0081,000768,000004,1074000,110000,1166000,315000
nba_0081,000768,000005,1133000,118000,1223000,308000
nba_0081,000768,000009,358000,023000,573000,668000
nba_0081,000768,000008,700214,078874,922976,671079
nba_0081,000771,000001,875000,063000,1131000,671000
nba_0081,000771,000002,545000,055000,753000,671000
nba_0081,000771,000003,1187000,121000,1265000,308000
nba_0081,000771,000004,1072000,110000,1166000,316000
nba_0081,000771,000005,1133000,119000,1223000,308000
nba_0081,000771,000009,357000,023000,573000,668000
nba_0081,000771,000008,697283,079103,920045,671308
nba_0081,000774,000001,873000,060000,1137000,671000
nba_0081,000774,000002,546000,056000,752000,672000
nba_0081,000774,000004,1070000,112000,1166000,311000
nba_0081,000774,000005,1131000,120000,1221000,308000
nba_0081,000774,000008,708000,082000,926000,673000
nba_0081,000774,000009,357000,024000,572000,668000
nba_0081,000777,000001,876000,061000,1142000,667000
nba_0081,000777,000002,545000,057000,753000,672000
nba_0081,000777,000004,1068000,113000,1166000,308000
nba_0081,000777,000005,1132000,123000,1220000,308000
nba_0081,000777,000009,357000,025000,573000,668000
nba_0081,000777,000008,706713,082491,925852,673779
nba_0081,000780,000001,874000,061000,1144000,671000
nba_0081,000780,000002,545000,058000,753000,672000
nba_0081,000780,000004,1070000,115000,1162000,309000
nba_0081,000780,000005,1130000,123000,1220000,310000
nba_0081,000780,000009,357000,025000,575000,668000
nba_0081,000783,000001,874000,059000,1146000,671000
nba_0081,000783,000002,545000,058000,753000,672000
nba_0081,000783,000004,1067000,114000,1165000,310000
nba_0081,000783,000005,1131000,123000,1219000,309000
nba_0081,000783,000009,358000,025000,576000,668000
nba_0081,000783,000008,705726,083842,924865,675130
nba_0081,000786,000001,874000,060000,1145000,667000
nba_0081,000786,000002,545000,058000,751000,672000
nba_0081,000786,000004,1069000,113000,1159000,305000
nba_0081,000786,000005,1131000,123000,1215000,309000
nba_0081,000786,000009,357000,025000,575000,668000
nba_0081,000786,000008,705233,084518,924371,675806
nba_0081,000789,000001,874000,060000,1147000,671000
nba_0081,000789,000002,544000,058000,750000,671000
nba_0081,000789,000004,1067000,114000,1157000,296000
nba_0081,000789,000005,1130000,122000,1214000,308000
nba_0081,000789,000009,355000,027000,570000,668000
nba_0081,000789,000008,704739,085194,923878,676482
nba_0081,000792,000001,873000,060000,1145000,671000
nba_0081,000792,000002,543000,059000,749000,671000
nba_0081,000792,000003,703000,085000,923000,671000
nba_0081,000792,000004,1066000,114000,1158000,304000
nba_0081,000792,000005,1126000,121000,1212000,310000
nba_0081,000792,000009,352000,027000,569000,668000
nba_0081,000792,000008,704246,085870,923384,677158
nba_0081,000795,000001,872000,060000,1142000,670000
nba_0081,000795,000002,542000,059000,748000,672000
nba_0081,000795,000003,703000,083000,921000,670000
nba_0081,000795,000004,1063000,115000,1157000,300000
nba_0081,000795,000005,1124000,122000,1206000,309000
nba_0081,000795,000009,350000,027000,569000,670000
nba_0081,000795,000008,703752,086545,922891,677834
nba_0081,000798,000001,868000,061000,1140000,666000
nba_0081,000798,000002,542000,059000,747000,672000
nba_0081,000798,000003,702000,080000,920000,669000
nba_0081,000798,000004,1063000,115000,1157000,300000
nba_0081,000798,000005,1123000,121000,1203000,310000
nba_0081,000798,000009,350000,028000,566000,670000
nba_0081,000798,000008,703259,087221,922397,678509
nba_0081,000801,000001,865000,059000,1138000,670000
nba_0081,000801,000002,542000,055000,745000,671000
nba_0081,000801,000003,1170000,116000,1250000,310000
nba_0081,000801,000004,1059000,113000,1153000,298000
nba_0081,000801,000005,1121000,120000,1203000,307000
nba_0081,000801,000008,698000,079000,918000,669000
nba_0081,000801,000009,349000,028000,565000,671000
nba_0081,000804,000001,863000,059000,1131000,670000
nba_0081,000804,000002,539000,057000,743000,672000
nba_0081,000804,000003,694000,076000,916000,669000
nba_0081,000804,000004,1059000,114000,1149000,294000
nba_0081,000804,000005,1117000,120000,1203000,307000
nba_0081,000804,000009,347000,028000,565000,672000
nba_0081,000804,000008,696998,078303,916861,668508
nba_0081,000807,000001,862000,059000,1128000,670000
nba_0081,000807,000002,537000,060000,742000,669000
nba_0081,000807,000003,1167000,116000,1249000,307000
nba_0081,000807,000004,1058000,114000,1150000,297000
nba_0081,000807,000005,1117000,120000,1203000,307000
nba_0081,000807,000008,691000,078000,915000,669000
nba_0081,000807,000009,345000,027000,566000,672000
nba_0081,000810,000001,859000,059000,1127000,671000
