section,frame,team,bbox_x1_milli_px,bbox_y1_milli_px,bbox_x2_milli_px,bbox_y2_milli_px,signature_kind,sig_h,sig_s,sig_v,baseline_slot,baseline_instance_id,candidate_instance_id,baseline_assoc_ms_section,baseline_route_wall_ms_section,candidate_assoc_ms_section_fix1c_rerun
nba_0081,000582,green,571000,079000,781000,670000,hsv,000144,000122,000140,000001,000002,000002,20867045,362597087,021964
nba_0081,000582,white,741000,102000,957000,670000,hsv,000138,000104,000205,000005,000045,000001,20867045,362597087,021964
nba_0081,000582,white,388000,048000,601000,672000,hsv,000135,000120,000171,000006,000047,000002,20867045,362597087,021964
nba_0081,000585,green,931000,068000,1221000,668000,hsv,000135,000146,000133,000000,000001,000001,20867045,362597087,021964
nba_0081,000585,green,390000,048000,601000,672000,hsv,000135,000119,000171,000003,000036,000005,20867045,362597087,021964
nba_0081,000585,white,742000,103000,957000,670000,hsv,000138,000104,000206,000005,000045,000001,20867045,362597087,021964
nba_0081,000585,white,570000,078000,780000,670000,hsv,000144,000121,000140,000006,000048,000002,20867045,362597087,021964
nba_0081,000588,green,929000,069000,1217000,668000,hsv,000135,000146,000133,000000,000001,000001,20867045,362597087,021964
nba_0081,000588,green,389000,048000,601000,672000,hsv,000135,000119,000171,000003,000036,000005,20867045,362597087,021964
nba_0081,000588,white,744000,104000,955000,670000,hsv,000138,000103,000206,000005,000045,000001,20867045,362597087,021964
nba_0081,000588,white,568000,078000,779000,671000,hsv,000144,000121,000140,000006,000048,000002,20867045,362597087,021964
nba_0081,000591,green,927000,069000,1215000,669000,hsv,000135,000145,000133,000000,000001,000001,20867045,362597087,021964
nba_0081,000591,green,567000,078000,779000,670000,hsv,000144,000122,000142,000001,000002,000002,20867045,362597087,021964
nba_0081,000591,white,389000,050000,601000,672000,hsv,000135,000119,000170,000006,000049,000002,20867045,362597087,021964
nba_0081,000591,white,741000,105000,957000,670000,hsv,000138,000104,000206,000005,000045,000001,20867045,362597087,021964
nba_0081,000594,green,925000,069000,1213000,669000,hsv,000135,000145,000134,000000,000001,000001,20867045,362597087,021964
nba_0081,000594,white,743000,105000,957000,670000,hsv,000138,000103,000207,000005,000045,000001,20867045,362597087,021964
nba_0081,000594,white,567000,079000,778000,669000,hsv,000144,000123,000142,000007,000054,000003,20867045,362597087,021964
nba_0081,000594,white,389000,050000,600000,671000,hsv,000135,000119,000169,000006,000049,000002,20867045,362597087,021964
nba_0081,000597,green,922000,068000,1210000,668000,hsv,000135,000145,000134,000000,000001,000001,20867045,362597087,021964
nba_0081,000597,green,388000,048000,600000,671000,hsv,000135,000119,000168,000003,000036,000005,20867045,362597087,021964
nba_0081,000597,white,566000,078000,779000,669000,hsv,000144,000123,000143,000007,000054,000003,20867045,362597087,021964
nba_0081,000597,white,743000,105000,956000,670000,hsv,000138,000103,000207,000005,000045,000001,20867045,362597087,021964
nba_0081,000600,green,920000,066000,1204000,668000,hsv,000135,000144,000135,000000,000001,000001,20867045,362597087,021964
nba_0081,000600,green,566000,077000,779000,671000,hsv,000144,000122,000144,000001,000002,000002,20867045,362597087,021964
nba_0081,000600,white,387000,045000,599000,671000,hsv,000135,000119,000168,000006,000049,000002,20867045,362597087,021964
nba_0081,000600,white,736000,102000,956000,669000,hsv,000138,000103,000206,000005,000045,000001,20867045,362597087,021964
nba_0081,000603,green,918000,065000,1202000,668000,hsv,000135,000143,000136,000000,000001,000001,20867045,362597087,021964
nba_0081,000603,green,566000,074000,780000,671000,hsv,000144,000120,000146,000001,000002,000002,20867045,362597087,021964
nba_0081,000603,white,739000,101000,955000,669000,hsv,000138,000102,000206,000005,000045,000001,20867045,362597087,021964
nba_0081,000603,white,387000,040000,599000,671000,hsv,000135,000120,000167,000006,000049,000002,20867045,362597087,021964
nba_0081,000606,green,919000,067000,1201000,668000,hsv,000135,000142,000136,000000,000001,000001,20867045,362597087,021964
nba_0081,000606,green,565000,074000,779000,672000,hsv,000143,000117,000148,000001,000002,000002,20867045,362597087,021964
nba_0081,000606,white,386000,040000,600000,670000,hsv,000135,000120,000168,000006,000049,000002,20867045,362597087,021964
nba_0081,000606,white,736000,098000,952000,668000,hsv,000138,000103,000206,000005,000045,000001,20867045,362597087,021964
nba_0081,000609,green,385000,038000,599000,671000,hsv,000135,000119,000168,000003,000036,000005,20867045,362597087,021964
nba_0081,000609,green,918000,067000,1198000,668000,hsv,000135,000142,000136,000000,000001,000001,20867045,362597087,021964
nba_0081,000609,green,567000,072000,778000,671000,hsv,000143,000116,000148,000001,000002,000002,20867045,362597087,021964
nba_0081,000609,white,735000,100000,954000,669000,hsv,000138,000103,000206,000005,000045,000001,20867045,362597087,021964
nba_0081,000612,green,383000,037000,598000,670000,hsv,000135,000120,000168,000003,000036,000005,20867045,362597087,021964
nba_0081,000612,green,918000,067000,1189000,667000,hsv,000135,000141,000135,000000,000001,000001,20867045,362597087,021964
nba_0081,000612,green,566000,070000,780000,671000,hsv,000143,000118,000148,000001,000002,000002,20867045,362597087,021964
nba_0081,000612,white,738000,099000,952000,669000,hsv,000138,000102,000207,000005,000045,000001,20867045,362597087,021964
nba_0081,000615,green,381000,037000,594000,670000,hsv,000135,000119,000167,000003,000036,000005,20867045,362597087,021964
nba_0081,000615,green,916000,067000,1186000,668000,hsv,000135,000140,000136,000000,000001,000001,20867045,362597087,021964
nba_0081,000615,green,566000,071000,778000,668000,hsv,000143,000119,000146,000001,000002,000002,20867045,362597087,021964
nba_0081,000615,white,740000,097000,950000,670000,hsv,000138,000100,000206,000005,000045,000001,20867045,362597087,021964
nba_0081,000618,green,381000,035000,594000,670000,hsv,000135,000119,000168,000003,000036,000005,20867045,362597087,021964
nba_0081,000618,green,567000,069000,777000,669000,hsv,000143,000119,000145,000001,000002,000002,20867045,362597087,021964
nba_0081,000618,green,917000,061000,1187000,668000,hsv,000135,000141,000136,000000,000001,000001,20867045,362597087,021964
nba_0081,000618,white,737000,095000,953000,669000,hsv,000138,000102,000206,000005,000045,000001,20867045,362597087,021964
nba_0081,000621,green,916000,058000,1187000,668000,hsv,000135,000140,000137,000000,000001,000001,20867045,362597087,021964
nba_0081,000621,green,567000,061000,775000,669000,hsv,000143,000120,000143,000001,000002,000002,20867045,362597087,021964
nba_0081,000621,white,380000,031000,595000,670000,hsv,000135,000119,000167,000006,000049,000002,20867045,362597087,021964
nba_0081,000621,white,738000,089000,954000,669000,hsv,000138,000102,000205,000005,000045,000001,20867045,362597087,021964
nba_0081,000624,green,566000,059000,776000,668000,hsv,000143,000119,000144,000001,000002,000002,20867045,362597087,021964
nba_0081,000624,green,916000,056000,1187000,668000,hsv,000136,000139,000138,000000,000001,000001,20867045,362597087,021964
nba_0081,000624,white,380000,028000,593000,670000,hsv,000135,000118,000168,000006,000049,000002,20867045,362597087,021964
nba_0081,000624,white,740000,085000,952000,668000,hsv,000138,000101,000205,000005,000045,000001,20867045,362597087,021964
nba_0081,000627,green,380000,025000,595000,670000,hsv,000135,000118,000169,000003,000036,000005,20867045,362597087,021964
nba_0081,000627,green,915000,055000,1187000,669000,hsv,000136,000138,000140,000000,000001,000001,20867045,362597087,021964
nba_0081,000627,green,567000,057000,776000,669000,hsv,000144,000118,000145,000001,000002,000002,20867045,362597087,021964
nba_0081,000627,white,737000,079000,951000,667000,hsv,000138,000101,000204,000005,000045,000001,20867045,362597087,021964
nba_0081,000630,green,913000,053000,1189000,669000,hsv,000136,000138,000141,000000,000001,000001,20867045,362597087,021964
nba_0081,000630,green,568000,058000,776000,669000,hsv,000144,000116,000145,000001,000002,000002,20867045,362597087,021964
nba_0081,000630,green,1145000,100000,1239000,307000,hsv,000130,000166,000098,000002,000011,000006,20867045,362597087,021964
nba_0081,000630,green,1191000,107000,1273000,299000,hsv,000128,000153,000114,000003,000037,000007,20867045,362597087,021964
nba_0081,000630,white,199000,096000,426000,671000,hsv,000146,000128,000189,000007,000055,000004,20867045,362597087,021964
nba_0081,000630,white,381000,023000,594000,670000,hsv,000135,000117,000169,000006,000049,000002,20867045,362597087,021964
nba_0081,000630,white,739000,076000,951000,667000,hsv,000138,000101,000204,000005,000045,000001,20867045,362597087,021964
nba_0081,000633,green,916000,051000,1190000,668000,hsv,000136,000137,000141,000000,000001,000001,20867045,362597087,021964
nba_0081,000633,green,567000,057000,776000,670000,hsv,000144,000115,000145,000001,000002,000002,20867045,362597087,021964
nba_0081,000633,green,1147000,099000,1241000,304000,hsv,000131,000164,000099,000002,000011,000006,20867045,362597087,021964
nba_0081,000633,green,1193000,104000,1275000,297000,hsv,000128,000152,000114,000004,000044,000007,20867045,362597087,021964
nba_0081,000633,white,199000,095000,426000,671000,hsv,000146,000127,000190,000007,000055,000004,20867045,362597087,021964
nba_0081,000633,white,381000,021000,596000,671000,hsv,000135,000116,000170,000006,000049,000002,20867045,362597087,021964
nba_0081,000633,white,740000,074000,954000,669000,hsv,000138,000102,000204,000005,000045,000001,20867045,362597087,021964
nba_0081,000636,green,383000,021000,598000,671000,hsv,000135,000116,000171,000003,000038,000005,20867045,362597087,021964
nba_0081,000636,green,567000,057000,777000,670000,hsv,000144,000115,000146,000001,000002,000002,20867045,362597087,021964
nba_0081,000636,green,916000,052000,1192000,669000,hsv,000136,000136,000142,000000,000001,000001,20867045,362597087,021964
nba_0081,000636,green,1144000,099000,1240000,307000,hsv,000131,000164,000105,000002,000011,000006,20867045,362597087,021964
nba_0081,000636,green,1195000,106000,1277000,298000,hsv,000128,000151,000116,000004,000044,000007,20867045,362597087,021964
nba_0081,000636,white,199000,096000,428000,671000,hsv,000146,000127,000190,000007,000055,000004,20867045,362597087,021964
nba_0081,000636,white,740000,074000,954000,669000,hsv,000138,000101,000205,000005,000045,000001,20867045,362597087,021964
nba_0081,000639,green,916000,052000,1191000,668000,hsv,000136,000136,000141,000000,000001,000001,20867045,362597087,021964
nba_0081,000639,green,568000,057000,776000,669000,hsv,000144,000116,000145,000001,000002,000002,20867045,362597087,021964
nba_0081,000639,green,1146000,100000,1240000,307000,hsv,000131,000164,000102,000002,000011,000006,20867045,362597087,021964
nba_0081,000639,green,1197000,106000,1279000,298000,hsv,000128,000151,000116,000004,000044,000007,20867045,362597087,021964
nba_0081,000639,white,199000,097000,427000,671000,hsv,000146,000128,000190,000007,000055,000004,20867045,362597087,021964
nba_0081,000639,white,384000,021000,600000,670000,hsv,000135,000116,000171,000006,000049,000002,20867045,362597087,021964
nba_0081,000639,white,739000,074000,955000,669000,hsv,000138,000101,000204,000005,000045,000001,20867045,362597087,021964
nba_0081,000642,green,915000,053000,1191000,668000,hsv,000135,000136,000142,000000,000001,000001,20867045,362597087,021964
nba_0081,000642,green,567000,058000,775000,669000,hsv,000144,000115,000145,000001,000002,000002,20867045,362597087,021964
nba_0081,000642,green,1143000,100000,1241000,308000,hsv,000131,000167,000103,000002,000011,000006,20867045,362597087,021964
nba_0081,000642,green,1195000,106000,1277000,299000,hsv,000128,000152,000114,000003,000039,000007,20867045,362597087,021964
nba_0081,000642,green,1237000,102000,1295000,299000,hsv,000128,000142,000139,000004,000044,000008,20867045,362597087,021964
nba_0081,000642,white,195000,097000,421000,671000,hsv,000146,000129,000190,000007,000055,000004,20867045,362597087,021964
nba_0081,000642,white,383000,021000,599000,670000,hsv,000135,000117,000171,000006,000049,000002,20867045,362597087,021964
nba_0081,000642,white,733000,077000,953000,667000,hsv,000138,000101,000205,000005,000045,000001,20867045,362597087,021964
nba_0081,000645,green,914000,054000,1192000,669000,hsv,000135,000136,000142,000000,000001,000001,20867045,362597087,021964
nba_0081,000645,green,565000,058000,773000,669000,hsv,000144,000115,000145,000001,000002,000002,20867045,362597087,021964
nba_0081,000645,green,1143000,103000,1239000,310000,hsv,000131,000166,000102,000002,000011,000006,20867045,362597087,021964
nba_0081,000645,green,1199000,107000,1275000,302000,hsv,000127,000152,000115,000004,000044,000007,20867045,362597087,021964
nba_0081,000645,white,381000,022000,598000,670000,hsv,000135,000116,000172,000006,000049,000002,20867045,362597087,021964
nba_0081,000645,white,733000,077000,951000,668000,hsv,000138,000100,000205,000005,000045,000001,20867045,362597087,021964
nba_0081,000648,green,913000,055000,1193000,669000,hsv,000136,000136,000142,000000,000001,000001,20867045,362597087,021964
nba_0081,000648,green,563000,056000,772000,670000,hsv,000144,000115,000145,000001,000002,000002,20867045,362597087,021964
nba_0081,000648,green,1145000,102000,1235000,307000,hsv,000131,000165,000104,000002,000011,000006,20867045,362597087,021964
nba_0081,000648,green,1197000,107000,1275000,302000,hsv,000128,000151,000116,000004,000044,000007,20867045,362597087,021964
nba_0081,000648,white,379000,024000,597000,670000,hsv,000135,000115,000173,000006,000049,000002,20867045,362597087,021964
nba_0081,000648,white,730000,077000,950000,669000,hsv,000138,000100,000205,000005,000045,000001,20867045,362597087,021964
nba_0081,000651,green,561000,057000,769000,669000,hsv,000144,000116,000144,000001,000002,000002,20867045,362597087,021964
nba_0081,000651,green,912000,057000,1192000,669000,hsv,000135,000136,000142,000000,000001,000001,20867045,362597087,021964
nba_0081,000651,green,1139000,105000,1233000,311000,hsv,000131,000163,000105,000002,000011,000006,20867045,362597087,021964
nba_0081,000651,green,1191000,111000,1277000,300000,hsv,000128,000148,000119,000003,000039,000007,20867045,362597087,021964
nba_0081,000651,green,1233000,109000,1295000,300000,hsv,000127,000142,000136,000004,000044,000008,20867045,362597087,021964
nba_0081,000651,white,374000,027000,594000,669000,hsv,000135,000116,000173,000006,000049,000002,20867045,362597087,021964
nba_0081,000651,white,727000,079000,949000,666000,hsv,000139,000100,000205,000005,000045,000001,20867045,362597087,021964
nba_0081,000651,white,314000,104000,371000,207000,hsv,000142,000133,000125,000008,000062,000004,20867045,362597087,021964
nba_0081,000654,green,914000,059000,1192000,668000,hsv,000135,000136,000141,000000,000001,000001,20867045,362597087,021964
nba_0081,000654,green,562000,060000,768000,669000,hsv,000144,000116,000144,000001,000002,000002,20867045,362597087,021964
nba_0081,000654,green,1134000,106000,1232000,311000,hsv,000130,000164,000106,000002,000011,000006,20867045,362597087,021964
nba_0081,000654,green,1191000,112000,1277000,302000,hsv,000128,000148,000123,000004,000044,000007,20867045,362597087,021964
nba_0081,000654,green,1233000,111000,1295000,302000,hsv,000127,000143,000133,000003,000039,000008,20867045,362597087,021964
nba_0081,000654,white,373000,032000,593000,669000,hsv,000135,000116,000173,000006,000049,000002,20867045,362597087,021964
nba_0081,000654,white,729000,084000,948000,666000,hsv,000138,000099,000206,000005,000045,000001,20867045,362597087,021964
nba_0081,000654,white,314000,104000,372000,211000,hsv,000139,000132,000128,000008,000062,000004,20867045,362597087,021964
nba_0081,000657,green,914000,060000,1194000,668000,hsv,000135,000137,000141,000000,000001,000001,20867045,362597087,021964
nba_0081,000657,green,562000,060000,768000,670000,hsv,000144,000117,000144,000001,000002,000002,20867045,362597087,021964
nba_0081,000657,green,1133000,107000,1231000,313000,hsv,000129,000165,000108,000002,000011,000006,20867045,362597087,021964
nba_0081,000657,green,1193000,113000,1275000,303000,hsv,000128,000151,000122,000003,000039,000007,20867045,362597087,021964
nba_0081,000657,green,1233000,112000,1295000,302000,hsv,000127,000144,000133,000004,000044,000008,20867045,362597087,021964
nba_0081,000657,white,372000,037000,595000,670000,hsv,000135,000117,000173,000006,000049,000002,20867045,362597087,021964
nba_0081,000657,white,730000,086000,950000,666000,hsv,000138,000100,000206,000005,000045,000001,20867045,362597087,021964
nba_0081,000660,green,916000,061000,1203000,668000,hsv,000135,000139,000140,000000,000001,000001,20867045,362597087,021964
nba_0081,000660,green,562000,062000,768000,670000,hsv,000144,000118,000143,000001,000002,000002,20867045,362597087,021964
nba_0081,000660,green,1129000,108000,1227000,313000,hsv,000129,000166,000105,000002,000011,000006,20867045,362597087,021964
nba_0081,000660,green,1192000,110000,1276000,307000,hsv,000129,000151,000124,000004,000044,000007,20867045,362597087,021964
nba_0081,000660,green,1233000,112000,1295000,303000,hsv,000127,000145,000132,000003,000039,000008,20867045,362597087,021964
nba_0081,000660,white,729000,085000,952000,666000,hsv,000138,000102,000205,000005,000045,000001,20867045,362597087,021964
nba_0081,000660,white,315000,108000,372000,213000,hsv,000139,000135,000127,000008,000062,000004,20867045,362597087,021964
nba_0081,000663,green,917000,060000,1211000,668000,hsv,000135,000142,000138,000000,000001,000001,20867045,362597087,021964
nba_0081,000663,green,561000,062000,769000,669000,hsv,000144,000120,000141,000001,000002,000002,20867045,362597087,021964
nba_0081,000663,green,372000,038000,592000,670000,hsv,000135,000120,000170,000003,000040,000005,20867045,362597087,021964
nba_0081,000663,green,1192000,112000,1276000,306000,hsv,000129,000154,000123,000002,000011,000007,20867045,362597087,021964
nba_0081,000663,green,1237000,112000,1295000,307000,hsv,000129,000144,000130,000004,000044,000008,20867045,362597087,021964
nba_0081,000663,white,728000,086000,953000,670000,hsv,000138,000105,000204,000005,000045,000001,20867045,362597087,021964
nba_0081,000666,green,925000,055000,1215000,669000,hsv,000135,000145,000134,000000,000001,000001,20867045,362597087,021964
nba_0081,000666,green,732000,084000,957000,669000,hsv,000138,000109,000202,000003,000041,000009,20867045,362597087,021964
nba_0081,000666,green,563000,063000,771000,669000,hsv,000144,000122,000140,000001,000002,000002,20867045,362597087,021964
nba_0081,000666,green,1193000,112000,1283000,307000,hsv,000129,000154,000125,000002,000011,000007,20867045,362597087,021964
nba_0081,000666,green,1134000,108000,1224000,267000,hsv,000127,000173,000094,000004,000044,000006,20867045,362597087,021964
nba_0081,000666,white,373000,039000,596000,670000,hsv,000136,000122,000169,000006,000049,000002,20867045,362597087,021964
nba_0081,000669,green,929000,055000,1219000,668000,hsv,000135,000147,000131,000000,000001,000001,20867045,362597087,021964
nba_0081,000669,green,566000,064000,772000,668000,hsv,000144,000123,000137,000001,000002,000002,20867045,362597087,021964
nba_0081,000669,green,1191000,107000,1285000,306000,hsv,000130,000156,000124,000004,000044,000007,20867045,362597087,021964
nba_0081,000669,green,1135000,108000,1221000,265000,hsv,000126,000171,000091,000002,000011,000006,20867045,362597087,021964
nba_0081,000669,white,732000,084000,959000,670000,hsv,000138,000111,000200,000005,000045,000001,20867045,362597087,021964
nba_0081,000669,white,373000,040000,598000,668000,hsv,000136,000125,000167,000008,000063,000002,20867045,362597087,021964
nba_0081,000672,green,937000,054000,1225000,669000,hsv,000135,000147,000130,000000,000001,000001,20867045,362597087,021964
nba_0081,000672,green,730000,083000,961000,670000,hsv,000138,000113,000199,000003,000041,000009,20867045,362597087,021964
nba_0081,000672,green,567000,063000,773000,669000,hsv,000144,000125,000136,000001,000002,000002,20867045,362597087,021964
nba_0081,000672,green,1194000,109000,1286000,304000,hsv,000130,000156,000122,000004,000044,000007,20867045,362597087,021964
nba_0081,000672,green,1134000,104000,1226000,278000,hsv,000127,000168,000097,000002,000011,000006,20867045,362597087,021964
nba_0081,000672,white,373000,038000,599000,669000,hsv,000136,000126,000167,000008,000063,000002,20867045,362597087,021964
nba_0081,000675,green,941000,054000,1229000,670000,hsv,000135,000148,000128,000000,000001,000001,20867045,362597087,021964
nba_0081,000675,green,731000,082000,964000,669000,hsv,000138,000115,000198,000003,000041,000009,20867045,362597087,021964
nba_0081,000675,green,568000,063000,774000,669000,hsv,000144,000125,000136,000001,000002,000002,20867045,362597087,021964
nba_0081,000675,green,1195000,112000,1281000,302000,hsv,000129,000156,000119,000004,000044,000007,20867045,362597087,021964
nba_0081,000675,green,1136000,105000,1230000,268000,hsv,000128,000166,000100,000002,000011,000006,20867045,362597087,021964
nba_0081,000675,white,372000,041000,599000,667000,hsv,000136,000126,000167,000008,000063,000002,20867045,362597087,021964
nba_0081,000678,green,944000,055000,1232000,670000,hsv,000135,000148,000127,000000,000001,000001,20867045,362597087,021964
nba_0081,000678,green,732000,084000,966000,669000,hsv,000138,000115,000198,000003,000041,000009,20867045,362597087,021964
nba_0081,000678,green,567000,064000,775000,669000,hsv,000144,000126,000136,000001,000002,000002,20867045,362597087,021964
nba_0081,000678,green,1195000,114000,1281000,303000,hsv,000129,000156,000120,000004,000044,000007,20867045,362597087,021964
nba_0081,000678,green,1136000,106000,1230000,265000,hsv,000127,000164,000099,000002,000011,000006,20867045,362597087,021964
nba_0081,000681,green,950000,055000,1234000,670000,hsv,000135,000148,000126,000000,000001,000001,20867045,362597087,021964
nba_0081,000681,green,735000,085000,969000,669000,hsv,000138,000115,000198,000003,000041,000009,20867045,362597087,021964
nba_0081,000681,green,569000,064000,777000,668000,hsv,000144,000126,000136,000001,000002,000002,20867045,362597087,021964
nba_0081,000681,green,1194000,113000,1282000,304000,hsv,000129,000156,000118,000004,000044,000007,20867045,362597087,021964
nba_0081,000681,green,1141000,107000,1231000,247000,hsv,000128,000167,000097,000002,000011,000006,20867045,362597087,021964
nba_0081,000681,white,367000,039000,602000,669000,hsv,000136,000128,000166,000008,000063,000002,20867045,362597087,021964
nba_0081,000684,green,953000,056000,1235000,670000,hsv,000135,000148,000125,000000,000001,000001,20867045,362597087,021964
nba_0081,000684,green,736000,087000,972000,666000,hsv,000138,000115,000199,000003,000041,000009,20867045,362597087,021964
nba_0081,000684,green,570000,065000,779000,669000,hsv,000144,000126,000136,000001,000002,000002,20867045,362597087,021964
