source_name,time_base,frame_index,kind,step
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5308,duplicate_pts,0
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5313,off_grid_step,3005
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5612,duplicate_pts,0
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5617,off_grid_step,3005
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5916,off_grid_step,1
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5921,off_grid_step,3005
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6220,off_grid_step,1
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6225,off_grid_step,3005
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6524,off_grid_step,1
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6529,off_grid_step,3005
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6828,off_grid_step,1
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6829,off_grid_step,3005
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,7132,duplicate_pts,0
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,7137,off_grid_step,3006
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,7436,duplicate_pts,0
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,7438,off_grid_step,3005
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,7740,duplicate_pts,0
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,7741,off_grid_step,3006
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,139,reader_output_order_swap,208859
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,140,reader_output_order_swap,210361
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,141,reader_output_order_swap,208858
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,443,reader_output_order_swap,665643
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,444,reader_output_order_swap,667145
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,445,reader_output_order_swap,665642
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,747,reader_output_order_swap,1122427
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,748,reader_output_order_swap,1123930
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,749,reader_output_order_swap,1125432
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,750,reader_output_order_swap,1126935
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,751,reader_output_order_swap,1128437
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,752,reader_output_order_swap,1122426
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,1052,reader_output_order_swap,1580714
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,1053,reader_output_order_swap,1582216
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,1054,reader_output_order_swap,1583719
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,1055,reader_output_order_swap,1585221
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,1056,reader_output_order_swap,1579211
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,1356,reader_output_order_swap,2037498
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,1357,reader_output_order_swap,2039000
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,1358,reader_output_order_swap,2035995
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,1660,reader_output_order_swap,2494282
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,1661,reader_output_order_swap,2492779
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,1963,reader_output_order_swap,2949564
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,1964,reader_output_order_swap,2951066
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,1965,reader_output_order_swap,2952569
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,1966,reader_output_order_swap,2954071
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,1967,reader_output_order_swap,2955574
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,1968,reader_output_order_swap,2949563
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,2267,reader_output_order_swap,3406348
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,2268,reader_output_order_swap,3406347
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,2571,reader_output_order_swap,3863132
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,2572,reader_output_order_swap,3863131
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,2875,reader_output_order_swap,4319916
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,2876,reader_output_order_swap,4319915
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,3484,reader_output_order_swap,5234987
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,3485,reader_output_order_swap,5236490
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,3486,reader_output_order_swap,5237992
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,3487,reader_output_order_swap,5233484
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,3788,reader_output_order_swap,5691771
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,3789,reader_output_order_swap,5693274
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,3790,reader_output_order_swap,5694776
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,3791,reader_output_order_swap,5690268
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,4091,reader_output_order_swap,6147053
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,4092,reader_output_order_swap,6148555
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,4093,reader_output_order_swap,6150058
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,4094,reader_output_order_swap,6151560
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,4095,reader_output_order_swap,6153063
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,4096,reader_output_order_swap,6147052
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,4395,reader_output_order_swap,6603837
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,4396,reader_output_order_swap,6605339
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,4397,reader_output_order_swap,6606842
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,4398,reader_output_order_swap,6608345
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,4399,reader_output_order_swap,6609847
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,4400,reader_output_order_swap,6603836
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,4699,reader_output_order_swap,7060621
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,4700,reader_output_order_swap,7062124
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,4701,reader_output_order_swap,7063626
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,4702,reader_output_order_swap,7065129
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,4703,reader_output_order_swap,7066631
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,4704,reader_output_order_swap,7060620
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5004,reader_output_order_swap,7518908
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5005,reader_output_order_swap,7520410
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5006,reader_output_order_swap,7521913
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5007,reader_output_order_swap,7523415
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5008,reader_output_order_swap,7517405
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5308,reader_output_order_swap,7975692
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5309,reader_output_order_swap,7977194
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5310,reader_output_order_swap,7978697
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5311,reader_output_order_swap,7980200
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5312,reader_output_order_swap,7974189
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5612,reader_output_order_swap,8432476
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5613,reader_output_order_swap,8433979
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5614,reader_output_order_swap,8435481
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5615,reader_output_order_swap,8436984
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5616,reader_output_order_swap,8430973
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5915,reader_output_order_swap,8887758
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5916,reader_output_order_swap,8889260
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5917,reader_output_order_swap,8890763
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5918,reader_output_order_swap,8892265
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5919,reader_output_order_swap,8893768
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,5920,reader_output_order_swap,8887757
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6219,reader_output_order_swap,9344542
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6220,reader_output_order_swap,9346044
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6221,reader_output_order_swap,9347547
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6222,reader_output_order_swap,9349049
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6223,reader_output_order_swap,9350552
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6224,reader_output_order_swap,9344541
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6523,reader_output_order_swap,9801326
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6524,reader_output_order_swap,9802828
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6525,reader_output_order_swap,9804331
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6526,reader_output_order_swap,9805834
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6527,reader_output_order_swap,9807336
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6528,reader_output_order_swap,9801325
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6827,reader_output_order_swap,10258110
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,6828,reader_output_order_swap,10258109
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,7132,reader_output_order_swap,10716397
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,7133,reader_output_order_swap,10717899
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,7134,reader_output_order_swap,10719402
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,7135,reader_output_order_swap,10720904
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,7136,reader_output_order_swap,10714894
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,7436,reader_output_order_swap,11173181
nba__1rZZ_7buX_Y_s5474.mp4,1/90000,7437,reader_output_order_swap,11171678
nba__3gBeJyl7Szg_s1196.mp4,1/90000,121,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,122,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,248,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,250,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,289,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,293,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,593,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,599,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,897,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,901,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,1201,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,1203,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,1505,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,1506,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,1809,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,1811,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2113,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2117,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2145,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2150,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2417,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2423,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2721,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2727,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3025,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3032,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3329,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3331,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3633,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3639,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3937,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3938,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3943,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3945,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4055,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4057,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4241,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4243,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4545,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4550,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4737,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4738,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4849,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4851,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5153,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5157,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5457,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5461,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5761,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5767,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5879,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5885,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6065,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6069,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6369,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6373,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6476,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6481,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6673,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6679,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6714,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6716,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6977,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6980,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7172,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7178,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7281,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7287,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7585,duplicate_pts,0
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7591,off_grid_step,3000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,7800,off_grid_step,4500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,248,reader_output_order_swap,372000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,249,reader_output_order_swap,370500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,289,reader_output_order_swap,433500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,290,reader_output_order_swap,435000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,291,reader_output_order_swap,436500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,292,reader_output_order_swap,432000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,593,reader_output_order_swap,889500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,594,reader_output_order_swap,891000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,595,reader_output_order_swap,892500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,596,reader_output_order_swap,894000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,597,reader_output_order_swap,895500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,598,reader_output_order_swap,888000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,897,reader_output_order_swap,1345500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,898,reader_output_order_swap,1347000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,899,reader_output_order_swap,1348500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,900,reader_output_order_swap,1344000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,1201,reader_output_order_swap,1801500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,1202,reader_output_order_swap,1800000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,1809,reader_output_order_swap,2713500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,1810,reader_output_order_swap,2712000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2113,reader_output_order_swap,3169500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2114,reader_output_order_swap,3171000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2115,reader_output_order_swap,3172500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2116,reader_output_order_swap,3168000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2145,reader_output_order_swap,3217500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2146,reader_output_order_swap,3219000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2147,reader_output_order_swap,3220500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2148,reader_output_order_swap,3222000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2149,reader_output_order_swap,3216000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2417,reader_output_order_swap,3625500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2418,reader_output_order_swap,3627000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2419,reader_output_order_swap,3628500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2420,reader_output_order_swap,3630000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2421,reader_output_order_swap,3631500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2422,reader_output_order_swap,3624000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2721,reader_output_order_swap,4081500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2722,reader_output_order_swap,4083000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2723,reader_output_order_swap,4084500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2724,reader_output_order_swap,4086000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2725,reader_output_order_swap,4087500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,2726,reader_output_order_swap,4080000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3025,reader_output_order_swap,4537500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3026,reader_output_order_swap,4539000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3027,reader_output_order_swap,4540500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3028,reader_output_order_swap,4542000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3029,reader_output_order_swap,4543500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3030,reader_output_order_swap,4545000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3031,reader_output_order_swap,4536000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3329,reader_output_order_swap,4993500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3330,reader_output_order_swap,4992000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3633,reader_output_order_swap,5449500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3634,reader_output_order_swap,5451000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3635,reader_output_order_swap,5452500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3636,reader_output_order_swap,5454000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3637,reader_output_order_swap,5455500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3638,reader_output_order_swap,5448000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3943,reader_output_order_swap,5914500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,3944,reader_output_order_swap,5913000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4055,reader_output_order_swap,6082500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4056,reader_output_order_swap,6081000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4241,reader_output_order_swap,6361500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4242,reader_output_order_swap,6360000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4545,reader_output_order_swap,6817500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4546,reader_output_order_swap,6819000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4547,reader_output_order_swap,6820500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4548,reader_output_order_swap,6822000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4549,reader_output_order_swap,6816000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4849,reader_output_order_swap,7273500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,4850,reader_output_order_swap,7272000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5153,reader_output_order_swap,7729500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5154,reader_output_order_swap,7731000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5155,reader_output_order_swap,7732500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5156,reader_output_order_swap,7728000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5457,reader_output_order_swap,8185500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5458,reader_output_order_swap,8187000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5459,reader_output_order_swap,8188500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5460,reader_output_order_swap,8184000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5761,reader_output_order_swap,8641500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5762,reader_output_order_swap,8643000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5763,reader_output_order_swap,8644500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5764,reader_output_order_swap,8646000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5765,reader_output_order_swap,8647500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5766,reader_output_order_swap,8640000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5879,reader_output_order_swap,8818500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5880,reader_output_order_swap,8820000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5881,reader_output_order_swap,8821500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5882,reader_output_order_swap,8823000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5883,reader_output_order_swap,8824500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,5884,reader_output_order_swap,8817000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6065,reader_output_order_swap,9097500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6066,reader_output_order_swap,9099000
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6067,reader_output_order_swap,9100500
nba__3gBeJyl7Szg_s1196.mp4,1/90000,6068,reader_output_order_swap,9096000
