game_id,sport,ledger_rows,first_claim_utc,last_finished_utc,gate_side,location,located_path,dir_mtime_utc,retracked,retrack_reason
fXLNra4sjjU_s4682,ncaa_basketball,2,2026-09-10T15:28:21Z,2026-09-10T17:11:22Z,BEFORE,GONE,,2026-09-10T17:11:22Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fXLNra4sjjU_s5830,ncaa_basketball,2,2026-09-10T15:28:21Z,2026-09-10T17:12:24Z,BEFORE,GONE,,2026-09-10T17:12:24Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fXLNra4sjjU_s90,ncaa_basketball,2,2026-09-10T15:29:02Z,2026-09-10T17:12:24Z,BEFORE,GONE,,2026-09-10T17:12:24Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
G8bPOW37Sp0_s320,wnba,2,2026-09-10T15:29:02Z,2026-09-10T17:12:44Z,BEFORE,GONE,,2026-09-10T17:12:44Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
gleague-_fl2i6vToTM_s1293,basketball,2,2026-09-10T15:33:04Z,2026-09-10T17:13:04Z,BEFORE,GONE,,2026-09-10T17:13:04Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
gleague-_fl2i6vToTM_s2496,basketball,2,2026-09-10T15:34:45Z,2026-09-10T17:15:06Z,BEFORE,GONE,,2026-09-10T17:15:06Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
gleague-_fl2i6vToTM_s3699,basketball,2,2026-09-10T15:35:06Z,2026-09-10T17:15:06Z,BEFORE,GONE,,2026-09-10T17:15:06Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
gleague-_fl2i6vToTM_s4902,basketball,2,2026-09-10T15:35:06Z,2026-09-10T17:16:07Z,BEFORE,GONE,,2026-09-10T17:16:07Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
gleague-_fl2i6vToTM_s6105,basketball,2,2026-09-10T15:35:47Z,2026-09-10T17:16:47Z,BEFORE,GONE,,2026-09-10T17:16:47Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
gleague-_fl2i6vToTM_s90,basketball,2,2026-09-10T15:36:07Z,2026-09-10T17:16:27Z,BEFORE,GONE,,2026-09-10T17:16:27Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
G8bPOW37Sp0_s550,wnba,2,2026-09-10T15:36:07Z,2026-09-10T17:16:07Z,BEFORE,GONE,,2026-09-10T17:16:07Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
G8bPOW37Sp0_s90,wnba,2,2026-09-10T15:36:08Z,2026-09-10T17:22:30Z,BEFORE,GONE,,2026-09-10T17:22:30Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
h6j_iLYRx8U_s1424,ncaa_basketball,2,2026-09-10T15:38:27Z,2026-09-10T17:16:27Z,BEFORE,GONE,,2026-09-10T17:16:27Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
h6j_iLYRx8U_s2758,ncaa_basketball,2,2026-09-10T15:39:28Z,2026-09-10T17:16:47Z,BEFORE,GONE,,2026-09-10T17:16:47Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
h6j_iLYRx8U_s4092,ncaa_basketball,2,2026-09-10T15:39:49Z,2026-09-10T17:19:08Z,BEFORE,GONE,,2026-09-10T17:19:08Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
h6j_iLYRx8U_s5426,ncaa_basketball,2,2026-09-10T15:40:49Z,2026-09-10T17:18:28Z,BEFORE,GONE,,2026-09-10T17:18:28Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
h6j_iLYRx8U_s6760,ncaa_basketball,2,2026-09-10T15:41:29Z,2026-09-10T17:19:28Z,BEFORE,GONE,,2026-09-10T17:19:28Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
h6j_iLYRx8U_s90,ncaa_basketball,2,2026-09-10T15:42:09Z,2026-09-10T17:19:48Z,BEFORE,GONE,,2026-09-10T17:19:48Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba--x4DRmtYn4Q_s1466,basketball,1,2026-09-10T15:43:30Z,2026-09-10T15:51:33Z,BEFORE,GONE,,2026-09-10T15:51:33Z,False,none
fiba--x4DRmtYn4Q_s2842,basketball,1,2026-09-10T15:43:50Z,2026-09-10T15:51:33Z,BEFORE,GONE,,2026-09-10T15:51:33Z,False,none
fiba--x4DRmtYn4Q_s4218,basketball,1,2026-09-10T15:44:10Z,2026-09-10T15:51:33Z,BEFORE,GONE,,2026-09-10T15:51:33Z,False,none
fiba--x4DRmtYn4Q_s6970,basketball,1,2026-09-10T15:44:51Z,2026-09-10T15:52:15Z,BEFORE,GONE,,2026-09-10T15:52:15Z,False,none
fiba--x4DRmtYn4Q_s5594,basketball,1,2026-09-10T15:44:51Z,2026-09-10T15:52:35Z,BEFORE,GONE,,2026-09-10T15:52:35Z,False,none
fiba--x4DRmtYn4Q_s90,basketball,1,2026-09-10T15:45:31Z,2026-09-10T15:53:35Z,BEFORE,GONE,,2026-09-10T15:53:35Z,False,none
XCaGht2GmPg_s1416,nba,2,2026-09-10T15:46:51Z,2026-09-10T17:21:29Z,BEFORE,GONE,,2026-09-10T17:21:29Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
XCaGht2GmPg_s2742,nba,1,2026-09-10T15:47:12Z,2026-09-10T15:51:55Z,BEFORE,GONE,,2026-09-10T15:51:55Z,False,none
XCaGht2GmPg_s4068,nba,2,2026-09-10T15:50:33Z,2026-09-10T17:21:50Z,BEFORE,GONE,,2026-09-10T17:21:50Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
XCaGht2GmPg_s5394,nba,2,2026-09-10T15:50:53Z,2026-09-10T17:22:50Z,BEFORE,GONE,,2026-09-10T17:22:50Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
XCaGht2GmPg_s90,nba,2,2026-09-10T15:50:54Z,2026-09-10T17:23:10Z,BEFORE,GONE,,2026-09-10T17:23:10Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba-7HQqWMaKxpA_s1455,basketball,2,2026-09-10T15:52:15Z,2026-09-10T17:28:12Z,BEFORE,GONE,,2026-09-10T17:28:12Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba-7HQqWMaKxpA_s2820,basketball,2,2026-09-10T15:52:35Z,2026-09-10T17:29:34Z,BEFORE,GONE,,2026-09-10T17:29:34Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba-7HQqWMaKxpA_s4185,basketball,1,2026-09-10T15:52:56Z,2026-09-10T15:59:37Z,BEFORE,GONE,,2026-09-10T15:59:37Z,False,none
fiba-7HQqWMaKxpA_s5550,basketball,2,2026-09-10T15:52:56Z,2026-09-10T17:29:34Z,BEFORE,GONE,,2026-09-10T17:29:34Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba-7HQqWMaKxpA_s6915,basketball,1,2026-09-10T15:53:16Z,2026-09-10T15:59:57Z,BEFORE,GONE,,2026-09-10T15:59:57Z,False,none
fiba-7HQqWMaKxpA_s90,basketball,2,2026-09-10T15:53:56Z,2026-09-10T17:31:56Z,BEFORE,GONE,,2026-09-10T17:31:56Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
0KIBu1jQBL8_s1205,ncaa_basketball,2,2026-09-10T16:02:17Z,2026-09-10T17:30:34Z,BEFORE,GONE,,2026-09-10T17:30:34Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
0KIBu1jQBL8_s2320,ncaa_basketball,2,2026-09-10T16:02:38Z,2026-09-10T17:29:13Z,BEFORE,GONE,,2026-09-10T17:29:13Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
0KIBu1jQBL8_s3435,ncaa_basketball,2,2026-09-10T16:02:58Z,2026-09-10T17:30:55Z,BEFORE,GONE,,2026-09-10T17:30:55Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
0KIBu1jQBL8_s4550,ncaa_basketball,2,2026-09-10T16:03:18Z,2026-09-10T17:31:36Z,BEFORE,GONE,,2026-09-10T17:31:36Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
0KIBu1jQBL8_s5665,ncaa_basketball,2,2026-09-10T16:03:38Z,2026-09-10T17:41:44Z,BEFORE,GONE,,2026-09-10T17:41:44Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
0KIBu1jQBL8_s90,ncaa_basketball,2,2026-09-10T16:03:58Z,2026-09-10T17:43:25Z,BEFORE,GONE,,2026-09-10T17:43:25Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba-Y1cgaIWW8gk_s1437,basketball,2,2026-09-10T16:05:39Z,2026-09-10T17:34:37Z,BEFORE,GONE,,2026-09-10T17:34:37Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba-Y1cgaIWW8gk_s2784,basketball,2,2026-09-10T16:06:19Z,2026-09-10T17:35:59Z,BEFORE,GONE,,2026-09-10T17:35:59Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba-Y1cgaIWW8gk_s4131,basketball,2,2026-09-10T16:07:59Z,2026-09-10T17:35:59Z,BEFORE,GONE,,2026-09-10T17:35:59Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba-Y1cgaIWW8gk_s5478,basketball,2,2026-09-10T16:09:00Z,2026-09-10T17:36:19Z,BEFORE,GONE,,2026-09-10T17:36:19Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba-Y1cgaIWW8gk_s6825,basketball,2,2026-09-10T16:09:40Z,2026-09-10T17:30:35Z,BEFORE,CORPUS,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,ABSENT,True,duplicate_ledger_rows
fiba-Y1cgaIWW8gk_s90,basketball,2,2026-09-10T16:10:00Z,2026-09-10T17:30:55Z,BEFORE,CORPUS,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,ABSENT,True,duplicate_ledger_rows
RIrGQJ_jsGQ_s1410,nba,2,2026-09-10T16:10:20Z,2026-09-10T17:39:02Z,BEFORE,GONE,,2026-09-10T17:39:02Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
RIrGQJ_jsGQ_s2730,nba,2,2026-09-10T16:10:21Z,2026-09-10T17:39:43Z,BEFORE,GONE,,2026-09-10T17:39:43Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
RIrGQJ_jsGQ_s4050,nba,2,2026-09-10T16:11:01Z,2026-09-10T17:38:41Z,BEFORE,GONE,,2026-09-10T17:38:41Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
RIrGQJ_jsGQ_s5370,nba,2,2026-09-10T16:11:41Z,2026-09-10T17:38:21Z,BEFORE,GONE,,2026-09-10T17:38:21Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
RIrGQJ_jsGQ_s6690,nba,2,2026-09-10T16:12:02Z,2026-09-10T17:34:37Z,BEFORE,CORPUS,/workspace/data/footage_corpus/nba__RIrGQJ_jsGQ_s6690.mp4,ABSENT,True,duplicate_ledger_rows
RIrGQJ_jsGQ_s90,nba,1,2026-09-10T16:12:22Z,2026-09-10T16:18:26Z,BEFORE,GONE,,2026-09-10T16:18:26Z,False,none
wJSOHbeQcg4_s1180,ncaa_basketball,2,2026-09-10T16:13:22Z,2026-09-10T17:42:45Z,BEFORE,GONE,,2026-09-10T17:42:45Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
wJSOHbeQcg4_s2270,ncaa_basketball,1,2026-09-10T16:14:23Z,2026-09-10T16:22:08Z,BEFORE,GONE,,2026-09-10T16:22:08Z,False,none
fiba-Byk8aH-n_U4_s1426,basketball,1,2026-09-10T16:15:24Z,2026-09-10T16:22:49Z,BEFORE,GONE,,2026-09-10T16:22:49Z,False,none
fiba-Byk8aH-n_U4_s2762,basketball,1,2026-09-10T16:17:26Z,2026-09-10T16:24:31Z,BEFORE,GONE,,2026-09-10T16:24:31Z,False,none
fiba-Byk8aH-n_U4_s4098,basketball,2,2026-09-10T16:17:45Z,2026-09-10T17:44:47Z,BEFORE,GONE,,2026-09-10T17:44:47Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba-Byk8aH-n_U4_s5434,basketball,2,2026-09-10T16:18:06Z,2026-09-10T17:44:26Z,BEFORE,GONE,,2026-09-10T17:44:26Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba-Byk8aH-n_U4_s6770,basketball,1,2026-09-10T16:18:26Z,2026-09-10T16:24:51Z,BEFORE,GONE,,2026-09-10T16:24:51Z,False,none
fiba-Byk8aH-n_U4_s90,basketball,1,2026-09-10T16:18:47Z,2026-09-10T16:26:12Z,BEFORE,GONE,,2026-09-10T16:26:12Z,False,none
wJSOHbeQcg4_s3360,ncaa_basketball,2,2026-09-10T16:19:47Z,2026-09-10T17:43:26Z,BEFORE,GONE,,2026-09-10T17:43:25Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba-fyp4VsE-8Fc_s1426,basketball,2,2026-09-10T16:21:28Z,2026-09-10T17:45:28Z,BEFORE,GONE,,2026-09-10T17:45:28Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba-fyp4VsE-8Fc_s2762,basketball,2,2026-09-10T16:22:09Z,2026-09-10T17:47:09Z,BEFORE,GONE,,2026-09-10T17:47:09Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba-fyp4VsE-8Fc_s5434,basketball,2,2026-09-10T16:23:51Z,2026-09-10T17:46:49Z,BEFORE,GONE,,2026-09-10T17:46:49Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba-fyp4VsE-8Fc_s6770,basketball,2,2026-09-10T16:23:51Z,2026-09-10T17:48:10Z,BEFORE,GONE,,2026-09-10T17:48:10Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba-fyp4VsE-8Fc_s4098,basketball,2,2026-09-10T16:23:51Z,2026-09-10T17:47:50Z,BEFORE,GONE,,2026-09-10T17:47:50Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba-fyp4VsE-8Fc_s90,basketball,2,2026-09-10T16:24:12Z,2026-09-10T17:44:47Z,BEFORE,CORPUS,/workspace/data/footage_corpus/basketball__fiba-fyp4VsE-8Fc_s90.mp4,ABSENT,True,duplicate_ledger_rows
wJSOHbeQcg4_s4450,ncaa_basketball,2,2026-09-10T16:24:32Z,2026-09-10T17:45:07Z,BEFORE,GONE,,2026-09-10T17:45:07Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
wJSOHbeQcg4_s5540,ncaa_basketball,2,2026-09-10T16:24:53Z,2026-09-10T17:46:49Z,BEFORE,GONE,,2026-09-10T17:46:49Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
GNjSxoeDT-E_s1167,ncaa_basketball,2,2026-09-10T16:25:33Z,2026-09-10T17:52:12Z,BEFORE,GONE,,2026-09-10T17:52:12Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
GNjSxoeDT-E_s2244,ncaa_basketball,2,2026-09-10T16:26:13Z,2026-09-10T17:52:32Z,BEFORE,GONE,,2026-09-10T17:52:32Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
GNjSxoeDT-E_s3321,ncaa_basketball,2,2026-09-10T16:26:53Z,2026-09-10T17:51:11Z,BEFORE,GONE,,2026-09-10T17:51:11Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
GNjSxoeDT-E_s4398,ncaa_basketball,2,2026-09-10T16:27:35Z,2026-09-10T17:53:33Z,BEFORE,GONE,,2026-09-10T17:53:33Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
GNjSxoeDT-E_s5475,ncaa_basketball,2,2026-09-10T16:27:35Z,2026-09-10T17:54:13Z,BEFORE,GONE,,2026-09-10T17:54:13Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
EqseleqhpTk_s1395,ncaa_basketball,2,2026-09-10T16:28:36Z,2026-09-10T17:55:35Z,BEFORE,GONE,,2026-09-10T17:55:35Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
EqseleqhpTk_s2700,ncaa_basketball,2,2026-09-10T16:30:37Z,2026-09-10T17:54:34Z,BEFORE,GONE,,2026-09-10T17:54:34Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
euroleague-zud-2wkhjJY_s231,basketball,1,2026-09-10T16:31:58Z,2026-09-10T16:37:01Z,BEFORE,GONE,,2026-09-10T16:37:01Z,False,none
euroleague-zud-2wkhjJY_s372,basketball,1,2026-09-10T16:31:58Z,2026-09-10T16:38:02Z,BEFORE,GONE,,2026-09-10T16:38:02Z,False,none
euroleague-zud-2wkhjJY_s90,basketball,1,2026-09-10T16:32:39Z,2026-09-10T16:38:02Z,BEFORE,GONE,,2026-09-10T16:38:02Z,False,none
EqseleqhpTk_s4005,ncaa_basketball,2,2026-09-10T16:32:39Z,2026-09-10T17:54:54Z,BEFORE,GONE,,2026-09-10T17:54:54Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
EqseleqhpTk_s5310,ncaa_basketball,2,2026-09-10T16:34:39Z,2026-09-10T17:57:56Z,BEFORE,GONE,,2026-09-10T17:57:56Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
EqseleqhpTk_s90,ncaa_basketball,2,2026-09-10T16:35:00Z,2026-09-10T18:02:41Z,BEFORE,CORPUS,/workspace/data/footage_corpus/ncaa_basketball__EqseleqhpTk_s90.mp4,2026-09-10T18:02:41Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
fiba-tZeqmc_-_sA_s1332,basketball,1,2026-09-10T16:36:01Z,2026-09-10T16:43:25Z,BEFORE,GONE,,2026-09-10T16:43:25Z,False,none
fiba-tZeqmc_-_sA_s2574,basketball,1,2026-09-10T16:37:01Z,2026-09-10T16:44:46Z,BEFORE,GONE,,2026-09-10T16:44:46Z,False,none
fiba-tZeqmc_-_sA_s3816,basketball,1,2026-09-10T16:37:02Z,2026-09-10T16:44:26Z,BEFORE,GONE,,2026-09-10T16:44:26Z,False,none
fiba-tZeqmc_-_sA_s5058,basketball,1,2026-09-10T16:37:02Z,2026-09-10T16:44:26Z,BEFORE,GONE,,2026-09-10T16:44:26Z,False,none
fiba-tZeqmc_-_sA_s6300,basketball,1,2026-09-10T16:37:22Z,2026-09-10T16:43:25Z,BEFORE,GONE,,2026-09-10T16:43:25Z,False,none
fiba-tZeqmc_-_sA_s90,basketball,2,2026-09-10T16:39:43Z,2026-09-10T17:56:36Z,BEFORE,CORPUS,/workspace/data/footage_corpus/basketball__fiba-tZeqmc_-_sA_s90.mp4,ABSENT,True,duplicate_ledger_rows
GNjSxoeDT-E_s90,ncaa_basketball,2,2026-09-10T16:40:03Z,2026-09-10T18:02:41Z,BEFORE,CORPUS,/workspace/data/footage_corpus/ncaa_basketball__GNjSxoeDT-E_s90.mp4,2026-09-10T18:02:41Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
9F5q5jCbrMI_s1270,ncaa_basketball,1,2026-09-10T16:41:04Z,2026-09-10T16:46:07Z,BEFORE,GONE,,2026-09-10T16:46:07Z,False,none
9F5q5jCbrMI_s2450,ncaa_basketball,1,2026-09-10T16:41:45Z,2026-09-10T16:46:27Z,BEFORE,GONE,,2026-09-10T16:46:27Z,False,none
9F5q5jCbrMI_s3630,ncaa_basketball,1,2026-09-10T16:42:45Z,2026-09-10T16:47:47Z,BEFORE,GONE,,2026-09-10T16:47:47Z,False,none
9F5q5jCbrMI_s4810,ncaa_basketball,1,2026-09-10T16:42:45Z,2026-09-10T16:47:47Z,BEFORE,GONE,,2026-09-10T16:47:47Z,False,none
9F5q5jCbrMI_s90,ncaa_basketball,1,2026-09-10T16:43:46Z,2026-09-10T16:47:47Z,BEFORE,GONE,,2026-09-10T16:47:47Z,False,none
1E5Rw89keTg_s312,wnba,1,2026-09-10T16:43:46Z,2026-09-10T16:50:29Z,BEFORE,GONE,,2026-09-10T16:50:29Z,False,none
wJSOHbeQcg4_s90,ncaa_basketball,2,2026-09-10T16:43:47Z,2026-09-10T18:09:23Z,BEFORE,CORPUS,/workspace/data/footage_corpus/ncaa_basketball__wJSOHbeQcg4_s90.mp4,2026-09-10T18:09:23Z,True,duplicate_ledger_rows|dir_mtime_after_first_row
1E5Rw89keTg_s534,wnba,1,2026-09-10T16:45:07Z,2026-09-10T16:51:50Z,BEFORE,GONE,,2026-09-10T16:51:50Z,False,none
1E5Rw89keTg_s90,wnba,1,2026-09-10T16:45:28Z,2026-09-10T16:52:11Z,BEFORE,GONE,,2026-09-10T16:52:11Z,False,none
HUSo3PzP7lo_s246,nba,1,2026-09-10T16:48:09Z,2026-09-10T16:52:51Z,BEFORE,GONE,,2026-09-10T16:52:51Z,False,none
HUSo3PzP7lo_s402,nba,1,2026-09-10T16:48:49Z,2026-09-10T16:52:51Z,BEFORE,GONE,,2026-09-10T16:52:51Z,False,none
HUSo3PzP7lo_s90,nba,1,2026-09-10T16:49:09Z,2026-09-10T16:55:31Z,BEFORE,GONE,,2026-09-10T16:55:31Z,False,none
eaKqXq9dfig_s259,nba,1,2026-09-10T16:52:32Z,2026-09-10T16:56:32Z,BEFORE,GONE,,2026-09-10T16:56:32Z,False,none
eaKqXq9dfig_s428,nba,1,2026-09-10T16:53:12Z,2026-09-10T16:57:33Z,BEFORE,GONE,,2026-09-10T16:57:33Z,False,none
eaKqXq9dfig_s90,nba,1,2026-09-10T16:53:32Z,2026-09-10T16:57:33Z,BEFORE,GONE,,2026-09-10T16:57:33Z,False,none
euroleague-zud-2wkhjJY_s155,basketball,1,2026-09-10T17:51:32Z,2026-09-10T17:56:36Z,AFTER,GONE,,2026-09-10T17:56:36Z,False,none
euroleague-zud-2wkhjJY_s296,basketball,1,2026-09-10T17:51:52Z,2026-09-10T17:57:16Z,AFTER,GONE,,2026-09-10T17:57:16Z,False,none
euroleague-zud-2wkhjJY_s437,basketball,1,2026-09-10T17:52:53Z,2026-09-10T17:58:16Z,AFTER,GONE,,2026-09-10T17:58:16Z,False,none
fiba-tZeqmc_-_sA_s1397,basketball,1,2026-09-10T17:53:33Z,2026-09-10T18:00:58Z,AFTER,GONE,,2026-09-10T18:00:58Z,False,none
fiba-tZeqmc_-_sA_s2639,basketball,1,2026-09-10T17:53:54Z,2026-09-10T18:00:58Z,AFTER,GONE,,2026-09-10T18:00:58Z,False,none
fiba-tZeqmc_-_sA_s3881,basketball,1,2026-09-10T17:54:14Z,2026-09-10T18:02:00Z,AFTER,CORPUS,/workspace/data/footage_corpus/basketball__fiba-tZeqmc_-_sA_s3881.mp4,2026-09-10T18:02:00Z,False,none
fiba-tZeqmc_-_sA_s5123,basketball,1,2026-09-10T17:54:55Z,2026-09-10T18:03:01Z,AFTER,CORPUS,/workspace/data/footage_corpus/basketball__fiba-tZeqmc_-_sA_s5123.mp4,2026-09-10T18:03:01Z,False,none
fiba-tZeqmc_-_sA_s6365,basketball,1,2026-09-10T17:55:35Z,2026-09-10T17:56:15Z,AFTER,CORPUS,/workspace/data/footage_corpus/basketball__fiba-tZeqmc_-_sA_s6365.mp4,ABSENT,False,none
9F5q5jCbrMI_s1335,ncaa_basketball,1,2026-09-10T17:57:17Z,2026-09-10T18:02:41Z,AFTER,CORPUS,/workspace/data/footage_corpus/ncaa_basketball__9F5q5jCbrMI_s1335.mp4,2026-09-10T18:02:41Z,False,none
9F5q5jCbrMI_s155,ncaa_basketball,1,2026-09-10T17:57:17Z,2026-09-10T18:02:41Z,AFTER,CORPUS,/workspace/data/footage_corpus/ncaa_basketball__9F5q5jCbrMI_s155.mp4,2026-09-10T18:02:41Z,False,none
