game_id,claim_utc,observed_utc,lag_s,status,source_name,source_path,ind_sha256,ind_bytes,n_candidates
G8bPOW37Sp0_s385,2026-09-10T19:34:13Z,2026-09-10T19:34:19Z,0.6,OK,wnba__G8bPOW37Sp0_s385.mp4,/workspace/data/footage_bridge/wnba__G8bPOW37Sp0_s385.mp4,9bf2b5d0b3cc644219cdc249f212503eb30f1614a576f5e0b2a8919f1ad13627,73189915,1
G8bPOW37Sp0_s615,2026-09-10T19:34:13Z,2026-09-10T19:34:20Z,0.7,OK,wnba__G8bPOW37Sp0_s615.mp4,/workspace/data/footage_bridge/wnba__G8bPOW37Sp0_s615.mp4,3af384191a6083714de2ced41996374d4cf1641c147af3ef04ec418b33bbfa36,63816235,1
UzaYBYy3GZg_s1443,2026-09-10T19:40:41Z,2026-09-10T19:40:45Z,0.6,OK,ncaa_basketball__UzaYBYy3GZg_s1443.mp4,/workspace/data/footage_bridge/ncaa_basketball__UzaYBYy3GZg_s1443.mp4,85c57835c795e78c354948bc20229447dce64cdf8308ea6893a2d303213320a8,65027254,1
UzaYBYy3GZg_s155,2026-09-10T19:40:41Z,2026-09-10T19:40:45Z,0.4,OK,ncaa_basketball__UzaYBYy3GZg_s155.mp4,/workspace/data/footage_bridge/ncaa_basketball__UzaYBYy3GZg_s155.mp4,82abeb0de4c8a10b5e6397e188b1626ab86bf988a281707d21dd1b78c35e4327,68278907,1
UzaYBYy3GZg_s2731,2026-09-10T19:40:41Z,2026-09-10T19:40:46Z,0.7,OK,ncaa_basketball__UzaYBYy3GZg_s2731.mp4,/workspace/data/footage_bridge/ncaa_basketball__UzaYBYy3GZg_s2731.mp4,41442d101e873899a7750330ca63477b64a70dba595ab28ff84700e9a71d31c2,63673773,1
WeheQidCPXI_s155,2026-09-10T19:40:41Z,2026-09-10T19:40:47Z,0.5,OK,ncaa_basketball__WeheQidCPXI_s155.mp4,/workspace/data/footage_bridge/ncaa_basketball__WeheQidCPXI_s155.mp4,c25b0a78b579bab6635ce023eeafc0853baaea66a42fd52151c3d4ea5bd747f1,68717340,1
WeheQidCPXI_s2753,2026-09-10T19:40:41Z,2026-09-10T19:40:47Z,0.6,OK,ncaa_basketball__WeheQidCPXI_s2753.mp4,/workspace/data/footage_bridge/ncaa_basketball__WeheQidCPXI_s2753.mp4,4e3a5c54fd45d3982b7b9e158114453c8c4c471a6dfa993d4dd16df18dda386f,65179475,1
WeheQidCPXI_s4052,2026-09-10T19:40:41Z,2026-09-10T19:40:48Z,0.6,OK,ncaa_basketball__WeheQidCPXI_s4052.mp4,/workspace/data/footage_bridge/ncaa_basketball__WeheQidCPXI_s4052.mp4,87ca10691988590598e80103d90ce498d5c6595fef419031f126f75953d5c4f3,65762956,1
WeheQidCPXI_s5351,2026-09-10T19:40:41Z,2026-09-10T19:40:48Z,0.6,OK,ncaa_basketball__WeheQidCPXI_s5351.mp4,/workspace/data/footage_bridge/ncaa_basketball__WeheQidCPXI_s5351.mp4,60ae1282c863626be423ca2b95a9729a9c4fea70f73ecc5ff9fdfe529b738bb8,64411181,1
UzaYBYy3GZg_s4019,2026-09-10T19:42:03Z,2026-09-10T19:42:05Z,0.6,OK,ncaa_basketball__UzaYBYy3GZg_s4019.mp4,/workspace/data/footage_bridge/ncaa_basketball__UzaYBYy3GZg_s4019.mp4,f17f87263665f21889ab7a440bc8b502ec61d842bf6e56d8b9955c4295eeb40c,66416746,1
UzaYBYy3GZg_s5307,2026-09-10T19:43:25Z,2026-09-10T19:43:26Z,0.6,OK,ncaa_basketball__UzaYBYy3GZg_s5307.mp4,/workspace/data/footage_bridge/ncaa_basketball__UzaYBYy3GZg_s5307.mp4,46a125859e07e30116f3fc7cdbf5fa725b67edcaf00b7b0b3723d445b88849bb,52937958,1
QXFM3hlaDAk_s1440,2026-09-10T19:46:27Z,2026-09-10T19:46:30Z,0.5,OK,ncaa_basketball__QXFM3hlaDAk_s1440.mp4,/workspace/data/footage_bridge/ncaa_basketball__QXFM3hlaDAk_s1440.mp4,ef3549084989a0e8eda7876b4687f5ca5a0cf3bfb93e7c53687ea38178d9e16f,67626846,1
QXFM3hlaDAk_s155,2026-09-10T19:46:27Z,2026-09-10T19:46:31Z,2.0,OK,ncaa_basketball__QXFM3hlaDAk_s155.mp4,/workspace/data/footage_bridge/ncaa_basketball__QXFM3hlaDAk_s155.mp4,88677dc0131856d8bf8c747a3569b695d0eacb9096a081fb8e8e66dd5bd9ed3f,66307405,1
QXFM3hlaDAk_s2725,2026-09-10T19:46:27Z,2026-09-10T19:46:33Z,1.4,OK,ncaa_basketball__QXFM3hlaDAk_s2725.mp4,/workspace/data/footage_bridge/ncaa_basketball__QXFM3hlaDAk_s2725.mp4,89515505134f13b18d74e90879e0f7aa864e82d7c01b0321d73d3029580a4fdf,53034651,1
QXFM3hlaDAk_s4010,2026-09-10T19:46:27Z,2026-09-10T19:46:34Z,0.5,OK,ncaa_basketball__QXFM3hlaDAk_s4010.mp4,/workspace/data/footage_bridge/ncaa_basketball__QXFM3hlaDAk_s4010.mp4,b6912360884070b3c5416070d66d6fe22442d7d951e118fb26100c10cda55f31,65907501,1
QXFM3hlaDAk_s5295,2026-09-10T19:46:27Z,2026-09-10T19:46:35Z,0.4,OK,ncaa_basketball__QXFM3hlaDAk_s5295.mp4,/workspace/data/footage_bridge/ncaa_basketball__QXFM3hlaDAk_s5295.mp4,f1ef03d66bbbd2935e58ed50839abba803fbc2debdcd5bd5ff058fa31305b8cb,48721855,1
euroleague-a_GxgklBtEs_s1469,2026-09-10T19:52:52Z,2026-09-10T19:52:56Z,0.7,OK,basketball__euroleague-a_GxgklBtEs_s1469.mp4,/workspace/data/footage_bridge/basketball__euroleague-a_GxgklBtEs_s1469.mp4,5d70772bd489199cc01e3da708d39900f71bb8ada071c3a4ebb32faece8a7886,91053280,1
euroleague-a_GxgklBtEs_s155,2026-09-10T19:52:52Z,2026-09-10T19:52:56Z,0.5,OK,basketball__euroleague-a_GxgklBtEs_s155.mp4,/workspace/data/footage_bridge/basketball__euroleague-a_GxgklBtEs_s155.mp4,f29f5232f746f3b0a07a260d304042c94c8d04681a46f9f4a0d43363f0079cff,68443012,1
euroleague-a_GxgklBtEs_s2783,2026-09-10T19:52:52Z,2026-09-10T19:52:57Z,0.6,OK,basketball__euroleague-a_GxgklBtEs_s2783.mp4,/workspace/data/footage_bridge/basketball__euroleague-a_GxgklBtEs_s2783.mp4,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,91313320,1
euroleague-a_GxgklBtEs_s4097,2026-09-10T19:52:52Z,2026-09-10T19:52:57Z,0.5,OK,basketball__euroleague-a_GxgklBtEs_s4097.mp4,/workspace/data/footage_bridge/basketball__euroleague-a_GxgklBtEs_s4097.mp4,bbd74360515a644b8412fdc67cffb80b0633301a8fb429a2371a1b034198c056,85971568,1
euroleague-a_GxgklBtEs_s5411,2026-09-10T19:52:52Z,2026-09-10T19:52:58Z,0.5,OK,basketball__euroleague-a_GxgklBtEs_s5411.mp4,/workspace/data/footage_bridge/basketball__euroleague-a_GxgklBtEs_s5411.mp4,4f3a81f6aa02b9e9daeddb8ba5d1063933200277be8a29cd3ccee042b8c96251,85334321,1
g7dzEFLiemQ_s1258,2026-09-10T19:55:56Z,2026-09-10T19:55:59Z,1.3,OK,ncaa_basketball__g7dzEFLiemQ_s1258.mp4,/workspace/data/footage_bridge/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,91460596,1
g7dzEFLiemQ_s155,2026-09-10T19:55:56Z,2026-09-10T19:56:00Z,1.4,OK,ncaa_basketball__g7dzEFLiemQ_s155.mp4,/workspace/data/footage_bridge/ncaa_basketball__g7dzEFLiemQ_s155.mp4,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,94125642,1
g7dzEFLiemQ_s2361,2026-09-10T19:55:56Z,2026-09-10T19:56:01Z,1.7,OK,ncaa_basketball__g7dzEFLiemQ_s2361.mp4,/workspace/data/footage_bridge/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,92660609,1
g7dzEFLiemQ_s3464,2026-09-10T19:59:19Z,2026-09-10T19:59:19Z,0.8,OK,ncaa_basketball__g7dzEFLiemQ_s3464.mp4,/workspace/data/footage_bridge/ncaa_basketball__g7dzEFLiemQ_s3464.mp4,9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f,89509275,1
g7dzEFLiemQ_s4567,2026-09-10T19:59:19Z,2026-09-10T19:59:20Z,0.7,OK,ncaa_basketball__g7dzEFLiemQ_s4567.mp4,/workspace/data/footage_bridge/ncaa_basketball__g7dzEFLiemQ_s4567.mp4,00c0cf47662eeec7f48ea43dd26eac08b81c2cdccab22c23594019f1995b3d45,90633805,1
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:01:40Z,2026-09-10T20:01:41Z,0.3,OK,basketball__fiba-7HQqWMaKxpA_s6980.mp4,/workspace/data/footage_bridge/basketball__fiba-7HQqWMaKxpA_s6980.mp4,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,35651209,1
fiba-Y1cgaIWW8gk_s6825,2026-09-10T20:03:00Z,2026-09-10T20:03:01Z,0.6,OK,basketball__fiba-Y1cgaIWW8gk_s6825.mp4,/workspace/data/footage_bridge/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,55815234,1
fiba-Y1cgaIWW8gk_s90,2026-09-10T20:03:20Z,2026-09-10T20:03:22Z,1.8,OK,basketball__fiba-Y1cgaIWW8gk_s90.mp4,/workspace/data/footage_bridge/basketball__fiba-Y1cgaIWW8gk_s90.mp4,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,58883653,1
RIrGQJ_jsGQ_s6690,2026-09-10T20:03:41Z,2026-09-10T20:03:44Z,0.3,OK,nba__RIrGQJ_jsGQ_s6690.mp4,/workspace/data/footage_bridge/nba__RIrGQJ_jsGQ_s6690.mp4,0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46,19960440,1
fiba-fyp4VsE-8Fc_s90,2026-09-10T20:04:01Z,2026-09-10T20:04:04Z,0.7,OK,basketball__fiba-fyp4VsE-8Fc_s90.mp4,/workspace/data/footage_bridge/basketball__fiba-fyp4VsE-8Fc_s90.mp4,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,85266665,1
fiba-tZeqmc_-_sA_s6365,2026-09-10T20:05:01Z,2026-09-10T20:05:05Z,0.7,OK,basketball__fiba-tZeqmc_-_sA_s6365.mp4,/workspace/data/footage_bridge/basketball__fiba-tZeqmc_-_sA_s6365.mp4,5e9e47c913e7457df4c1770d276aa233d5e0b26c19fc5fdb064dc29c04acb572,56088519,1
fiba-tZeqmc_-_sA_s90,2026-09-10T20:05:01Z,2026-09-10T20:05:05Z,0.6,OK,basketball__fiba-tZeqmc_-_sA_s90.mp4,/workspace/data/footage_bridge/basketball__fiba-tZeqmc_-_sA_s90.mp4,9747eab9c97bb3d6367ee269cd242b6ff7c92b870d27ff91e6ec612cb30ecb50,58196753,1
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:07:42Z,2026-09-10T20:07:42Z,0.4,OK,basketball__fiba-7HQqWMaKxpA_s6980.mp4,/workspace/data/footage_bridge/basketball__fiba-7HQqWMaKxpA_s6980.mp4,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,35651209,1
fiba-Y1cgaIWW8gk_s6825,2026-09-10T20:08:22Z,2026-09-10T20:08:23Z,0.6,OK,basketball__fiba-Y1cgaIWW8gk_s6825.mp4,/workspace/data/footage_bridge/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,55815234,1
fiba-Y1cgaIWW8gk_s90,2026-09-10T20:08:42Z,2026-09-10T20:08:43Z,0.6,OK,basketball__fiba-Y1cgaIWW8gk_s90.mp4,/workspace/data/footage_bridge/basketball__fiba-Y1cgaIWW8gk_s90.mp4,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,58883653,1
RIrGQJ_jsGQ_s6690,2026-09-10T20:09:02Z,2026-09-10T20:09:04Z,0.2,OK,nba__RIrGQJ_jsGQ_s6690.mp4,/workspace/data/footage_bridge/nba__RIrGQJ_jsGQ_s6690.mp4,0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46,19960440,1
fiba-fyp4VsE-8Fc_s90,2026-09-10T20:09:22Z,2026-09-10T20:09:24Z,0.6,OK,basketball__fiba-fyp4VsE-8Fc_s90.mp4,/workspace/data/footage_bridge/basketball__fiba-fyp4VsE-8Fc_s90.mp4,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,85266665,1
fiba-tZeqmc_-_sA_s6365,2026-09-10T20:10:03Z,2026-09-10T20:10:05Z,0.5,OK,basketball__fiba-tZeqmc_-_sA_s6365.mp4,/workspace/data/footage_bridge/basketball__fiba-tZeqmc_-_sA_s6365.mp4,5e9e47c913e7457df4c1770d276aa233d5e0b26c19fc5fdb064dc29c04acb572,56088519,1
fiba-tZeqmc_-_sA_s90,2026-09-10T20:10:23Z,2026-09-10T20:10:25Z,0.5,OK,basketball__fiba-tZeqmc_-_sA_s90.mp4,/workspace/data/footage_bridge/basketball__fiba-tZeqmc_-_sA_s90.mp4,9747eab9c97bb3d6367ee269cd242b6ff7c92b870d27ff91e6ec612cb30ecb50,58196753,1
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:13:03Z,2026-09-10T20:13:06Z,0.6,OK,basketball__fiba-7HQqWMaKxpA_s6980.mp4,/workspace/data/footage_bridge/basketball__fiba-7HQqWMaKxpA_s6980.mp4,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,35651209,1
fiba-Y1cgaIWW8gk_s6825,2026-09-10T20:13:23Z,2026-09-10T20:13:27Z,1.6,OK,basketball__fiba-Y1cgaIWW8gk_s6825.mp4,/workspace/data/footage_bridge/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,55815234,1
fiba-Y1cgaIWW8gk_s90,2026-09-10T20:13:43Z,2026-09-10T20:13:44Z,0.6,OK,basketball__fiba-Y1cgaIWW8gk_s90.mp4,/workspace/data/footage_bridge/basketball__fiba-Y1cgaIWW8gk_s90.mp4,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,58883653,1
RIrGQJ_jsGQ_s6690,2026-09-10T20:14:03Z,2026-09-10T20:14:05Z,0.2,OK,nba__RIrGQJ_jsGQ_s6690.mp4,/workspace/data/footage_bridge/nba__RIrGQJ_jsGQ_s6690.mp4,0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46,19960440,1
fiba-fyp4VsE-8Fc_s90,2026-09-10T20:14:44Z,2026-09-10T20:14:45Z,0.7,OK,basketball__fiba-fyp4VsE-8Fc_s90.mp4,/workspace/data/footage_bridge/basketball__fiba-fyp4VsE-8Fc_s90.mp4,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,85266665,1
fiba-tZeqmc_-_sA_s6365,2026-09-10T20:15:24Z,2026-09-10T20:15:26Z,0.6,OK,basketball__fiba-tZeqmc_-_sA_s6365.mp4,/workspace/data/footage_bridge/basketball__fiba-tZeqmc_-_sA_s6365.mp4,5e9e47c913e7457df4c1770d276aa233d5e0b26c19fc5fdb064dc29c04acb572,56088519,1
fiba-tZeqmc_-_sA_s90,2026-09-10T20:15:44Z,2026-09-10T20:15:47Z,0.6,OK,basketball__fiba-tZeqmc_-_sA_s90.mp4,/workspace/data/footage_bridge/basketball__fiba-tZeqmc_-_sA_s90.mp4,9747eab9c97bb3d6367ee269cd242b6ff7c92b870d27ff91e6ec612cb30ecb50,58196753,1
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:18:04Z,2026-09-10T20:18:07Z,0.3,OK,basketball__fiba-7HQqWMaKxpA_s6980.mp4,/workspace/data/footage_bridge/basketball__fiba-7HQqWMaKxpA_s6980.mp4,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,35651209,1
fiba-Y1cgaIWW8gk_s6825,2026-09-10T20:18:44Z,2026-09-10T20:18:48Z,0.5,OK,basketball__fiba-Y1cgaIWW8gk_s6825.mp4,/workspace/data/footage_bridge/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,55815234,1
fiba-Y1cgaIWW8gk_s90,2026-09-10T20:19:05Z,2026-09-10T20:19:08Z,0.5,OK,basketball__fiba-Y1cgaIWW8gk_s90.mp4,/workspace/data/footage_bridge/basketball__fiba-Y1cgaIWW8gk_s90.mp4,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,58883653,1
RIrGQJ_jsGQ_s6690,2026-09-10T20:19:25Z,2026-09-10T20:19:29Z,0.2,OK,nba__RIrGQJ_jsGQ_s6690.mp4,/workspace/data/footage_bridge/nba__RIrGQJ_jsGQ_s6690.mp4,0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46,19960440,1
fiba-fyp4VsE-8Fc_s90,2026-09-10T20:19:45Z,2026-09-10T20:19:45Z,0.7,OK,basketball__fiba-fyp4VsE-8Fc_s90.mp4,/workspace/data/footage_bridge/basketball__fiba-fyp4VsE-8Fc_s90.mp4,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,85266665,1
fiba-tZeqmc_-_sA_s6365,2026-09-10T20:20:45Z,2026-09-10T20:20:46Z,0.7,OK,basketball__fiba-tZeqmc_-_sA_s6365.mp4,/workspace/data/footage_bridge/basketball__fiba-tZeqmc_-_sA_s6365.mp4,5e9e47c913e7457df4c1770d276aa233d5e0b26c19fc5fdb064dc29c04acb572,56088519,1
fiba-tZeqmc_-_sA_s90,2026-09-10T20:21:05Z,2026-09-10T20:21:06Z,0.5,OK,basketball__fiba-tZeqmc_-_sA_s90.mp4,/workspace/data/footage_bridge/basketball__fiba-tZeqmc_-_sA_s90.mp4,9747eab9c97bb3d6367ee269cd242b6ff7c92b870d27ff91e6ec612cb30ecb50,58196753,1
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:23:46Z,2026-09-10T20:23:47Z,0.4,OK,basketball__fiba-7HQqWMaKxpA_s6980.mp4,/workspace/data/footage_bridge/basketball__fiba-7HQqWMaKxpA_s6980.mp4,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,35651209,1
fiba-Y1cgaIWW8gk_s6825,2026-09-10T20:24:06Z,2026-09-10T20:24:07Z,0.6,OK,basketball__fiba-Y1cgaIWW8gk_s6825.mp4,/workspace/data/footage_bridge/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,55815234,1
fiba-Y1cgaIWW8gk_s90,2026-09-10T20:24:26Z,2026-09-10T20:24:28Z,0.6,OK,basketball__fiba-Y1cgaIWW8gk_s90.mp4,/workspace/data/footage_bridge/basketball__fiba-Y1cgaIWW8gk_s90.mp4,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,58883653,1
RIrGQJ_jsGQ_s6690,2026-09-10T20:24:46Z,2026-09-10T20:24:49Z,0.2,OK,nba__RIrGQJ_jsGQ_s6690.mp4,/workspace/data/footage_bridge/nba__RIrGQJ_jsGQ_s6690.mp4,0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46,19960440,1
fiba-fyp4VsE-8Fc_s90,2026-09-10T20:25:06Z,2026-09-10T20:25:09Z,0.5,OK,basketball__fiba-fyp4VsE-8Fc_s90.mp4,/workspace/data/footage_bridge/basketball__fiba-fyp4VsE-8Fc_s90.mp4,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,85266665,1
fiba-tZeqmc_-_sA_s6365,2026-09-10T20:25:46Z,2026-09-10T20:25:49Z,0.6,OK,basketball__fiba-tZeqmc_-_sA_s6365.mp4,/workspace/data/footage_bridge/basketball__fiba-tZeqmc_-_sA_s6365.mp4,5e9e47c913e7457df4c1770d276aa233d5e0b26c19fc5fdb064dc29c04acb572,56088519,1
fiba-tZeqmc_-_sA_s90,2026-09-10T20:26:06Z,2026-09-10T20:26:10Z,0.7,OK,basketball__fiba-tZeqmc_-_sA_s90.mp4,/workspace/data/footage_bridge/basketball__fiba-tZeqmc_-_sA_s90.mp4,9747eab9c97bb3d6367ee269cd242b6ff7c92b870d27ff91e6ec612cb30ecb50,58196753,1
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:28:26Z,2026-09-10T20:28:27Z,0.3,OK,basketball__fiba-7HQqWMaKxpA_s6980.mp4,/workspace/data/footage_bridge/basketball__fiba-7HQqWMaKxpA_s6980.mp4,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,35651209,1
fiba-Y1cgaIWW8gk_s6825,2026-09-10T20:28:47Z,2026-09-10T20:28:47Z,0.5,OK,basketball__fiba-Y1cgaIWW8gk_s6825.mp4,/workspace/data/footage_bridge/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,55815234,1
fiba-Y1cgaIWW8gk_s90,2026-09-10T20:29:07Z,2026-09-10T20:29:08Z,0.5,OK,basketball__fiba-Y1cgaIWW8gk_s90.mp4,/workspace/data/footage_bridge/basketball__fiba-Y1cgaIWW8gk_s90.mp4,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,58883653,1
RIrGQJ_jsGQ_s6690,2026-09-10T20:29:27Z,2026-09-10T20:29:28Z,0.7,OK,nba__RIrGQJ_jsGQ_s6690.mp4,/workspace/data/footage_bridge/nba__RIrGQJ_jsGQ_s6690.mp4,0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46,19960440,1
fiba-fyp4VsE-8Fc_s90,2026-09-10T20:30:07Z,2026-09-10T20:30:09Z,1.0,OK,basketball__fiba-fyp4VsE-8Fc_s90.mp4,/workspace/data/footage_bridge/basketball__fiba-fyp4VsE-8Fc_s90.mp4,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,85266665,1
fiba-tZeqmc_-_sA_s6365,2026-09-10T20:30:47Z,2026-09-10T20:30:50Z,0.6,OK,basketball__fiba-tZeqmc_-_sA_s6365.mp4,/workspace/data/footage_bridge/basketball__fiba-tZeqmc_-_sA_s6365.mp4,5e9e47c913e7457df4c1770d276aa233d5e0b26c19fc5fdb064dc29c04acb572,56088519,1
fiba-tZeqmc_-_sA_s90,2026-09-10T20:31:07Z,2026-09-10T20:31:11Z,0.6,OK,basketball__fiba-tZeqmc_-_sA_s90.mp4,/workspace/data/footage_bridge/basketball__fiba-tZeqmc_-_sA_s90.mp4,9747eab9c97bb3d6367ee269cd242b6ff7c92b870d27ff91e6ec612cb30ecb50,58196753,1
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:33:28Z,2026-09-10T20:33:31Z,0.5,OK,basketball__fiba-7HQqWMaKxpA_s6980.mp4,/workspace/data/footage_bridge/basketball__fiba-7HQqWMaKxpA_s6980.mp4,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,35651209,1
