game_id,claim_utc,pin_status,pin_lag_s,sidecar_sha256,ind_sha256,sidecar_bytes,ind_bytes,sha_match,bytes_match,verdict
RIrGQJ_jsGQ_s1475,2026-09-10T19:34:13Z,OK,0.6,86dbff5ac2398b8a20f598f8da7fd56992be78daa7265229b586dc16ae403ebe,86dbff5ac2398b8a20f598f8da7fd56992be78daa7265229b586dc16ae403ebe,61725025,61725025,1,1,AGREE
RIrGQJ_jsGQ_s155,2026-09-10T19:34:13Z,OK,0.3,3ea9c85b2486610e6468574ecadf506e8c928f9265178148779d6c389a54d7ec,3ea9c85b2486610e6468574ecadf506e8c928f9265178148779d6c389a54d7ec,48032613,48032613,1,1,AGREE
RIrGQJ_jsGQ_s2795,2026-09-10T19:34:13Z,OK,0.6,f6863867591c5ce1ef1d6959ab5b2d346fbc1bf39afa3fed0a1f068576918d4c,f6863867591c5ce1ef1d6959ab5b2d346fbc1bf39afa3fed0a1f068576918d4c,68297433,68297433,1,1,AGREE
RIrGQJ_jsGQ_s4115,2026-09-10T19:34:13Z,OK,0.5,e3bc7ecdd5fa20886d4115dc2d3ba9a5752b718da86e52a9c811e393164cc7a4,e3bc7ecdd5fa20886d4115dc2d3ba9a5752b718da86e52a9c811e393164cc7a4,72738531,72738531,1,1,AGREE
RIrGQJ_jsGQ_s5435,2026-09-10T19:34:13Z,OK,0.8,242668672fcc3cac4a9845f06456667b2f47cba97be6db3ac199ae1e247dbcdb,242668672fcc3cac4a9845f06456667b2f47cba97be6db3ac199ae1e247dbcdb,66849269,66849269,1,1,AGREE
RIrGQJ_jsGQ_s6690,2026-09-10T20:03:41Z,OK,0.3,0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46,0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46,19960440,19960440,1,1,AGREE
UzaYBYy3GZg_s1443,2026-09-10T19:40:41Z,OK,0.6,85c57835c795e78c354948bc20229447dce64cdf8308ea6893a2d303213320a8,85c57835c795e78c354948bc20229447dce64cdf8308ea6893a2d303213320a8,65027254,65027254,1,1,AGREE
UzaYBYy3GZg_s155,2026-09-10T19:40:41Z,OK,0.4,82abeb0de4c8a10b5e6397e188b1626ab86bf988a281707d21dd1b78c35e4327,82abeb0de4c8a10b5e6397e188b1626ab86bf988a281707d21dd1b78c35e4327,68278907,68278907,1,1,AGREE
UzaYBYy3GZg_s2731,2026-09-10T19:40:41Z,OK,0.7,41442d101e873899a7750330ca63477b64a70dba595ab28ff84700e9a71d31c2,41442d101e873899a7750330ca63477b64a70dba595ab28ff84700e9a71d31c2,63673773,63673773,1,1,AGREE
UzaYBYy3GZg_s4019,2026-09-10T19:42:03Z,OK,0.6,f17f87263665f21889ab7a440bc8b502ec61d842bf6e56d8b9955c4295eeb40c,f17f87263665f21889ab7a440bc8b502ec61d842bf6e56d8b9955c4295eeb40c,66416746,66416746,1,1,AGREE
UzaYBYy3GZg_s5307,2026-09-10T19:43:25Z,OK,0.6,46a125859e07e30116f3fc7cdbf5fa725b67edcaf00b7b0b3723d445b88849bb,46a125859e07e30116f3fc7cdbf5fa725b67edcaf00b7b0b3723d445b88849bb,52937958,52937958,1,1,AGREE
WeheQidCPXI_s1454,2026-09-10T19:34:13Z,OK,0.5,f1419149541e4aaed3316f7a52dedfb42a2b471b8a9ea808b8da844add4cfe19,f1419149541e4aaed3316f7a52dedfb42a2b471b8a9ea808b8da844add4cfe19,67706004,67706004,1,1,AGREE
WeheQidCPXI_s155,2026-09-10T19:40:41Z,OK,0.5,c25b0a78b579bab6635ce023eeafc0853baaea66a42fd52151c3d4ea5bd747f1,c25b0a78b579bab6635ce023eeafc0853baaea66a42fd52151c3d4ea5bd747f1,68717340,68717340,1,1,AGREE
WeheQidCPXI_s2753,2026-09-10T19:40:41Z,OK,0.6,4e3a5c54fd45d3982b7b9e158114453c8c4c471a6dfa993d4dd16df18dda386f,4e3a5c54fd45d3982b7b9e158114453c8c4c471a6dfa993d4dd16df18dda386f,65179475,65179475,1,1,AGREE
WeheQidCPXI_s4052,2026-09-10T19:40:41Z,OK,0.6,87ca10691988590598e80103d90ce498d5c6595fef419031f126f75953d5c4f3,87ca10691988590598e80103d90ce498d5c6595fef419031f126f75953d5c4f3,65762956,65762956,1,1,AGREE
WeheQidCPXI_s5351,2026-09-10T19:40:41Z,OK,0.6,60ae1282c863626be423ca2b95a9729a9c4fea70f73ecc5ff9fdfe529b738bb8,60ae1282c863626be423ca2b95a9729a9c4fea70f73ecc5ff9fdfe529b738bb8,64411181,64411181,1,1,AGREE
euroleague-a_GxgklBtEs_s1469,2026-09-10T19:52:52Z,OK,0.7,5d70772bd489199cc01e3da708d39900f71bb8ada071c3a4ebb32faece8a7886,5d70772bd489199cc01e3da708d39900f71bb8ada071c3a4ebb32faece8a7886,91053280,91053280,1,1,AGREE
euroleague-a_GxgklBtEs_s155,2026-09-10T19:52:52Z,OK,0.5,f29f5232f746f3b0a07a260d304042c94c8d04681a46f9f4a0d43363f0079cff,f29f5232f746f3b0a07a260d304042c94c8d04681a46f9f4a0d43363f0079cff,68443012,68443012,1,1,AGREE
euroleague-a_GxgklBtEs_s2783,2026-09-10T19:52:52Z,OK,0.6,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,91313320,91313320,1,1,AGREE
euroleague-a_GxgklBtEs_s4097,2026-09-10T19:52:52Z,OK,0.5,bbd74360515a644b8412fdc67cffb80b0633301a8fb429a2371a1b034198c056,bbd74360515a644b8412fdc67cffb80b0633301a8fb429a2371a1b034198c056,85971568,85971568,1,1,AGREE
euroleague-a_GxgklBtEs_s5411,2026-09-10T19:52:52Z,OK,0.5,4f3a81f6aa02b9e9daeddb8ba5d1063933200277be8a29cd3ccee042b8c96251,4f3a81f6aa02b9e9daeddb8ba5d1063933200277be8a29cd3ccee042b8c96251,85334321,85334321,1,1,AGREE
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:01:40Z,OK,0.3,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,35651209,35651209,1,1,AGREE
fiba-Y1cgaIWW8gk_s5543,2026-09-10T19:34:13Z,OK,0.7,d7c779ebc048b823a3b62f23887c2886f24def9f7e70f266e41e0065d8db719a,d7c779ebc048b823a3b62f23887c2886f24def9f7e70f266e41e0065d8db719a,66851092,66851092,1,1,AGREE
fiba-Y1cgaIWW8gk_s6825,2026-09-10T20:03:00Z,OK,0.6,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,55815234,55815234,1,1,AGREE
fiba-Y1cgaIWW8gk_s90,2026-09-10T20:03:20Z,OK,1.8,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,58883653,58883653,1,1,AGREE
fiba-fyp4VsE-8Fc_s90,2026-09-10T20:04:01Z,OK,0.7,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,85266665,85266665,1,1,AGREE
fiba-tZeqmc_-_sA_s6365,2026-09-10T20:05:01Z,OK,0.7,5e9e47c913e7457df4c1770d276aa233d5e0b26c19fc5fdb064dc29c04acb572,5e9e47c913e7457df4c1770d276aa233d5e0b26c19fc5fdb064dc29c04acb572,56088519,56088519,1,1,AGREE
fiba-tZeqmc_-_sA_s90,2026-09-10T20:05:01Z,OK,0.6,9747eab9c97bb3d6367ee269cd242b6ff7c92b870d27ff91e6ec612cb30ecb50,9747eab9c97bb3d6367ee269cd242b6ff7c92b870d27ff91e6ec612cb30ecb50,58196753,58196753,1,1,AGREE
g7dzEFLiemQ_s1258,2026-09-10T19:55:56Z,OK,1.3,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,91460596,91460596,1,1,AGREE
g7dzEFLiemQ_s155,2026-09-10T19:55:56Z,OK,1.4,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,94125642,94125642,1,1,AGREE
g7dzEFLiemQ_s2361,2026-09-10T19:55:56Z,OK,1.7,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,92660609,92660609,1,1,AGREE
g7dzEFLiemQ_s3464,2026-09-10T19:59:19Z,OK,0.8,9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f,9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f,89509275,89509275,1,1,AGREE
g7dzEFLiemQ_s4567,2026-09-10T19:59:19Z,OK,0.7,00c0cf47662eeec7f48ea43dd26eac08b81c2cdccab22c23594019f1995b3d45,00c0cf47662eeec7f48ea43dd26eac08b81c2cdccab22c23594019f1995b3d45,90633805,90633805,1,1,AGREE
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:07:42Z,NO_SIDECAR,0.4,,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,,35651209,,,FileExistsError
fiba-Y1cgaIWW8gk_s6825,2026-09-10T20:08:22Z,NO_SIDECAR,0.6,,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,,55815234,,,FileExistsError
fiba-Y1cgaIWW8gk_s90,2026-09-10T20:08:42Z,NO_SIDECAR,0.6,,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,,58883653,,,FileExistsError
RIrGQJ_jsGQ_s6690,2026-09-10T20:09:02Z,NO_SIDECAR,0.2,,0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46,,19960440,,,FileExistsError
fiba-fyp4VsE-8Fc_s90,2026-09-10T20:09:22Z,NO_SIDECAR,0.6,,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,,85266665,,,FileExistsError
fiba-tZeqmc_-_sA_s6365,2026-09-10T20:10:03Z,NO_SIDECAR,0.5,,5e9e47c913e7457df4c1770d276aa233d5e0b26c19fc5fdb064dc29c04acb572,,56088519,,,FileExistsError
fiba-tZeqmc_-_sA_s90,2026-09-10T20:10:23Z,NO_SIDECAR,0.5,,9747eab9c97bb3d6367ee269cd242b6ff7c92b870d27ff91e6ec612cb30ecb50,,58196753,,,FileExistsError
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:13:03Z,NO_SIDECAR,0.6,,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,,35651209,,,FileExistsError
fiba-Y1cgaIWW8gk_s6825,2026-09-10T20:13:23Z,NO_SIDECAR,1.6,,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,,55815234,,,FileExistsError
fiba-Y1cgaIWW8gk_s90,2026-09-10T20:13:43Z,NO_SIDECAR,0.6,,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,,58883653,,,FileExistsError
RIrGQJ_jsGQ_s6690,2026-09-10T20:14:03Z,NO_SIDECAR,0.2,,0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46,,19960440,,,FileExistsError
fiba-fyp4VsE-8Fc_s90,2026-09-10T20:14:44Z,NO_SIDECAR,0.7,,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,,85266665,,,FileExistsError
fiba-tZeqmc_-_sA_s6365,2026-09-10T20:15:24Z,NO_SIDECAR,0.6,,5e9e47c913e7457df4c1770d276aa233d5e0b26c19fc5fdb064dc29c04acb572,,56088519,,,FileExistsError
fiba-tZeqmc_-_sA_s90,2026-09-10T20:15:44Z,NO_SIDECAR,0.6,,9747eab9c97bb3d6367ee269cd242b6ff7c92b870d27ff91e6ec612cb30ecb50,,58196753,,,FileExistsError
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:18:04Z,NO_SIDECAR,0.3,,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,,35651209,,,FileExistsError
fiba-Y1cgaIWW8gk_s6825,2026-09-10T20:18:44Z,NO_SIDECAR,0.5,,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,,55815234,,,FileExistsError
fiba-Y1cgaIWW8gk_s90,2026-09-10T20:19:05Z,NO_SIDECAR,0.5,,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,,58883653,,,FileExistsError
RIrGQJ_jsGQ_s6690,2026-09-10T20:19:25Z,NO_SIDECAR,0.2,,0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46,,19960440,,,FileExistsError
fiba-fyp4VsE-8Fc_s90,2026-09-10T20:19:45Z,NO_SIDECAR,0.7,,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,,85266665,,,FileExistsError
fiba-tZeqmc_-_sA_s6365,2026-09-10T20:20:45Z,NO_SIDECAR,0.7,,5e9e47c913e7457df4c1770d276aa233d5e0b26c19fc5fdb064dc29c04acb572,,56088519,,,FileExistsError
fiba-tZeqmc_-_sA_s90,2026-09-10T20:21:05Z,NO_SIDECAR,0.5,,9747eab9c97bb3d6367ee269cd242b6ff7c92b870d27ff91e6ec612cb30ecb50,,58196753,,,FileExistsError
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:23:46Z,NO_SIDECAR,0.4,,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,,35651209,,,FileExistsError
fiba-Y1cgaIWW8gk_s6825,2026-09-10T20:24:06Z,NO_SIDECAR,0.6,,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,,55815234,,,FileExistsError
fiba-Y1cgaIWW8gk_s90,2026-09-10T20:24:26Z,NO_SIDECAR,0.6,,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,,58883653,,,FileExistsError
RIrGQJ_jsGQ_s6690,2026-09-10T20:24:46Z,NO_SIDECAR,0.2,,0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46,,19960440,,,FileExistsError
fiba-fyp4VsE-8Fc_s90,2026-09-10T20:25:06Z,NO_SIDECAR,0.5,,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,,85266665,,,FileExistsError
fiba-tZeqmc_-_sA_s6365,2026-09-10T20:25:46Z,NO_SIDECAR,0.6,,5e9e47c913e7457df4c1770d276aa233d5e0b26c19fc5fdb064dc29c04acb572,,56088519,,,FileExistsError
fiba-tZeqmc_-_sA_s90,2026-09-10T20:26:06Z,NO_SIDECAR,0.7,,9747eab9c97bb3d6367ee269cd242b6ff7c92b870d27ff91e6ec612cb30ecb50,,58196753,,,FileExistsError
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:28:26Z,NO_SIDECAR,0.3,,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,,35651209,,,FileExistsError
fiba-Y1cgaIWW8gk_s6825,2026-09-10T20:28:47Z,NO_SIDECAR,0.5,,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,,55815234,,,FileExistsError
fiba-Y1cgaIWW8gk_s90,2026-09-10T20:29:07Z,NO_SIDECAR,0.5,,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,,58883653,,,FileExistsError
RIrGQJ_jsGQ_s6690,2026-09-10T20:29:27Z,NO_SIDECAR,0.7,,0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46,,19960440,,,FileExistsError
fiba-fyp4VsE-8Fc_s90,2026-09-10T20:30:07Z,NO_SIDECAR,1.0,,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,,85266665,,,FileExistsError
fiba-tZeqmc_-_sA_s6365,2026-09-10T20:30:47Z,NO_SIDECAR,0.6,,5e9e47c913e7457df4c1770d276aa233d5e0b26c19fc5fdb064dc29c04acb572,,56088519,,,FileExistsError
fiba-tZeqmc_-_sA_s90,2026-09-10T20:31:07Z,NO_SIDECAR,0.6,,9747eab9c97bb3d6367ee269cd242b6ff7c92b870d27ff91e6ec612cb30ecb50,,58196753,,,FileExistsError
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:33:28Z,NO_SIDECAR,0.5,,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,,35651209,,,FileExistsError
fiba-Y1cgaIWW8gk_s6825,2026-09-10T20:34:08Z,NO_SIDECAR,0.7,,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,,55815234,,,FileExistsError
fiba-Y1cgaIWW8gk_s90,2026-09-10T20:34:08Z,NO_SIDECAR,0.5,,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,,58883653,,,FileExistsError
