game_id,claim_utc,sidecar_path,sidecar_present,fields_ok,source_path,source_sha256,source_bytes,start_time_kind,terminal_diagnostic
RIrGQJ_jsGQ_s4115,2026-09-10T19:34:13Z,/workspace/data/tracking/source_identity/RIrGQJ_jsGQ_s4115.source_identity.json,1,1,data/footage_bridge/nba__RIrGQJ_jsGQ_s4115.mp4,e3bc7ecdd5fa20886d4115dc2d3ba9a5752b718da86e52a9c811e393164cc7a4,72738531,DECODED_PTS,
RIrGQJ_jsGQ_s5435,2026-09-10T19:34:13Z,/workspace/data/tracking/source_identity/RIrGQJ_jsGQ_s5435.source_identity.json,1,1,data/footage_bridge/nba__RIrGQJ_jsGQ_s5435.mp4,242668672fcc3cac4a9845f06456667b2f47cba97be6db3ac199ae1e247dbcdb,66849269,DECODED_PTS,
RIrGQJ_jsGQ_s6690,2026-09-10T20:03:41Z,/workspace/data/tracking/source_identity/RIrGQJ_jsGQ_s6690.source_identity.json,1,1,data/footage_bridge/nba__RIrGQJ_jsGQ_s6690.mp4,0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46,19960440,DECODED_PTS,
UzaYBYy3GZg_s1443,2026-09-10T19:40:41Z,/workspace/data/tracking/source_identity/UzaYBYy3GZg_s1443.source_identity.json,1,1,data/footage_bridge/ncaa_basketball__UzaYBYy3GZg_s1443.mp4,85c57835c795e78c354948bc20229447dce64cdf8308ea6893a2d303213320a8,65027254,DECODED_PTS,
UzaYBYy3GZg_s155,2026-09-10T19:40:41Z,/workspace/data/tracking/source_identity/UzaYBYy3GZg_s155.source_identity.json,1,1,data/footage_bridge/ncaa_basketball__UzaYBYy3GZg_s155.mp4,82abeb0de4c8a10b5e6397e188b1626ab86bf988a281707d21dd1b78c35e4327,68278907,DECODED_PTS,
UzaYBYy3GZg_s2731,2026-09-10T19:40:41Z,/workspace/data/tracking/source_identity/UzaYBYy3GZg_s2731.source_identity.json,1,1,data/footage_bridge/ncaa_basketball__UzaYBYy3GZg_s2731.mp4,41442d101e873899a7750330ca63477b64a70dba595ab28ff84700e9a71d31c2,63673773,DECODED_PTS,
UzaYBYy3GZg_s4019,2026-09-10T19:42:03Z,/workspace/data/tracking/source_identity/UzaYBYy3GZg_s4019.source_identity.json,1,1,data/footage_bridge/ncaa_basketball__UzaYBYy3GZg_s4019.mp4,f17f87263665f21889ab7a440bc8b502ec61d842bf6e56d8b9955c4295eeb40c,66416746,ESTIMATE,
UzaYBYy3GZg_s5307,2026-09-10T19:43:25Z,/workspace/data/tracking/source_identity/UzaYBYy3GZg_s5307.source_identity.json,1,1,data/footage_bridge/ncaa_basketball__UzaYBYy3GZg_s5307.mp4,46a125859e07e30116f3fc7cdbf5fa725b67edcaf00b7b0b3723d445b88849bb,52937958,DECODED_PTS,
WeheQidCPXI_s1454,2026-09-10T19:34:13Z,/workspace/data/tracking/source_identity/WeheQidCPXI_s1454.source_identity.json,1,1,data/footage_bridge/ncaa_basketball__WeheQidCPXI_s1454.mp4,f1419149541e4aaed3316f7a52dedfb42a2b471b8a9ea808b8da844add4cfe19,67706004,DECODED_PTS,
WeheQidCPXI_s155,2026-09-10T19:40:41Z,/workspace/data/tracking/source_identity/WeheQidCPXI_s155.source_identity.json,1,1,data/footage_bridge/ncaa_basketball__WeheQidCPXI_s155.mp4,c25b0a78b579bab6635ce023eeafc0853baaea66a42fd52151c3d4ea5bd747f1,68717340,DECODED_PTS,
WeheQidCPXI_s2753,2026-09-10T19:40:41Z,/workspace/data/tracking/source_identity/WeheQidCPXI_s2753.source_identity.json,1,1,data/footage_bridge/ncaa_basketball__WeheQidCPXI_s2753.mp4,4e3a5c54fd45d3982b7b9e158114453c8c4c471a6dfa993d4dd16df18dda386f,65179475,DECODED_PTS,
WeheQidCPXI_s4052,2026-09-10T19:40:41Z,/workspace/data/tracking/source_identity/WeheQidCPXI_s4052.source_identity.json,1,1,data/footage_bridge/ncaa_basketball__WeheQidCPXI_s4052.mp4,87ca10691988590598e80103d90ce498d5c6595fef419031f126f75953d5c4f3,65762956,DECODED_PTS,
WeheQidCPXI_s5351,2026-09-10T19:40:41Z,/workspace/data/tracking/source_identity/WeheQidCPXI_s5351.source_identity.json,1,1,data/footage_bridge/ncaa_basketball__WeheQidCPXI_s5351.mp4,60ae1282c863626be423ca2b95a9729a9c4fea70f73ecc5ff9fdfe529b738bb8,64411181,DECODED_PTS,
euroleague-a_GxgklBtEs_s1469,2026-09-10T19:52:52Z,/workspace/data/tracking/source_identity/euroleague-a_GxgklBtEs_s1469.source_identity.json,1,1,data/footage_bridge/basketball__euroleague-a_GxgklBtEs_s1469.mp4,5d70772bd489199cc01e3da708d39900f71bb8ada071c3a4ebb32faece8a7886,91053280,DECODED_PTS,
euroleague-a_GxgklBtEs_s155,2026-09-10T19:52:52Z,/workspace/data/tracking/source_identity/euroleague-a_GxgklBtEs_s155.source_identity.json,1,1,data/footage_bridge/basketball__euroleague-a_GxgklBtEs_s155.mp4,f29f5232f746f3b0a07a260d304042c94c8d04681a46f9f4a0d43363f0079cff,68443012,DECODED_PTS,
euroleague-a_GxgklBtEs_s2783,2026-09-10T19:52:52Z,/workspace/data/tracking/source_identity/euroleague-a_GxgklBtEs_s2783.source_identity.json,1,1,data/footage_bridge/basketball__euroleague-a_GxgklBtEs_s2783.mp4,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,91313320,DECODED_PTS,
euroleague-a_GxgklBtEs_s4097,2026-09-10T19:52:52Z,/workspace/data/tracking/source_identity/euroleague-a_GxgklBtEs_s4097.source_identity.json,1,1,data/footage_bridge/basketball__euroleague-a_GxgklBtEs_s4097.mp4,bbd74360515a644b8412fdc67cffb80b0633301a8fb429a2371a1b034198c056,85971568,DECODED_PTS,
euroleague-a_GxgklBtEs_s5411,2026-09-10T19:52:52Z,/workspace/data/tracking/source_identity/euroleague-a_GxgklBtEs_s5411.source_identity.json,1,1,data/footage_bridge/basketball__euroleague-a_GxgklBtEs_s5411.mp4,4f3a81f6aa02b9e9daeddb8ba5d1063933200277be8a29cd3ccee042b8c96251,85334321,DECODED_PTS,
fiba-7HQqWMaKxpA_s6980,2026-09-10T20:01:40Z,/workspace/data/tracking/source_identity/fiba-7HQqWMaKxpA_s6980.source_identity.json,1,1,data/footage_bridge/basketball__fiba-7HQqWMaKxpA_s6980.mp4,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,35651209,DECODED_PTS,
fiba-Y1cgaIWW8gk_s5543,2026-09-10T19:34:13Z,/workspace/data/tracking/source_identity/fiba-Y1cgaIWW8gk_s5543.source_identity.json,1,1,data/footage_bridge/basketball__fiba-Y1cgaIWW8gk_s5543.mp4,d7c779ebc048b823a3b62f23887c2886f24def9f7e70f266e41e0065d8db719a,66851092,DECODED_PTS,
fiba-Y1cgaIWW8gk_s6825,2026-09-10T20:03:00Z,/workspace/data/tracking/source_identity/fiba-Y1cgaIWW8gk_s6825.source_identity.json,1,1,data/footage_bridge/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,55815234,DECODED_PTS,
fiba-Y1cgaIWW8gk_s90,2026-09-10T20:03:20Z,/workspace/data/tracking/source_identity/fiba-Y1cgaIWW8gk_s90.source_identity.json,1,1,data/footage_bridge/basketball__fiba-Y1cgaIWW8gk_s90.mp4,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,58883653,DECODED_PTS,
fiba-fyp4VsE-8Fc_s90,2026-09-10T20:04:01Z,/workspace/data/tracking/source_identity/fiba-fyp4VsE-8Fc_s90.source_identity.json,1,1,data/footage_bridge/basketball__fiba-fyp4VsE-8Fc_s90.mp4,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,85266665,DECODED_PTS,
fiba-tZeqmc_-_sA_s6365,2026-09-10T20:05:01Z,/workspace/data/tracking/source_identity/fiba-tZeqmc_-_sA_s6365.source_identity.json,1,1,data/footage_bridge/basketball__fiba-tZeqmc_-_sA_s6365.mp4,5e9e47c913e7457df4c1770d276aa233d5e0b26c19fc5fdb064dc29c04acb572,56088519,DECODED_PTS,
fiba-tZeqmc_-_sA_s90,2026-09-10T20:05:01Z,/workspace/data/tracking/source_identity/fiba-tZeqmc_-_sA_s90.source_identity.json,1,1,data/footage_bridge/basketball__fiba-tZeqmc_-_sA_s90.mp4,9747eab9c97bb3d6367ee269cd242b6ff7c92b870d27ff91e6ec612cb30ecb50,58196753,DECODED_PTS,
g7dzEFLiemQ_s1258,2026-09-10T19:55:56Z,/workspace/data/tracking/source_identity/g7dzEFLiemQ_s1258.source_identity.json,1,1,data/footage_bridge/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,91460596,UNKNOWN,
g7dzEFLiemQ_s155,2026-09-10T19:55:56Z,/workspace/data/tracking/source_identity/g7dzEFLiemQ_s155.source_identity.json,1,1,data/footage_bridge/ncaa_basketball__g7dzEFLiemQ_s155.mp4,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,94125642,DECODED_PTS,
g7dzEFLiemQ_s2361,2026-09-10T19:55:56Z,/workspace/data/tracking/source_identity/g7dzEFLiemQ_s2361.source_identity.json,1,1,data/footage_bridge/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,92660609,UNKNOWN,
g7dzEFLiemQ_s3464,2026-09-10T19:59:19Z,/workspace/data/tracking/source_identity/g7dzEFLiemQ_s3464.source_identity.json,1,1,data/footage_bridge/ncaa_basketball__g7dzEFLiemQ_s3464.mp4,9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f,89509275,DECODED_PTS,
g7dzEFLiemQ_s4567,2026-09-10T19:59:19Z,/workspace/data/tracking/source_identity/g7dzEFLiemQ_s4567.source_identity.json,1,1,data/footage_bridge/ncaa_basketball__g7dzEFLiemQ_s4567.mp4,00c0cf47662eeec7f48ea43dd26eac08b81c2cdccab22c23594019f1995b3d45,90633805,DECODED_PTS,
