game_id,eligible,table_readable,video_id_parsed,run_start_known
fiba-Y1cgaIWW8gk_s4131,1,1,1,1
fiba-Y1cgaIWW8gk_s5478,1,1,1,1
fiba-Y1cgaIWW8gk_s6825,0,0,1,1
fiba-Y1cgaIWW8gk_s90,0,0,1,1
fiba-fyp4VsE-8Fc_s1426,1,1,1,1
fiba-fyp4VsE-8Fc_s2762,1,1,1,1
fiba-fyp4VsE-8Fc_s4098,1,1,1,1
fiba-fyp4VsE-8Fc_s5434,1,1,1,1
fiba-fyp4VsE-8Fc_s6770,1,1,1,1
fiba-fyp4VsE-8Fc_s90,0,0,1,1
fiba-i2y-_7B0IUg_s490,1,1,1,1
fiba-i2y-_7B0IUg_s890,1,1,1,1
fiba-i2y-_7B0IUg_s90,1,1,1,1
fiba-ignUn4xeR90_s1431,1,1,1,1
fiba-ignUn4xeR90_s2772,1,1,1,1
fiba-ignUn4xeR90_s4113,1,1,1,1
fiba-ignUn4xeR90_s5454,0,0,1,1
fiba-ignUn4xeR90_s6795,1,1,1,1
fiba-ignUn4xeR90_s90,1,1,1,1
fiba-jFUMvm_epUE_s1420,1,1,1,1
fiba-jFUMvm_epUE_s2750,1,1,1,1
fiba-jFUMvm_epUE_s4080,1,1,1,1
fiba-jFUMvm_epUE_s5410,1,1,1,1
fiba-jFUMvm_epUE_s6740,1,1,1,1
fiba-jFUMvm_epUE_s90,1,1,1,1
fiba-serfGmSsQvk_s1501,0,0,1,1
fiba-serfGmSsQvk_s2912,0,0,1,1
fiba-serfGmSsQvk_s4323,0,0,1,1
fiba-serfGmSsQvk_s90,0,0,1,1
fiba-tFnl0NVn6FA_s1432,1,1,1,1
fiba-tFnl0NVn6FA_s2774,1,1,1,1
fiba-tFnl0NVn6FA_s4116,1,1,1,1
fiba-tFnl0NVn6FA_s5458,1,1,1,1
fiba-tFnl0NVn6FA_s6800,1,1,1,1
fiba-tFnl0NVn6FA_s90,1,1,1,1
fiba-tZeqmc_-_sA_s1332,1,1,1,1
fiba-tZeqmc_-_sA_s2574,1,1,1,1
fiba-tZeqmc_-_sA_s3816,1,1,1,1
fiba-tZeqmc_-_sA_s5058,0,0,1,1
fiba-tZeqmc_-_sA_s6300,1,1,1,1
fiba-tZeqmc_-_sA_s90,0,0,1,1
g220c_jh3fnwMi7dM,0,1,0,1
g7dzEFLiemQ_s1193,1,1,1,1
g7dzEFLiemQ_s2296,1,1,1,1
g7dzEFLiemQ_s3399,0,0,1,1
g7dzEFLiemQ_s4502,1,1,1,1
g7dzEFLiemQ_s90,1,1,1,1
gLdwA_gHN8Y_s1261,1,1,1,1
gLdwA_gHN8Y_s2432,1,1,1,1
gLdwA_gHN8Y_s3603,1,1,1,1
gLdwA_gHN8Y_s4774,1,1,1,1
gLdwA_gHN8Y_s5945,1,1,1,1
gkwmu8Hf364_s1180,1,1,1,1
gkwmu8Hf364_s2270,1,1,1,1
gkwmu8Hf364_s3360,1,1,1,1
gkwmu8Hf364_s4450,1,1,1,1
gkwmu8Hf364_s5540,1,1,1,1
gkwmu8Hf364_s90,1,1,1,1
gleague--PH9jt8lss0_s1197,1,1,1,1
gleague--PH9jt8lss0_s2304,1,1,1,1
gleague--PH9jt8lss0_s3411,1,1,1,1
gleague--PH9jt8lss0_s4518,1,1,1,1
gleague--PH9jt8lss0_s5625,1,1,1,1
gleague--PH9jt8lss0_s90,1,1,1,1
gleague-_fl2i6vToTM_s3097,1,1,1,1
gleague-_fl2i6vToTM_s6104,1,1,1,1
gleague-_fl2i6vToTM_s90,1,1,1,1
gleague-i5xCE9szE9E_s244,1,1,1,1
gleague-i5xCE9szE9E_s398,1,1,1,1
gleague-i5xCE9szE9E_s90,1,1,1,1
gleague-oOUJmFpxNFs_s1046,1,1,1,1
gleague-oOUJmFpxNFs_s568,1,1,1,1
gleague-oOUJmFpxNFs_s90,1,1,1,1
gsw_lakers_2025,0,1,0,1
h5pTl8fOM2U_s1193,1,1,1,1
h5pTl8fOM2U_s2296,1,1,1,1
h5pTl8fOM2U_s3399,1,1,1,1
h5pTl8fOM2U_s4502,1,1,1,1
h5pTl8fOM2U_s5605,1,1,1,1
h5pTl8fOM2U_s90,1,1,1,1
h6j_iLYRx8U_s3425,1,1,1,1
h6j_iLYRx8U_s6760,1,1,1,1
h6j_iLYRx8U_s90,1,1,1,1
hLv8cwl0asQ_s1295,1,1,1,1
hLv8cwl0asQ_s2500,1,1,1,1
hLv8cwl0asQ_s3705,1,1,1,1
hLv8cwl0asQ_s4910,1,1,1,1
hLv8cwl0asQ_s6115,1,1,1,1
hLv8cwl0asQ_s90,1,1,1,1
hOtf1-DI88w_s1408,1,1,1,1
hOtf1-DI88w_s2726,0,0,1,1
hOtf1-DI88w_s4044,1,1,1,1
hOtf1-DI88w_s5362,1,1,1,1
hOtf1-DI88w_s6680,0,0,1,1
hOtf1-DI88w_s90,1,1,1,1
iwbowtaIIz8_s1371,1,1,1,1
iwbowtaIIz8_s2652,0,0,1,1
iwbowtaIIz8_s3933,1,1,1,1
iwbowtaIIz8_s5214,1,1,1,1
iwbowtaIIz8_s90,1,1,1,1
jKoEJNdiRyI_s1203,1,1,1,1
jKoEJNdiRyI_s2316,1,1,1,1
jKoEJNdiRyI_s3429,1,1,1,1
jKoEJNdiRyI_s4542,1,1,1,1
jKoEJNdiRyI_s5655,1,1,1,1
jKoEJNdiRyI_s90,1,1,1,1
lnb-1CBY-LXG8VA_s1377,1,1,1,1
lnb-1CBY-LXG8VA_s2664,1,1,1,1
lnb-1CBY-LXG8VA_s3951,1,1,1,1
lnb-1CBY-LXG8VA_s5238,1,1,1,1
lnb-1CBY-LXG8VA_s6525,1,1,1,1
lnb-1CBY-LXG8VA_s90,1,1,1,1
lnb-3_eNM4ikjzY_s1434,0,0,1,1
lnb-3_eNM4ikjzY_s2778,1,1,1,1
lnb-3_eNM4ikjzY_s4122,1,1,1,1
lnb-3_eNM4ikjzY_s5466,1,1,1,1
lnb-3_eNM4ikjzY_s6810,1,1,1,1
lnb-3_eNM4ikjzY_s90,1,1,1,1
lnb-GnTuUGxkWOE_s1415,1,1,1,1
lnb-GnTuUGxkWOE_s2740,1,1,1,1
lnb-GnTuUGxkWOE_s4065,1,1,1,1
lnb-GnTuUGxkWOE_s5390,1,1,1,1
lnb-GnTuUGxkWOE_s90,1,1,1,1
lnb-oNjFF2XRKgA_s1310,1,1,1,1
lnb-oNjFF2XRKgA_s2530,1,1,1,1
lnb-oNjFF2XRKgA_s3750,1,1,1,1
lnb-oNjFF2XRKgA_s90,0,0,1,1
lnb-ouDVA0vM20g_s1379,1,1,1,1
lnb-ouDVA0vM20g_s2668,1,1,1,1
lnb-ouDVA0vM20g_s3957,1,1,1,1
lnb-ouDVA0vM20g_s5246,1,1,1,1
lnb-ouDVA0vM20g_s6535,0,0,1,1
lnb-ouDVA0vM20g_s90,1,1,1,1
m7K0J4wzDn4_s2070,0,0,1,1
m7K0J4wzDn4_s4050,0,0,1,1
m7K0J4wzDn4_s90,1,1,1,1
mJRz1DoW6VU_s1178,1,1,1,1
mJRz1DoW6VU_s2266,1,1,1,1
mJRz1DoW6VU_s3354,1,1,1,1
mJRz1DoW6VU_s4442,1,1,1,1
mJRz1DoW6VU_s5530,1,1,1,1
mJRz1DoW6VU_s90,1,1,1,1
mem_nop_2025,0,1,0,1
mia_bkn_2025,0,1,0,1
mil_chi_2025,0,1,0,1
myAuD3DmJMY_s1379,1,1,1,1
myAuD3DmJMY_s2668,1,1,1,1
myAuD3DmJMY_s3957,1,1,1,1
myAuD3DmJMY_s5246,1,1,1,1
myAuD3DmJMY_s6535,1,1,1,1
myAuD3DmJMY_s90,1,1,1,1
nba_highlights_gsw,0,0,0,1
nbl-G3F3Hoekmsw_s365,1,1,1,1
nbl-G3F3Hoekmsw_s640,1,1,1,1
nbl-G3F3Hoekmsw_s90,1,1,1,1
nbl-Gem9Fip5SZQ_s366,1,1,1,1
nbl-Gem9Fip5SZQ_s642,1,1,1,1
nbl-Gem9Fip5SZQ_s90,1,1,1,1
nbl-JEDeqqcqdzo_s524,1,1,1,1
nbl-JEDeqqcqdzo_s90,1,1,1,1
nbl-JEDeqqcqdzo_s958,1,1,1,1
nbl-MrM2DBNLWc8_s363,1,1,1,1
nbl-MrM2DBNLWc8_s636,1,1,1,1
nbl-MrM2DBNLWc8_s90,1,1,1,1
nbl-U6Ng-QmKKzk_s366,1,1,1,1
nbl-U6Ng-QmKKzk_s642,1,1,1,1
nbl-U6Ng-QmKKzk_s90,1,1,1,1
nbl-WTEUwPcy7X8_s369,1,1,1,1
nbl-WTEUwPcy7X8_s648,1,1,1,1
nbl-WTEUwPcy7X8_s90,1,1,1,1
nbl-YqB41CtbFqA_s1447,1,1,1,1
nbl-YqB41CtbFqA_s2804,1,1,1,1
nbl-YqB41CtbFqA_s4161,1,1,1,1
nbl-YqB41CtbFqA_s5518,1,1,1,1
nbl-YqB41CtbFqA_s6875,1,1,1,1
nbl-YqB41CtbFqA_s90,0,0,1,1
nbl-eawn8RbLFEM_s368,1,1,1,1
nbl-eawn8RbLFEM_s646,1,1,1,1
nbl-eawn8RbLFEM_s90,1,1,1,1
nbl-fGGFYzfF4F4_s366,1,1,1,1
nbl-fGGFYzfF4F4_s642,1,1,1,1
nbl-fGGFYzfF4F4_s90,1,1,1,1
nbl-kRQtUZmPm0E_s363,1,1,1,1
nbl-kRQtUZmPm0E_s636,1,1,1,1
nbl-kRQtUZmPm0E_s90,1,1,1,1
ncaa_basketball_IB-_u4gW3ds_1080p,0,1,0,1
ncaa_basketball_WFl3V7ZY4ss,0,1,0,1
ncaa_basketball_mRkuGgeECak,0,1,0,1
ncaa_basketball_sRtHQbywiTE,0,1,0,1
ncaa_basketball_tiUvyvWOCxo,0,1,0,1
ncaa_basketball_zqBCKovJCQU,0,1,0,1
ncaaw-2u7_bVcenTg_s1336,1,1,1,1
ncaaw-2u7_bVcenTg_s2582,1,1,1,1
ncaaw-2u7_bVcenTg_s3828,1,1,1,1
ncaaw-2u7_bVcenTg_s5074,0,0,1,1
ncaaw-2u7_bVcenTg_s6320,1,1,1,1
ncaaw-2u7_bVcenTg_s90,1,1,1,1
ncaaw-97NekCpWCeo_s1468,1,1,1,1
ncaaw-97NekCpWCeo_s2846,1,1,1,1
ncaaw-97NekCpWCeo_s4224,1,1,1,1
ncaaw-97NekCpWCeo_s5602,1,1,1,1
ncaaw-97NekCpWCeo_s6980,1,1,1,1
ncaaw-97NekCpWCeo_s90,1,1,1,1
ncaaw-PKm-w1NE8J0_s1235,1,1,1,1
ncaaw-PKm-w1NE8J0_s2380,1,1,1,1
ncaaw-PKm-w1NE8J0_s3525,1,1,1,1
ncaaw-PKm-w1NE8J0_s4670,1,1,1,1
ncaaw-PKm-w1NE8J0_s5815,1,1,1,1
ncaaw-PKm-w1NE8J0_s90,1,1,1,1
ncaaw-UCVSlzgun0o_s1194,1,1,1,1
ncaaw-UCVSlzgun0o_s2298,1,1,1,1
ncaaw-UCVSlzgun0o_s3402,1,1,1,1
ncaaw-UCVSlzgun0o_s4506,1,1,1,1
ncaaw-UCVSlzgun0o_s5610,1,1,1,1
ncaaw-UCVSlzgun0o_s90,1,1,1,1
ncaaw-lFZWLVzvCEs_s1161,1,1,1,1
ncaaw-lFZWLVzvCEs_s2232,1,1,1,1
ncaaw-lFZWLVzvCEs_s3303,1,1,1,1
ncaaw-lFZWLVzvCEs_s4374,1,1,1,1
ncaaw-lFZWLVzvCEs_s5445,1,1,1,1
ncaaw-lFZWLVzvCEs_s90,1,1,1,1
ncaaw-nXkcjFoZrIg_s1194,1,1,1,1
ncaaw-nXkcjFoZrIg_s2298,1,1,1,1
ncaaw-nXkcjFoZrIg_s3402,1,1,1,1
ncaaw-nXkcjFoZrIg_s4506,1,1,1,1
ncaaw-nXkcjFoZrIg_s5610,1,1,1,1
ncaaw-nXkcjFoZrIg_s90,1,1,1,1
ncaaw-yFLPyfhtpR4_s1303,1,1,1,1
ncaaw-yFLPyfhtpR4_s2516,1,1,1,1
ncaaw-yFLPyfhtpR4_s3729,1,1,1,1
ncaaw-yFLPyfhtpR4_s4942,1,1,1,1
ncaaw-yFLPyfhtpR4_s6155,1,1,1,1
ncaaw-yFLPyfhtpR4_s90,1,1,1,1
okc_dal_2025,0,1,0,1
phi_tor_2025,0,0,0,1
q9kHoUZvxik_s1287,1,1,1,1
q9kHoUZvxik_s2484,1,1,1,1
q9kHoUZvxik_s3681,1,1,1,1
q9kHoUZvxik_s4878,1,1,1,1
q9kHoUZvxik_s6075,1,1,1,1
q9kHoUZvxik_s90,1,1,1,1
ql7kzzTRo4M_s1470,0,0,1,1
ql7kzzTRo4M_s2850,1,1,1,1
ql7kzzTRo4M_s4230,1,1,1,1
ql7kzzTRo4M_s5610,1,1,1,1
ql7kzzTRo4M_s90,1,1,1,1
s4xx-bV7D8I_s479,1,1,1,1
s4xx-bV7D8I_s868,1,1,1,1
s4xx-bV7D8I_s90,1,1,1,1
sac_por_2025,0,0,0,1
tDpmV777-IQ_s1383,1,1,1,1
tDpmV777-IQ_s2676,1,1,1,1
tDpmV777-IQ_s3969,0,0,1,1
tDpmV777-IQ_s5262,1,1,1,1
tDpmV777-IQ_s90,1,1,1,1
uZkAbRqeGrc_s1607,1,1,1,1
uZkAbRqeGrc_s3124,1,1,1,1
uZkAbRqeGrc_s90,1,1,1,1
wHs1OssEcAw_s1183,1,1,1,1
wHs1OssEcAw_s2276,1,1,1,1
wHs1OssEcAw_s3369,1,1,1,1
wHs1OssEcAw_s4462,1,1,1,1
wHs1OssEcAw_s5555,1,1,1,1
wHs1OssEcAw_s90,1,1,1,1
wJSOHbeQcg4_s1180,1,1,1,1
wJSOHbeQcg4_s2270,1,1,1,1
wJSOHbeQcg4_s3360,1,1,1,1
wJSOHbeQcg4_s4450,1,1,1,1
wJSOHbeQcg4_s5540,1,1,1,1
wJSOHbeQcg4_s90,1,1,1,1
wd08fix8q3Q_s1238,1,1,1,1
wd08fix8q3Q_s2386,1,1,1,1
wd08fix8q3Q_s3534,1,1,1,1
wd08fix8q3Q_s4682,1,1,1,1
wd08fix8q3Q_s5830,1,1,1,1
wd08fix8q3Q_s90,1,1,1,1
wnba_01_1080p,0,1,0,1
wnba_02,0,1,0,1
wnba_04,0,1,0,1
wnba_05,0,1,0,1
wnba_06,0,1,0,1
