frame_key,render,reason,call,reference,left_mass,right_mass
2cee81369b0bad35694f23b3ad0637347de1cbf277309fee4c2bf3bf57e1471c,2cee81369b0b.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
2db343164c2f852ef938796103a48561e3a2836c277460aba03fc89c116b6c10,2db343164c2f.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
2e869692fc3f6820b75ee9a9f7f8fb712ded796f133d64a68c35d98af55d6a65,2e869692fc3f.jpg,wrong,RIGHT,left,1858.442,4465.0237
2f60d3752c396ac4ef8dec8b3a4c842d66ae155a694c86f1e2c0fd83da7504cc,2f60d3752c39.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
3283c064e054df0e452bcaaf3f0310528b13a414cedd50b62a8b406f8e442ee5,3283c064e054.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
34c9b2210829de2cfb369be3ea2292ac5729ae7a0961980c1fc36b2970e1d419,34c9b2210829.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
3654490efe7f9956bdb73d8ed31e25c43db0930544c67efa56d17eff5422c3e3,3654490efe7f.jpg,cue_unknown,UNKNOWN,left,0.0,0.0
3f25dd238deb74008d3ca83e3765f5f48fa2b5fc17631880434c54648579b0f4,3f25dd238deb.jpg,cue_unknown,UNKNOWN,unknown,0,761.0534
41bfca0782983877730beff671ceabf096c91d165a79b2944f4614503c114513,41bfca078298.jpg,wrong,RIGHT,left,4431.7151,8833.5968
4259a2a43fdb2b1b9f593a7664be8a4fbdcc26df050d86ff490cdbfbd5a8981f,4259a2a43fdb.jpg,wrong,RIGHT,left,2917.5582,7698.5101
48507334822e40e38a852e32b24413453ff9000eaa8eab2854d75c453878f99b,48507334822e.jpg,wrong,LEFT,right,31635.5534,2947.931
49ad6470b1dbcd966322a575041061d7123cf7145bc0929b31c5bb02416e3bda,49ad6470b1db.jpg,wrong,RIGHT,left,4314.9739,9664.9107
4d734a16a3dfaf135ac444726bdf1b9d9af0541c69928e7a69cefbde37f6e325,4d734a16a3df.jpg,wrong,LEFT,right,5421.7253,4659.9075
4d93dc2e26c421f204c870a97c087a3a63c31314ae4175908ca616f85012c389,4d93dc2e26c4.jpg,cue_unknown,UNKNOWN,right,21369.5105,19647.1749
51e56d20dc5f87140b0342812f1aa3cbfd634824d05612503c10bc86642c1454,51e56d20dc5f.jpg,cue_unknown,UNKNOWN,unknown,21877.9274,23900.8596
54c9093e5e3098efd6f00754f5f3d3cb936705d690e8eeaf06a7bd0cf5187e52,54c9093e5e30.jpg,cue_unknown,UNKNOWN,right,13695.0214,15567.1599
556b9b9ee653a607c14ec4480d68f895a9302d7912f15885060c364c0971469a,556b9b9ee653.jpg,wrong,LEFT,right,47599.3213,35623.8517
5855770e7876172157c1b409d5a449dd12fb936ccc6f599def06b7ef624e12c8,5855770e7876.jpg,cue_unknown,UNKNOWN,right,0.0,0.0
59add1c65929ea4bde538703ff5fe054e29a2ec28cf0d461b29a89ebe9a3a95a,59add1c65929.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
5f788500555e1cecdd11274036094744f6c4c9feb8e55746deff235856488d5c,5f788500555e.jpg,wrong,LEFT,right,8649.6116,5053.2051
5f846e13af1a01ed6222b5d4b945ffb741d02994116f959e0c774688b89ff560,5f846e13af1a.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
609d9b5c2da5fb25ff316f226a823c2ac23d1b7f1fa71ae503f7daad1b8f2539,609d9b5c2da5.jpg,wrong,RIGHT,left,30032.774,79324.7897
62510fb9a533c421f75de2f05d02135461645a4420cea4585c9b9f2bb830eb24,62510fb9a533.jpg,cue_unknown,UNKNOWN,unknown,0,470.4304
6454223952c894490d97f4606af34cc4659e79ec4f38dd72db040813a56ff16f,6454223952c8.jpg,cue_unknown,UNKNOWN,right,0,625.4746
6485516f90f3b0d90ec831c44ecfbc326432c116e61e9482e990c549572c85f1,6485516f90f3.jpg,wrong,RIGHT,left,11549.3373,21176.8597
6506c5870a879650bb88c9d21532ca919bf8f5daea0acf41a4f56840c6ff0894,6506c5870a87.jpg,cue_unknown,UNKNOWN,unknown,0,1369.371
652ea6fefe09583c2c4f5ab6059fa5be60a97fc6d96e7ba5ff38c89fdda0d6fb,652ea6fefe09.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
65ef97e6c6977a2c3d8b775bbca7019c40f027661d6fbcd701b3d7efe8a25ad3,65ef97e6c697.jpg,cue_unknown,UNKNOWN,left,0,1694.9327
684e54a291f330a32d2ea2340f97dba95e5ff3d40c66811a56c22d48997e1982,684e54a291f3.jpg,wrong,LEFT,right,13886.1378,8914.1928
6c6574f653811561589847d1c713379e223cf4ba438f0b3f2b8a2cd6866862fc,6c6574f65381.jpg,cue_unknown,UNKNOWN,left,1781.774,0
6e76532a9c804ef1fa4882efed38e9ad84468b2b9b4a4c19895c1a163e25cef3,6e76532a9c80.jpg,cue_unknown,UNKNOWN,right,0.0,0.0
704457f79f946730be3461a8ee50cc8e55c0b2232fedc00650e85a3cfdea093c,704457f79f94.jpg,cue_unknown,UNKNOWN,unknown,112515.8795,99191.1725
712c0a4e43af2a5a54767ad3f308a1fc2600794327dde288dd8c77b5bcefe694,712c0a4e43af.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
75088cd7a41eb1e7f345b89d1edc6636e0f746e25ae917ab028223ab35958e92,75088cd7a41e.jpg,wrong,LEFT,right,4007.6374,1290.5804
75e551c51985fc322858afa1360386ce4899207514f739dfb6e3b3ba8c435b06,75e551c51985.jpg,cue_unknown,UNKNOWN,right,875.7607,0
7644e6b66a7ec683f01b690165b349ce178247b40b127f6be2d0182190510d9f,7644e6b66a7e.jpg,wrong,LEFT,right,7883.8657,3950.5556
76794994d91bae9b83479ddb7f8ebf1d5edd6942b47298b5c2d4f590fdf59570,76794994d91b.jpg,cue_unknown,UNKNOWN,left,0.0,0.0
7d0776418e8ab99f357e56d4546962c5daa19e9d4f5e37ee8059a395be3941b1,7d0776418e8a.jpg,wrong,LEFT,right,29990.4779,9471.4063
81acdd6dace6ab6a5319f338190483caf9e26f37c49a5cd02e42f9ad5ff9de70,81acdd6dace6.jpg,wrong,RIGHT,left,0,14468.372
81f67a32940fff3ca31297190bc5a146ad8283fbf83dd2ab6aeb3ba8e0385304,81f67a32940f.jpg,cue_unknown,UNKNOWN,left,1077.1938,0
823fd19bd772e7855b815c814908defac920085d50f9203f245a1dbf140bd3ec,823fd19bd772.jpg,wrong,LEFT,right,130161.865,96960.5479
86dc6cab31639db9791899bb6d9f8930772fb42143034d48af00510c5694bb58,86dc6cab3163.jpg,cue_unknown,UNKNOWN,unknown,1215.4866,0
877c54be712f5ab081bdefec43cbd47c8a5b07b7c8e39dcaa59a1aeecc13337d,877c54be712f.jpg,wrong,LEFT,right,19906.9221,5341.964
88d0007fb38f7f772b52df6cf25aed6478603065a1a4483f6d23c24e428a09a9,88d0007fb38f.jpg,wrong,RIGHT,left,3521.8411,9171.1888
8b297f24477482051debc2f60385d9c97eb5f92ce8409753bb24bdf8aee55e8e,8b297f244774.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
904c4dfe74cdd4c913a6b2a6594d5931c31210435b2b294cf3295f09a6dabc9e,904c4dfe74cd.jpg,cue_unknown,UNKNOWN,left,1091.5235,0
910f2142d8fc62abd80d71985de5a1c8cdb278a5807e1a9de95777081376adb1,910f2142d8fc.jpg,cue_unknown,UNKNOWN,left,4744.2269,4566.0045
9265ff4118719f17c716ba7c544a87d0961e3926b54c7c673b638b221d3b7318,9265ff411871.jpg,cue_unknown,UNKNOWN,unknown,18659.0195,16947.604
953af9822bd0671e08153c43ac2e9f353411359243caa38f8813d8594ae8514d,953af9822bd0.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
96c81e6a104ad13d0b7f62032b4b0a3d7bf94a0afb5db3524922f740af490a43,96c81e6a104a.jpg,wrong,LEFT,right,11175.9227,3731.7451
9a11f89764fd32179e4e7a1ec2060f4a9d2e90416c96ec88609683c692592236,9a11f89764fd.jpg,cue_unknown,UNKNOWN,unknown,204.8189,265.2277
9dd3c4074593ccd9c9ad6596dd313f9ffed9e1a149ab8fed2d514a9e6da1622c,9dd3c4074593.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
9e2a866bdd359495aa016c9b9da6af789d31303b24ea387889bb872d42e222bb,9e2a866bdd35.jpg,cue_unknown,UNKNOWN,unknown,1357.3312,0
9e826d46387cc9ce862b59de78cd4a475f0ee83bd3dabe47905f2e464231b00c,9e826d46387c.jpg,cue_unknown,UNKNOWN,unknown,118015.1701,125222.762
9ea3420c8b217063696775af46c21e0b691a208b8b5c167b284556ac4c12832c,9ea3420c8b21.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
a3f7977e0272f1c3cc16ef859ccbbc79271f81f32a22422764cd62c475298206,a3f7977e0272.jpg,wrong,RIGHT,left,2651.4993,4520.0414
a4243cdbc236dbe6bf07f57d193a8a6a316e6f6764b37054e71784df4e927e18,a4243cdbc236.jpg,wrong,RIGHT,left,0,18167.8103
a43279019c96f1728a3d74185173e25fba35b2ea81d6db5b8041dc3f399045ff,a43279019c96.jpg,cue_unknown,UNKNOWN,left,0,1512.96
a5d86b2f2e02c100dc61ec5a6e929fb7ce15177778f391e3cf1abcf92ee619da,a5d86b2f2e02.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
a6d2004b70178536fbad0b944eac941224d5d7a35838aacc9dc383f340fb063c,a6d2004b7017.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
a80d7029fb2218f4dc3b16712fc752a83fb50365dd5ee2b71f0a305c5fcac048,a80d7029fb22.jpg,cue_unknown,UNKNOWN,left,5230.4374,5124.4709
a81edf17e5381bd84363074b4c9a8ac401c2fcfeaa73ef9ccebd30c24fca9742,a81edf17e538.jpg,wrong,LEFT,right,33126.3083,8102.639
ae920ab17836e9aa99d0f10452682408510b326727e97f68e8b1e3b3400a7d82,ae920ab17836.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
afcec191a39c542439350f0cad318f941733079370a132c9b480dcf80d9f596c,afcec191a39c.jpg,wrong,RIGHT,left,8361.2941,9946.1044
b8186ca96b0c0a028fd0738640822099c5347280eea29f83e4fc644122f8fc73,b8186ca96b0c.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
c0ca4649ce617a050581b627ed6644dff224648c5c89c330f6a916ff8c1cccdd,c0ca4649ce61.jpg,cue_unknown,UNKNOWN,left,15132.1349,14575.5324
c575d38377ddb9ecdb9e79129d0d5632c8d8fa8bfdb11bf5ad6d9225745cbad4,c575d38377dd.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
c86845f2c4aee1c52b365bcca9213cba8eb4f4b74a27c9ef05384a135640c041,c86845f2c4ae.jpg,cue_unknown,UNKNOWN,right,0,221.5648
ca56356a47eb218eb21e5cb45cb2a8d53a273d00a5e42cda93aeda964b8c20bc,ca56356a47eb.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
ce979abfc96da9b6cb6bfcd8a6065f472785c35c6876344ac45c099e5b217146,ce979abfc96d.jpg,cue_unknown,UNKNOWN,unknown,0,225.4765
cedda3f96c45d24179ee3d73c61501eba0a233918324301c4f1aa2e079a8223c,cedda3f96c45.jpg,cue_unknown,UNKNOWN,right,6541.5247,6119.4961
d33da5b163550a34108439f37c1a8a0dee5b7ea289e241ffa0969ce341bc02e6,d33da5b16355.jpg,wrong,LEFT,right,21884.1841,14627.8816
d585e04f6557ba82025c901f429304f99d6b5c464daf9af6ed78c64abb5fa067,d585e04f6557.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
d5e8fc9f3c7ca3a8f0666259012c7a84227a013a9ee6f93a9aebe8715b0bd07f,d5e8fc9f3c7c.jpg,cue_unknown,UNKNOWN,unknown,35322.7025,33579.2616
d68dc449895a2a5b826713f4dfee8e09e8c58835866b91f3d04ba6da33d2c99f,d68dc449895a.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
d8c71e1d4fcd0cf34ff08ec40fbf7263278d6e9dc0e827d29ceecc1f2e117e26,d8c71e1d4fcd.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
dbb5a6e113efee21bf3ff14573f24f33b2b508f3199e669d1bb85214b5fd8338,dbb5a6e113ef.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
dfb5ead2e279fe05637f29e97c1e6ed8f73e3fcdd5491a63acc3cfc91a675448,dfb5ead2e279.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
dff6069276242157f57563a1aba57637dc056102d4a69125d240af5190e50f3b,dff606927624.jpg,wrong,RIGHT,left,29546.7771,36909.2195
e05dd8c17dc3173d1755e170dae11a8cf719e13b4ea38345ac0027f8f8312787,e05dd8c17dc3.jpg,cue_unknown,UNKNOWN,right,548.7027,0
e1c3e3344d8067562ec0a6452907023e4d3ad72677bc9b18e5bb2d9110eaf0ef,e1c3e3344d80.jpg,cue_unknown,UNKNOWN,right,0.0,0.0
e4b2a323a1aca942298968da8214bff0d9e70bb24914050ba0faad87a8cd846b,e4b2a323a1ac.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
e788a9a778732955128a07ef8ea43a4d4a1bdc2722fee00f52d8e6ba3b52bedd,e788a9a77873.jpg,cue_unknown,UNKNOWN,left,0.0,0.0
eb6f19dc75d8c727d3d1b2779f4f24bc45a23cad52588784af281f3c6347fd60,eb6f19dc75d8.jpg,cue_unknown,UNKNOWN,unknown,0,432.2863
ebd5be713e292ddb03b72e8d0e2b1fe9e97010ae8f4d4b95d1c15a5a3864195b,ebd5be713e29.jpg,wrong,RIGHT,left,20242.6097,116744.5529
ee7f52d3bc3936509a87a0c8e11a3924208346addb30df2bf09ea1ed8d19113b,ee7f52d3bc39.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
f11de969eb23894034ea430d5778bf05eb8e9677d9583de8fb46058821ff7606,f11de969eb23.jpg,wrong,LEFT,right,25788.3749,0
f47dd108e0cb177246ac1e94af3cb22079157ca67b5840568cc3dcba9fe08236,f47dd108e0cb.jpg,wrong,RIGHT,left,0,5321.2212
f4900605161c19320e50c6b9a56b7a9bba83fe42033a4f81ffb5390d678875e6,f4900605161c.jpg,wrong,RIGHT,left,0,9086.3079
f5350ed2752485c22ddfb4722e3b6138dd021ccfc537bff8a41523ef6ccf2e66,f5350ed27524.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
f66af930fdb610d6a350b89ec5e0b11834377ab508f124fa00a7a3d56a1e7451,f66af930fdb6.jpg,wrong,RIGHT,left,0,12885.9346
f6b5057e39871ea7d943b7c6d094f005f7e48f69fe477c41f22cdfc8273296b5,f6b5057e3987.jpg,cue_unknown,UNKNOWN,right,3117.4451,3449.1884
f9e1724d69bfeb5b740f76a699b1e96bc4b0ef9c68dd486e1e6385552089183e,f9e1724d69bf.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
f9e8719cd79c3cca33dfa5e7d8a9476b009244129c4b825451cd0056e639c537,f9e8719cd79c.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
fdafbb38741bb350acbdd51a7b0cf4abd864f2ccd4970167a57cf68f7d04b462,fdafbb38741b.jpg,wrong,LEFT,right,8909.5567,0
fec1648c3b9a797c7c302bcac2b5e0c9d30764a40c97cbc6b342c1c8d15e60c2,fec1648c3b9a.jpg,cue_unknown,UNKNOWN,right,15153.1604,15096.8364
ffec135f6551aba6eb48b124f299187f78ce5277bdd90992ba580998ff709aa3,ffec135f6551.jpg,cue_unknown,UNKNOWN,unknown,0.0,0.0
