frame_key,section,game,call,reference,unknown_reason,kind
15cbc575ec3979a666394234cc73356d197f8204a59f338718218e64ceaf8491,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,UNKNOWN,unknown,no_detection,reference_unknown
16cce332512146f46c036847189e73b2d7031ed5d8a4c135cc0f7b41605e6863,ncaa_basketball__QXFM3hlaDAk_s2725,ncaa_basketball__QXFM3hlaDAk,LEFT,unknown,,reference_unknown
1737315d33257a0739ced8deaf82ba4660a02117bc983ef65452ef25a7597a51,nba__XCaGht2GmPg_s2807,nba__XCaGht2GmPg,UNKNOWN,unknown,no_detection,reference_unknown
17c2710a9c3d345e871a1c00b334e162850ccb20f803748566887f3f1757a795,basketball__fiba-Y1cgaIWW8gk_s5543,basketball__fiba-Y1cgaIWW8gk,UNKNOWN,unknown,no_detection,reference_unknown
191f559438ac77a0b8908c28d377fc3a8ac0e1ae5b74f99db740d6138ed5c065,basketball__fiba-fyp4VsE-8Fc_s6835,basketball__fiba-fyp4VsE-8Fc,LEFT,unknown,,reference_unknown
1cdb5a09a5ac17108dc201017f12f235b6f8af82da5aca62de2c217cd82d50cb,ncaa_basketball__EqseleqhpTk_s5375,ncaa_basketball__EqseleqhpTk,UNKNOWN,unknown,no_detection,reference_unknown
1e15bc4afd06e5348c8ee7577d90ea779b70fd542dcbb1e518c5f6ac0657b374,basketball__fiba--x4DRmtYn4Q_s7035,basketball__fiba--x4DRmtYn4Q,UNKNOWN,unknown,mass_below_floor,reference_unknown
219fd356ef25ac47d7b7f2b4a87ee6589c91cdc92d004bbcf67437ca541033eb,ncaa_basketball__WeheQidCPXI_s155,ncaa_basketball__WeheQidCPXI,UNKNOWN,unknown,no_detection,reference_unknown
23bc70e86c6d01bd12e4f54d5731f1814e57680e20a740115f4bfd1548a8559d,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,LEFT,unknown,,reference_unknown
250d0967d41779f6cbc4c8cb056bec6ffbf28c633a59610a1b4b20fe03cf1480,ncaa_basketball__0KIBu1jQBL8_s155,ncaa_basketball__0KIBu1jQBL8,UNKNOWN,right,no_detection,cue_unknown
2695924522181e27eeb8cf849470d1187baa9a5ed760d1a21542b6ef6083739c,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,LEFT,unknown,,reference_unknown
26b3985a3bc7683158b4cd64415fbec0f0d94eed0320af46f5b9d2c06ad7d808,wnba__1E5Rw89keTg_s377,wnba__1E5Rw89keTg,UNKNOWN,unknown,no_detection,reference_unknown
27bb68df500d951c016f194c86ed50fc75f65c254efaac5aca58d4a7fab662db,nba__RIrGQJ_jsGQ_s155,nba__RIrGQJ_jsGQ,UNKNOWN,unknown,no_detection,reference_unknown
28a758f465b395d70454ae431560c3f5825d3c295230899df96077596ba6c6f2,ncaa_basketball__WeheQidCPXI_s155,ncaa_basketball__WeheQidCPXI,UNKNOWN,unknown,mass_below_floor,reference_unknown
292902b351eeada4d430bb7a7c21c445fa413d8828a7341bfde3611504b415c2,nba__XCaGht2GmPg_s2807,nba__XCaGht2GmPg,RIGHT,unknown,,reference_unknown
292ced497d88a7ba93d5be7e12a22f4d37bfb82a35fe3135307d667aa308f878,nba__RIrGQJ_jsGQ_s155,nba__RIrGQJ_jsGQ,LEFT,unknown,,reference_unknown
2cee81369b0bad35694f23b3ad0637347de1cbf277309fee4c2bf3bf57e1471c,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,UNKNOWN,unknown,no_detection,reference_unknown
2db343164c2f852ef938796103a48561e3a2836c277460aba03fc89c116b6c10,basketball__fiba--x4DRmtYn4Q_s7035,basketball__fiba--x4DRmtYn4Q,UNKNOWN,unknown,no_detection,reference_unknown
2eecc05c7b90ab756f885764efe0188e7bf50abbc27857ccb2e141b0863d758b,ncaa_basketball__UzaYBYy3GZg_s5307,ncaa_basketball__UzaYBYy3GZg,RIGHT,unknown,,reference_unknown
2f60d3752c396ac4ef8dec8b3a4c842d66ae155a694c86f1e2c0fd83da7504cc,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,UNKNOWN,unknown,no_detection,reference_unknown
3268adcd17fe9f0d5820a61ed6441b96b34a8f3721e21231b681ef738a542093,ncaa_basketball__QXFM3hlaDAk_s2725,ncaa_basketball__QXFM3hlaDAk,RIGHT,unknown,,reference_unknown
3283c064e054df0e452bcaaf3f0310528b13a414cedd50b62a8b406f8e442ee5,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,UNKNOWN,unknown,no_detection,reference_unknown
34b4c9207586d28609f3187de26a0171d4e46b7a67519d66c590971bd4b73a36,wnba__1E5Rw89keTg_s377,wnba__1E5Rw89keTg,LEFT,unknown,,reference_unknown
34c9b2210829de2cfb369be3ea2292ac5729ae7a0961980c1fc36b2970e1d419,ncaa_basketball__GNjSxoeDT-E_s1232,ncaa_basketball__GNjSxoeDT-E,UNKNOWN,unknown,no_detection,reference_unknown
35519ecfc3d25ab53dfba3fb54a887c1d6750e94a43186a6c31fcb6292cc1045,wnba__1E5Rw89keTg_s377,wnba__1E5Rw89keTg,LEFT,unknown,,reference_unknown
3654490efe7f9956bdb73d8ed31e25c43db0930544c67efa56d17eff5422c3e3,ncaa_basketball__EqseleqhpTk_s5375,ncaa_basketball__EqseleqhpTk,UNKNOWN,left,no_detection,cue_unknown
3e11ba54e690cfa55867020b38e341eb566aa7979ce49c1f5a357a2e05cb1cc8,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,LEFT,unknown,,reference_unknown
3f25dd238deb74008d3ca83e3765f5f48fa2b5fc17631880434c54648579b0f4,ncaa_basketball__EqseleqhpTk_s5375,ncaa_basketball__EqseleqhpTk,UNKNOWN,unknown,mass_below_floor,reference_unknown
49bec729173b9209520e834cc6fcc385cbacc36b87e703b9e60da5cfe2cab594,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,RIGHT,unknown,,reference_unknown
4d93dc2e26c421f204c870a97c087a3a63c31314ae4175908ca616f85012c389,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,UNKNOWN,right,ratio_below_margin,cue_unknown
500c70368c011e5b89e452a476876bb943a8e8007b5987ce242902cb9be2d474,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,RIGHT,unknown,,reference_unknown
51e56d20dc5f87140b0342812f1aa3cbfd634824d05612503c10bc86642c1454,basketball__fiba-Y1cgaIWW8gk_s5543,basketball__fiba-Y1cgaIWW8gk,UNKNOWN,unknown,ratio_below_margin,reference_unknown
532c51e1616b3c5b390bc792cebef34c52a40cc9fcc413a0b49c718711db7f6c,ncaa_basketball__UzaYBYy3GZg_s5307,ncaa_basketball__UzaYBYy3GZg,RIGHT,unknown,,reference_unknown
54c9093e5e3098efd6f00754f5f3d3cb936705d690e8eeaf06a7bd0cf5187e52,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,UNKNOWN,right,ratio_below_margin,cue_unknown
5855770e7876172157c1b409d5a449dd12fb936ccc6f599def06b7ef624e12c8,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,UNKNOWN,right,no_detection,cue_unknown
59add1c65929ea4bde538703ff5fe054e29a2ec28cf0d461b29a89ebe9a3a95a,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,UNKNOWN,unknown,no_detection,reference_unknown
5d30c7e1b35b7914bdcddb0ad8fc037cc1d705d2a33afec799f9fc36694163ed,ncaa_basketball__0KIBu1jQBL8_s155,ncaa_basketball__0KIBu1jQBL8,RIGHT,unknown,,reference_unknown
5f846e13af1a01ed6222b5d4b945ffb741d02994116f959e0c774688b89ff560,nba__XCaGht2GmPg_s2807,nba__XCaGht2GmPg,UNKNOWN,unknown,no_detection,reference_unknown
616b80f598b9a6438d4fe92ecdac609677bd42460c224e9eee8ff050b90ae22c,nba__RIrGQJ_jsGQ_s155,nba__RIrGQJ_jsGQ,RIGHT,unknown,,reference_unknown
62510fb9a533c421f75de2f05d02135461645a4420cea4585c9b9f2bb830eb24,ncaa_basketball__EqseleqhpTk_s5375,ncaa_basketball__EqseleqhpTk,UNKNOWN,unknown,mass_below_floor,reference_unknown
6454223952c894490d97f4606af34cc4659e79ec4f38dd72db040813a56ff16f,ncaa_basketball__WeheQidCPXI_s155,ncaa_basketball__WeheQidCPXI,UNKNOWN,right,mass_below_floor,cue_unknown
6506c5870a879650bb88c9d21532ca919bf8f5daea0acf41a4f56840c6ff0894,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,UNKNOWN,unknown,mass_below_floor,reference_unknown
652ea6fefe09583c2c4f5ab6059fa5be60a97fc6d96e7ba5ff38c89fdda0d6fb,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,UNKNOWN,unknown,no_detection,reference_unknown
65ef97e6c6977a2c3d8b775bbca7019c40f027661d6fbcd701b3d7efe8a25ad3,ncaa_basketball__EqseleqhpTk_s5375,ncaa_basketball__EqseleqhpTk,UNKNOWN,left,mass_below_floor,cue_unknown
67a3ac37fc44af12ccf123390494227b16a0876d67a16bfb36a24b38c4a6284b,ncaa_basketball__WeheQidCPXI_s155,ncaa_basketball__WeheQidCPXI,LEFT,unknown,,reference_unknown
6c6574f653811561589847d1c713379e223cf4ba438f0b3f2b8a2cd6866862fc,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,UNKNOWN,left,mass_below_floor,cue_unknown
6c7b7ca80d8adbd9cbd912b4d33c1f0644646a44941f8d13d73f01405d6aa84d,nba__RIrGQJ_jsGQ_s155,nba__RIrGQJ_jsGQ,LEFT,unknown,,reference_unknown
6e76532a9c804ef1fa4882efed38e9ad84468b2b9b4a4c19895c1a163e25cef3,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,UNKNOWN,right,no_detection,cue_unknown
6e963beef9471f2c04571b8c5f94daca555de1f0c82d3d34619bed884df118fe,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,LEFT,unknown,,reference_unknown
704457f79f946730be3461a8ee50cc8e55c0b2232fedc00650e85a3cfdea093c,ncaa_basketball__QXFM3hlaDAk_s2725,ncaa_basketball__QXFM3hlaDAk,UNKNOWN,unknown,ratio_below_margin,reference_unknown
712c0a4e43af2a5a54767ad3f308a1fc2600794327dde288dd8c77b5bcefe694,basketball__fiba-7HQqWMaKxpA_s155,basketball__fiba-7HQqWMaKxpA,UNKNOWN,unknown,no_detection,reference_unknown
733207a754cf1fdb0189c30492aa29d4b2e8229b1d06d4bb6f8a881b21b225d2,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,LEFT,unknown,,reference_unknown
74ebdf50263dfe5213e8517680273faa5c8f326e4335e6d2060ebff4f3198133,basketball__fiba-Byk8aH-n_U4_s1491,basketball__fiba-Byk8aH-n_U4,LEFT,unknown,,reference_unknown
75e551c51985fc322858afa1360386ce4899207514f739dfb6e3b3ba8c435b06,basketball__fiba-fyp4VsE-8Fc_s6835,basketball__fiba-fyp4VsE-8Fc,UNKNOWN,right,mass_below_floor,cue_unknown
76794994d91bae9b83479ddb7f8ebf1d5edd6942b47298b5c2d4f590fdf59570,basketball__fiba-fyp4VsE-8Fc_s6835,basketball__fiba-fyp4VsE-8Fc,UNKNOWN,left,no_detection,cue_unknown
7b69bf538bc5ba4e50811ac778ca5afd176162cc3f4bd467398665971fb6cec5,basketball__fiba--x4DRmtYn4Q_s7035,basketball__fiba--x4DRmtYn4Q,RIGHT,unknown,,reference_unknown
7c4a2c392e62c83d3fb508ac0eeac87444b0884a1a83913321d44ef080705339,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,RIGHT,unknown,,reference_unknown
7eeef3ecdf4b0825f61efb3cad01712b14084759cfab4f1df44b504763999ab4,ncaa_basketball__QXFM3hlaDAk_s2725,ncaa_basketball__QXFM3hlaDAk,LEFT,unknown,,reference_unknown
81f67a32940fff3ca31297190bc5a146ad8283fbf83dd2ab6aeb3ba8e0385304,ncaa_basketball__0KIBu1jQBL8_s155,ncaa_basketball__0KIBu1jQBL8,UNKNOWN,left,mass_below_floor,cue_unknown
84cea43159fa6be6667c5056686ae57a3269868b05d0148a96d43a1b956ffee5,ncaa_basketball__EqseleqhpTk_s5375,ncaa_basketball__EqseleqhpTk,RIGHT,unknown,,reference_unknown
86dc6cab31639db9791899bb6d9f8930772fb42143034d48af00510c5694bb58,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,UNKNOWN,unknown,mass_below_floor,reference_unknown
87de4d90bb64a80fe3fa06b09d40eb63c450f74305954db828a21987fa85f3b2,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,RIGHT,unknown,,reference_unknown
8b14898f3fb24e0a57d8c4a3eca1798c48f1a761614af718ebd97ae0375f00bb,basketball__fiba-fyp4VsE-8Fc_s6835,basketball__fiba-fyp4VsE-8Fc,LEFT,unknown,,reference_unknown
8b297f24477482051debc2f60385d9c97eb5f92ce8409753bb24bdf8aee55e8e,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,UNKNOWN,unknown,no_detection,reference_unknown
8fcd8123547c8e379d7533f9a0110bbc3b0d0b653c3bc4ae737e71d0d9c494dd,basketball__fiba-fyp4VsE-8Fc_s6835,basketball__fiba-fyp4VsE-8Fc,LEFT,unknown,,reference_unknown
904c4dfe74cdd4c913a6b2a6594d5931c31210435b2b294cf3295f09a6dabc9e,basketball__fiba-Byk8aH-n_U4_s1491,basketball__fiba-Byk8aH-n_U4,UNKNOWN,left,mass_below_floor,cue_unknown
910f2142d8fc62abd80d71985de5a1c8cdb278a5807e1a9de95777081376adb1,ncaa_basketball__0KIBu1jQBL8_s155,ncaa_basketball__0KIBu1jQBL8,UNKNOWN,left,ratio_below_margin,cue_unknown
9265ff4118719f17c716ba7c544a87d0961e3926b54c7c673b638b221d3b7318,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,UNKNOWN,unknown,ratio_below_margin,reference_unknown
953af9822bd0671e08153c43ac2e9f353411359243caa38f8813d8594ae8514d,ncaa_basketball__EqseleqhpTk_s5375,ncaa_basketball__EqseleqhpTk,UNKNOWN,unknown,no_detection,reference_unknown
95958b5b48623d5f0b87a60081ec47184d32ab9873719adf956c76a9d7cff2a4,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,LEFT,unknown,,reference_unknown
9a11f89764fd32179e4e7a1ec2060f4a9d2e90416c96ec88609683c692592236,ncaa_basketball__UzaYBYy3GZg_s5307,ncaa_basketball__UzaYBYy3GZg,UNKNOWN,unknown,mass_below_floor,reference_unknown
9d2f12c52bea188a9d717f9aa3248bb13afbb6cb9df387950ce9dd31c67e19ce,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,LEFT,unknown,,reference_unknown
9dd3c4074593ccd9c9ad6596dd313f9ffed9e1a149ab8fed2d514a9e6da1622c,nba__XCaGht2GmPg_s2807,nba__XCaGht2GmPg,UNKNOWN,unknown,no_detection,reference_unknown
9e2a866bdd359495aa016c9b9da6af789d31303b24ea387889bb872d42e222bb,ncaa_basketball__UzaYBYy3GZg_s5307,ncaa_basketball__UzaYBYy3GZg,UNKNOWN,unknown,mass_below_floor,reference_unknown
9e826d46387cc9ce862b59de78cd4a475f0ee83bd3dabe47905f2e464231b00c,nba__RIrGQJ_jsGQ_s155,nba__RIrGQJ_jsGQ,UNKNOWN,unknown,ratio_below_margin,reference_unknown
9ea3420c8b217063696775af46c21e0b691a208b8b5c167b284556ac4c12832c,ncaa_basketball__0KIBu1jQBL8_s155,ncaa_basketball__0KIBu1jQBL8,UNKNOWN,unknown,no_detection,reference_unknown
a12f5a7ada3281bed5921397e4f2825965785ba9cac757bb5df9b7c4e3065a57,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,LEFT,unknown,,reference_unknown
a2a161504b002770d1736cd92312a988a985b439b18669b5f75bbf597c9fa062,basketball__fiba-7HQqWMaKxpA_s155,basketball__fiba-7HQqWMaKxpA,RIGHT,unknown,,reference_unknown
a3dd8d1cc5885425a960aa31649dc855cfcee87cd3d342aef85ac7c53ba90191,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,LEFT,unknown,,reference_unknown
a43279019c96f1728a3d74185173e25fba35b2ea81d6db5b8041dc3f399045ff,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,UNKNOWN,left,mass_below_floor,cue_unknown
a5d86b2f2e02c100dc61ec5a6e929fb7ce15177778f391e3cf1abcf92ee619da,basketball__fiba-7HQqWMaKxpA_s155,basketball__fiba-7HQqWMaKxpA,UNKNOWN,unknown,no_detection,reference_unknown
a6d2004b70178536fbad0b944eac941224d5d7a35838aacc9dc383f340fb063c,ncaa_basketball__QXFM3hlaDAk_s2725,ncaa_basketball__QXFM3hlaDAk,UNKNOWN,unknown,no_detection,reference_unknown
a70631723d2a47228a3e604e5a1d153cafc60b0d9cab328e1853fb75c6b698fd,basketball__fiba-7HQqWMaKxpA_s155,basketball__fiba-7HQqWMaKxpA,LEFT,unknown,,reference_unknown
a80d7029fb2218f4dc3b16712fc752a83fb50365dd5ee2b71f0a305c5fcac048,nba__RIrGQJ_jsGQ_s155,nba__RIrGQJ_jsGQ,UNKNOWN,left,ratio_below_margin,cue_unknown
a9551c8f16647ca48a50be89393164a294364c18527737f85f9094438bde8ac9,nba__RIrGQJ_jsGQ_s155,nba__RIrGQJ_jsGQ,LEFT,unknown,,reference_unknown
ae920ab17836e9aa99d0f10452682408510b326727e97f68e8b1e3b3400a7d82,basketball__fiba--x4DRmtYn4Q_s7035,basketball__fiba--x4DRmtYn4Q,UNKNOWN,unknown,no_detection,reference_unknown
b2aba0e8b24d236e80485b44b3b2de4171e0d4eb111502c6b9e6fa6e9680cbcc,basketball__fiba-Y1cgaIWW8gk_s5543,basketball__fiba-Y1cgaIWW8gk,RIGHT,unknown,,reference_unknown
b4ef1ddcb7cc2296487df314e9cf0949d38f1bcc241c090acfb33fa248f07668,basketball__fiba-Y1cgaIWW8gk_s5543,basketball__fiba-Y1cgaIWW8gk,RIGHT,unknown,,reference_unknown
b5b9c30377022119cc9a6dfba43b21698efa7bc6f258fc07e222842afe7b8ea6,nba__RIrGQJ_jsGQ_s155,nba__RIrGQJ_jsGQ,LEFT,unknown,,reference_unknown
b8186ca96b0c0a028fd0738640822099c5347280eea29f83e4fc644122f8fc73,basketball__fiba--x4DRmtYn4Q_s7035,basketball__fiba--x4DRmtYn4Q,UNKNOWN,unknown,no_detection,reference_unknown
b97cb818da5443c07d804b1f5af5215adaf22c87fffdbba9ba19fe703fccb103,basketball__fiba-Y1cgaIWW8gk_s5543,basketball__fiba-Y1cgaIWW8gk,RIGHT,unknown,,reference_unknown
be97981554ae734a9784442cdb88d43637bcafbdc22f0058b2cca2ec89e23f18,basketball__fiba-Byk8aH-n_U4_s1491,basketball__fiba-Byk8aH-n_U4,LEFT,unknown,,reference_unknown
c063e41c11d3d8c60cae9f366662591030ee34622859f876be1b756521cba669,basketball__fiba-fyp4VsE-8Fc_s6835,basketball__fiba-fyp4VsE-8Fc,LEFT,unknown,,reference_unknown
c0ca4649ce617a050581b627ed6644dff224648c5c89c330f6a916ff8c1cccdd,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,UNKNOWN,left,ratio_below_margin,cue_unknown
c575d38377ddb9ecdb9e79129d0d5632c8d8fa8bfdb11bf5ad6d9225745cbad4,basketball__fiba-fyp4VsE-8Fc_s6835,basketball__fiba-fyp4VsE-8Fc,UNKNOWN,unknown,no_detection,reference_unknown
c86845f2c4aee1c52b365bcca9213cba8eb4f4b74a27c9ef05384a135640c041,ncaa_basketball__EqseleqhpTk_s5375,ncaa_basketball__EqseleqhpTk,UNKNOWN,right,mass_below_floor,cue_unknown
ca56356a47eb218eb21e5cb45cb2a8d53a273d00a5e42cda93aeda964b8c20bc,nba__XCaGht2GmPg_s2807,nba__XCaGht2GmPg,UNKNOWN,unknown,no_detection,reference_unknown
ce979abfc96da9b6cb6bfcd8a6065f472785c35c6876344ac45c099e5b217146,ncaa_basketball__UzaYBYy3GZg_s5307,ncaa_basketball__UzaYBYy3GZg,UNKNOWN,unknown,mass_below_floor,reference_unknown
cedda3f96c45d24179ee3d73c61501eba0a233918324301c4f1aa2e079a8223c,basketball__fiba-Byk8aH-n_U4_s1491,basketball__fiba-Byk8aH-n_U4,UNKNOWN,right,ratio_below_margin,cue_unknown
cee5c624e5ad3803ed3b6da126b339fdc2077219e94568c4e66e854f731b49ac,nba__XCaGht2GmPg_s2807,nba__XCaGht2GmPg,LEFT,unknown,,reference_unknown
d038aa6b8c1e89f66a4053bd9ce875525e51a5c4f24953b5100765ae7d48d3f7,nba__RIrGQJ_jsGQ_s155,nba__RIrGQJ_jsGQ,RIGHT,unknown,,reference_unknown
d585e04f6557ba82025c901f429304f99d6b5c464daf9af6ed78c64abb5fa067,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,UNKNOWN,unknown,no_detection,reference_unknown
d5e61da8af47bb827f5972d0f98de1b8ca2353470120b4af17352e48875a10d1,basketball__fiba-Y1cgaIWW8gk_s5543,basketball__fiba-Y1cgaIWW8gk,RIGHT,unknown,,reference_unknown
d5e8fc9f3c7ca3a8f0666259012c7a84227a013a9ee6f93a9aebe8715b0bd07f,basketball__fiba-7HQqWMaKxpA_s155,basketball__fiba-7HQqWMaKxpA,UNKNOWN,unknown,ratio_below_margin,reference_unknown
d68dc449895a2a5b826713f4dfee8e09e8c58835866b91f3d04ba6da33d2c99f,ncaa_basketball__QXFM3hlaDAk_s2725,ncaa_basketball__QXFM3hlaDAk,UNKNOWN,unknown,no_detection,reference_unknown
d8c71e1d4fcd0cf34ff08ec40fbf7263278d6e9dc0e827d29ceecc1f2e117e26,ncaa_basketball__QXFM3hlaDAk_s2725,ncaa_basketball__QXFM3hlaDAk,UNKNOWN,unknown,no_detection,reference_unknown
dbb5a6e113efee21bf3ff14573f24f33b2b508f3199e669d1bb85214b5fd8338,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,UNKNOWN,unknown,no_detection,reference_unknown
dfb5ead2e279fe05637f29e97c1e6ed8f73e3fcdd5491a63acc3cfc91a675448,basketball__fiba-7HQqWMaKxpA_s155,basketball__fiba-7HQqWMaKxpA,UNKNOWN,unknown,no_detection,reference_unknown
e05dd8c17dc3173d1755e170dae11a8cf719e13b4ea38345ac0027f8f8312787,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,UNKNOWN,right,mass_below_floor,cue_unknown
e1c3e3344d8067562ec0a6452907023e4d3ad72677bc9b18e5bb2d9110eaf0ef,basketball__fiba-Byk8aH-n_U4_s1491,basketball__fiba-Byk8aH-n_U4,UNKNOWN,right,no_detection,cue_unknown
e24ae112273f06f897a466e6968ced71d1c9a5a5b89ac41ca8c102e2fa815c97,ncaa_basketball__EqseleqhpTk_s5375,ncaa_basketball__EqseleqhpTk,RIGHT,unknown,,reference_unknown
e4b2a323a1aca942298968da8214bff0d9e70bb24914050ba0faad87a8cd846b,nba__RIrGQJ_jsGQ_s155,nba__RIrGQJ_jsGQ,UNKNOWN,unknown,no_detection,reference_unknown
e588055643c700f408b0da28b8fbe0a8110a3bc9be878114806c22a2d1a6dc4f,basketball__fiba-fyp4VsE-8Fc_s6835,basketball__fiba-fyp4VsE-8Fc,RIGHT,unknown,,reference_unknown
e788a9a778732955128a07ef8ea43a4d4a1bdc2722fee00f52d8e6ba3b52bedd,basketball__fiba-fyp4VsE-8Fc_s6835,basketball__fiba-fyp4VsE-8Fc,UNKNOWN,left,no_detection,cue_unknown
e89176c2f87e53f8d6c901196aa6fe3fb8ffed893342c7873a37446096d6746c,ncaa_basketball__WeheQidCPXI_s155,ncaa_basketball__WeheQidCPXI,LEFT,unknown,,reference_unknown
e8bab012c8e8466198468b86c7f34e77defe7e72806849e053b662fb686be004,ncaa_basketball__UzaYBYy3GZg_s5307,ncaa_basketball__UzaYBYy3GZg,RIGHT,unknown,,reference_unknown
e92208fedd6a91c94e83f17f1f8ccce784a00ed6c563363f05b95115ccc3da9d,nba__XCaGht2GmPg_s2807,nba__XCaGht2GmPg,RIGHT,unknown,,reference_unknown
eb6f19dc75d8c727d3d1b2779f4f24bc45a23cad52588784af281f3c6347fd60,ncaa_basketball__UzaYBYy3GZg_s5307,ncaa_basketball__UzaYBYy3GZg,UNKNOWN,unknown,mass_below_floor,reference_unknown
