section,arm,frame_index,person_boxes_in_frame,ball_count,ms,gpu_mib,homography
000001,001280,002601,000044,000001,22.175,000069,1
000001,000960,002732,000003,000000,20.893,000059,1
000001,001280,002732,000002,000000,70.978,000069,1
000001,000960,002863,000005,000000,104.985,000059,1
000001,001280,002863,000004,000000,14.7,000069,1
000001,000960,002994,000006,000000,85.273,000059,1
000001,001280,002994,000006,000000,185.3,000069,1
000001,000960,003125,000010,000000,10.015,000059,1
000001,001280,003125,000012,000000,11.874,000069,1
000001,000960,003256,000018,000000,10.437,000059,1
000001,001280,003256,000017,000001,93.307,000069,1
000001,000960,003387,000027,000000,36.862,000059,1
000001,001280,003387,000052,000000,22.512,000069,1
000001,000960,003518,000031,000000,10.365,000059,1
000001,001280,003518,000055,000001,11.117,000069,1
000001,000960,003649,000030,000000,18.95,000059,1
000001,001280,003649,000063,000001,87.881,000069,1
000001,000960,003780,000028,000000,74.218,000059,1
000001,001280,003780,000048,000002,106.868,000069,1
000001,000960,003911,000033,000000,23.987,000059,1
000001,001280,003911,000066,000000,89.956,000069,1
000001,000960,004042,000028,000002,11.559,000059,1
000001,001280,004042,000049,000002,11.876,000069,1
000001,000960,004173,000025,000001,19.337,000059,1
000001,001280,004173,000035,000000,173.015,000069,1
000001,000960,004304,000024,000001,10.642,000059,1
000001,001280,004304,000030,000000,12.806,000069,1
000001,000960,004435,000020,000000,18.609,000059,1
000001,001280,004435,000027,000000,76.026,000069,1
000001,000960,004566,000001,000000,106.992,000059,1
000001,001280,004566,000001,000000,21.917,000069,1
000001,000960,004697,000001,000000,11.263,000059,1
000001,001280,004697,000001,000000,100.92,000069,1
000001,000960,004828,000040,000000,19.951,000059,1
000001,001280,004828,000059,000002,23.379,000069,1
000001,000960,004959,000038,000003,11.574,000059,1
000001,001280,004959,000054,000005,92.444,000069,1
000001,000960,005090,000033,000001,25.04,000059,1
000001,001280,005090,000045,000002,76.484,000069,1
000001,000960,005221,000003,000000,78.719,000059,1
000001,001280,005221,000003,000000,100.336,000069,1
000001,000960,005352,000036,000000,52.543,000059,1
000001,001280,005352,000048,000001,23.727,000069,1
000001,000960,005483,000043,000002,89.837,000059,1
000001,001280,005483,000059,000001,16.727,000069,1
000001,000960,005614,000032,000000,110.111,000059,1
000001,001280,005614,000049,000000,97.786,000069,1
000001,000960,005745,000038,000001,98.813,000059,1
000001,001280,005745,000051,000001,23.427,000069,1
000001,000960,005876,000036,000001,14.014,000059,1
000001,001280,005876,000044,000000,14.208,000069,1
000001,000960,006007,000033,000001,17.893,000059,1
000001,001280,006007,000040,000001,20.622,000069,1
000001,000960,006138,000041,000001,10.794,000059,1
000001,001280,006138,000048,000000,12.371,000069,1
000001,000960,006269,000029,000000,104.576,000059,1
000001,001280,006269,000036,000000,98.969,000069,1
000001,000960,006400,000006,000000,65.25,000059,1
000001,001280,006400,000005,000000,10.983,000069,1
000001,000960,006531,000002,000000,85.982,000059,1
000001,001280,006531,000001,000000,21.779,000069,1
000001,000960,006662,000002,000000,17.17,000059,1
000001,001280,006662,000003,000000,54.395,000069,1
000001,000960,006793,000005,000000,100.316,000059,1
000001,001280,006793,000005,000000,11.778,000069,1
000001,000960,006924,000007,000000,10.689,000059,1
000001,001280,006924,000006,000000,77.097,000069,1
000001,000960,007055,000001,000000,10.054,000059,1
000001,001280,007055,000002,000001,11.403,000069,1
000001,000960,007186,000002,000000,64.91,000059,1
000001,001280,007186,000002,000000,103.477,000069,1
000001,000960,007317,000015,000000,82.878,000059,1
000001,001280,007317,000012,000000,20.42,000069,1
000001,000960,007448,000010,000000,90.925,000059,1
000001,001280,007448,000009,000000,100.65,000069,1
000001,000960,007579,000015,000000,96.183,000059,1
000001,001280,007579,000023,000000,97.269,000069,1
000001,000960,007710,000010,000000,50.308,000059,1
000001,001280,007710,000016,000000,23.784,000069,1
000002,000640,000046,000000,000000,29.106,000051,1
000002,000960,000046,000000,000000,73.811,000058,1
000002,001280,000046,000000,000000,20.158,000069,1
000002,001920,000046,000000,000000,74.813,000096,1
000002,000640,000113,000000,000000,18.191,000051,1
000002,000960,000113,000000,000000,18.604,000058,1
000002,001280,000113,000000,000000,20.197,000069,1
000002,001920,000113,000000,000000,13.812,000096,1
000002,000640,000180,000000,000000,99.466,000051,1
000002,000960,000180,000000,000000,14.525,000058,1
000002,001280,000180,000000,000000,16.153,000069,1
000002,001920,000180,000000,000000,9.132,000096,1
000002,000640,000247,000000,000000,51.262,000051,1
000002,000960,000247,000000,000000,94.362,000058,1
000002,001280,000247,000000,000000,20.392,000069,1
000002,001920,000247,000000,000000,13.337,000096,1
000002,000640,000314,000000,000000,14.616,000051,1
000002,000960,000314,000000,000000,66.301,000058,1
000002,001280,000314,000000,000000,21.518,000069,1
000002,001920,000314,000000,000000,13.523,000096,1
000002,000640,000381,000000,000000,14.662,000051,1
000002,000960,000381,000000,000000,14.08,000058,1
000002,001280,000381,000000,000000,81.457,000069,1
000002,001920,000381,000000,000000,13.744,000096,1
000002,000640,000448,000000,000000,18.073,000051,1
000002,000960,000448,000000,000000,17.279,000058,1
000002,001280,000448,000000,000000,22.403,000069,1
000002,001920,000448,000000,000000,13.24,000096,1
000002,000640,000515,000000,000000,95.431,000051,1
000002,000960,000515,000000,000000,17.096,000058,1
000002,001280,000515,000000,000000,17.557,000069,1
000002,001920,000515,000000,000000,15.416,000096,1
000002,000640,000582,000000,000000,91.858,000051,1
000002,000960,000582,000000,000000,20.316,000058,1
000002,001280,000582,000000,000000,28.864,000069,1
000002,001920,000582,000000,000000,36.836,000096,1
000002,000640,000649,000000,000000,18.211,000051,1
000002,000960,000649,000000,000000,75.568,000058,1
000002,001280,000649,000000,000000,20.445,000069,1
000002,001920,000649,000000,000000,14.565,000096,1
000002,000640,000716,000000,000000,9.734,000051,1
000002,000960,000716,000000,000000,9.016,000058,1
000002,001280,000716,000000,000000,12.419,000069,1
000002,001920,000716,000000,000000,8.706,000096,1
000002,000640,000783,000000,000000,69.976,000051,1
000002,000960,000783,000000,000000,16.54,000058,1
000002,001280,000783,000000,000000,15.849,000069,1
000002,001920,000783,000000,000000,9.853,000096,1
000002,000640,000850,000000,000000,16.762,000051,1
000002,000960,000850,000000,000000,15.725,000058,1
000002,001280,000850,000000,000000,81.344,000069,1
000002,001920,000850,000000,000000,12.658,000096,1
000002,000640,000917,000000,000000,20.553,000051,1
000002,000960,000917,000000,000000,15.029,000058,1
000002,001280,000917,000000,000000,77.047,000069,1
000002,001920,000917,000000,000000,82.164,000096,1
000002,000640,000984,000000,000000,21.296,000051,1
000002,000960,000984,000000,000000,20.037,000058,1
000002,001280,000984,000000,000000,22.407,000069,1
000002,001920,000984,000000,000000,31.53,000096,1
000002,000640,001051,000000,000000,13.444,000051,1
000002,000960,001051,000000,000000,13.168,000058,1
000002,001280,001051,000000,000000,16.379,000069,1
000002,001920,001051,000000,000000,63.982,000096,1
000002,000640,001118,000000,000000,17.296,000051,1
000002,000960,001118,000000,000000,16.133,000058,1
000002,001280,001118,000000,000000,18.359,000069,1
000002,001920,001118,000000,000000,13.743,000096,1
000002,000640,001185,000000,000000,18.578,000051,1
000002,000960,001185,000000,000000,17.512,000058,1
000002,001280,001185,000000,000000,21.719,000069,1
000002,001920,001185,000000,000000,12.767,000096,1
000002,000640,001252,000000,000000,9.433,000051,1
000002,000960,001252,000000,000000,8.661,000058,1
000002,001280,001252,000000,000000,10.646,000069,1
000002,001920,001252,000000,000000,8.59,000096,1
000002,000640,001319,000000,000000,9.347,000051,1
000002,000960,001319,000000,000000,8.728,000058,1
000002,001280,001319,000000,000000,42.67,000069,1
000002,001920,001319,000000,000000,12.619,000096,1
000002,000640,001386,000000,000000,81.944,000051,1
000002,000960,001386,000000,000000,16.247,000058,1
000002,001280,001386,000000,000000,18.776,000069,1
000002,001920,001386,000000,000000,13.367,000096,1
000002,000640,001453,000000,000000,87.865,000051,1
000002,000960,001453,000000,000000,19.316,000058,1
000002,001280,001453,000000,000000,85.611,000069,1
000002,001920,001453,000000,000000,13.968,000096,1
000002,000640,001520,000000,000000,75.915,000051,1
000002,000960,001520,000000,000000,16.849,000058,1
000002,001280,001520,000000,000000,23.328,000069,1
000002,001920,001520,000000,000000,14.027,000096,1
000002,000640,001587,000000,000000,14.806,000051,1
000002,000960,001587,000000,000000,14.734,000058,1
000002,001280,001587,000000,000000,34.137,000069,1
000002,001920,001587,000000,000000,80.077,000096,1
000002,000640,001654,000000,000000,96.222,000051,1
000002,000960,001654,000000,000000,17.282,000058,1
000002,001280,001654,000000,000000,20.701,000069,1
000002,001920,001654,000000,000000,57.062,000096,1
000002,000640,001721,000000,000000,186.583,000051,1
000002,000960,001721,000000,000000,17.45,000058,1
000002,001280,001721,000000,000000,19.354,000069,1
000002,001920,001721,000000,000000,12.695,000096,1
000002,000640,001788,000000,000000,19.026,000051,1
000002,000960,001788,000000,000000,19.499,000058,1
000002,001280,001788,000000,000000,60.727,000069,1
000002,001920,001788,000000,000000,18.039,000096,1
000002,000640,001855,000000,000000,14.651,000051,1
000002,000960,001855,000000,000000,13.779,000058,1
000002,001280,001855,000000,000000,16.211,000069,1
000002,001920,001855,000000,000000,13.418,000096,1
000002,000640,001922,000000,000000,84.906,000051,1
000002,000960,001922,000000,000000,15.773,000058,1
000002,001280,001922,000000,000000,17.593,000069,1
000002,001920,001922,000000,000000,69.468,000096,1
000002,000640,001989,000000,000000,54.932,000051,1
000002,000960,001989,000000,000000,16.413,000058,1
000002,001280,001989,000000,000000,19.968,000069,1
000002,001920,001989,000000,000000,13.341,000096,1
000002,000640,002056,000000,000000,14.319,000051,1
000002,000960,002056,000000,000000,57.6,000058,1
000002,001280,002056,000000,000000,20.765,000069,1
000002,001920,002056,000000,000000,79.642,000096,1
000002,000640,002123,000000,000000,98.431,000051,1
000002,000960,002123,000000,000000,8.825,000058,1
000002,001280,002123,000000,000000,10.369,000069,1
000002,001920,002123,000000,000000,8.559,000096,1
000002,000640,002190,000000,000000,82.241,000051,1
000002,000960,002190,000000,000000,18.371,000058,1
000002,001280,002190,000000,000000,84.033,000069,1
000002,001920,002190,000000,000000,14.296,000096,1
000002,000640,002257,000000,000000,10.902,000051,1
000002,000960,002257,000000,000000,9.058,000058,1
000002,001280,002257,000000,000000,11.278,000069,1
000002,001920,002257,000000,000000,9.913,000096,1
000002,000640,002324,000000,000000,42.283,000051,1
000002,000960,002324,000000,000000,16.893,000058,1
000002,001280,002324,000000,000000,15.94,000069,1
000002,001920,002324,000000,000000,12.524,000096,1
000002,000640,002391,000000,000000,13.94,000051,1
000002,000960,002391,000000,000000,51.913,000058,1
000002,001280,002391,000000,000000,18.559,000069,1
000002,001920,002391,000000,000000,13.221,000096,1
000002,000640,002458,000000,000000,19.319,000051,1
000002,000960,002458,000000,000000,75.914,000058,1
000002,001280,002458,000000,000000,22.988,000069,1
000002,001920,002458,000000,000000,12.664,000096,1
000002,000640,002525,000000,000000,18.793,000051,1
000002,000960,002525,000000,000000,66.321,000058,1
000002,001280,002525,000000,000000,20.455,000069,1
000002,001920,002525,000000,000000,13.84,000096,1
000002,000640,002592,000000,000000,20.015,000051,1
000002,000960,002592,000000,000000,17.566,000058,1
000002,001280,002592,000000,000000,20.652,000069,1
000002,001920,002592,000000,000000,12.888,000096,1
000002,000640,002659,000000,000000,14.552,000051,1
000002,000960,002659,000000,000000,85.34,000058,1
000002,001280,002659,000000,000000,16.351,000069,1
000002,001920,002659,000000,000000,13.228,000096,1
000002,000640,002726,000000,000000,14.997,000051,1
000002,000960,002726,000000,000000,10.487,000058,1
000002,001280,002726,000000,000000,61.733,000069,1
000002,001920,002726,000000,000000,12.305,000096,1
000002,000640,002793,000000,000000,18.255,000051,1
000002,000960,002793,000000,000000,17.858,000058,1
000002,001280,002793,000000,000000,20.592,000069,1
000002,001920,002793,000000,000000,13.476,000096,1
000002,000640,002860,000000,000000,55.071,000051,1
000002,000960,002860,000000,000000,17.947,000058,1
000002,001280,002860,000000,000000,99.276,000069,1
000002,001920,002860,000000,000000,13.11,000096,1
000002,000640,002927,000000,000000,43.415,000051,1
000002,000960,002927,000000,000000,105.814,000058,1
000002,001280,002927,000000,000000,20.45,000069,1
000002,001920,002927,000000,000000,72.197,000096,1
000002,000640,002994,000000,000000,18.962,000051,1
000002,000960,002994,000000,000000,17.525,000058,1
000002,001280,002994,000000,000000,22.161,000069,1
000002,001920,002994,000000,000000,15.587,000096,1
000002,000640,003061,000000,000000,20.69,000051,1
000002,000960,003061,000000,000000,13.482,000058,1
000002,001280,003061,000000,000000,15.918,000069,1
000002,001920,003061,000000,000000,13.11,000096,1
000002,000640,003128,000000,000000,17.982,000051,1
000002,000960,003128,000000,000000,17.883,000058,1
000002,001280,003128,000000,000000,20.212,000069,1
000002,001920,003128,000000,000000,12.865,000096,1
000002,000640,003195,000000,000000,17.435,000051,1
000002,000960,003195,000000,000000,96.255,000058,1
000002,001280,003195,000000,000000,19.971,000069,1
000002,001920,003195,000000,000000,15.772,000096,1
000002,000640,003262,000000,000000,70.214,000051,1
000002,000960,003262,000000,000000,187.764,000058,1
000002,001280,003262,000000,000000,108.705,000069,1
000002,001920,003262,000000,000000,13.916,000096,1
000002,000640,003329,000000,000000,16.897,000051,1
000002,000960,003329,000000,000000,56.337,000058,1
000002,001280,003329,000000,000000,18.188,000069,1
000002,001920,003329,000000,000000,92.282,000096,1
000002,000640,003396,000000,000000,15.108,000051,1
000002,000960,003396,000000,000000,13.895,000058,1
000002,001280,003396,000000,000000,16.532,000069,1
000002,001920,003396,000000,000000,15.801,000096,1
000002,000640,003463,000000,000000,9.772,000051,1
000002,000960,003463,000000,000000,9.236,000058,1
000002,001280,003463,000000,000000,10.161,000069,1
000002,001920,003463,000000,000000,8.588,000096,1
000002,000640,003530,000000,000000,9.495,000051,1
000002,000960,003530,000000,000000,9.018,000058,1
000002,001280,003530,000000,000000,10.738,000069,1
000002,001920,003530,000000,000000,26.217,000096,1
000002,000640,003597,000000,000000,9.721,000051,1
000002,000960,003597,000000,000000,8.9,000058,1
000002,001280,003597,000000,000000,10.367,000069,1
000002,001920,003597,000000,000000,9.079,000096,1
000002,000640,003664,000000,000000,59.413,000051,1
000002,000960,003664,000000,000000,13.728,000058,1
000002,001280,003664,000000,000000,11.865,000069,1
000002,001920,003664,000000,000000,10.173,000096,1
000002,000640,003731,000000,000000,10.319,000051,1
000002,000960,003731,000000,000000,9.786,000058,1
000002,001280,003731,000000,000000,10.814,000069,1
000002,001920,003731,000000,000000,9.774,000096,1
000002,000640,003798,000000,000000,9.926,000051,1
000002,000960,003798,000000,000000,10.078,000058,1
000002,001280,003798,000000,000000,11.179,000069,1
000002,001920,003798,000000,000000,10.234,000096,1
000002,000640,003865,000000,000000,88.468,000051,1
000002,000960,003865,000000,000000,10.307,000058,1
000002,001280,003865,000000,000000,12.459,000069,1
000002,001920,003865,000000,000000,9.179,000096,1
000003,000640,000023,000001,000000,66.459,000051,1
000003,000960,000023,000001,000000,18.629,000058,1
000003,001280,000023,000001,000000,480.608,000181,1
000003,001920,000023,000005,000000,807.132,000346,1
000003,000640,000090,000001,000000,93.09,000051,1
000003,000960,000090,000001,000000,20.443,000058,1
000003,001280,000090,000001,000000,73.239,000068,1
000003,001920,000090,000005,000000,23.376,000094,1
000003,000640,000157,000001,000000,16.761,000051,1
000003,000960,000157,000002,000000,20.576,000058,1
000003,001280,000157,000002,000000,159.31,000068,1
000003,001920,000157,000005,000000,103.299,000094,1
000003,000640,000224,000000,000000,96.334,000051,1
000003,000960,000224,000000,000000,17.812,000058,1
000003,001280,000224,000000,000000,15.828,000068,1
000003,001920,000224,000000,000000,63.705,000094,1
000003,000640,000291,000000,000000,20.121,000051,1
000003,000960,000291,000000,000000,20.21,000058,1
000003,001280,000291,000000,000000,14.951,000068,1
000003,001920,000291,000000,000000,44.83,000094,1
000003,000640,000358,000000,000000,11.63,000051,1
000003,000960,000358,000000,000000,10.187,000058,1
000003,001280,000358,000000,000000,9.463,000068,1
000003,001920,000358,000000,000000,14.765,000094,1
000003,000640,000425,000000,000000,17.658,000051,1
000003,000960,000425,000000,000000,17.591,000058,1
000003,001280,000425,000000,000000,71.299,000068,1
000003,001920,000425,000000,000000,89.224,000094,1
000003,000640,000492,000008,000000,14.269,000051,1
000003,000960,000492,000011,000000,67.741,000058,1
000003,001280,000492,000015,000000,82.779,000068,1
000003,001920,000492,000017,000000,19.507,000094,1
000003,000640,000559,000010,000000,76.421,000051,1
000003,000960,000559,000013,000000,19.605,000058,1
000003,001280,000559,000014,000000,14.718,000068,1
000003,001920,000559,000019,000000,63.421,000094,1
000003,000640,000626,000010,000000,53.937,000051,1
000003,000960,000626,000010,000000,22.056,000058,1
000003,001280,000626,000013,000000,21.878,000068,1
000003,001920,000626,000013,000000,26.392,000094,1
000003,000640,000693,000012,000000,95.03,000051,1
000003,000960,000693,000016,000000,17.423,000058,1
000003,001280,000693,000017,000000,13.106,000068,1
000003,001920,000693,000022,000000,18.704,000094,1
000003,000640,000760,000009,000000,14.975,000051,1
000003,000960,000760,000011,000000,66.96,000058,1
000003,001280,000760,000014,000000,16.298,000068,1
000003,001920,000760,000015,000000,19.181,000094,1
000003,000640,000827,000010,000000,19.765,000051,1
000003,000960,000827,000013,000000,20.362,000058,1
000003,001280,000827,000012,000000,46.301,000068,1
000003,001920,000827,000015,000000,19.617,000094,1
000003,000640,000894,000010,000000,53.152,000051,1
000003,000960,000894,000011,000000,17.833,000058,1
000003,001280,000894,000015,000000,13.691,000068,1
000003,001920,000894,000018,000000,19.421,000094,1
000003,000640,000961,000010,000000,14.752,000051,1
000003,000960,000961,000014,000000,15.637,000058,1
000003,001280,000961,000014,000000,56.131,000068,1
000003,001920,000961,000017,000000,19.355,000094,1
000003,000640,001028,000012,000000,91.583,000051,1
000003,000960,001028,000012,000000,21.024,000058,1
000003,001280,001028,000013,000000,17.312,000068,1
000003,001920,001028,000012,000000,46.793,000094,1
000003,000640,001095,000010,000000,20.288,000051,1
000003,000960,001095,000015,000000,72.246,000058,1
000003,001280,001095,000016,000000,18.609,000068,1
000003,001920,001095,000018,000000,19.504,000094,1
000003,000640,001162,000010,000000,72.554,000051,1
000003,000960,001162,000013,000000,19.302,000058,1
000003,001280,001162,000015,000000,72.913,000068,1
000003,001920,001162,000012,000000,96.973,000094,1
000003,000640,001229,000006,000000,77.974,000051,1
000003,000960,001229,000008,000000,89.348,000058,1
000003,001280,001229,000008,000000,17.338,000068,1
000003,001920,001229,000011,000000,19.362,000094,1
000003,000640,001296,000002,000000,19.36,000051,1
000003,000960,001296,000005,000000,59.752,000058,1
000003,001280,001296,000005,000000,106.021,000068,1
000003,001920,001296,000007,000000,19.522,000094,1
000003,000640,001363,000004,000000,21.055,000051,1
000003,000960,001363,000004,000000,20.138,000058,1
000003,001280,001363,000005,000000,40.651,000068,1
000003,001920,001363,000005,000000,23.693,000094,1
000003,000640,001430,000007,000000,87.535,000051,1
000003,000960,001430,000010,000000,19.027,000058,1
000003,001280,001430,000011,000000,84.676,000068,1
000003,001920,001430,000013,000000,96.741,000094,1
000003,000640,001497,000000,000000,86.12,000051,1
000003,000960,001497,000000,000000,19.503,000058,1
000003,001280,001497,000000,000000,15.774,000068,1
000003,001920,001497,000000,000000,65.587,000094,1
000003,000640,001564,000000,000000,58.588,000051,1
000003,000960,001564,000000,000000,18.98,000058,1
000003,001280,001564,000000,000000,88.379,000068,1
000003,001920,001564,000000,000000,18.161,000094,1
000003,000640,001631,000016,000000,18.035,000051,1
000003,000960,001631,000024,000000,83.199,000058,1
000003,001280,001631,000027,000000,85.631,000068,1
000003,001920,001631,000029,000000,20.32,000094,1
000003,000640,001698,000016,000000,19.519,000051,1
000003,000960,001698,000025,000000,19.471,000058,1
000003,001280,001698,000029,000000,17.202,000068,1
000003,001920,001698,000037,000000,48.763,000094,1
000003,000640,001765,000019,000000,14.418,000051,1
000003,000960,001765,000024,000000,84.742,000058,1
000003,001280,001765,000030,000000,16.51,000068,1
000003,001920,001765,000027,000000,81.166,000094,1
000003,000640,001832,000015,000000,18.863,000051,1
000003,000960,001832,000020,000000,64.456,000058,1
000003,001280,001832,000027,000000,16.546,000068,1
