arm,duration,gate,n,reached_n,evaluated_n,rejected_n,rejection_share,rejection_permille,wilson_lo_permille,wilson_hi_permille
A0,2s,insufficient_data,000034,000034,000034,000034,1.000000,1000,0898,1000
A0,2s,jump_max,000034,000034,000000,000000,0.000000,0000,0000,0000
A0,2s,jump_p95,000034,000034,000000,000000,0.000000,0000,0000,0000
A0,2s,liveness_frozen,000034,000034,000034,000000,0.000000,0000,0000,0102
A0,2s,median_step_distance,000034,000034,000034,000013,0.382353,0382,0239,0550
A0,2s,median_track_len,000034,000034,000034,000003,0.088235,0088,0030,0230
A0,2s,oob,000034,000034,000000,000000,0.000000,0000,0000,0000
A0,2s,stationary_track_share,000034,000034,000034,000012,0.352941,0353,0215,0521
A0,2s,zero_step_share,000034,000034,000034,000001,0.029412,0029,0005,0149
A0,30s,any_gate,000034,000034,000034,000009,0.264706,0265,0146,0431
A0,30s,attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A0,30s,ball_detected_share,000034,000034,000034,000000,0.000000,0000,0000,0102
A0,30s,ball_valid_attempted_frames,000034,000034,000034,000000,0.000000,0000,0000,0102
A0,30s,coordinate_contract,000034,000034,000000,000000,0.000000,0000,0000,0000
A0,30s,coverage_attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A0,30s,distinct_position_ratio,000034,000034,000034,000005,0.147059,0147,0064,0301
A0,30s,duplicate_frame_identity,000034,000034,000034,000000,0.000000,0000,0000,0102
A0,30s,g325_wholly_off_frame,000034,000034,000000,000000,0.000000,0000,0000,0000
A0,30s,insufficient_data,000034,000034,000034,000000,0.000000,0000,0000,0102
A0,30s,jump_max,000034,000034,000000,000000,0.000000,0000,0000,0000
A0,30s,jump_p95,000034,000034,000000,000000,0.000000,0000,0000,0000
A0,30s,liveness_frozen,000034,000034,000034,000000,0.000000,0000,0000,0102
A0,30s,median_step_distance,000034,000034,000034,000002,0.058824,0059,0016,0191
A0,30s,median_track_len,000034,000034,000034,000000,0.000000,0000,0000,0102
A0,30s,oob,000034,000034,000000,000000,0.000000,0000,0000,0000
A0,30s,stationary_track_share,000034,000034,000034,000004,0.117647,0118,0047,0266
A0,30s,zero_step_share,000034,000034,000034,000004,0.117647,0118,0047,0266
A0,FULL,any_gate,000034,000034,000034,000013,0.382353,0382,0239,0550
A0,FULL,attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A0,FULL,ball_detected_share,000034,000034,000034,000000,0.000000,0000,0000,0102
A0,FULL,ball_valid_attempted_frames,000034,000034,000034,000000,0.000000,0000,0000,0102
A0,FULL,coordinate_contract,000034,000034,000000,000000,0.000000,0000,0000,0000
A0,FULL,coverage_attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A0,FULL,distinct_position_ratio,000034,000034,000034,000009,0.264706,0265,0146,0431
A0,FULL,duplicate_frame_identity,000034,000034,000034,000000,0.000000,0000,0000,0102
A0,FULL,g325_wholly_off_frame,000034,000034,000000,000000,0.000000,0000,0000,0000
A0,FULL,insufficient_data,000034,000034,000034,000000,0.000000,0000,0000,0102
A0,FULL,jump_max,000034,000034,000000,000000,0.000000,0000,0000,0000
A0,FULL,jump_p95,000034,000034,000000,000000,0.000000,0000,0000,0000
A0,FULL,liveness_frozen,000034,000034,000034,000000,0.000000,0000,0000,0102
A0,FULL,median_step_distance,000034,000034,000034,000002,0.058824,0059,0016,0191
A0,FULL,median_track_len,000034,000034,000034,000000,0.000000,0000,0000,0102
A0,FULL,oob,000034,000034,000000,000000,0.000000,0000,0000,0000
A0,FULL,stationary_track_share,000034,000034,000034,000003,0.088235,0088,0030,0230
A0,FULL,zero_step_share,000034,000034,000034,000010,0.294118,0294,0168,0462
A1_FROZEN,10s,any_gate,000034,000034,000034,000034,1.000000,1000,0898,1000
A1_FROZEN,10s,attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,10s,ball_detected_share,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,10s,ball_valid_attempted_frames,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,10s,coordinate_contract,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,10s,coverage_attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,10s,distinct_position_ratio,000034,000034,000034,000033,0.970588,0971,0851,0995
A1_FROZEN,10s,duplicate_frame_identity,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,10s,g325_wholly_off_frame,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,10s,insufficient_data,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,10s,jump_max,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,10s,jump_p95,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,10s,liveness_frozen,000034,000034,000034,000034,1.000000,1000,0898,1000
A1_FROZEN,10s,median_step_distance,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,10s,median_track_len,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,10s,oob,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,10s,stationary_track_share,000034,000034,000034,000034,1.000000,1000,0898,1000
A1_FROZEN,10s,zero_step_share,000034,000034,000034,000034,1.000000,1000,0898,1000
A1_FROZEN,2s,any_gate,000034,000034,000034,000034,1.000000,1000,0898,1000
A1_FROZEN,2s,attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,2s,ball_detected_share,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,2s,ball_valid_attempted_frames,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,2s,coordinate_contract,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,2s,coverage_attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,2s,distinct_position_ratio,000034,000034,000034,000017,0.500000,0500,0341,0659
A1_FROZEN,2s,duplicate_frame_identity,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,2s,g325_wholly_off_frame,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,2s,insufficient_data,000034,000034,000034,000034,1.000000,1000,0898,1000
A1_FROZEN,2s,jump_max,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,2s,jump_p95,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,2s,liveness_frozen,000034,000034,000034,000033,0.970588,0971,0851,0995
A1_FROZEN,2s,median_step_distance,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,2s,median_track_len,000034,000034,000034,000003,0.088235,0088,0030,0230
A1_FROZEN,2s,oob,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,2s,stationary_track_share,000034,000034,000034,000034,1.000000,1000,0898,1000
A1_FROZEN,2s,zero_step_share,000034,000034,000034,000033,0.970588,0971,0851,0995
A1_FROZEN,30s,any_gate,000034,000034,000034,000034,1.000000,1000,0898,1000
A1_FROZEN,30s,attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,30s,ball_detected_share,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,30s,ball_valid_attempted_frames,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,30s,coordinate_contract,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,30s,coverage_attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,30s,distinct_position_ratio,000034,000034,000034,000034,1.000000,1000,0898,1000
A1_FROZEN,30s,duplicate_frame_identity,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,30s,g325_wholly_off_frame,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,30s,insufficient_data,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,30s,jump_max,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,30s,jump_p95,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,30s,liveness_frozen,000034,000034,000034,000034,1.000000,1000,0898,1000
A1_FROZEN,30s,median_step_distance,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,30s,median_track_len,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,30s,oob,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,30s,stationary_track_share,000034,000034,000034,000034,1.000000,1000,0898,1000
A1_FROZEN,30s,zero_step_share,000034,000034,000034,000034,1.000000,1000,0898,1000
A1_FROZEN,FULL,any_gate,000034,000034,000034,000034,1.000000,1000,0898,1000
A1_FROZEN,FULL,attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,FULL,ball_detected_share,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,FULL,ball_valid_attempted_frames,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,FULL,coordinate_contract,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,FULL,coverage_attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,FULL,distinct_position_ratio,000034,000034,000034,000034,1.000000,1000,0898,1000
A1_FROZEN,FULL,duplicate_frame_identity,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,FULL,g325_wholly_off_frame,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,FULL,insufficient_data,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,FULL,jump_max,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,FULL,jump_p95,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,FULL,liveness_frozen,000034,000034,000034,000034,1.000000,1000,0898,1000
A1_FROZEN,FULL,median_step_distance,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,FULL,median_track_len,000034,000034,000034,000000,0.000000,0000,0000,0102
A1_FROZEN,FULL,oob,000034,000034,000000,000000,0.000000,0000,0000,0000
A1_FROZEN,FULL,stationary_track_share,000034,000034,000034,000034,1.000000,1000,0898,1000
A1_FROZEN,FULL,zero_step_share,000034,000034,000034,000034,1.000000,1000,0898,1000
A2_ID_MERGE,10s,any_gate,000034,000034,000034,000033,0.970588,0971,0851,0995
A2_ID_MERGE,10s,attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,10s,ball_detected_share,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,10s,ball_valid_attempted_frames,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,10s,coordinate_contract,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,10s,coverage_attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,10s,distinct_position_ratio,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,10s,duplicate_frame_identity,000034,000034,000034,000032,0.941176,0941,0809,0984
A2_ID_MERGE,10s,g325_wholly_off_frame,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,10s,insufficient_data,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,10s,jump_max,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,10s,jump_p95,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,10s,liveness_frozen,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,10s,median_step_distance,000034,000034,000034,000006,0.176471,0176,0083,0335
A2_ID_MERGE,10s,median_track_len,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,10s,oob,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,10s,stationary_track_share,000034,000034,000034,000003,0.088235,0088,0030,0230
A2_ID_MERGE,10s,zero_step_share,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,2s,any_gate,000034,000034,000034,000034,1.000000,1000,0898,1000
A2_ID_MERGE,2s,attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,2s,ball_detected_share,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,2s,ball_valid_attempted_frames,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,2s,coordinate_contract,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,2s,coverage_attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,2s,distinct_position_ratio,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,2s,duplicate_frame_identity,000034,000034,000034,000020,0.588235,0588,0422,0736
A2_ID_MERGE,2s,g325_wholly_off_frame,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,2s,insufficient_data,000034,000034,000034,000034,1.000000,1000,0898,1000
A2_ID_MERGE,2s,jump_max,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,2s,jump_p95,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,2s,liveness_frozen,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,2s,median_step_distance,000034,000034,000034,000021,0.617647,0618,0450,0761
A2_ID_MERGE,2s,median_track_len,000034,000034,000034,000003,0.088235,0088,0030,0230
A2_ID_MERGE,2s,oob,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,2s,stationary_track_share,000034,000034,000034,000010,0.294118,0294,0168,0462
A2_ID_MERGE,2s,zero_step_share,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,30s,any_gate,000034,000034,000034,000034,1.000000,1000,0898,1000
A2_ID_MERGE,30s,attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,30s,ball_detected_share,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,30s,ball_valid_attempted_frames,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,30s,coordinate_contract,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,30s,coverage_attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,30s,distinct_position_ratio,000034,000034,000034,000005,0.147059,0147,0064,0301
A2_ID_MERGE,30s,duplicate_frame_identity,000034,000034,000034,000033,0.970588,0971,0851,0995
A2_ID_MERGE,30s,g325_wholly_off_frame,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,30s,insufficient_data,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,30s,jump_max,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,30s,jump_p95,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,30s,liveness_frozen,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,30s,median_step_distance,000034,000034,000034,000002,0.058824,0059,0016,0191
A2_ID_MERGE,30s,median_track_len,000034,000034,000034,000001,0.029412,0029,0005,0149
A2_ID_MERGE,30s,oob,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,30s,stationary_track_share,000034,000034,000034,000003,0.088235,0088,0030,0230
A2_ID_MERGE,30s,zero_step_share,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,FULL,any_gate,000034,000034,000034,000034,1.000000,1000,0898,1000
A2_ID_MERGE,FULL,attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,FULL,ball_detected_share,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,FULL,ball_valid_attempted_frames,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,FULL,coordinate_contract,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,FULL,coverage_attempted_frames,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,FULL,distinct_position_ratio,000034,000034,000034,000009,0.264706,0265,0146,0431
A2_ID_MERGE,FULL,duplicate_frame_identity,000034,000034,000034,000034,1.000000,1000,0898,1000
A2_ID_MERGE,FULL,g325_wholly_off_frame,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,FULL,insufficient_data,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,FULL,jump_max,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,FULL,jump_p95,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,FULL,liveness_frozen,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,FULL,median_step_distance,000034,000034,000034,000002,0.058824,0059,0016,0191
A2_ID_MERGE,FULL,median_track_len,000034,000034,000034,000000,0.000000,0000,0000,0102
A2_ID_MERGE,FULL,oob,000034,000034,000000,000000,0.000000,0000,0000,0000
A2_ID_MERGE,FULL,stationary_track_share,000034,000034,000034,000002,0.058824,0059,0016,0191
A2_ID_MERGE,FULL,zero_step_share,000034,000034,000034,000000,0.000000,0000,0000,0102
A3_SCALE_TRANSLATE,10s,any_gate,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,10s,attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,10s,ball_detected_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,10s,ball_valid_attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,10s,coordinate_contract,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,10s,coverage_attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,10s,distinct_position_ratio,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,10s,duplicate_frame_identity,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,10s,g325_wholly_off_frame,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,10s,insufficient_data,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,10s,jump_max,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,10s,jump_p95,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,10s,liveness_frozen,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,10s,median_step_distance,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,10s,median_track_len,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,10s,oob,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,10s,stationary_track_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,10s,zero_step_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,2s,any_gate,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,2s,attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,2s,ball_detected_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,2s,ball_valid_attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,2s,coordinate_contract,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,2s,coverage_attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,2s,distinct_position_ratio,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,2s,duplicate_frame_identity,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,2s,g325_wholly_off_frame,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,2s,insufficient_data,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,2s,jump_max,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,2s,jump_p95,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,2s,liveness_frozen,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,2s,median_step_distance,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,2s,median_track_len,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,2s,oob,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,2s,stationary_track_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,2s,zero_step_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,30s,any_gate,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,30s,attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,30s,ball_detected_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,30s,ball_valid_attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,30s,coordinate_contract,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,30s,coverage_attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,30s,distinct_position_ratio,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,30s,duplicate_frame_identity,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,30s,g325_wholly_off_frame,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,30s,insufficient_data,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,30s,jump_max,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,30s,jump_p95,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,30s,liveness_frozen,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,30s,median_step_distance,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,30s,median_track_len,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,30s,oob,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,30s,stationary_track_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,30s,zero_step_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,FULL,any_gate,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,FULL,attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,FULL,ball_detected_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,FULL,ball_valid_attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,FULL,coordinate_contract,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,FULL,coverage_attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,FULL,distinct_position_ratio,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,FULL,duplicate_frame_identity,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,FULL,g325_wholly_off_frame,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,FULL,insufficient_data,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,FULL,jump_max,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,FULL,jump_p95,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,FULL,liveness_frozen,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,FULL,median_step_distance,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,FULL,median_track_len,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,FULL,oob,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,FULL,stationary_track_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A3_SCALE_TRANSLATE,FULL,zero_step_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,10s,any_gate,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,10s,attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,10s,ball_detected_share,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,10s,ball_valid_attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,10s,coordinate_contract,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,10s,coverage_attempted_frames,000034,000000,000000,000000,0.000000,0000,0000,0000
A4_MIRROR,10s,distinct_position_ratio,000034,000000,000000,000000,0.000000,0000,0000,0000
