frame,attacking_team,defending_team,pressure
11325,green,white,0.16
11328,green,white,0.16
11331,green,white,0.16
11334,green,white,0.16
11346,green,white,0.16
11349,green,white,0.16
11352,green,white,0.16
11355,green,white,0.16
11382,green,white,0.16
11385,green,white,0.1633
11388,green,white,0.1633
11391,green,white,0.1633
11394,green,white,0.1633
11397,green,white,0.1633
11400,green,white,0.1658
11403,green,white,0.1658
11406,green,white,0.1658
11409,green,white,0.1633
11412,green,white,0.1617
11415,green,white,0.165
11418,green,white,0.165
11421,green,white,0.1683
11424,green,white,0.1683
11427,green,white,0.1683
11430,green,white,0.1683
11433,green,white,0.1683
11436,green,white,0.1683
11439,green,white,0.1683
11442,green,white,0.1683
11445,green,white,0.165
11448,green,white,0.1683
11451,green,white,0.1683
11454,green,white,0.1717
11457,green,white,0.175
11460,green,white,0.1775
11463,green,white,0.1775
11466,green,white,0.1775
11469,green,white,0.175
11472,green,white,0.1717
11475,green,white,0.1683
11478,green,white,0.1717
11481,green,white,0.1683
11484,green,white,0.1683
11487,green,white,0.1683
11490,green,white,0.1683
11499,green,white,0.1683
11514,green,white,0.1733
11517,green,white,0.1783
11520,green,white,0.1833
11523,green,white,0.1833
11526,green,white,0.18
11529,green,white,0.1833
11532,green,white,0.18
11535,green,white,0.1808
11538,green,white,0.18
11541,green,white,0.1842
11544,green,white,0.1883
11547,green,white,0.1925
11550,green,white,0.1967
11553,green,white,0.2008
11556,green,white,0.2017
11559,green,white,0.2058
11562,green,white,0.22
11565,green,white,0.2242
11568,green,white,0.2283
11571,green,white,0.2283
11574,green,white,0.2233
11577,green,white,0.2225
11580,green,white,0.2175
11583,green,white,0.2216
11586,green,white,0.2258
11589,green,white,0.2266
11592,green,white,0.2308
11595,green,white,0.2408
11598,green,white,0.2408
11601,green,white,0.2408
11604,green,white,0.2458
11607,green,white,0.2458
11610,green,white,0.2458
11613,green,white,0.2458
11616,green,white,0.2466
11619,green,white,0.2424
11622,green,white,0.2283
11625,green,white,0.2241
11628,green,white,0.22
11631,green,white,0.22
11634,green,white,0.2241
11637,green,white,0.2241
11640,green,white,0.2283
11643,green,white,0.2325
11646,green,white,0.2325
11649,green,white,0.2375
11652,green,white,0.2416
11655,green,white,0.2375
11658,green,white,0.2375
11661,green,white,0.2333
11664,green,white,0.2283
11667,green,white,0.2292
11670,green,white,0.225
11673,green,white,0.225
11676,green,white,0.225
11679,green,white,0.225
11682,green,white,0.23
11685,green,white,0.235
11691,green,white,0.245
11694,green,white,0.255
11697,green,white,0.2558
12060,green,white,0.2567
12063,green,white,0.2525
12066,green,white,0.2442
12069,green,white,0.24
12072,green,white,0.2308
12075,green,white,0.2225
12078,green,white,0.2125
12156,green,white,0.2083
12159,green,white,0.2125
12162,green,white,0.2167
12165,green,white,0.2158
12168,green,white,0.23
12171,green,white,0.23
12174,green,white,0.225
12177,green,white,0.225
12183,green,white,0.2342
12189,green,white,0.2333
12192,green,white,0.2375
12195,green,white,0.2417
12486,green,white,0.2367
12489,green,white,0.2317
12492,green,white,0.2317
12501,green,white,0.2317
12504,green,white,0.2317
12507,green,white,0.2317
12510,green,white,0.2317
12513,green,white,0.2317
12552,green,white,0.2317
12555,green,white,0.2275
12558,green,white,0.2192
12561,green,white,0.215
12564,green,white,0.2008
12567,green,white,0.1967
12570,green,white,0.205
12573,green,white,0.2142
12576,green,white,0.2042
12579,green,white,0.2092
12582,green,white,0.1992
12585,green,white,0.1892
12588,green,white,0.1975
12591,green,white,0.2058
12594,green,white,0.2142
12597,green,white,0.2183
12600,green,white,0.2267
12603,green,white,0.235
12606,green,white,0.2392
12609,green,white,0.2433
12612,green,white,0.2475
12615,green,white,0.2517
12618,green,white,0.2608
12621,green,white,0.2608
12624,green,white,0.2608
12627,green,white,0.2608
12630,green,white,0.2525
12633,green,white,0.2433
12636,green,white,0.2392
12639,green,white,0.23
12642,green,white,0.2258
12645,green,white,0.2217
12648,green,white,0.2133
12651,green,white,0.205
12654,green,white,0.2008
12657,green,white,0.1967
12660,green,white,0.1967
12663,green,white,0.1925
12666,green,white,0.2025
12669,green,white,0.2067
12672,green,white,0.2067
12675,green,white,0.2108
12678,green,white,0.2142
12681,green,white,0.2225
12684,green,white,0.2308
12687,green,white,0.2392
12690,green,white,0.2392
12693,green,white,0.2475
12696,green,white,0.2558
12699,green,white,0.26
12702,green,white,0.2642
12705,green,white,0.2683
12708,green,white,0.2725
12711,green,white,0.2808
12714,green,white,0.2808
12717,green,white,0.285
12720,green,white,0.2808
12723,green,white,0.285
12726,green,white,0.2892
12729,green,white,0.2933
12759,green,white,0.2892
12762,green,white,0.285
12765,green,white,0.2808
12768,green,white,0.2767
12771,green,white,0.2767
12774,green,white,0.2767
12777,green,white,0.285
12780,green,white,0.285
12819,green,white,0.295
12822,green,white,0.3092
12825,green,white,0.3192
12828,green,white,0.3192
12831,green,white,0.3192
12834,green,white,0.325
12837,green,white,0.325
12840,green,white,0.3292
12843,green,white,0.3333
12846,green,white,0.3333
12849,green,white,0.3192
12852,green,white,0.3108
12855,green,white,0.3108
12858,green,white,0.3067
12861,green,white,0.2983
12864,green,white,0.2983
12867,green,white,0.29
12870,green,white,0.2817
12873,green,white,0.2733
12876,green,white,0.265
12879,green,white,0.2467
12882,green,white,0.2283
12885,green,white,0.2283
12888,green,white,0.2242
12891,green,white,0.2242
12894,green,white,0.21
12897,green,white,0.21
12900,green,white,0.2058
12903,green,white,0.2017
12906,green,white,0.1975
12918,green,white,0.2025
12921,green,white,0.2025
12924,green,white,0.2066
12933,green,white,0.2108
12936,green,white,0.2108
12939,green,white,0.2066
12942,green,white,0.2066
12945,green,white,0.2066
12948,green,white,0.2066
12951,green,white,0.2066
12954,green,white,0.2066
12957,green,white,0.2066
12960,green,white,0.1925
12963,green,white,0.1925
12966,green,white,0.1883
13128,green,white,0.1983
13131,green,white,0.2042
13134,green,white,0.21
13137,green,white,0.2158
13140,green,white,0.2117
13143,green,white,0.2025
13149,green,white,0.2025
13152,green,white,0.2025
13155,green,white,0.2025
13158,green,white,0.2067
13161,green,white,0.2067
13164,green,white,0.2108
13167,green,white,0.215
13170,green,white,0.2192
13173,green,white,0.2192
13176,green,white,0.2192
13179,green,white,0.2192
13182,green,white,0.2233
13284,green,white,0.2275
13287,green,white,0.2316
13290,green,white,0.2258
13293,green,white,0.22
13296,green,white,0.2141
13299,green,white,0.2083
13302,green,white,0.2125
13305,green,white,0.2166
13308,green,white,0.2166
13434,green,white,0.2125
13437,green,white,0.2083
13440,green,white,0.2041
13443,green,white,0.2041
13446,green,white,0.2
13449,green,white,0.1958
13452,green,white,0.1917
13455,green,white,0.1917
13458,green,white,0.1917
13461,green,white,0.1916
13464,green,white,0.1875
13467,green,white,0.1833
13470,green,white,0.1792
13473,green,white,0.175
13476,green,white,0.1708
13479,green,white,0.1667
13482,green,white,0.1625
13485,green,white,0.1583
13509,green,white,0.1542
13512,green,white,0.15
13515,green,white,0.15
13518,green,white,0.15
13521,green,white,0.15
13524,green,white,0.15
13527,green,white,0.15
13530,green,white,0.15
13533,green,white,0.15
13536,green,white,0.15
13539,green,white,0.15
13542,green,white,0.15
13545,green,white,0.15
13548,green,white,0.1542
13551,green,white,0.1583
13554,green,white,0.1625
13557,green,white,0.1667
13560,green,white,0.1708
13563,green,white,0.175
13566,green,white,0.1792
13569,green,white,0.1833
13572,green,white,0.1875
13575,green,white,0.1917
13578,green,white,0.1958
13581,green,white,0.2
13584,green,white,0.2041
13587,green,white,0.2041
13590,green,white,0.2083
13593,green,white,0.2083
13596,green,white,0.2083
13599,green,white,0.2125
13602,green,white,0.2166
13605,green,white,0.2166
13608,green,white,0.2125
13611,green,white,0.2125
13614,green,white,0.2083
13617,green,white,0.2041
13620,green,white,0.2
13623,green,white,0.1958
13626,green,white,0.1916
13629,green,white,0.1917
13632,green,white,0.1917
13635,green,white,0.1916
13647,green,white,0.1875
13650,green,white,0.1875
13653,green,white,0.1875
13656,green,white,0.1917
13659,green,white,0.1875
13662,green,white,0.1875
13665,green,white,0.1875
13668,green,white,0.1875
13671,green,white,0.1875
13674,green,white,0.1916
13677,green,white,0.1958
13680,green,white,0.1958
13683,green,white,0.2
13686,green,white,0.2
13689,green,white,0.2
13692,green,white,0.2041
13695,green,white,0.2083
13698,green,white,0.2041
13701,green,white,0.2
13704,green,white,0.1958
13707,green,white,0.1958
13710,green,white,0.1917
13713,green,white,0.1875
13716,green,white,0.1833
13719,green,white,0.1875
13722,green,white,0.1917
13725,green,white,0.1958
13728,green,white,0.1958
13731,green,white,0.1958
13734,green,white,0.2
13737,green,white,0.2
13740,green,white,0.2
13743,green,white,0.2042
13746,green,white,0.2125
13749,green,white,0.2208
13752,green,white,0.225
13755,green,white,0.2292
13758,green,white,0.2375
13761,green,white,0.2458
13764,green,white,0.2542
13767,green,white,0.2583
13770,green,white,0.2667
13773,green,white,0.275
13776,green,white,0.2833
13779,green,white,0.2875
13782,green,white,0.2917
13785,green,white,0.2958
13788,green,white,0.3
13791,green,white,0.3
13794,green,white,0.3
13797,green,white,0.3042
13800,green,white,0.3084
13803,green,white,0.3042
13806,green,white,0.3
13809,green,white,0.3
13812,green,white,0.3
13815,green,white,0.2958
13818,green,white,0.2958
13821,green,white,0.2958
13824,green,white,0.2917
13827,green,white,0.2917
13830,green,white,0.2875
13833,green,white,0.2875
13836,green,white,0.2875
