frame,timestamp,player_id,team,x_position,y_position,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,fast_break_flag,possession_id,possession_duration,confidence,velocity_mean_30,velocity_max_30,dist_traveled_30,possession_pct_30,velocity_mean_90,velocity_max_90,dist_traveled_90,possession_pct_90,velocity_mean_150,velocity_max_150,dist_traveled_150,possession_pct_150,shots_90,passes_90,dribbles_90,possession_run,team_velocity_mean,opp_velocity_mean,spacing_advantage,dist_to_basket_mean_30,vel_toward_basket_mean_30,drive_rate_30,dist_to_basket_mean_90,vel_toward_basket_mean_90,drive_rate_90,dist_to_basket_mean_150,vel_toward_basket_mean_150,drive_rate_150,shot_quality_proxy,turnover_flag,pace_30,pick_roll_proxy,possessions_est,shots_per100,passes_per100,dribbles_per100,dist_per100_30,dist_per100_90,dist_per100_150
743,12.396,1,green,1259,1239,24.33,22.33,350.5,mid_range,0,1568.5,,,none,0.0,1259.0,1239.0,0,0,left,200.0,-14.0,20.0,410.0,666.0,-285,1515,4.0,1170.4,-21.36,0,0,27,0,1.0,11.64,80.23,151.4,0.0,11.64,80.23,151.4,0.0,11.64,80.23,151.4,0.0,0,0,0,0,24.33,,,1215.9,5.53,0.0,1215.9,5.53,0.0,1215.9,5.53,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,15140.0,15140.0,15140.0
744,12.412,1,green,1259,1239,0.0,-24.33,0.0,mid_range,0,1568.5,,,none,0.0,1259.0,1239.0,0,0,left,200.0,-14.0,19.0,410.0,666.0,-285,1515,0.0,1170.4,0.0,0,0,28,0,1.0,10.81,80.23,151.4,0.0,10.81,80.23,151.4,0.0,10.81,80.23,151.4,0.0,0,0,0,0,0.0,,,1212.7,5.13,0.0,1212.7,5.13,0.0,1212.7,5.13,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,15140.0,15140.0,15140.0
745,12.429,1,green,1245,1242,14.32,14.32,167.9,mid_range,0,1551.0,,,none,0.0,1245.0,1242.0,0,0,left,200.0,-14.0,13.0,403.0,667.0,-282,1514,3.16,1158.2,12.2,0,0,29,0,1.0,11.05,80.23,165.7,0.0,11.05,80.23,165.7,0.0,11.05,80.23,165.7,0.0,0,0,0,0,14.32,,,1209.1,5.6,0.0,1209.1,5.6,0.0,1209.1,5.6,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,16570.0,16570.0,16570.0
785,13.096,1,green,1245,1242,0.0,-14.32,0.0,mid_range,0,11701.6,,,none,0.0,1245.0,1242.0,0,0,left,200.0,-14.0,-7.0,338.0,534.0,-10062,4255,8873.23,1158.2,0.0,0,0,45,0,1.0,10.36,80.23,165.7,0.0,10.36,80.23,165.7,0.0,10.36,80.23,165.7,0.0,0,0,0,0,0.0,,,1205.9,5.25,0.0,1205.9,5.25,0.0,1205.9,5.25,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,16570.0,16570.0,16570.0
786,13.113,1,green,1245,1242,0.0,0.0,0.0,mid_range,0,11701.6,,,none,0.0,1245.0,1242.0,0,0,left,200.0,-14.0,-7.0,338.0,534.0,-10062,4255,0.0,1158.2,0.0,0,0,46,0,1.0,9.75,80.23,165.7,0.0,9.75,80.23,165.7,0.0,9.75,80.23,165.7,0.0,0,0,0,0,0.0,,,1203.1,4.94,0.0,1203.1,4.94,0.0,1203.1,4.94,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,16570.0,16570.0,16570.0
787,13.13,1,green,1245,1242,0.0,0.0,0.0,mid_range,0,72349.7,,,none,0.0,1245.0,1242.0,0,0,left,200.0,-14.0,-15.0,336.0,463.0,-68774,19458,60648.41,1158.2,0.0,0,0,47,0,1.0,9.21,80.23,165.7,0.0,9.21,80.23,165.7,0.0,9.21,80.23,165.7,0.0,0,0,0,0,0.0,,,1200.6,4.67,0.0,1200.6,4.67,0.0,1200.6,4.67,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,16570.0,16570.0,16570.0
788,13.146,1,green,1245,1242,0.0,0.0,0.0,mid_range,0,72349.7,,,none,0.0,1245.0,1242.0,0,0,left,200.0,-14.0,-15.0,336.0,463.0,-68774,19458,0.0,1158.2,0.0,0,0,48,0,1.0,8.72,80.23,165.7,0.0,8.72,80.23,165.7,0.0,8.72,80.23,165.7,0.0,0,0,0,0,0.0,,,1198.3,4.42,0.0,1198.3,4.42,0.0,1198.3,4.42,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,16570.0,16570.0,16570.0
789,13.163,1,green,1245,1242,0.0,0.0,0.0,mid_range,0,64871.9,,,none,0.0,1245.0,1242.0,0,0,left,200.0,-13.0,-12.0,338.0,371.0,-61539,17568,7477.79,1158.2,0.0,0,0,49,0,1.0,8.28,80.23,165.7,0.0,8.28,80.23,165.7,0.0,8.28,80.23,165.7,0.0,0,0,0,0,0.0,,,1196.3,4.2,0.0,1196.3,4.2,0.0,1196.3,4.2,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,16570.0,16570.0,16570.0
790,13.18,1,green,1245,1242,0.0,0.0,0.0,mid_range,0,72282.9,,,none,0.0,1245.0,1242.0,0,0,left,200.0,-13.0,-12.0,338.0,371.0,-68713,19427,7410.95,1158.2,0.0,0,0,50,0,1.0,7.89,80.23,165.7,0.0,7.89,80.23,165.7,0.0,7.89,80.23,165.7,0.0,0,0,0,0,0.0,,,1194.5,4.0,0.0,1194.5,4.0,0.0,1194.5,4.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,16570.0,16570.0,16570.0
791,13.197,1,green,1245,1242,0.0,0.0,0.0,mid_range,0,37129.7,,,none,0.0,1245.0,1242.0,0,0,left,200.0,-12.706878662109377,-48.12042236328125,338.3411865234375,362.5734558105469,-34685,10604,35153.24,1158.2,0.0,0,0,51,0,0.933,7.53,80.23,165.7,0.0,7.53,80.23,165.7,0.0,7.53,80.23,165.7,0.0,0,0,0,0,0.0,,,1192.9,3.82,0.0,1192.9,3.82,0.0,1192.9,3.82,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,16570.0,16570.0,16570.0
792,13.213,1,green,1245,1242,0.0,0.0,0.0,mid_range,0,436208.6,,,none,0.0,1245.0,1242.0,0,0,left,200.0,274.0,-15.0,613.0,254.0,-421187,110004,399079.14,1158.2,0.0,0,0,52,0,1.0,7.2,80.23,165.7,0.0,7.2,80.23,165.7,0.0,7.2,80.23,165.7,0.0,0,0,0,0,0.0,,,1191.4,3.65,0.0,1191.4,3.65,0.0,1191.4,3.65,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,16570.0,16570.0,16570.0
1103,18.402,1,green,1245,1242,0.0,0.0,0.0,mid_range,0,12182.8,,209.1,none,40718.0,1811.3,1125.7,0,0,right,200.0,183.0,223.0,246.0,322.0,13064,-1713,0.0,1158.2,0.0,0,0,61,0,1.0,6.9,80.23,165.7,0.0,6.9,80.23,165.7,0.0,6.9,80.23,165.7,0.0,0,0,0,0,0.0,,,1190.0,3.5,0.0,1190.0,3.5,0.0,1190.0,3.5,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,16570.0,16570.0,16570.0
1103,18.402,2,green,1454,1247,0.0,0.0,0.0,backcourt,0,11981.4,,209.1,none,40718.0,1811.3,1125.7,0,0,right,200.0,122.0,231.0,184.0,330.0,13064,-1713,0.0,1358.5,0.0,0,0,61,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,,1358.5,0.0,0.0,1358.5,0.0,0.0,1358.5,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1103,18.402,3,green,2735,888,0.0,0.0,0.0,3pt_arc,0,10651.5,,1330.4,none,40718.0,1811.3,1125.7,0,0,right,200.0,436.0,226.0,491.0,343.0,13064,-1713,0.0,516.8,0.0,0,0,61,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,,516.8,0.0,0.0,516.8,0.0,0.0,516.8,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1104,18.418,1,green,1245,1242,0.0,0.0,0.0,mid_range,0,12182.8,480.0,205.1,none,40637.5,1808.3,1126.3,0,0,right,200.0,182.0,223.0,244.0,322.0,13064,-1713,0.0,1158.2,0.0,0,0,62,0,1.0,6.63,80.23,165.7,0.0,6.63,80.23,165.7,0.0,6.63,80.23,165.7,0.0,0,0,0,0,3.07,0.0,40637.5,1188.7,3.36,0.0,1188.7,3.36,0.0,1188.7,3.36,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,16570.0,16570.0,16570.0
1104,18.418,2,green,1450,1248,4.12,4.12,166.0,backcourt,0,11985.5,280.2,205.1,none,40637.5,1808.3,1126.3,0,0,right,200.0,121.0,229.0,181.0,330.0,13064,-1713,0.0,1354.9,3.54,0,0,62,0,1.0,2.06,4.12,4.1,0.0,2.06,4.12,4.1,0.0,2.06,4.12,4.1,0.0,0,0,0,0,3.07,0.0,40637.5,1356.7,1.77,0.0,1356.7,1.77,0.0,1356.7,1.77,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,410.0,410.0,410.0
1104,18.418,3,green,2730,889,5.1,5.1,168.7,3pt_arc,0,10656.5,1049.2,1329.4,none,40637.5,1808.3,1126.3,0,0,right,200.0,435.0,229.0,492.0,342.0,13064,-1713,0.0,521.9,-5.05,0,0,62,0,1.0,2.55,5.1,5.1,0.0,2.55,5.1,5.1,0.0,2.55,5.1,5.1,0.0,0,0,0,0,3.07,0.0,40637.5,519.3,-2.52,0.0,519.3,-2.52,0.0,519.3,-2.52,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,510.0,510.0,510.0
1104,18.418,6,white,1720,1173,0.0,0.0,0.0,backcourt,0,11705.4,280.2,,none,0.0,1720.0,1173.0,0,0,right,200.0,236.0,225.0,300.0,316.0,13064,-1713,0.0,1563.4,0.0,0,0,62,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.07,-40637.5,1563.4,0.0,0.0,1563.4,0.0,0.0,1563.4,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1105,18.435,1,green,1245,1242,0.0,0.0,0.0,mid_range,0,12182.8,480.0,61.7,none,57032.0,2159.8,1033.8,1,0,right,200.0,178.0,224.0,242.0,322.0,13064,-1713,0.0,1158.2,0.0,0,0,63,0,1.0,6.37,80.23,165.7,0.0,6.37,80.23,165.7,0.0,6.37,80.23,165.7,0.0,0,0,0,0,3.72,0.0,57032.0,1187.5,3.23,0.0,1187.5,3.23,0.0,1187.5,3.23,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,16570.0,16570.0,16570.0
1105,18.435,2,green,1445,1250,5.39,1.27,158.2,backcourt,0,11990.9,285.6,189.0,none,57032.0,2159.8,1033.8,1,0,right,200.0,118.0,229.0,179.0,330.0,13064,-1713,0.0,1350.7,4.2,0,0,63,0,1.0,3.17,5.39,9.5,0.0,3.17,5.39,9.5,0.0,3.17,5.39,9.5,0.0,0,0,0,0,3.72,0.0,57032.0,1354.7,2.58,0.0,1354.7,2.58,0.0,1354.7,2.58,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,950.0,950.0,950.0
1105,18.435,3,green,2721,892,9.49,4.39,161.6,3pt_arc,0,10666.0,1039.7,526.2,none,57032.0,2159.8,1033.8,1,0,right,200.0,434.0,227.0,491.0,342.0,13064,-1713,0.0,531.1,-9.18,0,0,63,0,1.0,4.86,9.49,14.6,0.0,4.86,9.49,14.6,0.0,4.86,9.49,14.6,0.0,0,0,0,0,3.72,0.0,57032.0,523.3,-4.74,0.0,523.3,-4.74,0.0,523.3,-4.74,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,1460.0,1460.0,1460.0
1105,18.435,4,green,3228,751,0.0,0.0,0.0,paint,0,10139.9,1565.9,526.2,none,57032.0,2159.8,1033.8,1,0,right,200.0,354.0,279.0,491.0,483.0,13064,-1713,0.0,107.0,0.0,0,0,63,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3.72,0.0,57032.0,107.0,0.0,0.0,107.0,0.0,0.0,107.0,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1105,18.435,6,white,1720,1173,0.0,0.0,0.0,backcourt,0,11705.4,285.6,,none,0.0,1720.0,1173.0,0,1,right,200.0,236.0,226.0,300.0,316.0,13064,-1713,0.0,1563.4,0.0,0,0,63,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3.72,-57032.0,1563.4,0.0,0.0,1563.4,0.0,0.0,1563.4,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1106,18.452,1,green,1245,1242,0.0,0.0,0.0,mid_range,0,12182.8,476.9,62.1,none,57532.5,2156.0,1034.8,1,0,right,200.0,178.0,223.0,241.0,322.0,13064,-1713,0.0,1158.2,0.0,0,0,64,0,1.0,6.14,80.23,165.7,0.0,6.14,80.23,165.7,0.0,6.14,80.23,165.7,0.0,0,0,0,0,3.9,3.16,57532.5,1186.5,3.11,0.0,1186.5,3.11,0.0,1186.5,3.11,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,16570.0,16570.0,16570.0
1106,18.452,2,green,1443,1251,2.24,-3.15,153.4,backcourt,0,11993.0,284.6,189.0,none,57532.5,2156.0,1034.8,1,0,right,200.0,116.0,231.0,178.0,331.0,13064,-1713,0.0,1349.1,1.62,0,0,64,0,1.0,2.94,5.39,11.8,0.0,2.94,5.39,11.8,0.0,2.94,5.39,11.8,0.0,0,0,0,0,3.9,3.16,57532.5,1353.3,2.34,0.0,1353.3,2.34,0.0,1353.3,2.34,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,1180.0,1180.0,1180.0
1106,18.452,3,green,2708,895,13.34,3.85,167.0,3pt_arc,0,10679.3,1029.5,539.6,none,57532.5,2156.0,1034.8,1,0,right,200.0,433.0,228.0,489.0,341.0,13064,-1713,0.0,544.3,-13.18,0,0,64,0,1.0,6.98,13.34,27.9,0.0,6.98,13.34,27.9,0.0,6.98,13.34,27.9,0.0,0,0,0,0,3.9,3.16,57532.5,528.5,-6.85,0.0,528.5,-6.85,0.0,528.5,-6.85,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,2790.0,2790.0,2790.0
1106,18.452,4,green,3228,751,0.0,0.0,0.0,paint,0,10139.9,1569.1,539.6,none,57532.5,2156.0,1034.8,1,0,right,200.0,353.0,279.0,491.0,483.0,13064,-1713,0.0,107.0,0.0,0,0,64,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3.9,3.16,57532.5,107.0,0.0,0.0,107.0,0.0,0.0,107.0,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1106,18.452,6,white,1717,1174,3.16,3.16,161.6,backcourt,0,11708.5,284.6,,none,0.0,1717.0,1174.0,0,1,right,200.0,234.0,226.0,300.0,316.0,13064,-1713,0.0,1566.5,-3.14,0,0,64,0,1.0,1.05,3.16,3.2,0.0,1.05,3.16,3.2,0.0,1.05,3.16,3.2,0.0,0,0,0,0,3.16,3.9,-57532.5,1564.4,-1.05,0.0,1564.4,-1.05,0.0,1564.4,-1.05,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,320.0,320.0,320.0
1107,18.468,1,green,1245,1242,0.0,0.0,0.0,mid_range,0,12182.8,263.2,61.8,none,62717.0,2193.5,1024.5,1,1,right,200.0,175.0,223.0,240.0,322.0,13064,-1713,0.0,1158.2,0.0,0,0,65,0,1.0,5.92,80.23,165.7,0.0,5.92,80.23,165.7,0.0,5.92,80.23,165.7,0.0,0,0,0,0,45.2,2.03,62492.0,1185.4,3.0,0.0,1185.4,3.0,0.0,1185.4,3.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,16570.0,16570.0,16570.0
1107,18.468,2,green,1439,1252,4.12,1.88,166.0,backcourt,0,11997.2,71.8,185.9,none,62717.0,2193.5,1024.5,1,1,right,200.0,114.0,230.0,177.0,331.0,13064,-1713,0.0,1345.6,3.53,0,0,65,0,1.0,3.17,5.39,15.9,0.0,3.17,5.39,15.9,0.0,3.17,5.39,15.9,0.0,0,0,0,0,45.2,2.03,62492.0,1351.8,2.58,0.0,1351.8,2.58,0.0,1351.8,2.58,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,1590.0,1590.0,1590.0
1107,18.468,3,green,2700,898,8.54,-4.8,159.4,3pt_arc,0,10687.8,523.1,716.2,none,62717.0,2193.5,1024.5,1,1,right,200.0,433.0,228.0,488.0,341.0,13064,-1713,0.0,552.5,-8.21,0,0,65,0,1.0,7.29,13.34,36.5,0.0,7.29,13.34,36.5,0.0,7.29,13.34,36.5,0.0,0,0,0,0,45.2,2.03,62492.0,533.3,-7.12,0.0,533.3,-7.12,0.0,533.3,-7.12,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,3650.0,3650.0,3650.0
1107,18.468,4,green,3390,706,168.13,168.13,344.5,paint,0,9971.9,193.1,716.2,none,62717.0,2193.5,1024.5,1,1,right,200.0,352.83419036865234,279.0,490.7472305297852,483.0,13064,-1713,0.0,204.3,-143.32,0,0,65,0,0.933,56.04,168.13,168.1,0.0,56.04,168.13,168.1,0.0,56.04,168.13,168.1,0.0,0,0,0,0,45.2,2.03,62492.0,139.4,-47.77,0.0,139.4,-47.77,0.0,139.4,-47.77,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,16810.0,16810.0,16810.0
1107,18.468,6,white,1711,1175,6.08,2.92,170.5,backcourt,0,11714.6,282.7,210.9,none,225.0,2141.0,1055.0,1,1,right,200.0,232.0,225.0,299.0,316.0,13064,-1713,0.0,1572.6,-6.08,0,0,65,0,1.0,2.31,6.08,9.2,0.0,2.31,6.08,9.2,0.0,2.31,6.08,9.2,0.0,0,0,0,0,2.03,45.2,-62492.0,1566.5,-2.31,0.0,1566.5,-2.31,0.0,1566.5,-2.31,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,920.0,920.0,920.0
1107,18.468,7,white,3204,758,0.0,0.0,0.0,paint,0,10164.9,193.1,1550.1,none,225.0,2141.0,1055.0,1,1,right,200.0,353.0,270.0,488.0,484.0,13064,-1713,0.0,108.2,0.0,0,0,65,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.03,45.2,-62492.0,108.2,0.0,0.0,108.2,0.0,0.0,108.2,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1107,18.468,8,white,1508,1232,0.0,0.0,0.0,backcourt,0,11925.4,71.8,210.9,none,225.0,2141.0,1055.0,1,1,right,200.0,153.0,230.0,208.0,322.0,13064,-1713,0.0,1406.2,0.0,0,0,65,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.03,45.2,-62492.0,1406.2,0.0,0.0,1406.2,0.0,0.0,1406.2,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1108,18.485,1,green,1245,1242,0.0,0.0,0.0,mid_range,0,12182.8,64.4,61.6,none,62181.0,2193.0,1024.5,1,1,right,200.0,168.0,221.0,237.0,323.0,13064,-1713,0.0,1158.2,0.0,0,0,66,0,1.0,5.71,80.23,165.7,0.0,5.71,80.23,165.7,0.0,5.71,80.23,165.7,0.0,0,0,0,0,0.5,12.68,61979.0,1184.5,2.9,0.0,1184.5,2.9,0.0,1184.5,2.9,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,16570.0,16570.0,16570.0
