file,line,api,input_class,text_or_binary,compared,verdict
scripts/platformkit/tracking/g281_identity_purity_one_second.py,33,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/g281_identity_purity_one_second.py,36,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g281_identity_purity_one_second.py,138,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g283_resolution_control.py,32,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/g283_resolution_control.py,35,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g283_resolution_control.py,41,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g283_resolution_control.py,172,sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g284_detector_recall_bound.py,20,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/g284_detector_recall_bound.py,23,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g284_detector_recall_bound.py,204,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g286_what_is_at_footpoint.py,35,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/g286_what_is_at_footpoint.py,38,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g286_what_is_at_footpoint.py,108,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g287_unconditioned_footpoint_content.py,73,hashlib.sha256,FILE_WHOLE,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/tracking/g288_describe_graphic_and_floor_crops.py,132,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g289_implausible_step_decomposition.py,144,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g289_implausible_step_decomposition.py,164,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g290_footpoint_offset_axis_decomposition.py,135,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g290_footpoint_offset_axis_decomposition.py,164,_manifest,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g290_footpoint_offset_axis_decomposition.py,165,_manifest,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g291_independent_second_rater_agreement.py,86,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g291_independent_second_rater_agreement.py,111,manifest,TAINTED,TEXT,COMMITTED,DEFECT
scripts/platformkit/tracking/g291_independent_second_rater_agreement.py,124,manifest,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g292_jump_endpoint_content.py,31,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g292_jump_endpoint_content.py,36,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g292_jump_endpoint_content.py,108,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g292_jump_endpoint_content.py,195,sha256,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/tracking/g292_jump_endpoint_content.py,207,sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g294_gap_conditioned_implausibility.py,45,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g294_gap_conditioned_implausibility.py,159,read_steps,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g295_centre_cross_rater_agreement.py,86,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g295_centre_cross_rater_agreement.py,109,manifest,TAINTED,TEXT,COMMITTED,DEFECT
scripts/platformkit/tracking/g295_centre_cross_rater_agreement.py,125,manifest,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g295_centre_cross_rater_agreement.py,132,manifest,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g296_merge.py,27,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/g296_merge.py,30,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g296_merge.py,169,sha256_file,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/tracking/g296_merge.py,169,sha256_file,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/tracking/g296_merge.py,271,sha256_file,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g296_merge.py,275,sha256_file,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g296b_located_players.py,23,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/g296b_located_players.py,26,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g296b_located_players.py,57,sha256,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/tracking/g296b_located_players.py,82,sha256,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/tracking/g296b_located_players.py,92,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g296b_seek_frames.py,68,sha256,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/tracking/g296b_seek_frames.py,80,sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g297_centre_cross_rater_agreement.py,121,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g297_centre_cross_rater_agreement.py,161,file_identity,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g297_centre_cross_rater_agreement.py,162,file_identity,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g298_audit.py,31,sha256,TAINTED,TEXT,COMMITTED,DEFECT
scripts/platformkit/tracking/g298_audit.py,33,sha256_lf,TAINTED,TEXT,COMMITTED,ALREADY_LF
scripts/platformkit/tracking/g298_audit.py,65,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g298_compare.py,19,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/g298_compare.py,22,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g298_compare.py,75,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g298_detect.py,43,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g298_detect.py,110,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g298_detect.py,151,sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g298_detect.py,160,sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g298_detect.py,160,sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g299_static_track_share.py,154,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g299_static_track_share.py,175,provenance,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g299_static_track_share.py,177,provenance,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g303_recall_vs_resolution.py,112,sha256,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/tracking/g303_recall_vs_resolution.py,127,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g304_e1_extension.py,96,sha256_file,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/tracking/g304_e1_extension.py,119,sha256_file,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g305_additive_registration_verdict.py,44,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g305_additive_registration_verdict.py,49,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g305_additive_registration_verdict.py,54,sha256_bytes,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g305_additive_registration_verdict.py,59,sha256_lf,TAINTED,TEXT,RECORD_ONLY,ALREADY_LF
scripts/platformkit/tracking/g305_additive_registration_verdict.py,119,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g311_apache_detector_arm.py,45,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/g311_apache_detector_arm.py,48,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g311_apache_detector_arm.py,180,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g311_apache_detector_arm.py,181,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g311_apache_detector_arm.py,198,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/pod_drift.py,86,hashlib.md5,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/pod_drift.py,145,master_hashes,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/run_environment.py,56,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/seal_g304_inventory.py,22,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/seal_g304_inventory.py,25,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/seal_g304_inventory.py,32,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/seal_g304_inventory.py,46,sha256_file,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/tracking/seal_g304_inventory.py,65,sha256_file,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/tracking/test_depth_replay.py,30,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/test_depth_replay.py,37,sha256,TAINTED,UNKNOWN,COMMITTED,REVIEW_UNKNOWN
scripts/platformkit/tracking/test_framing_coverage.py,25,sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/test_framing_coverage.py,30,sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/test_g231_out_of_bounds_structure.py,20,hashlib.sha256,FILE_WHOLE,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/test_g233d_seed_gate_validated_frame.py,17,subject._worker_source,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/test_g242_seed_reacquisition_whole_game.py,30,subject._worker_source,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/test_g305_additive_registration_verdict.py,26,sha256_bytes,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/test_g305_additive_registration_verdict.py,85,sha256_bytes,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/test_g305_additive_registration_verdict.py,86,sha256_lf,TAINTED,TEXT,RECORD_ONLY,ALREADY_LF
scripts/platformkit/venue_history/polymarket_tail_validation.py,68,hashlib.md5,MEMORY,-,-,FINE_MEMORY
