file,line,api,input_class,text_or_binary,compared,verdict
scripts/platformkit/eval_gate/s265_incumbent_conformal_band_sample.py,224,_hash,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s265_incumbent_conformal_band_sample.py,225,_hash,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s265_incumbent_conformal_band_sample.py,225,_hash,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s265_incumbent_conformal_band_sample.py,225,_hash,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s265_incumbent_conformal_band_sample.py,226,_hash,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s265_incumbent_conformal_band_sample.py,226,_hash,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s276_incumbent_conformal_band_full_attempt2.py,39,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s276_incumbent_conformal_band_full_attempt2.py,43,hashlib.md5,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s276_incumbent_conformal_band_full_attempt2.py,66,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/eval_gate/s276_incumbent_conformal_band_full_attempt2.py,219,prereg_seal,TAINTED,UNKNOWN,RECORD_ONLY,ALREADY_LF
scripts/platformkit/eval_gate/s276_incumbent_conformal_band_full_attempt2.py,223,_md5,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s276_incumbent_conformal_band_full_attempt2.py,234,_hash,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/eval_gate/s276_incumbent_conformal_band_full_attempt2.py,235,_hash,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s276_incumbent_conformal_band_full_attempt2.py,235,_hash,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s276_incumbent_conformal_band_full_attempt2.py,236,_hash,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s276_incumbent_conformal_band_full_attempt2.py,236,_hash,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s276_incumbent_conformal_band_full_attempt2.py,237,_hash,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s276_incumbent_conformal_band_full_attempt2.py,237,_hash,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s276_incumbent_conformal_band_full_attempt2.py,238,_hash,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s276_incumbent_conformal_band_full_attempt2.py,238,_hash,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s280_cross_venue.py,52,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s280_cross_venue.py,218,_input_meta,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/eval_gate/s280_cross_venue.py,218,_input_meta,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/eval_gate/s280_cross_venue.py,220,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/eval_gate/s280_cross_venue.py,230,run,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s284_orderflow_score.py,34,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/eval_gate/s284_orderflow_score.py,37,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s284_orderflow_score.py,226,_file_meta,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s284_orderflow_score.py,226,_file_meta,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s284_orderflow_score.py,233,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/eval_gate/s284_orderflow_score.py,243,run,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s285_event_conformal_width.py,33,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s285_event_conformal_width.py,42,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/eval_gate/s285_event_conformal_width.py,220,prereg_seal,TAINTED,UNKNOWN,RECORD_ONLY,ALREADY_LF
scripts/platformkit/eval_gate/s285_event_conformal_width.py,230,_hash,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s285_event_conformal_width.py,231,_hash,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s58_clamp_family_trial.py,222,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/eval_gate/s58_clamp_family_trial.py,225,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/eval_gate/s58_e2_slice_trial.py,87,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/eval_gate/s58_e2_slice_trial.py,90,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/eval_gate/s58_nba_halftime_asof_trial.py,129,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/eval_gate/s58_nba_halftime_asof_trial.py,132,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/eval_gate/s58_t2_first_trial.py,67,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/eval_gate/s58_t2_first_trial.py,89,hashlib.md5,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s58_t2_first_trial.py,102,seal_check,TAINTED,UNKNOWN,RECORD_ONLY,ALREADY_LF
scripts/platformkit/eval_gate/s58_t2_first_trial.py,106,_ledger_state,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/s58_t2_first_trial.py,120,_ledger_state,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/stacker.py,202,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/eval_gate/stacker.py,261,hashlib.sha256,FILE_WHOLE,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/student_gate.py,46,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/eval_gate/test_gate.py,165,hashlib.sha256,FILE_WHOLE,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/test_gate.py,233,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/eval_gate/test_gate.py,267,hashlib.sha256,FILE_WHOLE,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/test_gate.py,274,hashlib.sha256,FILE_WHOLE,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/test_ledger_backup.py,36,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/test_ledger_backup.py,105,_sha_mtime,TAINTED,UNKNOWN,COMMITTED,REVIEW_UNKNOWN
scripts/platformkit/eval_gate/test_ledger_backup.py,112,_sha_mtime,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/eval_gate/test_s284_orderflow_traded.py,29,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/eval_gate/test_stacker.py,86,hashlib.sha256,FILE_WHOLE,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/execution/executor/lifecycle.py,108,hashlib.sha1,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/feature_spec_core.py,94,hashlib.sha1,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/fixture_slate_hash.py,74,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/forward_capture/schema.py,167,hashlib.sha1,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/foundry/grammar.py,133,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/foundry/ingame_screen_wnba.py,27,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/foundry/ingame_screen_wnba.py,214,_sha256,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/foundry/ingame_screen_wnba.py,216,_sha256,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/foundry/ingame_screen_wnba.py,218,_sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/foundry/screen_predictor.py,122,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/foundry/tiers.py,119,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/frontend/clv.py,180,hashlib.sha1,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/full_boxscore_oof.py,73,_sha,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/full_boxscore_oof.py,86,_sha,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/full_boxscore_oof.py,110,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/g103_g68_tile_recipe.py,36,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/g110_tile_nonreproducibility.py,28,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/g148_two_slot_measure.py,156,_remote_program,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/g148_two_slot_measure.py,164,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/hash_lf.py,32,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/hedge_trial_runner.py,237,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/improve/candidate_families.py,145,hashlib.blake2b,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/improve/fusion/fusion_build.py,89,hashlib.blake2b,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/improve/fusion/fusion_families.py,102,hashlib.blake2b,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/ingame_baseline_lock.py,48,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/ingame/ingame_baseline_lock.py,50,update,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/ingame_baseline_lock.py,51,update,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/ingame_baseline_lock.py,54,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ingame/ingame_baseline_lock.py,148,_file_hash,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ingame/ingame_enrichment_gates.py,94,hashlib.md5,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/ingame_refresh_corpora.py,31,hashlib.sha1,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/ingame_segment_trust.py,109,hashlib.md5,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/ingame_soccer_trust_rerun.py,86,hashlib.md5,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/ingame_sp_fatigue_velo_gate_mlb_io.py,125,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/nba_oncourt_five_from_cdn_subs.py,28,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ingame/nba_oncourt_five_from_cdn_subs.py,139,_read_json,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ingame/nba_oncourt_five_from_cdn_subs.py,145,_read_json,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ingame/nba_oncourt_five_from_cdn_subs.py,194,_read_json,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ingame/s225_intel_conditioning_rerun.py,45,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s254_mlb_phase_recal_fwer_sealed.py,62,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s254_mlb_phase_recal_fwer_sealed.py,169,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s254_mlb_phase_recal_fwer_sealed.py,197,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s254_mlb_phase_recal_fwer_sealed.py,245,summarize,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ingame/s256_nba_sim_engine_v3.py,51,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ingame/s256_nba_sim_engine_v3.py,55,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/ingame/s256_nba_sim_engine_v3.py,58,update,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s256_nba_sim_engine_v3.py,59,update,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s256_nba_sim_engine_v3.py,192,_sha,TAINTED,UNKNOWN,COMMITTED,REVIEW_UNKNOWN
scripts/platformkit/ingame/s256_nba_sim_engine_v3.py,193,_src_sha,TAINTED,UNKNOWN,COMMITTED,REVIEW_UNKNOWN
scripts/platformkit/ingame/s256_nba_sim_engine_v3.py,229,_sha,TAINTED,UNKNOWN,COMMITTED,REVIEW_UNKNOWN
scripts/platformkit/ingame/s256_nba_sim_engine_v3.py,230,_src_sha,TAINTED,UNKNOWN,COMMITTED,REVIEW_UNKNOWN
scripts/platformkit/ingame/s256_nba_sim_engine_v3.py,276,_sha,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ingame/s272_ingame_tail_recal.py,42,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s272_ingame_tail_recal.py,229,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s272_ingame_tail_recal.py,239,run,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ingame/s273_mlb_ingame_latency_screen.py,38,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ingame/s273_mlb_ingame_latency_screen.py,64,s254.summarize,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ingame/s273_mlb_ingame_latency_screen.py,128,_sha,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ingame/s273_mlb_ingame_latency_screen.py,129,_sha,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ingame/s277_ingame_market_staleness.py,30,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s277_ingame_market_staleness.py,200,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s277_ingame_market_staleness.py,210,run,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ingame/s279_ingame_signal_stacker.py,65,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s279_ingame_signal_stacker.py,207,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s279_ingame_signal_stacker.py,242,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s279_ingame_signal_stacker.py,258,summarize_existing,TAINTED,UNKNOWN,RECORD_ONLY,ALREADY_LF
scripts/platformkit/ingame/s279_ingame_signal_stacker.py,259,run,TAINTED,UNKNOWN,RECORD_ONLY,ALREADY_LF
scripts/platformkit/ingame/s281_ingame_momentum_microstructure.py,32,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s281_ingame_momentum_microstructure.py,199,verify_preregistration,TAINTED,UNKNOWN,RECORD_ONLY,ALREADY_LF
scripts/platformkit/ingame/s281_ingame_momentum_microstructure.py,215,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s281_ingame_momentum_microstructure.py,225,run,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ingame/s283_bayes_timescore_blend.py,33,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s283_bayes_timescore_blend.py,211,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s283_bayes_timescore_blend.py,230,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s293_tail_metric_replay.py,36,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ingame/s293_tail_metric_replay.py,50,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame/s293_tail_metric_replay.py,57,_sha,TAINTED,TEXT,COMMITTED,DEFECT
scripts/platformkit/ingame/s293_tail_metric_replay.py,111,_seal,TAINTED,UNKNOWN,RECORD_ONLY,ALREADY_LF
scripts/platformkit/ingame/sp_fatigue_gate_mlb_io.py,146,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ingame_boxscore_update.py,43,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ingame_boxscore_update.py,244,_file_sha256,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/ingame_boxscore_update.py,246,_file_sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/intel_validation/fit_validity_gate_impl.py,83,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/intel_validation/fit_validity_gate_impl.py,246,_sha16,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/knowledge/ingest.py,105,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/l4/context_gate.py,119,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/l4/prereg_sha_stamp.py,44,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ledger/schema.py,69,hashlib.sha1,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ledger/schema.py,79,hashlib.sha1,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ledger_audit/clv_reconcile_preflight.py,77,hashlib.sha1,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ledger_audit/dup_key_detector.py,59,hashlib.sha1,MEMORY,-,-,FINE_MEMORY
