section_id,draw_kind,draw_order,competition,attempt_id,attempt_status,attempts,schedule_reason,rows,raw_rows,unique_player_tick_rows,producer_decoded_frames,source_decoded_pts_frames,source_status,pts_status,declared_ticks,ledger_evaluated_frames,evaluated_ticks,suspended_ticks,emitting_ticks,zero_output_evaluated_ticks,observed_stride,expected_ticks_from_cap,evaluated_gap_runs,max_gap_frames,ledger_stride,frame_cap,measured_avg_fps,measured_r_fps,time_base,codec_name,cap_implied_duration_s,elapsed_source_pts_s,declared_duration_s,measured_kind,declared_kind,source_sha256,tracking_sha256,ball_sha256,rows_per_decoded_frame,rows_per_evaluated_tick,held_share,held_status
FyMWTVsJvv8_s90,720p60,20,ncaa_basketball,L01963:FyMWTVsJvv8_s90,tracked,1,,2289,2289,2289,7793.0,7793.0,PRESENT,OK,500,1299,500,0,497,3,6,500.0,2,96,6,3000,59.94006488556578,59.94005994005994,1/90000,h264,50.04999587049884,129.996533,134.66785555555555,720p60,720p60,99dcfaa96a4a419dc4df9c1eb80f5494c8b3fa8bd51be462570eb0b80a673957,20da5e1d6d6739baae1470750af6093522f112333996d002baf896c1fba43cf9,e991c09d4d7fdea8d9ff37849b9e51f2b0455a980a7339ddbf387b8012598fc9,0.293725137944309,4.578,0.8501814411612234,OK
FyMWTVsJvv8_s1504,720p60,21,ncaa_basketball,L01960:FyMWTVsJvv8_s1504,tracked,1,,1920,1920,1920,7794.0,7794.0,PRESENT,OK,500,1299,500,0,471,29,6,500.0,5,276,6,3000,59.940064961459086,59.94005994005994,1/90000,h264,50.04999580712788,130.013222,132.63248888888887,720p60,720p60,559d259fd7d71507ee61d4bc24886a71c071fb196fbd48b93618b0e787f1a3f9,f175cdf9d4a27840331483c6d84fe6b95aee3843fb0b2d492f05b31d4356f14c,cc69f3de933e3bb35dde5137661d1c4c4bc93be1eae15b319c0ff46a747778d9,0.24634334103156275,3.84,0.9219237976264835,OK
FyMWTVsJvv8_s2918,720p60,22,ncaa_basketball,L01961:FyMWTVsJvv8_s2918,tracked,1,,2487,2487,2487,7793.0,7793.0,PRESENT,OK,500,1299,500,0,470,30,6,500.0,3,186,6,3000,59.940062457409006,59.94005994005994,1/90000,h264,50.04999789801152,129.996533,132.28214444444444,720p60,720p60,b7e7601c42f7c162ec6b1c562b2888c81a4ce467ba0cb2d1c31c01a5c1e54978,2534e8e3a1a65a59149f557f446b1c259d4106592c137377adc30e2086f854fe,abf8134d786d75306478dd38622f4e080ab339233ce890ee65af0b72aa55cb2e,0.3191325548569229,4.974,0.5378111789572569,OK
Ge4uewCFUFQ_s90,720p60,23,ncaa_basketball,L01968:Ge4uewCFUFQ_s90,tracked,1,,1457,1457,1457,7793.0,7793.0,PRESENT,OK,500,1299,500,0,461,39,6,500.0,2,186,6,3000,59.94006494007537,59.94005994005994,1/90000,h264,50.0499958249833,130.013211,133.19972222222222,720p60,720p60,b89463951cc4ed27c1fd3bf32c52d012c3ba845322f96143a5f9099e5d5cf83d,cfdda2f7c5126d2428b527fbaec66bf30be39c0a5e9c7c30fc4971aab45e2105,64e1aef06aa31ab3d0e4c2dff35eaa7b4977e18003222a7d0a876c8d331a5c56,0.1869626587963557,2.914,0.8116410670978172,OK
Ge4uewCFUFQ_s1236,720p60,24,ncaa_basketball,L01964:Ge4uewCFUFQ_s1236,tracked,1,,1077,1077,1077,7794.0,7794.0,PRESENT,OK,500,1299,500,0,500,0,6,500.0,1,276,6,3000,59.94006492882814,59.94005994005994,1/90000,h264,50.04999583437474,130.013222,133.5000222222222,720p60,720p60,21ab04dc4cc4ba7cb2c20ce2ec78045eef4729ac35ab7c3dbe6b93f3cff62ed2,847c0771ae1ec55b7dc3bdb3506ebe353733496a21f2b93002563e7423bc478d,c183a276a05458a0b2bd650fa8f49e58505696164ebe3fa54234a3b3cd2894f5,0.13818321785989224,2.154,0.4175691937424789,OK
Ge4uewCFUFQ_s2382,720p60,25,ncaa_basketball,L01965:Ge4uewCFUFQ_s2382,tracked,1,,2379,2379,2379,7793.0,7793.0,PRESENT,OK,500,1299,500,0,480,20,6,500.0,1,906,6,3000,59.94006241434539,59.94005994005994,1/90000,h264,50.04999793396967,129.996533,134.58444444444444,720p60,720p60,b175030e1237c857424b6d449d8138dde0f94f389227f0a4afa4dbda195a13de,369c59604bb3fed1406080798510617627f3056b33b7c4619fa49e7e10a2fe40,53dc77d5d96d3c8cf561d628cb7c1a051486b4ab31b099d1cfd04aaf5d18c37a,0.30527396381367894,4.758,0.8663573085846867,OK
Ge4uewCFUFQ_s4674,720p60,26,ncaa_basketball,L01967:Ge4uewCFUFQ_s4674,tracked,1,,1643,1643,1643,7794.0,7794.0,PRESENT,OK,500,1299,500,0,500,0,6,500.0,2,186,6,3000,59.94006502154202,59.94005994005994,1/90000,h264,50.04999575695859,130.013222,131.06425555555555,720p60,720p60,081a5b8634af9e6ef013ebb6215c2fcf698308f6e35ca8e045daf1c4a5d69932,5f737a0491824686a664a1ff86a7dc225dd9229253c69112f0395784da9c4b74,9052ceaa25aa85ad23c039a13e4c6491ae7a6b689d9428e18f14847370b824c2,0.21080318193482167,3.286,0.36182108626198084,OK
IpR4pT8iN0Y_s90,720p60,27,ncaa_basketball,L01972:IpR4pT8iN0Y_s90,tracked,1,,2313,2313,2313,7793.0,7793.0,PRESENT,OK,500,1299,500,0,500,0,6,500.0,1,186,6,3000,59.940065028018545,59.94005994005994,1/90000,h264,50.04999575155069,130.063267,130.89742222222222,720p60,720p60,dd151d31a85857e0933192d1a032670f74c2b72f5753f4f4f82190ef82568594,e0520b675be1e142a34f851d5309b41aeac1a8b27438b4426f460f5fd07bfdf8,d3a593c665b696b62ce2d98f97eb93694909fb2cf572e77e222c6fe2f291b44f,0.2968048248428076,4.626,0.6302644466209598,OK
IpR4pT8iN0Y_s2432,720p60,28,ncaa_basketball,L01970:IpR4pT8iN0Y_s2432,tracked,1,,1876,1876,1876,7793.0,7793.0,PRESENT,OK,500,1299,500,0,474,26,6,500.0,2,186,6,3000,59.9400648831163,59.94005994005994,1/90000,h264,50.04999587254416,129.996533,134.73458888888888,720p60,720p60,d2e9618fca2988d0e74654b65178e7b219551eeb90c17275e5f2e5f8a94765fe,01e5d044bf1ea35a075d407424eb1f712983a864bfa2952b7532c297315c4850,fcea624f34394fd069bc57c690585c8438d5a936341d68594c4e8af8447d48b3,0.24072885923264467,3.752,0.6351706036745407,OK
IpR4pT8iN0Y_s3603,720p60,29,ncaa_basketball,L01971:IpR4pT8iN0Y_s3603,tracked,1,,2990,2990,2990,7793.0,7793.0,PRESENT,OK,500,1299,500,0,498,2,6,500.0,2,366,6,3000,59.940064916390426,59.94005994005994,1/90000,h264,50.04999584476024,129.996533,133.8336888888889,720p60,720p60,b759425f9be982b2a38e48b165364e1c159031e2aec312f7ce9640424241b882,f66192fba45b8bb63c376c2f146c93137f9e0994217dfd9064a51a89362e907f,b1c758a4a4c7b68d1b5255e457aa6e5e5260b446afce6130362da4ab22d9fe80,0.3836776594379571,5.98,0.9337442218798151,OK
