attempt_id,ledger_line,section_id,competition,video,source_start,status,terminal,route_identity,declared_kind,declared_resolution,declared_height,declared_fps,declared_duration,rows,decoded_frames,evaluated_frames,stride,passed,finished_at,probe_status,measured_kind,measured_width,measured_height,measured_fps,source_sha256,source_filename,outputs_present
L00010:ncaa_basketball_zqBCKovJCQU,10,ncaa_basketball_zqBCKovJCQU,ncaa_basketball,ncaa_basketball_zqBCKovJCQU,000000000,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,965.5979666666667,6623,28939,9647,3,False,1788816097,ABSENT,UNKNOWN,,,,,ncaa_basketball__ncaa_basketball_zqBCKovJCQU.mp4,1
L00011:ncaa_basketball_WFl3V7ZY4ss,11,ncaa_basketball_WFl3V7ZY4ss,ncaa_basketball,ncaa_basketball_WFl3V7ZY4ss,000000000,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,840.6398,4345,25193,8398,3,False,1788816117,ABSENT,UNKNOWN,,,,,ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss.mp4,1
L00012:ncaa_basketball_mRkuGgeECak,12,ncaa_basketball_mRkuGgeECak,ncaa_basketball,ncaa_basketball_mRkuGgeECak,000000000,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,964.4635000000001,5580,28905,9635,3,False,1788816217,ABSENT,UNKNOWN,,,,,ncaa_basketball__ncaa_basketball_mRkuGgeECak.mp4,1
L00013:wnba_01_1080p,13,wnba_01_1080p,wnba,wnba_01_1080p,000000000,tracked,1,ORIGINAL,1080p30,1920x1080,1080,30.0,602.0,5588,18001,6001,3,False,1788816237,ABSENT,UNKNOWN,,,,,wnba__wnba_01_1080p.mp4,1
L00014:wnba_06,14,wnba_06,wnba,wnba_06,000000000,tracked,1,ORIGINAL,1080p30,1920x1080,1080,30.0,955.8,3606,28674,9558,3,False,1788816458,ABSENT,UNKNOWN,,,,,wnba__wnba_06.mp4,1
L00015:wnba_02,15,wnba_02,wnba,wnba_02,000000000,tracked,1,ORIGINAL,OTHER,1280x720,720,30.0,960.2666666666667,6287,28808,9603,3,False,1788816498,ABSENT,UNKNOWN,,,,,wnba__wnba_02.mp4,1
L00016:wnba_04,16,wnba_04,wnba,wnba_04,000000000,tracked,1,ORIGINAL,OTHER,1280x720,720,30.0,960.6333333333333,6189,28819,9607,3,False,1788817399,ABSENT,UNKNOWN,,,,,wnba__wnba_04.mp4,1
L00017:g220c_jh3fnwMi7dM,17,g220c_jh3fnwMi7dM,basketball,g220c_jh3fnwMi7dM,000000000,tracked,1,ORIGINAL,1080p30,1920x1080,1080,30.0,962.1666666666666,4543,28801,9601,3,False,1788817620,ABSENT,UNKNOWN,,,,,basketball__g220c_jh3fnwMi7dM.mp4,1
L00018:wnba_05,18,wnba_05,wnba,wnba_05,000000000,tracked,1,ORIGINAL,OTHER,1280x720,720,30.0,960.5,4736,28815,9605,3,False,1788817740,ABSENT,UNKNOWN,,,,,wnba__wnba_05.mp4,1
L00019:den_phx_2025,19,den_phx_2025,nba,den_phx_2025,000000000,tracked,1,ORIGINAL,720p60,1280x720,720,59.94005994005994,587.7037833333334,2972,35227,5872,6,False,1788817781,ABSENT,UNKNOWN,,,,,nba__den_phx_2025.mp4,1
L00020:okc_dal_2025,20,okc_dal_2025,nba,okc_dal_2025,000000000,tracked,1,ORIGINAL,720p60,1280x720,720,59.94005994005994,592.5252666666667,1695,35516,5920,6,False,1788817801,ABSENT,UNKNOWN,,,,,nba__okc_dal_2025.mp4,1
L00021:gsw_lakers_2025,21,gsw_lakers_2025,nba,gsw_lakers_2025,000000000,tracked,1,ORIGINAL,720p60,1280x720,720,59.94005994005994,696.3957,717,41742,6957,6,False,1788817901,ABSENT,UNKNOWN,,,,,nba__gsw_lakers_2025.mp4,1
L00022:ncaa_basketball_tiUvyvWOCxo,22,ncaa_basketball_tiUvyvWOCxo,ncaa_basketball,ncaa_basketball_tiUvyvWOCxo,000000000,tracked,1,ORIGINAL,OTHER,1280x720,720,29.97002997002997,964.4301333333334,3778,28904,9635,3,False,1788818022,ABSENT,UNKNOWN,,,,,ncaa_basketball__ncaa_basketball_tiUvyvWOCxo.mp4,1
L00023:mem_nop_2025,23,mem_nop_2025,nba,mem_nop_2025,000000000,tracked,1,ORIGINAL,720p60,1280x720,720,59.94005994005994,792.54175,2192,47505,7918,6,False,1788818142,ABSENT,UNKNOWN,,,,,nba__mem_nop_2025.mp4,1
L00024:bos_mia_playoffs,24,bos_mia_playoffs,nba,bos_mia_playoffs,000000000,tracked,1,ORIGINAL,720p60,1280x720,720,59.94005994005994,920.1358833333334,1941,55153,9193,6,False,1788818362,ABSENT,UNKNOWN,,,,,nba__bos_mia_playoffs.mp4,1
L00025:mia_bkn_2025,25,mia_bkn_2025,nba,mia_bkn_2025,000000000,tracked,1,ORIGINAL,720p60,1280x720,720,59.94005994005994,922.6217,37,55302,9217,6,False,1788818462,ABSENT,UNKNOWN,,,,,nba__mia_bkn_2025.mp4,1
L00026:0022500594_s300,26,0022500594_s300,nba,0022500594,000000300,tracked,1,ORIGINAL,OTHER,640x360,360,30.0,151.36666666666667,413,4501,1501,3,False,1788818642,ABSENT,UNKNOWN,,,,,nba__0022500594_s300.mp4,1
L00027:0022500594_s2700,27,0022500594_s2700,nba,0022500594,000002700,tracked,1,ORIGINAL,OTHER,640x360,360,30.0,151.36666666666667,1188,4501,1501,3,False,1788818723,ABSENT,UNKNOWN,,,,,nba__0022500594_s2700.mp4,1
L00028:mil_chi_2025,28,mil_chi_2025,nba,mil_chi_2025,000000000,tracked,1,ORIGINAL,720p60,1280x720,720,59.94005994005994,906.4722333333334,2642,54334,9056,6,False,1788818744,ABSENT,UNKNOWN,,,,,nba__mil_chi_2025.mp4,1
L00029:0022500575_s300,29,0022500575_s300,nba,0022500575,000000300,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,151.08426666666668,2208,4496,1499,3,False,1788818765,ABSENT,UNKNOWN,,,,,nba__0022500575_s300.mp4,1
L00030:0022500575_s5400,30,0022500575_s5400,nba,0022500575,000005400,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,152.6525,3211,4496,1499,3,False,1788819575,ABSENT,UNKNOWN,,,,,nba__0022500575_s5400.mp4,1
L00031:0022500630_s2700,31,0022500630_s2700,nba,0022500630,000002700,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,154.02053333333333,1334,4496,1499,3,False,1788819577,ABSENT,UNKNOWN,,,,,nba__0022500630_s2700.mp4,1
L00032:0022500630_s300,32,0022500630_s300,nba,0022500630,000000300,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,151.08426666666668,2027,4496,1499,3,False,1788819577,ABSENT,UNKNOWN,,,,,nba__0022500630_s300.mp4,1
L00033:0022500575_s2700,33,0022500575_s2700,nba,0022500575,000002700,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,152.11863333333335,5746,4496,1499,3,False,1788819597,ABSENT,UNKNOWN,,,,,nba__0022500575_s2700.mp4,1
L00034:0022500575_s8100,34,0022500575_s8100,nba,0022500575,000008100,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,151.28446666666667,3461,4496,1499,3,False,1788819597,ABSENT,UNKNOWN,,,,,nba__0022500575_s8100.mp4,1
L00035:0022500594_s5400,35,0022500594_s5400,nba,0022500594,000005400,tracked,1,ORIGINAL,OTHER,640x360,360,30.0,152.7,4170,4501,1501,3,False,1788819597,ABSENT,UNKNOWN,,,,,nba__0022500594_s5400.mp4,1
L00036:0022500594_s8100,36,0022500594_s8100,nba,0022500594,000008100,tracked,1,ORIGINAL,OTHER,640x360,360,30.0,154.03333333333333,3764,4501,1501,3,False,1788819597,ABSENT,UNKNOWN,,,,,nba__0022500594_s8100.mp4,1
L00037:cavs_broadcast_2025,37,cavs_broadcast_2025,nba,cavs_broadcast_2025,000000000,tracked,1,ORIGINAL,720p60,1280x720,720,59.94005994005994,937.0527833333333,1273,56167,9362,6,False,1788820846,ABSENT,UNKNOWN,,,,,nba__cavs_broadcast_2025.mp4,1
L00038:0022500594_s1500,38,0022500594_s1500,nba,0022500594,000001500,tracked,1,ORIGINAL,OTHER,640x360,360,30.0,151.36666666666667,4291,4501,1501,3,False,1788821665,ABSENT,UNKNOWN,,,,,nba__0022500594_s1500.mp4,1
L00039:0022500594_s9300,39,0022500594_s9300,nba,0022500594,000009300,tracked,1,ORIGINAL,OTHER,640x360,360,30.0,152.76666666666668,3253,4501,1501,3,False,1788821852,ABSENT,UNKNOWN,,,,,nba__0022500594_s9300.mp4,1
L00040:0022500594_s3900,40,0022500594_s3900,nba,0022500594,000003900,tracked,1,ORIGINAL,OTHER,640x360,360,30.0,151.36666666666667,3839,4501,1501,3,False,1788821875,ABSENT,UNKNOWN,,,,,nba__0022500594_s3900.mp4,1
L00041:0022500594_s6600,41,0022500594_s6600,nba,0022500594,000006600,tracked,1,ORIGINAL,OTHER,640x360,360,30.0,150.8,3850,4501,1501,3,False,1788821897,ABSENT,UNKNOWN,,,,,nba__0022500594_s6600.mp4,1
L00042:0022500575_s4500,42,0022500575_s4500,nba,0022500575,000004500,thin,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,134.90143333333333,0,,,,,1788821990,ABSENT,UNKNOWN,,,,,nba__0022500575_s4500.mp4,0
L00043:0022500575_s1500,43,0022500575_s1500,nba,0022500575,000001500,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,155.22173333333333,6066,4496,1499,3,False,1788822389,ABSENT,UNKNOWN,,,,,nba__0022500575_s1500.mp4,1
L00044:0022500594_s6000,44,0022500594_s6000,nba,0022500594,000006000,tracked,1,ORIGINAL,OTHER,640x360,360,30.0,130.03333333333333,1103,3901,1301,3,False,1788822436,ABSENT,UNKNOWN,,,,,nba__0022500594_s6000.mp4,1
L00045:0022500594_s4500,45,0022500594_s4500,nba,0022500594,000004500,thin,1,ORIGINAL,OTHER,640x360,360,30.0,130.96666666666667,0,,,,,1788822649,ABSENT,UNKNOWN,,,,,nba__0022500594_s4500.mp4,1
L00046:0022500594_s900,46,0022500594_s900,nba,0022500594,000000900,tracked,1,ORIGINAL,OTHER,640x360,360,30.0,134.03333333333333,3294,3901,1301,3,False,1788823087,ABSENT,UNKNOWN,,,,,nba__0022500594_s900.mp4,1
L00047:0022500594_s3300,47,0022500594_s3300,nba,0022500594,000003300,tracked,1,ORIGINAL,OTHER,640x360,360,30.0,134.03333333333333,3466,3901,1301,3,False,1788823303,ABSENT,UNKNOWN,,,,,nba__0022500594_s3300.mp4,1
L00048:0022500594_s2100,48,0022500594_s2100,nba,0022500594,000002100,tracked,1,ORIGINAL,OTHER,640x360,360,30.0,134.03333333333333,4750,3901,1301,3,False,1788823407,ABSENT,UNKNOWN,,,,,nba__0022500594_s2100.mp4,1
L00049:0022500575_s9300,49,0022500575_s9300,nba,0022500575,000009300,thin,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,130.09663333333333,0,,,,,1788823458,ABSENT,UNKNOWN,,,,,nba__0022500575_s9300.mp4,0
L00050:0022500575_s2100,50,0022500575_s2100,nba,0022500575,000002100,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,131.96516666666668,1853,3897,1299,3,False,1788823673,ABSENT,UNKNOWN,,,,,nba__0022500575_s2100.mp4,1
L00051:0022500575_s6000,51,0022500575_s6000,nba,0022500575,000006000,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,134.7346,3161,3897,1299,3,False,1788823884,ABSENT,UNKNOWN,,,,,nba__0022500575_s6000.mp4,1
L00052:phi_tor_2025,52,phi_tor_2025,nba,phi_tor_2025,000000000,thin,1,ORIGINAL,720p60,1280x720,720,59.94005994005994,904.6537500000001,0,,,,,1788823929,ABSENT,UNKNOWN,,,,,nba__phi_tor_2025.mp4,0
L00053:atl_ind_2025,53,atl_ind_2025,nba,atl_ind_2025,000000000,thin,1,ORIGINAL,720p60,1280x720,720,59.94005994005994,966.6156500000001,0,,,,,1788824046,ABSENT,UNKNOWN,,,,,nba__atl_ind_2025.mp4,0
L00054:bos_mia_2025,54,bos_mia_2025,nba,bos_mia_2025,000000000,thin,1,ORIGINAL,720p60,1280x720,720,59.94005994005994,908.45755,0,,,,,1788824046,ABSENT,UNKNOWN,,,,,nba__bos_mia_2025.mp4,0
L00055:0022500575_s3300,55,0022500575_s3300,nba,0022500575,000003300,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,130.76396666666668,4403,3897,1299,3,False,1788824136,ABSENT,UNKNOWN,,,,,nba__0022500575_s3300.mp4,1
L00056:nba_highlights_gsw,56,nba_highlights_gsw,nba,nba_highlights_gsw,000000000,thin,1,ORIGINAL,720p60,1280x720,720,59.94005994005994,979.4785,0,,,,,1788824225,ABSENT,UNKNOWN,,,,,nba__nba_highlights_gsw.mp4,0
L00057:sac_por_2025,57,sac_por_2025,nba,sac_por_2025,000000000,thin,1,ORIGINAL,720p60,1280x720,720,59.94005994005994,1058.0903666666668,0,,,,,1788824225,ABSENT,UNKNOWN,,,,,nba__sac_por_2025.mp4,0
L00058:0022500575_s3900,58,0022500575_s3900,nba,0022500575,000003900,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,132.8327,5116,3897,1299,3,False,1788824462,ABSENT,UNKNOWN,,,,,nba__0022500575_s3900.mp4,1
L00059:0022500575_s6600,59,0022500575_s6600,nba,0022500575,000006600,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,131.46466666666666,3573,3897,1299,3,False,1788825998,ABSENT,UNKNOWN,,,,,nba__0022500575_s6600.mp4,1
L00060:0022500575_s8700,60,0022500575_s8700,nba,0022500575,000008700,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,133.36656666666667,3113,3897,1299,3,False,1788826078,ABSENT,UNKNOWN,,,,,nba__0022500575_s8700.mp4,1
L00061:0022500575_s7200,61,0022500575_s7200,nba,0022500575,000007200,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,133.5334,2620,3897,1299,3,False,1788826108,ABSENT,UNKNOWN,,,,,nba__0022500575_s7200.mp4,1
L00062:0022500575_s900,62,0022500575_s900,nba,0022500575,000000900,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,130.06326666666666,3303,3898,1300,3,False,1788826108,ABSENT,UNKNOWN,,,,,nba__0022500575_s900.mp4,1
L00063:0022500594_s8700,63,0022500594_s8700,nba,0022500594,000008700,tracked,1,ORIGINAL,OTHER,640x360,360,30.0,131.36666666666667,4204,3901,1301,3,False,1788826191,ABSENT,UNKNOWN,,,,,nba__0022500594_s8700.mp4,1
L00064:0022500594_s9900,64,0022500594_s9900,nba,0022500594,000009900,tracked,1,ORIGINAL,OTHER,640x360,360,30.0,131.36666666666667,4180,3901,1301,3,False,1788826191,ABSENT,UNKNOWN,,,,,nba__0022500594_s9900.mp4,1
L00065:0022500630_s1500,65,0022500630_s1500,nba,0022500630,000001500,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,130.9308,3735,3897,1299,3,False,1788826192,ABSENT,UNKNOWN,,,,,nba__0022500630_s1500.mp4,1
L00066:0022500592_s2700,66,0022500592_s2700,nba,0022500592,000002700,thin,1,ORIGINAL,OTHER,640x360,360,29.97,131.89856523189857,0,,,,,1788826192,ABSENT,UNKNOWN,,,,,nba__0022500592_s2700.mp4,0
L00067:0022500592_s300,67,0022500592_s300,nba,0022500592,000000300,thin,1,ORIGINAL,OTHER,640x360,360,29.97,130.83083083083085,0,,,,,1788826192,ABSENT,UNKNOWN,,,,,nba__0022500592_s300.mp4,0
L00068:0022500594_s7200,68,0022500594_s7200,nba,0022500594,000007200,tracked,1,ORIGINAL,OTHER,640x360,360,30.0,130.03333333333333,5357,3901,1301,3,False,1788826221,ABSENT,UNKNOWN,,,,,nba__0022500594_s7200.mp4,1
L00069:0022500592_s9300,69,0022500592_s9300,nba,0022500592,000009300,thin,1,ORIGINAL,OTHER,640x360,360,29.97,133.5669002335669,0,,,,,1788826613,ABSENT,UNKNOWN,,,,,nba__0022500592_s9300.mp4,0
L00070:0022500630_s4500,70,0022500630_s4500,nba,0022500630,000004500,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,131.16436666666667,465,3897,1299,3,False,1788827853,ABSENT,UNKNOWN,,,,,nba__0022500630_s4500.mp4,1
L00071:0022500592_s6000,71,0022500592_s6000,nba,0022500592,000006000,tracked,1,ORIGINAL,OTHER,640x360,360,29.97,130.19686353019688,2517,3898,1300,3,False,1788828245,ABSENT,UNKNOWN,,,,,nba__0022500592_s6000.mp4,1
L00072:0022500592_s4500,72,0022500592_s4500,nba,0022500592,000004500,thin,1,ORIGINAL,OTHER,640x360,360,29.97,131.43143143143143,0,,,,,1788828466,ABSENT,UNKNOWN,,,,,nba__0022500592_s4500.mp4,1
L00073:0022500592_s900,73,0022500592_s900,nba,0022500592,000000900,tracked,1,ORIGINAL,OTHER,640x360,360,29.97,132.3656990323657,2508,3898,1300,3,False,1788828517,ABSENT,UNKNOWN,,,,,nba__0022500592_s900.mp4,1
L00074:0022500630_s3900,74,0022500630_s3900,nba,0022500630,000003900,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,132.8327,5176,3897,1299,3,False,1788828795,ABSENT,UNKNOWN,,,,,nba__0022500630_s3900.mp4,1
L00075:0022500592_s2100,75,0022500592_s2100,nba,0022500592,000002100,tracked,1,ORIGINAL,OTHER,640x360,360,29.97,130.3636970303637,5267,3898,1300,3,False,1788828894,ABSENT,UNKNOWN,,,,,nba__0022500592_s2100.mp4,1
L00076:0022500630_s2100,76,0022500630_s2100,nba,0022500630,000002100,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,131.0309,4787,3897,1299,3,False,1788828949,ABSENT,UNKNOWN,,,,,nba__0022500630_s2100.mp4,1
L00077:0022500592_s1500,77,0022500592_s1500,nba,0022500592,000001500,tracked,1,ORIGINAL,OTHER,640x360,360,29.97,133.90056723390057,3151,3898,1300,3,False,1788829001,ABSENT,UNKNOWN,,,,,nba__0022500592_s1500.mp4,1
L00078:0022500592_s8700,78,0022500592_s8700,nba,0022500592,000008700,tracked,1,ORIGINAL,OTHER,640x360,360,29.97,132.03203203203205,3594,3898,1300,3,False,1788829060,ABSENT,UNKNOWN,,,,,nba__0022500592_s8700.mp4,1
L00079:0022500630_s3300,79,0022500630_s3300,nba,0022500630,000003300,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,130.76396666666668,4137,3897,1299,3,False,1788829060,ABSENT,UNKNOWN,,,,,nba__0022500630_s3300.mp4,1
L00080:0022500621_s2100,80,0022500621_s2100,nba,0022500621,000002100,thin,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,131.96516666666668,0,,,,,1788829084,ABSENT,UNKNOWN,,,,,nba__0022500621_s2100.mp4,0
L00081:0022500592_s3900,81,0022500592_s3900,nba,0022500592,000003900,tracked,1,ORIGINAL,OTHER,640x360,360,29.97,134.9683016349683,4269,3898,1300,3,False,1788829143,ABSENT,UNKNOWN,,,,,nba__0022500592_s3900.mp4,1
L00082:0022500592_s5400,82,0022500592_s5400,nba,0022500592,000005400,tracked,1,ORIGINAL,OTHER,640x360,360,29.97,133.73373373373374,3578,3898,1300,3,False,1788829143,ABSENT,UNKNOWN,,,,,nba__0022500592_s5400.mp4,1
L00083:0022500592_s7200,83,0022500592_s7200,nba,0022500592,000007200,tracked,1,ORIGINAL,OTHER,640x360,360,29.97,133.2665999332666,4319,3898,1300,3,False,1788829190,ABSENT,UNKNOWN,,,,,nba__0022500592_s7200.mp4,1
L00084:0022500592_s8100,84,0022500592_s8100,nba,0022500592,000008100,tracked,1,ORIGINAL,OTHER,640x360,360,29.97,130.49716383049716,4745,3898,1300,3,False,1788829191,ABSENT,UNKNOWN,,,,,nba__0022500592_s8100.mp4,1
L00085:0022400909_s2400,85,0022400909_s2400,nba,0022400909,000002400,thin,1,ORIGINAL,OTHER,1280x720,720,29.97002997002997,134.06726666666668,0,,,,,1788829312,ABSENT,UNKNOWN,,,,,nba__0022400909_s2400.mp4,1
L00086:0022500621_s6000,86,0022500621_s6000,nba,0022500621,000006000,thin,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,134.7346,0,,,,,1788829336,ABSENT,UNKNOWN,,,,,nba__0022500621_s6000.mp4,0
L00087:0022500592_s3300,87,0022500592_s3300,nba,0022500592,000003300,tracked,1,ORIGINAL,OTHER,640x360,360,29.97,133.43343343343344,6394,3898,1300,3,False,1788829506,ABSENT,UNKNOWN,,,,,nba__0022500592_s3300.mp4,1
L00088:0022500592_s6600,88,0022500592_s6600,nba,0022500592,000006600,tracked,1,ORIGINAL,OTHER,640x360,360,29.97,131.73173173173174,5044,3898,1300,3,False,1788829711,ABSENT,UNKNOWN,,,,,nba__0022500592_s6600.mp4,1
L00089:0022500621_s1500,89,0022500621_s1500,nba,0022500621,000001500,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,131.26446666666666,1414,3897,1299,3,False,1788831037,ABSENT,UNKNOWN,,,,,nba__0022500621_s1500.mp4,1
L00090:0022500575,90,0022500575,nba,0022500575,000000000,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,9637.0274,2459,288822,30000,3,False,1788831228,ABSENT,UNKNOWN,,,,,nba__0022500575.mp4,1
L00091:0022500621_s4500,91,0022500621_s4500,nba,0022500621,000004500,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,131.29783333333333,1760,3897,1299,3,False,1788831307,ABSENT,UNKNOWN,,,,,nba__0022500621_s4500.mp4,1
L00092:0022500621_s2700,92,0022500621_s2700,nba,0022500621,000002700,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,134.0339,4664,3897,1299,3,False,1788831513,ABSENT,UNKNOWN,,,,,nba__0022500621_s2700.mp4,1
L00093:0022500621_s300,93,0022500621_s300,nba,0022500621,000000300,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,131.09763333333333,3529,3897,1299,3,False,1788831513,ABSENT,UNKNOWN,,,,,nba__0022500621_s300.mp4,1
L00094:0022400909_s900,94,0022400909_s900,nba,0022400909,000000900,tracked,1,ORIGINAL,OTHER,1280x720,720,29.97002997002997,132.5324,5603,3897,1299,3,False,1788831622,ABSENT,UNKNOWN,,,,,nba__0022400909_s900.mp4,1
L00095:0022500621_s6600,95,0022500621_s6600,nba,0022500621,000006600,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,131.46466666666666,4764,3897,1299,3,False,1788831626,ABSENT,UNKNOWN,,,,,nba__0022500621_s6600.mp4,1
L00096:0022500621_s3300,96,0022500621_s3300,nba,0022500621,000003300,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,130.76396666666668,4616,3897,1299,3,False,1788831676,ABSENT,UNKNOWN,,,,,nba__0022500621_s3300.mp4,1
L00097:0022500621_s5400,97,0022500621_s5400,nba,0022500621,000005400,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,132.66586666666666,4361,3897,1299,3,False,1788831679,ABSENT,UNKNOWN,,,,,nba__0022500621_s5400.mp4,1
L00098:0022500621_s3900,98,0022500621_s3900,nba,0022500621,000003900,tracked,1,ORIGINAL,OTHER,640x360,360,29.97002997002997,130.56376666666668,5823,3897,1299,3,False,1788831728,ABSENT,UNKNOWN,,,,,nba__0022500621_s3900.mp4,1
L00099:0022400909_s3900,99,0022400909_s3900,nba,0022400909,000003900,tracked,1,ORIGINAL,OTHER,1280x720,720,29.97002997002997,133.90043333333332,4255,3897,1299,3,False,1788831922,ABSENT,UNKNOWN,,,,,nba__0022400909_s3900.mp4,1
L00100:0022400909_s5400,100,0022400909_s5400,nba,0022400909,000005400,tracked,1,ORIGINAL,OTHER,1280x720,720,29.97002997002997,135.26846666666668,4016,3897,1299,3,False,1788831991,ABSENT,UNKNOWN,,,,,nba__0022400909_s5400.mp4,1
