source_name,arm,rule,frame_cap,read_frames,admitted_frames,first_admitted_index,last_admitted_index,last_admitted_pts_units,first_excluded_index,first_excluded_pts_units,time_base,validated_fps,deadline_s,first_boundary_extent_exact,first_boundary_extent_s,last_admitted_extent_exact,last_admitted_extent_s,inherited_bar_exact,first_excluded_within_bar,last_admitted_within_bar,contained,termination_reason,unknown_reason,draw_j,last_admitted_pts,first_excluded_pts,span_s,endpoint_gap_s,last_admitted_gap_s,overshoot_s,native_frame_interval_s
nba__Kh7Fj4ogPN4_s1262.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7793,3000,0,2999,4502998,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,2251499/45000,50.033311111111,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,8,50.033311111111,50.050000000000,50.033311111111,49.966688888889,49.966688888889,-49.950000000000,50000000000000/2997002997002997
nba__Kh7Fj4ogPN4_s1262.mp4,B_g401_fps_frame_cap,frame_cap,5995,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,8,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
nba__Kh7Fj4ogPN4_s1262.mp4,C_proposed_pts_stop,pts_stop,,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,8,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
nba__Kh7Fj4ogPN4_s4778.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7793,3000,0,2999,4502999,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,4502999/90000,50.033322222222,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,9,50.033322222222,50.050000000000,50.033322222222,49.966677777778,49.966677777778,-49.950000000000,50000000000000/2997002997002997
nba__Kh7Fj4ogPN4_s4778.mp4,B_g401_fps_frame_cap,frame_cap,5995,7793,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,9,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
nba__Kh7Fj4ogPN4_s4778.mp4,C_proposed_pts_stop,pts_stop,,7793,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,9,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
nba__Ktu6yFS9iMo_s1311.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7793,3000,0,2999,4502999,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,4502999/90000,50.033322222222,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,10,50.033322222222,50.050000000000,50.033322222222,49.966677777778,49.966677777778,-49.950000000000,50000000000000/2997002997002997
nba__Ktu6yFS9iMo_s1311.mp4,B_g401_fps_frame_cap,frame_cap,5995,7793,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,10,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
nba__Ktu6yFS9iMo_s1311.mp4,C_proposed_pts_stop,pts_stop,,7793,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,10,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
nba__Ktu6yFS9iMo_s4974.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7794,3000,0,2999,4502999,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,4502999/90000,50.033322222222,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,11,50.033322222222,50.050000000000,50.033322222222,49.966677777778,49.966677777778,-49.950000000000,50000000000000/2997002997002997
nba__Ktu6yFS9iMo_s4974.mp4,B_g401_fps_frame_cap,frame_cap,5995,7794,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,11,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
nba__Ktu6yFS9iMo_s4974.mp4,C_proposed_pts_stop,pts_stop,,7794,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,11,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
nba__L7o4UCIIqS4_s1373.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7793,3000,0,2999,4502999,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,4502999/90000,50.033322222222,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,12,50.033322222222,50.050000000000,50.033322222222,49.966677777778,49.966677777778,-49.950000000000,50000000000000/2997002997002997
nba__L7o4UCIIqS4_s1373.mp4,B_g401_fps_frame_cap,frame_cap,5995,7793,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,12,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
nba__L7o4UCIIqS4_s1373.mp4,C_proposed_pts_stop,pts_stop,,7793,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,12,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
nba__L7o4UCIIqS4_s5222.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7794,3000,0,2999,4502998,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,2251499/45000,50.033311111111,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,13,50.033311111111,50.050000000000,50.033311111111,49.966688888889,49.966688888889,-49.950000000000,50000000000000/2997002997002997
nba__L7o4UCIIqS4_s5222.mp4,B_g401_fps_frame_cap,frame_cap,5995,7794,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,13,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
nba__L7o4UCIIqS4_s5222.mp4,C_proposed_pts_stop,pts_stop,,7794,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,13,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
nba__oL9Uaie2v2A_s2438.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7794,3000,0,2999,4502999,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,4502999/90000,50.033322222222,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,14,50.033322222222,50.050000000000,50.033322222222,49.966677777778,49.966677777778,-49.950000000000,50000000000000/2997002997002997
nba__oL9Uaie2v2A_s2438.mp4,B_g401_fps_frame_cap,frame_cap,5995,7794,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,14,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
nba__oL9Uaie2v2A_s2438.mp4,C_proposed_pts_stop,pts_stop,,7794,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,14,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
ncaa_basketball__6rQ2sV4upfc_s90.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7793,3000,0,2999,4502998,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,2251499/45000,50.033311111111,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,15,50.033311111111,50.050000000000,50.033311111111,49.966688888889,49.966688888889,-49.950000000000,50000000000000/2997002997002997
ncaa_basketball__6rQ2sV4upfc_s90.mp4,B_g401_fps_frame_cap,frame_cap,5995,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,15,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
ncaa_basketball__6rQ2sV4upfc_s90.mp4,C_proposed_pts_stop,pts_stop,,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,15,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
ncaa_basketball__6rQ2sV4upfc_s4347.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7793,3000,0,2999,4502999,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,4502999/90000,50.033322222222,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,16,50.033322222222,50.050000000000,50.033322222222,49.966677777778,49.966677777778,-49.950000000000,50000000000000/2997002997002997
ncaa_basketball__6rQ2sV4upfc_s4347.mp4,B_g401_fps_frame_cap,frame_cap,5995,7793,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,16,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
ncaa_basketball__6rQ2sV4upfc_s4347.mp4,C_proposed_pts_stop,pts_stop,,7793,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,16,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
ncaa_basketball__7blRl4zVfrY_s2356.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7793,3000,0,2999,4502998,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,2251499/45000,50.033311111111,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,17,50.033311111111,50.050000000000,50.033311111111,49.966688888889,49.966688888889,-49.950000000000,50000000000000/2997002997002997
ncaa_basketball__7blRl4zVfrY_s2356.mp4,B_g401_fps_frame_cap,frame_cap,5995,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,17,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
ncaa_basketball__7blRl4zVfrY_s2356.mp4,C_proposed_pts_stop,pts_stop,,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,17,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
ncaa_basketball__FyMWTVsJvv8_s90.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7793,3000,0,2999,4502998,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,2251499/45000,50.033311111111,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,18,50.033311111111,50.050000000000,50.033311111111,49.966688888889,49.966688888889,-49.950000000000,50000000000000/2997002997002997
ncaa_basketball__FyMWTVsJvv8_s90.mp4,B_g401_fps_frame_cap,frame_cap,5995,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,18,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
ncaa_basketball__FyMWTVsJvv8_s90.mp4,C_proposed_pts_stop,pts_stop,,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,18,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
ncaa_basketball__FyMWTVsJvv8_s4332.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7793,3000,0,2999,4502998,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,2251499/45000,50.033311111111,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,19,50.033311111111,50.050000000000,50.033311111111,49.966688888889,49.966688888889,-49.950000000000,50000000000000/2997002997002997
ncaa_basketball__FyMWTVsJvv8_s4332.mp4,B_g401_fps_frame_cap,frame_cap,5995,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,19,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
ncaa_basketball__FyMWTVsJvv8_s4332.mp4,C_proposed_pts_stop,pts_stop,,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,19,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7793,3000,0,2999,4502999,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,4502999/90000,50.033322222222,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,20,50.033322222222,50.050000000000,50.033322222222,49.966677777778,49.966677777778,-49.950000000000,50000000000000/2997002997002997
ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,B_g401_fps_frame_cap,frame_cap,5995,7793,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,20,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,C_proposed_pts_stop,pts_stop,,7793,5995,0,5994,8999991,5995,9001493,1/90000,59.94005994005994,100,9001493/90000,100.016588888889,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,20,99.999900000000,100.016588888889,99.999900000000,0.000100000000,0.000100000000,0.016588888889,50000000000000/2997002997002997
ncaa_basketball__IpR4pT8iN0Y_s90.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7793,3000,0,2999,4502998,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,2251499/45000,50.033311111111,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,21,50.033311111111,50.050000000000,50.033311111111,49.966688888889,49.966688888889,-49.950000000000,50000000000000/2997002997002997
ncaa_basketball__IpR4pT8iN0Y_s90.mp4,B_g401_fps_frame_cap,frame_cap,5995,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,21,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
ncaa_basketball__IpR4pT8iN0Y_s90.mp4,C_proposed_pts_stop,pts_stop,,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,21,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7793,3000,0,2999,4502998,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,2251499/45000,50.033311111111,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,22,50.033311111111,50.050000000000,50.033311111111,49.966688888889,49.966688888889,-49.950000000000,50000000000000/2997002997002997
ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,B_g401_fps_frame_cap,frame_cap,5995,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,FRAME_CAP,,22,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,C_proposed_pts_stop,pts_stop,,7793,5995,0,5994,8999991,5995,9001492,1/90000,59.94005994005994,100,2250373/22500,100.016577777778,999999/10000,99.999900000000,50000000000000/2997002997002997,True,True,True,DEADLINE,,22,99.999900000000,100.016577777778,99.999900000000,0.000100000000,0.000100000000,0.016577777778,50000000000000/2997002997002997
ncaa_basketball__KZK9rv9TnGE_s2858.mp4,A_legacy_frame_cap_3000,frame_cap,3000,7793,3000,0,2999,4502998,3000,4504500,1/90000,59.94005994005994,100,1001/20,50.050000000000,2251499/45000,50.033311111111,50000000000000/2997002997002997,False,False,False,FRAME_CAP,,23,50.033311111111,50.050000000000,50.033311111111,49.966688888889,49.966688888889,-49.950000000000,50000000000000/2997002997002997
