draw_kind,section_id,frame,slot,reason
1080p30,4JS090XPhmM_s3537,2537,5,NO_STORED_POSITION
1080p30,4JS090XPhmM_s3537,2537,6,NO_STORED_POSITION
1080p30,4JS090XPhmM_s3537,2537,7,NO_STORED_POSITION
1080p30,4JS090XPhmM_s3537,2537,8,NO_STORED_POSITION
1080p30,4JS090XPhmM_s3537,2537,9,NO_STORED_POSITION
1080p30,4JS090XPhmM_s4686,2790,1,NO_STORED_POSITION
1080p30,4JS090XPhmM_s4686,2790,2,NO_STORED_POSITION
1080p30,4JS090XPhmM_s4686,2790,3,NO_STORED_POSITION
1080p30,4JS090XPhmM_s4686,2790,4,NO_STORED_POSITION
1080p30,4JS090XPhmM_s4686,2790,6,NO_STORED_POSITION
1080p30,4JS090XPhmM_s4686,2790,8,NO_STORED_POSITION
1080p30,4JS090XPhmM_s4686,2820,0,NO_STORED_POSITION
1080p30,4JS090XPhmM_s4686,2820,3,NO_STORED_POSITION
1080p30,4JS090XPhmM_s4686,2820,7,NO_STORED_POSITION
1080p30,4JS090XPhmM_s4686,2820,9,NO_STORED_POSITION
1080p30,9sq-YMlIo9Q_s2346,127,1,NO_STORED_POSITION
1080p30,9sq-YMlIo9Q_s2346,127,5,NO_STORED_POSITION
1080p30,9sq-YMlIo9Q_s2346,394,2,NO_STORED_POSITION
1080p30,9sq-YMlIo9Q_s2346,394,3,NO_STORED_POSITION
1080p30,9sq-YMlIo9Q_s2346,394,7,NO_STORED_POSITION
1080p30,9sq-YMlIo9Q_s2346,394,9,NO_STORED_POSITION
1080p30,J8pMOFvFlsU_s1384,3301,5,NO_STORED_POSITION
1080p30,J8pMOFvFlsU_s1384,3301,6,NO_STORED_POSITION
1080p30,J8pMOFvFlsU_s1384,3301,7,NO_STORED_POSITION
1080p30,J8pMOFvFlsU_s1384,3301,8,NO_STORED_POSITION
1080p30,J8pMOFvFlsU_s1384,3301,9,NO_STORED_POSITION
1080p30,J8pMOFvFlsU_s1384,3301,10,NO_STORED_POSITION
1080p30,J8pMOFvFlsU_s3972,3391,0,NO_STORED_POSITION
1080p30,J8pMOFvFlsU_s3972,3391,5,NO_STORED_POSITION
1080p30,UCVSlzgun0o_s2298,594,0,NO_STORED_POSITION
1080p30,UCVSlzgun0o_s2298,594,3,NO_STORED_POSITION
1080p30,UCVSlzgun0o_s2298,594,4,NO_STORED_POSITION
1080p30,UCVSlzgun0o_s90,784,0,NO_STORED_POSITION
1080p30,UCVSlzgun0o_s90,784,2,NO_STORED_POSITION
1080p30,UCVSlzgun0o_s90,850,0,NO_STORED_POSITION
1080p30,UCVSlzgun0o_s90,850,8,NO_STORED_POSITION
1080p30,Vm0FqeGo-8g_s1317,1056,0,NO_STORED_POSITION
1080p30,Vm0FqeGo-8g_s1317,1056,5,NO_STORED_POSITION
1080p30,Vm0FqeGo-8g_s1317,1056,6,NO_STORED_POSITION
1080p30,Vm0FqeGo-8g_s1317,1080,0,NO_STORED_POSITION
1080p30,Vm0FqeGo-8g_s1317,1080,1,NO_STORED_POSITION
1080p30,Vm0FqeGo-8g_s1317,1080,5,NO_STORED_POSITION
1080p30,Vm0FqeGo-8g_s1317,1080,6,NO_STORED_POSITION
1080p30,Vm0FqeGo-8g_s1317,1080,9,NO_STORED_POSITION
1080p30,X5w3V6rh26s_s90,1247,0,NO_STORED_POSITION
1080p30,X5w3V6rh26s_s90,1247,1,NO_STORED_POSITION
1080p30,X5w3V6rh26s_s90,1247,3,NO_STORED_POSITION
1080p30,X5w3V6rh26s_s90,1247,5,NO_STORED_POSITION
1080p30,X5w3V6rh26s_s90,1247,7,NO_STORED_POSITION
1080p30,Y1cgaIWW8gk_s2784,1340,0,NO_STORED_POSITION
1080p30,Y1cgaIWW8gk_s2784,1340,1,NO_STORED_POSITION
1080p30,Y1cgaIWW8gk_s2784,1340,3,NO_STORED_POSITION
1080p30,Y1cgaIWW8gk_s2784,1424,3,NO_STORED_POSITION
1080p30,Y1cgaIWW8gk_s2784,1424,4,NO_STORED_POSITION
1080p30,Y1cgaIWW8gk_s2784,1424,5,NO_STORED_POSITION
1080p30,Y1cgaIWW8gk_s2784,1424,8,NO_STORED_POSITION
1080p30,tFnl0NVn6FA_s2774,1622,0,NO_STORED_POSITION
1080p30,tFnl0NVn6FA_s2774,1622,1,NO_STORED_POSITION
1080p30,tFnl0NVn6FA_s2774,1622,6,NO_STORED_POSITION
1080p30,tFnl0NVn6FA_s2774,1787,2,NO_STORED_POSITION
1080p30,tFnl0NVn6FA_s2774,1787,5,NO_STORED_POSITION
1080p30,tFnl0NVn6FA_s2774,1787,7,NO_STORED_POSITION
1080p30,tFnl0NVn6FA_s90,1915,0,NO_STORED_POSITION
1080p30,tFnl0NVn6FA_s90,1915,1,NO_STORED_POSITION
1080p30,tFnl0NVn6FA_s90,1915,3,NO_STORED_POSITION
1080p30,tFnl0NVn6FA_s90,1915,4,NO_STORED_POSITION
1080p30,tFnl0NVn6FA_s90,1915,7,NO_STORED_POSITION
1080p30,tFnl0NVn6FA_s90,1915,8,NO_STORED_POSITION
1080p30,tZeqmc_-_sA_s2574,1938,1,NO_STORED_POSITION
1080p30,tZeqmc_-_sA_s2574,1938,5,NO_STORED_POSITION
1080p30,tZeqmc_-_sA_s2574,2088,0,NO_STORED_POSITION
1080p30,tZeqmc_-_sA_s2574,2088,5,NO_STORED_POSITION
1080p30,tZeqmc_-_sA_s2574,2088,6,NO_STORED_POSITION
1080p30,tZeqmc_-_sA_s2574,2088,7,NO_STORED_POSITION
1080p30,tZeqmc_-_sA_s2574,2088,8,NO_STORED_POSITION
1080p30,yZ5u2sOpiNU_s5214,2113,0,NO_STORED_POSITION
1080p30,yZ5u2sOpiNU_s5214,2113,2,NO_STORED_POSITION
1080p30,yZ5u2sOpiNU_s5214,2113,5,NO_STORED_POSITION
1080p30,yZ5u2sOpiNU_s5214,2113,6,NO_STORED_POSITION
1080p30,yZ5u2sOpiNU_s5214,2113,7,NO_STORED_POSITION
1080p30,yZ5u2sOpiNU_s5214,2113,9,NO_STORED_POSITION
1080p30,yZ5u2sOpiNU_s90,2311,1,NO_STORED_POSITION
1080p30,yZ5u2sOpiNU_s90,2311,2,NO_STORED_POSITION
1080p30,yZ5u2sOpiNU_s90,2311,5,NO_STORED_POSITION
1080p30,yZ5u2sOpiNU_s90,2311,6,NO_STORED_POSITION
1080p30,yZ5u2sOpiNU_s90,2311,10,NO_STORED_POSITION
1080p30,yZ5u2sOpiNU_s90,2398,1,NO_STORED_POSITION
1080p30,yZ5u2sOpiNU_s90,2398,2,NO_STORED_POSITION
1080p30,yZ5u2sOpiNU_s90,2398,3,NO_STORED_POSITION
1080p30,yZ5u2sOpiNU_s90,2398,6,NO_STORED_POSITION
1080p30,yZ5u2sOpiNU_s90,2398,8,NO_STORED_POSITION
1080p30,yZ5u2sOpiNU_s90,2398,10,NO_STORED_POSITION
720p60,3gBeJyl7Szg_s2302,775,1,NO_STORED_POSITION
720p60,3gBeJyl7Szg_s2302,775,2,NO_STORED_POSITION
720p60,3gBeJyl7Szg_s2302,1171,4,NO_STORED_POSITION
720p60,3gBeJyl7Szg_s90,1266,0,NO_STORED_POSITION
720p60,3gBeJyl7Szg_s90,1266,2,NO_STORED_POSITION
720p60,3gBeJyl7Szg_s90,1266,6,NO_STORED_POSITION
720p60,3gBeJyl7Szg_s90,1266,9,NO_STORED_POSITION
720p60,3gBeJyl7Szg_s90,1512,4,NO_STORED_POSITION
720p60,3gBeJyl7Szg_s90,1512,9,NO_STORED_POSITION
720p60,6rQ2sV4upfc_s1509,3096,0,NO_STORED_POSITION
720p60,6rQ2sV4upfc_s1509,3096,1,NO_STORED_POSITION
720p60,6rQ2sV4upfc_s1509,3108,4,NO_STORED_POSITION
720p60,6rQ2sV4upfc_s1509,3108,5,NO_STORED_POSITION
720p60,6rQ2sV4upfc_s90,3741,2,NO_STORED_POSITION
720p60,6rQ2sV4upfc_s90,3741,3,NO_STORED_POSITION
720p60,6rQ2sV4upfc_s90,3741,5,NO_STORED_POSITION
720p60,6rQ2sV4upfc_s90,3741,6,NO_STORED_POSITION
720p60,6rQ2sV4upfc_s90,3741,7,NO_STORED_POSITION
720p60,7blRl4zVfrY_s90,4110,0,NO_STORED_POSITION
720p60,7blRl4zVfrY_s90,4110,1,NO_STORED_POSITION
720p60,7blRl4zVfrY_s90,4110,2,NO_STORED_POSITION
720p60,7blRl4zVfrY_s90,4110,6,NO_STORED_POSITION
720p60,7blRl4zVfrY_s90,4110,7,NO_STORED_POSITION
720p60,7blRl4zVfrY_s90,4260,0,NO_STORED_POSITION
720p60,7blRl4zVfrY_s90,4260,1,NO_STORED_POSITION
720p60,7blRl4zVfrY_s90,4260,2,NO_STORED_POSITION
720p60,7blRl4zVfrY_s90,4260,3,NO_STORED_POSITION
720p60,7blRl4zVfrY_s90,4260,5,NO_STORED_POSITION
720p60,7blRl4zVfrY_s90,4260,8,NO_STORED_POSITION
720p60,7blRl4zVfrY_s90,4260,9,NO_STORED_POSITION
720p60,Ge4uewCFUFQ_s2382,4525,0,NO_STORED_POSITION
720p60,Ge4uewCFUFQ_s4674,4968,1,NO_STORED_POSITION
720p60,Ge4uewCFUFQ_s4674,4968,3,NO_STORED_POSITION
720p60,Ge4uewCFUFQ_s4674,4968,6,NO_STORED_POSITION
720p60,KZK9rv9TnGE_s1474,4987,0,NO_STORED_POSITION
720p60,KZK9rv9TnGE_s1474,4987,2,NO_STORED_POSITION
720p60,KZK9rv9TnGE_s1474,4987,5,NO_STORED_POSITION
720p60,KZK9rv9TnGE_s1474,4987,7,NO_STORED_POSITION
720p60,KZK9rv9TnGE_s1474,5143,0,NO_STORED_POSITION
720p60,KZK9rv9TnGE_s1474,5143,6,NO_STORED_POSITION
720p60,KZK9rv9TnGE_s4242,5429,0,NO_STORED_POSITION
720p60,KZK9rv9TnGE_s4242,5429,1,NO_STORED_POSITION
720p60,KZK9rv9TnGE_s4242,5429,2,NO_STORED_POSITION
720p60,KZK9rv9TnGE_s4242,5429,3,NO_STORED_POSITION
720p60,KZK9rv9TnGE_s4242,5429,5,NO_STORED_POSITION
720p60,KZK9rv9TnGE_s4242,5429,6,NO_STORED_POSITION
720p60,KZK9rv9TnGE_s4242,5429,8,NO_STORED_POSITION
720p60,KZK9rv9TnGE_s4242,5429,9,NO_STORED_POSITION
720p60,KZK9rv9TnGE_s90,5649,5,NO_STORED_POSITION
720p60,KZK9rv9TnGE_s90,5649,6,NO_STORED_POSITION
720p60,KZK9rv9TnGE_s90,5649,10,NO_STORED_POSITION
720p60,Kh7Fj4ogPN4_s3606,1533,1,NO_STORED_POSITION
720p60,Kh7Fj4ogPN4_s3606,1533,2,NO_STORED_POSITION
720p60,Kh7Fj4ogPN4_s3606,1533,6,NO_STORED_POSITION
720p60,Kh7Fj4ogPN4_s3606,1533,8,NO_STORED_POSITION
720p60,Ktu6yFS9iMo_s6195,2001,,TICK_NOT_EVALUATED_IN_REPLAY
720p60,Ktu6yFS9iMo_s6195,2013,,TICK_NOT_EVALUATED_IN_REPLAY
720p60,L7o4UCIIqS4_s5222,2729,0,NO_STORED_POSITION
720p60,L7o4UCIIqS4_s5222,2729,2,NO_STORED_POSITION
720p60,L7o4UCIIqS4_s5222,2729,8,NO_STORED_POSITION
720p60,acb-jHcR5UxPGuE_s1393,628,0,NO_STORED_POSITION
720p60,acb-jHcR5UxPGuE_s90,885,0,NO_STORED_POSITION
720p60,acb-jHcR5UxPGuE_s90,885,1,NO_STORED_POSITION
720p60,acb-jHcR5UxPGuE_s90,885,2,NO_STORED_POSITION
720p60,acb-jHcR5UxPGuE_s90,885,3,NO_STORED_POSITION
720p60,acb-jHcR5UxPGuE_s90,885,10,NO_STORED_POSITION
720p60,dAy3tnlu3EQ_s4326,5816,1,NO_STORED_POSITION
720p60,dAy3tnlu3EQ_s4326,5816,3,NO_STORED_POSITION
720p60,dAy3tnlu3EQ_s4326,5816,5,NO_STORED_POSITION
720p60,dAy3tnlu3EQ_s4326,5816,6,NO_STORED_POSITION
720p60,dAy3tnlu3EQ_s4326,6164,7,NO_STORED_POSITION
720p60,oL9Uaie2v2A_s2438,3027,4,NO_STORED_POSITION
720p60,s-0Y7aLxXgM_s1275,6422,0,NO_STORED_POSITION
720p60,s-0Y7aLxXgM_s1275,6422,2,NO_STORED_POSITION
720p60,s-0Y7aLxXgM_s1275,6422,9,NO_STORED_POSITION
720p60,s-0Y7aLxXgM_s1275,6512,0,NO_STORED_POSITION
720p60,s-0Y7aLxXgM_s1275,6512,6,NO_STORED_POSITION
720p60,s-0Y7aLxXgM_s4830,6931,1,NO_STORED_POSITION
720p60,s-0Y7aLxXgM_s4830,6931,3,NO_STORED_POSITION
720p60,s-0Y7aLxXgM_s4830,6931,6,NO_STORED_POSITION
720p60,s-0Y7aLxXgM_s4830,6931,7,NO_STORED_POSITION
720p60,s-0Y7aLxXgM_s4830,6931,8,NO_STORED_POSITION
720p60,xv0WyG7_99c_s4530,7095,2,NO_STORED_POSITION
720p60,xv0WyG7_99c_s4530,7095,4,NO_STORED_POSITION
720p60,xv0WyG7_99c_s4530,7557,1,NO_STORED_POSITION
720p60,xv0WyG7_99c_s4530,7557,3,NO_STORED_POSITION
720p60,xv0WyG7_99c_s4530,7557,4,NO_STORED_POSITION
720p60,xv0WyG7_99c_s4530,7557,7,NO_STORED_POSITION
720p60,xv0WyG7_99c_s4530,7557,8,NO_STORED_POSITION
720p60,xv0WyG7_99c_s4530,7557,10,NO_STORED_POSITION
