card_id,set,box_id,against
720p60_26,producer,720p60_26_r04,blind
720p60_26,blind,720p60_26_m00,producer
720p60_26,blind,720p60_26_m01,producer
720p60_26,blind,720p60_26_m02,producer
720p60_26,blind,720p60_26_m03,producer
720p60_26,blind,720p60_26_m04,producer
720p60_26,blind,720p60_26_m05,producer
720p60_26,blind,720p60_26_m06,producer
720p60_26,blind,720p60_26_m07,producer
720p60_26,blind,720p60_26_m08,producer
720p60_26,blind,720p60_26_m09,producer
720p60_26,blind,720p60_26_m10,producer
720p60_26,blind,720p60_26_m11,producer
720p60_26,producer,720p60_26_r00,comparator
720p60_26,producer,720p60_26_r01,comparator
720p60_26,producer,720p60_26_r02,comparator
720p60_26,producer,720p60_26_r03,comparator
720p60_26,producer,720p60_26_r04,comparator
720p60_26,comparator,720p60_26_d00,producer
720p60_26,comparator,720p60_26_d01,producer
720p60_26,comparator,720p60_26_d02,producer
720p60_26,comparator,720p60_26_d03,producer
720p60_26,comparator,720p60_26_d04,producer
720p60_26,comparator,720p60_26_d05,producer
720p60_26,comparator,720p60_26_d06,producer
720p60_26,comparator,720p60_26_d07,producer
720p60_26,comparator,720p60_26_d08,producer
720p60_26,comparator,720p60_26_d09,producer
720p60_26,comparator,720p60_26_d00,blind
720p60_26,comparator,720p60_26_d03,blind
720p60_26,comparator,720p60_26_d05,blind
720p60_26,comparator,720p60_26_d07,blind
720p60_26,comparator,720p60_26_d08,blind
720p60_26,comparator,720p60_26_d09,blind
720p60_26,blind,720p60_26_m00,comparator
720p60_26,blind,720p60_26_m04,comparator
720p60_26,blind,720p60_26_m05,comparator
720p60_26,blind,720p60_26_m07,comparator
720p60_26,blind,720p60_26_m08,comparator
720p60_26,blind,720p60_26_m09,comparator
720p60_26,blind,720p60_26_m10,comparator
720p60_26,blind,720p60_26_m11,comparator
720p60_27,blind,720p60_27_m00,producer
720p60_27,blind,720p60_27_m01,producer
720p60_27,blind,720p60_27_m02,producer
720p60_27,blind,720p60_27_m03,producer
720p60_27,blind,720p60_27_m04,producer
720p60_27,blind,720p60_27_m05,producer
720p60_27,blind,720p60_27_m06,producer
720p60_27,blind,720p60_27_m07,producer
720p60_27,blind,720p60_27_m08,producer
720p60_27,blind,720p60_27_m09,producer
720p60_27,blind,720p60_27_m10,producer
720p60_27,blind,720p60_27_m11,producer
720p60_27,comparator,720p60_27_d00,producer
720p60_27,comparator,720p60_27_d01,producer
720p60_27,comparator,720p60_27_d02,producer
720p60_27,comparator,720p60_27_d03,producer
720p60_27,comparator,720p60_27_d04,producer
720p60_27,comparator,720p60_27_d05,producer
720p60_27,comparator,720p60_27_d06,producer
720p60_27,comparator,720p60_27_d07,producer
720p60_27,comparator,720p60_27_d08,producer
720p60_27,comparator,720p60_27_d09,producer
720p60_27,comparator,720p60_27_d10,producer
720p60_27,comparator,720p60_27_d11,producer
720p60_27,comparator,720p60_27_d12,producer
720p60_27,comparator,720p60_27_d01,blind
720p60_27,comparator,720p60_27_d02,blind
720p60_27,comparator,720p60_27_d04,blind
720p60_27,comparator,720p60_27_d08,blind
720p60_27,comparator,720p60_27_d10,blind
720p60_27,comparator,720p60_27_d11,blind
720p60_27,comparator,720p60_27_d12,blind
720p60_27,blind,720p60_27_m00,comparator
720p60_27,blind,720p60_27_m04,comparator
720p60_27,blind,720p60_27_m08,comparator
720p60_27,blind,720p60_27_m09,comparator
720p60_27,blind,720p60_27_m10,comparator
720p60_27,blind,720p60_27_m11,comparator
720p60_28,producer,720p60_28_r00,blind
720p60_28,producer,720p60_28_r01,blind
720p60_28,producer,720p60_28_r02,blind
720p60_28,producer,720p60_28_r03,blind
720p60_28,blind,720p60_28_m00,producer
720p60_28,blind,720p60_28_m01,producer
720p60_28,blind,720p60_28_m02,producer
720p60_28,blind,720p60_28_m03,producer
720p60_28,blind,720p60_28_m04,producer
720p60_28,blind,720p60_28_m05,producer
720p60_28,blind,720p60_28_m06,producer
720p60_28,blind,720p60_28_m07,producer
720p60_28,blind,720p60_28_m08,producer
720p60_28,blind,720p60_28_m09,producer
720p60_28,blind,720p60_28_m10,producer
720p60_28,producer,720p60_28_r00,comparator
720p60_28,producer,720p60_28_r01,comparator
720p60_28,producer,720p60_28_r02,comparator
720p60_28,producer,720p60_28_r03,comparator
720p60_28,comparator,720p60_28_d00,producer
720p60_28,comparator,720p60_28_d01,producer
720p60_28,comparator,720p60_28_d02,producer
720p60_28,comparator,720p60_28_d03,producer
720p60_28,comparator,720p60_28_d04,producer
720p60_28,comparator,720p60_28_d05,producer
720p60_28,comparator,720p60_28_d06,producer
720p60_28,comparator,720p60_28_d07,producer
720p60_28,comparator,720p60_28_d08,producer
720p60_28,comparator,720p60_28_d09,producer
720p60_28,comparator,720p60_28_d10,producer
720p60_28,comparator,720p60_28_d03,blind
720p60_28,comparator,720p60_28_d08,blind
720p60_28,comparator,720p60_28_d09,blind
720p60_28,comparator,720p60_28_d10,blind
720p60_28,blind,720p60_28_m01,comparator
720p60_28,blind,720p60_28_m05,comparator
720p60_28,blind,720p60_28_m09,comparator
720p60_28,blind,720p60_28_m10,comparator
720p60_29,producer,720p60_29_r01,blind
720p60_29,producer,720p60_29_r02,blind
720p60_29,producer,720p60_29_r03,blind
720p60_29,blind,720p60_29_m00,producer
720p60_29,blind,720p60_29_m01,producer
720p60_29,blind,720p60_29_m03,producer
720p60_29,blind,720p60_29_m04,producer
720p60_29,producer,720p60_29_r03,comparator
720p60_29,comparator,720p60_29_d03,producer
720p60_29,comparator,720p60_29_d04,producer
720p60_29,comparator,720p60_29_d05,producer
720p60_29,comparator,720p60_29_d06,producer
720p60_29,comparator,720p60_29_d01,blind
720p60_29,comparator,720p60_29_d02,blind
720p60_29,comparator,720p60_29_d03,blind
720p60_29,comparator,720p60_29_d04,blind
720p60_29,comparator,720p60_29_d05,blind
720p60_29,comparator,720p60_29_d06,blind
720p60_29,blind,720p60_29_m00,comparator
720p60_29,blind,720p60_29_m01,comparator
720p60_29,blind,720p60_29_m03,comparator
720p60_29,blind,720p60_29_m04,comparator
