card_id,blind_completed_utc,overlay_opened_utc
1080p30_25,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_25,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_25,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_25,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_25,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_25,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_25,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_25,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_25,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_25,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_25,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_25,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_25,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_25,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_26,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_26,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_26,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_26,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_26,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_26,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_26,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_27,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_28,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_28,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_28,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_28,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_28,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_28,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_28,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_28,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_29,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_29,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_29,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_29,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_29,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_29,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_29,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_29,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_29,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_29,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
1080p30_29,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z
720p60_00,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_00,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_00,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_00,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_00,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_01,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_01,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_01,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_01,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_02,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_02,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_02,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_02,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_03,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_03,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_03,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_03,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_03,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_03,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_03,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_04,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_04,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_04,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_04,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_04,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_04,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_04,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_04,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_04,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_04,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_04,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_05,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_05,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_05,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_05,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_05,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_05,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z
720p60_06,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_06,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_06,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_06,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_06,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_07,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_07,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_07,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_07,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_07,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_07,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_07,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_07,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_07,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_07,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_07,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_07,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_07,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_07,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_08,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_08,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_08,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_09,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_09,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_09,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_10,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_10,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_10,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_11,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_11,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_11,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_11,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_11,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_11,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_11,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_11,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_11,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_11,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_11,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_11,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_11,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_11,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_11,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_11,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z
720p60_12,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_12,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_12,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_12,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_12,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_12,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_12,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_12,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_12,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_12,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_13,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_13,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_14,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_15,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_15,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_15,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_15,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_16,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_16,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_16,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_16,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_16,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_16,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_16,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_16,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_16,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_16,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_16,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_16,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
720p60_16,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z
