audit_id,rank,x_px,y_px
wnba__wnba_01_1080p__s06__f007539,43,1405,948
wnba__wnba_01_1080p__s06__f007539,44,665,877
wnba__wnba_01_1080p__s06__f007539,45,1622,1021
wnba__wnba_01_1080p__s06__f007539,46,1407,983
wnba__wnba_01_1080p__s06__f007539,47,1916,664
wnba__wnba_01_1080p__s06__f007539,48,1516,998
wnba__wnba_01_1080p__s06__f007539,49,1562,1021
wnba__wnba_01_1080p__s06__f007539,50,1147,901
wnba__wnba_01_1080p__s06__f007539,51,1432,983
wnba__wnba_01_1080p__s06__f007539,52,728,899
wnba__wnba_01_1080p__s06__f007539,53,1364,947
wnba__wnba_01_1080p__s06__f007539,54,1422,890
wnba__wnba_01_1080p__s06__f007539,55,1157,901
wnba__wnba_01_1080p__s06__f007539,56,1585,983
wnba__wnba_01_1080p__s06__f007539,57,1408,901
wnba__wnba_01_1080p__s06__f007539,58,935,890
wnba__wnba_01_1080p__s06__f007539,59,1488,983
wnba__wnba_01_1080p__s06__f007539,60,1552,983
wnba__wnba_01_1080p__s06__f007539,61,1595,1032
wnba__wnba_01_1080p__s06__f007539,62,1918,632
wnba__wnba_01_1080p__s06__f007539,63,689,941
wnba__wnba_01_1080p__s06__f007539,64,3,552
wnba__wnba_01_1080p__s06__f007539,65,701,942
wnba__wnba_01_1080p__s06__f007539,66,694,878
wnba__wnba_01_1080p__s06__f007539,67,818,899
wnba__wnba_01_1080p__s06__f007539,68,203,1014
wnba__wnba_01_1080p__s06__f007539,69,1191,948
wnba__wnba_01_1080p__s06__f007539,70,1026,947
wnba__wnba_01_1080p__s06__f007539,71,670,942
wnba__wnba_01_1080p__s06__f007539,72,826,879
wnba__wnba_01_1080p__s06__f007539,73,893,942
wnba__wnba_01_1080p__s06__f007539,74,1346,935
wnba__wnba_01_1080p__s06__f007539,75,1546,485
wnba__wnba_01_1080p__s06__f007539,76,114,1006
wnba__wnba_01_1080p__s06__f007539,77,1181,893
wnba__wnba_01_1080p__s06__f007539,78,885,890
wnba__wnba_01_1080p__s06__f007539,79,217,998
wnba__wnba_01_1080p__s06__f007539,80,204,998
wnba__wnba_01_1080p__s06__f007539,81,1099,878
wnba__wnba_01_1080p__s06__f007539,82,1507,983
wnba__wnba_01_1080p__s06__f007539,83,980,878
wnba__wnba_01_1080p__s06__f007539,84,836,873
wnba__wnba_01_1080p__s06__f007539,85,858,865
wnba__wnba_01_1080p__s06__f007539,86,639,942
wnba__wnba_01_1080p__s06__f007539,87,955,942
wnba__wnba_01_1080p__s06__f007539,88,215,1014
wnba__wnba_01_1080p__s06__f007539,89,617,518
wnba__wnba_01_1080p__s06__f007539,90,1577,990
wnba__wnba_01_1080p__s06__f007539,91,1240,942
wnba__wnba_01_1080p__s06__f007539,92,718,877
wnba__wnba_01_1080p__s06__f007539,93,658,942
wnba__wnba_01_1080p__s06__f007539,94,225,992
wnba__wnba_01_1080p__s06__f007539,95,608,942
wnba__wnba_01_1080p__s06__f007539,96,1424,990
wnba__wnba_01_1080p__s06__f007539,97,643,571
wnba__wnba_01_1080p__s06__f007539,98,1397,884
wnba__wnba_01_1080p__s06__f007539,99,967,943
wnba__wnba_01_1080p__s06__f007539,100,1213,936
wnba__wnba_02__s11__f021983,1,563,644
wnba__wnba_02__s11__f021983,2,540,653
wnba__wnba_02__s11__f021983,3,592,645
wnba__wnba_02__s11__f021983,4,599,635
wnba__wnba_02__s11__f021983,5,587,661
wnba__wnba_02__s11__f021983,6,573,664
wnba__wnba_02__s11__f021983,7,563,670
wnba__wnba_02__s11__f021983,8,587,635
wnba__wnba_02__s11__f021983,9,617,678
wnba__wnba_02__s11__f021983,10,656,649
wnba__wnba_02__s11__f021983,11,654,672
wnba__wnba_02__s11__f021983,12,635,670
wnba__wnba_02__s11__f021983,13,617,627
wnba__wnba_02__s11__f021983,14,448,707
wnba__wnba_02__s11__f021983,15,505,655
wnba__wnba_02__s11__f021983,16,691,674
wnba__wnba_02__s11__f021983,17,495,665
wnba__wnba_02__s11__f021983,18,510,664
wnba__wnba_02__s11__f021983,19,503,640
wnba__wnba_02__s11__f021983,20,676,648
wnba__wnba_02__s11__f021983,21,671,702
wnba__wnba_02__s11__f021983,22,681,676
wnba__wnba_02__s11__f021983,23,652,702
wnba__wnba_02__s11__f021983,24,454,637
wnba__wnba_02__s11__f021983,25,664,693
wnba__wnba_02__s11__f021983,26,463,667
wnba__wnba_02__s11__f021983,27,467,637
wnba__wnba_02__s11__f021983,28,688,702
wnba__wnba_02__s11__f021983,29,629,693
wnba__wnba_02__s11__f021983,30,542,633
wnba__wnba_02__s11__f021983,31,640,656
wnba__wnba_02__s11__f021983,32,701,702
wnba__wnba_02__s11__f021983,33,641,702
wnba__wnba_02__s11__f021983,34,542,674
wnba__wnba_02__s11__f021983,35,688,647
wnba__wnba_02__s11__f021983,36,1155,677
wnba__wnba_02__s11__f021983,37,352,689
wnba__wnba_02__s11__f021983,38,646,693
wnba__wnba_02__s11__f021983,39,461,649
wnba__wnba_02__s11__f021983,40,1252,662
wnba__wnba_02__s11__f021983,41,1230,641
wnba__wnba_02__s11__f021983,42,454,673
wnba__wnba_02__s11__f021983,43,250,50
wnba__wnba_02__s11__f021983,44,109,63
wnba__wnba_02__s11__f021983,45,682,694
wnba__wnba_02__s11__f021983,46,1093,462
wnba__wnba_02__s11__f021983,47,494,694
wnba__wnba_02__s11__f021983,48,658,634
wnba__wnba_02__s11__f021983,49,947,469
wnba__wnba_02__s11__f021983,50,1255,616
wnba__wnba_02__s11__f021983,51,1079,537
wnba__wnba_02__s11__f021983,52,925,530
wnba__wnba_02__s11__f021983,53,507,693
wnba__wnba_02__s11__f021983,54,110,241
wnba__wnba_02__s11__f021983,55,874,527
wnba__wnba_02__s11__f021983,56,484,693
wnba__wnba_02__s11__f021983,57,1129,673
wnba__wnba_02__s11__f021983,58,951,452
wnba__wnba_02__s11__f021983,59,1101,471
wnba__wnba_02__s11__f021983,60,1216,469
wnba__wnba_02__s11__f021983,61,774,523
wnba__wnba_02__s11__f021983,62,1243,671
wnba__wnba_02__s11__f021983,63,852,515
wnba__wnba_02__s11__f021983,64,115,518
wnba__wnba_02__s11__f021983,65,910,526
wnba__wnba_02__s11__f021983,66,1201,477
wnba__wnba_02__s11__f021983,67,941,531
wnba__wnba_02__s11__f021983,68,696,693
wnba__wnba_02__s11__f021983,69,144,281
wnba__wnba_02__s11__f021983,70,1259,654
wnba__wnba_02__s11__f021983,71,1215,545
wnba__wnba_02__s11__f021983,72,62,60
wnba__wnba_02__s11__f021983,73,515,700
wnba__wnba_02__s11__f021983,74,1276,473
wnba__wnba_02__s11__f021983,75,1168,465
wnba__wnba_02__s11__f021983,76,747,577
wnba__wnba_02__s11__f021983,77,1025,457
wnba__wnba_02__s11__f021983,78,839,694
wnba__wnba_02__s11__f021983,79,1205,666
wnba__wnba_02__s11__f021983,80,1130,468
wnba__wnba_02__s11__f021983,81,734,661
wnba__wnba_02__s11__f021983,82,39,58
wnba__wnba_02__s11__f021983,83,201,86
wnba__wnba_02__s11__f021983,84,761,651
wnba__wnba_02__s11__f021983,85,756,661
wnba__wnba_02__s11__f021983,86,1030,466
wnba__wnba_02__s11__f021983,87,739,640
wnba__wnba_02__s11__f021983,88,83,526
wnba__wnba_02__s11__f021983,89,815,700
wnba__wnba_02__s11__f021983,90,56,503
wnba__wnba_02__s11__f021983,91,1214,657
wnba__wnba_02__s11__f021983,92,108,527
wnba__wnba_02__s11__f021983,93,131,301
wnba__wnba_02__s11__f021983,94,50,58
wnba__wnba_02__s11__f021983,95,672,634
wnba__wnba_02__s11__f021983,96,1104,251
wnba__wnba_02__s11__f021983,97,801,461
wnba__wnba_02__s11__f021983,98,911,467
wnba__wnba_02__s11__f021983,99,832,141
wnba__wnba_02__s11__f021983,100,1116,463
wnba__wnba_04__s06__f012223,1,578,663
wnba__wnba_04__s06__f012223,2,459,662
wnba__wnba_04__s06__f012223,3,857,681
wnba__wnba_04__s06__f012223,4,848,661
wnba__wnba_04__s06__f012223,5,857,667
wnba__wnba_04__s06__f012223,6,834,662
wnba__wnba_04__s06__f012223,7,478,674
wnba__wnba_04__s06__f012223,8,869,664
wnba__wnba_04__s06__f012223,9,475,658
wnba__wnba_04__s06__f012223,10,549,657
wnba__wnba_04__s06__f012223,11,898,666
wnba__wnba_04__s06__f012223,12,889,681
wnba__wnba_04__s06__f012223,13,582,674
wnba__wnba_04__s06__f012223,14,876,681
wnba__wnba_04__s06__f012223,15,565,673
wnba__wnba_04__s06__f012223,16,904,681
wnba__wnba_04__s06__f012223,17,548,674
wnba__wnba_04__s06__f012223,18,836,681
wnba__wnba_04__s06__f012223,19,559,657
wnba__wnba_04__s06__f012223,20,583,651
wnba__wnba_04__s06__f012223,21,986,647
wnba__wnba_04__s06__f012223,22,759,665
wnba__wnba_04__s06__f012223,23,796,677
wnba__wnba_04__s06__f012223,24,758,681
wnba__wnba_04__s06__f012223,25,958,674
wnba__wnba_04__s06__f012223,26,773,681
wnba__wnba_04__s06__f012223,27,967,662
wnba__wnba_04__s06__f012223,28,721,696
wnba__wnba_04__s06__f012223,29,789,667
wnba__wnba_04__s06__f012223,30,941,666
wnba__wnba_04__s06__f012223,31,941,679
wnba__wnba_04__s06__f012223,32,816,686
wnba__wnba_04__s06__f012223,33,986,696
wnba__wnba_04__s06__f012223,34,908,716
wnba__wnba_04__s06__f012223,35,544,689
wnba__wnba_04__s06__f012223,36,967,679
wnba__wnba_04__s06__f012223,37,928,686
wnba__wnba_04__s06__f012223,38,334,658
wnba__wnba_04__s06__f012223,39,358,669
wnba__wnba_04__s06__f012223,40,384,671
wnba__wnba_04__s06__f012223,41,567,688
wnba__wnba_04__s06__f012223,42,478,688
wnba__wnba_04__s06__f012223,43,489,689
wnba__wnba_04__s06__f012223,44,358,658
wnba__wnba_04__s06__f012223,45,454,689
wnba__wnba_04__s06__f012223,46,385,655
wnba__wnba_04__s06__f012223,47,802,105
wnba__wnba_04__s06__f012223,48,556,688
wnba__wnba_04__s06__f012223,49,579,689
wnba__wnba_04__s06__f012223,50,334,670
wnba__wnba_04__s06__f012223,51,466,688
wnba__wnba_04__s06__f012223,52,723,647
wnba__wnba_04__s06__f012223,53,751,690
wnba__wnba_04__s06__f012223,54,311,696
wnba__wnba_04__s06__f012223,55,794,12
wnba__wnba_04__s06__f012223,56,442,689
wnba__wnba_04__s06__f012223,57,753,648
wnba__wnba_04__s06__f012223,58,467,673
wnba__wnba_04__s06__f012223,59,816,655
wnba__wnba_04__s06__f012223,60,395,676
wnba__wnba_04__s06__f012223,61,762,8
wnba__wnba_04__s06__f012223,62,528,647
wnba__wnba_04__s06__f012223,63,375,652
wnba__wnba_04__s06__f012223,64,721,36
wnba__wnba_04__s06__f012223,65,738,28
wnba__wnba_04__s06__f012223,66,928,655
wnba__wnba_04__s06__f012223,67,722,13
wnba__wnba_04__s06__f012223,68,811,24
wnba__wnba_04__s06__f012223,69,193,338
wnba__wnba_04__s06__f012223,70,748,11
wnba__wnba_04__s06__f012223,71,379,687
wnba__wnba_04__s06__f012223,72,1111,716
wnba__wnba_04__s06__f012223,73,613,698
wnba__wnba_04__s06__f012223,74,977,716
wnba__wnba_04__s06__f012223,75,466,653
wnba__wnba_04__s06__f012223,76,309,647
wnba__wnba_04__s06__f012223,77,993,716
wnba__wnba_04__s06__f012223,78,970,700
wnba__wnba_04__s06__f012223,79,533,502
wnba__wnba_04__s06__f012223,80,397,466
wnba__wnba_04__s06__f012223,81,852,16
wnba__wnba_04__s06__f012223,82,544,479
wnba__wnba_04__s06__f012223,83,809,12
wnba__wnba_04__s06__f012223,84,348,630
wnba__wnba_04__s06__f012223,85,395,689
wnba__wnba_04__s06__f012223,86,502,477
wnba__wnba_04__s06__f012223,87,763,23
wnba__wnba_04__s06__f012223,88,406,424
wnba__wnba_04__s06__f012223,89,261,380
wnba__wnba_04__s06__f012223,90,449,452
wnba__wnba_04__s06__f012223,91,942,40
wnba__wnba_04__s06__f012223,92,369,684
wnba__wnba_04__s06__f012223,93,612,647
wnba__wnba_04__s06__f012223,94,532,463
wnba__wnba_04__s06__f012223,95,1082,473
wnba__wnba_04__s06__f012223,96,560,479
wnba__wnba_04__s06__f012223,97,1125,437
wnba__wnba_04__s06__f012223,98,1022,704
wnba__wnba_04__s06__f012223,99,779,19
wnba__wnba_04__s06__f012223,100,475,429
wnba__wnba_06__s03__f007237,1,1785,45
wnba__wnba_06__s03__f007237,2,1876,163
wnba__wnba_06__s03__f007237,3,1580,257
wnba__wnba_06__s03__f007237,4,1555,259
wnba__wnba_06__s03__f007237,5,1769,62
wnba__wnba_06__s03__f007237,6,1861,163
wnba__wnba_06__s03__f007237,7,1776,50
wnba__wnba_06__s03__f007237,8,1565,258
wnba__wnba_06__s03__f007237,9,1822,69
wnba__wnba_06__s03__f007237,10,875,361
wnba__wnba_06__s03__f007237,11,1817,517
wnba__wnba_06__s03__f007237,12,1517,88
wnba__wnba_06__s03__f007237,13,1128,562
wnba__wnba_06__s03__f007237,14,1814,87
wnba__wnba_06__s03__f007237,15,1896,510
wnba__wnba_06__s03__f007237,16,1908,161
wnba__wnba_06__s03__f007237,17,1814,221
wnba__wnba_06__s03__f007237,18,1760,491
wnba__wnba_06__s03__f007237,19,1551,97
wnba__wnba_06__s03__f007237,20,1259,559
wnba__wnba_06__s03__f007237,21,1651,228
wnba__wnba_06__s03__f007237,22,1053,176
wnba__wnba_06__s03__f007237,23,1153,445
wnba__wnba_06__s03__f007237,24,1914,530
wnba__wnba_06__s03__f007237,25,1790,933
wnba__wnba_06__s03__f007237,26,521,286
wnba__wnba_06__s03__f007237,27,1819,497
wnba__wnba_06__s03__f007237,28,1587,247
wnba__wnba_06__s03__f007237,29,1896,531
wnba__wnba_06__s03__f007237,30,110,709
wnba__wnba_06__s03__f007237,31,715,564
wnba__wnba_06__s03__f007237,32,1534,1048
wnba__wnba_06__s03__f007237,33,1639,255
wnba__wnba_06__s03__f007237,34,1827,788
wnba__wnba_06__s03__f007237,35,1758,511
wnba__wnba_06__s03__f007237,36,1845,336
wnba__wnba_06__s03__f007237,37,1786,494
wnba__wnba_06__s03__f007237,38,1423,907
wnba__wnba_06__s03__f007237,39,1102,648
wnba__wnba_06__s03__f007237,40,1825,800
wnba__wnba_06__s03__f007237,41,99,641
wnba__wnba_06__s03__f007237,42,1697,224
wnba__wnba_06__s03__f007237,43,1777,217
wnba__wnba_06__s03__f007237,44,394,425
wnba__wnba_06__s03__f007237,45,1200,630
wnba__wnba_06__s03__f007237,46,1170,419
wnba__wnba_06__s03__f007237,47,144,1063
wnba__wnba_06__s03__f007237,48,1803,329
wnba__wnba_06__s03__f007237,49,1021,176
wnba__wnba_06__s03__f007237,50,563,1018
wnba__wnba_06__s03__f007237,51,159,628
wnba__wnba_06__s03__f007237,52,905,576
wnba__wnba_06__s03__f007237,53,789,228
wnba__wnba_06__s03__f007237,54,1714,223
wnba__wnba_06__s03__f007237,55,1783,92
wnba__wnba_06__s03__f007237,56,1480,899
wnba__wnba_06__s03__f007237,57,1021,348
wnba__wnba_06__s03__f007237,58,1530,95
wnba__wnba_06__s03__f007237,59,506,259
wnba__wnba_06__s03__f007237,60,486,972
wnba__wnba_06__s03__f007237,61,1437,303
wnba__wnba_06__s03__f007237,62,1559,89
wnba__wnba_06__s03__f007237,63,664,206
wnba__wnba_06__s03__f007237,64,1557,1050
wnba__wnba_06__s03__f007237,65,1566,658
wnba__wnba_06__s03__f007237,66,1014,614
wnba__wnba_06__s03__f007237,67,407,1025
wnba__wnba_06__s03__f007237,68,1624,216
wnba__wnba_06__s03__f007237,69,926,589
wnba__wnba_06__s03__f007237,70,960,324
wnba__wnba_06__s03__f007237,71,1627,818
wnba__wnba_06__s03__f007237,72,474,970
wnba__wnba_06__s03__f007237,73,3,678
wnba__wnba_06__s03__f007237,74,127,727
wnba__wnba_06__s03__f007237,75,1798,379
wnba__wnba_06__s03__f007237,76,6,667
wnba__wnba_06__s03__f007237,77,58,688
wnba__wnba_06__s03__f007237,78,1811,509
wnba__wnba_06__s03__f007237,79,528,998
wnba__wnba_06__s03__f007237,80,1795,390
wnba__wnba_06__s03__f007237,81,137,634
wnba__wnba_06__s03__f007237,82,1630,972
wnba__wnba_06__s03__f007237,83,1682,411
wnba__wnba_06__s03__f007237,84,1200,643
wnba__wnba_06__s03__f007237,85,1870,528
wnba__wnba_06__s03__f007237,86,1450,307
wnba__wnba_06__s03__f007237,87,1784,513
wnba__wnba_06__s03__f007237,88,1052,636
wnba__wnba_06__s03__f007237,89,860,1068
wnba__wnba_06__s03__f007237,90,1637,237
wnba__wnba_06__s03__f007237,91,1801,515
wnba__wnba_06__s03__f007237,92,1822,79
wnba__wnba_06__s03__f007237,93,1807,373
wnba__wnba_06__s03__f007237,94,839,116
wnba__wnba_06__s03__f007237,95,1503,209
wnba__wnba_06__s03__f007237,96,1460,814
wnba__wnba_06__s03__f007237,97,1492,952
wnba__wnba_06__s03__f007237,98,1867,350
wnba__wnba_06__s03__f007237,99,1813,339
wnba__wnba_06__s03__f007237,100,624,1009
wnba__wnba_06__s07__f014099,1,186,70
wnba__wnba_06__s07__f014099,2,1484,216
wnba__wnba_06__s07__f014099,3,239,78
wnba__wnba_06__s07__f014099,4,1776,50
wnba__wnba_06__s07__f014099,5,204,76
wnba__wnba_06__s07__f014099,6,982,640
wnba__wnba_06__s07__f014099,7,1768,61
wnba__wnba_06__s07__f014099,8,1714,157
wnba__wnba_06__s07__f014099,9,495,142
wnba__wnba_06__s07__f014099,10,1126,631
wnba__wnba_06__s07__f014099,11,1063,645
wnba__wnba_06__s07__f014099,12,1106,1074
wnba__wnba_06__s07__f014099,13,791,826
wnba__wnba_06__s07__f014099,14,150,480
wnba__wnba_06__s07__f014099,15,1784,39
wnba__wnba_06__s07__f014099,16,610,846
wnba__wnba_06__s07__f014099,17,230,72
wnba__wnba_06__s07__f014099,18,268,278
wnba__wnba_06__s07__f014099,19,982,625
wnba__wnba_06__s07__f014099,20,154,504
wnba__wnba_06__s07__f014099,21,1085,1068
wnba__wnba_06__s07__f014099,22,330,138
wnba__wnba_06__s07__f014099,23,1045,638
wnba__wnba_06__s07__f014099,24,219,505
wnba__wnba_06__s07__f014099,25,349,140
wnba__wnba_06__s07__f014099,26,210,819
wnba__wnba_06__s07__f014099,27,145,642
wnba__wnba_06__s07__f014099,28,202,495
wnba__wnba_06__s07__f014099,29,751,828
wnba__wnba_06__s07__f014099,30,1116,635
wnba__wnba_06__s07__f014099,31,197,504
wnba__wnba_06__s07__f014099,32,470,152
wnba__wnba_06__s07__f014099,33,223,495
wnba__wnba_06__s07__f014099,34,250,820
wnba__wnba_06__s07__f014099,35,1808,157
wnba__wnba_06__s07__f014099,36,400,145
wnba__wnba_06__s07__f014099,37,176,480
wnba__wnba_06__s07__f014099,38,1700,44
wnba__wnba_06__s07__f014099,39,166,505
wnba__wnba_06__s07__f014099,40,916,996
wnba__wnba_06__s07__f014099,41,233,505
wnba__wnba_06__s07__f014099,42,533,149
wnba__wnba_06__s07__f014099,43,514,148
wnba__wnba_06__s07__f014099,44,118,806
wnba__wnba_06__s07__f014099,45,1214,635
wnba__wnba_06__s07__f014099,46,995,650
wnba__wnba_06__s07__f014099,47,1529,156
wnba__wnba_06__s07__f014099,48,243,502
wnba__wnba_06__s07__f014099,49,290,142
wnba__wnba_06__s07__f014099,50,206,225
wnba__wnba_06__s07__f014099,51,876,821
wnba__wnba_06__s07__f014099,52,490,153
wnba__wnba_06__s07__f014099,53,1535,353
wnba__wnba_06__s07__f014099,54,1177,573
wnba__wnba_06__s07__f014099,55,580,832
wnba__wnba_06__s07__f014099,56,1784,92
wnba__wnba_06__s07__f014099,57,448,1010
wnba__wnba_06__s07__f014099,58,629,515
wnba__wnba_06__s07__f014099,59,482,183
wnba__wnba_06__s07__f014099,60,541,961
wnba__wnba_06__s07__f014099,61,1822,69
wnba__wnba_06__s07__f014099,62,1364,1036
wnba__wnba_06__s07__f014099,63,98,649
wnba__wnba_06__s07__f014099,64,1622,219
wnba__wnba_06__s07__f014099,65,679,1047
wnba__wnba_06__s07__f014099,66,1553,347
wnba__wnba_06__s07__f014099,67,442,240
wnba__wnba_06__s07__f014099,68,707,232
wnba__wnba_06__s07__f014099,69,1901,305
wnba__wnba_06__s07__f014099,70,778,864
wnba__wnba_06__s07__f014099,71,415,1014
wnba__wnba_06__s07__f014099,72,125,664
wnba__wnba_06__s07__f014099,73,1121,654
wnba__wnba_06__s07__f014099,74,1814,87
wnba__wnba_06__s07__f014099,75,1245,339
wnba__wnba_06__s07__f014099,76,272,147
wnba__wnba_06__s07__f014099,77,1116,774
wnba__wnba_06__s07__f014099,78,1169,545
wnba__wnba_06__s07__f014099,79,431,1013
wnba__wnba_06__s07__f014099,80,906,804
wnba__wnba_06__s07__f014099,81,420,146
wnba__wnba_06__s07__f014099,82,1002,992
wnba__wnba_06__s07__f014099,83,1758,158
wnba__wnba_06__s07__f014099,84,779,505
wnba__wnba_06__s07__f014099,85,680,830
wnba__wnba_06__s07__f014099,86,170,677
wnba__wnba_06__s07__f014099,87,699,242
wnba__wnba_06__s07__f014099,88,875,588
wnba__wnba_06__s07__f014099,89,735,877
wnba__wnba_06__s07__f014099,90,1874,157
wnba__wnba_06__s07__f014099,91,931,991
wnba__wnba_06__s07__f014099,92,1350,412
wnba__wnba_06__s07__f014099,93,915,652
wnba__wnba_06__s07__f014099,94,919,818
wnba__wnba_06__s07__f014099,95,578,350
wnba__wnba_06__s07__f014099,96,140,913
wnba__wnba_06__s07__f014099,97,995,616
wnba__wnba_06__s07__f014099,98,1545,448
wnba__wnba_06__s07__f014099,99,1033,998
wnba__wnba_06__s07__f014099,100,298,132
wnba__wnba_06__s09__f018997,1,1793,99
wnba__wnba_06__s09__f018997,2,1457,206
wnba__wnba_06__s09__f018997,3,1402,17
wnba__wnba_06__s09__f018997,4,1731,490
wnba__wnba_06__s09__f018997,5,1698,465
wnba__wnba_06__s09__f018997,6,1473,205
wnba__wnba_06__s09__f018997,7,1855,407
wnba__wnba_06__s09__f018997,8,1671,462
wnba__wnba_06__s09__f018997,9,1819,97
wnba__wnba_06__s09__f018997,10,1734,468
wnba__wnba_06__s09__f018997,11,1446,207
wnba__wnba_06__s09__f018997,12,1814,86
wnba__wnba_06__s09__f018997,13,1480,193
wnba__wnba_06__s09__f018997,14,1355,154
wnba__wnba_06__s09__f018997,15,1769,62
wnba__wnba_06__s09__f018997,16,1310,920
wnba__wnba_06__s09__f018997,17,1537,202
wnba__wnba_06__s09__f018997,18,1786,45
wnba__wnba_06__s09__f018997,19,1776,50
wnba__wnba_06__s09__f018997,20,1817,505
wnba__wnba_06__s09__f018997,21,1523,159
wnba__wnba_06__s09__f018997,22,1777,99
wnba__wnba_06__s09__f018997,23,1726,474
wnba__wnba_06__s09__f018997,24,889,607
wnba__wnba_06__s09__f018997,25,1696,486
wnba__wnba_06__s09__f018997,26,1375,918
wnba__wnba_06__s09__f018997,27,1761,290
wnba__wnba_06__s09__f018997,28,1416,25
wnba__wnba_06__s09__f018997,29,1321,87
wnba__wnba_06__s09__f018997,30,593,173
wnba__wnba_06__s09__f018997,31,393,1061
wnba__wnba_06__s09__f018997,32,882,624
wnba__wnba_06__s09__f018997,33,1534,182
wnba__wnba_06__s09__f018997,34,1618,166
wnba__wnba_06__s09__f018997,35,580,1071
wnba__wnba_06__s09__f018997,36,1550,172
wnba__wnba_06__s09__f018997,37,1687,464
wnba__wnba_06__s09__f018997,38,1677,484
wnba__wnba_06__s09__f018997,39,916,996
wnba__wnba_06__s09__f018997,40,706,434
wnba__wnba_06__s09__f018997,41,1717,332
wnba__wnba_06__s09__f018997,42,1448,18
wnba__wnba_06__s09__f018997,43,1686,159
wnba__wnba_06__s09__f018997,44,1715,283
wnba__wnba_06__s09__f018997,45,1816,482
wnba__wnba_06__s09__f018997,46,433,1052
wnba__wnba_06__s09__f018997,47,1466,359
wnba__wnba_06__s09__f018997,48,420,1053
wnba__wnba_06__s09__f018997,49,1726,164
wnba__wnba_06__s09__f018997,50,1465,198
wnba__wnba_06__s09__f018997,51,1525,824
wnba__wnba_06__s09__f018997,52,1384,158
wnba__wnba_06__s09__f018997,53,925,646
wnba__wnba_06__s09__f018997,54,1439,26
wnba__wnba_06__s09__f018997,55,1830,91
wnba__wnba_06__s09__f018997,56,1836,503
wnba__wnba_06__s09__f018997,57,753,579
wnba__wnba_06__s09__f018997,58,946,316
wnba__wnba_06__s09__f018997,59,1716,486
wnba__wnba_06__s09__f018997,60,1842,478
wnba__wnba_06__s09__f018997,61,723,357
wnba__wnba_06__s09__f018997,62,744,118
wnba__wnba_06__s09__f018997,63,1789,494
wnba__wnba_06__s09__f018997,64,1603,159
wnba__wnba_06__s09__f018997,65,682,513
wnba__wnba_06__s09__f018997,66,1303,974
wnba__wnba_06__s09__f018997,67,1471,823
wnba__wnba_06__s09__f018997,68,1204,400
wnba__wnba_06__s09__f018997,69,905,617
wnba__wnba_06__s09__f018997,70,471,288
wnba__wnba_06__s09__f018997,71,595,1007
wnba__wnba_06__s09__f018997,72,1668,160
wnba__wnba_06__s09__f018997,73,423,175
wnba__wnba_06__s09__f018997,74,1830,24
wnba__wnba_06__s09__f018997,75,1427,823
wnba__wnba_06__s09__f018997,76,354,995
wnba__wnba_06__s09__f018997,77,788,282
wnba__wnba_06__s09__f018997,78,1707,350
wnba__wnba_06__s09__f018997,79,1739,171
wnba__wnba_06__s09__f018997,80,1902,493
wnba__wnba_06__s09__f018997,81,283,300
wnba__wnba_06__s09__f018997,82,1892,485
wnba__wnba_06__s09__f018997,83,720,448
wnba__wnba_06__s09__f018997,84,1881,497
wnba__wnba_06__s09__f018997,85,724,407
wnba__wnba_06__s09__f018997,86,710,467
wnba__wnba_06__s09__f018997,87,1783,307
wnba__wnba_06__s09__f018997,88,1223,675
wnba__wnba_06__s09__f018997,89,940,414
wnba__wnba_06__s09__f018997,90,1824,488
wnba__wnba_06__s09__f018997,91,1449,194
wnba__wnba_06__s09__f018997,92,1421,181
wnba__wnba_06__s09__f018997,93,1192,528
wnba__wnba_06__s09__f018997,94,1912,489
wnba__wnba_06__s09__f018997,95,937,991
wnba__wnba_06__s09__f018997,96,1301,449
wnba__wnba_06__s09__f018997,97,743,354
wnba__wnba_06__s09__f018997,98,464,380
wnba__wnba_06__s09__f018997,99,1723,292
wnba__wnba_06__s09__f018997,100,716,375
wnba__wnba_07__s08__f016801,1,1261,1078
wnba__wnba_07__s08__f016801,2,1432,1005
wnba__wnba_07__s08__f016801,3,990,896
wnba__wnba_07__s08__f016801,4,1181,890
wnba__wnba_07__s08__f016801,5,156,995
wnba__wnba_07__s08__f016801,6,1425,902
wnba__wnba_07__s08__f016801,7,972,896
wnba__wnba_07__s08__f016801,8,4,965
wnba__wnba_07__s08__f016801,9,1521,1005
wnba__wnba_07__s08__f016801,10,990,882
wnba__wnba_07__s08__f016801,11,150,1016
wnba__wnba_07__s08__f016801,12,924,878
wnba__wnba_07__s08__f016801,13,914,900
wnba__wnba_07__s08__f016801,14,1425,891
wnba__wnba_07__s08__f016801,15,1618,1033
wnba__wnba_07__s08__f016801,16,880,900
wnba__wnba_07__s08__f016801,17,943,878
wnba__wnba_07__s08__f016801,18,961,899
wnba__wnba_07__s08__f016801,19,1397,885
wnba__wnba_07__s08__f016801,20,1147,885
wnba__wnba_07__s08__f016801,21,960,889
wnba__wnba_07__s08__f016801,22,1101,902
wnba__wnba_07__s08__f016801,23,4,954
wnba__wnba_07__s08__f016801,24,932,900
wnba__wnba_07__s08__f016801,25,972,882
wnba__wnba_07__s08__f016801,26,905,878
wnba__wnba_07__s08__f016801,27,1408,902
wnba__wnba_07__s08__f016801,28,1074,890
