box_id,card_id,section_id,frame,player_id,event_key,join_status,raw_table,raw_bbox_x1,raw_bbox_y1,raw_bbox_x2,raw_bbox_y2,masked_bbox_x1,masked_bbox_y1,masked_bbox_x2,masked_bbox_y2,coordinates_equal
720p60_14_r02,720p60_14,7blRl4zVfrY_s3489,3817,6,7blRl4zVfrY_s3489/3817/6/1001.0/-15.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/7blRl4zVfrY_s3489/tracking_data.csv,1001.0,-15.0,1117.0,137.0,1001.0,-15.0,1117.0,137.0,1
720p60_14_r03,720p60_14,7blRl4zVfrY_s3489,3817,10,7blRl4zVfrY_s3489/3817/10/212.0/109.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/7blRl4zVfrY_s3489/tracking_data.csv,212.0,109.0,307.0,280.0,212.0,109.0,307.0,280.0,1
720p60_16_r00,720p60_16,FyMWTVsJvv8_s4332,4515,7,FyMWTVsJvv8_s4332/4515/7/841.0/-13.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/FyMWTVsJvv8_s4332/tracking_data.csv,841.0,-13.0,1295.0,611.0,841.0,-13.0,1295.0,611.0,1
720p60_16_r01,720p60_16,FyMWTVsJvv8_s4332,4515,8,FyMWTVsJvv8_s4332/4515/8/491.0/20.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/FyMWTVsJvv8_s4332/tracking_data.csv,491.0,20.0,783.0,519.0,491.0,20.0,783.0,519.0,1
720p60_16_r02,720p60_16,FyMWTVsJvv8_s4332,4515,10,FyMWTVsJvv8_s4332/4515/10/383.0/181.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/FyMWTVsJvv8_s4332/tracking_data.csv,383.0,181.0,473.0,318.0,383.0,181.0,473.0,318.0,1
720p60_16_r03,720p60_16,FyMWTVsJvv8_s4332,4515,2,FyMWTVsJvv8_s4332/4515/2/172.32056/125.09308,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/FyMWTVsJvv8_s4332/tracking_data.csv,172.32056,125.09308,494.8423,584.0931,172.32056,125.09308,494.8423,584.0931,1
720p60_16_r04,720p60_16,FyMWTVsJvv8_s4332,4515,4,FyMWTVsJvv8_s4332/4515/4/154.0/63.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/FyMWTVsJvv8_s4332/tracking_data.csv,154.0,63.0,267.0,298.0,154.0,63.0,267.0,298.0,1
720p60_16_r05,720p60_16,FyMWTVsJvv8_s4332,4515,5,FyMWTVsJvv8_s4332/4515/5/816.62915/-29.879608,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/FyMWTVsJvv8_s4332/tracking_data.csv,816.62915,-29.879608,1340.3884,573.4092,816.62915,-29.879608,1340.3884,573.4092,1
720p60_16_r06,720p60_16,FyMWTVsJvv8_s4332,4515,6,FyMWTVsJvv8_s4332/4515/6/493.8307/112.643364,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/FyMWTVsJvv8_s4332/tracking_data.csv,493.8307,112.643364,599.3395,349.3182,493.8307,112.643364,599.3395,349.3182,1
720p60_16_r07,720p60_16,FyMWTVsJvv8_s4332,4515,3,FyMWTVsJvv8_s4332/4515/3/581.0/158.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/FyMWTVsJvv8_s4332/tracking_data.csv,581.0,158.0,712.0,317.0,581.0,158.0,712.0,317.0,1
720p60_16_r08,720p60_16,FyMWTVsJvv8_s4332,4515,1,FyMWTVsJvv8_s4332/4515/1/381.0/59.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/FyMWTVsJvv8_s4332/tracking_data.csv,381.0,59.0,480.0,213.0,381.0,59.0,480.0,213.0,1
720p60_17_r00,720p60_17,Ge4uewCFUFQ_s2382,4729,5,Ge4uewCFUFQ_s2382/4729/5/97.0/323.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Ge4uewCFUFQ_s2382/tracking_data.csv,97.0,323.0,189.0,457.0,97.0,323.0,189.0,457.0,1
720p60_17_r01,720p60_17,Ge4uewCFUFQ_s2382,4729,3,Ge4uewCFUFQ_s2382/4729/3/-4.55101/319.54303,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Ge4uewCFUFQ_s2382/tracking_data.csv,-4.55101,319.54303,78.041275,459.55994,-4.55101,319.54303,78.041275,459.55994,1
720p60_17_r02,720p60_17,Ge4uewCFUFQ_s2382,4729,4,Ge4uewCFUFQ_s2382/4729/4/539.4708/277.8948,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Ge4uewCFUFQ_s2382/tracking_data.csv,539.4708,277.8948,643.7969,455.31937,539.4708,277.8948,643.7969,455.31937,1
720p60_18_r00,720p60_18,Ge4uewCFUFQ_s4674,4944,5,Ge4uewCFUFQ_s4674/4944/5/689.0/250.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Ge4uewCFUFQ_s4674/tracking_data.csv,689.0,250.0,809.0,503.0,689.0,250.0,809.0,503.0,1
720p60_18_r01,720p60_18,Ge4uewCFUFQ_s4674,4944,3,Ge4uewCFUFQ_s4674/4944/3/1184.0/402.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Ge4uewCFUFQ_s4674/tracking_data.csv,1184.0,402.0,1294.0,643.0,1184.0,402.0,1294.0,643.0,1
720p60_20_r00,720p60_20,KZK9rv9TnGE_s1474,5365,3,KZK9rv9TnGE_s1474/5365/3/481.0/152.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/KZK9rv9TnGE_s1474/tracking_data.csv,481.0,152.0,598.0,383.0,481.0,152.0,598.0,383.0,1
720p60_20_r01,720p60_20,KZK9rv9TnGE_s1474,5365,5,KZK9rv9TnGE_s1474/5365/5/748.0/226.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/KZK9rv9TnGE_s1474/tracking_data.csv,748.0,226.0,850.0,414.0,748.0,226.0,850.0,414.0,1
720p60_20_r02,720p60_20,KZK9rv9TnGE_s1474,5365,6,KZK9rv9TnGE_s1474/5365/6/570.0/280.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/KZK9rv9TnGE_s1474/tracking_data.csv,570.0,280.0,699.0,519.0,570.0,280.0,699.0,519.0,1
720p60_20_r03,720p60_20,KZK9rv9TnGE_s1474,5365,9,KZK9rv9TnGE_s1474/5365/9/258.0/169.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/KZK9rv9TnGE_s1474/tracking_data.csv,258.0,169.0,409.0,337.0,258.0,169.0,409.0,337.0,1
720p60_20_r04,720p60_20,KZK9rv9TnGE_s1474,5365,10,KZK9rv9TnGE_s1474/5365/10/337.0/132.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/KZK9rv9TnGE_s1474/tracking_data.csv,337.0,132.0,416.0,303.0,337.0,132.0,416.0,303.0,1
720p60_20_r05,720p60_20,KZK9rv9TnGE_s1474,5365,1,KZK9rv9TnGE_s1474/5365/1/167.261/26.039604,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/KZK9rv9TnGE_s1474/tracking_data.csv,167.261,26.039604,251.6314,177.7858,167.261,26.039604,251.6314,177.7858,1
720p60_21_r00,720p60_21,KZK9rv9TnGE_s4242,5579,3,KZK9rv9TnGE_s4242/5579/3/574.0/269.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/KZK9rv9TnGE_s4242/tracking_data.csv,574.0,269.0,692.0,520.0,574.0,269.0,692.0,520.0,1
720p60_21_r01,720p60_21,KZK9rv9TnGE_s4242,5579,10,KZK9rv9TnGE_s4242/5579/10/669.0/219.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/KZK9rv9TnGE_s4242/tracking_data.csv,669.0,219.0,791.0,419.0,669.0,219.0,791.0,419.0,1
720p60_22_r00,720p60_22,KZK9rv9TnGE_s90,5793,3,KZK9rv9TnGE_s90/5793/3/996.4097/595.15704,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/KZK9rv9TnGE_s90/tracking_data.csv,996.4097,595.15704,1090.7378,698.3193,996.4097,595.15704,1090.7378,698.3193,1
720p60_22_r01,720p60_22,KZK9rv9TnGE_s90,5793,5,KZK9rv9TnGE_s90/5793/5/1148.6562/402.81845,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/KZK9rv9TnGE_s90/tracking_data.csv,1148.6562,402.81845,1354.0618,721.97156,1148.6562,402.81845,1354.0618,721.97156,1
720p60_23_r00,720p60_23,dAy3tnlu3EQ_s4326,6008,1,dAy3tnlu3EQ_s4326/6008/1/0.0/216.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/dAy3tnlu3EQ_s4326/tracking_data.csv,0.0,216.0,80.0,406.0,0.0,216.0,80.0,406.0,1
720p60_23_r01,720p60_23,dAy3tnlu3EQ_s4326,6008,4,dAy3tnlu3EQ_s4326/6008/4/200.0/289.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/dAy3tnlu3EQ_s4326/tracking_data.csv,200.0,289.0,325.0,465.0,200.0,289.0,325.0,465.0,1
720p60_23_r02,720p60_23,dAy3tnlu3EQ_s4326,6008,5,dAy3tnlu3EQ_s4326/6008/5/187.0/136.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/dAy3tnlu3EQ_s4326/tracking_data.csv,187.0,136.0,273.0,301.0,187.0,136.0,273.0,301.0,1
720p60_23_r03,720p60_23,dAy3tnlu3EQ_s4326,6008,7,dAy3tnlu3EQ_s4326/6008/7/556.0/204.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/dAy3tnlu3EQ_s4326/tracking_data.csv,556.0,204.0,652.0,386.0,556.0,204.0,652.0,386.0,1
720p60_23_r04,720p60_23,dAy3tnlu3EQ_s4326,6008,2,dAy3tnlu3EQ_s4326/6008/2/525.844/109.422874,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/dAy3tnlu3EQ_s4326/tracking_data.csv,525.844,109.422874,594.2799,285.9077,525.844,109.422874,594.2799,285.9077,1
720p60_23_r05,720p60_23,dAy3tnlu3EQ_s4326,6008,8,dAy3tnlu3EQ_s4326/6008/8/691.0/211.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/dAy3tnlu3EQ_s4326/tracking_data.csv,691.0,211.0,759.0,373.0,691.0,211.0,759.0,373.0,1
720p60_23_r06,720p60_23,dAy3tnlu3EQ_s4326,6008,6,dAy3tnlu3EQ_s4326/6008/6/-0.8247566/34.335243,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/dAy3tnlu3EQ_s4326/tracking_data.csv,-0.8247566,34.335243,80.41524,199.25525,-0.8247566,34.335243,80.41524,199.25525,1
720p60_24_r00,720p60_24,qTXrSRHHR2M_s2262,6313,3,qTXrSRHHR2M_s2262/6313/3/306.0/267.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/qTXrSRHHR2M_s2262/tracking_data.csv,306.0,267.0,394.0,470.0,306.0,267.0,394.0,470.0,1
720p60_24_r01,720p60_24,qTXrSRHHR2M_s2262,6313,4,qTXrSRHHR2M_s2262/6313/4/771.0/330.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/qTXrSRHHR2M_s2262/tracking_data.csv,771.0,330.0,862.0,506.0,771.0,330.0,862.0,506.0,1
720p60_24_r02,720p60_24,qTXrSRHHR2M_s2262,6313,5,qTXrSRHHR2M_s2262/6313/5/301.0/162.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/qTXrSRHHR2M_s2262/tracking_data.csv,301.0,162.0,373.0,302.0,301.0,162.0,373.0,302.0,1
720p60_24_r03,720p60_24,qTXrSRHHR2M_s2262,6313,9,qTXrSRHHR2M_s2262/6313/9/617.2798/119.089294,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/qTXrSRHHR2M_s2262/tracking_data.csv,617.2798,119.089294,692.1964,245.3393,617.2798,119.089294,692.1964,245.3393,1
720p60_24_r04,720p60_24,qTXrSRHHR2M_s2262,6313,8,qTXrSRHHR2M_s2262/6313/8/432.0728/433.90967,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/qTXrSRHHR2M_s2262/tracking_data.csv,432.0728,433.90967,521.0506,547.2985,432.0728,433.90967,521.0506,547.2985,1
720p60_25_r00,720p60_25,s-0Y7aLxXgM_s1275,6338,5,s-0Y7aLxXgM_s1275/6338/5/765.06696/188.35306,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/s-0Y7aLxXgM_s1275/tracking_data.csv,765.06696,188.35306,838.7895,355.80356,765.06696,188.35306,838.7895,355.80356,1
720p60_25_r01,720p60_25,s-0Y7aLxXgM_s1275,6338,7,s-0Y7aLxXgM_s1275/6338/7/301.9904/-89.83229,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/s-0Y7aLxXgM_s1275/tracking_data.csv,301.9904,-89.83229,412.78476,46.169052,301.9904,-89.83229,412.78476,46.169052,1
720p60_26_r00,720p60_26,s-0Y7aLxXgM_s4830,6547,3,s-0Y7aLxXgM_s4830/6547/3/810.0/45.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/s-0Y7aLxXgM_s4830/tracking_data.csv,810.0,45.0,926.0,243.0,810.0,45.0,926.0,243.0,1
720p60_26_r01,720p60_26,s-0Y7aLxXgM_s4830,6547,4,s-0Y7aLxXgM_s4830/6547/4/34.0/310.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/s-0Y7aLxXgM_s4830/tracking_data.csv,34.0,310.0,127.0,471.0,34.0,310.0,127.0,471.0,1
720p60_26_r02,720p60_26,s-0Y7aLxXgM_s4830,6547,7,s-0Y7aLxXgM_s4830/6547/7/973.0/143.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/s-0Y7aLxXgM_s4830/tracking_data.csv,973.0,143.0,1077.0,335.0,973.0,143.0,1077.0,335.0,1
720p60_26_r03,720p60_26,s-0Y7aLxXgM_s4830,6547,8,s-0Y7aLxXgM_s4830/6547/8/263.0/122.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/s-0Y7aLxXgM_s4830/tracking_data.csv,263.0,122.0,367.0,266.0,263.0,122.0,367.0,266.0,1
720p60_26_r04,720p60_26,s-0Y7aLxXgM_s4830,6547,2,s-0Y7aLxXgM_s4830/6547/2/911.28253/130.97824,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/s-0Y7aLxXgM_s4830/tracking_data.csv,911.28253,130.97824,1004.0573,331.18546,911.28253,130.97824,1004.0573,331.18546,1
720p60_28_r00,720p60_28,xv0WyG7_99c_s4530,6975,6,xv0WyG7_99c_s4530/6975/6/878.0/234.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/xv0WyG7_99c_s4530/tracking_data.csv,878.0,234.0,962.0,402.0,878.0,234.0,962.0,402.0,1
720p60_28_r01,720p60_28,xv0WyG7_99c_s4530,6975,4,xv0WyG7_99c_s4530/6975/4/843.0/233.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/xv0WyG7_99c_s4530/tracking_data.csv,843.0,233.0,937.0,404.0,843.0,233.0,937.0,404.0,1
720p60_28_r02,720p60_28,xv0WyG7_99c_s4530,6975,5,xv0WyG7_99c_s4530/6975/5/582.0/296.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/xv0WyG7_99c_s4530/tracking_data.csv,582.0,296.0,693.0,491.0,582.0,296.0,693.0,491.0,1
720p60_28_r03,720p60_28,xv0WyG7_99c_s4530,6975,1,xv0WyG7_99c_s4530/6975/1/504.0/301.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/xv0WyG7_99c_s4530/tracking_data.csv,504.0,301.0,625.0,525.0,504.0,301.0,625.0,525.0,1
720p60_29_r00,720p60_29,xv0WyG7_99c_s4530,7557,6,xv0WyG7_99c_s4530/7557/6/371.0/75.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/xv0WyG7_99c_s4530/tracking_data.csv,371.0,75.0,692.0,668.0,371.0,75.0,692.0,668.0,1
720p60_29_r01,720p60_29,xv0WyG7_99c_s4530,7557,3,xv0WyG7_99c_s4530/7557/3/126.0/209.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/xv0WyG7_99c_s4530/tracking_data.csv,126.0,209.0,440.0,668.0,126.0,209.0,440.0,668.0,1
720p60_29_r02,720p60_29,xv0WyG7_99c_s4530,7557,10,xv0WyG7_99c_s4530/7557/10/640.0/131.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/xv0WyG7_99c_s4530/tracking_data.csv,640.0,131.0,1044.0,669.0,640.0,131.0,1044.0,669.0,1
720p60_29_r03,720p60_29,xv0WyG7_99c_s4530,7557,1,xv0WyG7_99c_s4530/7557/1/680.0/148.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/xv0WyG7_99c_s4530/tracking_data.csv,680.0,148.0,920.0,671.0,680.0,148.0,920.0,671.0,1
