box_id,card_id,draw_kind,section_id,frame,position_source,native_width,native_height,stored_x1,stored_y1,stored_x2,stored_y2,mapped_x1,mapped_y1,mapped_x2,mapped_y2,stored_straddles_crop_line,blind_best_id_before,blind_best_iou_before,blind_best_id_after,blind_best_iou_after,blind_iou_improved,blind_hit_before,blind_hit_after,blind_completed_utc,overlay_opened_utc,transform
720p60_14_r01,720p60_14,720p60,7blRl4zVfrY_s3489,3817,CLAMP,1280,720,281.0,306.0,399.0,557.0,281.0,366.0,399.0,617.0,0,720p60_14_m00,0.2497,720p60_14_m01,0.3792,1,0,0,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_14_r02,720p60_14,720p60,7blRl4zVfrY_s3489,3817,DETECTION,1280,720,1001.0,-15.0,1117.0,137.0,1001.0,45.0,1117.0,197.0,1,,0.0,,0.0,0,0,0,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_14_r03,720p60_14,720p60,7blRl4zVfrY_s3489,3817,PREDICTION,1280,720,212.0,109.0,307.0,280.0,212.0,169.0,307.0,340.0,0,720p60_14_m07,0.1766,720p60_14_m07,0.261,1,0,0,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_16_r00,720p60_16,720p60,FyMWTVsJvv8_s4332,4515,CLAMP,1280,720,841.0,-13.0,1295.0,611.0,841.0,47.0,1295.0,671.0,1,720p60_16_m03,0.8367,720p60_16_m03,0.87,1,1,1,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_16_r01,720p60_16,720p60,FyMWTVsJvv8_s4332,4515,CLAMP,1280,720,491.0,20.0,783.0,519.0,491.0,80.0,783.0,579.0,0,720p60_16_m01,0.4679,720p60_16_m01,0.5651,1,0,1,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_16_r02,720p60_16,720p60,FyMWTVsJvv8_s4332,4515,CLAMP,1280,720,383.0,181.0,473.0,318.0,383.0,241.0,473.0,378.0,0,720p60_16_m01,0.0358,720p60_16_m01,0.0358,0,0,0,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_16_r03,720p60_16,720p60,FyMWTVsJvv8_s4332,4515,CLAMP,1280,720,172.32056,125.09308,494.8423,584.0931,172.32056,185.09308,494.8423,644.0931,0,720p60_16_m01,0.1013,720p60_16_m01,0.0865,0,0,0,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_16_r04,720p60_16,720p60,FyMWTVsJvv8_s4332,4515,CLAMP,1280,720,154.0,63.0,267.0,298.0,154.0,123.0,267.0,358.0,0,720p60_16_m00,0.0581,720p60_16_m00,0.0581,0,0,0,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_16_r05,720p60_16,720p60,FyMWTVsJvv8_s4332,4515,CLAMP,1280,720,816.62915,-29.879608,1340.3884,573.4092,816.62915,30.120392,1340.3884,633.4092,1,720p60_16_m03,0.6802,720p60_16_m03,0.742,1,1,1,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_16_r06,720p60_16,720p60,FyMWTVsJvv8_s4332,4515,CLAMP,1280,720,493.8307,112.643364,599.3395,349.3182,493.8307,172.64336400000002,599.3395,409.3182,0,720p60_16_m02,0.3491,720p60_16_m02,0.3491,0,0,0,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_16_r07,720p60_16,720p60,FyMWTVsJvv8_s4332,4515,CLAMP,1280,720,581.0,158.0,712.0,317.0,581.0,218.0,712.0,377.0,0,720p60_16_m02,0.2273,720p60_16_m02,0.2273,0,0,0,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_16_r08,720p60_16,720p60,FyMWTVsJvv8_s4332,4515,CLAMP,1280,720,381.0,59.0,480.0,213.0,381.0,119.0,480.0,273.0,0,720p60_16_m01,0.0286,720p60_16_m01,0.048,1,0,0,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_17_r00,720p60_17,720p60,Ge4uewCFUFQ_s2382,4729,CLAMP,1280,720,97.0,323.0,189.0,457.0,97.0,383.0,189.0,517.0,0,720p60_17_m12,0.1581,720p60_17_m12,0.3126,1,0,0,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_17_r01,720p60_17,720p60,Ge4uewCFUFQ_s2382,4729,CLAMP,1280,720,-4.55101,319.54303,78.041275,459.55994,-4.55101,379.54303,78.041275,519.55994,0,,0.0,,0.0,0,0,0,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_17_r02,720p60_17,720p60,Ge4uewCFUFQ_s2382,4729,PREDICTION,1280,720,539.4708,277.8948,643.7969,455.31937,539.4708,337.8948,643.7969,515.3193699999999,0,720p60_17_m01,0.3741,720p60_17_m01,0.1637,0,0,0,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_18_r00,720p60_18,720p60,Ge4uewCFUFQ_s4674,4944,CLAMP,1280,720,689.0,250.0,809.0,503.0,689.0,310.0,809.0,563.0,0,720p60_18_m00,0.0884,720p60_18_m00,0.0884,0,0,0,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_18_r01,720p60_18,720p60,Ge4uewCFUFQ_s4674,4944,SUBPIXEL,1280,720,1184.0,402.0,1294.0,643.0,1184.0,462.0,1294.0,703.0,0,,0.0,,0.0,0,0,0,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_20_r00,720p60_20,720p60,KZK9rv9TnGE_s1474,5365,DETECTION,1280,720,481.0,152.0,598.0,383.0,481.0,212.0,598.0,443.0,0,720p60_20_m02,0.3648,720p60_20_m02,0.5097,1,0,1,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_20_r01,720p60_20,720p60,KZK9rv9TnGE_s1474,5365,SUBPIXEL,1280,720,748.0,226.0,850.0,414.0,748.0,286.0,850.0,474.0,0,720p60_20_m04,0.338,720p60_20_m04,0.4591,1,0,0,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_20_r02,720p60_20,720p60,KZK9rv9TnGE_s1474,5365,DETECTION,1280,720,570.0,280.0,699.0,519.0,570.0,340.0,699.0,579.0,0,720p60_20_m03,0.3556,720p60_20_m03,0.5107,1,0,1,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_20_r03,720p60_20,720p60,KZK9rv9TnGE_s1474,5365,DETECTION,1280,720,258.0,169.0,409.0,337.0,258.0,229.0,409.0,397.0,0,720p60_20_m01,0.2654,720p60_20_m01,0.3893,1,0,0,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_20_r04,720p60_20,720p60,KZK9rv9TnGE_s1474,5365,DETECTION,1280,720,337.0,132.0,416.0,303.0,337.0,192.0,416.0,363.0,0,720p60_20_m01,0.3028,720p60_20_m01,0.6417,1,0,1,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_20_r05,720p60_20,720p60,KZK9rv9TnGE_s1474,5365,PREDICTION,1280,720,167.261,26.039604,251.6314,177.7858,167.261,86.039604,251.6314,237.7858,0,720p60_20_m11,0.0052,720p60_20_m11,0.0301,1,0,0,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_21_r00,720p60_21,720p60,KZK9rv9TnGE_s4242,5579,SUBPIXEL,1280,720,574.0,269.0,692.0,520.0,574.0,329.0,692.0,580.0,0,720p60_21_m02,0.302,720p60_21_m02,0.414,1,0,0,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_21_r01,720p60_21,720p60,KZK9rv9TnGE_s4242,5579,PREDICTION,1280,720,669.0,219.0,791.0,419.0,669.0,279.0,791.0,479.0,0,720p60_21_m06,0.2554,720p60_21_m06,0.4036,1,0,0,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_22_r00,720p60_22,720p60,KZK9rv9TnGE_s90,5793,CLAMP,1280,720,996.4097,595.15704,1090.7378,698.3193,996.4097,655.15704,1090.7378,758.3193,0,,0.0,,0.0,0,0,0,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_22_r01,720p60_22,720p60,KZK9rv9TnGE_s90,5793,CLAMP,1280,720,1148.6562,402.81845,1354.0618,721.97156,1148.6562,462.81845,1354.0618,781.97156,0,,0.0,,0.0,0,0,0,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_23_r00,720p60_23,720p60,dAy3tnlu3EQ_s4326,6008,CLAMP,1280,720,0.0,216.0,80.0,406.0,0.0,276.0,80.0,466.0,0,720p60_23_m02,0.3375,720p60_23_m02,0.6029,1,0,1,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_23_r01,720p60_23,720p60,dAy3tnlu3EQ_s4326,6008,DETECTION,1280,720,200.0,289.0,325.0,465.0,200.0,349.0,325.0,525.0,0,720p60_23_m01,0.2738,720p60_23_m01,0.4655,1,0,0,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_23_r02,720p60_23,720p60,dAy3tnlu3EQ_s4326,6008,CLAMP,1280,720,187.0,136.0,273.0,301.0,187.0,196.0,273.0,361.0,0,720p60_23_m00,0.1883,720p60_23_m00,0.4104,1,0,0,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_23_r03,720p60_23,720p60,dAy3tnlu3EQ_s4326,6008,CLAMP,1280,720,556.0,204.0,652.0,386.0,556.0,264.0,652.0,446.0,0,720p60_23_m05,0.2745,720p60_23_m05,0.3958,1,0,0,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_23_r04,720p60_23,720p60,dAy3tnlu3EQ_s4326,6008,PREDICTION,1280,720,525.844,109.422874,594.2799,285.9077,525.844,169.42287399999998,594.2799,345.9077,0,720p60_23_m11,0.2637,720p60_23_m04,0.4667,1,0,0,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_23_r05,720p60_23,720p60,dAy3tnlu3EQ_s4326,6008,PREDICTION,1280,720,691.0,211.0,759.0,373.0,691.0,271.0,759.0,433.0,0,720p60_23_m07,0.2933,720p60_23_m07,0.695,1,0,1,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_23_r06,720p60_23,720p60,dAy3tnlu3EQ_s4326,6008,SUBPIXEL,1280,720,-0.8247566,34.335243,80.41524,199.25525,-0.8247566,94.33524299999999,80.41524,259.25525,0,720p60_23_m13,0.1821,720p60_23_m13,0.2615,1,0,0,2026-09-11T19:29:17Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_24_r00,720p60_24,720p60,qTXrSRHHR2M_s2262,6313,DETECTION,1280,720,306.0,267.0,394.0,470.0,306.0,327.0,394.0,530.0,0,720p60_24_m02,0.2342,720p60_24_m02,0.4867,1,0,0,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_24_r01,720p60_24,720p60,qTXrSRHHR2M_s2262,6313,DETECTION,1280,720,771.0,330.0,862.0,506.0,771.0,390.0,862.0,566.0,0,720p60_24_m09,0.3854,720p60_24_m09,0.594,1,0,1,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_24_r02,720p60_24,720p60,qTXrSRHHR2M_s2262,6313,PREDICTION,1280,720,301.0,162.0,373.0,302.0,301.0,222.0,373.0,362.0,0,720p60_24_m01,0.2283,720p60_24_m01,0.5439,1,0,1,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_24_r03,720p60_24,720p60,qTXrSRHHR2M_s2262,6313,PREDICTION,1280,720,617.2798,119.089294,692.1964,245.3393,617.2798,179.089294,692.1964,305.3393,0,720p60_24_m06,0.1944,720p60_24_m06,0.4568,1,0,0,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_24_r04,720p60_24,720p60,qTXrSRHHR2M_s2262,6313,CLAMP,1280,720,432.0728,433.90967,521.0506,547.2985,432.0728,493.90967,521.0506,607.2985,0,720p60_24_m10,0.1271,720p60_24_m10,0.2127,1,0,0,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_25_r00,720p60_25,720p60,s-0Y7aLxXgM_s1275,6338,PREDICTION,1280,720,765.06696,188.35306,838.7895,355.80356,765.06696,248.35306,838.7895,415.80356,0,720p60_25_m05,0.259,720p60_25_m05,0.3383,1,0,0,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_25_r01,720p60_25,720p60,s-0Y7aLxXgM_s1275,6338,PREDICTION,1280,720,301.9904,-89.83229,412.78476,46.169052,301.9904,-29.83229,412.78476,106.169052,1,,0.0,,0.0,0,0,0,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_26_r00,720p60_26,720p60,s-0Y7aLxXgM_s4830,6547,DETECTION,1280,720,810.0,45.0,926.0,243.0,810.0,105.0,926.0,303.0,0,720p60_26_m07,0.221,720p60_26_m07,0.221,0,0,0,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_26_r01,720p60_26,720p60,s-0Y7aLxXgM_s4830,6547,CLAMP,1280,720,34.0,310.0,127.0,471.0,34.0,370.0,127.0,531.0,0,,0.0,,0.0,0,0,0,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_26_r02,720p60_26,720p60,s-0Y7aLxXgM_s4830,6547,PREDICTION,1280,720,973.0,143.0,1077.0,335.0,973.0,203.0,1077.0,395.0,0,720p60_26_m06,0.2237,720p60_26_m06,0.4532,1,0,0,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_26_r03,720p60_26,720p60,s-0Y7aLxXgM_s4830,6547,DETECTION,1280,720,263.0,122.0,367.0,266.0,263.0,182.0,367.0,326.0,0,,0.0,,0.0,0,0,0,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_26_r04,720p60_26,720p60,s-0Y7aLxXgM_s4830,6547,PREDICTION,1280,720,911.28253,130.97824,1004.0573,331.18546,911.28253,190.97824,1004.0573,391.18546,0,720p60_26_m05,0.1545,720p60_26_m05,0.3145,1,0,0,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_28_r00,720p60_28,720p60,xv0WyG7_99c_s4530,6975,DETECTION,1280,720,878.0,234.0,962.0,402.0,878.0,294.0,962.0,462.0,0,720p60_28_m07,0.114,720p60_28_m07,0.1795,1,0,0,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_28_r01,720p60_28,720p60,xv0WyG7_99c_s4530,6975,PREDICTION,1280,720,843.0,233.0,937.0,404.0,843.0,293.0,937.0,464.0,0,720p60_28_m07,0.1997,720p60_28_m07,0.3188,1,0,0,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_28_r02,720p60_28,720p60,xv0WyG7_99c_s4530,6975,PREDICTION,1280,720,582.0,296.0,693.0,491.0,582.0,356.0,693.0,551.0,0,720p60_28_m04,0.3811,720p60_28_m04,0.4789,1,0,0,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_28_r03,720p60_28,720p60,xv0WyG7_99c_s4530,6975,SUBPIXEL,1280,720,504.0,301.0,625.0,525.0,504.0,361.0,625.0,585.0,0,720p60_28_m03,0.3163,720p60_28_m03,0.4278,1,0,0,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_29_r00,720p60_29,720p60,xv0WyG7_99c_s4530,7557,CLAMP,1280,720,371.0,75.0,692.0,668.0,371.0,135.0,692.0,728.0,0,720p60_29_m02,0.6792,720p60_29_m02,0.7281,1,1,1,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_29_r01,720p60_29,720p60,xv0WyG7_99c_s4530,7557,CLAMP,1280,720,126.0,209.0,440.0,668.0,126.0,269.0,440.0,728.0,0,720p60_29_m01,0.3789,720p60_29_m01,0.3789,0,0,0,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_29_r02,720p60_29,720p60,xv0WyG7_99c_s4530,7557,CLAMP,1280,720,640.0,131.0,1044.0,669.0,640.0,191.0,1044.0,729.0,0,720p60_29_m03,0.2861,720p60_29_m03,0.3038,1,0,0,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_29_r03,720p60_29,720p60,xv0WyG7_99c_s4530,7557,CLAMP,1280,720,680.0,148.0,920.0,671.0,680.0,208.0,920.0,731.0,0,720p60_29_m03,0.4939,720p60_29_m03,0.5261,1,0,1,2026-09-11T19:31:28Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
