section_id,draw_kind,receiver_path,g406_sha256,width,height,avg_fps,codec_name,receiver_bytes,g409_rehash_sha256,rehash_equal,status
Y1cgaIWW8gk_s2784,1080p30,C:/Users/neelj/g402_receiver/Y1cgaIWW8gk_s2784.mp4,22a91f62f26f48260e14d5c5a0646b8dcb15cbe0394e696558211ab64370e6a6,1920,1080,30.0,h264,68904225,22a91f62f26f48260e14d5c5a0646b8dcb15cbe0394e696558211ab64370e6a6,1,RETAINED
qrWmO434a0k_s2804,1080p30,C:/Users/neelj/g402_receiver/qrWmO434a0k_s2804.mp4,2c33e311213b951f10b58648bd8a7b179ddc0212f49af4a27910c9e233a822f3,1920,1080,30.0,h264,74235194,2c33e311213b951f10b58648bd8a7b179ddc0212f49af4a27910c9e233a822f3,1,RETAINED
tFnl0NVn6FA_s2774,1080p30,C:/Users/neelj/g402_receiver/tFnl0NVn6FA_s2774.mp4,989b21a52bd79e7ae078f3ce3b366fdc093a5ac95997fa20a764abfebf945350,1920,1080,30.0,h264,69117769,989b21a52bd79e7ae078f3ce3b366fdc093a5ac95997fa20a764abfebf945350,1,RETAINED
tFnl0NVn6FA_s90,1080p30,C:/Users/neelj/g402_receiver/tFnl0NVn6FA_s90.mp4,f7b6d933bc6f93b65843014bfc0a230c678f645b31cb8995d4616f86e1209e5b,1920,1080,30.0,h264,65212592,f7b6d933bc6f93b65843014bfc0a230c678f645b31cb8995d4616f86e1209e5b,1,RETAINED
tZeqmc_-_sA_s2574,1080p30,C:/Users/neelj/g402_receiver/tZeqmc_-_sA_s2574.mp4,fa1af41f9feec5521f0115083f0ae6150d9679e320030b1b5cd332a5d801f90b,1920,1080,30.0,h264,75846958,fa1af41f9feec5521f0115083f0ae6150d9679e320030b1b5cd332a5d801f90b,1,RETAINED
yZ5u2sOpiNU_s1371,1080p30,C:/Users/neelj/g402_receiver/nba__yZ5u2sOpiNU_s1371.mp4,aca1476c9b90f46dd527f54447fb0820950ee644880bd6f6eb87bfec2abb0aad,1920,1080,29.97003,h264,69403189,aca1476c9b90f46dd527f54447fb0820950ee644880bd6f6eb87bfec2abb0aad,1,RETAINED
yZ5u2sOpiNU_s3933,1080p30,C:/Users/neelj/g402_receiver/nba__yZ5u2sOpiNU_s3933.mp4,352e09fc2a2ea29bd9b42ccb32d9c944d26de241880a7d7a9aa37cec0dbb6eed,1920,1080,29.97003,h264,64267541,352e09fc2a2ea29bd9b42ccb32d9c944d26de241880a7d7a9aa37cec0dbb6eed,1,RETAINED
yZ5u2sOpiNU_s5214,1080p30,C:/Users/neelj/g402_receiver/nba__yZ5u2sOpiNU_s5214.mp4,2ed233becd5ae41aa1762008c279fbbd66977741ee00dbe3e00405deb9b42f10,1920,1080,29.97003,h264,62680969,2ed233becd5ae41aa1762008c279fbbd66977741ee00dbe3e00405deb9b42f10,1,RETAINED
yZ5u2sOpiNU_s90,1080p30,C:/Users/neelj/g402_receiver/nba__yZ5u2sOpiNU_s90.mp4,1c98e777689a974d4fff1fa6f68f7c57cbfb072f293200e063d0b8173fc1b732,1920,1080,29.97003,h264,74361691,1c98e777689a974d4fff1fa6f68f7c57cbfb072f293200e063d0b8173fc1b732,1,RETAINED
4JS090XPhmM_s2388,1080p30,C:/Users/neelj/g402_receiver/ncaa_basketball__4JS090XPhmM_s2388.mp4,89420d570a4a4c75ada21a1aee4a231ec8ba9b4fdb785ea8843f075691adfde9,1920,1080,29.97003,h264,66778666,89420d570a4a4c75ada21a1aee4a231ec8ba9b4fdb785ea8843f075691adfde9,1,RETAINED
4JS090XPhmM_s3537,1080p30,C:/Users/neelj/g402_receiver/ncaa_basketball__4JS090XPhmM_s3537.mp4,25a78d9554165483c59a08b5a4d42635ac5d30a0fcc4f9ba74b44f599126235d,1920,1080,29.97003,h264,63404198,25a78d9554165483c59a08b5a4d42635ac5d30a0fcc4f9ba74b44f599126235d,1,RETAINED
4JS090XPhmM_s4686,1080p30,C:/Users/neelj/g402_receiver/ncaa_basketball__4JS090XPhmM_s4686.mp4,898fb2bcd40278b2707fe72e27bd1e098e857ba450ba0aa2abd569cea73a6006,1920,1080,29.97003,h264,64513325,898fb2bcd40278b2707fe72e27bd1e098e857ba450ba0aa2abd569cea73a6006,1,RETAINED
3eeaJz1PJTM_s1331,1080p30,C:/Users/neelj/g402_receiver/wnba__3eeaJz1PJTM_s1331.mp4,50c101c60ab17142c2952c0ccf5a84eb1f892c12cbdde497ea212612d0ba823e,1920,1080,30.0,h264,71255359,50c101c60ab17142c2952c0ccf5a84eb1f892c12cbdde497ea212612d0ba823e,1,RETAINED
3eeaJz1PJTM_s2572,1080p30,C:/Users/neelj/g402_receiver/wnba__3eeaJz1PJTM_s2572.mp4,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,1920,1080,30.0,h264,70877597,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,1,RETAINED
3eeaJz1PJTM_s3813,1080p30,C:/Users/neelj/g402_receiver/wnba__3eeaJz1PJTM_s3813.mp4,3a5c08bd887cea3503f9b777920ca1ef3817e931e2093a9a56a099708ff35ea6,1920,1080,30.0,h264,67932625,3a5c08bd887cea3503f9b777920ca1ef3817e931e2093a9a56a099708ff35ea6,1,RETAINED
3eeaJz1PJTM_s6295,1080p30,C:/Users/neelj/g402_receiver/wnba__3eeaJz1PJTM_s6295.mp4,2c1e70f510d0fc55e0b0b4cccaf4c14a6e3aec1fe20ef5d62bb1f74859776b33,1920,1080,30.0,h264,63899908,2c1e70f510d0fc55e0b0b4cccaf4c14a6e3aec1fe20ef5d62bb1f74859776b33,1,RETAINED
3eeaJz1PJTM_s90,1080p30,C:/Users/neelj/g402_receiver/wnba__3eeaJz1PJTM_s90.mp4,049a0328fc4000ff937c6ae9f43540110e7f6564555e70287718efb85a34e48f,1920,1080,30.0,h264,68766082,049a0328fc4000ff937c6ae9f43540110e7f6564555e70287718efb85a34e48f,1,RETAINED
J8pMOFvFlsU_s1384,1080p30,C:/Users/neelj/g402_receiver/wnba__J8pMOFvFlsU_s1384.mp4,4c1d058692f70800de83c62d500663c409836f17583b63eee686417819291104,1920,1080,30.0,h264,42176869,4c1d058692f70800de83c62d500663c409836f17583b63eee686417819291104,1,RETAINED
J8pMOFvFlsU_s3972,1080p30,C:/Users/neelj/g402_receiver/wnba__J8pMOFvFlsU_s3972.mp4,3de8f9f051dcc218266201eb853db4a06f52025bdd70cadd3e6532e1d1b422f2,1920,1080,30.0,h264,44234735,3de8f9f051dcc218266201eb853db4a06f52025bdd70cadd3e6532e1d1b422f2,1,RETAINED
J8pMOFvFlsU_s90,1080p30,C:/Users/neelj/g402_receiver/wnba__J8pMOFvFlsU_s90.mp4,59c10e316187abf81295f6d2c8310d6cfc9991b588f007aa59d9e8f2c29b4450,1920,1080,30.0,h264,44642137,59c10e316187abf81295f6d2c8310d6cfc9991b588f007aa59d9e8f2c29b4450,1,RETAINED
acb-jHcR5UxPGuE_s1393,720p60,C:/Users/neelj/g402_receiver/basketball__acb-jHcR5UxPGuE_s1393.mp4,cc7a0d0220ddacd665990cc9d7b480a8642d3bc5b528dcac63e8bd463a0f67dc,1280,720,60.0,h264,56995485,cc7a0d0220ddacd665990cc9d7b480a8642d3bc5b528dcac63e8bd463a0f67dc,1,RETAINED
acb-jHcR5UxPGuE_s90,720p60,C:/Users/neelj/g402_receiver/basketball__acb-jHcR5UxPGuE_s90.mp4,ac6851c4ec10a7af7a9835c7a23e052ade96195ed63eff715915fd7be28e8eed,1280,720,60.0,h264,55642588,ac6851c4ec10a7af7a9835c7a23e052ade96195ed63eff715915fd7be28e8eed,1,RETAINED
3gBeJyl7Szg_s2302,720p60,C:/Users/neelj/g402_receiver/nba__3gBeJyl7Szg_s2302.mp4,c5b29bf4785c36f82b93ae763cec6a3eafb62aad11f25cb598fecfb69b11c4c0,1280,720,60.0,h264,50300132,c5b29bf4785c36f82b93ae763cec6a3eafb62aad11f25cb598fecfb69b11c4c0,1,RETAINED
3gBeJyl7Szg_s90,720p60,C:/Users/neelj/g402_receiver/nba__3gBeJyl7Szg_s90.mp4,72e32ee1bee191d1175bd2fe2615adcba2ff37276822f17aa28c8a9e80c53fbb,1280,720,60.0,h264,53285520,72e32ee1bee191d1175bd2fe2615adcba2ff37276822f17aa28c8a9e80c53fbb,1,RETAINED
Kh7Fj4ogPN4_s3606,720p60,C:/Users/neelj/g402_receiver/nba__Kh7Fj4ogPN4_s3606.mp4,04ea3cc7355238a1635dae07c262371876d546c912a51ddce47dbda2602819eb,1280,720,59.940065,h264,54541208,04ea3cc7355238a1635dae07c262371876d546c912a51ddce47dbda2602819eb,1,RETAINED
Kh7Fj4ogPN4_s5950,720p60,C:/Users/neelj/g402_receiver/nba__Kh7Fj4ogPN4_s5950.mp4,83fa214abc8f82813c17d35794bac5902578b0d74e12d943acde1b41e5675c23,1280,720,59.940062,h264,54056259,83fa214abc8f82813c17d35794bac5902578b0d74e12d943acde1b41e5675c23,1,RETAINED
Ktu6yFS9iMo_s2532,720p60,C:/Users/neelj/g402_receiver/nba__Ktu6yFS9iMo_s2532.mp4,b8a9ec95176c333ef6aa473c35b43a072f2c648efbb6d1a973c314b5c04a0e9c,1280,720,59.940065,h264,46239769,b8a9ec95176c333ef6aa473c35b43a072f2c648efbb6d1a973c314b5c04a0e9c,1,RETAINED
Ktu6yFS9iMo_s6195,720p60,C:/Users/neelj/g402_receiver/nba__Ktu6yFS9iMo_s6195.mp4,dce9d31c4a8eec01d6c25d9121ef8ef5df2928241cad4634eedb5a1855d9c95a,1280,720,59.940065,h264,45328752,dce9d31c4a8eec01d6c25d9121ef8ef5df2928241cad4634eedb5a1855d9c95a,1,RETAINED
L7o4UCIIqS4_s2656,720p60,C:/Users/neelj/g402_receiver/nba__L7o4UCIIqS4_s2656.mp4,b1eebfff7d799fedb2a8f485ba98a6fa26021926e7da36bdb4b6a30f1e33d3b0,1280,720,59.940062,h264,54975598,b1eebfff7d799fedb2a8f485ba98a6fa26021926e7da36bdb4b6a30f1e33d3b0,1,RETAINED
L7o4UCIIqS4_s5222,720p60,C:/Users/neelj/g402_receiver/nba__L7o4UCIIqS4_s5222.mp4,683cc5b0c45ba119f7f545359536042468c67f351fbad50babbe5601f7fbc862,1280,720,59.940062,h264,46736475,683cc5b0c45ba119f7f545359536042468c67f351fbad50babbe5601f7fbc862,1,RETAINED
oL9Uaie2v2A_s2438,720p60,C:/Users/neelj/g402_receiver/nba__oL9Uaie2v2A_s2438.mp4,083be07558717cdfc7f4aa2375b99132e90b1130a2a3fe9452e66eafb5693744,1280,720,59.940065,h264,50026054,083be07558717cdfc7f4aa2375b99132e90b1130a2a3fe9452e66eafb5693744,1,RETAINED
oL9Uaie2v2A_s5960,720p60,C:/Users/neelj/g402_receiver/nba__oL9Uaie2v2A_s5960.mp4,973783b470a0e9999cb2cc543c966313b80a5a6b5c3a9e8c6bee80bd754c676f,1280,720,59.940065,h264,40086716,973783b470a0e9999cb2cc543c966313b80a5a6b5c3a9e8c6bee80bd754c676f,1,RETAINED
6rQ2sV4upfc_s1509,720p60,C:/Users/neelj/g402_receiver/ncaa_basketball__6rQ2sV4upfc_s1509.mp4,d10e7b95e85fbad71589d18da9098e31dfa312df913c1b701396038528056c0a,1280,720,59.940062,h264,50953115,d10e7b95e85fbad71589d18da9098e31dfa312df913c1b701396038528056c0a,1,RETAINED
6rQ2sV4upfc_s90,720p60,C:/Users/neelj/g402_receiver/ncaa_basketball__6rQ2sV4upfc_s90.mp4,8cf60bd1df8a9b74c7126efcf14219fd356040e62923f4f07fdb089661ffcee5,1280,720,59.940065,h264,54041007,8cf60bd1df8a9b74c7126efcf14219fd356040e62923f4f07fdb089661ffcee5,1,RETAINED
7blRl4zVfrY_s3489,720p60,C:/Users/neelj/g402_receiver/ncaa_basketball__7blRl4zVfrY_s3489.mp4,b5d027dbca93a647b4545a8a1e5b9f7da80e078b394f74fd504c5c0e8e7b31ea,1280,720,59.940062,h264,56326299,b5d027dbca93a647b4545a8a1e5b9f7da80e078b394f74fd504c5c0e8e7b31ea,1,RETAINED
7blRl4zVfrY_s90,720p60,C:/Users/neelj/g402_receiver/ncaa_basketball__7blRl4zVfrY_s90.mp4,38864a8e2c87e4535209cfe37a3c2913bb321f19e39de735cc310f9b8cf83698,1280,720,59.940065,h264,57345020,38864a8e2c87e4535209cfe37a3c2913bb321f19e39de735cc310f9b8cf83698,1,RETAINED
FyMWTVsJvv8_s4332,720p60,C:/Users/neelj/g402_receiver/ncaa_basketball__FyMWTVsJvv8_s4332.mp4,378f11f7d00dc6c7f75b4c1ca6f7331b5950a3d6491d14fb254ef62f1bf9cf80,1280,720,59.940065,h264,57043679,378f11f7d00dc6c7f75b4c1ca6f7331b5950a3d6491d14fb254ef62f1bf9cf80,1,RETAINED
Ge4uewCFUFQ_s2382,720p60,C:/Users/neelj/g402_receiver/ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,b175030e1237c857424b6d449d8138dde0f94f389227f0a4afa4dbda195a13de,1280,720,59.940062,h264,56676340,b175030e1237c857424b6d449d8138dde0f94f389227f0a4afa4dbda195a13de,1,RETAINED
Ge4uewCFUFQ_s4674,720p60,C:/Users/neelj/g402_receiver/ncaa_basketball__Ge4uewCFUFQ_s4674.mp4,081a5b8634af9e6ef013ebb6215c2fcf698308f6e35ca8e045daf1c4a5d69932,1280,720,59.940065,h264,56750617,081a5b8634af9e6ef013ebb6215c2fcf698308f6e35ca8e045daf1c4a5d69932,1,RETAINED
IpR4pT8iN0Y_s2432,720p60,C:/Users/neelj/g402_receiver/ncaa_basketball__IpR4pT8iN0Y_s2432.mp4,d2e9618fca2988d0e74654b65178e7b219551eeb90c17275e5f2e5f8a94765fe,1280,720,59.940065,h264,50526631,d2e9618fca2988d0e74654b65178e7b219551eeb90c17275e5f2e5f8a94765fe,1,RETAINED
KZK9rv9TnGE_s1474,720p60,C:/Users/neelj/g402_receiver/ncaa_basketball__KZK9rv9TnGE_s1474.mp4,4c74ce17817b717b4daa4b06b745f47b1c3ac745799a586c20bf074168caf7d1,1280,720,59.940062,h264,56938793,4c74ce17817b717b4daa4b06b745f47b1c3ac745799a586c20bf074168caf7d1,1,RETAINED
KZK9rv9TnGE_s4242,720p60,C:/Users/neelj/g402_receiver/ncaa_basketball__KZK9rv9TnGE_s4242.mp4,89f5a7ef57147b8f06215865b7c502a0334f39dd7e52519815af4b407d3f1060,1280,720,59.940062,h264,57308946,89f5a7ef57147b8f06215865b7c502a0334f39dd7e52519815af4b407d3f1060,1,RETAINED
KZK9rv9TnGE_s90,720p60,C:/Users/neelj/g402_receiver/ncaa_basketball__KZK9rv9TnGE_s90.mp4,b66f1198f2b4c2e10e6c195e15717ef045775ad12d35aa5d582997f5298debdd,1280,720,59.940065,h264,57656755,b66f1198f2b4c2e10e6c195e15717ef045775ad12d35aa5d582997f5298debdd,1,RETAINED
dAy3tnlu3EQ_s4326,720p60,C:/Users/neelj/g402_receiver/ncaa_basketball__dAy3tnlu3EQ_s4326.mp4,4b29aa56d687868bea366ecde8382fff8eac24f2dce52041ef01edca2ccb92ea,1280,720,59.940065,h264,56393316,4b29aa56d687868bea366ecde8382fff8eac24f2dce52041ef01edca2ccb92ea,1,RETAINED
qTXrSRHHR2M_s2262,720p60,C:/Users/neelj/g402_receiver/ncaa_basketball__qTXrSRHHR2M_s2262.mp4,7f076a1a4b3935c5912f35f831aada9b130f176f40736535837f96917162894b,1280,720,59.940065,h264,56808008,7f076a1a4b3935c5912f35f831aada9b130f176f40736535837f96917162894b,1,RETAINED
qTXrSRHHR2M_s4434,720p60,C:/Users/neelj/g402_receiver/ncaa_basketball__qTXrSRHHR2M_s4434.mp4,1b93f3a24ea0835ab220f08bae0c87baecaecc51db43b6150ab83ee7597dcb22,1280,720,59.940065,h264,57333697,1b93f3a24ea0835ab220f08bae0c87baecaecc51db43b6150ab83ee7597dcb22,1,RETAINED
s-0Y7aLxXgM_s1275,720p60,C:/Users/neelj/g402_receiver/ncaa_basketball__s-0Y7aLxXgM_s1275.mp4,f237a5cb4ab3e88218e632df9961a586bff4d955d7721926152028501a271b84,1280,720,59.940062,h264,55405416,f237a5cb4ab3e88218e632df9961a586bff4d955d7721926152028501a271b84,1,RETAINED
s-0Y7aLxXgM_s4830,720p60,C:/Users/neelj/g402_receiver/ncaa_basketball__s-0Y7aLxXgM_s4830.mp4,57712e03d9af9728fa4927f3e8d2ade44d855fb2abc719e86d8c64d4c883d0b2,1280,720,59.940065,h264,54805277,57712e03d9af9728fa4927f3e8d2ade44d855fb2abc719e86d8c64d4c883d0b2,1,RETAINED
xv0WyG7_99c_s1200,720p60,C:/Users/neelj/g402_receiver/wnba__xv0WyG7_99c_s1200.mp4,19161e47d3317d67f754340c00c03406830879b772e2d41c2fc00913dc894b53,1280,720,59.940065,h264,54435376,19161e47d3317d67f754340c00c03406830879b772e2d41c2fc00913dc894b53,1,RETAINED
xv0WyG7_99c_s4530,720p60,C:/Users/neelj/g402_receiver/wnba__xv0WyG7_99c_s4530.mp4,5398cdc3ed36f2123eef01738d010d8234294e1e15d7bb3246a245054929b45c,1280,720,59.940065,h264,52154279,5398cdc3ed36f2123eef01738d010d8234294e1e15d7bb3246a245054929b45c,1,RETAINED
